sample_index,candidate,global_shift_tv
619,partition_sum,1.089623183347932e-16
620,mean_q_softmax,1.0755285551056204e-16
620,mass_times_exp_mean_q,1.6230506522108001e-16
620,partition_sum,1.1319070680748666e-16
621,mean_q_softmax,6.949735925632083e-17
621,mass_times_exp_mean_q,1.1839487723541708e-16
621,partition_sum,6.808789643208968e-17
622,mean_q_softmax,9.248244531301353e-17
622,mass_times_exp_mean_q,1.5276408610320757e-16
622,partition_sum,5.767955557622884e-17
623,mean_q_softmax,3.0682921481339775e-17
623,mass_times_exp_mean_q,2.0968470015869656e-16
623,partition_sum,4.640385298237959e-17
624,mean_q_softmax,1.0755285551056204e-16
624,mass_times_exp_mean_q,2.3071822230491534e-16
624,partition_sum,1.1622647289044608e-16
625,mean_q_softmax,5.5077470362263625e-17
625,mass_times_exp_mean_q,7.849623728795052e-17
625,partition_sum,1.3682631416767066e-16
626,mean_q_softmax,8.55435514091063e-17
626,mass_times_exp_mean_q,5.605325231750058e-17
626,partition_sum,6.667843360785852e-17
627,mean_q_softmax,4.342229700804445e-17
627,mass_times_exp_mean_q,1.2327378701160185e-16
627,partition_sum,3.65376132127615e-17
628,mean_q_softmax,8.673617379884035e-17
628,mass_times_exp_mean_q,2.1185310450366757e-16
628,partition_sum,1.1015494072452725e-16
629,mean_q_softmax,7.45931094670027e-17
629,mass_times_exp_mean_q,1.3010426069826053e-16
629,partition_sum,8.803721640582296e-17
630,mean_q_softmax,1.3525422101756668e-16
630,mass_times_exp_mean_q,2.0393842864452338e-16
630,partition_sum,1.3487475025719675e-16
631,mean_q_softmax,1.0636023312082798e-16
631,mass_times_exp_mean_q,1.8014019095846656e-16
631,partition_sum,5.307169634316544e-17
632,mean_q_softmax,1.909822126833216e-16
632,mass_times_exp_mean_q,2.1846673775582914e-16
632,partition_sum,7.166576360129184e-17
633,mean_q_softmax,1.478851763270228e-16
633,mass_times_exp_mean_q,2.7994100093575724e-16
633,partition_sum,1.1752751549742868e-16
634,mean_q_softmax,6.570265165262157e-17
634,mass_times_exp_mean_q,1.0256552551712872e-16
634,partition_sum,9.324138683375338e-17
635,mean_q_softmax,7.654467337747661e-17
635,mass_times_exp_mean_q,1.4029576111962427e-16
635,partition_sum,8.825405684032006e-17
636,mean_q_softmax,7.632783294297951e-17
636,mass_times_exp_mean_q,2.0990154059319366e-16
636,partition_sum,1.249000902703301e-16
637,mean_q_softmax,1.7211709488207383e-16
637,mass_times_exp_mean_q,1.3834419720915037e-16
637,partition_sum,1.465841337200402e-16
638,mean_q_softmax,6.591949208711867e-17
638,mass_times_exp_mean_q,8.500145032286355e-17
638,partition_sum,1.1882855810441129e-16
639,mean_q_softmax,6.236195370865061e-17
639,mass_times_exp_mean_q,6.559423143537302e-17
639,partition_sum,1.5048726154098802e-16
640,mean_q_softmax,3.4606378093021695e-17
640,mass_times_exp_mean_q,1.6664187391102203e-16
640,partition_sum,1.20346441145891e-16
641,mean_q_softmax,9.958396954279358e-17
641,mass_times_exp_mean_q,2.814046738686127e-16
641,partition_sum,6.472686969738461e-17
642,mean_q_softmax,1.2935887170467675e-16
642,mass_times_exp_mean_q,1.9027748127120603e-16
642,partition_sum,1.0560129160008813e-16
643,mean_q_softmax,4.662069341687669e-17
643,mass_times_exp_mean_q,7.19910242530375e-17
643,partition_sum,3.122502256758253e-17
644,mean_q_softmax,3.0140820395097023e-17
644,mass_times_exp_mean_q,2.454633718507182e-16
644,partition_sum,3.43908929112402e-16
645,mean_q_softmax,6.093216209368535e-17
645,mass_times_exp_mean_q,9.90960785651751e-17
645,partition_sum,9.454242944073599e-17
646,mean_q_softmax,1.0430024899310553e-16
646,mass_times_exp_mean_q,1.3032110113275763e-16
646,partition_sum,9.454242944073599e-17
647,mean_q_softmax,1.3434620169811007e-16
647,mass_times_exp_mean_q,5.345116710353537e-17
647,partition_sum,1.0302631144043506e-16
648,mean_q_softmax,7.101524229780054e-17
648,mass_times_exp_mean_q,6.917209860457518e-17
648,partition_sum,8.933825901280557e-17
649,mean_q_softmax,8.836247705756861e-17
649,mass_times_exp_mean_q,1.0961961590186253e-16
649,partition_sum,1.4799359654427136e-16
650,mean_q_softmax,9.497611030973019e-17
650,mass_times_exp_mean_q,9.280770596475918e-17
650,partition_sum,1.5135462327897642e-16
651,mean_q_softmax,8.760353553682876e-17
651,mass_times_exp_mean_q,4.5319650809894085e-17
651,partition_sum,3.7513395167998453e-17
652,mean_q_softmax,9.063930161978817e-17
652,mass_times_exp_mean_q,8.890457814381136e-18
652,partition_sum,1.0711917464156784e-16
653,mean_q_softmax,7.32920668600201e-17
653,mass_times_exp_mean_q,6.266688556966216e-17
653,partition_sum,2.970713952610282e-17
654,mean_q_softmax,1.8962695996771473e-16
654,mass_times_exp_mean_q,1.9038590148845458e-16
654,partition_sum,1.3590474232105798e-16
655,mean_q_softmax,5.312590645178972e-17
655,mass_times_exp_mean_q,6.570265165262157e-17
655,partition_sum,2.2551405187698492e-17
656,mean_q_softmax,1.9973714522614205e-16
656,mass_times_exp_mean_q,2.187919984075748e-16
656,partition_sum,1.6328084717631697e-16
657,mean_q_softmax,2.0166160408230382e-16
657,mass_times_exp_mean_q,1.2771901591879242e-16
657,partition_sum,9.194034422677078e-17
658,mean_q_softmax,1.2025834971937654e-16
658,mass_times_exp_mean_q,2.4206846379812297e-16
658,partition_sum,1.3456304213260717e-16
659,mean_q_softmax,1.929879867024198e-16
659,mass_times_exp_mean_q,1.0646865333807654e-16
659,partition_sum,4.163336342344337e-17
660,mean_q_softmax,1.3742262536253769e-16
660,mass_times_exp_mean_q,8.023096076392733e-17
660,partition_sum,6.299214622140781e-17
661,mean_q_softmax,9.265185190246439e-17
661,mass_times_exp_mean_q,1.0121027280152184e-16
661,partition_sum,1.4482230518975125e-16
662,mean_q_softmax,2.61184303351758e-16
662,mass_times_exp_mean_q,1.8388068845354155e-16
662,partition_sum,1.4072944198861848e-16
663,mean_q_softmax,2.6942423986264785e-17
663,mass_times_exp_mean_q,1.3156793363111596e-16
663,partition_sum,8.771195575407731e-17
664,mean_q_softmax,5.0306980803327406e-17
664,mass_times_exp_mean_q,9.80118763926896e-17
664,partition_sum,1.1102230246251565e-16
665,mean_q_softmax,5.5294310796760726e-17
665,mass_times_exp_mean_q,4.0332320816460765e-17
665,partition_sum,9.64939933512099e-17
666,mean_q_softmax,3.5128150388530344e-17
666,mass_times_exp_mean_q,1.1319070680748666e-16
666,partition_sum,8.283304597789254e-17
667,mean_q_softmax,1.0153553345326749e-16
667,mass_times_exp_mean_q,1.9884267843384151e-16
667,partition_sum,9.410874857174178e-17
668,mean_q_softmax,8.630249292984615e-17
668,mass_times_exp_mean_q,1.5525775109992423e-16
668,partition_sum,6.201636426617085e-17
669,mean_q_softmax,8.909939572167985e-17
669,mass_times_exp_mean_q,1.5525775109992423e-16
669,partition_sum,7.676151381197371e-17
670,mean_q_softmax,7.632783294297951e-17
670,mass_times_exp_mean_q,1.2836953722228372e-16
670,partition_sum,2.0816681711721685e-17
671,mean_q_softmax,5.204170427930421e-17
671,mass_times_exp_mean_q,1.0234868508263162e-16
671,partition_sum,7.632783294297951e-17
672,mean_q_softmax,4.705437428587089e-17
672,mass_times_exp_mean_q,7.578573185673676e-17
672,partition_sum,1.1058862159352145e-16
673,mean_q_softmax,7.608388745417027e-17
673,mass_times_exp_mean_q,1.237345729349082e-16
673,partition_sum,1.338989683019598e-16
674,mean_q_softmax,6.429318882839041e-17
674,mass_times_exp_mean_q,1.953732314818879e-16
674,partition_sum,5.388484797252957e-17
675,mean_q_softmax,5.182486384480711e-17
675,mass_times_exp_mean_q,1.4430730915782064e-16
675,partition_sum,4.380176776841438e-17
676,mean_q_softmax,4.37069000783219e-17
676,mass_times_exp_mean_q,1.0169816377914032e-16
676,partition_sum,1.235990476633475e-16
677,mean_q_softmax,1.929879867024198e-17
677,mass_times_exp_mean_q,1.5937771935536915e-16
677,partition_sum,2.992397996059992e-17
678,mean_q_softmax,1.199127602768968e-16
678,mass_times_exp_mean_q,5.4860629927766524e-17
678,partition_sum,1.1080546202801855e-16
679,mean_q_softmax,1.679971266266289e-16
679,mass_times_exp_mean_q,3.333921680392926e-16
679,partition_sum,9.194034422677078e-17
680,mean_q_softmax,1.2874900798265365e-17
680,mass_times_exp_mean_q,1.323810852604801e-16
680,partition_sum,1.6317242695906842e-16
681,mean_q_softmax,9.466779031692962e-17
681,mass_times_exp_mean_q,1.1774435593192578e-16
681,partition_sum,1.0581813203458523e-16
682,mean_q_softmax,1.3942839938163587e-16
682,mass_times_exp_mean_q,2.264898338322219e-16
682,partition_sum,8.283304597789254e-17
683,mean_q_softmax,8.088148206741863e-17
683,mass_times_exp_mean_q,3.2043595207809084e-16
683,partition_sum,1.4403625861469926e-16
684,mean_q_softmax,1.8332164670835371e-16
684,mass_times_exp_mean_q,7.695124919215868e-17
684,partition_sum,1.2522535092207576e-16
685,mean_q_softmax,9.511163558129088e-17
685,mass_times_exp_mean_q,1.567485290870918e-16
685,partition_sum,1.0332446703786857e-16
686,mean_q_softmax,1.1058862159352145e-16
686,mass_times_exp_mean_q,4.380176776841438e-17
686,partition_sum,4.2717565595928875e-17
687,mean_q_softmax,4.824699667560495e-17
687,mass_times_exp_mean_q,6.581107186987012e-17
687,partition_sum,1.1839487723541708e-16
688,mean_q_softmax,6.743059886502034e-17
688,mass_times_exp_mean_q,1.1123914289701275e-16
688,partition_sum,7.676151381197371e-17
689,mean_q_softmax,1.0542510874705924e-16
689,mass_times_exp_mean_q,9.215718466126788e-17
689,partition_sum,7.45931094670027e-17
690,mean_q_softmax,4.974793905813957e-17
690,mass_times_exp_mean_q,1.2836953722228372e-16
690,partition_sum,7.426784881525705e-17
691,mean_q_softmax,1.6783449630075609e-16
691,mass_times_exp_mean_q,1.5070410197548512e-16
691,partition_sum,1.1267571077555605e-16
692,mean_q_softmax,1.4652992361141592e-16
692,mass_times_exp_mean_q,1.2674323396355547e-16
692,partition_sum,1.2593008233419134e-16
693,mean_q_softmax,1.8691645453650096e-16
693,mass_times_exp_mean_q,2.0876312831208388e-16
693,partition_sum,1.966742740888705e-16
694,mean_q_softmax,4.7379634937616544e-17
694,mass_times_exp_mean_q,9.454242944073599e-17
694,partition_sum,1.5785983631388945e-16
695,mean_q_softmax,1.0321604682062002e-16
695,mass_times_exp_mean_q,1.3574211199518516e-16
695,partition_sum,1.231653667943533e-16
696,mean_q_softmax,1.1882855810441129e-16
696,mass_times_exp_mean_q,1.227316859253591e-16
696,partition_sum,1.4647571350279165e-16
697,mean_q_softmax,2.0729945537922845e-16
697,mass_times_exp_mean_q,1.6067876196235176e-16
697,partition_sum,1.214306433183765e-16
698,mean_q_softmax,8.630249292984615e-17
698,mass_times_exp_mean_q,3.881443777498106e-17
698,partition_sum,2.61184303351758e-16
699,mean_q_softmax,1.0034629919532245e-16
699,mass_times_exp_mean_q,1.2937242423183282e-16
699,partition_sum,1.1340754724198376e-16
700,mean_q_softmax,7.634138547013558e-17
700,mass_times_exp_mean_q,1.2270458087104696e-16
700,partition_sum,5.095750210681871e-17
701,mean_q_softmax,2.1662359406260379e-16
701,mass_times_exp_mean_q,1.9651164376299768e-16
701,partition_sum,1.117812439832555e-16
702,mean_q_softmax,6.808789643208968e-17
702,mass_times_exp_mean_q,1.3791051634015616e-16
702,partition_sum,1.3010426069826053e-16
703,mean_q_softmax,1.468009741545373e-16
703,mass_times_exp_mean_q,3.491130995403324e-17
703,partition_sum,9.410874857174178e-17
704,mean_q_softmax,8.142358315366138e-17
704,mass_times_exp_mean_q,1.1161861365738268e-16
704,partition_sum,9.367506770274758e-17
705,mean_q_softmax,7.762887554996212e-17
705,mass_times_exp_mean_q,1.6631661325927638e-16
705,partition_sum,1.489693784995083e-16
706,mean_q_softmax,4.594306705907325e-17
706,mass_times_exp_mean_q,1.3227266504323154e-16
706,partition_sum,1.1058862159352145e-16
707,mean_q_softmax,1.231653667943533e-16
707,mass_times_exp_mean_q,6.768132061740761e-17
707,partition_sum,3.2146594414195206e-17
708,mean_q_softmax,5.139118297581291e-17
708,mass_times_exp_mean_q,5.811323644522304e-17
708,partition_sum,7.45931094670027e-17
709,mean_q_softmax,9.156087346640085e-17
709,mass_times_exp_mean_q,1.317305639569888e-16
709,partition_sum,5.833007687972014e-17
710,mean_q_softmax,8.78881386071062e-17
710,mass_times_exp_mean_q,1.6422952407724178e-16
710,partition_sum,1.3449527949682683e-16
711,mean_q_softmax,1.9813794702172594e-16
711,mass_times_exp_mean_q,1.7943545954635098e-16
711,partition_sum,4.92227786308419e-17
712,mean_q_softmax,9.955686448848144e-17
712,mass_times_exp_mean_q,1.9456007985252377e-16
712,partition_sum,1.752612811822818e-16
713,mean_q_softmax,1.2007539060276962e-17
713,mass_times_exp_mean_q,1.2723112494117395e-16
713,partition_sum,5.903480829183572e-17
714,mean_q_softmax,1.1644331332494318e-16
714,mass_times_exp_mean_q,1.698673753741664e-16
714,partition_sum,9.172350379227368e-17
715,mean_q_softmax,6.459134442582393e-17
715,mass_times_exp_mean_q,1.673466053231376e-16
715,partition_sum,1.2256905559948628e-16
716,mean_q_softmax,2.949029909160572e-17
716,mass_times_exp_mean_q,7.914675859144182e-17
716,partition_sum,1.7976072019809664e-16
717,mean_q_softmax,9.936712910829648e-17
717,mass_times_exp_mean_q,1.0343288725511712e-16
717,partition_sum,1.1535911115245767e-16
718,mean_q_softmax,8.326672684688674e-17
718,mass_times_exp_mean_q,1.214306433183765e-16
718,partition_sum,6.277530578691071e-17
719,mean_q_softmax,1.0625181290357943e-16
719,mass_times_exp_mean_q,1.687018580387445e-16
719,partition_sum,1.3140530330524314e-16
720,mean_q_softmax,9.107298248878237e-17
720,mass_times_exp_mean_q,2.6281060661048627e-16
720,partition_sum,1.0928757898653885e-16
721,mean_q_softmax,9.400032835449323e-17
721,mass_times_exp_mean_q,1.6469031000054812e-16
721,partition_sum,1.0088501214977619e-16
722,mean_q_softmax,3.469446951953614e-17
722,mass_times_exp_mean_q,1.3552527156068805e-16
722,partition_sum,1.478851763270228e-16
723,mean_q_softmax,2.1971357025418747e-16
723,mass_times_exp_mean_q,2.5392014879610514e-16
723,partition_sum,9.925870889104793e-17
724,mean_q_softmax,1.1893697832165984e-16
724,mass_times_exp_mean_q,8.727827488508311e-17
724,partition_sum,1.8691645453650096e-16
725,mean_q_softmax,1.9222904518167994e-16
725,mass_times_exp_mean_q,2.2079777242667298e-16
725,partition_sum,1.1579279202145187e-16
726,mean_q_softmax,6.331740687315346e-17
726,mass_times_exp_mean_q,3.946495907847236e-17
726,partition_sum,1.1102230246251565e-16
727,mean_q_softmax,1.0495077029659683e-16
727,mass_times_exp_mean_q,1.5807667674838655e-16
727,partition_sum,1.3183898417423734e-16
728,mean_q_softmax,7.19910242530375e-17
728,mass_times_exp_mean_q,3.361026734705064e-17
728,partition_sum,1.2923689896027213e-16
729,mean_q_softmax,1.8041124150158794e-16
729,mass_times_exp_mean_q,1.3877787807814457e-16
729,partition_sum,1.1796119636642288e-16
730,mean_q_softmax,2.3375398838787476e-16
730,mass_times_exp_mean_q,2.542454094478508e-16
730,partition_sum,2.3722343533982837e-16
731,mean_q_softmax,1.6176296413483726e-16
731,mass_times_exp_mean_q,1.95590071916385e-16
731,partition_sum,1.0625181290357943e-16
732,mean_q_softmax,1.150880606093363e-16
732,mass_times_exp_mean_q,1.7921861911185388e-16
732,partition_sum,1.111307226797642e-16
733,mean_q_softmax,8.326672684688674e-17
733,mass_times_exp_mean_q,6.245004513516506e-17
733,partition_sum,1.5959455978986625e-16
734,mean_q_softmax,6.245004513516506e-17
734,mass_times_exp_mean_q,2.710505431213761e-17
734,partition_sum,2.2985086056692694e-17
735,mean_q_softmax,1.253879812479486e-16
735,mass_times_exp_mean_q,3.513357139939277e-16
735,partition_sum,8.630249292984615e-17
736,mean_q_softmax,1.3369652742756602e-16
736,mass_times_exp_mean_q,1.624609192833748e-16
736,partition_sum,1.057910269802731e-16
737,mean_q_softmax,5.0306980803327406e-17
737,mass_times_exp_mean_q,1.5265566588595902e-16
737,partition_sum,1.1102230246251565e-16
738,mean_q_softmax,6.776263578034403e-17
738,mass_times_exp_mean_q,7.37257477290143e-17
738,partition_sum,5.941427905220564e-17
739,mean_q_softmax,1.0860995262873541e-16
739,mass_times_exp_mean_q,1.4116312285761268e-16
739,partition_sum,1.726049858596923e-16
740,mean_q_softmax,9.107298248878237e-17
740,mass_times_exp_mean_q,9.237402509576498e-17
740,partition_sum,1.1362438767648086e-16
741,mean_q_softmax,4.208059681959364e-17
741,mass_times_exp_mean_q,7.697835424647081e-17
741,partition_sum,2.0209528495129803e-16
742,mean_q_softmax,7.299052313079757e-17
742,mass_times_exp_mean_q,9.5924787210655e-17
742,partition_sum,1.4333152720258369e-16
743,mean_q_softmax,3.537209587733958e-17
743,mass_times_exp_mean_q,9.882502802205373e-17
743,partition_sum,2.878556767949014e-17
744,mean_q_softmax,3.230922474006803e-17
744,mass_times_exp_mean_q,4.683753385137379e-17
744,partition_sum,5.767955557622884e-17
745,mean_q_softmax,9.813384913709422e-17
745,mass_times_exp_mean_q,2.05239471251506e-16
745,partition_sum,1.3444106938820255e-16
746,mean_q_softmax,2.120157348295404e-16
746,mass_times_exp_mean_q,4.1058736272026053e-16
746,partition_sum,1.4343994741983224e-16
747,mean_q_softmax,1.135701775678566e-16
747,mass_times_exp_mean_q,1.8014019095846656e-16
747,partition_sum,2.6178061454662505e-16
748,mean_q_softmax,1.432773170939594e-16
748,mass_times_exp_mean_q,1.6750923564901044e-16
748,partition_sum,1.4007892068512717e-16
749,mean_q_softmax,7.926873133584644e-17
749,mass_times_exp_mean_q,7.684282897491013e-17
749,partition_sum,6.906367838732663e-17
750,mean_q_softmax,6.144715812561596e-17
750,mass_times_exp_mean_q,7.052735132018206e-17
750,partition_sum,6.984972496237862e-17
751,mean_q_softmax,1.934157383407832e-16
751,mass_times_exp_mean_q,1.6225085511245574e-16
751,partition_sum,1.60136660876109e-16
752,mean_q_softmax,1.3140530330524314e-16
752,mass_times_exp_mean_q,1.1633489310769463e-16
752,partition_sum,6.808789643208968e-17
753,mean_q_softmax,8.673617379884035e-17
753,mass_times_exp_mean_q,2.0122792321330962e-16
753,partition_sum,1.5265566588595902e-16
754,mean_q_softmax,9.77950359581925e-17
754,mass_times_exp_mean_q,2.1515992112974835e-16
754,partition_sum,4.686463890568593e-17
755,mean_q_softmax,1.6656055874808562e-17
755,mass_times_exp_mean_q,1.0321604682062002e-16
755,partition_sum,1.360673726469308e-16
756,mean_q_softmax,1.189098732673477e-16
756,mass_times_exp_mean_q,9.77950359581925e-17
756,partition_sum,1.214306433183765e-16
757,mean_q_softmax,7.643625316022806e-17
757,mass_times_exp_mean_q,1.2652639352905837e-16
757,partition_sum,3.642919299551295e-17
758,mean_q_softmax,1.5265566588595902e-16
758,mass_times_exp_mean_q,8.380882793312949e-17
758,partition_sum,6.087795198506107e-17
759,mean_q_softmax,5.914322850908427e-17
759,mass_times_exp_mean_q,1.9287956648517124e-16
759,partition_sum,6.602791230436722e-17
760,mean_q_softmax,1.4137996329210978e-16
760,mass_times_exp_mean_q,9.8879238130678e-17
760,partition_sum,1.1145598333150986e-16
761,mean_q_softmax,9.437979911486316e-17
761,mass_times_exp_mean_q,1.734723475976807e-17
761,partition_sum,1.117405864017873e-16
762,mean_q_softmax,1.0083080204115191e-16
762,mass_times_exp_mean_q,1.4268100589909238e-16
762,partition_sum,2.896988204881268e-16
763,mean_q_softmax,3.699839913606784e-17
763,mass_times_exp_mean_q,9.302454639925628e-17
763,partition_sum,9.763240563231967e-17
764,mean_q_softmax,1.929879867024198e-16
764,mass_times_exp_mean_q,2.5869063835504136e-16
764,partition_sum,1.3579632210380943e-16
765,mean_q_softmax,1.4487651529837553e-16
765,mass_times_exp_mean_q,9.093745721722168e-17
765,partition_sum,2.2985086056692694e-17
766,mean_q_softmax,9.020562075079397e-17
766,mass_times_exp_mean_q,1.4051260155412137e-16
766,partition_sum,4.163336342344337e-17
767,mean_q_softmax,8.049862317525969e-17
767,mass_times_exp_mean_q,1.4704491964334654e-16
767,partition_sum,1.4631308317691882e-16
768,mean_q_softmax,8.492013515992713e-17
768,mass_times_exp_mean_q,1.4354836763708079e-16
768,partition_sum,1.308089921103761e-16
769,mean_q_softmax,1.8648277366750676e-16
769,mass_times_exp_mean_q,7.041893110293351e-17
769,partition_sum,5.5348520905385e-17
770,mean_q_softmax,1.4321421313938897e-16
770,mass_times_exp_mean_q,5.809968391806697e-17
770,partition_sum,1.0953152447534809e-16
771,mean_q_softmax,1.4105470264036413e-16
771,mass_times_exp_mean_q,1.766029813707326e-16
771,partition_sum,1.496198998029996e-16
772,mean_q_softmax,9.627715291671279e-17
772,mass_times_exp_mean_q,4.336808689942018e-17
772,partition_sum,1.1102230246251565e-16
773,mean_q_softmax,1.6376873815393544e-16
773,mass_times_exp_mean_q,8.332093695551102e-17
773,partition_sum,9.725293487194975e-17
774,mean_q_softmax,1.0192855674079349e-16
774,mass_times_exp_mean_q,9.901476340223869e-17
774,partition_sum,1.487525380650112e-16
775,mean_q_softmax,8.449323055451097e-17
775,mass_times_exp_mean_q,1.2195919187746318e-16
775,partition_sum,9.03682510766668e-17
776,mean_q_softmax,5.941427905220564e-17
776,mass_times_exp_mean_q,2.949029909160572e-17
776,partition_sum,1.734723475976807e-17
777,mean_q_softmax,1.2723112494117395e-16
777,mass_times_exp_mean_q,1.481020167615199e-16
777,partition_sum,2.3592239273284576e-16
778,mean_q_softmax,4.7488055154865094e-17
778,mass_times_exp_mean_q,1.0630602301220371e-16
778,partition_sum,1.2880321809127793e-16
779,mean_q_softmax,7.453889935837843e-17
779,mass_times_exp_mean_q,6.410345344820545e-17
779,partition_sum,7.036472099430924e-17
780,mean_q_softmax,2.028000163634136e-16
780,mass_times_exp_mean_q,2.1247652075284673e-16
780,partition_sum,2.0561894201187592e-16
781,mean_q_softmax,1.682681771697503e-16
781,mass_times_exp_mean_q,1.5959455978986625e-16
781,partition_sum,1.6132928326584306e-16
782,mean_q_softmax,9.150666335777657e-17
782,mass_times_exp_mean_q,9.150666335777657e-17
782,partition_sum,1.0234868508263162e-16
783,mean_q_softmax,2.5804011705155006e-17
783,mass_times_exp_mean_q,1.0560129160008813e-16
783,partition_sum,8.803721640582296e-17
784,mean_q_softmax,6.749158523722265e-17
784,mass_times_exp_mean_q,1.2023802092864244e-16
784,partition_sum,8.760353553682876e-17
785,mean_q_softmax,1.0316183671199575e-16
785,mass_times_exp_mean_q,1.9020971863542568e-16
785,partition_sum,1.122149248522497e-16
786,mean_q_softmax,6.1257422745431e-18
786,mass_times_exp_mean_q,6.14742631799281e-17
786,partition_sum,6.862999751833243e-17
787,mean_q_softmax,6.591949208711867e-17
787,mass_times_exp_mean_q,1.0842021724855044e-16
787,partition_sum,9.107298248878237e-17
788,mean_q_softmax,9.475926987523309e-17
788,mass_times_exp_mean_q,1.5200514458246772e-16
788,partition_sum,8.033938098117588e-17
789,mean_q_softmax,1.1568437180420332e-16
789,mass_times_exp_mean_q,7.841492212501411e-17
789,partition_sum,1.0923336887791457e-17
790,mean_q_softmax,9.183192400952223e-17
790,mass_times_exp_mean_q,4.7271214720367993e-17
790,partition_sum,1.5005358067199381e-16
791,mean_q_softmax,1.273802027398907e-16
791,mass_times_exp_mean_q,2.2806192698232586e-16
791,partition_sum,8.478460988836645e-17
792,mean_q_softmax,8.42425088021237e-17
792,mass_times_exp_mean_q,1.7965229998084808e-16
792,partition_sum,1.3026689102413336e-16
793,mean_q_softmax,9.71445146547012e-17
793,mass_times_exp_mean_q,1.7867651802561113e-16
793,partition_sum,1.5959455978986625e-16
794,mean_q_softmax,7.37257477290143e-18
794,mass_times_exp_mean_q,1.4137996329210978e-16
794,partition_sum,6.331740687315346e-17
795,mean_q_softmax,1.1485766764768313e-16
795,mass_times_exp_mean_q,1.358505322124337e-16
795,partition_sum,1.1527779598952126e-16
796,mean_q_softmax,1.3590474232105798e-16
796,mass_times_exp_mean_q,1.1481701006621492e-16
796,partition_sum,6.841315708383533e-17
797,mean_q_softmax,1.0866416273735968e-16
797,mass_times_exp_mean_q,2.0881733842070815e-16
797,partition_sum,1.1817803680091998e-16
798,mean_q_softmax,4.8626467435974874e-17
798,mass_times_exp_mean_q,1.8388068845354155e-16
798,partition_sum,1.8604909279851256e-16
799,mean_q_softmax,1.2457482961858446e-16
799,mass_times_exp_mean_q,1.2815269678778662e-16
799,partition_sum,1.0820337681405334e-16
800,mean_q_softmax,2.0599841277224584e-17
800,mass_times_exp_mean_q,2.905661822261152e-17
800,partition_sum,1.5178830414797062e-17
801,mean_q_softmax,1.5829351718288365e-16
801,mass_times_exp_mean_q,1.6008245076748473e-16
801,partition_sum,9.64939933512099e-17
802,mean_q_softmax,1.367178939504221e-16
802,mass_times_exp_mean_q,1.1872013788716274e-16
802,partition_sum,1.0516761073109393e-16
803,mean_q_softmax,1.4934884925987824e-16
803,mass_times_exp_mean_q,1.9236457045324062e-16
803,partition_sum,3.892285799222961e-17
804,mean_q_softmax,4.11861300272931e-17
804,mass_times_exp_mean_q,1.1058862159352145e-16
804,partition_sum,1.222980050563649e-16
805,mean_q_softmax,1.4295205644221376e-16
805,mass_times_exp_mean_q,1.3118846287074604e-16
805,partition_sum,9.71445146547012e-17
806,mean_q_softmax,2.1391308863139002e-16
806,mass_times_exp_mean_q,2.577148563998044e-16
806,partition_sum,8.68445940160889e-17
807,mean_q_softmax,6.822342170365037e-17
807,mass_times_exp_mean_q,1.4772254600114998e-16
807,partition_sum,1.5975719011573908e-16
808,mean_q_softmax,6.852157730108388e-17
808,mass_times_exp_mean_q,1.0408340855860843e-16
808,partition_sum,9.75781955236954e-17
809,mean_q_softmax,9.901476340223869e-17
809,mass_times_exp_mean_q,1.6794291651800464e-16
809,partition_sum,1.599198204416119e-16
810,mean_q_softmax,7.318364664277155e-17
810,mass_times_exp_mean_q,4.2609145378680324e-17
810,partition_sum,8.500145032286355e-17
811,mean_q_softmax,9.8879238130678e-17
811,mass_times_exp_mean_q,2.443791696782327e-16
811,partition_sum,1.0169816377914032e-16
812,mean_q_softmax,7.76894384056908e-17
812,mass_times_exp_mean_q,1.356336917779366e-16
812,partition_sum,1.3942839938163587e-16
813,mean_q_softmax,9.367506770274758e-17
813,mass_times_exp_mean_q,2.185751579730777e-16
813,partition_sum,2.5153490401663703e-16
814,mean_q_softmax,1.9134474278474645e-17
814,mass_times_exp_mean_q,1.0942310425809954e-16
814,partition_sum,3.957337929572091e-17
815,mean_q_softmax,1.9935767446577213e-16
815,mass_times_exp_mean_q,4.2934406030425976e-17
815,partition_sum,6.158268339717665e-17
816,mean_q_softmax,2.1258494097009528e-16
816,mass_times_exp_mean_q,2.277908764392045e-16
816,partition_sum,1.566672139241554e-16
817,mean_q_softmax,4.96564594998361e-17
817,mass_times_exp_mean_q,1.0148132334464322e-16
817,partition_sum,7.19910242530375e-17
818,mean_q_softmax,5.250249020261055e-17
818,mass_times_exp_mean_q,1.6414820891430537e-16
818,partition_sum,8.023096076392733e-17
819,mean_q_softmax,9.03682510766668e-17
819,mass_times_exp_mean_q,1.6219664500383146e-16
819,partition_sum,1.7499023063916042e-16
820,mean_q_softmax,7.017498561412427e-17
820,mass_times_exp_mean_q,8.4893030105615e-17
820,partition_sum,1.2736665021273463e-16
821,mean_q_softmax,1.362842130814279e-16
821,mass_times_exp_mean_q,1.2750217548429532e-16
821,partition_sum,1.5547459153442134e-16
822,mean_q_softmax,1.2487298521601797e-16
822,mass_times_exp_mean_q,2.038842185358991e-16
822,partition_sum,6.179952383167375e-17
823,mean_q_softmax,2.474691458698164e-17
823,mass_times_exp_mean_q,3.7840349885638613e-17
823,partition_sum,8.695301423333746e-17
