sample_index,hierarchical_probability_error,maxent_stationarity_range
556,2.7755575615628914e-17,3.3306690738754696e-16
557,2.7755575615628914e-17,4.440892098500626e-16
558,5.551115123125783e-17,3.3306690738754696e-16
559,1.1102230246251565e-16,4.440892098500626e-16
560,8.326672684688674e-17,6.661338147750939e-16
561,2.7755575615628914e-17,5.551115123125783e-16
562,1.3877787807814457e-17,4.440892098500626e-16
563,2.7755575615628914e-17,2.3592239273284576e-16
564,5.551115123125783e-17,3.3306690738754696e-16
565,5.551115123125783e-17,4.440892098500626e-16
566,1.6653345369377348e-16,4.440892098500626e-16
567,1.6653345369377348e-16,2.220446049250313e-16
568,1.1102230246251565e-16,4.440892098500626e-16
569,2.7755575615628914e-17,4.440892098500626e-16
570,2.7755575615628914e-17,4.440892098500626e-16
571,5.551115123125783e-17,6.661338147750939e-16
572,0.0,2.220446049250313e-16
573,5.551115123125783e-17,5.551115123125783e-16
574,2.7755575615628914e-17,4.996003610813204e-16
575,4.163336342344337e-17,3.885780586188048e-16
576,8.326672684688674e-17,4.440892098500626e-16
577,1.1102230246251565e-16,3.3306690738754696e-16
578,2.220446049250313e-16,4.440892098500626e-16
579,8.326672684688674e-17,4.440892098500626e-16
580,1.6653345369377348e-16,2.7755575615628914e-16
581,2.7755575615628914e-17,2.220446049250313e-16
582,1.1102230246251565e-16,6.661338147750939e-16
583,2.7755575615628914e-17,3.3306690738754696e-16
584,1.3877787807814457e-17,4.440892098500626e-16
585,2.7755575615628914e-17,4.440892098500626e-16
586,4.163336342344337e-17,3.3306690738754696e-16
587,2.7755575615628914e-17,2.220446049250313e-16
588,5.551115123125783e-17,5.551115123125783e-16
589,2.7755575615628914e-17,4.440892098500626e-16
590,1.3877787807814457e-17,6.661338147750939e-16
591,1.1102230246251565e-16,5.551115123125783e-16
592,2.7755575615628914e-17,4.440892098500626e-16
593,2.7755575615628914e-17,4.440892098500626e-16
594,2.7755575615628914e-17,4.996003610813204e-16
595,5.551115123125783e-17,4.440892098500626e-16
596,5.551115123125783e-17,4.440892098500626e-16
597,5.551115123125783e-17,3.3306690738754696e-16
598,5.551115123125783e-17,4.440892098500626e-16
599,2.220446049250313e-16,2.220446049250313e-16
600,2.7755575615628914e-17,4.440892098500626e-16
601,1.3877787807814457e-17,3.3306690738754696e-16
602,1.1102230246251565e-16,2.220446049250313e-16
603,6.938893903907228e-18,2.220446049250313e-16
604,2.7755575615628914e-17,4.440892098500626e-16
605,5.551115123125783e-17,1.6653345369377348e-16
606,5.551115123125783e-17,4.440892098500626e-16
607,5.551115123125783e-17,4.440892098500626e-16
608,5.551115123125783e-17,2.220446049250313e-16
609,5.551115123125783e-17,6.661338147750939e-16
610,5.551115123125783e-17,4.440892098500626e-16
611,2.7755575615628914e-17,2.220446049250313e-16
612,2.7755575615628914e-17,4.440892098500626e-16
613,5.551115123125783e-17,4.440892098500626e-16
614,5.551115123125783e-17,2.7755575615628914e-16
615,2.7755575615628914e-17,3.3306690738754696e-16
616,1.3877787807814457e-17,4.440892098500626e-16
617,1.1102230246251565e-16,6.661338147750939e-16
618,3.469446951953614e-17,3.3306690738754696e-16
619,2.7755575615628914e-17,4.996003610813204e-16
620,8.326672684688674e-17,2.220446049250313e-16
621,2.7755575615628914e-17,4.440892098500626e-16
622,5.551115123125783e-17,6.661338147750939e-16
623,8.326672684688674e-17,3.3306690738754696e-16
624,2.7755575615628914e-17,4.440892098500626e-16
625,2.7755575615628914e-17,2.220446049250313e-16
626,1.3877787807814457e-17,2.220446049250313e-16
627,1.3877787807814457e-17,2.220446049250313e-16
628,1.3877787807814457e-17,3.3306690738754696e-16
629,5.551115123125783e-17,4.440892098500626e-16
630,4.163336342344337e-17,2.220446049250313e-16
631,5.551115123125783e-17,3.3306690738754696e-16
632,5.551115123125783e-17,5.551115123125783e-16
633,1.1102230246251565e-16,4.440892098500626e-16
634,5.551115123125783e-17,5.551115123125783e-16
635,6.938893903907228e-18,4.440892098500626e-16
636,1.1102230246251565e-16,2.220446049250313e-16
637,5.551115123125783e-17,4.440892098500626e-16
638,2.7755575615628914e-17,3.3306690738754696e-16
639,8.326672684688674e-17,4.440892098500626e-16
640,2.7755575615628914e-17,4.440892098500626e-16
641,5.551115123125783e-17,3.3306690738754696e-16
642,5.551115123125783e-17,3.3306690738754696e-16
643,1.1102230246251565e-16,4.996003610813204e-16
644,1.3877787807814457e-17,2.220446049250313e-16
645,2.220446049250313e-16,2.220446049250313e-16
646,1.1102230246251565e-16,6.661338147750939e-16
647,6.938893903907228e-18,3.3306690738754696e-16
648,0.0,2.220446049250313e-16
649,6.938893903907228e-18,5.551115123125783e-16
650,4.163336342344337e-17,5.551115123125783e-16
651,2.7755575615628914e-17,4.440892098500626e-16
652,5.551115123125783e-17,4.440892098500626e-16
653,2.220446049250313e-16,4.440892098500626e-16
654,5.551115123125783e-17,4.440892098500626e-16
655,1.1102230246251565e-16,3.3306690738754696e-16
656,2.7755575615628914e-17,2.7755575615628914e-16
657,2.7755575615628914e-17,4.440892098500626e-16
658,1.1102230246251565e-16,2.220446049250313e-16
659,2.7755575615628914e-17,3.3306690738754696e-16
660,2.7755575615628914e-17,5.551115123125783e-16
661,2.7755575615628914e-17,4.440892098500626e-16
662,5.551115123125783e-17,3.3306690738754696e-16
663,1.1102230246251565e-16,5.551115123125783e-16
664,2.7755575615628914e-17,4.440892098500626e-16
665,2.7755575615628914e-17,2.220446049250313e-16
666,2.7755575615628914e-17,2.220446049250313e-16
667,5.551115123125783e-17,8.881784197001252e-16
668,2.7755575615628914e-17,4.440892098500626e-16
669,2.7755575615628914e-17,4.440892098500626e-16
670,2.7755575615628914e-17,3.3306690738754696e-16
671,6.938893903907228e-18,6.661338147750939e-16
672,5.551115123125783e-17,4.440892098500626e-16
673,1.1102230246251565e-16,4.440892098500626e-16
674,2.7755575615628914e-17,4.440892098500626e-16
675,5.551115123125783e-17,4.440892098500626e-16
676,0.0,1.1102230246251565e-16
677,1.1102230246251565e-16,2.7755575615628914e-16
678,1.1102230246251565e-16,2.220446049250313e-16
679,2.220446049250313e-16,2.220446049250313e-16
680,1.0408340855860843e-17,1.6653345369377348e-16
681,1.3877787807814457e-17,4.440892098500626e-16
682,2.7755575615628914e-17,4.440892098500626e-16
683,2.7755575615628914e-17,2.220446049250313e-16
684,2.7755575615628914e-17,2.220446049250313e-16
685,5.551115123125783e-17,4.440892098500626e-16
686,2.7755575615628914e-17,4.440892098500626e-16
687,8.326672684688674e-17,4.440892098500626e-16
688,2.7755575615628914e-17,4.440892098500626e-16
689,5.551115123125783e-17,6.661338147750939e-16
690,2.7755575615628914e-17,3.3306690738754696e-16
691,2.7755575615628914e-17,4.440892098500626e-16
692,5.551115123125783e-17,4.440892098500626e-16
693,5.551115123125783e-17,4.440892098500626e-16
694,1.3877787807814457e-17,4.440892098500626e-16
695,5.551115123125783e-17,4.440892098500626e-16
696,2.7755575615628914e-17,2.220446049250313e-16
697,5.551115123125783e-17,4.440892098500626e-16
698,2.7755575615628914e-17,2.220446049250313e-16
699,1.1102230246251565e-16,4.440892098500626e-16
700,2.7755575615628914e-17,2.220446049250313e-16
701,5.551115123125783e-17,3.3306690738754696e-16
702,1.1102230246251565e-16,4.440892098500626e-16
703,6.938893903907228e-18,2.220446049250313e-16
704,2.7755575615628914e-17,5.551115123125783e-16
705,1.1102230246251565e-16,5.551115123125783e-16
706,1.3877787807814457e-17,3.885780586188048e-16
707,2.7755575615628914e-17,3.3306690738754696e-16
708,6.938893903907228e-18,4.440892098500626e-16
709,2.7755575615628914e-17,3.3306690738754696e-16
710,1.1102230246251565e-16,5.551115123125783e-16
711,1.734723475976807e-18,8.881784197001252e-16
712,2.7755575615628914e-17,4.440892098500626e-16
713,5.551115123125783e-17,3.3306690738754696e-16
714,5.551115123125783e-17,4.440892098500626e-16
715,5.551115123125783e-17,4.996003610813204e-16
716,5.551115123125783e-17,6.661338147750939e-16
717,5.551115123125783e-17,4.440892098500626e-16
718,5.551115123125783e-17,4.440892098500626e-16
719,5.551115123125783e-17,5.551115123125783e-16
720,2.7755575615628914e-17,3.3306690738754696e-16
721,2.7755575615628914e-17,4.440892098500626e-16
722,1.1102230246251565e-16,3.885780586188048e-16
723,1.1102230246251565e-16,6.661338147750939e-16
724,1.1102230246251565e-16,3.3306690738754696e-16
725,1.1102230246251565e-16,4.440892098500626e-16
726,5.551115123125783e-17,3.3306690738754696e-16
727,5.551115123125783e-17,3.3306690738754696e-16
728,3.469446951953614e-18,8.881784197001252e-16
729,1.1102230246251565e-16,4.440892098500626e-16
730,2.7755575615628914e-17,3.885780586188048e-16
731,6.938893903907228e-18,2.220446049250313e-16
732,1.1102230246251565e-16,3.3306690738754696e-16
733,5.551115123125783e-17,4.718447854656915e-16
734,5.551115123125783e-17,4.440892098500626e-16
735,2.7755575615628914e-17,3.3306690738754696e-16
736,2.7755575615628914e-17,2.220446049250313e-16
737,0.0,2.220446049250313e-16
738,2.7755575615628914e-17,3.3306690738754696e-16
739,1.1102230246251565e-16,4.440892098500626e-16
740,2.7755575615628914e-17,4.440892098500626e-16
741,2.7755575615628914e-17,4.440892098500626e-16
742,1.1102230246251565e-16,5.551115123125783e-16
743,5.551115123125783e-17,1.6653345369377348e-16
744,2.7755575615628914e-17,6.661338147750939e-16
745,2.7755575615628914e-17,4.440892098500626e-16
746,5.551115123125783e-17,2.220446049250313e-16
747,5.551115123125783e-17,4.440892098500626e-16
748,5.551115123125783e-17,4.440892098500626e-16
749,8.326672684688674e-17,4.440892098500626e-16
750,5.551115123125783e-17,4.440892098500626e-16
751,1.3877787807814457e-17,2.220446049250313e-16
752,1.1102230246251565e-16,4.440892098500626e-16
753,5.551115123125783e-17,2.220446049250313e-16
754,5.551115123125783e-17,2.220446049250313e-16
755,5.551115123125783e-17,4.440892098500626e-16
756,5.551115123125783e-17,4.440892098500626e-16
757,1.3877787807814457e-17,4.440892098500626e-16
758,5.551115123125783e-17,2.498001805406602e-16
759,2.7755575615628914e-17,3.3306690738754696e-16
760,5.551115123125783e-17,4.440892098500626e-16
761,2.7755575615628914e-17,3.3306690738754696e-16
762,2.7755575615628914e-17,4.440892098500626e-16
763,2.7755575615628914e-17,4.440892098500626e-16
764,2.7755575615628914e-17,2.220446049250313e-16
765,5.551115123125783e-17,3.3306690738754696e-16
766,2.7755575615628914e-17,4.440892098500626e-16
767,6.938893903907228e-18,2.220446049250313e-16
768,5.551115123125783e-17,5.551115123125783e-16
769,5.551115123125783e-17,4.440892098500626e-16
770,2.7755575615628914e-17,3.3306690738754696e-16
771,1.3877787807814457e-17,4.440892098500626e-16
772,5.204170427930421e-18,4.440892098500626e-16
773,2.7755575615628914e-17,3.3306690738754696e-16
774,1.1102230246251565e-16,2.220446049250313e-16
775,5.551115123125783e-17,3.3480163086352377e-16
776,1.1102230246251565e-16,4.440892098500626e-16
777,5.551115123125783e-17,4.440892098500626e-16
778,1.1102230246251565e-16,3.3306690738754696e-16
779,1.3877787807814457e-17,4.440892098500626e-16
780,1.3877787807814457e-17,4.440892098500626e-16
781,8.326672684688674e-17,4.440892098500626e-16
782,1.6653345369377348e-16,4.440892098500626e-16
783,2.0816681711721685e-17,3.3306690738754696e-16
784,1.1102230246251565e-16,4.440892098500626e-16
785,5.551115123125783e-17,1.8041124150158794e-16
786,6.938893903907228e-18,4.440892098500626e-16
787,1.1102230246251565e-16,4.440892098500626e-16
788,1.1102230246251565e-16,4.440892098500626e-16
789,1.3877787807814457e-17,2.220446049250313e-16
790,2.7755575615628914e-17,4.440892098500626e-16
791,2.7755575615628914e-17,4.440892098500626e-16
792,5.551115123125783e-17,3.3306690738754696e-16
793,4.163336342344337e-17,0.0
794,1.3877787807814457e-17,4.440892098500626e-16
795,5.551115123125783e-17,3.885780586188048e-16
796,1.1102230246251565e-16,4.440892098500626e-16
797,5.551115123125783e-17,2.220446049250313e-16
798,1.1102230246251565e-16,2.220446049250313e-16
799,2.7755575615628914e-17,4.440892098500626e-16
800,1.3877787807814457e-17,5.551115123125783e-16
801,5.551115123125783e-17,2.220446049250313e-16
802,5.551115123125783e-17,4.440892098500626e-16
803,1.3877787807814457e-17,4.440892098500626e-16
804,5.551115123125783e-17,3.3306690738754696e-16
805,2.7755575615628914e-17,6.661338147750939e-16
806,5.551115123125783e-17,4.440892098500626e-16
807,6.938893903907228e-18,4.440892098500626e-16
808,1.6653345369377348e-16,3.3306690738754696e-16
809,5.551115123125783e-17,3.3306690738754696e-16
810,5.551115123125783e-17,4.440892098500626e-16
811,2.7755575615628914e-17,4.440892098500626e-16
812,1.1102230246251565e-16,2.220446049250313e-16
813,2.7755575615628914e-17,5.551115123125783e-16
814,2.7755575615628914e-17,2.7755575615628914e-16
815,5.551115123125783e-17,2.7755575615628914e-16
816,2.7755575615628914e-17,5.551115123125783e-16
817,0.0,3.3306690738754696e-16
818,5.551115123125783e-17,4.440892098500626e-16
819,5.551115123125783e-17,2.220446049250313e-16
820,2.7755575615628914e-17,2.7755575615628914e-16
821,5.551115123125783e-17,3.3306690738754696e-16
822,1.1102230246251565e-16,2.220446049250313e-16
823,2.7755575615628914e-17,4.440892098500626e-16
824,2.7755575615628914e-17,4.996003610813204e-16
825,8.326672684688674e-17,2.220446049250313e-16
826,1.1102230246251565e-16,2.220446049250313e-16
827,1.1102230246251565e-16,4.440892098500626e-16
828,5.551115123125783e-17,3.3306690738754696e-16
829,1.1102230246251565e-16,6.661338147750939e-16
830,2.7755575615628914e-17,5.551115123125783e-16
831,2.7755575615628914e-17,1.6653345369377348e-16
832,2.7755575615628914e-17,2.220446049250313e-16
833,1.3877787807814457e-17,3.3306690738754696e-16
834,5.551115123125783e-17,3.3306690738754696e-16
835,3.3306690738754696e-16,4.440892098500626e-16
836,5.551115123125783e-17,2.220446049250313e-16
837,2.7755575615628914e-17,4.440892098500626e-16
838,5.551115123125783e-17,4.440892098500626e-16
839,5.551115123125783e-17,3.3306690738754696e-16
840,5.551115123125783e-17,8.881784197001252e-16
841,2.7755575615628914e-17,4.440892098500626e-16
842,1.1102230246251565e-16,4.440892098500626e-16
843,1.1102230246251565e-16,4.440892098500626e-16
844,5.551115123125783e-17,5.551115123125783e-16
845,2.7755575615628914e-17,4.440892098500626e-16
846,2.7755575615628914e-17,2.220446049250313e-16
847,5.551115123125783e-17,2.220446049250313e-16
848,2.7755575615628914e-17,4.440892098500626e-16
849,1.1102230246251565e-16,4.440892098500626e-16
850,2.7755575615628914e-17,2.498001805406602e-16
851,2.7755575615628914e-17,5.551115123125783e-16
852,5.551115123125783e-17,4.440892098500626e-16
853,1.1102230246251565e-16,2.220446049250313e-16
854,5.551115123125783e-17,3.3306690738754696e-16
855,5.551115123125783e-17,5.551115123125783e-16
856,8.326672684688674e-17,2.7755575615628914e-16
857,1.6653345369377348e-16,4.440892098500626e-16
858,2.7755575615628914e-17,5.551115123125783e-16
859,2.7755575615628914e-17,3.3306690738754696e-16
860,1.3877787807814457e-17,3.3306690738754696e-16
861,1.1102230246251565e-16,4.440892098500626e-16
862,5.551115123125783e-17,4.440892098500626e-16
863,5.551115123125783e-17,4.440892098500626e-16
864,3.469446951953614e-17,6.661338147750939e-16
865,2.0816681711721685e-17,4.440892098500626e-16
866,6.938893903907228e-18,2.220446049250313e-16
867,1.1102230246251565e-16,4.440892098500626e-16
868,5.551115123125783e-17,2.220446049250313e-16
869,8.326672684688674e-17,4.440892098500626e-16
870,1.1102230246251565e-16,5.551115123125783e-16
871,5.551115123125783e-17,4.996003610813204e-16
872,2.7755575615628914e-17,5.551115123125783e-16
873,2.7755575615628914e-17,2.7755575615628914e-16
874,5.551115123125783e-17,3.3306690738754696e-16
875,8.326672684688674e-17,4.440892098500626e-16
876,1.1102230246251565e-16,4.440892098500626e-16
877,1.3877787807814457e-17,4.440892098500626e-16
878,2.7755575615628914e-17,4.440892098500626e-16
879,2.7755575615628914e-17,4.440892098500626e-16
880,5.551115123125783e-17,6.661338147750939e-16
881,2.7755575615628914e-17,2.220446049250313e-16
882,5.551115123125783e-17,2.220446049250313e-16
883,4.163336342344337e-17,3.3306690738754696e-16
884,4.163336342344337e-17,0.0
885,1.1102230246251565e-16,3.3306690738754696e-16
886,2.7755575615628914e-17,4.440892098500626e-16
887,1.3877787807814457e-17,4.440892098500626e-16
888,5.551115123125783e-17,4.440892098500626e-16
889,5.551115123125783e-17,4.440892098500626e-16
890,5.551115123125783e-17,2.220446049250313e-16
891,5.551115123125783e-17,2.220446049250313e-16
892,2.7755575615628914e-17,4.440892098500626e-16
893,5.551115123125783e-17,6.661338147750939e-16
894,1.1102230246251565e-16,3.3306690738754696e-16
895,5.551115123125783e-17,4.440892098500626e-16
896,5.551115123125783e-17,4.440892098500626e-16
897,2.7755575615628914e-17,2.7755575615628914e-16
898,1.1102230246251565e-16,3.3306690738754696e-16
899,2.7755575615628914e-17,2.220446049250313e-16
900,5.551115123125783e-17,4.440892098500626e-16
901,1.1102230246251565e-16,4.440892098500626e-16
902,2.7755575615628914e-17,4.440892098500626e-16
903,1.1102230246251565e-16,2.220446049250313e-16
904,2.7755575615628914e-17,2.220446049250313e-16
905,1.3877787807814457e-17,2.2898349882893854e-16
906,8.326672684688674e-17,3.885780586188048e-16
907,5.551115123125783e-17,4.440892098500626e-16
908,5.551115123125783e-17,5.551115123125783e-16
909,2.7755575615628914e-17,4.440892098500626e-16
910,1.1102230246251565e-16,4.440892098500626e-16
911,1.1102230246251565e-16,2.220446049250313e-16
912,1.1102230246251565e-16,2.7755575615628914e-16
913,2.7755575615628914e-17,3.3306690738754696e-16
914,1.1102230246251565e-16,4.440892098500626e-16
915,4.163336342344337e-17,5.551115123125783e-16
916,1.1102230246251565e-16,4.440892098500626e-16
917,2.7755575615628914e-17,4.440892098500626e-16
918,1.1102230246251565e-16,4.440892098500626e-16
919,5.551115123125783e-17,4.440892098500626e-16
920,1.3877787807814457e-17,4.440892098500626e-16
921,1.1102230246251565e-16,4.440892098500626e-16
922,1.1102230246251565e-16,6.661338147750939e-16
923,5.551115123125783e-17,4.440892098500626e-16
924,1.3877787807814457e-17,5.551115123125783e-16
925,5.551115123125783e-17,2.220446049250313e-16
926,1.1102230246251565e-16,2.220446049250313e-16
927,2.7755575615628914e-17,5.551115123125783e-16
928,2.7755575615628914e-17,3.3306690738754696e-16
929,1.1102230246251565e-16,3.3306690738754696e-16
930,2.7755575615628914e-17,3.3306690738754696e-16
931,4.163336342344337e-17,4.440892098500626e-16
932,5.551115123125783e-17,4.440892098500626e-16
933,6.938893903907228e-18,4.440892098500626e-16
934,2.7755575615628914e-17,4.440892098500626e-16
935,5.551115123125783e-17,4.440892098500626e-16
936,1.1102230246251565e-16,4.440892098500626e-16
937,1.3877787807814457e-17,5.551115123125783e-16
938,5.551115123125783e-17,2.220446049250313e-16
939,5.551115123125783e-17,4.440892098500626e-16
940,1.1102230246251565e-16,4.440892098500626e-16
941,2.7755575615628914e-17,4.440892098500626e-16
942,1.6653345369377348e-16,2.7755575615628914e-16
943,1.3877787807814457e-16,4.440892098500626e-16
944,2.7755575615628914e-17,3.3306690738754696e-16
945,2.7755575615628914e-17,2.7755575615628914e-16
946,5.551115123125783e-17,3.885780586188048e-16
947,1.1102230246251565e-16,4.440892098500626e-16
948,2.7755575615628914e-17,2.220446049250313e-16
949,8.326672684688674e-17,6.661338147750939e-16
950,5.551115123125783e-17,3.3306690738754696e-16
951,1.3877787807814457e-17,4.440892098500626e-16
952,8.326672684688674e-17,4.440892098500626e-16
953,5.551115123125783e-17,3.608224830031759e-16
954,8.326672684688674e-17,5.551115123125783e-16
955,1.3877787807814457e-17,0.0
956,2.220446049250313e-16,2.220446049250313e-16
957,5.551115123125783e-17,4.440892098500626e-16
958,5.551115123125783e-17,4.440892098500626e-16
959,1.3877787807814457e-17,4.440892098500626e-16
960,1.1102230246251565e-16,4.440892098500626e-16
961,5.551115123125783e-17,3.3306690738754696e-16
962,1.1102230246251565e-16,3.3306690738754696e-16
963,1.1102230246251565e-16,3.3306690738754696e-16
964,1.3877787807814457e-17,6.661338147750939e-16
965,2.7755575615628914e-17,4.440892098500626e-16
966,5.551115123125783e-17,2.7755575615628914e-16
967,5.551115123125783e-17,2.220446049250313e-16
968,1.1102230246251565e-16,2.220446049250313e-16
969,2.7755575615628914e-17,4.440892098500626e-16
970,1.1102230246251565e-16,3.3306690738754696e-16
971,5.551115123125783e-17,3.3306690738754696e-16
972,1.1102230246251565e-16,2.220446049250313e-16
973,5.551115123125783e-17,3.3306690738754696e-16
974,0.0,5.551115123125783e-16
975,5.551115123125783e-17,5.551115123125783e-16
976,2.7755575615628914e-17,4.440892098500626e-16
977,5.551115123125783e-17,5.551115123125783e-16
978,5.551115123125783e-17,4.440892098500626e-16
979,5.551115123125783e-17,2.220446049250313e-16
980,6.938893903907228e-18,4.440892098500626e-16
981,5.551115123125783e-17,4.440892098500626e-16
982,5.551115123125783e-17,4.440892098500626e-16
983,5.551115123125783e-17,2.220446049250313e-16
984,2.7755575615628914e-17,3.885780586188048e-16
985,5.551115123125783e-17,6.661338147750939e-16
986,5.551115123125783e-17,3.3306690738754696e-16
987,2.7755575615628914e-17,4.440892098500626e-16
988,2.7755575615628914e-17,4.440892098500626e-16
989,5.551115123125783e-17,2.220446049250313e-16
990,2.7755575615628914e-17,4.996003610813204e-16
991,2.7755575615628914e-17,3.191891195797325e-16
992,5.551115123125783e-17,3.3306690738754696e-16
993,2.7755575615628914e-17,4.440892098500626e-16
994,2.7755575615628914e-17,2.220446049250313e-16
995,2.7755575615628914e-17,4.440892098500626e-16
996,5.551115123125783e-17,4.440892098500626e-16
997,5.551115123125783e-17,1.6653345369377348e-16
998,5.551115123125783e-17,4.440892098500626e-16
999,5.551115123125783e-17,4.440892098500626e-16
1000,5.551115123125783e-17,5.551115123125783e-16
1001,2.7755575615628914e-17,3.3306690738754696e-16
1002,5.551115123125783e-17,4.440892098500626e-16
1003,2.7755575615628914e-17,4.440892098500626e-16
1004,2.7755575615628914e-17,3.3306690738754696e-16
1005,5.551115123125783e-17,4.440892098500626e-16
1006,1.1102230246251565e-16,2.220446049250313e-16
1007,5.551115123125783e-17,4.440892098500626e-16
1008,2.7755575615628914e-17,5.551115123125783e-16
1009,1.3877787807814457e-17,1.6653345369377348e-16
1010,5.551115123125783e-17,4.440892098500626e-16
1011,1.6653345369377348e-16,6.661338147750939e-16
1012,8.326672684688674e-17,4.440892098500626e-16
1013,1.1102230246251565e-16,4.440892098500626e-16
1014,5.551115123125783e-17,4.440892098500626e-16
1015,1.6653345369377348e-16,6.661338147750939e-16
1016,6.938893903907228e-18,3.3306690738754696e-16
1017,2.7755575615628914e-17,2.7755575615628914e-16
1018,8.326672684688674e-17,3.3306690738754696e-16
1019,2.7755575615628914e-17,3.608224830031759e-16
1020,5.551115123125783e-17,4.440892098500626e-16
1021,2.7755575615628914e-17,4.996003610813204e-16
1022,1.1102230246251565e-16,4.440892098500626e-16
1023,5.551115123125783e-17,0.0
1024,5.551115123125783e-17,4.440892098500626e-16
1025,2.220446049250313e-16,2.220446049250313e-16
1026,4.163336342344337e-17,4.440892098500626e-16
1027,5.551115123125783e-17,2.220446049250313e-16
1028,5.551115123125783e-17,4.440892098500626e-16
1029,2.7755575615628914e-17,2.220446049250313e-16
1030,1.1102230246251565e-16,2.7755575615628914e-16
1031,1.1102230246251565e-16,6.661338147750939e-16
1032,1.1102230246251565e-16,3.3306690738754696e-16
1033,5.551115123125783e-17,4.996003610813204e-16
1034,2.7755575615628914e-17,5.551115123125783e-16
1035,1.1102230246251565e-16,4.440892098500626e-16
1036,1.1102230246251565e-16,4.440892098500626e-16
1037,1.1102230246251565e-16,3.3306690738754696e-16
1038,8.326672684688674e-17,4.440892098500626e-16
1039,5.551115123125783e-17,3.885780586188048e-16
1040,2.7755575615628914e-17,2.220446049250313e-16
1041,2.7755575615628914e-17,4.440892098500626e-16
1042,5.551115123125783e-17,4.440892098500626e-16
1043,1.1102230246251565e-16,2.220446049250313e-16
1044,2.220446049250313e-16,6.661338147750939e-16
1045,5.551115123125783e-17,3.3306690738754696e-16
1046,1.1102230246251565e-16,4.440892098500626e-16
1047,1.3877787807814457e-17,4.440892098500626e-16
1048,5.551115123125783e-17,4.440892098500626e-16
1049,5.551115123125783e-17,4.440892098500626e-16
1050,1.3877787807814457e-17,2.220446049250313e-16
1051,5.551115123125783e-17,6.661338147750939e-16
1052,5.551115123125783e-17,2.220446049250313e-16
1053,2.7755575615628914e-17,3.3306690738754696e-16
1054,5.551115123125783e-17,3.3306690738754696e-16
1055,5.551115123125783e-17,3.3306690738754696e-16
1056,2.7755575615628914e-17,1.1102230246251565e-16
1057,2.220446049250313e-16,2.220446049250313e-16
1058,4.163336342344337e-17,4.440892098500626e-16
1059,1.1102230246251565e-16,4.440892098500626e-16
1060,5.551115123125783e-17,4.440892098500626e-16
1061,2.7755575615628914e-17,2.220446049250313e-16
1062,1.1102230246251565e-16,3.3306690738754696e-16
1063,5.551115123125783e-17,4.440892098500626e-16
1064,2.7755575615628914e-17,4.440892098500626e-16
1065,5.551115123125783e-17,3.3306690738754696e-16
1066,5.551115123125783e-17,2.220446049250313e-16
1067,3.469446951953614e-18,2.220446049250313e-16
1068,5.551115123125783e-17,4.440892098500626e-16
1069,5.551115123125783e-17,3.3306690738754696e-16
1070,1.1102230246251565e-16,4.440892098500626e-16
1071,5.551115123125783e-17,6.661338147750939e-16
1072,5.551115123125783e-17,4.440892098500626e-16
1073,5.551115123125783e-17,4.440892098500626e-16
1074,2.7755575615628914e-17,4.440892098500626e-16
1075,3.469446951953614e-18,3.3306690738754696e-16
1076,1.1102230246251565e-16,6.661338147750939e-16
1077,1.6653345369377348e-16,4.440892098500626e-16
1078,6.938893903907228e-18,2.220446049250313e-16
1079,5.551115123125783e-17,4.440892098500626e-16
1080,1.1102230246251565e-16,3.3306690738754696e-16
1081,8.326672684688674e-17,4.440892098500626e-16
1082,1.1102230246251565e-16,3.3306690738754696e-16
1083,5.551115123125783e-17,4.440892098500626e-16
1084,8.326672684688674e-17,4.440892098500626e-16
1085,1.3877787807814457e-17,2.220446049250313e-16
1086,1.3877787807814457e-17,6.661338147750939e-16
1087,2.7755575615628914e-17,3.3306690738754696e-16
1088,0.0,1.1102230246251565e-16
1089,5.551115123125783e-17,4.440892098500626e-16
1090,5.551115123125783e-17,5.551115123125783e-16
1091,1.1102230246251565e-16,4.440892098500626e-16
1092,5.551115123125783e-17,6.661338147750939e-16
1093,1.1102230246251565e-16,4.440892098500626e-16
1094,1.3877787807814457e-17,4.440892098500626e-16
1095,2.7755575615628914e-17,4.440892098500626e-16
1096,1.1102230246251565e-16,4.440892098500626e-16
1097,1.1102230246251565e-16,4.440892098500626e-16
1098,5.551115123125783e-17,6.661338147750939e-16
1099,2.7755575615628914e-17,3.3306690738754696e-16
1100,2.220446049250313e-16,4.440892098500626e-16
1101,2.220446049250313e-16,4.440892098500626e-16
1102,1.1102230246251565e-16,3.3306690738754696e-16
1103,1.1102230246251565e-16,4.440892098500626e-16
1104,2.7755575615628914e-17,2.220446049250313e-16
1105,5.551115123125783e-17,2.220446049250313e-16
1106,2.7755575615628914e-17,2.220446049250313e-16
1107,1.1102230246251565e-16,4.440892098500626e-16
1108,5.551115123125783e-17,4.440892098500626e-16
1109,5.551115123125783e-17,4.440892098500626e-16
1110,5.551115123125783e-17,4.440892098500626e-16
1111,1.1102230246251565e-16,4.440892098500626e-16
1112,1.3877787807814457e-17,4.440892098500626e-16
1113,5.551115123125783e-17,4.440892098500626e-16
1114,5.551115123125783e-17,2.220446049250313e-16
1115,2.7755575615628914e-17,3.3306690738754696e-16
1116,5.551115123125783e-17,2.220446049250313e-16
1117,5.551115123125783e-17,2.220446049250313e-16
