sample_index,hierarchical_probability_error,maxent_stationarity_range
1118,2.7755575615628914e-17,4.440892098500626e-16
1119,1.1102230246251565e-16,3.3306690738754696e-16
1120,5.551115123125783e-17,3.608224830031759e-16
1121,5.551115123125783e-17,4.440892098500626e-16
1122,2.0816681711721685e-17,4.440892098500626e-16
1123,2.7755575615628914e-17,3.3306690738754696e-16
1124,5.551115123125783e-17,4.440892098500626e-16
1125,2.7755575615628914e-17,4.440892098500626e-16
1126,1.0408340855860843e-17,4.440892098500626e-16
1127,2.7755575615628914e-17,2.220446049250313e-16
1128,1.3877787807814457e-16,4.440892098500626e-16
1129,1.6653345369377348e-16,4.440892098500626e-16
1130,2.7755575615628914e-17,3.885780586188048e-16
1131,2.7755575615628914e-17,3.3306690738754696e-16
1132,2.7755575615628914e-17,2.220446049250313e-16
1133,2.7755575615628914e-17,4.440892098500626e-16
1134,1.1102230246251565e-16,4.440892098500626e-16
1135,1.1102230246251565e-16,4.440892098500626e-16
1136,2.7755575615628914e-17,4.996003610813204e-16
1137,1.1102230246251565e-16,2.220446049250313e-16
1138,1.1102230246251565e-16,3.3306690738754696e-16
1139,1.6653345369377348e-16,3.3306690738754696e-16
1140,6.938893903907228e-18,2.220446049250313e-16
1141,5.551115123125783e-17,6.661338147750939e-16
1142,1.3877787807814457e-17,2.220446049250313e-16
1143,5.551115123125783e-17,5.551115123125783e-16
1144,6.938893903907228e-18,5.551115123125783e-16
1145,2.7755575615628914e-17,4.440892098500626e-16
1146,1.3877787807814457e-17,3.885780586188048e-16
1147,2.7755575615628914e-17,4.440892098500626e-16
1148,6.938893903907228e-18,4.440892098500626e-16
1149,1.1102230246251565e-16,4.440892098500626e-16
1150,4.163336342344337e-17,3.3306690738754696e-16
1151,8.326672684688674e-17,3.3306690738754696e-16
1152,5.551115123125783e-17,4.440892098500626e-16
1153,2.7755575615628914e-17,4.440892098500626e-16
1154,1.1102230246251565e-16,2.220446049250313e-16
1155,2.7755575615628914e-17,3.885780586188048e-16
1156,2.7755575615628914e-17,2.220446049250313e-16
1157,2.7755575615628914e-17,4.440892098500626e-16
1158,5.551115123125783e-17,5.551115123125783e-16
1159,2.7755575615628914e-17,4.440892098500626e-16
1160,1.6653345369377348e-16,4.440892098500626e-16
1161,5.551115123125783e-17,4.440892098500626e-16
1162,3.469446951953614e-18,4.440892098500626e-16
1163,8.326672684688674e-17,3.3306690738754696e-16
1164,5.551115123125783e-17,5.551115123125783e-16
1165,1.3877787807814457e-17,2.220446049250313e-16
1166,5.551115123125783e-17,4.440892098500626e-16
1167,2.7755575615628914e-17,7.771561172376096e-16
1168,1.1102230246251565e-16,2.220446049250313e-16
1169,5.551115123125783e-17,4.440892098500626e-16
1170,5.551115123125783e-17,2.220446049250313e-16
1171,5.551115123125783e-17,2.498001805406602e-16
1172,5.551115123125783e-17,4.440892098500626e-16
1173,2.7755575615628914e-17,5.551115123125783e-16
1174,2.7755575615628914e-17,4.440892098500626e-16
1175,5.551115123125783e-17,4.440892098500626e-16
1176,1.3877787807814457e-17,4.440892098500626e-16
1177,5.551115123125783e-17,3.885780586188048e-16
1178,5.551115123125783e-17,3.3306690738754696e-16
1179,1.3877787807814457e-17,5.551115123125783e-16
1180,5.551115123125783e-17,2.220446049250313e-16
1181,5.551115123125783e-17,2.220446049250313e-16
1182,5.551115123125783e-17,3.3306690738754696e-16
1183,2.7755575615628914e-17,3.3306690738754696e-16
1184,2.7755575615628914e-17,3.3306690738754696e-16
1185,1.1102230246251565e-16,4.440892098500626e-16
1186,2.7755575615628914e-17,5.551115123125783e-16
1187,6.938893903907228e-18,4.440892098500626e-16
1188,1.1102230246251565e-16,4.440892098500626e-16
1189,5.551115123125783e-17,3.3306690738754696e-16
1190,5.551115123125783e-17,5.551115123125783e-16
1191,5.551115123125783e-17,4.440892098500626e-16
1192,1.1102230246251565e-16,3.3306690738754696e-16
1193,2.7755575615628914e-17,3.885780586188048e-16
1194,5.551115123125783e-17,0.0
1195,5.551115123125783e-17,3.469446951953614e-16
1196,5.551115123125783e-17,2.220446049250313e-16
1197,5.551115123125783e-17,2.7755575615628914e-16
1198,0.0,3.3306690738754696e-16
1199,5.551115123125783e-17,5.551115123125783e-16
1200,1.1102230246251565e-16,4.440892098500626e-16
1201,5.551115123125783e-17,2.220446049250313e-16
1202,1.6653345369377348e-16,2.220446049250313e-16
1203,5.551115123125783e-17,2.7755575615628914e-16
1204,5.551115123125783e-17,4.440892098500626e-16
1205,1.1102230246251565e-16,6.661338147750939e-16
1206,1.734723475976807e-18,2.220446049250313e-16
1207,2.220446049250313e-16,4.440892098500626e-16
1208,4.163336342344337e-17,4.440892098500626e-16
1209,5.551115123125783e-17,6.661338147750939e-16
1210,5.551115123125783e-17,3.3306690738754696e-16
1211,5.551115123125783e-17,3.3306690738754696e-16
1212,2.7755575615628914e-17,4.440892098500626e-16
1213,2.7755575615628914e-17,3.3306690738754696e-16
1214,5.551115123125783e-17,4.440892098500626e-16
1215,5.551115123125783e-17,6.661338147750939e-16
1216,2.7755575615628914e-17,3.3306690738754696e-16
1217,2.7755575615628914e-17,4.440892098500626e-16
1218,2.7755575615628914e-17,3.3306690738754696e-16
1219,1.3877787807814457e-17,4.440892098500626e-16
1220,5.551115123125783e-17,2.220446049250313e-16
1221,1.1102230246251565e-16,5.551115123125783e-16
1222,5.551115123125783e-17,4.440892098500626e-16
1223,4.163336342344337e-17,4.440892098500626e-16
1224,5.551115123125783e-17,3.3306690738754696e-16
1225,1.1102230246251565e-16,3.3306690738754696e-16
1226,3.469446951953614e-17,3.885780586188048e-16
1227,1.3877787807814457e-17,4.440892098500626e-16
1228,5.551115123125783e-17,1.6653345369377348e-16
1229,5.551115123125783e-17,3.3306690738754696e-16
1230,3.469446951953614e-18,4.440892098500626e-16
1231,1.1102230246251565e-16,4.440892098500626e-16
1232,5.551115123125783e-17,3.3306690738754696e-16
1233,2.7755575615628914e-17,3.3306690738754696e-16
1234,2.7755575615628914e-17,6.661338147750939e-16
1235,5.551115123125783e-17,4.440892098500626e-16
1236,8.326672684688674e-17,4.440892098500626e-16
1237,5.551115123125783e-17,4.440892098500626e-16
1238,0.0,2.220446049250313e-16
1239,2.7755575615628914e-17,4.440892098500626e-16
1240,2.7755575615628914e-17,3.3306690738754696e-16
1241,5.551115123125783e-17,3.3306690738754696e-16
1242,5.551115123125783e-17,3.3306690738754696e-16
1243,2.220446049250313e-16,4.440892098500626e-16
1244,5.551115123125783e-17,2.220446049250313e-16
1245,1.3877787807814457e-17,3.3306690738754696e-16
1246,5.551115123125783e-17,4.440892098500626e-16
1247,2.7755575615628914e-17,4.440892098500626e-16
1248,5.551115123125783e-17,4.440892098500626e-16
1249,2.7755575615628914e-17,4.440892098500626e-16
1250,1.1102230246251565e-16,4.440892098500626e-16
1251,5.551115123125783e-17,8.881784197001252e-16
1252,5.551115123125783e-17,2.220446049250313e-16
1253,2.7755575615628914e-17,4.440892098500626e-16
1254,2.7755575615628914e-17,4.440892098500626e-16
1255,2.7755575615628914e-17,4.440892098500626e-16
1256,1.1102230246251565e-16,2.220446049250313e-16
1257,2.7755575615628914e-17,6.661338147750939e-16
1258,5.551115123125783e-17,3.3306690738754696e-16
1259,2.7755575615628914e-17,4.440892098500626e-16
1260,1.1102230246251565e-16,4.440892098500626e-16
1261,2.7755575615628914e-17,4.440892098500626e-16
1262,5.551115123125783e-17,2.220446049250313e-16
1263,5.551115123125783e-17,4.440892098500626e-16
1264,1.3877787807814457e-17,4.440892098500626e-16
1265,5.551115123125783e-17,5.551115123125783e-16
1266,5.551115123125783e-17,4.440892098500626e-16
1267,1.3877787807814457e-17,6.661338147750939e-16
1268,2.7755575615628914e-17,4.440892098500626e-16
1269,5.551115123125783e-17,1.6653345369377348e-16
1270,1.3877787807814457e-17,2.7755575615628914e-16
1271,1.1102230246251565e-16,4.440892098500626e-16
1272,5.551115123125783e-17,2.220446049250313e-16
1273,5.551115123125783e-17,4.440892098500626e-16
1274,2.7755575615628914e-17,2.220446049250313e-16
1275,5.551115123125783e-17,1.6653345369377348e-16
1276,5.551115123125783e-17,6.661338147750939e-16
1277,1.1102230246251565e-16,4.440892098500626e-16
1278,1.1102230246251565e-16,2.220446049250313e-16
1279,5.551115123125783e-17,3.3306690738754696e-16
1280,8.326672684688674e-17,3.3306690738754696e-16
1281,5.551115123125783e-17,4.440892098500626e-16
1282,1.1102230246251565e-16,4.440892098500626e-16
1283,1.1102230246251565e-16,4.440892098500626e-16
1284,1.1102230246251565e-16,5.551115123125783e-16
1285,5.551115123125783e-17,3.3306690738754696e-16
1286,2.7755575615628914e-17,4.440892098500626e-16
1287,2.7755575615628914e-17,2.220446049250313e-16
1288,5.551115123125783e-17,4.440892098500626e-16
1289,1.734723475976807e-18,6.661338147750939e-16
1290,2.7755575615628914e-17,4.440892098500626e-16
1291,5.551115123125783e-17,6.661338147750939e-16
1292,5.551115123125783e-17,3.3306690738754696e-16
1293,2.7755575615628914e-17,3.3306690738754696e-16
1294,2.7755575615628914e-17,4.440892098500626e-16
1295,1.1102230246251565e-16,3.3306690738754696e-16
1296,1.3877787807814457e-17,2.220446049250313e-16
1297,5.551115123125783e-17,2.220446049250313e-16
1298,1.3877787807814457e-17,3.3306690738754696e-16
1299,1.1102230246251565e-16,8.881784197001252e-16
1300,8.326672684688674e-17,4.440892098500626e-16
1301,5.551115123125783e-17,2.220446049250313e-16
1302,5.551115123125783e-17,2.220446049250313e-16
1303,2.7755575615628914e-17,4.440892098500626e-16
1304,3.3306690738754696e-16,4.440892098500626e-16
1305,5.551115123125783e-17,3.3306690738754696e-16
1306,0.0,2.220446049250313e-16
1307,1.1102230246251565e-16,4.440892098500626e-16
1308,1.1102230246251565e-16,7.771561172376096e-16
1309,5.551115123125783e-17,4.440892098500626e-16
1310,1.3877787807814457e-17,2.220446049250313e-16
1311,4.163336342344337e-17,3.3306690738754696e-16
1312,1.1102230246251565e-16,2.220446049250313e-16
1313,5.551115123125783e-17,4.440892098500626e-16
1314,1.3877787807814457e-17,2.220446049250313e-16
1315,2.7755575615628914e-17,2.220446049250313e-16
1316,5.551115123125783e-17,3.885780586188048e-16
1317,5.551115123125783e-17,4.440892098500626e-16
1318,8.326672684688674e-17,6.661338147750939e-16
1319,2.7755575615628914e-17,3.3306690738754696e-16
1320,2.7755575615628914e-17,2.220446049250313e-16
1321,1.1102230246251565e-16,4.440892098500626e-16
1322,5.551115123125783e-17,4.440892098500626e-16
1323,0.0,2.7755575615628914e-16
1324,5.551115123125783e-17,2.7755575615628914e-16
1325,5.551115123125783e-17,4.996003610813204e-16
1326,1.1102230246251565e-16,3.3306690738754696e-16
1327,5.551115123125783e-17,1.6653345369377348e-16
1328,1.3877787807814457e-17,4.440892098500626e-16
1329,2.7755575615628914e-17,2.220446049250313e-16
1330,1.1102230246251565e-16,2.220446049250313e-16
1331,2.7755575615628914e-17,4.996003610813204e-16
1332,5.551115123125783e-17,2.220446049250313e-16
1333,5.551115123125783e-17,2.7755575615628914e-16
1334,1.1102230246251565e-16,4.440892098500626e-16
1335,5.551115123125783e-17,3.3306690738754696e-16
1336,8.326672684688674e-17,4.440892098500626e-16
1337,2.7755575615628914e-17,3.3306690738754696e-16
1338,2.7755575615628914e-17,4.440892098500626e-16
1339,2.7755575615628914e-17,2.220446049250313e-16
1340,2.7755575615628914e-17,4.440892098500626e-16
1341,5.551115123125783e-17,2.220446049250313e-16
1342,5.551115123125783e-17,4.440892098500626e-16
1343,1.1102230246251565e-16,6.661338147750939e-16
1344,6.938893903907228e-18,2.220446049250313e-16
1345,5.551115123125783e-17,5.551115123125783e-16
1346,1.1102230246251565e-16,6.661338147750939e-16
1347,5.551115123125783e-17,4.440892098500626e-16
1348,5.551115123125783e-17,4.440892098500626e-16
1349,1.1102230246251565e-16,5.551115123125783e-16
1350,5.551115123125783e-17,6.661338147750939e-16
1351,2.7755575615628914e-17,3.885780586188048e-16
1352,0.0,4.440892098500626e-16
1353,8.326672684688674e-17,2.220446049250313e-16
1354,2.7755575615628914e-17,2.220446049250313e-16
1355,2.7755575615628914e-17,4.440892098500626e-16
1356,5.551115123125783e-17,3.3306690738754696e-16
1357,5.551115123125783e-17,4.440892098500626e-16
1358,2.7755575615628914e-17,4.440892098500626e-16
1359,1.6653345369377348e-16,2.220446049250313e-16
1360,1.1102230246251565e-16,3.3306690738754696e-16
1361,2.7755575615628914e-17,4.440892098500626e-16
1362,1.3877787807814457e-17,3.3306690738754696e-16
1363,1.1102230246251565e-16,2.220446049250313e-16
1364,1.3877787807814457e-17,5.551115123125783e-16
1365,2.7755575615628914e-17,2.220446049250313e-16
1366,1.1102230246251565e-16,1.6653345369377348e-16
1367,8.326672684688674e-17,3.3306690738754696e-16
1368,2.7755575615628914e-17,4.440892098500626e-16
1369,2.7755575615628914e-17,2.220446049250313e-16
1370,5.551115123125783e-17,4.440892098500626e-16
1371,2.7755575615628914e-17,4.440892098500626e-16
1372,1.3877787807814457e-17,4.440892098500626e-16
1373,5.551115123125783e-17,4.440892098500626e-16
1374,2.7755575615628914e-17,4.440892098500626e-16
1375,2.7755575615628914e-17,3.3306690738754696e-16
1376,1.1102230246251565e-16,4.440892098500626e-16
1377,1.1102230246251565e-16,3.3306690738754696e-16
1378,5.551115123125783e-17,6.106226635438361e-16
1379,4.163336342344337e-17,2.220446049250313e-16
1380,2.7755575615628914e-17,5.551115123125783e-16
1381,2.7755575615628914e-17,3.3306690738754696e-16
1382,8.326672684688674e-17,3.3306690738754696e-16
1383,4.163336342344337e-17,4.440892098500626e-16
1384,5.551115123125783e-17,2.220446049250313e-16
1385,1.3877787807814457e-17,2.220446049250313e-16
1386,1.1102230246251565e-16,3.3306690738754696e-16
1387,1.3877787807814457e-17,4.440892098500626e-16
1388,2.7755575615628914e-17,3.3306690738754696e-16
1389,2.7755575615628914e-17,5.551115123125783e-16
1390,1.3877787807814457e-17,4.440892098500626e-16
1391,4.163336342344337e-17,4.440892098500626e-16
1392,5.551115123125783e-17,4.440892098500626e-16
1393,5.551115123125783e-17,2.220446049250313e-16
1394,5.551115123125783e-17,3.3306690738754696e-16
1395,6.938893903907228e-18,2.220446049250313e-16
1396,5.551115123125783e-17,6.661338147750939e-16
1397,1.1102230246251565e-16,3.3306690738754696e-16
1398,5.551115123125783e-17,4.440892098500626e-16
1399,5.551115123125783e-17,4.440892098500626e-16
1400,1.1102230246251565e-16,4.440892098500626e-16
1401,1.1102230246251565e-16,2.220446049250313e-16
1402,5.551115123125783e-17,4.440892098500626e-16
1403,1.3877787807814457e-17,3.3306690738754696e-16
1404,1.1102230246251565e-16,2.7755575615628914e-16
1405,2.7755575615628914e-17,3.3306690738754696e-16
1406,1.6653345369377348e-16,4.440892098500626e-16
1407,5.551115123125783e-17,2.220446049250313e-16
1408,5.551115123125783e-17,4.440892098500626e-16
1409,1.1102230246251565e-16,4.440892098500626e-16
1410,5.551115123125783e-17,4.440892098500626e-16
1411,2.7755575615628914e-17,4.440892098500626e-16
1412,3.469446951953614e-18,2.220446049250313e-16
1413,2.7755575615628914e-17,4.996003610813204e-16
1414,5.551115123125783e-17,4.440892098500626e-16
1415,5.551115123125783e-17,4.440892098500626e-16
1416,5.551115123125783e-17,2.220446049250313e-16
1417,6.938893903907228e-17,2.7755575615628914e-16
1418,5.551115123125783e-17,4.996003610813204e-16
1419,5.551115123125783e-17,4.440892098500626e-16
1420,2.7755575615628914e-17,4.440892098500626e-16
1421,1.3877787807814457e-17,5.551115123125783e-16
1422,5.551115123125783e-17,5.551115123125783e-16
1423,2.7755575615628914e-17,3.3306690738754696e-16
1424,2.7755575615628914e-17,3.3306690738754696e-16
1425,1.1102230246251565e-16,4.440892098500626e-16
1426,1.1102230246251565e-16,3.3306690738754696e-16
1427,5.551115123125783e-17,5.551115123125783e-16
1428,5.551115123125783e-17,4.440892098500626e-16
1429,1.3877787807814457e-17,4.440892098500626e-16
1430,5.551115123125783e-17,4.440892098500626e-16
1431,5.551115123125783e-17,2.7755575615628914e-16
1432,5.551115123125783e-17,4.440892098500626e-16
1433,1.1102230246251565e-16,4.440892098500626e-16
1434,1.1102230246251565e-16,2.220446049250313e-16
1435,1.1102230246251565e-16,4.440892098500626e-16
1436,1.3877787807814457e-17,4.440892098500626e-16
1437,5.551115123125783e-17,5.551115123125783e-16
1438,2.7755575615628914e-17,2.220446049250313e-16
1439,1.3877787807814457e-17,4.440892098500626e-16
1440,5.551115123125783e-17,4.440892098500626e-16
1441,2.7755575615628914e-17,8.881784197001252e-16
1442,8.326672684688674e-17,3.3306690738754696e-16
1443,5.551115123125783e-17,4.440892098500626e-16
1444,1.1102230246251565e-16,3.3306690738754696e-16
1445,2.7755575615628914e-17,4.440892098500626e-16
1446,5.551115123125783e-17,4.440892098500626e-16
1447,5.551115123125783e-17,4.440892098500626e-16
1448,1.1102230246251565e-16,6.661338147750939e-16
1449,4.163336342344337e-17,3.608224830031759e-16
1450,1.1102230246251565e-16,2.220446049250313e-16
1451,1.1102230246251565e-16,4.440892098500626e-16
1452,1.1102230246251565e-16,2.7755575615628914e-16
1453,5.551115123125783e-17,3.3306690738754696e-16
1454,1.3877787807814457e-17,2.220446049250313e-16
1455,5.551115123125783e-17,2.220446049250313e-16
1456,5.551115123125783e-17,4.440892098500626e-16
1457,1.3877787807814457e-17,6.661338147750939e-16
1458,5.551115123125783e-17,4.440892098500626e-16
1459,5.551115123125783e-17,3.0531133177191805e-16
1460,5.551115123125783e-17,2.220446049250313e-16
1461,1.1102230246251565e-16,4.440892098500626e-16
1462,0.0,1.1102230246251565e-16
1463,1.3877787807814457e-17,3.3306690738754696e-16
1464,8.326672684688674e-17,5.551115123125783e-16
1465,1.3877787807814457e-17,4.440892098500626e-16
1466,2.220446049250313e-16,2.220446049250313e-16
1467,5.551115123125783e-17,4.440892098500626e-16
1468,2.7755575615628914e-17,4.440892098500626e-16
1469,5.551115123125783e-17,4.440892098500626e-16
1470,2.220446049250313e-16,4.440892098500626e-16
1471,2.7755575615628914e-17,3.3306690738754696e-16
1472,5.551115123125783e-17,3.3306690738754696e-16
1473,2.7755575615628914e-17,2.220446049250313e-16
1474,5.551115123125783e-17,4.440892098500626e-16
1475,5.551115123125783e-17,4.440892098500626e-16
1476,1.1102230246251565e-16,4.440892098500626e-16
1477,5.551115123125783e-17,4.440892098500626e-16
1478,6.938893903907228e-18,3.3306690738754696e-16
1479,1.6653345369377348e-16,3.3306690738754696e-16
1480,6.938893903907228e-18,2.220446049250313e-16
1481,1.1102230246251565e-16,2.220446049250313e-16
1482,2.7755575615628914e-17,3.3306690738754696e-16
1483,2.7755575615628914e-17,4.440892098500626e-16
1484,6.938893903907228e-18,3.3306690738754696e-16
1485,5.551115123125783e-17,6.661338147750939e-16
1486,5.551115123125783e-17,4.440892098500626e-16
1487,5.551115123125783e-17,4.440892098500626e-16
1488,2.7755575615628914e-17,4.440892098500626e-16
1489,5.551115123125783e-17,4.440892098500626e-16
1490,4.163336342344337e-17,4.440892098500626e-16
1491,2.7755575615628914e-17,3.3306690738754696e-16
1492,6.938893903907228e-17,4.440892098500626e-16
1493,5.551115123125783e-17,4.996003610813204e-16
1494,1.1102230246251565e-16,4.440892098500626e-16
1495,0.0,2.220446049250313e-16
1496,1.3877787807814457e-17,3.3306690738754696e-16
1497,5.551115123125783e-17,2.7755575615628914e-16
1498,1.1102230246251565e-16,5.551115123125783e-16
1499,1.6653345369377348e-16,3.3306690738754696e-16
1500,5.551115123125783e-17,4.440892098500626e-16
1501,2.7755575615628914e-17,4.440892098500626e-16
1502,2.7755575615628914e-17,4.440892098500626e-16
1503,5.551115123125783e-17,2.220446049250313e-16
1504,1.6653345369377348e-16,3.3306690738754696e-16
1505,2.7755575615628914e-17,3.3306690738754696e-16
1506,2.7755575615628914e-17,6.661338147750939e-16
1507,2.7755575615628914e-17,3.3306690738754696e-16
1508,5.551115123125783e-17,2.7755575615628914e-16
1509,2.7755575615628914e-17,4.440892098500626e-16
1510,1.3877787807814457e-17,2.220446049250313e-16
1511,2.7755575615628914e-17,5.551115123125783e-16
1512,5.551115123125783e-17,4.440892098500626e-16
1513,5.551115123125783e-17,7.771561172376096e-16
1514,1.1102230246251565e-16,3.3306690738754696e-16
1515,5.551115123125783e-17,2.220446049250313e-16
1516,2.220446049250313e-16,4.440892098500626e-16
1517,5.551115123125783e-17,3.3306690738754696e-16
1518,2.7755575615628914e-17,2.220446049250313e-16
1519,5.551115123125783e-17,3.3306690738754696e-16
1520,8.326672684688674e-17,4.440892098500626e-16
1521,1.1102230246251565e-16,6.661338147750939e-16
1522,5.551115123125783e-17,2.220446049250313e-16
1523,2.7755575615628914e-17,4.440892098500626e-16
1524,2.7755575615628914e-17,3.3306690738754696e-16
1525,1.1102230246251565e-16,2.220446049250313e-16
1526,5.551115123125783e-17,4.440892098500626e-16
1527,1.3877787807814457e-17,2.220446049250313e-16
1528,8.326672684688674e-17,3.3306690738754696e-16
1529,2.7755575615628914e-17,3.3306690738754696e-16
1530,4.163336342344337e-17,4.440892098500626e-16
1531,2.7755575615628914e-17,3.885780586188048e-16
1532,1.3877787807814457e-17,6.661338147750939e-16
1533,1.3877787807814457e-17,4.440892098500626e-16
1534,2.7755575615628914e-17,6.661338147750939e-16
1535,5.551115123125783e-17,3.3306690738754696e-16
1536,5.551115123125783e-17,4.440892098500626e-16
1537,5.551115123125783e-17,6.661338147750939e-16
1538,5.551115123125783e-17,3.3306690738754696e-16
1539,2.7755575615628914e-17,4.440892098500626e-16
1540,5.551115123125783e-17,3.3306690738754696e-16
1541,1.734723475976807e-18,4.440892098500626e-16
1542,5.551115123125783e-17,3.3306690738754696e-16
1543,5.551115123125783e-17,5.551115123125783e-16
1544,5.551115123125783e-17,5.551115123125783e-16
1545,5.551115123125783e-17,5.551115123125783e-16
1546,1.1102230246251565e-16,4.440892098500626e-16
1547,5.551115123125783e-17,4.440892098500626e-16
1548,1.1102230246251565e-16,4.440892098500626e-16
1549,6.938893903907228e-18,2.220446049250313e-16
1550,5.551115123125783e-17,3.122502256758253e-16
1551,5.551115123125783e-17,4.440892098500626e-16
1552,5.551115123125783e-17,3.3306690738754696e-16
1553,5.551115123125783e-17,6.661338147750939e-16
1554,1.1102230246251565e-16,4.440892098500626e-16
1555,6.938893903907228e-18,2.220446049250313e-16
1556,5.551115123125783e-17,4.440892098500626e-16
1557,1.1102230246251565e-16,6.661338147750939e-16
1558,5.551115123125783e-17,2.220446049250313e-16
1559,2.7755575615628914e-17,3.3306690738754696e-16
1560,5.551115123125783e-17,2.220446049250313e-16
1561,2.7755575615628914e-17,6.661338147750939e-16
1562,6.938893903907228e-18,4.440892098500626e-16
1563,3.469446951953614e-17,6.106226635438361e-16
1564,5.551115123125783e-17,3.3306690738754696e-16
1565,2.7755575615628914e-17,5.828670879282072e-16
1566,1.1102230246251565e-16,6.661338147750939e-16
1567,5.551115123125783e-17,5.551115123125783e-16
1568,1.1102230246251565e-16,6.661338147750939e-16
1569,1.1102230246251565e-16,2.220446049250313e-16
1570,5.551115123125783e-17,4.440892098500626e-16
1571,1.1102230246251565e-16,4.440892098500626e-16
1572,1.1102230246251565e-16,2.220446049250313e-16
1573,1.3877787807814457e-17,4.440892098500626e-16
1574,5.551115123125783e-17,2.8449465006019636e-16
1575,5.551115123125783e-17,3.3306690738754696e-16
1576,2.7755575615628914e-17,4.440892098500626e-16
1577,2.7755575615628914e-17,3.3306690738754696e-16
1578,5.551115123125783e-17,6.661338147750939e-16
1579,2.7755575615628914e-17,4.440892098500626e-16
1580,5.551115123125783e-17,5.551115123125783e-16
1581,2.7755575615628914e-17,4.440892098500626e-16
1582,5.551115123125783e-17,2.220446049250313e-16
1583,2.7755575615628914e-17,4.440892098500626e-16
1584,2.7755575615628914e-17,3.3306690738754696e-16
1585,1.1102230246251565e-16,4.440892098500626e-16
1586,0.0,3.3306690738754696e-16
1587,5.551115123125783e-17,4.440892098500626e-16
1588,2.7755575615628914e-17,4.440892098500626e-16
1589,2.0816681711721685e-17,6.661338147750939e-16
1590,1.1102230246251565e-16,4.440892098500626e-16
1591,1.3877787807814457e-17,4.996003610813204e-16
1592,1.1102230246251565e-16,4.440892098500626e-16
1593,0.0,3.3306690738754696e-16
1594,2.7755575615628914e-17,6.661338147750939e-16
1595,2.7755575615628914e-17,4.440892098500626e-16
1596,5.551115123125783e-17,2.220446049250313e-16
1597,2.7755575615628914e-17,4.440892098500626e-16
1598,5.551115123125783e-17,4.440892098500626e-16
1599,5.551115123125783e-17,4.440892098500626e-16
1600,5.551115123125783e-17,3.608224830031759e-16
1601,5.551115123125783e-17,2.3592239273284576e-16
1602,2.7755575615628914e-17,4.440892098500626e-16
1603,5.551115123125783e-17,2.220446049250313e-16
1604,1.1102230246251565e-16,2.220446049250313e-16
1605,5.551115123125783e-17,4.440892098500626e-16
1606,2.7755575615628914e-17,3.3306690738754696e-16
1607,6.938893903907228e-18,4.440892098500626e-16
1608,1.1102230246251565e-16,4.440892098500626e-16
1609,2.0816681711721685e-17,4.440892098500626e-16
1610,5.551115123125783e-17,2.220446049250313e-16
1611,1.1102230246251565e-16,6.661338147750939e-16
1612,5.551115123125783e-17,6.661338147750939e-16
1613,2.220446049250313e-16,3.3306690738754696e-16
1614,1.1102230246251565e-16,4.440892098500626e-16
1615,1.1102230246251565e-16,4.440892098500626e-16
1616,5.551115123125783e-17,4.440892098500626e-16
1617,1.1102230246251565e-16,2.220446049250313e-16
1618,5.551115123125783e-17,4.440892098500626e-16
1619,2.7755575615628914e-17,4.440892098500626e-16
1620,2.7755575615628914e-17,6.106226635438361e-16
1621,5.551115123125783e-17,3.3306690738754696e-16
1622,5.551115123125783e-17,5.551115123125783e-16
1623,5.551115123125783e-17,4.440892098500626e-16
1624,5.551115123125783e-17,3.3306690738754696e-16
1625,1.1102230246251565e-16,4.440892098500626e-16
1626,2.7755575615628914e-17,5.551115123125783e-16
1627,5.551115123125783e-17,4.440892098500626e-16
1628,2.7755575615628914e-17,4.440892098500626e-16
1629,1.734723475976807e-18,2.220446049250313e-16
1630,1.734723475976807e-18,4.440892098500626e-16
1631,1.1102230246251565e-16,2.220446049250313e-16
1632,2.7755575615628914e-17,3.3306690738754696e-16
1633,1.3877787807814457e-17,3.3306690738754696e-16
1634,2.7755575615628914e-17,6.661338147750939e-16
1635,5.551115123125783e-17,2.220446049250313e-16
1636,5.551115123125783e-17,2.220446049250313e-16
1637,1.1102230246251565e-16,5.551115123125783e-16
1638,5.551115123125783e-17,4.440892098500626e-16
1639,5.551115123125783e-17,2.7755575615628914e-16
1640,2.7755575615628914e-17,4.440892098500626e-16
1641,5.551115123125783e-17,4.996003610813204e-16
1642,5.551115123125783e-17,2.220446049250313e-16
1643,5.551115123125783e-17,2.220446049250313e-16
1644,3.469446951953614e-18,2.220446049250313e-16
1645,5.551115123125783e-17,4.440892098500626e-16
1646,2.7755575615628914e-17,5.551115123125783e-16
1647,2.7755575615628914e-17,3.3306690738754696e-16
1648,2.7755575615628914e-17,2.220446049250313e-16
1649,5.551115123125783e-17,4.440892098500626e-16
1650,4.163336342344337e-17,4.440892098500626e-16
1651,0.0,2.220446049250313e-16
1652,1.3877787807814457e-17,3.3306690738754696e-16
1653,2.7755575615628914e-17,5.551115123125783e-16
1654,5.551115123125783e-17,2.220446049250313e-16
1655,5.551115123125783e-17,4.440892098500626e-16
1656,5.551115123125783e-17,2.220446049250313e-16
1657,5.551115123125783e-17,2.498001805406602e-16
1658,1.3877787807814457e-17,3.3306690738754696e-16
1659,5.551115123125783e-17,3.3306690738754696e-16
1660,2.7755575615628914e-17,2.220446049250313e-16
1661,1.3877787807814457e-17,2.220446049250313e-16
1662,1.1102230246251565e-16,4.440892098500626e-16
1663,5.551115123125783e-17,4.440892098500626e-16
