sample_index,maximum_recursive_partition_sum_error
1073,2.220446049250313e-16
1074,4.440892098500626e-16
1075,2.220446049250313e-16
1076,4.440892098500626e-16
1077,5.551115123125783e-17
1078,4.440892098500626e-16
1079,4.440892098500626e-16
1080,2.220446049250313e-16
1081,4.440892098500626e-16
1082,0.0
1083,4.440892098500626e-16
1084,4.440892098500626e-16
1085,4.440892098500626e-16
1086,2.220446049250313e-16
1087,2.220446049250313e-16
1088,4.440892098500626e-16
1089,2.220446049250313e-16
1090,1.1102230246251565e-16
1091,6.661338147750939e-16
1092,0.0
1093,8.881784197001252e-16
1094,8.881784197001252e-16
1095,2.220446049250313e-16
1096,2.220446049250313e-16
1097,2.220446049250313e-16
1098,5.551115123125783e-17
1099,2.220446049250313e-16
1100,4.440892098500626e-16
1101,1.3322676295501878e-15
1102,4.440892098500626e-16
1103,0.0
1104,4.440892098500626e-16
1105,2.220446049250313e-16
1106,4.440892098500626e-16
1107,4.440892098500626e-16
1108,2.220446049250313e-16
1109,2.220446049250313e-16
1110,2.220446049250313e-16
1111,4.440892098500626e-16
1112,2.220446049250313e-16
1113,4.440892098500626e-16
1114,8.881784197001252e-16
1115,2.7755575615628914e-17
1116,8.881784197001252e-16
1117,2.220446049250313e-16
1118,2.220446049250313e-16
1119,4.440892098500626e-16
1120,2.220446049250313e-16
1121,1.1102230246251565e-16
1122,2.220446049250313e-16
1123,8.881784197001252e-16
1124,4.440892098500626e-16
1125,2.220446049250313e-16
1126,2.220446049250313e-16
1127,2.220446049250313e-16
1128,1.1102230246251565e-16
1129,2.220446049250313e-16
1130,1.1102230246251565e-16
1131,0.0
1132,4.440892098500626e-16
1133,2.220446049250313e-16
1134,1.7763568394002505e-15
1135,4.440892098500626e-16
1136,2.220446049250313e-16
1137,2.220446049250313e-16
1138,2.220446049250313e-16
1139,2.220446049250313e-16
1140,8.881784197001252e-16
1141,0.0
1142,2.220446049250313e-16
1143,5.551115123125783e-17
1144,4.440892098500626e-16
1145,4.440892098500626e-16
1146,6.938893903907228e-18
1147,2.220446049250313e-16
1148,2.220446049250313e-16
1149,4.440892098500626e-16
1150,2.220446049250313e-16
1151,2.220446049250313e-16
1152,2.220446049250313e-16
1153,4.440892098500626e-16
1154,4.440892098500626e-16
1155,1.1102230246251565e-16
1156,4.440892098500626e-16
1157,8.881784197001252e-16
1158,2.220446049250313e-16
1159,4.440892098500626e-16
1160,1.1102230246251565e-16
1161,4.440892098500626e-16
1162,2.220446049250313e-16
1163,0.0
1164,4.440892098500626e-16
1165,4.440892098500626e-16
1166,4.440892098500626e-16
1167,2.220446049250313e-16
1168,2.220446049250313e-16
1169,2.220446049250313e-16
1170,4.440892098500626e-16
1171,4.440892098500626e-16
1172,2.220446049250313e-16
1173,2.220446049250313e-16
1174,5.551115123125783e-17
1175,2.220446049250313e-16
1176,4.440892098500626e-16
1177,8.881784197001252e-16
1178,2.220446049250313e-16
1179,2.220446049250313e-16
1180,4.440892098500626e-16
1181,4.440892098500626e-16
1182,2.220446049250313e-16
1183,2.220446049250313e-16
1184,2.220446049250313e-16
1185,2.220446049250313e-16
1186,4.440892098500626e-16
1187,2.220446049250313e-16
1188,2.220446049250313e-16
1189,4.440892098500626e-16
1190,2.220446049250313e-16
1191,4.440892098500626e-16
1192,2.220446049250313e-16
1193,2.220446049250313e-16
1194,2.220446049250313e-16
1195,2.220446049250313e-16
1196,8.881784197001252e-16
1197,4.440892098500626e-16
1198,2.220446049250313e-16
1199,2.220446049250313e-16
1200,5.551115123125783e-17
1201,8.881784197001252e-16
1202,4.440892098500626e-16
1203,2.220446049250313e-16
1204,8.881784197001252e-16
1205,2.7755575615628914e-17
1206,0.0
1207,2.220446049250313e-16
1208,2.220446049250313e-16
1209,4.440892098500626e-16
1210,4.440892098500626e-16
1211,0.0
1212,4.440892098500626e-16
1213,0.0
1214,1.3877787807814457e-17
1215,4.440892098500626e-16
1216,2.220446049250313e-16
1217,5.551115123125783e-17
1218,2.220446049250313e-16
1219,1.1102230246251565e-16
1220,0.0
1221,0.0
1222,2.220446049250313e-16
1223,2.220446049250313e-16
1224,4.440892098500626e-16
1225,1.1102230246251565e-16
1226,8.881784197001252e-16
1227,2.220446049250313e-16
1228,4.440892098500626e-16
1229,1.7763568394002505e-15
1230,4.440892098500626e-16
1231,2.220446049250313e-16
1232,8.881784197001252e-16
1233,4.440892098500626e-16
1234,8.881784197001252e-16
1235,8.881784197001252e-16
1236,2.220446049250313e-16
1237,2.220446049250313e-16
1238,1.1102230246251565e-16
1239,4.440892098500626e-16
1240,0.0
1241,2.220446049250313e-16
1242,4.440892098500626e-16
1243,2.220446049250313e-16
1244,1.7763568394002505e-15
1245,2.220446049250313e-16
1246,1.1102230246251565e-16
1247,2.220446049250313e-16
1248,4.440892098500626e-16
1249,4.440892098500626e-16
1250,4.440892098500626e-16
1251,4.440892098500626e-16
1252,4.440892098500626e-16
1253,4.440892098500626e-16
1254,4.440892098500626e-16
1255,1.7763568394002505e-15
1256,2.220446049250313e-16
1257,8.881784197001252e-16
1258,2.220446049250313e-16
1259,2.220446049250313e-16
1260,4.440892098500626e-16
1261,8.881784197001252e-16
1262,2.220446049250313e-16
1263,2.7755575615628914e-17
1264,2.220446049250313e-16
1265,2.220446049250313e-16
1266,4.440892098500626e-16
1267,0.0
1268,1.1102230246251565e-16
1269,0.0
1270,2.220446049250313e-16
1271,8.881784197001252e-16
1272,1.1102230246251565e-16
1273,4.440892098500626e-16
1274,4.440892098500626e-16
1275,2.220446049250313e-16
1276,2.220446049250313e-16
1277,4.440892098500626e-16
1278,4.440892098500626e-16
1279,4.440892098500626e-16
1280,0.0
1281,4.440892098500626e-16
1282,4.440892098500626e-16
1283,2.220446049250313e-16
1284,2.220446049250313e-16
1285,4.440892098500626e-16
1286,4.440892098500626e-16
1287,8.881784197001252e-16
1288,5.329070518200751e-15
1289,4.440892098500626e-16
1290,8.881784197001252e-16
1291,2.220446049250313e-16
1292,2.220446049250313e-16
1293,2.220446049250313e-16
1294,2.220446049250313e-16
1295,8.881784197001252e-16
1296,2.220446049250313e-16
1297,4.440892098500626e-16
1298,2.220446049250313e-16
1299,4.440892098500626e-16
1300,1.3877787807814457e-17
1301,4.440892098500626e-16
1302,1.1102230246251565e-16
1303,2.220446049250313e-16
1304,5.551115123125783e-17
1305,2.220446049250313e-16
1306,4.440892098500626e-16
1307,4.440892098500626e-16
1308,1.7763568394002505e-15
1309,4.440892098500626e-16
1310,4.440892098500626e-16
1311,4.440892098500626e-16
1312,2.220446049250313e-16
1313,4.440892098500626e-16
1314,1.1102230246251565e-16
1315,1.1102230246251565e-16
1316,2.220446049250313e-16
1317,4.440892098500626e-16
1318,4.440892098500626e-16
1319,4.440892098500626e-16
1320,3.469446951953614e-18
1321,4.440892098500626e-16
1322,2.220446049250313e-16
1323,8.881784197001252e-16
1324,4.440892098500626e-16
1325,2.220446049250313e-16
1326,2.220446049250313e-16
1327,2.220446049250313e-16
1328,2.220446049250313e-16
1329,8.881784197001252e-16
1330,4.440892098500626e-16
1331,1.1102230246251565e-16
1332,4.440892098500626e-16
1333,8.881784197001252e-16
1334,2.220446049250313e-16
1335,4.440892098500626e-16
1336,1.3877787807814457e-17
1337,2.220446049250313e-16
1338,4.440892098500626e-16
1339,2.220446049250313e-16
1340,8.881784197001252e-16
1341,2.220446049250313e-16
1342,2.220446049250313e-16
1343,1.7763568394002505e-15
1344,4.440892098500626e-16
1345,8.881784197001252e-16
1346,1.1102230246251565e-16
1347,4.440892098500626e-16
1348,0.0
1349,0.0
1350,1.1102230246251565e-16
1351,2.220446049250313e-16
1352,0.0
1353,2.7755575615628914e-17
1354,8.881784197001252e-16
1355,4.440892098500626e-16
1356,4.440892098500626e-16
1357,4.440892098500626e-16
1358,2.220446049250313e-16
1359,4.440892098500626e-16
1360,4.440892098500626e-16
1361,8.881784197001252e-16
1362,2.220446049250313e-16
1363,2.220446049250313e-16
1364,4.440892098500626e-16
1365,2.220446049250313e-16
1366,5.551115123125783e-17
1367,2.220446049250313e-16
1368,0.0
1369,1.1102230246251565e-16
1370,5.551115123125783e-17
1371,4.440892098500626e-16
1372,4.440892098500626e-16
1373,4.440892098500626e-16
1374,2.220446049250313e-16
1375,2.220446049250313e-16
1376,4.440892098500626e-16
1377,2.220446049250313e-16
1378,2.220446049250313e-16
1379,2.220446049250313e-16
1380,4.440892098500626e-16
1381,1.1102230246251565e-16
1382,4.440892098500626e-16
1383,4.440892098500626e-16
1384,4.440892098500626e-16
1385,2.220446049250313e-16
1386,5.551115123125783e-17
1387,2.220446049250313e-16
1388,4.440892098500626e-16
1389,8.881784197001252e-16
1390,2.220446049250313e-16
1391,5.551115123125783e-17
1392,4.440892098500626e-16
1393,4.440892098500626e-16
1394,0.0
1395,2.220446049250313e-16
1396,1.1102230246251565e-16
1397,2.220446049250313e-16
1398,4.440892098500626e-16
1399,2.220446049250313e-16
1400,0.0
1401,4.440892098500626e-16
1402,1.1102230246251565e-16
1403,2.220446049250313e-16
1404,2.220446049250313e-16
1405,2.220446049250313e-16
1406,2.220446049250313e-16
1407,8.881784197001252e-16
1408,2.220446049250313e-16
1409,4.440892098500626e-16
1410,4.440892098500626e-16
1411,4.440892098500626e-16
1412,2.220446049250313e-16
1413,4.440892098500626e-16
1414,1.7763568394002505e-15
1415,8.881784197001252e-16
1416,2.220446049250313e-16
1417,4.440892098500626e-16
1418,4.440892098500626e-16
1419,4.440892098500626e-16
1420,2.7755575615628914e-17
1421,4.440892098500626e-16
1422,4.440892098500626e-16
1423,4.440892098500626e-16
1424,0.0
1425,8.881784197001252e-16
1426,2.220446049250313e-16
1427,1.3877787807814457e-17
1428,2.220446049250313e-16
1429,0.0
1430,8.881784197001252e-16
1431,4.440892098500626e-16
1432,2.220446049250313e-16
1433,4.440892098500626e-16
1434,4.440892098500626e-16
1435,2.220446049250313e-16
1436,5.551115123125783e-17
1437,8.881784197001252e-16
1438,2.220446049250313e-16
1439,2.220446049250313e-16
1440,8.881784197001252e-16
1441,2.220446049250313e-16
1442,8.881784197001252e-16
1443,2.220446049250313e-16
1444,2.220446049250313e-16
1445,2.220446049250313e-16
1446,4.440892098500626e-16
1447,4.440892098500626e-16
1448,2.220446049250313e-16
1449,4.440892098500626e-16
1450,2.220446049250313e-16
1451,2.220446049250313e-16
1452,2.220446049250313e-16
1453,1.1102230246251565e-16
1454,1.1102230246251565e-16
1455,2.220446049250313e-16
1456,4.440892098500626e-16
1457,2.220446049250313e-16
1458,2.220446049250313e-16
1459,5.551115123125783e-17
1460,4.440892098500626e-16
1461,0.0
1462,2.220446049250313e-16
1463,4.440892098500626e-16
1464,2.220446049250313e-16
1465,8.881784197001252e-16
1466,2.220446049250313e-16
1467,1.1102230246251565e-16
1468,4.440892098500626e-16
1469,2.220446049250313e-16
1470,2.220446049250313e-16
1471,4.440892098500626e-16
1472,1.1102230246251565e-16
1473,2.7755575615628914e-17
1474,8.881784197001252e-16
1475,2.220446049250313e-16
1476,1.1102230246251565e-16
1477,4.440892098500626e-16
1478,4.440892098500626e-16
1479,2.220446049250313e-16
1480,2.220446049250313e-16
1481,2.220446049250313e-16
1482,2.220446049250313e-16
1483,4.440892098500626e-16
1484,4.440892098500626e-16
1485,1.1102230246251565e-16
1486,8.881784197001252e-16
1487,8.881784197001252e-16
1488,2.220446049250313e-16
1489,2.220446049250313e-16
1490,1.3322676295501878e-15
1491,2.220446049250313e-16
1492,2.220446049250313e-16
1493,4.440892098500626e-16
1494,0.0
1495,4.440892098500626e-16
1496,2.220446049250313e-16
1497,2.220446049250313e-16
1498,1.1102230246251565e-16
1499,1.1102230246251565e-16
1500,4.440892098500626e-16
1501,2.220446049250313e-16
1502,2.220446049250313e-16
1503,8.881784197001252e-16
1504,4.440892098500626e-16
1505,8.881784197001252e-16
1506,1.7763568394002505e-15
1507,5.551115123125783e-17
1508,4.440892098500626e-16
1509,2.220446049250313e-16
1510,4.440892098500626e-16
1511,2.220446049250313e-16
1512,5.551115123125783e-17
1513,2.220446049250313e-16
1514,1.1102230246251565e-16
1515,1.1102230246251565e-16
1516,4.440892098500626e-16
1517,1.1102230246251565e-16
1518,2.220446049250313e-16
1519,4.440892098500626e-16
1520,4.440892098500626e-16
1521,1.1102230246251565e-16
1522,4.440892098500626e-16
1523,2.220446049250313e-16
1524,5.551115123125783e-17
1525,1.7763568394002505e-15
1526,2.7755575615628914e-17
1527,4.440892098500626e-16
1528,2.220446049250313e-16
1529,2.220446049250313e-16
1530,2.220446049250313e-16
1531,2.220446049250313e-16
1532,2.220446049250313e-16
1533,1.1102230246251565e-16
1534,2.220446049250313e-16
1535,4.440892098500626e-16
1536,4.440892098500626e-16
1537,0.0
1538,2.7755575615628914e-17
1539,2.220446049250313e-16
1540,4.440892098500626e-16
1541,2.220446049250313e-16
1542,2.220446049250313e-16
1543,2.220446049250313e-16
1544,8.881784197001252e-16
1545,2.220446049250313e-16
1546,4.440892098500626e-16
1547,2.220446049250313e-16
1548,1.1102230246251565e-16
1549,4.440892098500626e-16
1550,2.220446049250313e-16
1551,2.220446049250313e-16
1552,2.220446049250313e-16
1553,1.1102230246251565e-16
1554,2.220446049250313e-16
1555,2.220446049250313e-16
1556,2.220446049250313e-16
1557,2.220446049250313e-16
1558,1.1102230246251565e-16
1559,1.1102230246251565e-16
1560,4.440892098500626e-16
1561,4.440892098500626e-16
1562,1.1102230246251565e-16
1563,2.220446049250313e-16
1564,4.440892098500626e-16
1565,2.220446049250313e-16
1566,4.440892098500626e-16
1567,2.220446049250313e-16
1568,8.881784197001252e-16
1569,4.440892098500626e-16
1570,4.440892098500626e-16
1571,2.220446049250313e-16
1572,1.7763568394002505e-15
1573,4.440892098500626e-16
1574,8.881784197001252e-16
1575,4.440892098500626e-16
1576,4.440892098500626e-16
1577,8.881784197001252e-16
1578,2.220446049250313e-16
1579,1.1102230246251565e-16
1580,1.1102230246251565e-16
1581,8.881784197001252e-16
1582,5.551115123125783e-17
1583,8.881784197001252e-16
1584,6.661338147750939e-16
1585,1.1102230246251565e-16
1586,4.440892098500626e-16
1587,4.440892098500626e-16
1588,2.220446049250313e-16
1589,4.440892098500626e-16
1590,2.220446049250313e-16
1591,2.220446049250313e-16
1592,2.220446049250313e-16
1593,2.7755575615628914e-17
1594,3.3306690738754696e-16
1595,0.0
1596,2.220446049250313e-16
1597,4.440892098500626e-16
1598,2.220446049250313e-16
1599,4.440892098500626e-16
1600,2.220446049250313e-16
1601,3.552713678800501e-15
1602,4.440892098500626e-16
1603,2.220446049250313e-16
1604,2.220446049250313e-16
1605,0.0
1606,8.881784197001252e-16
1607,0.0
1608,1.3877787807814457e-17
1609,8.881784197001252e-16
1610,1.1102230246251565e-16
1611,1.1102230246251565e-16
1612,1.1102230246251565e-16
1613,2.220446049250313e-16
1614,1.3877787807814457e-17
1615,4.440892098500626e-16
1616,2.220446049250313e-16
1617,2.220446049250313e-16
1618,2.7755575615628914e-17
1619,4.440892098500626e-16
1620,4.440892098500626e-16
1621,8.881784197001252e-16
1622,2.220446049250313e-16
1623,8.881784197001252e-16
1624,2.220446049250313e-16
1625,4.440892098500626e-16
1626,1.3877787807814457e-17
1627,4.440892098500626e-16
1628,1.1102230246251565e-16
1629,4.440892098500626e-16
1630,2.220446049250313e-16
1631,1.1102230246251565e-16
1632,4.440892098500626e-16
1633,2.220446049250313e-16
1634,4.440892098500626e-16
1635,1.1102230246251565e-16
1636,2.220446049250313e-16
1637,2.220446049250313e-16
1638,4.440892098500626e-16
1639,2.220446049250313e-16
1640,2.6645352591003757e-15
1641,2.220446049250313e-16
1642,8.881784197001252e-16
1643,5.551115123125783e-17
1644,4.440892098500626e-16
1645,8.881784197001252e-16
1646,2.220446049250313e-16
1647,4.440892098500626e-16
1648,4.440892098500626e-16
1649,1.3877787807814457e-17
1650,4.440892098500626e-16
1651,2.220446049250313e-16
1652,1.1102230246251565e-16
1653,4.440892098500626e-16
1654,2.220446049250313e-16
1655,0.0
1656,5.551115123125783e-17
1657,1.1102230246251565e-16
1658,8.881784197001252e-16
1659,4.440892098500626e-16
1660,5.551115123125783e-17
1661,2.220446049250313e-16
1662,4.440892098500626e-16
1663,4.440892098500626e-16
1664,8.881784197001252e-16
1665,1.1102230246251565e-16
1666,0.0
1667,2.220446049250313e-16
1668,4.440892098500626e-16
1669,4.440892098500626e-16
1670,4.440892098500626e-16
1671,1.1102230246251565e-16
1672,2.220446049250313e-16
1673,2.220446049250313e-16
1674,8.881784197001252e-16
1675,1.1102230246251565e-16
1676,4.440892098500626e-16
1677,2.220446049250313e-16
1678,4.440892098500626e-16
1679,2.7755575615628914e-17
1680,4.440892098500626e-16
1681,2.220446049250313e-16
1682,2.220446049250313e-16
1683,2.220446049250313e-16
1684,4.440892098500626e-16
1685,4.440892098500626e-16
1686,2.220446049250313e-16
1687,1.1102230246251565e-16
1688,4.440892098500626e-16
1689,8.881784197001252e-16
1690,5.551115123125783e-17
1691,4.440892098500626e-16
1692,8.881784197001252e-16
1693,2.220446049250313e-16
1694,2.220446049250313e-16
1695,1.1102230246251565e-16
1696,4.440892098500626e-16
1697,4.440892098500626e-16
1698,4.440892098500626e-16
1699,2.7755575615628914e-17
1700,2.220446049250313e-16
1701,8.881784197001252e-16
1702,2.220446049250313e-16
1703,0.0
1704,2.220446049250313e-16
1705,2.220446049250313e-16
1706,0.0
1707,2.220446049250313e-16
1708,0.0
1709,2.220446049250313e-16
1710,2.220446049250313e-16
1711,0.0
1712,2.220446049250313e-16
1713,2.220446049250313e-16
1714,0.0
1715,2.220446049250313e-16
1716,4.440892098500626e-16
1717,4.440892098500626e-16
1718,3.469446951953614e-18
1719,0.0
1720,8.881784197001252e-16
1721,2.220446049250313e-16
1722,4.440892098500626e-16
1723,4.440892098500626e-16
1724,2.220446049250313e-16
1725,5.551115123125783e-17
1726,0.0
1727,4.440892098500626e-16
1728,0.0
1729,4.440892098500626e-16
1730,4.440892098500626e-16
1731,4.440892098500626e-16
1732,1.1102230246251565e-16
1733,2.220446049250313e-16
1734,2.220446049250313e-16
1735,2.220446049250313e-16
1736,4.440892098500626e-16
1737,4.440892098500626e-16
1738,4.440892098500626e-16
1739,8.881784197001252e-16
1740,4.440892098500626e-16
1741,4.440892098500626e-16
1742,0.0
1743,1.1102230246251565e-16
1744,0.0
1745,1.1102230246251565e-16
1746,0.0
1747,1.1102230246251565e-16
1748,2.220446049250313e-16
1749,4.440892098500626e-16
1750,2.220446049250313e-16
1751,4.440892098500626e-16
1752,1.1102230246251565e-16
1753,3.552713678800501e-15
1754,2.220446049250313e-16
1755,2.220446049250313e-16
1756,2.220446049250313e-16
1757,1.1102230246251565e-16
1758,2.220446049250313e-16
1759,8.881784197001252e-16
1760,4.440892098500626e-16
1761,2.220446049250313e-16
1762,2.220446049250313e-16
1763,4.440892098500626e-16
1764,1.1102230246251565e-16
1765,2.220446049250313e-16
1766,4.440892098500626e-16
1767,2.220446049250313e-16
1768,1.1102230246251565e-16
1769,8.881784197001252e-16
1770,8.881784197001252e-16
1771,4.440892098500626e-16
1772,4.440892098500626e-16
1773,2.220446049250313e-16
1774,8.881784197001252e-16
1775,5.551115123125783e-17
1776,2.220446049250313e-16
1777,1.7763568394002505e-15
1778,4.440892098500626e-16
1779,8.881784197001252e-16
1780,4.440892098500626e-16
1781,2.220446049250313e-16
1782,2.220446049250313e-16
1783,2.220446049250313e-16
1784,4.440892098500626e-16
1785,4.440892098500626e-16
1786,2.220446049250313e-16
1787,2.220446049250313e-16
1788,4.440892098500626e-16
1789,2.220446049250313e-16
1790,0.0
1791,1.1102230246251565e-16
1792,0.0
1793,1.1102230246251565e-16
1794,4.440892098500626e-16
1795,4.440892098500626e-16
1796,4.440892098500626e-16
1797,4.440892098500626e-16
1798,2.220446049250313e-16
1799,1.1102230246251565e-16
1800,8.881784197001252e-16
1801,8.881784197001252e-16
1802,4.440892098500626e-16
1803,8.881784197001252e-16
1804,5.551115123125783e-17
1805,2.220446049250313e-16
1806,2.220446049250313e-16
1807,4.440892098500626e-16
1808,2.220446049250313e-16
1809,4.440892098500626e-16
1810,4.440892098500626e-16
1811,2.220446049250313e-16
1812,2.220446049250313e-16
1813,1.1102230246251565e-16
1814,2.220446049250313e-16
1815,1.1102230246251565e-16
1816,4.440892098500626e-16
1817,3.552713678800501e-15
1818,5.551115123125783e-17
1819,2.220446049250313e-16
1820,2.220446049250313e-16
1821,4.440892098500626e-16
1822,1.1102230246251565e-16
1823,1.1102230246251565e-16
1824,1.1102230246251565e-16
1825,2.220446049250313e-16
1826,4.440892098500626e-16
1827,5.551115123125783e-17
1828,2.220446049250313e-16
1829,5.551115123125783e-17
1830,6.938893903907228e-18
1831,1.1102230246251565e-16
1832,1.1102230246251565e-16
1833,6.938893903907228e-18
1834,2.220446049250313e-16
1835,2.220446049250313e-16
1836,4.440892098500626e-16
1837,5.551115123125783e-17
1838,4.440892098500626e-16
1839,2.220446049250313e-16
1840,1.1102230246251565e-16
1841,4.440892098500626e-16
1842,2.220446049250313e-16
1843,8.881784197001252e-16
1844,4.440892098500626e-16
1845,0.0
1846,1.1102230246251565e-16
1847,5.551115123125783e-17
1848,6.938893903907228e-18
1849,4.440892098500626e-16
1850,8.881784197001252e-16
1851,2.220446049250313e-16
1852,4.440892098500626e-16
1853,4.440892098500626e-16
1854,2.220446049250313e-16
1855,2.220446049250313e-16
1856,1.1102230246251565e-16
1857,1.1102230246251565e-16
1858,4.440892098500626e-16
1859,4.440892098500626e-16
1860,2.220446049250313e-16
1861,4.440892098500626e-16
1862,8.881784197001252e-16
1863,4.440892098500626e-16
1864,2.220446049250313e-16
1865,4.440892098500626e-16
1866,0.0
1867,1.1102230246251565e-16
1868,4.440892098500626e-16
1869,2.220446049250313e-16
1870,4.440892098500626e-16
1871,2.220446049250313e-16
1872,2.7755575615628914e-17
1873,1.1102230246251565e-16
1874,4.440892098500626e-16
1875,2.220446049250313e-16
1876,2.220446049250313e-16
1877,2.220446049250313e-16
1878,0.0
1879,1.1102230246251565e-16
1880,8.881784197001252e-16
1881,4.440892098500626e-16
1882,4.440892098500626e-16
1883,8.881784197001252e-16
1884,8.881784197001252e-16
1885,4.440892098500626e-16
1886,4.440892098500626e-16
1887,2.220446049250313e-16
1888,4.440892098500626e-16
1889,2.220446049250313e-16
1890,2.220446049250313e-16
1891,1.1102230246251565e-16
1892,0.0
1893,1.3877787807814457e-17
1894,4.440892098500626e-16
1895,8.881784197001252e-16
1896,4.440892098500626e-16
1897,8.881784197001252e-16
1898,4.440892098500626e-16
1899,2.220446049250313e-16
1900,1.1102230246251565e-16
1901,2.220446049250313e-16
1902,2.220446049250313e-16
1903,1.3322676295501878e-15
1904,4.440892098500626e-16
1905,2.220446049250313e-16
1906,5.551115123125783e-17
1907,1.1102230246251565e-16
1908,2.220446049250313e-16
1909,2.220446049250313e-16
1910,0.0
1911,1.1102230246251565e-16
1912,4.440892098500626e-16
1913,4.440892098500626e-16
1914,4.440892098500626e-16
1915,4.440892098500626e-16
1916,2.220446049250313e-16
1917,1.1102230246251565e-16
1918,2.220446049250313e-16
1919,1.7763568394002505e-15
1920,2.220446049250313e-16
1921,4.440892098500626e-16
1922,2.220446049250313e-16
1923,5.551115123125783e-17
1924,1.1102230246251565e-16
1925,2.220446049250313e-16
1926,1.1102230246251565e-16
1927,0.0
1928,4.440892098500626e-16
1929,5.551115123125783e-17
1930,2.220446049250313e-16
1931,4.440892098500626e-16
1932,8.881784197001252e-16
1933,2.220446049250313e-16
1934,0.0
1935,2.7755575615628914e-17
1936,4.440892098500626e-16
1937,4.440892098500626e-16
1938,0.0
1939,4.440892098500626e-16
1940,4.440892098500626e-16
1941,4.440892098500626e-16
1942,1.1102230246251565e-16
1943,2.220446049250313e-16
1944,8.881784197001252e-16
1945,2.220446049250313e-16
1946,4.440892098500626e-16
1947,8.881784197001252e-16
1948,0.0
1949,2.220446049250313e-16
1950,2.220446049250313e-16
1951,2.220446049250313e-16
1952,2.220446049250313e-16
1953,8.881784197001252e-16
1954,4.440892098500626e-16
1955,2.220446049250313e-16
1956,2.220446049250313e-16
1957,4.440892098500626e-16
1958,0.0
1959,2.220446049250313e-16
1960,2.220446049250313e-16
1961,2.220446049250313e-16
1962,4.440892098500626e-16
1963,2.220446049250313e-16
1964,4.440892098500626e-16
1965,1.1102230246251565e-16
1966,4.440892098500626e-16
1967,4.440892098500626e-16
1968,4.440892098500626e-16
1969,8.881784197001252e-16
1970,1.1102230246251565e-16
1971,4.440892098500626e-16
1972,0.0
1973,4.440892098500626e-16
1974,2.220446049250313e-16
1975,2.220446049250313e-16
1976,4.440892098500626e-16
1977,2.220446049250313e-16
1978,1.1102230246251565e-16
1979,4.440892098500626e-16
1980,4.440892098500626e-16
1981,5.551115123125783e-17
1982,4.440892098500626e-16
1983,1.1102230246251565e-16
1984,2.220446049250313e-16
1985,1.1102230246251565e-16
1986,4.440892098500626e-16
1987,4.440892098500626e-16
1988,1.1102230246251565e-16
1989,5.551115123125783e-17
1990,2.7755575615628914e-17
1991,1.1102230246251565e-16
1992,2.7755575615628914e-17
1993,4.440892098500626e-16
1994,2.7755575615628914e-17
1995,2.220446049250313e-16
1996,5.551115123125783e-17
1997,1.1102230246251565e-16
1998,2.220446049250313e-16
1999,3.469446951953614e-18
2000,4.440892098500626e-16
2001,4.440892098500626e-16
2002,8.881784197001252e-16
2003,4.440892098500626e-16
2004,4.440892098500626e-16
2005,4.440892098500626e-16
2006,4.440892098500626e-16
2007,2.220446049250313e-16
2008,0.0
2009,1.1102230246251565e-16
2010,4.440892098500626e-16
2011,1.1102230246251565e-16
2012,4.440892098500626e-16
2013,5.551115123125783e-17
2014,4.440892098500626e-16
2015,4.440892098500626e-16
2016,4.440892098500626e-16
2017,1.3877787807814457e-17
2018,0.0
2019,8.881784197001252e-16
2020,2.220446049250313e-16
2021,5.551115123125783e-17
2022,4.440892098500626e-16
2023,2.220446049250313e-16
2024,4.440892098500626e-16
2025,4.440892098500626e-16
2026,2.220446049250313e-16
2027,2.220446049250313e-16
2028,2.220446049250313e-16
2029,5.551115123125783e-17
2030,2.220446049250313e-16
2031,4.440892098500626e-16
2032,2.7755575615628914e-17
2033,2.220446049250313e-16
2034,1.6653345369377348e-16
2035,1.7763568394002505e-15
2036,4.440892098500626e-16
2037,1.1102230246251565e-16
2038,8.881784197001252e-16
2039,4.440892098500626e-16
2040,4.440892098500626e-16
2041,4.440892098500626e-16
2042,1.7763568394002505e-15
2043,2.220446049250313e-16
2044,4.440892098500626e-16
2045,1.1102230246251565e-16
2046,5.551115123125783e-17
2047,4.440892098500626e-16
2048,4.440892098500626e-16
2049,4.440892098500626e-16
2050,2.220446049250313e-16
2051,1.3877787807814457e-17
2052,2.220446049250313e-16
2053,4.440892098500626e-16
2054,4.440892098500626e-16
2055,2.220446049250313e-16
2056,2.220446049250313e-16
2057,2.7755575615628914e-17
2058,8.881784197001252e-16
2059,5.551115123125783e-17
2060,4.440892098500626e-16
2061,2.220446049250313e-16
2062,2.220446049250313e-16
2063,1.1102230246251565e-16
2064,5.551115123125783e-17
2065,1.1102230246251565e-16
2066,2.220446049250313e-16
2067,4.440892098500626e-16
2068,4.440892098500626e-16
2069,4.440892098500626e-16
2070,4.440892098500626e-16
2071,2.220446049250313e-16
2072,1.1102230246251565e-16
2073,2.220446049250313e-16
2074,4.440892098500626e-16
2075,4.440892098500626e-16
2076,0.0
2077,2.7755575615628914e-17
2078,1.1102230246251565e-16
2079,2.220446049250313e-16
2080,4.440892098500626e-16
2081,4.440892098500626e-16
2082,2.220446049250313e-16
2083,1.1102230246251565e-16
2084,8.881784197001252e-16
2085,0.0
2086,2.220446049250313e-16
2087,4.440892098500626e-16
2088,0.0
2089,8.881784197001252e-16
