sample_index,maximum_recursive_partition_sum_error
1002,2.220446049250313e-16
1003,8.881784197001252e-16
1004,4.440892098500626e-16
1005,2.220446049250313e-16
1006,1.1102230246251565e-16
1007,2.220446049250313e-16
1008,4.440892098500626e-16
1009,2.220446049250313e-16
1010,1.1102230246251565e-16
1011,8.881784197001252e-16
1012,1.1102230246251565e-16
1013,2.220446049250313e-16
1014,4.440892098500626e-16
1015,4.440892098500626e-16
1016,4.440892098500626e-16
1017,1.1102230246251565e-16
1018,1.1102230246251565e-16
1019,4.440892098500626e-16
1020,1.1102230246251565e-16
1021,4.440892098500626e-16
1022,4.440892098500626e-16
1023,2.220446049250313e-16
1024,4.440892098500626e-16
1025,2.220446049250313e-16
1026,1.1102230246251565e-16
1027,5.551115123125783e-17
1028,2.220446049250313e-16
1029,8.881784197001252e-16
1030,1.1102230246251565e-16
1031,4.440892098500626e-16
1032,2.220446049250313e-16
1033,4.440892098500626e-16
1034,2.220446049250313e-16
1035,4.440892098500626e-16
1036,4.440892098500626e-16
1037,4.440892098500626e-16
1038,2.220446049250313e-16
1039,4.440892098500626e-16
1040,4.440892098500626e-16
1041,4.440892098500626e-16
1042,5.551115123125783e-17
1043,1.3877787807814457e-17
1044,1.7763568394002505e-15
1045,2.220446049250313e-16
1046,1.1102230246251565e-16
1047,2.220446049250313e-16
1048,0.0
1049,4.440892098500626e-16
1050,8.881784197001252e-16
1051,4.440892098500626e-16
1052,4.440892098500626e-16
1053,2.220446049250313e-16
1054,2.220446049250313e-16
1055,2.220446049250313e-16
1056,2.220446049250313e-16
1057,4.440892098500626e-16
1058,8.881784197001252e-16
1059,2.220446049250313e-16
1060,4.440892098500626e-16
1061,1.1102230246251565e-16
1062,6.938893903907228e-18
1063,4.440892098500626e-16
1064,4.440892098500626e-16
1065,2.220446049250313e-16
1066,4.440892098500626e-16
1067,4.440892098500626e-16
1068,4.440892098500626e-16
1069,5.551115123125783e-17
1070,2.220446049250313e-16
1071,1.1102230246251565e-16
1072,1.1102230246251565e-16
