sample_index,absolute_closure_error
820,1.1102230246251565e-16
821,0.0
822,0.0
823,0.0
824,1.1102230246251565e-16
825,0.0
826,0.0
827,0.0
828,1.1102230246251565e-16
829,0.0
830,6.938893903907228e-18
831,2.7755575615628914e-17
832,6.938893903907228e-18
833,0.0
834,0.0
835,1.3877787807814457e-17
836,0.0
837,1.1102230246251565e-16
838,1.1102230246251565e-16
839,1.5959455978986625e-16
840,0.0
841,0.0
842,0.0
843,0.0
844,1.3877787807814457e-17
845,0.0
846,2.220446049250313e-16
847,5.551115123125783e-17
848,0.0
849,0.0
850,2.220446049250313e-16
851,2.220446049250313e-16
852,0.0
853,0.0
854,0.0
855,0.0
856,1.1102230246251565e-16
857,0.0
858,0.0
859,0.0
860,2.220446049250313e-16
861,0.0
862,0.0
863,0.0
864,0.0
865,0.0
866,0.0
867,0.0
868,0.0
869,0.0
870,0.0
871,2.220446049250313e-16
872,5.551115123125783e-17
873,1.1102230246251565e-16
874,0.0
875,1.3877787807814457e-17
876,0.0
877,5.551115123125783e-17
878,0.0
879,2.7755575615628914e-17
880,1.1102230246251565e-16
881,1.1102230246251565e-16
882,0.0
883,0.0
884,3.0357660829594124e-17
885,5.551115123125783e-17
886,1.1102230246251565e-16
887,0.0
888,4.440892098500626e-16
889,0.0
890,0.0
891,5.551115123125783e-17
892,4.440892098500626e-16
893,5.551115123125783e-17
894,2.220446049250313e-16
895,4.440892098500626e-16
896,0.0
897,0.0
898,3.122502256758253e-17
899,0.0
900,0.0
901,2.220446049250313e-16
902,2.220446049250313e-16
903,0.0
904,2.220446049250313e-16
905,5.551115123125783e-17
906,0.0
907,0.0
908,0.0
909,5.551115123125783e-17
910,0.0
911,4.440892098500626e-16
912,2.220446049250313e-16
913,3.469446951953614e-17
914,0.0
915,5.551115123125783e-17
916,5.204170427930421e-18
917,0.0
918,0.0
919,0.0
920,4.440892098500626e-16
921,5.551115123125783e-17
922,0.0
923,1.1102230246251565e-16
924,0.0
925,0.0
926,0.0
927,0.0
928,5.551115123125783e-17
929,5.551115123125783e-17
930,1.734723475976807e-18
931,0.0
932,4.440892098500626e-16
933,0.0
934,0.0
935,0.0
936,0.0
937,0.0
938,2.220446049250313e-16
939,0.0
940,2.220446049250313e-16
941,0.0
942,5.551115123125783e-17
943,2.220446049250313e-16
944,5.551115123125783e-17
945,0.0
946,0.0
947,0.0
948,2.220446049250313e-16
949,5.551115123125783e-17
950,5.551115123125783e-17
951,4.440892098500626e-16
952,0.0
953,2.220446049250313e-16
954,0.0
955,0.0
956,0.0
957,1.1102230246251565e-16
958,0.0
959,2.220446049250313e-16
960,0.0
961,1.1102230246251565e-16
962,1.1102230246251565e-16
963,0.0
964,5.551115123125783e-17
965,4.440892098500626e-16
966,0.0
967,0.0
968,0.0
969,0.0
970,1.1102230246251565e-16
971,0.0
972,4.440892098500626e-16
973,6.938893903907228e-18
974,0.0
975,2.220446049250313e-16
976,1.1102230246251565e-16
977,0.0
978,0.0
979,0.0
980,0.0
981,0.0
982,0.0
983,0.0
984,0.0
985,0.0
986,2.7755575615628914e-17
987,0.0
988,1.1102230246251565e-16
989,0.0
990,5.551115123125783e-17
991,5.551115123125783e-17
992,0.0
993,2.7755575615628914e-17
994,0.0
995,5.551115123125783e-17
996,0.0
997,0.0
998,1.734723475976807e-18
999,1.1102230246251565e-16
1000,4.440892098500626e-16
1001,3.469446951953614e-18
1002,1.1102230246251565e-16
1003,0.0
1004,0.0
1005,5.551115123125783e-17
1006,0.0
1007,0.0
1008,0.0
1009,0.0
1010,5.551115123125783e-17
1011,0.0
1012,0.0
1013,2.7755575615628914e-17
1014,1.3877787807814457e-17
1015,0.0
1016,1.1102230246251565e-16
1017,0.0
1018,1.1102230246251565e-16
1019,4.440892098500626e-16
1020,0.0
1021,4.440892098500626e-16
1022,0.0
1023,0.0
1024,6.938893903907228e-18
1025,0.0
1026,1.3877787807814457e-17
1027,0.0
1028,2.7755575615628914e-17
1029,0.0
1030,0.0
1031,0.0
1032,0.0
1033,5.551115123125783e-17
1034,1.1102230246251565e-16
1035,2.220446049250313e-16
1036,2.0816681711721685e-17
1037,0.0
1038,0.0
1039,2.0816681711721685e-17
1040,6.938893903907228e-18
1041,0.0
1042,2.220446049250313e-16
1043,6.938893903907228e-17
1044,0.0
1045,0.0
1046,0.0
1047,1.1102230246251565e-16
1048,0.0
1049,0.0
1050,0.0
1051,0.0
1052,2.7755575615628914e-17
1053,0.0
1054,0.0
1055,0.0
1056,0.0
1057,1.1102230246251565e-16
1058,3.469446951953614e-17
1059,0.0
1060,0.0
1061,0.0
1062,0.0
1063,2.220446049250313e-16
1064,2.220446049250313e-16
1065,0.0
1066,1.1102230246251565e-16
1067,2.220446049250313e-16
1068,0.0
1069,2.7755575615628914e-17
1070,2.7755575615628914e-17
1071,5.551115123125783e-17
1072,1.1102230246251565e-16
1073,5.551115123125783e-17
1074,5.551115123125783e-17
1075,0.0
1076,0.0
1077,0.0
1078,0.0
1079,0.0
1080,5.551115123125783e-17
1081,0.0
1082,1.1102230246251565e-16
1083,0.0
1084,0.0
1085,0.0
1086,0.0
1087,0.0
1088,5.551115123125783e-17
1089,0.0
1090,0.0
1091,0.0
1092,1.1102230246251565e-16
1093,0.0
1094,0.0
1095,1.1102230246251565e-16
1096,0.0
1097,2.220446049250313e-16
1098,0.0
1099,2.7755575615628914e-17
1100,5.551115123125783e-17
1101,0.0
1102,2.220446049250313e-16
1103,2.7755575615628914e-17
1104,5.551115123125783e-17
1105,1.1102230246251565e-16
1106,6.938893903907228e-18
1107,5.551115123125783e-17
1108,1.3877787807814457e-17
1109,0.0
1110,2.220446049250313e-16
1111,0.0
1112,0.0
1113,8.326672684688674e-17
1114,1.1102230246251565e-16
1115,2.220446049250313e-16
1116,0.0
1117,0.0
1118,2.220446049250313e-16
1119,1.1102230246251565e-16
1120,0.0
1121,0.0
1122,2.7755575615628914e-17
1123,0.0
1124,1.1102230246251565e-16
1125,1.249000902703301e-16
1126,0.0
1127,1.1102230246251565e-16
1128,0.0
1129,2.220446049250313e-16
1130,2.7755575615628914e-17
1131,0.0
1132,0.0
1133,1.1102230246251565e-16
1134,0.0
1135,5.551115123125783e-17
1136,1.0408340855860843e-17
1137,0.0
1138,0.0
1139,0.0
1140,0.0
1141,5.551115123125783e-17
1142,2.220446049250313e-16
1143,0.0
1144,2.220446049250313e-16
1145,5.551115123125783e-17
1146,0.0
1147,1.1102230246251565e-16
1148,0.0
1149,0.0
1150,0.0
1151,0.0
1152,0.0
1153,1.6653345369377348e-16
1154,0.0
1155,0.0
1156,0.0
1157,3.469446951953614e-18
1158,5.551115123125783e-17
1159,0.0
1160,0.0
1161,0.0
1162,0.0
1163,0.0
1164,0.0
1165,1.3877787807814457e-17
1166,1.1102230246251565e-16
1167,0.0
1168,1.1102230246251565e-16
1169,1.1102230246251565e-16
1170,0.0
1171,0.0
1172,0.0
1173,0.0
1174,5.637851296924623e-18
1175,0.0
1176,1.1102230246251565e-16
1177,1.1102230246251565e-16
1178,0.0
1179,0.0
1180,0.0
1181,1.1102230246251565e-16
1182,0.0
1183,6.938893903907228e-18
1184,0.0
1185,0.0
1186,2.220446049250313e-16
1187,0.0
1188,4.440892098500626e-16
1189,1.1102230246251565e-16
1190,5.551115123125783e-17
1191,8.881784197001252e-16
1192,1.1102230246251565e-16
1193,5.551115123125783e-17
1194,0.0
1195,4.163336342344337e-17
1196,0.0
1197,2.220446049250313e-16
1198,1.1102230246251565e-16
1199,2.7755575615628914e-17
1200,0.0
1201,0.0
1202,0.0
1203,8.673617379884035e-18
1204,5.551115123125783e-17
1205,1.1102230246251565e-16
1206,0.0
1207,0.0
1208,2.220446049250313e-16
1209,0.0
1210,0.0
1211,0.0
1212,2.220446049250313e-16
1213,1.1102230246251565e-16
1214,0.0
1215,1.1102230246251565e-16
1216,0.0
1217,1.1102230246251565e-16
1218,0.0
1219,0.0
1220,1.3877787807814457e-17
1221,5.551115123125783e-17
1222,1.1102230246251565e-16
1223,0.0
1224,0.0
1225,1.1102230246251565e-16
1226,1.1102230246251565e-16
1227,0.0
1228,5.551115123125783e-17
1229,0.0
1230,0.0
1231,0.0
1232,0.0
1233,1.3877787807814457e-17
1234,2.220446049250313e-16
1235,0.0
1236,0.0
1237,2.7755575615628914e-17
1238,0.0
1239,2.7755575615628914e-17
1240,1.1102230246251565e-16
1241,0.0
1242,2.220446049250313e-16
1243,0.0
1244,0.0
1245,0.0
1246,2.220446049250313e-16
1247,4.440892098500626e-16
1248,0.0
1249,0.0
1250,2.7755575615628914e-17
1251,0.0
1252,5.551115123125783e-17
1253,0.0
1254,0.0
1255,1.1102230246251565e-16
1256,0.0
1257,2.7755575615628914e-17
1258,1.1102230246251565e-16
1259,0.0
1260,0.0
1261,0.0
1262,6.938893903907228e-18
1263,0.0
1264,0.0
1265,4.163336342344337e-17
1266,0.0
1267,1.1102230246251565e-16
1268,2.220446049250313e-16
1269,0.0
1270,2.7755575615628914e-17
1271,0.0
1272,1.9949319973733282e-17
1273,0.0
1274,0.0
1275,0.0
1276,0.0
1277,0.0
1278,0.0
1279,0.0
1280,0.0
1281,1.3877787807814457e-17
1282,2.220446049250313e-16
1283,0.0
1284,0.0
1285,0.0
1286,3.469446951953614e-18
1287,0.0
1288,5.551115123125783e-17
1289,0.0
1290,0.0
1291,0.0
1292,1.1102230246251565e-16
1293,1.1102230246251565e-16
1294,0.0
1295,0.0
1296,1.214306433183765e-17
1297,0.0
1298,0.0
1299,2.220446049250313e-16
1300,0.0
1301,0.0
1302,2.220446049250313e-16
1303,8.326672684688674e-17
1304,0.0
1305,0.0
1306,5.551115123125783e-17
1307,2.0816681711721685e-17
1308,1.1102230246251565e-16
1309,0.0
1310,0.0
1311,1.1102230246251565e-16
1312,0.0
1313,2.220446049250313e-16
1314,5.551115123125783e-17
1315,0.0
1316,5.551115123125783e-17
1317,2.7755575615628914e-17
1318,2.7755575615628914e-17
1319,1.1102230246251565e-16
1320,0.0
1321,2.220446049250313e-16
1322,0.0
1323,0.0
1324,5.551115123125783e-17
1325,1.1102230246251565e-16
1326,0.0
1327,0.0
1328,0.0
1329,0.0
1330,1.1102230246251565e-16
1331,1.1102230246251565e-16
1332,0.0
1333,0.0
1334,0.0
1335,0.0
1336,0.0
1337,0.0
1338,0.0
1339,2.7755575615628914e-17
1340,0.0
1341,4.440892098500626e-16
1342,5.551115123125783e-17
1343,5.551115123125783e-17
1344,0.0
1345,0.0
1346,0.0
1347,2.7755575615628914e-17
1348,1.1102230246251565e-16
1349,0.0
1350,1.1102230246251565e-16
1351,0.0
1352,0.0
1353,1.1102230246251565e-16
1354,0.0
1355,0.0
1356,0.0
1357,5.551115123125783e-17
1358,0.0
1359,0.0
1360,0.0
1361,2.220446049250313e-16
1362,1.1102230246251565e-16
1363,0.0
1364,4.163336342344337e-17
1365,0.0
1366,0.0
1367,0.0
1368,0.0
1369,2.220446049250313e-16
1370,0.0
1371,3.469446951953614e-18
1372,0.0
1373,0.0
1374,2.7755575615628914e-17
1375,0.0
1376,0.0
1377,0.0
1378,5.551115123125783e-17
1379,6.938893903907228e-18
1380,0.0
1381,0.0
1382,0.0
1383,2.220446049250313e-16
1384,2.220446049250313e-16
1385,0.0
1386,0.0
1387,1.3877787807814457e-17
1388,1.3877787807814457e-17
1389,1.1102230246251565e-16
1390,6.938893903907228e-18
1391,0.0
1392,0.0
1393,1.1102230246251565e-16
1394,0.0
1395,0.0
1396,0.0
1397,1.1102230246251565e-16
1398,0.0
1399,0.0
1400,0.0
1401,0.0
1402,1.1102230246251565e-16
1403,0.0
1404,5.551115123125783e-17
1405,0.0
1406,2.7755575615628914e-17
1407,0.0
1408,1.1102230246251565e-16
1409,1.1102230246251565e-16
1410,0.0
1411,0.0
1412,7.632783294297951e-17
1413,0.0
1414,0.0
1415,0.0
1416,0.0
1417,1.1102230246251565e-16
1418,4.440892098500626e-16
1419,0.0
1420,2.220446049250313e-16
1421,0.0
1422,0.0
1423,0.0
1424,5.551115123125783e-17
1425,0.0
1426,4.440892098500626e-16
1427,0.0
1428,0.0
1429,0.0
1430,2.7755575615628914e-17
1431,0.0
1432,0.0
1433,1.1102230246251565e-16
