n,covariance_condition_number,covariance_minimum_eigenvalue,ledoit_wolf_shrinkage,calibration_score_median,calibration_score_95_quantile
192,101.19948525546654,0.007892559257750885,0.139650493679397,19.53533576616038,46.57461716909162
256,41.09170539442588,0.00402222057058867,0.23305398356410997,33.51133359719766,73.29656546677084
