n,sample_index,model,relation_identical,order_measurable_q_identical,shared_random_q_identical,rank_gap_q_identical,coordinate_q_identical,coordinate_q_centered_rms_difference
32,145,beta_skew,True,True,True,True,False,0.18105305431752863
32,146,power_anisotropic,True,True,True,True,False,0.20911199154643226
32,146,beta_skew,True,True,True,True,False,0.20261375929828307
32,147,power_anisotropic,True,True,True,True,False,0.17372213801165115
32,147,beta_skew,True,True,True,True,False,0.18033445513575969
32,148,power_anisotropic,True,True,True,True,False,0.23436342502391844
32,148,beta_skew,True,True,True,True,False,0.21675794272590687
32,149,power_anisotropic,True,True,True,True,False,0.22684693276794002
32,149,beta_skew,True,True,True,True,False,0.22056911302462723
32,150,power_anisotropic,True,True,True,True,False,0.2217028586730646
32,150,beta_skew,True,True,True,True,False,0.20103331289948556
32,151,power_anisotropic,True,True,True,True,False,0.22564835285528448
32,151,beta_skew,True,True,True,True,False,0.20812793348362169
32,152,power_anisotropic,True,True,True,True,False,0.21129710939086183
32,152,beta_skew,True,True,True,True,False,0.18090158453091817
32,153,power_anisotropic,True,True,True,True,False,0.20103274983898695
32,153,beta_skew,True,True,True,True,False,0.1803551507086169
32,154,power_anisotropic,True,True,True,True,False,0.22729774592411767
32,154,beta_skew,True,True,True,True,False,0.17634963051901598
32,155,power_anisotropic,True,True,True,True,False,0.21897348605085018
32,155,beta_skew,True,True,True,True,False,0.1861078919398088
32,156,power_anisotropic,True,True,True,True,False,0.21024184164672702
32,156,beta_skew,True,True,True,True,False,0.19414969872030854
32,157,power_anisotropic,True,True,True,True,False,0.1951710726022104
32,157,beta_skew,True,True,True,True,False,0.19974160420542073
32,158,power_anisotropic,True,True,True,True,False,0.20501785836521103
32,158,beta_skew,True,True,True,True,False,0.20903831410453216
32,159,power_anisotropic,True,True,True,True,False,0.19533539700004673
32,159,beta_skew,True,True,True,True,False,0.16589139979729692
32,160,power_anisotropic,True,True,True,True,False,0.22042030136596852
32,160,beta_skew,True,True,True,True,False,0.19845755356331551
32,161,power_anisotropic,True,True,True,True,False,0.23521115462552383
32,161,beta_skew,True,True,True,True,False,0.18430668791715166
32,162,power_anisotropic,True,True,True,True,False,0.20398683998168454
32,162,beta_skew,True,True,True,True,False,0.1988605240801046
32,163,power_anisotropic,True,True,True,True,False,0.20601550237574948
32,163,beta_skew,True,True,True,True,False,0.1981914430434267
32,164,power_anisotropic,True,True,True,True,False,0.21450648196879055
32,164,beta_skew,True,True,True,True,False,0.1985258703277738
32,165,power_anisotropic,True,True,True,True,False,0.2354678533792008
32,165,beta_skew,True,True,True,True,False,0.21070768653617425
32,166,power_anisotropic,True,True,True,True,False,0.21339925824054384
32,166,beta_skew,True,True,True,True,False,0.18460572952787507
32,167,power_anisotropic,True,True,True,True,False,0.19731845339226536
32,167,beta_skew,True,True,True,True,False,0.21014233809821348
32,168,power_anisotropic,True,True,True,True,False,0.21977118110281096
32,168,beta_skew,True,True,True,True,False,0.19929989888989375
32,169,power_anisotropic,True,True,True,True,False,0.23576305638326278
32,169,beta_skew,True,True,True,True,False,0.2012738797144003
32,170,power_anisotropic,True,True,True,True,False,0.23462969645201726
32,170,beta_skew,True,True,True,True,False,0.18398516923751046
32,171,power_anisotropic,True,True,True,True,False,0.18200647466732148
32,171,beta_skew,True,True,True,True,False,0.214530712800623
32,172,power_anisotropic,True,True,True,True,False,0.21488187016402488
32,172,beta_skew,True,True,True,True,False,0.21673379821979616
32,173,power_anisotropic,True,True,True,True,False,0.21564635920763475
32,173,beta_skew,True,True,True,True,False,0.21545076370015223
