n,sample_index,model,relation_identical,order_measurable_q_identical,shared_random_q_identical,rank_gap_q_identical,coordinate_q_identical,coordinate_q_centered_rms_difference
32,222,beta_skew,True,True,True,True,False,0.20725023854398136
32,223,power_anisotropic,True,True,True,True,False,0.22502516032438996
32,223,beta_skew,True,True,True,True,False,0.1935572665720797
32,224,power_anisotropic,True,True,True,True,False,0.1887755971161426
32,224,beta_skew,True,True,True,True,False,0.2218184834418417
32,225,power_anisotropic,True,True,True,True,False,0.20373980949478032
32,225,beta_skew,True,True,True,True,False,0.17456219922125807
32,226,power_anisotropic,True,True,True,True,False,0.21578842246085542
32,226,beta_skew,True,True,True,True,False,0.2014157608609041
32,227,power_anisotropic,True,True,True,True,False,0.2212879821363526
32,227,beta_skew,True,True,True,True,False,0.20475941189867194
32,228,power_anisotropic,True,True,True,True,False,0.2297617120266026
32,228,beta_skew,True,True,True,True,False,0.20733453523050976
32,229,power_anisotropic,True,True,True,True,False,0.2150467689897139
32,229,beta_skew,True,True,True,True,False,0.18950785458706335
32,230,power_anisotropic,True,True,True,True,False,0.20157261986853914
32,230,beta_skew,True,True,True,True,False,0.20046070314581838
32,231,power_anisotropic,True,True,True,True,False,0.20268233882708875
32,231,beta_skew,True,True,True,True,False,0.17383630089049534
32,232,power_anisotropic,True,True,True,True,False,0.17020194653543158
32,232,beta_skew,True,True,True,True,False,0.1756983235515307
32,233,power_anisotropic,True,True,True,True,False,0.22720752953991183
32,233,beta_skew,True,True,True,True,False,0.20361860891511624
32,234,power_anisotropic,True,True,True,True,False,0.2174827391869213
32,234,beta_skew,True,True,True,True,False,0.21671336719592788
32,235,power_anisotropic,True,True,True,True,False,0.20407357959069422
32,235,beta_skew,True,True,True,True,False,0.19066575670153557
32,236,power_anisotropic,True,True,True,True,False,0.194824357473766
32,236,beta_skew,True,True,True,True,False,0.18995683571583272
32,237,power_anisotropic,True,True,True,True,False,0.23618538754952717
32,237,beta_skew,True,True,True,True,False,0.19681319290533744
32,238,power_anisotropic,True,True,True,True,False,0.17848089796475464
32,238,beta_skew,True,True,True,True,False,0.1803196515841506
32,239,power_anisotropic,True,True,True,True,False,0.24546089913644348
32,239,beta_skew,True,True,True,True,False,0.19900611407673596
32,240,power_anisotropic,True,True,True,True,False,0.23175614842372186
32,240,beta_skew,True,True,True,True,False,0.22812564306806515
32,241,power_anisotropic,True,True,True,True,False,0.215207618734492
32,241,beta_skew,True,True,True,True,False,0.19456321428183412
32,242,power_anisotropic,True,True,True,True,False,0.20885647284508257
32,242,beta_skew,True,True,True,True,False,0.19519572200987328
32,243,power_anisotropic,True,True,True,True,False,0.1993250176836269
32,243,beta_skew,True,True,True,True,False,0.20460246227698367
32,244,power_anisotropic,True,True,True,True,False,0.21349301493201067
32,244,beta_skew,True,True,True,True,False,0.18178068516253984
32,245,power_anisotropic,True,True,True,True,False,0.2024239020715186
32,245,beta_skew,True,True,True,True,False,0.19639150245407394
32,246,power_anisotropic,True,True,True,True,False,0.2226750677215805
32,246,beta_skew,True,True,True,True,False,0.18042480861132268
32,247,power_anisotropic,True,True,True,True,False,0.20527422482273563
32,247,beta_skew,True,True,True,True,False,0.20352943230961965
32,248,power_anisotropic,True,True,True,True,False,0.21080581269173354
32,248,beta_skew,True,True,True,True,False,0.19891184442895168
32,249,power_anisotropic,True,True,True,True,False,0.2035602477117625
32,249,beta_skew,True,True,True,True,False,0.2078459399125213
64,0,power_anisotropic,True,True,True,True,False,0.21114238351835418
64,0,beta_skew,True,True,True,True,False,0.20041135296565843
64,1,power_anisotropic,True,True,True,True,False,0.21557700268656002
64,1,beta_skew,True,True,True,True,False,0.2136481650664224
64,2,power_anisotropic,True,True,True,True,False,0.1899345943595278
64,2,beta_skew,True,True,True,True,False,0.21425757067983833
64,3,power_anisotropic,True,True,True,True,False,0.1897568845813859
64,3,beta_skew,True,True,True,True,False,0.20099268467673104
64,4,power_anisotropic,True,True,True,True,False,0.22912630214513538
64,4,beta_skew,True,True,True,True,False,0.19932659910764527
64,5,power_anisotropic,True,True,True,True,False,0.21969484289120536
64,5,beta_skew,True,True,True,True,False,0.2068954191447277
64,6,power_anisotropic,True,True,True,True,False,0.19978207465135692
64,6,beta_skew,True,True,True,True,False,0.19456416274461413
64,7,power_anisotropic,True,True,True,True,False,0.20236245730813976
64,7,beta_skew,True,True,True,True,False,0.2004612257694293
64,8,power_anisotropic,True,True,True,True,False,0.2077651326813827
64,8,beta_skew,True,True,True,True,False,0.19273335067337743
64,9,power_anisotropic,True,True,True,True,False,0.20802113604938866
64,9,beta_skew,True,True,True,True,False,0.18305366107150925
64,10,power_anisotropic,True,True,True,True,False,0.21209995850209748
64,10,beta_skew,True,True,True,True,False,0.19842317411811125
64,11,power_anisotropic,True,True,True,True,False,0.20553153191854837
64,11,beta_skew,True,True,True,True,False,0.19497565016330182
64,12,power_anisotropic,True,True,True,True,False,0.21620588433773794
64,12,beta_skew,True,True,True,True,False,0.18303318773554114
64,13,power_anisotropic,True,True,True,True,False,0.20143588878136606
64,13,beta_skew,True,True,True,True,False,0.20222719819078191
64,14,power_anisotropic,True,True,True,True,False,0.18828403086743192
64,14,beta_skew,True,True,True,True,False,0.2021240849010375
64,15,power_anisotropic,True,True,True,True,False,0.21578275881348394
64,15,beta_skew,True,True,True,True,False,0.19719588147840458
64,16,power_anisotropic,True,True,True,True,False,0.20800424168404733
64,16,beta_skew,True,True,True,True,False,0.20240139823128842
64,17,power_anisotropic,True,True,True,True,False,0.209023039720152
64,17,beta_skew,True,True,True,True,False,0.21212632757176333
64,18,power_anisotropic,True,True,True,True,False,0.22040062861770218
64,18,beta_skew,True,True,True,True,False,0.2002599657046822
64,19,power_anisotropic,True,True,True,True,False,0.19356354083966915
64,19,beta_skew,True,True,True,True,False,0.1785962690349834
64,20,power_anisotropic,True,True,True,True,False,0.19957714534431992
64,20,beta_skew,True,True,True,True,False,0.20313788632023455
64,21,power_anisotropic,True,True,True,True,False,0.21167775086729465
64,21,beta_skew,True,True,True,True,False,0.1855329997966746
64,22,power_anisotropic,True,True,True,True,False,0.19284721713956507
64,22,beta_skew,True,True,True,True,False,0.17840809846267053
64,23,power_anisotropic,True,True,True,True,False,0.21676199093802279
64,23,beta_skew,True,True,True,True,False,0.20745219035524684
64,24,power_anisotropic,True,True,True,True,False,0.20030955631126596
64,24,beta_skew,True,True,True,True,False,0.21122339690624095
64,25,power_anisotropic,True,True,True,True,False,0.19654300283110668
64,25,beta_skew,True,True,True,True,False,0.18352971780414684
64,26,power_anisotropic,True,True,True,True,False,0.18843770058877957
64,26,beta_skew,True,True,True,True,False,0.19486737887853797
64,27,power_anisotropic,True,True,True,True,False,0.2125251478925389
64,27,beta_skew,True,True,True,True,False,0.19673590101163868
64,28,power_anisotropic,True,True,True,True,False,0.21274286729798883
64,28,beta_skew,True,True,True,True,False,0.19388640293571832
64,29,power_anisotropic,True,True,True,True,False,0.20335337161231115
64,29,beta_skew,True,True,True,True,False,0.17690527573503942
64,30,power_anisotropic,True,True,True,True,False,0.2001927666064957
64,30,beta_skew,True,True,True,True,False,0.203982274522438
64,31,power_anisotropic,True,True,True,True,False,0.18105230787400145
64,31,beta_skew,True,True,True,True,False,0.18168034195686678
64,32,power_anisotropic,True,True,True,True,False,0.20419494836013535
64,32,beta_skew,True,True,True,True,False,0.19985456427338594
64,33,power_anisotropic,True,True,True,True,False,0.2052015818024296
64,33,beta_skew,True,True,True,True,False,0.19108639464691077
64,34,power_anisotropic,True,True,True,True,False,0.20711989297442687
64,34,beta_skew,True,True,True,True,False,0.21039771636071666
64,35,power_anisotropic,True,True,True,True,False,0.2088630083230528
64,35,beta_skew,True,True,True,True,False,0.20930279430447632
64,36,power_anisotropic,True,True,True,True,False,0.20114845633494763
64,36,beta_skew,True,True,True,True,False,0.21508827518594115
64,37,power_anisotropic,True,True,True,True,False,0.2080663389309068
64,37,beta_skew,True,True,True,True,False,0.20367146494725252
64,38,power_anisotropic,True,True,True,True,False,0.19062222769643777
64,38,beta_skew,True,True,True,True,False,0.18504327358778375
64,39,power_anisotropic,True,True,True,True,False,0.19416511286515922
64,39,beta_skew,True,True,True,True,False,0.18418532592449843
64,40,power_anisotropic,True,True,True,True,False,0.2182983231822572
64,40,beta_skew,True,True,True,True,False,0.21010837334966193
64,41,power_anisotropic,True,True,True,True,False,0.20849435808100944
64,41,beta_skew,True,True,True,True,False,0.18738516674687494
64,42,power_anisotropic,True,True,True,True,False,0.2162235426162049
64,42,beta_skew,True,True,True,True,False,0.2095464839736937
64,43,power_anisotropic,True,True,True,True,False,0.20541230154868956
64,43,beta_skew,True,True,True,True,False,0.1841521073662657
64,44,power_anisotropic,True,True,True,True,False,0.20341148284111527
64,44,beta_skew,True,True,True,True,False,0.20088160240706662
64,45,power_anisotropic,True,True,True,True,False,0.18072186070107424
64,45,beta_skew,True,True,True,True,False,0.16969725009772063
64,46,power_anisotropic,True,True,True,True,False,0.2238456406574928
64,46,beta_skew,True,True,True,True,False,0.20865682570348065
64,47,power_anisotropic,True,True,True,True,False,0.2298226444514072
64,47,beta_skew,True,True,True,True,False,0.21034357944488247
64,48,power_anisotropic,True,True,True,True,False,0.1960170057539612
64,48,beta_skew,True,True,True,True,False,0.19511710204687105
64,49,power_anisotropic,True,True,True,True,False,0.2030455914974436
64,49,beta_skew,True,True,True,True,False,0.19435732868209277
64,50,power_anisotropic,True,True,True,True,False,0.19650312632488762
64,50,beta_skew,True,True,True,True,False,0.18882658259743904
64,51,power_anisotropic,True,True,True,True,False,0.20058708036518413
64,51,beta_skew,True,True,True,True,False,0.19179313638174775
64,52,power_anisotropic,True,True,True,True,False,0.2342517884874432
64,52,beta_skew,True,True,True,True,False,0.22754136950017587
64,53,power_anisotropic,True,True,True,True,False,0.18782974353768606
64,53,beta_skew,True,True,True,True,False,0.19143520395576752
64,54,power_anisotropic,True,True,True,True,False,0.20761707001145044
64,54,beta_skew,True,True,True,True,False,0.1957912229364477
64,55,power_anisotropic,True,True,True,True,False,0.18678883861868742
64,55,beta_skew,True,True,True,True,False,0.17597167480784306
64,56,power_anisotropic,True,True,True,True,False,0.2057545657474758
64,56,beta_skew,True,True,True,True,False,0.1977508394887758
64,57,power_anisotropic,True,True,True,True,False,0.21309172715159397
64,57,beta_skew,True,True,True,True,False,0.20068684737688147
64,58,power_anisotropic,True,True,True,True,False,0.22054945500907724
64,58,beta_skew,True,True,True,True,False,0.18949162288857177
64,59,power_anisotropic,True,True,True,True,False,0.18758616223507998
64,59,beta_skew,True,True,True,True,False,0.18857929302396836
64,60,power_anisotropic,True,True,True,True,False,0.22959739245737515
64,60,beta_skew,True,True,True,True,False,0.19498462408488015
64,61,power_anisotropic,True,True,True,True,False,0.20364711560162393
64,61,beta_skew,True,True,True,True,False,0.2050141911509031
64,62,power_anisotropic,True,True,True,True,False,0.20359918097797652
64,62,beta_skew,True,True,True,True,False,0.17932713301861944
64,63,power_anisotropic,True,True,True,True,False,0.19939621751057723
64,63,beta_skew,True,True,True,True,False,0.20386076095249608
64,64,power_anisotropic,True,True,True,True,False,0.1976461435958358
64,64,beta_skew,True,True,True,True,False,0.20206570824363065
64,65,power_anisotropic,True,True,True,True,False,0.20139431044992157
64,65,beta_skew,True,True,True,True,False,0.20111364801197015
64,66,power_anisotropic,True,True,True,True,False,0.2023015986607967
64,66,beta_skew,True,True,True,True,False,0.2094496774219822
64,67,power_anisotropic,True,True,True,True,False,0.20323053128067456
64,67,beta_skew,True,True,True,True,False,0.19376354206414395
64,68,power_anisotropic,True,True,True,True,False,0.1953269937909464
64,68,beta_skew,True,True,True,True,False,0.2001603229452911
64,69,power_anisotropic,True,True,True,True,False,0.2041419870617828
64,69,beta_skew,True,True,True,True,False,0.18896787670983206
64,70,power_anisotropic,True,True,True,True,False,0.20014719982650273
64,70,beta_skew,True,True,True,True,False,0.19051191652058716
64,71,power_anisotropic,True,True,True,True,False,0.20203716179287676
64,71,beta_skew,True,True,True,True,False,0.17594262412216574
64,72,power_anisotropic,True,True,True,True,False,0.20131443170818417
64,72,beta_skew,True,True,True,True,False,0.2088576295687047
64,73,power_anisotropic,True,True,True,True,False,0.23265813357081383
64,73,beta_skew,True,True,True,True,False,0.2016396644361038
64,74,power_anisotropic,True,True,True,True,False,0.21565200536402096
64,74,beta_skew,True,True,True,True,False,0.1834579871065513
64,75,power_anisotropic,True,True,True,True,False,0.2099395405450503
64,75,beta_skew,True,True,True,True,False,0.19763193039509425
64,76,power_anisotropic,True,True,True,True,False,0.18737452662276596
64,76,beta_skew,True,True,True,True,False,0.18678388192957274
64,77,power_anisotropic,True,True,True,True,False,0.21734795899017065
64,77,beta_skew,True,True,True,True,False,0.1889241869526957
64,78,power_anisotropic,True,True,True,True,False,0.19751342752975987
64,78,beta_skew,True,True,True,True,False,0.19188212006369645
64,79,power_anisotropic,True,True,True,True,False,0.20519919089460542
64,79,beta_skew,True,True,True,True,False,0.20740742167023463
64,80,power_anisotropic,True,True,True,True,False,0.20095595753859052
64,80,beta_skew,True,True,True,True,False,0.1811995256623583
64,81,power_anisotropic,True,True,True,True,False,0.18537602827291927
64,81,beta_skew,True,True,True,True,False,0.19386936424861215
64,82,power_anisotropic,True,True,True,True,False,0.19761681711004503
64,82,beta_skew,True,True,True,True,False,0.17959294167131656
64,83,power_anisotropic,True,True,True,True,False,0.18951847192604496
64,83,beta_skew,True,True,True,True,False,0.2056203624416152
64,84,power_anisotropic,True,True,True,True,False,0.20571507544593504
64,84,beta_skew,True,True,True,True,False,0.17775850982192876
64,85,power_anisotropic,True,True,True,True,False,0.18785028378146693
64,85,beta_skew,True,True,True,True,False,0.2031414968850423
64,86,power_anisotropic,True,True,True,True,False,0.1990212315545232
64,86,beta_skew,True,True,True,True,False,0.19730729369515954
64,87,power_anisotropic,True,True,True,True,False,0.20264859192645313
64,87,beta_skew,True,True,True,True,False,0.19094850838639704
64,88,power_anisotropic,True,True,True,True,False,0.2102007555114565
64,88,beta_skew,True,True,True,True,False,0.20527478787902637
64,89,power_anisotropic,True,True,True,True,False,0.17741603475395618
64,89,beta_skew,True,True,True,True,False,0.1747984247728281
64,90,power_anisotropic,True,True,True,True,False,0.19946883698118512
64,90,beta_skew,True,True,True,True,False,0.1890330403992616
64,91,power_anisotropic,True,True,True,True,False,0.2022791195618413
64,91,beta_skew,True,True,True,True,False,0.18717901679291357
64,92,power_anisotropic,True,True,True,True,False,0.20357021557554927
64,92,beta_skew,True,True,True,True,False,0.18405097215008392
64,93,power_anisotropic,True,True,True,True,False,0.19334667971816574
64,93,beta_skew,True,True,True,True,False,0.19586733140230986
64,94,power_anisotropic,True,True,True,True,False,0.22041738237606825
64,94,beta_skew,True,True,True,True,False,0.1916574715008717
64,95,power_anisotropic,True,True,True,True,False,0.20731283789071042
64,95,beta_skew,True,True,True,True,False,0.1842215856218316
64,96,power_anisotropic,True,True,True,True,False,0.19830189447576885
64,96,beta_skew,True,True,True,True,False,0.1982654288075377
64,97,power_anisotropic,True,True,True,True,False,0.19900973776174283
64,97,beta_skew,True,True,True,True,False,0.20556609411092444
64,98,power_anisotropic,True,True,True,True,False,0.2020143661306369
64,98,beta_skew,True,True,True,True,False,0.1994866077925339
64,99,power_anisotropic,True,True,True,True,False,0.20826915662330892
64,99,beta_skew,True,True,True,True,False,0.20362642026943628
64,100,power_anisotropic,True,True,True,True,False,0.2160793637373315
64,100,beta_skew,True,True,True,True,False,0.19681470546155977
64,101,power_anisotropic,True,True,True,True,False,0.1910433059859497
64,101,beta_skew,True,True,True,True,False,0.1846846182080647
64,102,power_anisotropic,True,True,True,True,False,0.2202471724991382
64,102,beta_skew,True,True,True,True,False,0.1985084411880845
64,103,power_anisotropic,True,True,True,True,False,0.1965061767478575
64,103,beta_skew,True,True,True,True,False,0.20260988321074502
64,104,power_anisotropic,True,True,True,True,False,0.21746941285083463
64,104,beta_skew,True,True,True,True,False,0.20766371806425044
64,105,power_anisotropic,True,True,True,True,False,0.1983557454400659
64,105,beta_skew,True,True,True,True,False,0.194328908976545
64,106,power_anisotropic,True,True,True,True,False,0.21661677178328836
64,106,beta_skew,True,True,True,True,False,0.20783563301961305
64,107,power_anisotropic,True,True,True,True,False,0.20312681256243637
64,107,beta_skew,True,True,True,True,False,0.18544846888419952
64,108,power_anisotropic,True,True,True,True,False,0.1893091260355165
64,108,beta_skew,True,True,True,True,False,0.1943519725451749
64,109,power_anisotropic,True,True,True,True,False,0.1975890796965657
64,109,beta_skew,True,True,True,True,False,0.18602330444794674
64,110,power_anisotropic,True,True,True,True,False,0.21213377745110426
64,110,beta_skew,True,True,True,True,False,0.18399692044066307
64,111,power_anisotropic,True,True,True,True,False,0.18556828354168828
64,111,beta_skew,True,True,True,True,False,0.18651848526744136
64,112,power_anisotropic,True,True,True,True,False,0.21662319132705843
64,112,beta_skew,True,True,True,True,False,0.18443069910739007
64,113,power_anisotropic,True,True,True,True,False,0.20236969975041977
64,113,beta_skew,True,True,True,True,False,0.18637245931251306
64,114,power_anisotropic,True,True,True,True,False,0.19541841080519798
64,114,beta_skew,True,True,True,True,False,0.18708687781122443
64,115,power_anisotropic,True,True,True,True,False,0.21141075028184136
64,115,beta_skew,True,True,True,True,False,0.1926919323048708
64,116,power_anisotropic,True,True,True,True,False,0.19611886126304182
64,116,beta_skew,True,True,True,True,False,0.1881311888417661
64,117,power_anisotropic,True,True,True,True,False,0.20433993168785808
64,117,beta_skew,True,True,True,True,False,0.2046990134587575
64,118,power_anisotropic,True,True,True,True,False,0.20946165351484863
64,118,beta_skew,True,True,True,True,False,0.2033481299102716
64,119,power_anisotropic,True,True,True,True,False,0.19627169343721818
64,119,beta_skew,True,True,True,True,False,0.19332441447551557
64,120,power_anisotropic,True,True,True,True,False,0.20594211926960157
64,120,beta_skew,True,True,True,True,False,0.207909520967127
64,121,power_anisotropic,True,True,True,True,False,0.21485593042615703
64,121,beta_skew,True,True,True,True,False,0.19166513558361553
64,122,power_anisotropic,True,True,True,True,False,0.21871992415935188
64,122,beta_skew,True,True,True,True,False,0.2123287123147533
64,123,power_anisotropic,True,True,True,True,False,0.20609696190314414
64,123,beta_skew,True,True,True,True,False,0.21935289681503434
64,124,power_anisotropic,True,True,True,True,False,0.198836302728435
64,124,beta_skew,True,True,True,True,False,0.19506928448510266
64,125,power_anisotropic,True,True,True,True,False,0.20649281391841465
64,125,beta_skew,True,True,True,True,False,0.17500306873318486
64,126,power_anisotropic,True,True,True,True,False,0.2053552823297388
64,126,beta_skew,True,True,True,True,False,0.18906654732711858
64,127,power_anisotropic,True,True,True,True,False,0.1857192131574308
64,127,beta_skew,True,True,True,True,False,0.1955491667576975
64,128,power_anisotropic,True,True,True,True,False,0.17771313831648522
64,128,beta_skew,True,True,True,True,False,0.1728007599818951
64,129,power_anisotropic,True,True,True,True,False,0.22751962828446742
64,129,beta_skew,True,True,True,True,False,0.19512126876917252
64,130,power_anisotropic,True,True,True,True,False,0.21375809840029172
64,130,beta_skew,True,True,True,True,False,0.20373260485279146
64,131,power_anisotropic,True,True,True,True,False,0.21554787178420473
64,131,beta_skew,True,True,True,True,False,0.1963543468973775
64,132,power_anisotropic,True,True,True,True,False,0.22099396099941546
64,132,beta_skew,True,True,True,True,False,0.20993196058071542
64,133,power_anisotropic,True,True,True,True,False,0.21454538452327
64,133,beta_skew,True,True,True,True,False,0.19713780300009665
64,134,power_anisotropic,True,True,True,True,False,0.209872902494158
64,134,beta_skew,True,True,True,True,False,0.2023952127181399
64,135,power_anisotropic,True,True,True,True,False,0.2221043034971841
64,135,beta_skew,True,True,True,True,False,0.20543111976430753
64,136,power_anisotropic,True,True,True,True,False,0.2055613572932052
64,136,beta_skew,True,True,True,True,False,0.18046974317717512
64,137,power_anisotropic,True,True,True,True,False,0.2117634281761662
64,137,beta_skew,True,True,True,True,False,0.1998798828246555
64,138,power_anisotropic,True,True,True,True,False,0.19191613015632664
64,138,beta_skew,True,True,True,True,False,0.1783009304635067
64,139,power_anisotropic,True,True,True,True,False,0.2296841139758468
64,139,beta_skew,True,True,True,True,False,0.19295072693349197
64,140,power_anisotropic,True,True,True,True,False,0.220524333895385
64,140,beta_skew,True,True,True,True,False,0.2008024990300073
64,141,power_anisotropic,True,True,True,True,False,0.19549189342438483
64,141,beta_skew,True,True,True,True,False,0.18082522747357532
64,142,power_anisotropic,True,True,True,True,False,0.21918902207443836
64,142,beta_skew,True,True,True,True,False,0.1866432341989831
64,143,power_anisotropic,True,True,True,True,False,0.2045549559734137
64,143,beta_skew,True,True,True,True,False,0.2004650299022247
64,144,power_anisotropic,True,True,True,True,False,0.20099930537004684
64,144,beta_skew,True,True,True,True,False,0.1834616108458457
64,145,power_anisotropic,True,True,True,True,False,0.221135467611452
64,145,beta_skew,True,True,True,True,False,0.19116701141862524
64,146,power_anisotropic,True,True,True,True,False,0.18910454196913473
64,146,beta_skew,True,True,True,True,False,0.17066771853580118
64,147,power_anisotropic,True,True,True,True,False,0.21702487902959672
64,147,beta_skew,True,True,True,True,False,0.20779059028422764
64,148,power_anisotropic,True,True,True,True,False,0.19481821793743492
64,148,beta_skew,True,True,True,True,False,0.19998837814530004
64,149,power_anisotropic,True,True,True,True,False,0.21348745865642385
64,149,beta_skew,True,True,True,True,False,0.19430371541332125
64,150,power_anisotropic,True,True,True,True,False,0.19113293419977218
64,150,beta_skew,True,True,True,True,False,0.1757839189882581
64,151,power_anisotropic,True,True,True,True,False,0.19327390762054447
64,151,beta_skew,True,True,True,True,False,0.1849045684497652
64,152,power_anisotropic,True,True,True,True,False,0.22166375399214308
64,152,beta_skew,True,True,True,True,False,0.18746023050658225
64,153,power_anisotropic,True,True,True,True,False,0.20847839054816775
64,153,beta_skew,True,True,True,True,False,0.20954532922942035
64,154,power_anisotropic,True,True,True,True,False,0.21924164674499594
64,154,beta_skew,True,True,True,True,False,0.18561830483167466
64,155,power_anisotropic,True,True,True,True,False,0.2238137680031522
64,155,beta_skew,True,True,True,True,False,0.20407531735194814
64,156,power_anisotropic,True,True,True,True,False,0.21296884403672442
64,156,beta_skew,True,True,True,True,False,0.18648792122524238
64,157,power_anisotropic,True,True,True,True,False,0.21060443161718873
64,157,beta_skew,True,True,True,True,False,0.20351741698214051
64,158,power_anisotropic,True,True,True,True,False,0.21901026269413496
64,158,beta_skew,True,True,True,True,False,0.19702554081194848
64,159,power_anisotropic,True,True,True,True,False,0.19085693270374532
64,159,beta_skew,True,True,True,True,False,0.1908653114898366
64,160,power_anisotropic,True,True,True,True,False,0.22140876313986335
64,160,beta_skew,True,True,True,True,False,0.20267768015582582
64,161,power_anisotropic,True,True,True,True,False,0.1998862612757276
64,161,beta_skew,True,True,True,True,False,0.18801936881879422
64,162,power_anisotropic,True,True,True,True,False,0.2117157842355221
64,162,beta_skew,True,True,True,True,False,0.20563859945551108
64,163,power_anisotropic,True,True,True,True,False,0.21832474868781548
64,163,beta_skew,True,True,True,True,False,0.21837720026983304
64,164,power_anisotropic,True,True,True,True,False,0.21963597301701537
64,164,beta_skew,True,True,True,True,False,0.20025289543586458
64,165,power_anisotropic,True,True,True,True,False,0.22048693423119894
64,165,beta_skew,True,True,True,True,False,0.19196230545513815
64,166,power_anisotropic,True,True,True,True,False,0.20466869271458255
64,166,beta_skew,True,True,True,True,False,0.19867004750866885
64,167,power_anisotropic,True,True,True,True,False,0.19851966394256598
64,167,beta_skew,True,True,True,True,False,0.20076560615779343
64,168,power_anisotropic,True,True,True,True,False,0.21451494890284134
64,168,beta_skew,True,True,True,True,False,0.20651386973322908
64,169,power_anisotropic,True,True,True,True,False,0.21600190772287775
64,169,beta_skew,True,True,True,True,False,0.1831412682867632
64,170,power_anisotropic,True,True,True,True,False,0.19824808102330924
64,170,beta_skew,True,True,True,True,False,0.19481171888769075
64,171,power_anisotropic,True,True,True,True,False,0.19367508061157074
64,171,beta_skew,True,True,True,True,False,0.18925292391293014
64,172,power_anisotropic,True,True,True,True,False,0.19942517148068062
64,172,beta_skew,True,True,True,True,False,0.20000395934550438
64,173,power_anisotropic,True,True,True,True,False,0.22952740647540815
64,173,beta_skew,True,True,True,True,False,0.18366484581097067
64,174,power_anisotropic,True,True,True,True,False,0.206642045933489
64,174,beta_skew,True,True,True,True,False,0.2012343420242538
64,175,power_anisotropic,True,True,True,True,False,0.1943709394746128
64,175,beta_skew,True,True,True,True,False,0.1901406455416592
64,176,power_anisotropic,True,True,True,True,False,0.17425082920495086
64,176,beta_skew,True,True,True,True,False,0.1896645418374462
64,177,power_anisotropic,True,True,True,True,False,0.20984643434441197
64,177,beta_skew,True,True,True,True,False,0.19887997347220063
64,178,power_anisotropic,True,True,True,True,False,0.20559870365644345
64,178,beta_skew,True,True,True,True,False,0.17852516134002164
64,179,power_anisotropic,True,True,True,True,False,0.17192986562332602
64,179,beta_skew,True,True,True,True,False,0.191266928096028
64,180,power_anisotropic,True,True,True,True,False,0.20696371576225017
64,180,beta_skew,True,True,True,True,False,0.19964503724128135
64,181,power_anisotropic,True,True,True,True,False,0.20922418369704227
64,181,beta_skew,True,True,True,True,False,0.19957818689850512
64,182,power_anisotropic,True,True,True,True,False,0.21166220835659202
64,182,beta_skew,True,True,True,True,False,0.1955479876914553
64,183,power_anisotropic,True,True,True,True,False,0.2001259339843256
64,183,beta_skew,True,True,True,True,False,0.18784692857341476
64,184,power_anisotropic,True,True,True,True,False,0.21275891996809768
64,184,beta_skew,True,True,True,True,False,0.20433543888014685
64,185,power_anisotropic,True,True,True,True,False,0.19692888317375556
64,185,beta_skew,True,True,True,True,False,0.1910523961991828
64,186,power_anisotropic,True,True,True,True,False,0.1970862437863256
64,186,beta_skew,True,True,True,True,False,0.20047021981458946
64,187,power_anisotropic,True,True,True,True,False,0.21774731993711402
64,187,beta_skew,True,True,True,True,False,0.19083758191361763
64,188,power_anisotropic,True,True,True,True,False,0.20573184944856637
64,188,beta_skew,True,True,True,True,False,0.2010399622107483
64,189,power_anisotropic,True,True,True,True,False,0.19785114291304956
64,189,beta_skew,True,True,True,True,False,0.19404240771837486
64,190,power_anisotropic,True,True,True,True,False,0.20802198385650902
64,190,beta_skew,True,True,True,True,False,0.1997133016635454
64,191,power_anisotropic,True,True,True,True,False,0.21051603102491817
64,191,beta_skew,True,True,True,True,False,0.178392680716469
64,192,power_anisotropic,True,True,True,True,False,0.20801406587635782
64,192,beta_skew,True,True,True,True,False,0.20479633237934097
64,193,power_anisotropic,True,True,True,True,False,0.2024834793683889
64,193,beta_skew,True,True,True,True,False,0.2000131620583788
64,194,power_anisotropic,True,True,True,True,False,0.2268194952259079
64,194,beta_skew,True,True,True,True,False,0.1948216807470839
64,195,power_anisotropic,True,True,True,True,False,0.20655461402976724
64,195,beta_skew,True,True,True,True,False,0.19708556045797082
64,196,power_anisotropic,True,True,True,True,False,0.1982845060350338
64,196,beta_skew,True,True,True,True,False,0.21089825724840736
64,197,power_anisotropic,True,True,True,True,False,0.22983096404330597
64,197,beta_skew,True,True,True,True,False,0.2129706793882966
64,198,power_anisotropic,True,True,True,True,False,0.2047520148439548
64,198,beta_skew,True,True,True,True,False,0.20308709336997863
64,199,power_anisotropic,True,True,True,True,False,0.18777528991557027
64,199,beta_skew,True,True,True,True,False,0.18195112990011653
64,200,power_anisotropic,True,True,True,True,False,0.20735549562428637
64,200,beta_skew,True,True,True,True,False,0.20769143809137114
64,201,power_anisotropic,True,True,True,True,False,0.21612639645656506
64,201,beta_skew,True,True,True,True,False,0.20331904793204528
64,202,power_anisotropic,True,True,True,True,False,0.2049988441921424
64,202,beta_skew,True,True,True,True,False,0.20455810975199498
64,203,power_anisotropic,True,True,True,True,False,0.20126884961268854
64,203,beta_skew,True,True,True,True,False,0.19181722933971673
64,204,power_anisotropic,True,True,True,True,False,0.20939665302730268
