n,family,sample_index,q_score,p_value,compatible_at_alpha,hellinger_squared,ordering_fraction,target_ordering_fraction,ordering_fraction_mismatch,perturbation_fraction,profile_m0,profile_m1,profile_m2,profile_m3,profile_m4,profile_m5
96,cover_deletion,47,26.083492199675383,0.896414342629482,True,0.0059358680800898345,0.5021929824561403,,0.0,0.0,0.13231441048034934,0.09606986899563319,0.08078602620087336,0.06375545851528384,0.05414847161572053,0.043668122270742356
96,cover_deletion,48,21.943129041162788,0.9721115537848606,True,0.006861987783370549,0.47543859649122805,,0.0,0.0,0.14990774907749077,0.09824723247232472,0.07749077490774908,0.061808118081180814,0.06826568265682657,0.04658671586715867
96,cover_deletion,49,21.63661139374252,0.9721115537848606,True,0.003941017968605798,0.5054824561403509,,0.0,0.0,0.12841648590021693,0.10108459869848156,0.0824295010845987,0.06811279826464209,0.054663774403470713,0.04598698481561822
96,cover_deletion,0,48.919998047432586,0.15139442231075698,True,0.010472568958708184,0.4232456140350877,,0.0,0.1,0.1378238341968912,0.11917098445595854,0.08911917098445596,0.07202072538860103,0.058031088082901555,0.05699481865284974
96,cover_deletion,1,35.503789210023896,0.5697211155378487,True,0.009174716046914555,0.49473684210526314,,0.0,0.1,0.13874113475177305,0.10859929078014184,0.07845744680851063,0.06870567375886524,0.057180851063829786,0.05186170212765957
96,cover_deletion,2,40.126346174206034,0.4302788844621514,True,0.006360979619861706,0.4953947368421053,,0.0,0.1,0.10801239486498451,0.10668437361664453,0.07835325365205843,0.06728640991589199,0.061531651173085435,0.05754758742806552
96,cover_deletion,3,35.35197677738078,0.5776892430278885,True,0.012902669393595079,0.44013157894736843,,0.0,0.1,0.13801694070752366,0.11758844045839562,0.08868958644743398,0.07125062282012955,0.0622820129546587,0.04982561036372696
96,cover_deletion,4,45.09163042623722,0.250996015936255,True,0.009940932084819831,0.41228070175438597,,0.0,0.1,0.13829787234042554,0.11914893617021277,0.09042553191489362,0.08297872340425531,0.06063829787234042,0.05159574468085106
96,cover_deletion,5,38.18960172326706,0.4820717131474104,True,0.006260238990688949,0.4918859649122807,,0.0,0.1,0.1270619705751226,0.10566205974141775,0.08247882300490414,0.07400802496656264,0.06241640659830584,0.047258136424431565
96,cover_deletion,6,71.6455965299048,0.00796812749003984,False,0.0147161874860402,0.4278508771929825,,0.0,0.1,0.15274218349564325,0.13121476166068682,0.09533572526909277,0.06765761148129165,0.06817016914402871,0.06509482316760636
