n,row,column,covariance,precision
96,8,9,3.3509318258592e-07,68590.87094925722
96,8,10,-3.519273498859971e-07,68531.62371155055
96,8,11,4.5001197006977163e-07,63223.69339200087
96,8,12,1.9979967218563807e-07,67026.49704399005
96,8,13,-6.320369115862672e-07,71490.26227050276
96,8,14,-3.1689974318220934e-07,69212.91466607434
96,8,15,-7.027394796941875e-07,70104.20264683444
96,8,16,-8.043184470185292e-07,72985.05237923167
96,8,17,-2.9868997295584633e-07,68945.55896219755
96,8,18,-1.554402422310696e-07,65107.83988708169
96,8,19,6.548793834578708e-07,55774.14187062735
96,8,20,-7.701178829564074e-07,74083.35436448455
96,8,21,-9.880173157509935e-07,73847.11096881818
96,8,22,-6.823941390186051e-08,65094.50980799295
96,8,23,-9.47489399592546e-07,74759.63186571455
96,8,24,-7.610000590287172e-07,71182.67876326955
96,8,25,-8.418512775242052e-07,75057.43864317457
96,8,26,-5.680519931857726e-07,65196.55356763283
96,8,27,-9.982156495089657e-07,76605.9022395224
96,8,28,-9.8673157973221e-07,77102.0943001724
96,8,29,-6.913613620158413e-07,70924.79261491688
96,8,30,-3.4042797333369476e-07,61004.1533788806
96,8,31,-2.3724969197664694e-07,60566.86662326405
96,8,32,-4.671915491985318e-07,60954.87808516677
96,8,33,-5.530058794480466e-07,65944.40952993369
96,8,34,-1.9617327629772696e-07,53921.04872822852
96,8,35,-8.742222282719529e-06,74066.90062287965
96,9,0,7.176043700380035e-07,70014.43724566446
96,9,1,2.3359472308518766e-07,71526.91272971395
96,9,2,-1.4023181163998377e-07,71330.61472256116
96,9,3,2.327711772173368e-06,63751.49656462579
96,9,4,-9.977667417394775e-07,74645.89061531612
96,9,5,1.039281609324314e-06,66935.10939151302
96,9,6,9.155046823205406e-07,65048.982782388324
96,9,7,-4.045820545880738e-07,72369.5745677425
96,9,8,3.3509318258592e-07,68590.87094925721
96,9,9,1.2752810212425856e-05,156784.1466724773
96,9,10,-9.564401371227496e-08,68635.61365272987
96,9,11,-2.2018901485391113e-07,68302.19081041237
96,9,12,-3.2078764588608475e-07,71718.04737308797
96,9,13,-8.64525320241488e-08,69541.53898458861
96,9,14,-9.286044927249937e-07,76720.1623126433
96,9,15,-1.8152350417187131e-06,83438.29299555799
96,9,16,4.526178565369105e-08,68208.62776299429
96,9,17,-2.907836878392968e-07,70829.02444132553
96,9,18,-3.941370052805673e-07,74241.03072648506
96,9,19,4.9812221715898354e-08,64683.087365513544
96,9,20,7.518144842934988e-08,66259.8905541676
96,9,21,-5.099039603623648e-07,70493.87458679808
96,9,22,3.6733973227110347e-07,54673.79360761223
96,9,23,-6.711620202880956e-07,68073.64816152651
96,9,24,-2.2231629597618737e-07,64159.275652801574
96,9,25,-7.646946452459091e-08,63442.19011944033
96,9,26,1.9143853648541627e-07,54176.856826674375
96,9,27,-9.311866219647326e-07,81971.34346033495
96,9,28,-2.8128302016830797e-07,62795.653032109134
96,9,29,-8.141004052701679e-07,81870.50673664843
96,9,30,4.0214064746822166e-08,53397.80167722056
96,9,31,-5.800764480351309e-07,77688.63674646213
96,9,32,-4.8349241075446144e-08,52468.389194039286
96,9,33,-6.829977977482516e-07,72389.25890828665
96,9,34,-1.8176608106602078e-07,51275.186647177215
96,9,35,-8.004384490712738e-06,75718.32076438844
96,10,0,-6.6676103290138075e-06,74832.75364075253
96,10,1,-2.435912286285635e-06,70781.42486896212
96,10,2,-1.9611189054827355e-06,70274.78350033073
96,10,3,-1.4818925340295474e-06,69252.34614348682
96,10,4,7.995673780044133e-07,64884.95249177542
96,10,5,-1.9379174238544833e-06,74131.54771638091
96,10,6,7.873402623379584e-07,64384.82340981183
96,10,7,3.52543968875655e-08,65482.73599055963
96,10,8,-3.519273498859971e-07,68531.62371155055
96,10,9,-9.564401371227496e-08,68635.61365272988
96,10,10,1.2808691234343329e-05,161786.21488123285
96,10,11,-3.890373937016438e-07,73475.62717656023
96,10,12,2.148348669978351e-07,66521.74729200204
96,10,13,-1.785006541497581e-07,73021.58493656614
96,10,14,1.5050384360534447e-06,55833.16951421155
96,10,15,-3.3590884727058943e-07,76848.00763885454
96,10,16,-8.650516380297431e-07,86595.96216230675
96,10,17,3.938838748048002e-07,63694.98666365826
96,10,18,-3.6466515159420725e-07,78818.48748075523
96,10,19,-7.201570795621086e-07,83052.6670146284
96,10,20,5.848510194412865e-07,62243.16179672774
96,10,21,6.208255778514556e-07,54875.157248783646
96,10,22,-5.285777166010174e-07,77189.77932211121
96,10,23,3.97194529107326e-07,54080.47666389425
96,10,24,8.640420505079985e-07,56873.631640347616
96,10,25,5.295542501862073e-07,59855.43674267256
96,10,26,-5.075945713237447e-07,80095.0211734977
96,10,27,1.4142688926528162e-07,67875.84168356685
96,10,28,3.409845263930211e-07,65089.538262826594
96,10,29,-8.159128144636327e-07,91411.91221542808
96,10,30,3.1139480588184663e-07,55636.58707293744
96,10,31,5.799207976590488e-07,49451.77776409617
96,10,32,4.5674713796694323e-08,66497.53441785421
96,10,33,-2.6881983483170443e-07,75545.9449454103
96,10,34,4.2198863415793835e-07,46441.75372906362
96,10,35,-1.083781247828914e-06,74165.66477595297
96,11,0,-7.169025925308543e-07,70498.41176036262
96,11,1,-1.4934964732116305e-06,72518.46846309924
96,11,2,-6.707063640796797e-07,69049.32277032027
96,11,3,2.8691238785640457e-07,67738.84189702374
96,11,4,1.71825979087001e-06,61446.77450184599
96,11,5,8.174701424179466e-08,67526.33588281828
96,11,6,-5.88757386640405e-07,71965.16765994582
96,11,7,5.496178184484311e-07,62127.494372409354
96,11,8,4.5001197006977163e-07,63223.69339200087
96,11,9,-2.2018901485391113e-07,68302.19081041237
96,11,10,-3.890373937016438e-07,73475.62717656023
96,11,11,9.821528623089736e-06,177966.89545868896
96,11,12,-3.155406439742827e-07,70230.87241951661
96,11,13,-3.7543618352614045e-07,69141.26708052526
96,11,14,5.329594757971262e-07,60082.07302554575
96,11,15,-8.163544254071077e-07,75523.40263589197
96,11,16,-4.4241260588911495e-07,75561.00737545449
96,11,17,1.1064178612790957e-07,61251.2831224223
96,11,18,2.453911148238247e-07,62538.43286119941
96,11,19,-1.2950516086596874e-06,90217.70881037807
96,11,20,-4.554894841458055e-07,74132.13966868471
96,11,21,-9.074062590287382e-07,79789.71973826825
96,11,22,5.227576768985635e-08,60976.31122668252
96,11,23,3.208498835431888e-07,53994.56995717153
96,11,24,-2.8760282964762254e-07,70670.58397950046
96,11,25,-2.409001234124344e-08,58315.12867600134
96,11,26,-3.89274558894742e-07,70630.4971853303
96,11,27,-2.638830495327301e-07,67559.78441225487
96,11,28,-2.6340221834708826e-07,68747.15319762418
96,11,29,-6.302811092775523e-10,63635.31977124596
96,11,30,-1.2696904142275128e-07,60802.23435276847
96,11,31,-3.986808099829903e-07,75113.22710606593
96,11,32,-1.479628550402805e-07,57731.535681509624
96,11,33,-8.758766202669049e-08,51632.03034486427
96,11,34,-4.14475633539762e-07,72441.9368439791
96,11,35,-2.6864177929679685e-06,71612.83572391856
96,12,0,-1.1107859381758191e-07,67820.70520761878
96,12,1,-1.0255451070148822e-06,70525.13942250697
96,12,2,-1.320806419316918e-06,71052.01244464674
96,12,3,-8.511478879273995e-07,70826.01806476736
96,12,4,1.9539695692755916e-07,66821.85146612694
96,12,5,-1.2117886225814009e-06,73033.00397279458
96,12,6,-4.3351823387790764e-07,68637.80982509472
96,12,7,-1.4616478599721098e-06,78055.7443847253
96,12,8,1.9979967218563807e-07,67026.49704399005
96,12,9,-3.2078764588608475e-07,71718.04737308797
96,12,10,2.148348669978351e-07,66521.74729200204
96,12,11,-3.155406439742827e-07,70230.87241951661
96,12,12,1.0353144251991298e-05,169811.90116798514
96,12,13,-3.822551228799746e-07,71754.92076569203
96,12,14,2.543333453998368e-07,66537.7227665625
96,12,15,-1.105787224388318e-06,80422.0411509429
96,12,16,2.1767289105255463e-07,62027.14352407304
96,12,17,4.4571796360651187e-07,60923.44280119265
96,12,18,-1.389595084356626e-07,73952.911778667
96,12,19,3.5999688835237405e-07,59684.886410553256
96,12,20,-2.9274473727656636e-07,74235.18479724685
96,12,21,-2.222322716581559e-07,72597.22377480687
96,12,22,-2.1278931338680811e-07,71371.3613871917
96,12,23,1.896505206903085e-07,63191.982314015615
96,12,24,-1.9269163402802668e-08,68816.15965554415
96,12,25,1.6553894307735792e-07,65522.415541925984
96,12,26,-1.380636508707239e-07,69832.84706059034
96,12,27,-2.9061416104872e-07,70135.72034688483
96,12,28,-1.1464539627221487e-07,65011.91474148623
96,12,29,3.1035274122212974e-07,55485.05025738616
96,12,30,4.020166208262275e-08,59241.71289842984
96,12,31,-1.4810034232214797e-07,70125.0872002173
96,12,32,-2.31241638274327e-07,69770.44463109635
96,12,33,-1.9046367372550358e-07,62050.343413731665
96,12,34,1.4611185615876625e-07,49712.02403929522
96,12,35,-2.161286889378388e-06,73686.38799989635
96,13,0,-5.571266237811545e-06,72853.2553074645
96,13,1,-1.7037804436900201e-06,69000.0561912142
96,13,2,-2.5057374453476043e-06,73432.24225533348
96,13,3,-1.2702495454011497e-06,66149.13483365344
96,13,4,-1.602804210185475e-06,72393.27056922711
96,13,5,-3.420944035093653e-07,66989.09718680449
96,13,6,-4.2370633823324395e-07,68397.33380082072
96,13,7,-1.3024038422060155e-06,76105.93779780276
96,13,8,-6.320369115862672e-07,71490.26227050276
96,13,9,-8.64525320241488e-08,69541.53898458861
96,13,10,-1.785006541497581e-07,73021.58493656614
96,13,11,-3.7543618352614045e-07,69141.26708052526
96,13,12,-3.822551228799746e-07,71754.92076569202
96,13,13,8.628728688303594e-06,193886.20081726328
96,13,14,5.462952287010367e-08,70019.73184170449
96,13,15,9.138898573769857e-07,61366.473982170515
96,13,16,4.34196515189821e-07,67721.1026698118
96,13,17,1.7429374645655983e-07,70042.88651096767
96,13,18,2.3005613258700972e-07,69236.12972148517
96,13,19,-3.699506441258136e-08,69693.61003436126
96,13,20,4.4092631782856286e-07,68292.87746774495
96,13,21,6.814577358986773e-07,63823.26468851288
96,13,22,4.266302880562934e-08,75073.3315850909
96,13,23,-7.867573608081747e-08,70775.77841641555
96,13,24,5.462241107169057e-07,58597.891334468244
96,13,25,1.4160499828079372e-07,70928.07274634448
96,13,26,1.0334523698849297e-07,70697.59810450916
96,13,27,6.095199877665742e-07,53307.53058423211
96,13,28,4.6583803916023113e-07,61067.11679952056
96,13,29,-3.65223154726332e-08,72027.02120324716
96,13,30,7.133154555985333e-07,48280.11453249586
96,13,31,-8.266253921021077e-08,80122.36264073674
96,13,32,4.5851717923792784e-07,57237.471522912696
96,13,33,3.1451587389432004e-07,57415.36926665056
96,13,34,5.214548286351537e-07,43268.42490862944
96,13,35,1.5288407221869848e-06,75020.01598281456
96,14,0,-4.577825881832174e-06,70623.17922208326
96,14,1,-3.31772427157666e-06,71763.54267779374
96,14,2,-2.8822305555853575e-06,74156.400655851
96,14,3,-1.753175703050591e-06,70729.2182797618
96,14,4,6.29461259472352e-07,63313.05834862003
96,14,5,-1.590951001602802e-06,71626.30177270483
96,14,6,-8.364593774235953e-07,73346.3191392953
96,14,7,-1.4077113465021143e-06,78094.19326494218
96,14,8,-3.1689974318220934e-07,69212.91466607433
96,14,9,-9.286044927249937e-07,76720.1623126433
96,14,10,1.5050384360534447e-06,55833.16951421154
96,14,11,5.329594757971262e-07,60082.07302554575
96,14,12,2.543333453998368e-07,66537.72276656251
96,14,13,5.462952287010367e-08,70019.73184170449
96,14,14,9.038741414963041e-06,192806.3743569582
96,14,15,6.601076736688601e-07,63746.29380726416
96,14,16,3.6030122178159653e-07,65901.06614759886
96,14,17,-1.9613642401532323e-07,75268.12239959389
96,14,18,1.3387594840294982e-07,72047.28393130227
96,14,19,-2.0439966059763477e-08,68883.33187018569
96,14,20,1.036947215875349e-06,51217.94471923818
96,14,21,1.2221601854252717e-07,70927.42659113648
96,14,22,2.43638904582839e-07,65894.6180952548
96,14,23,3.6954602456340476e-07,67191.23115437655
96,14,24,3.5333890235002885e-07,70340.92628587481
96,14,25,7.675067923659621e-07,54103.72826090726
96,14,26,2.423342696118498e-07,63939.734749750576
96,14,27,2.116572893463487e-07,65245.40223761208
96,14,28,6.364029352681597e-07,53747.62341353196
96,14,29,1.364743777037447e-07,64175.66856881352
96,14,30,-1.7149454599521115e-07,85794.9390514713
