n,row,column,covariance,precision
128,12,42,-4.956981875204979e-07,153828.5207711075
128,12,43,-3.3651125990978353e-07,90128.33318055753
128,12,44,-1.327961391693355e-07,58581.75017097001
128,12,45,-1.3483272963933337e-07,78055.13505938178
128,12,46,-2.1177108592994264e-07,79595.842363604
128,12,47,-1.513197117065482e-07,86141.73361588267
128,12,48,-3.7467351159303676e-07,118860.56469558884
128,12,49,-3.267443918657403e-07,112047.0577099942
128,12,50,-6.910136621060799e-08,43512.241144992455
128,12,51,-2.0158371717119816e-07,85609.85517091077
128,12,52,-1.5075286546955895e-07,75341.37643908212
128,12,53,-2.7092622944725485e-06,95199.28652670633
128,13,0,4.1410703287019276e-07,94944.30839905566
128,13,1,4.950719161485072e-07,93687.42672238225
128,13,2,4.62825700499267e-07,94300.64547737401
128,13,3,4.993381411944145e-07,90982.10004122299
128,13,4,5.386389521373063e-07,90167.05111745061
128,13,5,-1.565582150049456e-08,94655.95940568602
128,13,6,-2.2330160495676563e-07,94155.87066263307
128,13,7,5.403891461884498e-07,79021.93191362196
128,13,8,-7.411351958328943e-08,94106.86783393892
128,13,9,4.5669630603308315e-08,96801.21720728865
128,13,10,4.840154478694684e-07,83235.84753504557
128,13,11,1.3325376041727708e-07,92399.81614670837
128,13,12,-2.3506189922167866e-08,101522.78203223158
128,13,13,5.606779526877242e-06,304079.19037754403
128,13,14,-2.178704494312909e-07,97908.383210823
128,13,15,-2.0167862779228435e-07,89581.09546318723
128,13,16,-7.609095930581727e-07,124853.1371312492
128,13,17,-1.9504065496293415e-07,96383.59436722173
128,13,18,-3.793717398257078e-07,110290.34163147208
128,13,19,-4.358375128677799e-07,105697.83059362104
128,13,20,8.348266926879261e-09,78609.48606003131
128,13,21,2.2884405788424668e-07,74061.50926945223
128,13,22,-6.377961596566167e-08,83291.61202005354
128,13,23,2.604576171175474e-07,74466.72304613558
128,13,24,-3.8233237038458883e-07,116291.71239122783
128,13,25,-4.48733688035485e-07,117134.42355294854
128,13,26,1.062354688530035e-07,75547.75159981786
128,13,27,-2.2951744106589722e-07,109265.82042925543
128,13,28,1.6543587283332683e-08,68892.64238374663
128,13,29,-6.931350663073326e-07,131571.27129719668
128,13,30,-2.6525455544566608e-08,85301.91207681963
128,13,31,-1.463834726129257e-07,88936.70259051418
128,13,32,-1.6130156326746726e-09,81551.36473500059
128,13,33,-3.8270007906780835e-07,105717.50227671053
128,13,34,-6.414694894471902e-07,150584.37787856915
128,13,35,-1.1804897713233303e-07,95500.27613008548
128,13,36,-4.852283684707871e-08,81114.30270116082
128,13,37,-4.242443007103971e-08,81663.53265742876
128,13,38,-1.150944827017651e-07,85490.66950732691
128,13,39,1.0592752147366598e-07,51543.955895396255
128,13,40,-1.9847841345561699e-07,98297.6071446984
128,13,41,-8.927836986036677e-08,106349.8552213123
128,13,42,-2.6046465146280327e-07,113687.07112762619
128,13,43,-3.8351359734461524e-07,118367.95994632554
128,13,44,1.2247072365938152e-07,41028.577952684114
128,13,45,-1.70989181626651e-07,102204.69081620374
128,13,46,-2.7896903888113954e-07,107480.2773438002
128,13,47,-2.907485723822913e-07,122180.30618948473
128,13,48,-7.350349751288035e-08,71236.57374509356
128,13,49,-6.420426782734782e-10,45784.77866827876
128,13,50,-2.3620088881007132e-07,109182.35632701173
128,13,51,-1.0099137024031524e-07,85121.04554104667
128,13,52,-3.7994129535998354e-08,65648.80875710973
128,13,53,-1.8890536541314848e-06,96828.5046187731
128,14,0,-1.9757244109865323e-06,103903.28119332303
128,14,1,-1.8709488565576545e-06,105022.66383438936
128,14,2,2.1303055278664451e-07,77775.29844841003
128,14,3,-9.82256014163917e-07,97060.95369366523
128,14,4,-1.0654260983431055e-06,109627.69466318982
128,14,5,-3.184513233226037e-07,97899.94356929096
128,14,6,-7.242912200095069e-08,98781.18684868308
128,14,7,-6.438773012321917e-07,117656.89818243374
128,14,8,1.3047936730194953e-07,89405.17224318841
128,14,9,2.1669106855770235e-07,79309.99108069453
128,14,10,5.591217666743851e-07,63655.38122290423
128,14,11,-2.3671893191549391e-07,101150.5214100392
128,14,12,-2.9994820294748425e-07,110341.15789195333
128,14,13,-2.178704494312909e-07,97908.383210823
128,14,14,4.839721700910328e-06,354272.64241815254
128,14,15,1.7001383793294696e-07,85185.13298565969
128,14,16,4.7425911959732805e-07,85964.79951430707
128,14,17,1.1286397509669785e-07,87609.21162254133
128,14,18,-1.14086782508996e-08,92044.65657815932
128,14,19,1.9916055854852303e-07,82420.00392032115
128,14,20,-1.6122612367087568e-07,126685.34477288899
128,14,21,3.173281176518321e-07,88129.2241773874
128,14,22,6.465200553411692e-08,98112.90621868933
128,14,23,2.6901670049275925e-07,72270.46593712311
128,14,24,-1.7525961240530314e-07,123763.91733833805
128,14,25,2.0809404634449298e-08,81968.22763536757
128,14,26,-9.047501948458552e-08,115679.63814323478
128,14,27,-8.571304910489753e-09,112343.40834710085
128,14,28,1.1954883152846158e-08,99881.2735762059
128,14,29,4.360642317053074e-07,48445.26799364308
128,14,30,-5.04424571328219e-08,131179.73387561776
128,14,31,-2.4326736278554597e-07,134919.81215235314
128,14,32,3.188138292285562e-07,65583.22261761532
128,14,33,2.037570832467773e-07,96150.7291296679
128,14,34,6.43263563563101e-08,83269.41976348642
128,14,35,1.1058245672651076e-07,74327.7393778794
128,14,36,2.5109115626675955e-07,76124.60278033822
128,14,37,2.7069437803681668e-08,109436.38114993022
128,14,38,2.976869053690446e-08,79171.74024224312
128,14,39,1.6120888623206996e-07,68145.19627853305
128,14,40,-1.532165561225105e-07,126301.1555549028
128,14,41,1.2642157798130934e-07,58083.50887635734
128,14,42,-1.4776538023682274e-07,128809.13376927521
128,14,43,2.509690658453854e-07,36556.49136457654
128,14,44,1.8465673541022457e-07,71048.36698974646
128,14,45,-1.2319238828519137e-07,115039.05568327021
128,14,46,-1.492434001074962e-07,133976.94173026382
128,14,47,-7.254247871159527e-08,120294.66378195299
128,14,48,-1.1859632677661927e-07,133638.97864927934
128,14,49,7.104294701338557e-08,65526.58777376091
128,14,50,2.673248467585377e-07,21596.077768090232
128,14,51,-1.6362130632169994e-08,73008.82809308502
128,14,52,1.1870495317415883e-07,33506.091957746
128,14,53,-8.251624273804844e-07,108742.25113599702
128,15,0,-1.7182831473806997e-06,102759.32659237628
128,15,1,-7.929103443872753e-07,87135.64544039211
128,15,2,-4.909649040566811e-07,93179.40900736787
128,15,3,-9.064902481011192e-07,102028.18819469439
128,15,4,-9.586746296497367e-07,109598.49417367172
128,15,5,-5.276351754708782e-07,102973.88979047225
128,15,6,2.225996920526867e-07,84471.07535782568
128,15,7,-4.144096624329293e-07,104504.48837596853
128,15,8,1.4610970124107164e-07,91726.89804568587
128,15,9,9.702128170267053e-08,80632.98538338757
128,15,10,-1.3375820462515468e-07,104323.97973754336
128,15,11,1.4084636404546157e-07,84572.05094648479
128,15,12,4.863589527264518e-07,51683.96415197731
128,15,13,-2.0167862779228435e-07,89581.09546318723
128,15,14,1.7001383793294696e-07,85185.13298565969
128,15,15,4.305121872080242e-06,367755.990010667
128,15,16,8.978353401539805e-07,40296.54955852831
128,15,17,1.5490017700314493e-07,85529.87234565846
128,15,18,-2.3531442736289162e-08,98825.73188793455
128,15,19,-2.718560087913476e-07,116472.57466673462
128,15,20,-1.0855697840184185e-07,105435.06742591536
128,15,21,3.752813450547988e-07,63557.94217438602
128,15,22,5.26624655461392e-07,54618.68041973604
128,15,23,-2.236123620411278e-08,96159.77555632759
128,15,24,5.495666888342339e-08,91675.7751568221
128,15,25,-1.9026564396634608e-07,107277.81261735898
128,15,26,5.8257932477247495e-08,87766.3447189194
128,15,27,-1.5558579280920836e-07,113164.69318619855
128,15,28,2.004366388455606e-07,80500.49729506286
128,15,29,-6.490336154665198e-08,107538.35923271491
128,15,30,5.7037589724251725e-08,91878.24769357477
128,15,31,-8.587139850401532e-08,103620.2943150388
128,15,32,-1.5574016035644466e-07,114004.99708114311
128,15,33,-6.702160467209376e-08,108435.99472072387
128,15,34,1.5407230597840498e-07,67809.69323351694
128,15,35,-1.6349724776057746e-08,87382.16112809378
128,15,36,5.533953385063631e-09,99025.8764158892
128,15,37,-1.1109504593913189e-07,113263.15405587104
128,15,38,-3.7319512878342093e-08,97611.68238472485
128,15,39,-2.0501541079417694e-07,126018.77694224232
128,15,40,9.56484302226081e-08,74876.04406990153
128,15,41,-6.027718192989815e-08,99276.90966150799
128,15,42,1.2772299842644668e-07,29424.05467561202
128,15,43,-4.120382276631812e-09,99982.9101220201
128,15,44,-1.860904924788712e-08,107498.05079134305
128,15,45,-6.290589972268838e-08,107607.54537992015
128,15,46,-8.818863966220252e-08,98749.72342632191
128,15,47,-6.088249438674196e-11,73971.09307968833
128,15,48,-8.73258874303759e-08,86445.49367805851
128,15,49,-8.356601321992818e-08,101913.51647493841
128,15,50,-3.1391784717165636e-08,96077.05690686087
128,15,51,-1.5661211686507897e-08,87099.41925205565
128,15,52,-8.30517537210336e-09,88285.16933730098
128,15,53,3.483359199849602e-08,97521.2044420679
128,16,0,-5.858173940893836e-07,95656.26216163806
128,16,1,-6.837667793322497e-07,93995.07512549586
128,16,2,-4.625751517655547e-07,96364.30198447834
128,16,3,-1.0852101164150934e-06,108118.23209094506
128,16,4,-1.1579602132468169e-06,112107.47685782003
128,16,5,-1.5609329843880702e-07,92855.01069910171
128,16,6,2.877932136560044e-07,88437.52944968575
128,16,7,7.0908040181406e-08,83195.96278891635
128,16,8,2.2312210158658174e-08,95234.37037344316
128,16,9,-1.064945864687895e-06,130692.30326932181
128,16,10,2.0094315495926077e-07,75071.2165179805
128,16,11,-2.0665991553093387e-07,98268.99403743746
128,16,12,-3.9747077991698717e-07,115568.27125319655
128,16,13,-7.609095930581727e-07,124853.13713124923
128,16,14,4.7425911959732805e-07,85964.7995143071
128,16,15,8.978353401539805e-07,40296.54955852831
128,16,16,4.400921659029843e-06,388233.15165160864
128,16,17,2.0246101443834458e-07,93337.22601318908
128,16,18,1.6604548456991488e-07,89942.24836764127
128,16,19,-6.435416980035919e-09,89933.79344411632
128,16,20,5.364159105834238e-08,88835.32520243738
128,16,21,4.114259273301533e-07,74818.43329142033
128,16,22,1.5531351779457382e-07,93334.87652675946
128,16,23,1.155202645158007e-07,81875.71196142925
128,16,24,1.9522475289272797e-07,92000.01285000639
128,16,25,-1.0658667249096936e-07,107962.07366869028
128,16,26,-3.7266984167030206e-08,114220.48789727008
128,16,27,7.79662880241786e-08,84137.11114822987
128,16,28,2.718740426806513e-07,61460.85974164701
128,16,29,1.9963351947047535e-07,80929.01099796838
128,16,30,-1.6627945134058022e-07,127828.0565819865
128,16,31,-3.2896607607329774e-08,115823.893618893
128,16,32,-6.183445482275168e-08,116811.5332790845
128,16,33,6.91293427944962e-08,102454.90498485875
128,16,34,2.6421337467080395e-07,62168.46979323541
128,16,35,-1.3811842550479095e-07,121426.3602180037
128,16,36,2.629477475208328e-08,102841.53234631993
128,16,37,8.255018371529918e-08,98326.73059422927
128,16,38,3.9270169690863714e-08,81342.01984807469
128,16,39,-1.6319494167163243e-07,138148.269720428
128,16,40,1.99731340058512e-07,50435.1924710372
128,16,41,2.7714172644691005e-08,85955.28154557038
128,16,42,-3.8501300915798104e-08,104318.46681481338
128,16,43,2.9366329421768576e-07,35955.61877285252
128,16,44,2.6286569980632945e-07,37932.16664861232
128,16,45,-1.863315751321228e-08,89109.90675840974
128,16,46,-1.1132544136142119e-07,119509.86149898705
128,16,47,5.20626603620527e-09,94981.22842413172
128,16,48,-1.4752808693318355e-07,113661.50887421807
128,16,49,5.906244426850099e-09,84221.23986997112
128,16,50,1.387784752187893e-07,31622.293916388306
128,16,51,4.508818691777136e-09,51039.32596811923
128,16,52,-2.9661923283281434e-09,90983.66090710221
128,16,53,-1.8404121017533208e-06,114114.02013680055
128,17,0,-2.6093985530321357e-06,104931.60943727971
128,17,1,-1.5290108825280376e-06,94391.94097381376
128,17,2,-1.261787705254619e-06,94309.9326911252
128,17,3,-9.07949584121678e-07,100357.78974328922
128,17,4,-1.0739918277202926e-06,100114.72137718712
128,17,5,5.748921966262878e-08,77390.61667319828
128,17,6,-6.622777823678191e-07,96731.8535897477
128,17,7,-6.29093128708512e-07,107972.71749833906
128,17,8,-8.061650348984897e-07,111910.2149506952
128,17,9,-3.331804746431095e-07,103485.98736548454
128,17,10,-7.602352998433129e-08,85068.27221172818
128,17,11,1.8663504836229097e-07,77112.71204693498
128,17,12,-2.6625227180325307e-07,97958.71701642769
128,17,13,-1.9504065496293415e-07,96383.59436722173
128,17,14,1.1286397509669785e-07,87609.21162254136
128,17,15,1.5490017700314493e-07,85529.87234565846
128,17,16,2.0246101443834458e-07,93337.22601318908
128,17,17,4.4638924417204e-06,366083.59693142044
128,17,18,-9.124819881370087e-08,103831.28698036437
128,17,19,2.3377302702567793e-09,98337.39386838872
128,17,20,3.974334782223841e-07,79576.65373028743
128,17,21,6.928862536431658e-08,102116.04918051993
128,17,22,-1.0519932708679447e-07,105958.93267594211
128,17,23,1.7912811293468283e-07,93923.45077607056
128,17,24,1.4861243198496674e-07,97405.98853139493
128,17,25,3.8027009509295115e-07,74926.03815572135
128,17,26,-1.5104048038745413e-07,141256.82760367598
128,17,27,6.493922994572668e-07,33415.37347036163
128,17,28,1.689849562031409e-07,93859.88748854685
128,17,29,-9.940445549054368e-09,109555.30451209984
128,17,30,2.2070481403916154e-07,94275.10880986344
128,17,31,3.9883087333420677e-07,57559.4049805921
128,17,32,1.8015474372742e-07,94311.0457180017
128,17,33,1.617815493289396e-07,96794.4308520474
128,17,34,-1.3911977473913793e-08,108475.02577127358
128,17,35,2.3596810809903407e-07,80009.68038487592
128,17,36,1.6470750476343788e-07,73195.69215101501
128,17,37,-1.8126905273325796e-07,136552.37233151586
128,17,38,2.712128949042033e-07,73895.27398709551
128,17,39,2.9623561222909032e-08,136227.32482732943
128,17,40,4.6587772690330833e-07,21576.533219697365
128,17,41,-7.53603930485166e-08,102271.77480762552
128,17,42,2.4007468918999597e-07,37858.58931660442
128,17,43,-3.431135716166379e-08,111597.16529262326
128,17,44,1.3313775840244746e-07,95181.07453256485
128,17,45,2.073767095690148e-07,64731.367871515205
128,17,46,-1.5163390112571656e-07,152188.44857837845
128,17,47,7.454116260441662e-08,88137.59202294635
128,17,48,5.246165861963357e-08,101976.1156934863
128,17,49,6.29210056896923e-08,72488.48194097054
128,17,50,1.597050930727077e-07,79515.57019704326
128,17,51,1.1326417514877738e-07,72210.86185074288
128,17,52,1.709035155012249e-07,76139.372628741
128,17,53,8.376723688350335e-07,106699.27757286547
128,18,0,-2.4736276332634786e-06,101942.6342175935
128,18,1,-5.112898085142894e-07,82191.11671130949
128,18,2,-2.436274731640961e-07,87501.121804773
128,18,3,-7.759487092462734e-07,99685.8339753469
128,18,4,-1.661030036362664e-06,121810.8268229711
128,18,5,-4.984048699902403e-07,89846.25675958984
128,18,6,-9.225114974445483e-08,80491.15840605933
128,18,7,4.947001297614781e-08,79866.68834416586
128,18,8,-3.6494685459153315e-07,94435.52249470883
128,18,9,-3.847021119812848e-07,90075.02797907773
128,18,10,-5.807811328823106e-07,115176.3625967395
128,18,11,-2.822034226122837e-07,100349.26759373429
128,18,12,-4.909220352598987e-07,105027.4726917748
128,18,13,-3.793717398257078e-07,110290.34163147211
128,18,14,-1.14086782508996e-08,92044.65657815935
128,18,15,-2.3531442736289162e-08,98825.73188793454
128,18,16,1.6604548456991488e-07,89942.24836764128
128,18,17,-9.124819881370087e-08,103831.28698036437
128,18,18,4.45383625704427e-06,361892.47591873014
128,18,19,-2.9361075264791813e-07,125136.02265974741
128,18,20,2.63912940213495e-07,76418.27409902557
128,18,21,4.099532771851838e-07,60212.22570973574
128,18,22,-1.9516922776827862e-07,108742.46662709341
128,18,23,2.414540396764014e-07,71750.96170150136
128,18,24,-2.2955973028960853e-07,118143.19634272985
128,18,25,-1.508498532678161e-07,115227.64243996386
128,18,26,-1.0074226935603491e-07,118852.76783278277
128,18,27,2.9520116244903724e-07,73737.13309195984
128,18,28,-1.2365236344962938e-07,97169.45206272563
128,18,29,-5.632063787322864e-08,115845.07492141968
128,18,30,2.9291824284097384e-07,72241.56568651095
128,18,31,1.7251899980254236e-07,90184.84933462724
128,18,32,1.0674559753753185e-07,91545.4591665304
128,18,33,1.770937218703536e-08,120464.6182218628
128,18,34,1.832569910719309e-07,85546.14262225901
128,18,35,2.2762841390940694e-07,83357.57560905906
128,18,36,6.973705046477062e-08,84147.6566832298
128,18,37,3.025611523982524e-07,61753.71932170455
128,18,38,8.82622863458008e-09,109711.92007004403
128,18,39,9.510581149772933e-08,95469.07274382852
128,18,40,2.0218038899836804e-08,103268.19051643765
128,18,41,1.665679191374711e-09,118394.43484339198
128,18,42,1.2571613822311603e-07,63799.42293192122
128,18,43,1.9312899503316803e-07,85704.31482152673
128,18,44,1.0346913482579478e-07,100237.68848697656
128,18,45,1.3712082479428532e-07,74414.0364643872
128,18,46,2.3328289094028586e-07,64178.80508356961
128,18,47,1.5863582005624614e-07,57906.55667506502
128,18,48,2.810182303758878e-07,34991.7224660459
128,18,49,2.405258010390249e-07,46636.78722721519
128,18,50,1.326566605775185e-07,62772.59087491127
128,18,51,-5.496043521625504e-08,121565.69870086787
128,18,52,-1.4710326475297094e-08,136242.54153452965
128,18,53,1.2910746005314846e-06,97714.73983072909
128,19,0,-1.8829046339698038e-06,91509.702359247
128,19,1,-2.783558439206156e-06,109970.14328866304
128,19,2,-1.0526358663633885e-06,97298.79780352119
128,19,3,-1.1525281998104406e-06,103030.39728451625
128,19,4,-1.31144434749882e-06,109697.98127838259
128,19,5,-5.624589608611097e-07,96371.4457659048
128,19,6,-3.994515652667645e-08,75727.84276370026
128,19,7,-3.3304819813713417e-07,82062.0593430777
128,19,8,-3.2263386501328006e-07,97503.82961746515
128,19,9,2.1665598127359137e-08,76145.953223005
128,19,10,-5.049439924738065e-07,113615.30387816994
128,19,11,-9.762387015398838e-09,89027.99977911904
128,19,12,-1.9545569742250317e-07,90207.57449184838
128,19,13,-4.358375128677799e-07,105697.83059362104
128,19,14,1.9916055854852303e-07,82420.00392032115
128,19,15,-2.718560087913476e-07,116472.5746667346
128,19,16,-6.435416980035919e-09,89933.79344411628
128,19,17,2.3377302702567793e-09,98337.39386838872
128,19,18,-2.9361075264791813e-07,125136.02265974741
128,19,19,3.815826715988412e-06,405440.7653439572
128,19,20,4.518593245507668e-08,106589.72172373768
128,19,21,-1.084686489786244e-08,99009.36862494175
128,19,22,8.334877374200814e-08,105222.04324293429
128,19,23,6.293698654221035e-08,95436.86717357177
128,19,24,1.2671542091099637e-07,102616.26803498634
128,19,25,1.9409478093414432e-07,93896.75215300388
128,19,26,3.1789706785478564e-07,72468.41477953742
128,19,27,3.1817594350295727e-07,87442.95472961302
128,19,28,2.0134980044331137e-07,93900.86306972448
128,19,29,3.631929052924602e-07,64753.5406474852
128,19,30,8.876848430065391e-08,103666.74337829615
128,19,31,2.5042206440125556e-07,84023.20608257294
128,19,32,1.2907706621933925e-07,99502.5846512048
128,19,33,3.7536879746276844e-07,83031.93628162278
128,19,34,2.3292804564553502e-07,94466.45841872886
128,19,35,1.4755109311022465e-07,106999.15304880966
128,19,36,1.6778369569047203e-07,93863.84796241585
128,19,37,2.376726054476307e-07,62149.879535097476
128,19,38,3.3524080762587126e-07,69698.6706459361
128,19,39,3.433661423514502e-07,43136.2624420046
128,19,40,1.6157882508236395e-08,120982.74250649002
128,19,41,-1.0020064787243102e-07,145632.67977354352
128,19,42,4.3744854982564194e-07,1467.9684947706635
128,19,43,1.707983974106471e-07,111023.79842484451
128,19,44,6.810384499342396e-08,112164.0992217666
128,19,45,1.5907168159729975e-07,63443.739388114984
128,19,46,1.9229288162144052e-07,69337.80124613625
128,19,47,1.8194261115494368e-07,65758.64382791148
128,19,48,2.4468134633904283e-07,71920.52964882524
128,19,49,5.2760941360389156e-08,99802.22898476613
128,19,50,1.6302458536411971e-07,85112.73326181754
128,19,51,8.890295661517148e-08,84578.54742606006
128,19,52,9.640860736443964e-08,96912.61134508249
128,19,53,1.5289686006971474e-06,103090.28361823478
128,20,0,-4.503276470732804e-06,107760.34170656424
128,20,1,-2.6543756158690966e-06,102158.21281665695
128,20,2,-1.3855587984617564e-06,82049.84206918665
128,20,3,-1.156741177345646e-06,93364.4714028738
128,20,4,-1.629857564870823e-06,101233.32106405588
128,20,5,-1.5433475916515946e-06,126811.37802792285
128,20,6,-1.7085692073857465e-06,132148.48440735583
128,20,7,-6.664383801936708e-07,109362.98032795881
128,20,8,-8.250627830678459e-07,112048.52167946649
128,20,9,-1.804796582664488e-07,80340.84151837017
128,20,10,-2.2912462792339033e-07,80579.66137544118
128,20,11,-2.6275971464312133e-07,96806.93124817254
128,20,12,-4.928859335698746e-08,87429.23634511534
128,20,13,8.348266926879261e-09,78609.48606003131
128,20,14,-1.6122612367087568e-07,126685.34477288899
128,20,15,-1.0855697840184185e-07,105435.06742591536
128,20,16,5.364159105834238e-08,88835.32520243735
128,20,17,3.974334782223841e-07,79576.65373028743
128,20,18,2.63912940213495e-07,76418.27409902556
128,20,19,4.518593245507668e-08,106589.7217237377
128,20,20,3.816605258398888e-06,438466.269090955
128,20,21,9.980044558312331e-08,111409.08616054218
128,20,22,1.2612946519128783e-07,91781.77074322838
128,20,23,1.396058483806168e-07,98562.03429150452
128,20,24,2.1415767197173454e-07,107907.59784773877
128,20,25,5.080327788943547e-07,69554.30407564814
128,20,26,4.864896447167878e-07,84072.08937506816
128,20,27,3.036702196048062e-07,120129.90792912926
128,20,28,2.107480724480889e-07,102308.31966707716
128,20,29,5.884865555069407e-07,33169.828152556176
128,20,30,4.5175611150726335e-07,104407.81170595506
128,20,31,5.817287003237564e-07,58513.87784071112
128,20,32,4.5106948671159425e-07,84691.33013119477
128,20,33,4.2495422757885494e-07,104571.61116837649
128,20,34,2.164095851387064e-07,90316.64848057975
128,20,35,3.4388535723564407e-07,89316.91673397938
128,20,36,1.2221701112409112e-07,142502.61384917065
128,20,37,2.7911726248068966e-07,91001.16664221589
128,20,38,4.1719255681675734e-07,60316.46229677884
128,20,39,2.5582945494205095e-07,105527.94438645663
128,20,40,3.468366314098091e-07,79268.62926337053
128,20,41,1.9712227950143656e-07,89119.11238697013
128,20,42,2.1669864488346757e-07,98163.30780465863
128,20,43,3.7002911031024645e-07,63030.12988965517
128,20,44,3.0406747356104327e-07,92175.3546691976
128,20,45,1.8038867182012233e-07,98899.69700099384
128,20,46,1.8804907899542768e-07,118132.838772518
128,20,47,4.005455817839641e-07,43144.91648852802
128,20,48,2.460621875421547e-07,88925.58975095299
128,20,49,2.0127151659549126e-07,89966.16980936482
128,20,50,3.8451467900355253e-07,29127.223567321722
128,20,51,2.87176598735392e-07,18808.515063372397
128,20,52,2.1532254732792682e-07,67048.59479302294
128,20,53,2.910693316303149e-06,110129.59233581705
128,21,0,-2.7531188801923233e-06,99068.39862130581
128,21,1,-2.7711751104987355e-06,118737.86487075228
128,21,2,-1.5616663859123074e-06,105935.13108643763
128,21,3,-6.281776048444891e-07,81376.31706587542
128,21,4,-1.2630482832198888e-06,94070.44760954284
128,21,5,-3.674319070561798e-07,91135.18504459872
128,21,6,-1.0709454141548632e-06,112752.20886297242
128,21,7,-2.999640072865736e-07,97697.79962607552
128,21,8,-3.975686048317601e-07,96071.574243786
128,21,9,-4.834332983021311e-07,101213.47403822304
128,21,10,1.089498495222514e-07,76925.64213079527
128,21,11,-1.6579614624917955e-08,88357.47076991614
128,21,12,-4.232915909874376e-07,106331.77044777918
128,21,13,2.2884405788424668e-07,74061.50926945223
128,21,14,3.173281176518321e-07,88129.2241773874
128,21,15,3.752813450547988e-07,63557.94217438602
128,21,16,4.114259273301533e-07,74818.43329142033
128,21,17,6.928862536431658e-08,102116.04918051993
128,21,18,4.099532771851838e-07,60212.225709735736
128,21,19,-1.084686489786244e-08,99009.36862494177
128,21,20,9.980044558312331e-08,111409.08616054217
128,21,21,3.82211530635243e-06,408458.0910551257
128,21,22,1.794370152423021e-07,89350.81365670783
128,21,23,2.3993571193239933e-07,96086.99873337359
128,21,24,3.304901637393858e-07,82989.16445640923
128,21,25,1.2830157461070906e-07,93301.80703559183
128,21,26,3.125953301257861e-07,92539.59741670308
128,21,27,3.1565876837947736e-07,78824.53293078362
128,21,28,-4.023315195005375e-08,139499.8445016278
128,21,29,1.1216109479023664e-07,80617.77213495418
128,21,30,2.566067501604099e-07,101694.2473476522
128,21,31,1.8932915241222538e-07,87217.64532176228
128,21,32,2.6509566238605633e-07,87218.40182303275
128,21,33,2.7792766803316294e-07,85229.15196682891
128,21,34,2.441372653010819e-07,84876.22781838744
128,21,35,2.54179661751208e-07,86285.74657736042
128,21,36,1.812140217369527e-07,94744.19857949593
128,21,37,2.5404502451395167e-07,84985.07452254897
128,21,38,2.893909441152875e-07,79568.72684412064
128,21,39,3.109511688315942e-07,60261.915507606485
128,21,40,2.1981399084501513e-07,74691.60512697631
128,21,41,3.1634708774565657e-07,38264.91384767373
128,21,42,9.057451063425209e-08,103480.7368413974
128,21,43,1.4597687568256348e-07,104450.26956232016
128,21,44,2.678744294520272e-07,67941.50087852351
128,21,45,1.4723990623180144e-07,78639.37596633245
128,21,46,5.4014849455360425e-08,98653.5370748235
128,21,47,1.01694514188341e-07,96575.21235829982
128,21,48,1.0813976137333395e-07,110981.58955375309
128,21,49,9.413799002087662e-08,90488.2493668634
128,21,50,2.6256887636799745e-08,139077.60422723528
128,21,51,-1.1991723596914878e-08,109772.8488479295
128,21,52,1.391546187770209e-07,70764.7036565926
128,21,53,5.943260456865836e-07,108192.13062284423
128,22,0,-1.8479485879266992e-06,92091.15804065832
128,22,1,-2.4055614158365477e-06,113118.97560691736
128,22,2,-9.154009690814728e-07,93685.30597875161
128,22,3,-1.6536027521971583e-06,118592.42123888957
128,22,4,-8.693738114329603e-07,99510.59506404055
128,22,5,-3.648998737420948e-07,88877.9868773823
128,22,6,-9.547054654855049e-08,83936.75076277394
128,22,7,-2.9120431178652794e-07,84624.37893825486
128,22,8,2.738543603439693e-07,75813.43025932171
128,22,9,-5.1291949434469504e-08,90288.71063458241
128,22,10,-1.6865492935823708e-07,91806.8281801992
128,22,11,2.5657790064291616e-07,72094.06190549002
128,22,12,-1.7297243406021836e-07,95431.81452418097
128,22,13,-6.377961596566167e-08,83291.61202005352
128,22,14,6.465200553411692e-08,98112.90621868931
128,22,15,5.26624655461392e-07,54618.680419736025
128,22,16,1.5531351779457382e-07,93334.87652675946
128,22,17,-1.0519932708679447e-07,105958.93267594211
128,22,18,-1.9516922776827862e-07,108742.46662709344
128,22,19,8.334877374200814e-08,105222.04324293429
128,22,20,1.2612946519128783e-07,91781.7707432284
128,22,21,1.794370152423021e-07,89350.81365670782
128,22,22,3.244693856801855e-06,447487.3122739941
128,22,23,6.06789285083559e-08,93107.98144601595
128,22,24,2.118002819482546e-07,87950.1267014523
128,22,25,2.659348273195496e-07,63563.39754000865
128,22,26,3.0705274780420977e-07,74416.09880369279
128,22,27,6.922696193832814e-08,100162.6198678614
128,22,28,6.770561672987108e-08,119330.68556784622
128,22,29,2.3013419283634828e-07,69456.22370071121
128,22,30,1.1395961792425246e-07,96187.22920094854
128,22,31,1.4859775211857126e-07,82273.19303835256
128,22,32,8.580077266024673e-08,97459.4834337077
128,22,33,2.3397920942425402e-07,89307.74451845528
128,22,34,2.718127588167288e-07,61812.40176974826
128,22,35,7.664967959250834e-08,92940.03472389601
128,22,36,2.1852149306907942e-07,78368.76395808886
128,22,37,1.0099487418640292e-07,88181.95803115194
128,22,38,1.1875624059668261e-07,81958.07389590601
128,22,39,-4.786833531258692e-08,123080.09784901237
128,22,40,-8.464691264051955e-08,134639.86334838322
