sample_index,lambda,closure_probability_error
1025,2.0,3.469446951953614e-17
1026,0.5,8.326672684688674e-17
1026,1.0,5.551115123125783e-17
1026,2.0,3.3306690738754696e-16
1027,0.5,5.551115123125783e-17
1027,1.0,5.551115123125783e-17
1027,2.0,1.1102230246251565e-16
1028,0.5,5.551115123125783e-17
1028,1.0,5.551115123125783e-17
1028,2.0,1.6653345369377348e-16
1029,0.5,5.551115123125783e-17
1029,1.0,5.551115123125783e-17
1029,2.0,5.551115123125783e-17
1030,0.5,8.326672684688674e-17
1030,1.0,5.551115123125783e-17
1030,2.0,1.1102230246251565e-16
1031,0.5,5.551115123125783e-17
1031,1.0,5.551115123125783e-17
1031,2.0,5.551115123125783e-17
1032,0.5,8.326672684688674e-17
1032,1.0,2.7755575615628914e-17
1032,2.0,1.1102230246251565e-16
1033,0.5,5.551115123125783e-17
1033,1.0,5.551115123125783e-17
1033,2.0,1.6653345369377348e-16
1034,0.5,5.551115123125783e-17
1034,1.0,5.551115123125783e-17
1034,2.0,5.551115123125783e-17
1035,0.5,5.551115123125783e-17
1035,1.0,1.3877787807814457e-17
1035,2.0,1.1102230246251565e-16
1036,0.5,5.551115123125783e-17
1036,1.0,5.551115123125783e-17
1036,2.0,2.220446049250313e-16
1037,0.5,5.551115123125783e-17
1037,1.0,2.7755575615628914e-17
1037,2.0,2.7755575615628914e-17
1038,0.5,8.326672684688674e-17
1038,1.0,5.551115123125783e-17
1038,2.0,1.6653345369377348e-16
1039,0.5,5.551115123125783e-17
1039,1.0,5.551115123125783e-17
1039,2.0,8.326672684688674e-17
1040,0.5,2.7755575615628914e-17
1040,1.0,5.551115123125783e-17
1040,2.0,1.1102230246251565e-16
1041,0.5,8.326672684688674e-17
1041,1.0,0.0
1041,2.0,2.220446049250313e-16
1042,0.5,2.7755575615628914e-17
1042,1.0,5.551115123125783e-17
1042,2.0,1.6653345369377348e-16
1043,0.5,2.7755575615628914e-17
1043,1.0,1.3877787807814457e-17
1043,2.0,3.3306690738754696e-16
1044,0.5,5.551115123125783e-17
1044,1.0,5.551115123125783e-17
1044,2.0,5.551115123125783e-17
1045,0.5,5.551115123125783e-17
1045,1.0,1.1102230246251565e-16
1045,2.0,1.1102230246251565e-16
1046,0.5,2.7755575615628914e-17
1046,1.0,5.551115123125783e-17
1046,2.0,1.1102230246251565e-16
1047,0.5,5.551115123125783e-17
1047,1.0,5.551115123125783e-17
1047,2.0,2.7755575615628914e-17
1048,0.5,2.7755575615628914e-17
1048,1.0,5.551115123125783e-17
1048,2.0,1.1102230246251565e-16
1049,0.5,2.7755575615628914e-17
1049,1.0,2.7755575615628914e-17
1049,2.0,1.1102230246251565e-16
1050,0.5,5.551115123125783e-17
1050,1.0,5.551115123125783e-17
1050,2.0,2.220446049250313e-16
1051,0.5,5.551115123125783e-17
1051,1.0,5.551115123125783e-17
1051,2.0,8.326672684688674e-17
1052,0.5,2.7755575615628914e-17
1052,1.0,5.551115123125783e-17
1052,2.0,1.1102230246251565e-16
1053,0.5,2.7755575615628914e-17
1053,1.0,5.551115123125783e-17
1053,2.0,2.7755575615628914e-17
1054,0.5,2.7755575615628914e-17
1054,1.0,5.551115123125783e-17
1054,2.0,5.551115123125783e-17
1055,0.5,2.7755575615628914e-17
1055,1.0,5.551115123125783e-17
1055,2.0,1.1102230246251565e-16
1056,0.5,5.551115123125783e-17
1056,1.0,8.326672684688674e-17
1056,2.0,1.3877787807814457e-17
1057,0.5,8.326672684688674e-17
1057,1.0,5.551115123125783e-17
1057,2.0,5.551115123125783e-17
1058,0.5,2.7755575615628914e-17
1058,1.0,5.551115123125783e-17
1058,2.0,5.551115123125783e-17
1059,0.5,5.551115123125783e-17
1059,1.0,8.326672684688674e-17
1059,2.0,1.1102230246251565e-16
1060,0.5,5.551115123125783e-17
1060,1.0,5.551115123125783e-17
1060,2.0,1.1102230246251565e-16
1061,0.5,2.7755575615628914e-17
1061,1.0,5.551115123125783e-17
1061,2.0,1.1102230246251565e-16
1062,0.5,5.551115123125783e-17
1062,1.0,5.551115123125783e-17
1062,2.0,1.1102230246251565e-16
1063,0.5,5.551115123125783e-17
1063,1.0,5.551115123125783e-17
1063,2.0,8.326672684688674e-17
1064,0.5,5.551115123125783e-17
1064,1.0,5.551115123125783e-17
1064,2.0,1.1102230246251565e-16
1065,0.5,5.551115123125783e-17
1065,1.0,5.551115123125783e-17
1065,2.0,1.1102230246251565e-16
1066,0.5,2.7755575615628914e-17
1066,1.0,5.551115123125783e-17
1066,2.0,1.1102230246251565e-16
1067,0.5,5.551115123125783e-17
1067,1.0,5.551115123125783e-17
1067,2.0,1.1102230246251565e-16
1068,0.5,2.7755575615628914e-17
1068,1.0,5.551115123125783e-17
1068,2.0,1.1102230246251565e-16
1069,0.5,8.326672684688674e-17
1069,1.0,2.7755575615628914e-17
1069,2.0,1.1102230246251565e-16
1070,0.5,2.7755575615628914e-17
1070,1.0,5.551115123125783e-17
1070,2.0,1.6653345369377348e-16
1071,0.5,8.326672684688674e-17
1071,1.0,2.7755575615628914e-17
1071,2.0,5.551115123125783e-17
1072,0.5,1.1102230246251565e-16
1072,1.0,5.551115123125783e-17
1072,2.0,1.1102230246251565e-16
1073,0.5,5.551115123125783e-17
1073,1.0,5.551115123125783e-17
1073,2.0,8.326672684688674e-17
1074,0.5,5.551115123125783e-17
1074,1.0,1.1102230246251565e-16
1074,2.0,2.220446049250313e-16
1075,0.5,5.551115123125783e-17
1075,1.0,8.326672684688674e-17
1075,2.0,1.1102230246251565e-16
1076,0.5,2.7755575615628914e-17
1076,1.0,8.326672684688674e-17
1076,2.0,5.551115123125783e-17
1077,0.5,8.326672684688674e-17
1077,1.0,2.7755575615628914e-17
1077,2.0,5.551115123125783e-17
1078,0.5,8.326672684688674e-17
1078,1.0,2.7755575615628914e-17
1078,2.0,4.163336342344337e-17
1079,0.5,2.7755575615628914e-17
1079,1.0,5.551115123125783e-17
1079,2.0,5.551115123125783e-17
1080,0.5,5.551115123125783e-17
1080,1.0,2.7755575615628914e-17
1080,2.0,1.3877787807814457e-17
1081,0.5,5.551115123125783e-17
1081,1.0,8.326672684688674e-17
1081,2.0,8.326672684688674e-17
1082,0.5,8.326672684688674e-17
1082,1.0,1.1102230246251565e-16
1082,2.0,5.551115123125783e-17
1083,0.5,5.551115123125783e-17
1083,1.0,5.551115123125783e-17
1083,2.0,1.1102230246251565e-16
1084,0.5,2.7755575615628914e-17
1084,1.0,5.551115123125783e-17
1084,2.0,1.1102230246251565e-16
1085,0.5,2.7755575615628914e-17
1085,1.0,5.551115123125783e-17
1085,2.0,1.1102230246251565e-16
1086,0.5,5.551115123125783e-17
1086,1.0,5.551115123125783e-17
1086,2.0,1.1102230246251565e-16
1087,0.5,8.326672684688674e-17
1087,1.0,1.1102230246251565e-16
1087,2.0,1.1102230246251565e-16
1088,0.5,5.551115123125783e-17
1088,1.0,1.1102230246251565e-16
1088,2.0,4.163336342344337e-17
1089,0.5,5.551115123125783e-17
1089,1.0,1.1102230246251565e-16
1089,2.0,3.469446951953614e-18
1090,0.5,2.7755575615628914e-17
1090,1.0,5.551115123125783e-17
1090,2.0,5.551115123125783e-17
1091,0.5,2.7755575615628914e-17
1091,1.0,5.551115123125783e-17
1091,2.0,1.1102230246251565e-16
1092,0.5,5.551115123125783e-17
1092,1.0,5.551115123125783e-17
1092,2.0,1.1102230246251565e-16
1093,0.5,2.7755575615628914e-17
1093,1.0,5.551115123125783e-17
1093,2.0,5.551115123125783e-17
1094,0.5,5.551115123125783e-17
1094,1.0,5.551115123125783e-17
1094,2.0,5.551115123125783e-17
1095,0.5,5.551115123125783e-17
1095,1.0,0.0
1095,2.0,1.6653345369377348e-16
1096,0.5,5.551115123125783e-17
1096,1.0,2.220446049250313e-16
1096,2.0,1.1102230246251565e-16
1097,0.5,2.7755575615628914e-17
1097,1.0,5.551115123125783e-17
1097,2.0,1.1102230246251565e-16
1098,0.5,5.551115123125783e-17
1098,1.0,5.551115123125783e-17
1098,2.0,1.1102230246251565e-16
1099,0.5,5.551115123125783e-17
1099,1.0,5.551115123125783e-17
1099,2.0,8.326672684688674e-17
1100,0.5,2.7755575615628914e-17
1100,1.0,5.551115123125783e-17
1100,2.0,1.1102230246251565e-16
1101,0.5,2.7755575615628914e-17
1101,1.0,2.7755575615628914e-17
1101,2.0,5.551115123125783e-17
1102,0.5,5.551115123125783e-17
1102,1.0,2.7755575615628914e-17
1102,2.0,1.1102230246251565e-16
1103,0.5,5.551115123125783e-17
1103,1.0,5.551115123125783e-17
1103,2.0,1.1102230246251565e-16
1104,0.5,5.551115123125783e-17
1104,1.0,2.7755575615628914e-17
1104,2.0,1.3877787807814457e-17
1105,0.5,5.551115123125783e-17
1105,1.0,2.7755575615628914e-17
1105,2.0,2.7755575615628914e-17
1106,0.5,5.551115123125783e-17
1106,1.0,5.551115123125783e-17
1106,2.0,2.220446049250313e-16
1107,0.5,5.551115123125783e-17
1107,1.0,5.551115123125783e-17
1107,2.0,1.6653345369377348e-16
1108,0.5,5.551115123125783e-17
1108,1.0,5.551115123125783e-17
1108,2.0,1.6653345369377348e-16
1109,0.5,2.7755575615628914e-17
1109,1.0,5.551115123125783e-17
1109,2.0,1.1102230246251565e-16
1110,0.5,2.7755575615628914e-17
1110,1.0,5.551115123125783e-17
1110,2.0,5.551115123125783e-17
1111,0.5,2.7755575615628914e-17
1111,1.0,5.551115123125783e-17
1111,2.0,2.7755575615628914e-17
1112,0.5,2.7755575615628914e-17
1112,1.0,2.7755575615628914e-17
1112,2.0,5.551115123125783e-17
1113,0.5,2.7755575615628914e-17
1113,1.0,5.551115123125783e-17
1113,2.0,5.551115123125783e-17
1114,0.5,5.551115123125783e-17
1114,1.0,8.326672684688674e-17
1114,2.0,1.1102230246251565e-16
1115,0.5,2.7755575615628914e-17
1115,1.0,2.7755575615628914e-17
1115,2.0,2.220446049250313e-16
1116,0.5,5.551115123125783e-17
1116,1.0,5.551115123125783e-17
1116,2.0,1.1102230246251565e-16
1117,0.5,2.7755575615628914e-17
1117,1.0,5.551115123125783e-17
1117,2.0,5.551115123125783e-17
1118,0.5,5.551115123125783e-17
1118,1.0,1.1102230246251565e-16
1118,2.0,2.7755575615628914e-17
1119,0.5,5.551115123125783e-17
1119,1.0,5.551115123125783e-17
1119,2.0,5.551115123125783e-17
1120,0.5,2.7755575615628914e-17
1120,1.0,5.551115123125783e-17
1120,2.0,1.6653345369377348e-16
1121,0.5,5.551115123125783e-17
1121,1.0,5.551115123125783e-17
1121,2.0,5.551115123125783e-17
1122,0.5,5.551115123125783e-17
1122,1.0,5.551115123125783e-17
1122,2.0,1.1102230246251565e-16
1123,0.5,5.551115123125783e-17
1123,1.0,2.7755575615628914e-17
1123,2.0,6.938893903907228e-18
1124,0.5,5.551115123125783e-17
1124,1.0,2.7755575615628914e-17
1124,2.0,1.1102230246251565e-16
1125,0.5,5.551115123125783e-17
1125,1.0,5.551115123125783e-17
1125,2.0,1.0408340855860843e-17
1126,0.5,8.326672684688674e-17
1126,1.0,5.551115123125783e-17
1126,2.0,1.6653345369377348e-16
1127,0.5,5.551115123125783e-17
1127,1.0,5.551115123125783e-17
1127,2.0,5.551115123125783e-17
1128,0.5,5.551115123125783e-17
1128,1.0,5.551115123125783e-17
1128,2.0,1.1102230246251565e-16
1129,0.5,5.551115123125783e-17
1129,1.0,1.1102230246251565e-16
1129,2.0,1.1102230246251565e-16
1130,0.5,2.7755575615628914e-17
1130,1.0,2.7755575615628914e-17
1130,2.0,4.163336342344337e-17
1131,0.5,5.551115123125783e-17
1131,1.0,5.551115123125783e-17
1131,2.0,2.7755575615628914e-17
1132,0.5,5.551115123125783e-17
1132,1.0,2.7755575615628914e-17
1132,2.0,1.1102230246251565e-16
1133,0.5,2.7755575615628914e-17
1133,1.0,2.7755575615628914e-17
1133,2.0,1.1102230246251565e-16
1134,0.5,5.551115123125783e-17
1134,1.0,1.1102230246251565e-16
1134,2.0,2.7755575615628914e-17
1135,0.5,5.551115123125783e-17
1135,1.0,2.7755575615628914e-17
1135,2.0,5.551115123125783e-17
1136,0.5,5.551115123125783e-17
1136,1.0,8.326672684688674e-17
1136,2.0,5.551115123125783e-17
1137,0.5,5.551115123125783e-17
1137,1.0,5.551115123125783e-17
1137,2.0,1.1102230246251565e-16
1138,0.5,8.326672684688674e-17
1138,1.0,5.551115123125783e-17
1138,2.0,1.1102230246251565e-16
1139,0.5,5.551115123125783e-17
1139,1.0,5.551115123125783e-17
1139,2.0,2.7755575615628914e-17
1140,0.5,5.551115123125783e-17
1140,1.0,1.1102230246251565e-16
1140,2.0,5.551115123125783e-17
1141,0.5,2.7755575615628914e-17
1141,1.0,5.551115123125783e-17
1141,2.0,5.551115123125783e-17
1142,0.5,2.7755575615628914e-17
1142,1.0,1.3877787807814457e-17
1142,2.0,1.6653345369377348e-16
1143,0.5,5.551115123125783e-17
1143,1.0,5.551115123125783e-17
1143,2.0,5.551115123125783e-17
1144,0.5,2.7755575615628914e-17
1144,1.0,5.551115123125783e-17
1144,2.0,1.1102230246251565e-16
1145,0.5,5.551115123125783e-17
1145,1.0,5.551115123125783e-17
1145,2.0,1.1102230246251565e-16
1146,0.5,5.551115123125783e-17
1146,1.0,1.1102230246251565e-16
1146,2.0,1.1102230246251565e-16
1147,0.5,2.7755575615628914e-17
1147,1.0,2.7755575615628914e-17
1147,2.0,1.1102230246251565e-16
1148,0.5,2.7755575615628914e-17
1148,1.0,5.551115123125783e-17
1148,2.0,1.1102230246251565e-16
1149,0.5,5.551115123125783e-17
1149,1.0,5.551115123125783e-17
1149,2.0,1.1102230246251565e-16
1150,0.5,5.551115123125783e-17
1150,1.0,2.7755575615628914e-17
1150,2.0,5.551115123125783e-17
1151,0.5,5.551115123125783e-17
1151,1.0,5.551115123125783e-17
1151,2.0,2.220446049250313e-16
1152,0.5,5.551115123125783e-17
1152,1.0,5.551115123125783e-17
1152,2.0,1.1102230246251565e-16
1153,0.5,5.551115123125783e-17
1153,1.0,5.551115123125783e-17
1153,2.0,1.1102230246251565e-16
1154,0.5,8.326672684688674e-17
1154,1.0,1.1102230246251565e-16
1154,2.0,1.1102230246251565e-16
1155,0.5,5.551115123125783e-17
1155,1.0,1.1102230246251565e-16
1155,2.0,4.163336342344337e-17
1156,0.5,2.7755575615628914e-17
1156,1.0,1.1102230246251565e-16
1156,2.0,5.551115123125783e-17
1157,0.5,5.551115123125783e-17
1157,1.0,5.551115123125783e-17
1157,2.0,5.551115123125783e-17
1158,0.5,5.551115123125783e-17
1158,1.0,1.1102230246251565e-16
1158,2.0,1.1102230246251565e-16
1159,0.5,5.551115123125783e-17
1159,1.0,5.551115123125783e-17
1159,2.0,1.3877787807814457e-16
1160,0.5,5.551115123125783e-17
1160,1.0,2.7755575615628914e-17
1160,2.0,1.1102230246251565e-16
1161,0.5,8.326672684688674e-17
1161,1.0,5.551115123125783e-17
1161,2.0,1.1102230246251565e-16
1162,0.5,5.551115123125783e-17
1162,1.0,5.551115123125783e-17
1162,2.0,1.1102230246251565e-16
1163,0.5,5.551115123125783e-17
1163,1.0,2.7755575615628914e-17
1163,2.0,5.551115123125783e-17
1164,0.5,5.551115123125783e-17
1164,1.0,1.1102230246251565e-16
1164,2.0,1.1102230246251565e-16
1165,0.5,2.7755575615628914e-17
1165,1.0,5.551115123125783e-17
1165,2.0,1.1102230246251565e-16
1166,0.5,8.326672684688674e-17
1166,1.0,5.551115123125783e-17
1166,2.0,8.326672684688674e-17
1167,0.5,5.551115123125783e-17
1167,1.0,5.551115123125783e-17
1167,2.0,1.6653345369377348e-16
1168,0.5,5.551115123125783e-17
1168,1.0,1.1102230246251565e-16
1168,2.0,1.1102230246251565e-16
1169,0.5,5.551115123125783e-17
1169,1.0,5.551115123125783e-17
1169,2.0,8.326672684688674e-17
1170,0.5,8.326672684688674e-17
1170,1.0,5.551115123125783e-17
1170,2.0,1.1102230246251565e-16
1171,0.5,2.7755575615628914e-17
1171,1.0,5.551115123125783e-17
1171,2.0,1.1102230246251565e-16
1172,0.5,8.326672684688674e-17
1172,1.0,5.551115123125783e-17
1172,2.0,5.551115123125783e-17
1173,0.5,2.7755575615628914e-17
1173,1.0,2.7755575615628914e-17
1173,2.0,1.1102230246251565e-16
1174,0.5,2.7755575615628914e-17
1174,1.0,8.326672684688674e-17
1174,2.0,8.326672684688674e-17
1175,0.5,5.551115123125783e-17
1175,1.0,5.551115123125783e-17
1175,2.0,1.1102230246251565e-16
1176,0.5,1.1102230246251565e-16
1176,1.0,1.1102230246251565e-16
1176,2.0,2.220446049250313e-16
1177,0.5,5.551115123125783e-17
1177,1.0,2.7755575615628914e-17
1177,2.0,1.6653345369377348e-16
1178,0.5,5.551115123125783e-17
1178,1.0,5.551115123125783e-17
1178,2.0,1.1102230246251565e-16
1179,0.5,5.551115123125783e-17
1179,1.0,5.551115123125783e-17
1179,2.0,5.551115123125783e-17
1180,0.5,5.551115123125783e-17
1180,1.0,2.7755575615628914e-17
1180,2.0,2.220446049250313e-16
1181,0.5,5.551115123125783e-17
1181,1.0,5.551115123125783e-17
1181,2.0,5.551115123125783e-17
1182,0.5,2.7755575615628914e-17
1182,1.0,8.326672684688674e-17
1182,2.0,5.551115123125783e-17
1183,0.5,5.551115123125783e-17
1183,1.0,5.551115123125783e-17
1183,2.0,2.7755575615628914e-17
1184,0.5,2.7755575615628914e-17
1184,1.0,5.551115123125783e-17
1184,2.0,1.1102230246251565e-16
1185,0.5,5.551115123125783e-17
1185,1.0,2.220446049250313e-16
1185,2.0,1.3877787807814457e-17
1186,0.5,8.326672684688674e-17
1186,1.0,1.1102230246251565e-16
1186,2.0,5.551115123125783e-17
1187,0.5,5.551115123125783e-17
1187,1.0,5.551115123125783e-17
1187,2.0,1.6653345369377348e-16
1188,0.5,2.7755575615628914e-17
1188,1.0,0.0
1188,2.0,1.1102230246251565e-16
1189,0.5,5.551115123125783e-17
1189,1.0,2.7755575615628914e-17
1189,2.0,8.326672684688674e-17
1190,0.5,5.551115123125783e-17
1190,1.0,8.326672684688674e-17
1190,2.0,2.7755575615628914e-17
1191,0.5,5.551115123125783e-17
1191,1.0,2.7755575615628914e-17
1191,2.0,3.3306690738754696e-16
1192,0.5,8.326672684688674e-17
1192,1.0,2.7755575615628914e-17
1192,2.0,2.7755575615628914e-17
1193,0.5,2.7755575615628914e-17
1193,1.0,5.551115123125783e-17
1193,2.0,1.1102230246251565e-16
1194,0.5,5.551115123125783e-17
1194,1.0,8.326672684688674e-17
1194,2.0,5.551115123125783e-17
1195,0.5,2.7755575615628914e-17
1195,1.0,5.551115123125783e-17
1195,2.0,2.220446049250313e-16
1196,0.5,2.7755575615628914e-17
1196,1.0,8.326672684688674e-17
1196,2.0,1.1102230246251565e-16
1197,0.5,2.7755575615628914e-17
1197,1.0,1.3877787807814457e-17
1197,2.0,1.1102230246251565e-16
1198,0.5,5.551115123125783e-17
1198,1.0,1.1102230246251565e-16
1198,2.0,5.551115123125783e-17
1199,0.5,5.551115123125783e-17
1199,1.0,1.1102230246251565e-16
1199,2.0,6.938893903907228e-17
1200,0.5,2.7755575615628914e-17
1200,1.0,5.551115123125783e-17
1200,2.0,8.326672684688674e-17
1201,0.5,2.7755575615628914e-17
1201,1.0,5.551115123125783e-17
1201,2.0,2.7755575615628914e-17
1202,0.5,2.7755575615628914e-17
1202,1.0,5.551115123125783e-17
1202,2.0,1.1102230246251565e-16
1203,0.5,5.551115123125783e-17
1203,1.0,5.551115123125783e-17
1203,2.0,0.0
1204,0.5,5.551115123125783e-17
1204,1.0,5.551115123125783e-17
1204,2.0,2.7755575615628914e-17
1205,0.5,5.551115123125783e-17
1205,1.0,8.326672684688674e-17
1205,2.0,1.1102230246251565e-16
1206,0.5,5.551115123125783e-17
1206,1.0,2.7755575615628914e-17
1206,2.0,5.551115123125783e-17
1207,0.5,5.551115123125783e-17
1207,1.0,5.551115123125783e-17
1207,2.0,1.1102230246251565e-16
1208,0.5,5.551115123125783e-17
1208,1.0,2.7755575615628914e-17
1208,2.0,1.1102230246251565e-16
1209,0.5,5.551115123125783e-17
1209,1.0,2.7755575615628914e-17
1209,2.0,5.551115123125783e-17
1210,0.5,2.7755575615628914e-17
1210,1.0,2.7755575615628914e-17
1210,2.0,1.1102230246251565e-16
1211,0.5,5.551115123125783e-17
1211,1.0,5.551115123125783e-17
1211,2.0,1.1102230246251565e-16
1212,0.5,2.7755575615628914e-17
1212,1.0,5.551115123125783e-17
1212,2.0,1.1102230246251565e-16
1213,0.5,2.7755575615628914e-17
1213,1.0,5.551115123125783e-17
1213,2.0,1.1102230246251565e-16
1214,0.5,5.551115123125783e-17
1214,1.0,5.551115123125783e-17
1214,2.0,1.1102230246251565e-16
1215,0.5,2.7755575615628914e-17
1215,1.0,5.551115123125783e-17
1215,2.0,4.163336342344337e-17
1216,0.5,5.551115123125783e-17
1216,1.0,5.551115123125783e-17
1216,2.0,1.1102230246251565e-16
1217,0.5,5.551115123125783e-17
1217,1.0,1.1102230246251565e-16
1217,2.0,2.220446049250313e-16
1218,0.5,5.551115123125783e-17
1218,1.0,5.551115123125783e-17
1218,2.0,1.1102230246251565e-16
1219,0.5,5.551115123125783e-17
1219,1.0,5.551115123125783e-17
1219,2.0,2.220446049250313e-16
1220,0.5,5.551115123125783e-17
1220,1.0,2.7755575615628914e-17
1220,2.0,1.1102230246251565e-16
1221,0.5,2.7755575615628914e-17
1221,1.0,5.551115123125783e-17
1221,2.0,5.551115123125783e-17
1222,0.5,5.551115123125783e-17
1222,1.0,1.1102230246251565e-16
1222,2.0,1.1102230246251565e-16
1223,0.5,5.551115123125783e-17
1223,1.0,5.551115123125783e-17
1223,2.0,5.551115123125783e-17
1224,0.5,1.1102230246251565e-16
1224,1.0,2.7755575615628914e-17
1224,2.0,1.1102230246251565e-16
1225,0.5,2.7755575615628914e-17
1225,1.0,8.326672684688674e-17
1225,2.0,8.326672684688674e-17
1226,0.5,8.326672684688674e-17
1226,1.0,1.1102230246251565e-16
1226,2.0,8.326672684688674e-17
1227,0.5,2.7755575615628914e-17
1227,1.0,5.551115123125783e-17
1227,2.0,2.7755575615628914e-17
1228,0.5,2.7755575615628914e-17
1228,1.0,5.551115123125783e-17
1228,2.0,8.326672684688674e-17
1229,0.5,2.7755575615628914e-17
1229,1.0,5.551115123125783e-17
1229,2.0,1.1102230246251565e-16
1230,0.5,5.551115123125783e-17
1230,1.0,5.551115123125783e-17
1230,2.0,1.6653345369377348e-16
1231,0.5,5.551115123125783e-17
1231,1.0,1.3877787807814457e-17
1231,2.0,2.220446049250313e-16
1232,0.5,5.551115123125783e-17
1232,1.0,1.1102230246251565e-16
1232,2.0,2.7755575615628914e-17
1233,0.5,5.551115123125783e-17
1233,1.0,5.551115123125783e-17
1233,2.0,1.1102230246251565e-16
1234,0.5,5.551115123125783e-17
1234,1.0,8.326672684688674e-17
1234,2.0,1.1102230246251565e-16
1235,0.5,5.551115123125783e-17
1235,1.0,1.3877787807814457e-17
1235,2.0,1.1102230246251565e-16
1236,0.5,5.551115123125783e-17
1236,1.0,5.551115123125783e-17
1236,2.0,1.3877787807814457e-17
1237,0.5,5.551115123125783e-17
1237,1.0,5.551115123125783e-17
1237,2.0,5.551115123125783e-17
1238,0.5,5.551115123125783e-17
1238,1.0,5.551115123125783e-17
1238,2.0,2.7755575615628914e-17
1239,0.5,8.326672684688674e-17
1239,1.0,5.551115123125783e-17
1239,2.0,8.326672684688674e-17
1240,0.5,8.326672684688674e-17
1240,1.0,5.551115123125783e-17
1240,2.0,5.551115123125783e-17
1241,0.5,5.551115123125783e-17
1241,1.0,1.1102230246251565e-16
1241,2.0,1.6653345369377348e-16
1242,0.5,5.551115123125783e-17
1242,1.0,5.551115123125783e-17
1242,2.0,1.6653345369377348e-16
1243,0.5,2.7755575615628914e-17
1243,1.0,5.551115123125783e-17
1243,2.0,2.220446049250313e-16
1244,0.5,2.7755575615628914e-17
1244,1.0,2.7755575615628914e-17
1244,2.0,5.551115123125783e-17
1245,0.5,5.551115123125783e-17
1245,1.0,5.551115123125783e-17
1245,2.0,1.1102230246251565e-16
1246,0.5,2.7755575615628914e-17
1246,1.0,5.551115123125783e-17
1246,2.0,1.1102230246251565e-16
1247,0.5,5.551115123125783e-17
1247,1.0,2.7755575615628914e-17
1247,2.0,5.551115123125783e-17
1248,0.5,5.551115123125783e-17
1248,1.0,5.551115123125783e-17
1248,2.0,1.1102230246251565e-16
1249,0.5,2.7755575615628914e-17
1249,1.0,5.551115123125783e-17
1249,2.0,8.326672684688674e-17
1250,0.5,2.7755575615628914e-17
1250,1.0,1.1102230246251565e-16
1250,2.0,5.551115123125783e-17
1251,0.5,5.551115123125783e-17
1251,1.0,5.551115123125783e-17
1251,2.0,5.551115123125783e-17
1252,0.5,5.551115123125783e-17
1252,1.0,1.1102230246251565e-16
1252,2.0,6.938893903907228e-18
1253,0.5,5.551115123125783e-17
1253,1.0,1.1102230246251565e-16
1253,2.0,1.1102230246251565e-16
1254,0.5,2.7755575615628914e-17
1254,1.0,2.7755575615628914e-17
1254,2.0,5.551115123125783e-17
1255,0.5,5.551115123125783e-17
1255,1.0,5.551115123125783e-17
1255,2.0,8.326672684688674e-17
1256,0.5,2.7755575615628914e-17
1256,1.0,5.551115123125783e-17
1256,2.0,1.6653345369377348e-16
1257,0.5,5.551115123125783e-17
1257,1.0,5.551115123125783e-17
1257,2.0,8.326672684688674e-17
1258,0.5,8.326672684688674e-17
1258,1.0,1.1102230246251565e-16
1258,2.0,1.1102230246251565e-16
1259,0.5,2.7755575615628914e-17
1259,1.0,5.551115123125783e-17
1259,2.0,5.551115123125783e-17
1260,0.5,2.7755575615628914e-17
1260,1.0,5.551115123125783e-17
1260,2.0,2.7755575615628914e-17
1261,0.5,2.7755575615628914e-17
1261,1.0,5.551115123125783e-17
1261,2.0,1.6653345369377348e-16
1262,0.5,1.1102230246251565e-16
1262,1.0,1.1102230246251565e-16
1262,2.0,1.1102230246251565e-16
1263,0.5,5.551115123125783e-17
1263,1.0,2.7755575615628914e-17
1263,2.0,8.326672684688674e-17
1264,0.5,2.7755575615628914e-17
1264,1.0,5.551115123125783e-17
1264,2.0,5.551115123125783e-17
1265,0.5,5.551115123125783e-17
1265,1.0,5.551115123125783e-17
1265,2.0,2.7755575615628914e-17
1266,0.5,8.326672684688674e-17
1266,1.0,5.551115123125783e-17
1266,2.0,5.551115123125783e-17
1267,0.5,5.551115123125783e-17
1267,1.0,5.551115123125783e-17
1267,2.0,1.1102230246251565e-16
1268,0.5,2.7755575615628914e-17
1268,1.0,5.551115123125783e-17
1268,2.0,1.1102230246251565e-16
1269,0.5,5.551115123125783e-17
1269,1.0,5.551115123125783e-17
1269,2.0,1.1102230246251565e-16
1270,0.5,5.551115123125783e-17
1270,1.0,5.551115123125783e-17
1270,2.0,1.1102230246251565e-16
1271,0.5,5.551115123125783e-17
1271,1.0,5.551115123125783e-17
1271,2.0,5.551115123125783e-17
1272,0.5,5.551115123125783e-17
1272,1.0,5.551115123125783e-17
1272,2.0,1.1102230246251565e-16
1273,0.5,8.326672684688674e-17
1273,1.0,5.551115123125783e-17
1273,2.0,1.1102230246251565e-16
1274,0.5,5.551115123125783e-17
1274,1.0,5.551115123125783e-17
1274,2.0,1.1102230246251565e-16
1275,0.5,5.551115123125783e-17
1275,1.0,5.551115123125783e-17
1275,2.0,5.551115123125783e-17
1276,0.5,2.7755575615628914e-17
1276,1.0,2.7755575615628914e-17
1276,2.0,1.1102230246251565e-16
1277,0.5,5.551115123125783e-17
1277,1.0,5.551115123125783e-17
1277,2.0,1.1102230246251565e-16
1278,0.5,5.551115123125783e-17
1278,1.0,5.551115123125783e-17
1278,2.0,2.7755575615628914e-17
