sample_index,lambda_first,lambda_second,macro_probability_total_variation
222,0.5,2.0,0.5400490861373118
222,1.0,2.0,0.3814209151234319
223,0.5,1.0,0.13045722910878924
223,0.5,2.0,0.4500368687518506
223,1.0,2.0,0.3417418199745041
224,0.5,1.0,0.06095881365673288
224,0.5,2.0,0.2109089751647154
224,1.0,2.0,0.14995016150798254
225,0.5,1.0,0.136964199567961
225,0.5,2.0,0.3285385735088129
225,1.0,2.0,0.19157437394085186
226,0.5,1.0,0.11166540619525966
226,0.5,2.0,0.39524611388824893
226,1.0,2.0,0.30740536616757297
227,0.5,1.0,0.10984663161329361
227,0.5,2.0,0.3476227160136778
227,1.0,2.0,0.2377760844003841
228,0.5,1.0,0.04880928492047376
228,0.5,2.0,0.14375466126582875
228,1.0,2.0,0.09494537634535499
229,0.5,1.0,0.11239393976056164
229,0.5,2.0,0.3771861807157144
229,1.0,2.0,0.2647922409551528
230,0.5,1.0,0.0530089906291025
230,0.5,2.0,0.22721652283769922
230,1.0,2.0,0.18748045917074188
231,0.5,1.0,0.12372723859471377
231,0.5,2.0,0.2983876847866006
231,1.0,2.0,0.17466044619188686
232,0.5,1.0,0.0755564320084141
232,0.5,2.0,0.24170391660735402
232,1.0,2.0,0.18263016486400172
233,0.5,1.0,0.09594813073248423
233,0.5,2.0,0.2844059498051894
233,1.0,2.0,0.20293020620611837
234,0.5,1.0,0.05521173873962708
234,0.5,2.0,0.17358965152643968
234,1.0,2.0,0.12843013732599215
235,0.5,1.0,0.06707333100146931
235,0.5,2.0,0.283826119808668
235,1.0,2.0,0.2267152280497905
236,0.5,1.0,0.07335463148605927
236,0.5,2.0,0.25021492416073743
236,1.0,2.0,0.1879689995941968
237,0.5,1.0,0.2008434621975261
237,0.5,2.0,0.5384363315373533
237,1.0,2.0,0.3375928693398272
238,0.5,1.0,0.1016692111864123
238,0.5,2.0,0.36503314123425407
238,1.0,2.0,0.27499477765481656
239,0.5,1.0,0.150551235413266
239,0.5,2.0,0.3599813860051201
239,1.0,2.0,0.20943015059185408
240,0.5,1.0,0.12476134950175968
240,0.5,2.0,0.40268232711297347
240,1.0,2.0,0.30525218490900324
241,0.5,1.0,0.20334978827807093
241,0.5,2.0,0.5937931489805082
241,1.0,2.0,0.3904433607024372
242,0.5,1.0,0.1271647741181421
242,0.5,2.0,0.30040919924948106
242,1.0,2.0,0.18112713938131583
243,0.5,1.0,0.22161986953012
