sample_index,lambda_first,lambda_second,macro_probability_total_variation
481,0.5,1.0,0.10705736249092561
481,0.5,2.0,0.26633909428295616
481,1.0,2.0,0.1592817317920306
482,0.5,1.0,0.1798270301334493
482,0.5,2.0,0.5797688222479833
482,1.0,2.0,0.4219857417284335
483,0.5,1.0,0.1342929365281014
483,0.5,2.0,0.4314278438333175
483,1.0,2.0,0.2971349073052161
484,0.5,1.0,0.11474014174800128
484,0.5,2.0,0.3611797026069119
484,1.0,2.0,0.24862476612438503
485,0.5,1.0,0.19521237957126944
485,0.5,2.0,0.501626801020904
485,1.0,2.0,0.3064144214496345
486,0.5,1.0,0.08376758410683939
486,0.5,2.0,0.20207319423391204
486,1.0,2.0,0.11830561012707266
487,0.5,1.0,0.10692350101109868
487,0.5,2.0,0.3269063520703695
487,1.0,2.0,0.25098919930980523
488,0.5,1.0,0.07727698969211212
488,0.5,2.0,0.35532018694921674
488,1.0,2.0,0.28360943513666775
489,0.5,1.0,0.02996043193563111
489,0.5,2.0,0.08056736238535127
489,1.0,2.0,0.05201707210559649
490,0.5,1.0,0.059686179180305055
490,0.5,2.0,0.19401249333135118
490,1.0,2.0,0.14828706130825764
491,0.5,1.0,0.08157716679999048
491,0.5,2.0,0.21772894139856452
491,1.0,2.0,0.13615177459857405
492,0.5,1.0,0.016512534858706643
492,0.5,2.0,0.13881344547507296
492,1.0,2.0,0.12481611123033957
493,0.5,1.0,0.11297082850428676
493,0.5,2.0,0.28995811492186296
493,1.0,2.0,0.17698728641757622
494,0.5,1.0,0.04804945134784645
494,0.5,2.0,0.14453169163143897
494,1.0,2.0,0.09721789822644998
495,0.5,1.0,0.07332553271455351
495,0.5,2.0,0.20314437425292878
495,1.0,2.0,0.13740955977757086
496,0.5,1.0,0.06653805531678766
496,0.5,2.0,0.2891178823676818
496,1.0,2.0,0.23056361134999548
497,0.5,1.0,0.14968741460230975
497,0.5,2.0,0.38247930227469623
497,1.0,2.0,0.23279188767238645
498,0.5,1.0,0.06834008358084687
498,0.5,2.0,0.19808933250882294
498,1.0,2.0,0.12974924892797607
499,0.5,1.0,0.1337213791527294
499,0.5,2.0,0.44385792063569496
499,1.0,2.0,0.3597673579974526
500,0.5,1.0,0.20123179202062408
500,0.5,2.0,0.5645261610801537
500,1.0,2.0,0.3632943690595296
501,0.5,1.0,0.0868696330276703
501,0.5,2.0,0.25943068830818306
501,1.0,2.0,0.17256105528051274
502,0.5,1.0,0.12874109162939942
502,0.5,2.0,0.34570697412847984
502,1.0,2.0,0.21696588249908044
503,0.5,1.0,0.05196090408423402
503,0.5,2.0,0.13648876225500273
503,1.0,2.0,0.08452785817076872
504,0.5,1.0,0.09451490035754405
504,0.5,2.0,0.2693033530901668
504,1.0,2.0,0.1774656938706689
505,0.5,1.0,0.17653405837359612
505,0.5,2.0,0.43381371722384954
505,1.0,2.0,0.29698070445803526
506,0.5,1.0,0.07155846382109228
506,0.5,2.0,0.21976133656487024
506,1.0,2.0,0.14820287274377797
507,0.5,1.0,0.09334958469635857
507,0.5,2.0,0.36227524188452076
507,1.0,2.0,0.2777645264545055
508,0.5,1.0,0.06759737621165729
508,0.5,2.0,0.21549210394237334
508,1.0,2.0,0.15037499794691483
509,0.5,1.0,0.07079301652085085
509,0.5,2.0,0.19890685830820115
509,1.0,2.0,0.14080478139040276
510,0.5,1.0,0.08793703792660286
510,0.5,2.0,0.32832217185700185
510,1.0,2.0,0.240385133930399
511,0.5,1.0,0.08400341255791245
511,0.5,2.0,0.25571418893254355
511,1.0,2.0,0.17707889770371282
512,0.5,1.0,0.0885461430827868
512,0.5,2.0,0.22961843319717817
512,1.0,2.0,0.15072742793443417
513,0.5,1.0,0.12070021249367238
513,0.5,2.0,0.38686135423146195
513,1.0,2.0,0.2661611417377896
514,0.5,1.0,0.17918801986263222
514,0.5,2.0,0.5380865698331113
514,1.0,2.0,0.3588985499704791
515,0.5,1.0,0.0710100935529906
515,0.5,2.0,0.23727646883773784
515,1.0,2.0,0.18768556867985675
516,0.5,1.0,0.11131195778526638
516,0.5,2.0,0.3912743040172695
516,1.0,2.0,0.2947848761042657
517,0.5,1.0,0.12547263912247725
517,0.5,2.0,0.2815027606090157
517,1.0,2.0,0.15892642523558873
518,0.5,1.0,0.044164739207057685
518,0.5,2.0,0.13541893405217284
518,1.0,2.0,0.11371517423907643
519,0.5,1.0,0.06641815335454004
519,0.5,2.0,0.18900766426054216
519,1.0,2.0,0.12599793380800745
520,0.5,1.0,0.1028933430482145
520,0.5,2.0,0.30090788800360513
520,1.0,2.0,0.2173902508334734
521,0.5,1.0,0.11949869208994263
521,0.5,2.0,0.3257795843412561
521,1.0,2.0,0.20628089225131346
522,0.5,1.0,0.2076241668422886
522,0.5,2.0,0.42894966769057497
522,1.0,2.0,0.22132550084828642
523,0.5,1.0,0.09256809783936663
523,0.5,2.0,0.2486338902573081
523,1.0,2.0,0.1560657924179415
524,0.5,1.0,0.10797805847291699
524,0.5,2.0,0.37690050384574686
524,1.0,2.0,0.2689224453728299
525,0.5,1.0,0.051858687424071764
525,0.5,2.0,0.11209890443499149
525,1.0,2.0,0.0684046256160594
526,0.5,1.0,0.09910441168975721
526,0.5,2.0,0.34102370878413746
526,1.0,2.0,0.25074136665642865
527,0.5,1.0,0.0600934444457453
527,0.5,2.0,0.20163211982554366
527,1.0,2.0,0.14627984393059262
528,0.5,1.0,0.12771748739680766
528,0.5,2.0,0.3376293325685149
528,1.0,2.0,0.20991184517170725
529,0.5,1.0,0.13492925520767718
529,0.5,2.0,0.5187004868575551
529,1.0,2.0,0.3837712316498779
530,0.5,1.0,0.0453085098140665
530,0.5,2.0,0.21128354285209974
530,1.0,2.0,0.16597503303803318
531,0.5,1.0,0.08640444624549079
531,0.5,2.0,0.30770232143356996
531,1.0,2.0,0.22129787518807917
532,0.5,1.0,0.06453974448907844
532,0.5,2.0,0.14264794894791166
532,1.0,2.0,0.07810820445883322
533,0.5,1.0,0.049117414732187274
533,0.5,2.0,0.1417425010277097
533,1.0,2.0,0.10066250049825953
534,0.5,1.0,0.17620615534719092
534,0.5,2.0,0.4201825362307451
534,1.0,2.0,0.2615006025693485
535,0.5,1.0,0.12927625274496662
535,0.5,2.0,0.3903889433184495
535,1.0,2.0,0.2611126905734829
536,0.5,1.0,0.048937496543057915
536,0.5,2.0,0.1794757862851305
536,1.0,2.0,0.1372523504834307
537,0.5,1.0,0.08654675614433813
537,0.5,2.0,0.28415313575687173
537,1.0,2.0,0.19846758333306855
538,0.5,1.0,0.029172259368398873
538,0.5,2.0,0.08951444482056888
538,1.0,2.0,0.06870673214763727
539,0.5,1.0,0.1210190956407191
539,0.5,2.0,0.46277199524700596
539,1.0,2.0,0.3417528996062869
540,0.5,1.0,0.14048178831759814
540,0.5,2.0,0.3248257476750439
540,1.0,2.0,0.18434395935744574
541,0.5,1.0,0.1074115599949633
541,0.5,2.0,0.3108361029205924
541,1.0,2.0,0.2034245429256291
542,0.5,1.0,0.15943355450950264
542,0.5,2.0,0.5586621369487355
542,1.0,2.0,0.3992285824392327
543,0.5,1.0,0.12756519710395609
543,0.5,2.0,0.3437005149016088
543,1.0,2.0,0.2161353177976527
544,0.5,1.0,0.11107797134772891
544,0.5,2.0,0.40743880070458605
544,1.0,2.0,0.2963608293568572
545,0.5,1.0,0.09805295453288071
545,0.5,2.0,0.2710700709511023
545,1.0,2.0,0.1730171164182216
546,0.5,1.0,0.32314614287416876
546,0.5,2.0,0.63800145976908
546,1.0,2.0,0.3148553168949112
547,0.5,1.0,0.09954291231264127
547,0.5,2.0,0.2920415058160176
547,1.0,2.0,0.19249859350337634
548,0.5,1.0,0.06470593565165716
548,0.5,2.0,0.18684629970989244
548,1.0,2.0,0.1465515299462878
549,0.5,1.0,0.13210978390384567
549,0.5,2.0,0.4981228434393099
549,1.0,2.0,0.3714238838553676
550,0.5,1.0,0.12955067030545378
550,0.5,2.0,0.3904231932542248
550,1.0,2.0,0.260872522948771
551,0.5,1.0,0.13429044911565952
551,0.5,2.0,0.39656915951921323
551,1.0,2.0,0.26227871040355377
552,0.5,1.0,0.09600765027086369
552,0.5,2.0,0.33351932200032564
552,1.0,2.0,0.25317864200814655
553,0.5,1.0,0.07486616724081932
553,0.5,2.0,0.22860118353094944
553,1.0,2.0,0.15373501629013014
554,0.5,1.0,0.127901186647762
554,0.5,2.0,0.42845109947940724
554,1.0,2.0,0.3005499128316452
555,0.5,1.0,0.07403623652939556
555,0.5,2.0,0.18532271226984037
555,1.0,2.0,0.12135617768938171
556,0.5,1.0,0.15416169768252339
556,0.5,2.0,0.38786958682992695
556,1.0,2.0,0.23370788914740356
557,0.5,1.0,0.12770220729048265
557,0.5,2.0,0.3365568489780735
557,1.0,2.0,0.20885464168759085
558,0.5,1.0,0.15529043273978416
558,0.5,2.0,0.4397940913570069
558,1.0,2.0,0.28450365861722277
559,0.5,1.0,0.06306646726162829
559,0.5,2.0,0.23085621053391042
559,1.0,2.0,0.17156852637965736
560,0.5,1.0,0.24929722740736532
560,0.5,2.0,0.6262993590154391
560,1.0,2.0,0.37700213160807383
561,0.5,1.0,0.02561018111513154
561,0.5,2.0,0.08902979498515479
561,1.0,2.0,0.06341961387002325
562,0.5,1.0,0.10432741008277072
562,0.5,2.0,0.27521399784734485
562,1.0,2.0,0.18846067867205427
563,0.5,1.0,0.09652043926567369
563,0.5,2.0,0.34093862738856234
563,1.0,2.0,0.24441818812288862
564,0.5,1.0,0.04056673891215541
564,0.5,2.0,0.16251293360818478
564,1.0,2.0,0.12194619469602937
565,0.5,1.0,0.20048329430114986
565,0.5,2.0,0.6176989637147304
565,1.0,2.0,0.41721566941358057
566,0.5,1.0,0.1455002352862559
566,0.5,2.0,0.546823462662961
566,1.0,2.0,0.4013232273767051
567,0.5,1.0,0.09635295400893348
567,0.5,2.0,0.21771752098525043
567,1.0,2.0,0.12136456697631695
568,0.5,1.0,0.046622895531194065
568,0.5,2.0,0.17598707013619133
568,1.0,2.0,0.12936417460499727
569,0.5,1.0,0.09816802837481306
569,0.5,2.0,0.3721787649910124
569,1.0,2.0,0.2740107366161993
570,0.5,1.0,0.16181632537671226
570,0.5,2.0,0.5249553378752665
570,1.0,2.0,0.36313901249855407
571,0.5,1.0,0.0910592370184255
571,0.5,2.0,0.2880675944245325
571,1.0,2.0,0.197008357406107
572,0.5,1.0,0.10728499870429196
572,0.5,2.0,0.2724482250924025
572,1.0,2.0,0.1651632263881106
573,0.5,1.0,0.07323060531351447
573,0.5,2.0,0.2826968139603488
573,1.0,2.0,0.21145216772192366
574,0.5,1.0,0.06552519706825356
574,0.5,2.0,0.18439436321648006
574,1.0,2.0,0.11886916614822648
575,0.5,1.0,0.23952848867407472
575,0.5,2.0,0.6080980097888804
575,1.0,2.0,0.36856952111480556
576,0.5,1.0,0.07386424547965592
576,0.5,2.0,0.2628110561738874
576,1.0,2.0,0.18894681069423147
577,0.5,1.0,0.10174731184666555
577,0.5,2.0,0.2852943327325497
577,1.0,2.0,0.1835470208858842
578,0.5,1.0,0.08606784130400252
578,0.5,2.0,0.3206706986907876
578,1.0,2.0,0.23972177747211987
579,0.5,1.0,0.0854179664891585
579,0.5,2.0,0.2173505971754589
579,1.0,2.0,0.13193263068630043
580,0.5,1.0,0.09521070041724786
580,0.5,2.0,0.32698056367660233
580,1.0,2.0,0.23176986325935447
581,0.5,1.0,0.12550519239797286
581,0.5,2.0,0.3269890551760227
581,1.0,2.0,0.20148386277804983
582,0.5,1.0,0.12042914352746369
582,0.5,2.0,0.4158177049365959
582,1.0,2.0,0.2953885614091322
583,0.5,1.0,0.07985470577429722
583,0.5,2.0,0.25910078415259447
583,1.0,2.0,0.17924607837829723
584,0.5,1.0,0.1174802613232803
584,0.5,2.0,0.4303811553878867
584,1.0,2.0,0.31290089406460647
585,0.5,1.0,0.047961759665385725
585,0.5,2.0,0.12116753178107513
585,1.0,2.0,0.08825168273541747
586,0.5,1.0,0.1270155197239054
586,0.5,2.0,0.49772165646644717
586,1.0,2.0,0.3707061367425417
587,0.5,1.0,0.15311662878592008
587,0.5,2.0,0.38532872870780377
587,1.0,2.0,0.25652843506389195
588,0.5,1.0,0.1721863724247314
588,0.5,2.0,0.5332687998833775
588,1.0,2.0,0.3610824274586461
589,0.5,1.0,0.09372810411280123
589,0.5,2.0,0.2577749869726359
589,1.0,2.0,0.16404688285983468
590,0.5,1.0,0.14763914263148814
590,0.5,2.0,0.34869906136670686
590,1.0,2.0,0.20105991873521872
591,0.5,1.0,0.10745963577992036
591,0.5,2.0,0.3927446271878926
591,1.0,2.0,0.3098792547586049
592,0.5,1.0,0.20196820388973485
592,0.5,2.0,0.5346613141198708
592,1.0,2.0,0.332693110230136
593,0.5,1.0,0.13396690211748102
593,0.5,2.0,0.37285012826743974
593,1.0,2.0,0.23888322614995872
594,0.5,1.0,0.2449566257771978
594,0.5,2.0,0.6246574561691892
594,1.0,2.0,0.3797008303919913
595,0.5,1.0,0.07176159529968192
595,0.5,2.0,0.23118365031941412
595,1.0,2.0,0.16202228319692788
596,0.5,1.0,0.18699348437562174
596,0.5,2.0,0.6058183712092073
596,1.0,2.0,0.4188248868335856
597,0.5,1.0,0.11929901543714681
597,0.5,2.0,0.43655839815610753
597,1.0,2.0,0.3172593827189607
598,0.5,1.0,0.10297688458514814
598,0.5,2.0,0.36821436929549745
598,1.0,2.0,0.26523748471034936
599,0.5,1.0,0.04709932892405208
599,0.5,2.0,0.11201149518968863
599,1.0,2.0,0.07911827520642166
600,0.5,1.0,0.1049989302699798
600,0.5,2.0,0.28790237403647967
600,1.0,2.0,0.18290344376649986
601,0.5,1.0,0.0865282645984399
601,0.5,2.0,0.19131961625257413
601,1.0,2.0,0.1259781281541943
602,0.5,1.0,0.08900847749867234
602,0.5,2.0,0.25370305046375985
602,1.0,2.0,0.1708826301025744
603,0.5,1.0,0.14081289366660837
603,0.5,2.0,0.48149156904536555
603,1.0,2.0,0.36659289792341354
604,0.5,1.0,0.07390422769102119
604,0.5,2.0,0.24886096268882124
604,1.0,2.0,0.1765229196700417
605,0.5,1.0,0.1070940736644208
605,0.5,2.0,0.30493412571077144
605,1.0,2.0,0.19784005204635063
606,0.5,1.0,0.08992499062916962
606,0.5,2.0,0.3624739906952629
606,1.0,2.0,0.27747047068383646
607,0.5,1.0,0.10016903614364611
607,0.5,2.0,0.2880613952471037
607,1.0,2.0,0.18789235910345758
608,0.5,1.0,0.0963254332395927
608,0.5,2.0,0.27768376676802137
608,1.0,2.0,0.1940535209950705
609,0.5,1.0,0.11174052371767326
609,0.5,2.0,0.374247051317474
609,1.0,2.0,0.26250652759980075
610,0.5,1.0,0.05719132599925135
610,0.5,2.0,0.1718673166348065
610,1.0,2.0,0.12228209370149465
611,0.5,1.0,0.09713647307437913
611,0.5,2.0,0.3036436153561689
611,1.0,2.0,0.21611569337988285
612,0.5,1.0,0.07036602668859794
612,0.5,2.0,0.28404571787916943
612,1.0,2.0,0.2136796911905715
613,0.5,1.0,0.0799440396244287
613,0.5,2.0,0.21205781409829522
613,1.0,2.0,0.1630659506663223
614,0.5,1.0,0.07840971047327287
614,0.5,2.0,0.2601063779412888
614,1.0,2.0,0.185128178485642
615,0.5,1.0,0.07789779270179824
615,0.5,2.0,0.24916764859263038
615,1.0,2.0,0.17519903578878887
616,0.5,1.0,0.07274169492203567
616,0.5,2.0,0.26913796640979554
616,1.0,2.0,0.19639627148775984
617,0.5,1.0,0.10175640223754484
617,0.5,2.0,0.3660050044463079
617,1.0,2.0,0.28016803540854407
618,0.5,1.0,0.03327293660910033
618,0.5,2.0,0.06271191532469621
618,1.0,2.0,0.03670113283471017
619,0.5,1.0,0.1057463718141183
619,0.5,2.0,0.34584391705538314
619,1.0,2.0,0.24009754524126486
620,0.5,1.0,0.07213326522985575
620,0.5,2.0,0.2294801779263178
620,1.0,2.0,0.19210158196134883
621,0.5,1.0,0.14898128300507923
621,0.5,2.0,0.5329684724773021
621,1.0,2.0,0.38398718947222277
622,0.5,1.0,0.06648498292016072
622,0.5,2.0,0.17199637058929995
622,1.0,2.0,0.10551138766913923
623,0.5,1.0,0.06132184677870451
623,0.5,2.0,0.14393629830164142
623,1.0,2.0,0.0826144515229369
624,0.5,1.0,0.0969477208595472
624,0.5,2.0,0.2860232484282714
624,1.0,2.0,0.19983701367664394
625,0.5,1.0,0.0778384763409995
625,0.5,2.0,0.3121359397076481
625,1.0,2.0,0.23429746336664858
626,0.5,1.0,0.09104169263463066
626,0.5,2.0,0.2368085437132492
626,1.0,2.0,0.17871620413878717
627,0.5,1.0,0.06171158924366499
627,0.5,2.0,0.16976316913613637
627,1.0,2.0,0.13242343403743
628,0.5,1.0,0.07879218003800309
628,0.5,2.0,0.30419625861702193
628,1.0,2.0,0.2519827823310095
629,0.5,1.0,0.0894721105438929
629,0.5,2.0,0.2555897460267447
629,1.0,2.0,0.16611763548285186
630,0.5,1.0,0.1544371058917319
630,0.5,2.0,0.5672286371166168
630,1.0,2.0,0.4127915312248848
631,0.5,1.0,0.13250893343404496
631,0.5,2.0,0.38107217511618763
631,1.0,2.0,0.24856324168214264
632,0.5,1.0,0.1290940459883388
632,0.5,2.0,0.4816239954213245
632,1.0,2.0,0.3597015041708194
633,0.5,1.0,0.09795985732094005
633,0.5,2.0,0.27368309852377487
633,1.0,2.0,0.19707434523021722
634,0.5,1.0,0.059182016571065865
634,0.5,2.0,0.22538140138919338
634,1.0,2.0,0.16619938481812754
635,0.5,1.0,0.09892324682197652
635,0.5,2.0,0.2704864402854963
635,1.0,2.0,0.17156319346351978
636,0.5,1.0,0.07476370484688695
636,0.5,2.0,0.2724891064605775
636,1.0,2.0,0.19772540161369054
637,0.5,1.0,0.061174079752946885
637,0.5,2.0,0.18807661092334593
637,1.0,2.0,0.1342406148541031
638,0.5,1.0,0.06863392412024012
638,0.5,2.0,0.21641296287218892
638,1.0,2.0,0.1477790387519488
639,0.5,1.0,0.06201515028963883
639,0.5,2.0,0.1722451539199172
639,1.0,2.0,0.11166929856721639
640,0.5,1.0,0.0666592297427799
640,0.5,2.0,0.1512857055449994
640,1.0,2.0,0.0846264758022195
641,0.5,1.0,0.11305459757078254
641,0.5,2.0,0.4467943186776111
641,1.0,2.0,0.33373972110682854
642,0.5,1.0,0.18711958710755383
642,0.5,2.0,0.5351551688503398
642,1.0,2.0,0.3480355817427859
643,0.5,1.0,0.1621460805059734
643,0.5,2.0,0.47057099131713914
643,1.0,2.0,0.3286736619377119
644,0.5,1.0,0.08307062075922762
644,0.5,2.0,0.15752054613857058
644,1.0,2.0,0.08827558529258632
645,0.5,1.0,0.08653439091877152
645,0.5,2.0,0.2331492576007146
645,1.0,2.0,0.1478626212783802
646,0.5,1.0,0.12007109292367268
646,0.5,2.0,0.33569738412609196
646,1.0,2.0,0.21562629120241927
647,0.5,1.0,0.128605911384822
647,0.5,2.0,0.34917949791756886
647,1.0,2.0,0.2205735865327469
648,0.5,1.0,0.10360946791817065
648,0.5,2.0,0.33481253593001914
648,1.0,2.0,0.23120306801184848
649,0.5,1.0,0.07495850357387092
649,0.5,2.0,0.34702618938079133
649,1.0,2.0,0.2720676858069204
650,0.5,1.0,0.11208104986442471
650,0.5,2.0,0.24581247200838302
650,1.0,2.0,0.14786439508344382
651,0.5,1.0,0.09466578258343462
651,0.5,2.0,0.3882760108910274
651,1.0,2.0,0.29917468459708124
652,0.5,1.0,0.0525754247941496
652,0.5,2.0,0.15389384920927685
652,1.0,2.0,0.11886408783918696
653,0.5,1.0,0.15866826011768498
653,0.5,2.0,0.38706230614439757
653,1.0,2.0,0.22839404602671257
654,0.5,1.0,0.0931911802311398
654,0.5,2.0,0.2835749797477749
654,1.0,2.0,0.1965870272113859
655,0.5,1.0,0.06136244666981295
655,0.5,2.0,0.1500154697572308
655,1.0,2.0,0.08865302308741786
656,0.5,1.0,0.12842769383879915
656,0.5,2.0,0.33124610593360604
656,1.0,2.0,0.22435441908299714
657,0.5,1.0,0.08151642270219184
657,0.5,2.0,0.3082621442085668
657,1.0,2.0,0.2381687127313038
658,0.5,1.0,0.031122806941973093
658,0.5,2.0,0.07809223017465719
658,1.0,2.0,0.05685905565892804
659,0.5,1.0,0.05619599626733647
659,0.5,2.0,0.2286279264082421
659,1.0,2.0,0.17243193014090563
660,0.5,1.0,0.09068548710025634
660,0.5,2.0,0.2360914555984673
660,1.0,2.0,0.14540596849821097
661,0.5,1.0,0.10380986166603433
661,0.5,2.0,0.2717685036475541
661,1.0,2.0,0.16954768527609881
662,0.5,1.0,0.10508815866171303
662,0.5,2.0,0.28624845018306927
662,1.0,2.0,0.18116029152135626
663,0.5,1.0,0.11492866770501692
663,0.5,2.0,0.35683916798161763
663,1.0,2.0,0.24542371142266534
664,0.5,1.0,0.17541059097446654
664,0.5,2.0,0.41942909617070867
664,1.0,2.0,0.28478525981035213
665,0.5,1.0,0.06287063036284653
665,0.5,2.0,0.18587990024533801
665,1.0,2.0,0.1304519522632878
666,0.5,1.0,0.20358397871231287
666,0.5,2.0,0.6046615545361113
666,1.0,2.0,0.40107757582379844
667,0.5,1.0,0.1322422307254512
667,0.5,2.0,0.3836662011763934
667,1.0,2.0,0.26427029176729094
668,0.5,1.0,0.06080748192688161
668,0.5,2.0,0.1812510419262169
668,1.0,2.0,0.12044355999933529
669,0.5,1.0,0.14790585320872535
669,0.5,2.0,0.4938919675610832
669,1.0,2.0,0.3459861143523578
670,0.5,1.0,0.052955805429113156
670,0.5,2.0,0.171371269505247
670,1.0,2.0,0.11841546407613385
671,0.5,1.0,0.027087761895053547
671,0.5,2.0,0.09266229868286062
671,1.0,2.0,0.07484483998799484
672,0.5,1.0,0.0711819447815388
672,0.5,2.0,0.2845680192134872
672,1.0,2.0,0.22527930018602255
673,0.5,1.0,0.10793962868743112
673,0.5,2.0,0.3526685323047661
673,1.0,2.0,0.24472890361733501
674,0.5,1.0,0.11426215430885515
674,0.5,2.0,0.3477855681349482
674,1.0,2.0,0.2335234138260931
675,0.5,1.0,0.10749825918800773
675,0.5,2.0,0.29672223117017515
675,1.0,2.0,0.18922397198216745
676,0.5,1.0,0.10313615691385869
676,0.5,2.0,0.3015180994658315
676,1.0,2.0,0.19838194255197286
677,0.5,1.0,0.05408860386566118
677,0.5,2.0,0.19635164384453502
677,1.0,2.0,0.14509166781183913
678,0.5,1.0,0.07219810108450779
678,0.5,2.0,0.2273544158005063
678,1.0,2.0,0.15515631471599856
679,0.5,1.0,0.07617304246049547
679,0.5,2.0,0.2052519594970202
679,1.0,2.0,0.12907891703652472
680,0.5,1.0,0.08053228344113568
680,0.5,2.0,0.25558265133143465
680,1.0,2.0,0.19573774317541465
681,0.5,1.0,0.09156573166031486
681,0.5,2.0,0.2802562559678393
681,1.0,2.0,0.18869052430752448
682,0.5,1.0,0.11749164412383337
682,0.5,2.0,0.3253343417226019
682,1.0,2.0,0.21347377294493078
683,0.5,1.0,0.17951869909850313
683,0.5,2.0,0.5403617169699073
683,1.0,2.0,0.36084301787140416
684,0.5,1.0,0.06288369112476712
684,0.5,2.0,0.24958140897194625
684,1.0,2.0,0.1871820126852881
685,0.5,1.0,0.06544785813929575
685,0.5,2.0,0.1401877518602673
685,1.0,2.0,0.08189076044957501
686,0.5,1.0,0.09869501965395763
686,0.5,2.0,0.302595134641062
686,1.0,2.0,0.2060116249806575
687,0.5,1.0,0.08932620194640285
687,0.5,2.0,0.19171387395157646
687,1.0,2.0,0.1063155572776926
688,0.5,1.0,0.09178633430009359
688,0.5,2.0,0.31457542500475805
688,1.0,2.0,0.2227890907046644
689,0.5,1.0,0.11512778861127722
689,0.5,2.0,0.324767210189431
689,1.0,2.0,0.2308592958162092
690,0.5,1.0,0.12158520705429343
690,0.5,2.0,0.381223564034344
690,1.0,2.0,0.2848758808673076
691,0.5,1.0,0.09394706400708155
691,0.5,2.0,0.28096869656626267
691,1.0,2.0,0.21042461266823342
692,0.5,1.0,0.042423672709016064
692,0.5,2.0,0.11457898613989927
692,1.0,2.0,0.07982047360389648
693,0.5,1.0,0.08365210957253015
693,0.5,2.0,0.19274074809742014
693,1.0,2.0,0.12086328820515355
694,0.5,1.0,0.20324863257459003
694,0.5,2.0,0.5999395876331857
694,1.0,2.0,0.3966909550585956
695,0.5,1.0,0.08964626600878464
695,0.5,2.0,0.42144510086750997
695,1.0,2.0,0.3364077901029563
696,0.5,1.0,0.08756800877155409
696,0.5,2.0,0.22595312501625298
696,1.0,2.0,0.15078274677420886
697,0.5,1.0,0.08189238520668989
697,0.5,2.0,0.3169966192021188
697,1.0,2.0,0.2393708249034835
698,0.5,1.0,0.1671790280167088
698,0.5,2.0,0.43146442120345374
698,1.0,2.0,0.26428539318674493
699,0.5,1.0,0.08859991944111624
699,0.5,2.0,0.22618618661655382
699,1.0,2.0,0.15781666821931678
700,0.5,1.0,0.06058260780721457
700,0.5,2.0,0.2132100508223889
700,1.0,2.0,0.15262744301517434
701,0.5,1.0,0.05827403939356135
701,0.5,2.0,0.16159554966600564
701,1.0,2.0,0.10620320508767798
702,0.5,1.0,0.08647570072292686
702,0.5,2.0,0.23117322096533952
702,1.0,2.0,0.15277722940033298
703,0.5,1.0,0.14735035358348025
703,0.5,2.0,0.522436106270347
703,1.0,2.0,0.3750857526868666
704,0.5,1.0,0.08314423122031192
704,0.5,2.0,0.17749873922959203
704,1.0,2.0,0.1273187245534756
705,0.5,1.0,0.1294910886307781
705,0.5,2.0,0.38377140441670676
705,1.0,2.0,0.25428031578592863
706,0.5,1.0,0.10058427801968839
706,0.5,2.0,0.2623523047414347
706,1.0,2.0,0.17645468953971544
707,0.5,1.0,0.02893287250753404
707,0.5,2.0,0.0878199192285546
707,1.0,2.0,0.06802169653845504
708,0.5,1.0,0.050885877975033786
708,0.5,2.0,0.2294150548336631
708,1.0,2.0,0.17931333951851175
709,0.5,1.0,0.10631994669502953
709,0.5,2.0,0.4321578662173683
709,1.0,2.0,0.3258379195223387
710,0.5,1.0,0.0748704274005105
710,0.5,2.0,0.245205002440542
710,1.0,2.0,0.17033457504003152
711,0.5,1.0,0.08141286130761176
711,0.5,2.0,0.17463932710646002
711,1.0,2.0,0.09322646579884829
712,0.5,1.0,0.15168653767713658
712,0.5,2.0,0.48956397515814065
712,1.0,2.0,0.3378774374810041
713,0.5,1.0,0.0435282459177523
713,0.5,2.0,0.14507652944062854
713,1.0,2.0,0.11594865479851937
714,0.5,1.0,0.07521076164930149
714,0.5,2.0,0.21947363432306305
714,1.0,2.0,0.1500634310049154
715,0.5,1.0,0.09905336481072491
715,0.5,2.0,0.25948445813543625
715,1.0,2.0,0.16043109332471134
716,0.5,1.0,0.17491059695837236
716,0.5,2.0,0.4765683313555655
716,1.0,2.0,0.3016577343971931
717,0.5,1.0,0.14658436647969786
717,0.5,2.0,0.4731397936738534
717,1.0,2.0,0.3265554271941556
718,0.5,1.0,0.11964450388978184
718,0.5,2.0,0.36673739489233986
718,1.0,2.0,0.24709289100255805
719,0.5,1.0,0.08335528743070143
719,0.5,2.0,0.28841657414737776
719,1.0,2.0,0.23715741989311534
720,0.5,1.0,0.15731753735468093
720,0.5,2.0,0.43085370429247793
720,1.0,2.0,0.273536166937797
721,0.5,1.0,0.07165301918811583
721,0.5,2.0,0.17393565114043186
721,1.0,2.0,0.11632408383687338
722,0.5,1.0,0.06658939018578162
722,0.5,2.0,0.23386659226032364
722,1.0,2.0,0.17516175014971522
723,0.5,1.0,0.05868522696359119
723,0.5,2.0,0.17402911069129431
723,1.0,2.0,0.11534388372770313
724,0.5,1.0,0.09669615893474326
724,0.5,2.0,0.297263008824812
724,1.0,2.0,0.20169895984971653
725,0.5,1.0,0.10238612902967809
725,0.5,2.0,0.29208967341050907
725,1.0,2.0,0.20710806970126283
726,0.5,1.0,0.09683371491487483
