sample_index,maximum_z_invariance_error
1056,4.440892098500626e-16
1057,2.220446049250313e-16
1058,2.220446049250313e-16
1059,6.661338147750939e-16
1060,4.440892098500626e-16
1061,3.3306690738754696e-16
1062,3.0531133177191805e-16
1063,9.818534874028728e-16
1064,5.551115123125783e-16
1065,4.440892098500626e-16
1066,7.216449660063518e-16
1067,2.220446049250313e-16
1068,2.220446049250313e-16
1069,6.661338147750939e-16
1070,4.440892098500626e-16
1071,6.661338147750939e-16
1072,2.220446049250313e-16
1073,2.220446049250313e-16
1074,4.440892098500626e-16
1075,2.220446049250313e-16
1076,2.220446049250313e-16
1077,2.498001805406602e-16
1078,2.220446049250313e-16
1079,1.1102230246251565e-16
1080,2.220446049250313e-16
1081,2.220446049250313e-16
1082,5.828670879282072e-16
1083,1.1102230246251565e-16
1084,4.440892098500626e-16
1085,2.220446049250313e-16
1086,1.1102230246251565e-16
1087,4.440892098500626e-16
1088,4.440892098500626e-16
1089,4.440892098500626e-16
1090,4.891920202254596e-16
1091,2.220446049250313e-16
1092,2.914335439641036e-16
1093,2.220446049250313e-16
1094,2.220446049250313e-16
1095,3.3306690738754696e-16
1096,4.440892098500626e-16
1097,2.220446049250313e-16
1098,2.220446049250313e-16
1099,2.220446049250313e-16
1100,4.440892098500626e-16
1101,2.220446049250313e-16
1102,4.440892098500626e-16
1103,4.440892098500626e-16
1104,4.440892098500626e-16
1105,4.440892098500626e-16
1106,4.440892098500626e-16
1107,2.220446049250313e-16
1108,2.220446049250313e-16
1109,1.1102230246251565e-16
1110,2.220446049250313e-16
1111,4.440892098500626e-16
1112,4.440892098500626e-16
1113,2.220446049250313e-16
1114,2.220446049250313e-16
1115,2.220446049250313e-16
1116,4.440892098500626e-16
1117,1.942890293094024e-16
1118,1.1102230246251565e-16
1119,1.5543122344752192e-15
1120,6.661338147750939e-16
1121,4.440892098500626e-16
1122,5.551115123125783e-17
1123,2.220446049250313e-16
1124,4.440892098500626e-16
1125,2.220446049250313e-16
1126,2.220446049250313e-16
1127,2.220446049250313e-16
1128,4.440892098500626e-16
1129,2.220446049250313e-16
1130,2.220446049250313e-16
1131,2.220446049250313e-16
1132,2.220446049250313e-16
1133,2.220446049250313e-16
1134,1.1102230246251565e-15
1135,4.440892098500626e-16
1136,4.440892098500626e-16
1137,2.220446049250313e-16
1138,1.1102230246251565e-16
1139,2.220446049250313e-16
1140,2.220446049250313e-16
1141,4.440892098500626e-16
1142,6.661338147750939e-16
1143,4.440892098500626e-16
1144,3.3306690738754696e-16
1145,2.220446049250313e-16
1146,2.220446049250313e-16
1147,2.220446049250313e-16
1148,2.220446049250313e-16
1149,2.220446049250313e-16
1150,5.551115123125783e-16
1151,4.440892098500626e-16
1152,2.220446049250313e-16
1153,4.440892098500626e-16
1154,2.220446049250313e-16
1155,3.3306690738754696e-16
1156,1.1102230246251565e-16
1157,4.440892098500626e-16
1158,2.220446049250313e-16
1159,2.220446049250313e-16
1160,2.7755575615628914e-16
1161,4.440892098500626e-16
1162,4.440892098500626e-16
1163,4.440892098500626e-16
1164,4.440892098500626e-16
1165,4.440892098500626e-16
1166,8.881784197001252e-16
1167,4.440892098500626e-16
1168,1.1102230246251565e-16
1169,4.440892098500626e-16
1170,2.220446049250313e-16
1171,4.440892098500626e-16
1172,2.220446049250313e-16
1173,6.661338147750939e-16
1174,2.220446049250313e-16
1175,4.440892098500626e-16
1176,2.220446049250313e-16
1177,2.220446049250313e-16
1178,4.440892098500626e-16
1179,2.220446049250313e-16
1180,2.220446049250313e-16
1181,4.440892098500626e-16
1182,1.1102230246251565e-15
1183,2.220446049250313e-16
1184,2.220446049250313e-16
1185,4.440892098500626e-16
1186,5.551115123125783e-17
1187,3.3306690738754696e-16
1188,4.440892098500626e-16
1189,4.440892098500626e-16
1190,2.220446049250313e-16
1191,2.220446049250313e-16
1192,4.440892098500626e-16
1193,2.220446049250313e-16
1194,3.0531133177191805e-16
1195,1.4432899320127035e-15
1196,2.220446049250313e-16
1197,2.7755575615628914e-16
1198,2.220446049250313e-16
1199,2.220446049250313e-16
1200,1.2212453270876722e-15
1201,2.220446049250313e-16
1202,2.220446049250313e-16
1203,2.220446049250313e-16
1204,4.440892098500626e-16
1205,6.661338147750939e-16
1206,2.220446049250313e-16
1207,4.440892098500626e-16
1208,2.220446049250313e-16
1209,3.3306690738754696e-16
1210,2.220446049250313e-16
1211,2.220446049250313e-16
1212,3.3306690738754696e-16
1213,2.220446049250313e-16
1214,4.440892098500626e-16
1215,2.220446049250313e-16
1216,2.220446049250313e-16
1217,6.661338147750939e-16
1218,4.996003610813204e-16
1219,2.220446049250313e-16
1220,2.220446049250313e-16
1221,3.0531133177191805e-16
1222,5.551115123125783e-16
1223,4.440892098500626e-16
1224,4.440892098500626e-16
1225,2.220446049250313e-16
1226,2.220446049250313e-16
1227,4.440892098500626e-16
1228,1.1102230246251565e-15
1229,4.440892098500626e-16
1230,2.7755575615628914e-17
1231,2.220446049250313e-16
1232,2.220446049250313e-16
1233,2.220446049250313e-16
1234,1.7763568394002505e-15
1235,4.440892098500626e-16
1236,2.220446049250313e-16
1237,2.220446049250313e-16
1238,4.440892098500626e-16
1239,2.220446049250313e-16
1240,2.220446049250313e-16
1241,3.885780586188048e-16
1242,2.220446049250313e-16
1243,2.220446049250313e-16
1244,6.661338147750939e-16
1245,2.220446049250313e-16
1246,2.220446049250313e-16
1247,4.440892098500626e-16
1248,2.220446049250313e-16
1249,4.440892098500626e-16
1250,2.220446049250313e-16
1251,4.440892098500626e-16
1252,2.220446049250313e-16
1253,2.220446049250313e-16
1254,1.1102230246251565e-16
1255,2.220446049250313e-16
1256,2.220446049250313e-16
1257,2.220446049250313e-16
1258,2.220446049250313e-16
1259,2.220446049250313e-16
1260,2.220446049250313e-16
1261,2.220446049250313e-16
1262,4.440892098500626e-16
1263,4.440892098500626e-16
1264,2.220446049250313e-16
1265,4.440892098500626e-16
1266,2.220446049250313e-16
1267,3.3306690738754696e-16
1268,4.440892098500626e-16
1269,2.220446049250313e-16
1270,2.220446049250313e-16
1271,2.220446049250313e-16
1272,4.440892098500626e-16
1273,2.220446049250313e-16
1274,4.440892098500626e-16
1275,2.220446049250313e-16
1276,2.220446049250313e-16
1277,1.1102230246251565e-16
1278,2.220446049250313e-16
1279,2.220446049250313e-16
1280,2.220446049250313e-16
1281,7.216449660063518e-16
1282,0.0
1283,4.440892098500626e-16
1284,2.220446049250313e-16
1285,2.220446049250313e-16
1286,3.3306690738754696e-16
1287,2.220446049250313e-16
1288,4.440892098500626e-16
1289,2.220446049250313e-16
1290,4.440892098500626e-16
1291,2.220446049250313e-16
1292,1.0547118733938987e-15
1293,3.3306690738754696e-16
1294,2.220446049250313e-16
1295,2.220446049250313e-16
1296,2.220446049250313e-16
1297,4.440892098500626e-16
1298,2.220446049250313e-16
1299,4.440892098500626e-16
1300,4.440892098500626e-16
1301,4.440892098500626e-16
1302,2.220446049250313e-16
1303,1.1102230246251565e-16
1304,2.220446049250313e-16
1305,2.220446049250313e-16
1306,2.220446049250313e-16
1307,2.220446049250313e-16
1308,2.220446049250313e-16
1309,2.220446049250313e-16
1310,4.440892098500626e-16
1311,2.220446049250313e-16
1312,2.220446049250313e-16
1313,4.440892098500626e-16
1314,2.220446049250313e-16
1315,2.220446049250313e-16
1316,4.440892098500626e-16
1317,3.3306690738754696e-16
1318,2.220446049250313e-16
1319,4.440892098500626e-16
1320,2.220446049250313e-16
1321,2.220446049250313e-16
1322,4.440892098500626e-16
1323,6.661338147750939e-16
1324,2.220446049250313e-16
1325,2.220446049250313e-16
1326,2.220446049250313e-16
1327,2.220446049250313e-16
1328,4.440892098500626e-16
1329,3.3306690738754696e-16
1330,4.440892098500626e-16
1331,4.440892098500626e-16
1332,2.220446049250313e-16
1333,2.220446049250313e-16
1334,2.220446049250313e-16
1335,2.220446049250313e-16
1336,3.3861802251067274e-15
1337,2.220446049250313e-16
1338,2.220446049250313e-16
1339,2.220446049250313e-16
1340,4.996003610813204e-16
1341,2.220446049250313e-16
1342,2.220446049250313e-16
1343,2.220446049250313e-16
1344,6.661338147750939e-16
1345,2.220446049250313e-16
1346,2.220446049250313e-16
1347,2.220446049250313e-16
1348,2.220446049250313e-16
1349,1.1102230246251565e-15
1350,2.220446049250313e-16
1351,2.220446049250313e-16
1352,4.440892098500626e-16
1353,2.220446049250313e-16
1354,2.220446049250313e-16
1355,2.220446049250313e-16
1356,4.440892098500626e-16
1357,4.440892098500626e-16
1358,2.220446049250313e-16
1359,3.885780586188048e-16
1360,2.220446049250313e-16
1361,2.220446049250313e-16
1362,6.661338147750939e-16
1363,2.220446049250313e-16
1364,2.220446049250313e-16
1365,4.440892098500626e-16
1366,2.220446049250313e-16
1367,3.3306690738754696e-16
1368,2.220446049250313e-16
1369,4.440892098500626e-16
1370,2.220446049250313e-16
1371,4.440892098500626e-16
1372,2.220446049250313e-16
1373,2.220446049250313e-16
1374,2.220446049250313e-16
1375,4.440892098500626e-16
1376,3.0531133177191805e-16
1377,2.7755575615628914e-16
1378,2.220446049250313e-16
1379,4.440892098500626e-16
1380,2.220446049250313e-16
1381,4.440892098500626e-16
1382,4.440892098500626e-16
1383,4.440892098500626e-16
1384,2.220446049250313e-16
1385,2.220446049250313e-16
1386,4.440892098500626e-16
1387,4.440892098500626e-16
1388,2.220446049250313e-16
1389,2.220446049250313e-16
1390,2.220446049250313e-16
1391,2.220446049250313e-16
1392,4.440892098500626e-16
1393,2.220446049250313e-16
1394,4.440892098500626e-16
1395,2.220446049250313e-16
1396,3.3306690738754696e-16
1397,4.440892098500626e-16
1398,2.220446049250313e-16
1399,8.951173136040325e-16
1400,2.220446049250313e-16
1401,1.1102230246251565e-16
1402,4.440892098500626e-16
1403,8.326672684688674e-16
1404,4.440892098500626e-16
1405,2.220446049250313e-16
1406,4.440892098500626e-16
1407,2.220446049250313e-16
1408,4.440892098500626e-16
1409,8.326672684688674e-16
1410,2.220446049250313e-16
1411,4.440892098500626e-16
1412,2.220446049250313e-16
1413,2.220446049250313e-16
1414,1.6653345369377348e-16
1415,4.440892098500626e-16
1416,4.440892098500626e-16
1417,4.440892098500626e-16
1418,4.440892098500626e-16
1419,9.159339953157541e-16
1420,4.996003610813204e-16
1421,1.2212453270876722e-15
1422,2.220446049250313e-16
1423,6.661338147750939e-16
1424,2.220446049250313e-16
1425,5.551115123125783e-17
1426,3.3306690738754696e-16
1427,4.440892098500626e-16
1428,4.440892098500626e-16
1429,4.440892098500626e-16
1430,4.440892098500626e-16
1431,2.220446049250313e-16
1432,2.220446049250313e-16
1433,3.3306690738754696e-16
1434,3.3306690738754696e-16
1435,4.440892098500626e-16
1436,1.1102230246251565e-16
1437,9.992007221626409e-16
1438,3.3306690738754696e-16
1439,2.220446049250313e-16
1440,6.661338147750939e-16
1441,6.661338147750939e-16
1442,2.220446049250313e-16
1443,1.2212453270876722e-15
1444,1.1102230246251565e-16
1445,4.440892098500626e-16
1446,2.220446049250313e-16
1447,8.881784197001252e-16
1448,2.7755575615628914e-16
1449,4.440892098500626e-16
1450,4.440892098500626e-16
1451,3.3306690738754696e-16
1452,6.661338147750939e-16
1453,2.220446049250313e-16
1454,2.220446049250313e-16
1455,2.220446049250313e-16
1456,2.220446049250313e-16
1457,1.6653345369377348e-16
1458,6.661338147750939e-16
1459,4.440892098500626e-16
1460,2.220446049250313e-16
1461,1.3322676295501878e-15
1462,4.440892098500626e-16
1463,1.1102230246251565e-16
1464,2.220446049250313e-16
1465,2.220446049250313e-16
1466,4.440892098500626e-16
1467,4.718447854656915e-16
1468,2.220446049250313e-16
1469,8.881784197001252e-16
1470,2.220446049250313e-16
1471,2.220446049250313e-16
1472,2.220446049250313e-16
1473,2.220446049250313e-16
1474,4.440892098500626e-16
1475,2.220446049250313e-16
1476,3.3306690738754696e-16
1477,1.9984014443252818e-15
1478,1.1102230246251565e-16
1479,2.220446049250313e-16
1480,2.220446049250313e-16
1481,4.440892098500626e-16
1482,4.440892098500626e-16
1483,4.440892098500626e-16
1484,2.220446049250313e-16
1485,4.996003610813204e-16
1486,1.7763568394002505e-15
1487,2.220446049250313e-16
1488,2.220446049250313e-16
1489,7.771561172376096e-16
1490,2.220446049250313e-16
1491,2.220446049250313e-16
1492,4.440892098500626e-16
1493,1.1102230246251565e-16
1494,2.220446049250313e-16
1495,4.440892098500626e-16
1496,4.440892098500626e-16
1497,2.220446049250313e-16
1498,4.440892098500626e-16
1499,2.220446049250313e-16
1500,2.220446049250313e-16
1501,1.1102230246251565e-16
1502,8.326672684688674e-17
1503,1.1102230246251565e-16
1504,4.440892098500626e-16
1505,2.220446049250313e-16
1506,8.881784197001252e-16
1507,4.440892098500626e-16
1508,1.1102230246251565e-16
1509,4.218847493575595e-15
1510,1.1102230246251565e-15
1511,5.551115123125783e-17
1512,2.498001805406602e-16
1513,2.220446049250313e-16
1514,2.220446049250313e-16
1515,2.220446049250313e-16
1516,1.1102230246251565e-16
1517,2.220446049250313e-16
1518,2.220446049250313e-16
1519,5.551115123125783e-16
1520,2.0539125955565396e-15
1521,2.220446049250313e-16
1522,2.220446049250313e-16
1523,4.440892098500626e-16
1524,2.220446049250313e-16
1525,4.440892098500626e-16
1526,2.220446049250313e-16
1527,4.440892098500626e-16
1528,1.1102230246251565e-16
1529,4.440892098500626e-16
1530,5.551115123125783e-17
1531,1.1102230246251565e-16
1532,1.609823385706477e-15
1533,6.661338147750939e-16
1534,2.220446049250313e-16
1535,4.440892098500626e-16
1536,6.661338147750939e-16
1537,4.996003610813204e-16
1538,1.1102230246251565e-16
1539,4.440892098500626e-16
1540,4.440892098500626e-16
1541,4.440892098500626e-16
1542,3.3306690738754696e-16
1543,2.220446049250313e-16
1544,4.440892098500626e-16
1545,6.661338147750939e-16
1546,4.440892098500626e-16
1547,4.440892098500626e-16
1548,1.1102230246251565e-16
1549,1.3877787807814457e-16
1550,2.220446049250313e-16
1551,4.440892098500626e-16
1552,2.220446049250313e-16
1553,1.1102230246251565e-16
1554,4.440892098500626e-16
1555,4.440892098500626e-16
1556,2.220446049250313e-16
1557,4.440892098500626e-16
1558,2.220446049250313e-16
1559,2.220446049250313e-16
1560,2.220446049250313e-16
1561,4.440892098500626e-16
1562,4.440892098500626e-16
1563,4.440892098500626e-16
1564,4.440892098500626e-16
1565,2.3592239273284576e-16
1566,2.220446049250313e-16
1567,4.440892098500626e-16
1568,2.220446049250313e-16
1569,4.440892098500626e-16
1570,4.440892098500626e-16
1571,4.440892098500626e-16
1572,2.220446049250313e-16
1573,4.440892098500626e-16
1574,4.440892098500626e-16
1575,2.220446049250313e-16
1576,4.440892098500626e-16
1577,2.220446049250313e-16
1578,1.1102230246251565e-16
1579,4.440892098500626e-16
1580,2.220446049250313e-16
1581,3.3306690738754696e-16
1582,9.992007221626409e-16
1583,2.220446049250313e-16
1584,4.440892098500626e-16
1585,2.220446049250313e-16
1586,4.440892098500626e-16
1587,4.440892098500626e-16
1588,4.440892098500626e-16
1589,6.661338147750939e-16
1590,8.326672684688674e-16
1591,2.220446049250313e-16
1592,2.220446049250313e-16
1593,2.220446049250313e-16
1594,1.1102230246251565e-16
1595,2.220446049250313e-16
1596,3.0531133177191805e-16
1597,4.440892098500626e-16
1598,2.220446049250313e-16
1599,2.220446049250313e-16
1600,4.440892098500626e-16
1601,4.440892098500626e-16
1602,4.440892098500626e-16
1603,4.440892098500626e-16
1604,5.551115123125783e-17
1605,2.220446049250313e-16
1606,4.440892098500626e-16
1607,2.220446049250313e-16
1608,2.220446049250313e-16
1609,4.440892098500626e-16
1610,2.220446049250313e-16
1611,4.440892098500626e-16
1612,6.661338147750939e-16
1613,2.220446049250313e-16
1614,2.220446049250313e-16
1615,6.661338147750939e-16
1616,1.3877787807814457e-16
1617,4.440892098500626e-16
1618,2.220446049250313e-16
1619,3.3306690738754696e-16
1620,4.440892098500626e-16
1621,1.1102230246251565e-16
1622,1.1102230246251565e-16
1623,1.1102230246251565e-16
1624,7.216449660063518e-16
1625,4.440892098500626e-16
1626,2.914335439641036e-16
1627,2.220446049250313e-16
1628,2.220446049250313e-16
1629,2.220446049250313e-16
1630,2.220446049250313e-16
1631,2.220446049250313e-16
1632,2.220446049250313e-16
1633,4.440892098500626e-16
1634,1.1102230246251565e-16
1635,7.771561172376096e-16
1636,1.2490009027033011e-15
1637,2.220446049250313e-16
1638,2.220446049250313e-16
1639,1.1102230246251565e-16
1640,4.440892098500626e-16
1641,2.220446049250313e-16
1642,2.220446049250313e-16
1643,2.220446049250313e-16
1644,2.220446049250313e-16
1645,0.0
1646,4.440892098500626e-16
1647,1.1102230246251565e-16
1648,1.1102230246251565e-16
1649,2.220446049250313e-16
1650,4.440892098500626e-16
1651,1.1102230246251565e-16
1652,4.440892098500626e-16
1653,3.885780586188048e-16
1654,1.1102230246251565e-16
1655,2.498001805406602e-16
1656,1.1102230246251565e-16
1657,6.661338147750939e-16
1658,2.220446049250313e-16
1659,2.220446049250313e-16
1660,4.440892098500626e-16
1661,2.220446049250313e-16
1662,3.608224830031759e-16
1663,2.220446049250313e-16
1664,8.881784197001252e-16
1665,2.220446049250313e-16
1666,2.220446049250313e-16
1667,2.220446049250313e-16
1668,3.3306690738754696e-16
1669,2.220446049250313e-16
1670,1.1102230246251565e-16
1671,7.771561172376096e-16
1672,4.440892098500626e-16
1673,2.220446049250313e-16
1674,1.3877787807814457e-16
1675,1.1102230246251565e-16
1676,4.440892098500626e-16
1677,4.440892098500626e-16
1678,2.220446049250313e-16
1679,4.440892098500626e-16
1680,4.440892098500626e-16
1681,2.220446049250313e-16
1682,2.220446049250313e-16
1683,2.5673907444456745e-16
1684,2.220446049250313e-16
1685,1.2490009027033011e-15
1686,4.440892098500626e-16
1687,2.220446049250313e-16
1688,2.220446049250313e-16
1689,4.440892098500626e-16
1690,4.996003610813204e-16
1691,2.220446049250313e-16
1692,4.440892098500626e-16
1693,2.220446049250313e-16
1694,2.220446049250313e-16
1695,1.1102230246251565e-16
1696,2.220446049250313e-16
1697,2.7755575615628914e-16
1698,2.609024107869118e-15
1699,1.1102230246251565e-16
1700,2.220446049250313e-16
1701,4.440892098500626e-16
1702,2.220446049250313e-16
1703,4.440892098500626e-16
1704,2.220446049250313e-16
1705,2.220446049250313e-16
1706,4.440892098500626e-16
1707,2.220446049250313e-16
1708,2.220446049250313e-16
1709,2.220446049250313e-16
1710,1.1102230246251565e-16
1711,4.440892098500626e-16
1712,4.440892098500626e-16
1713,2.220446049250313e-16
1714,3.3306690738754696e-16
1715,4.440892098500626e-16
1716,4.440892098500626e-16
1717,1.1102230246251565e-16
1718,4.440892098500626e-16
1719,4.440892098500626e-16
1720,2.220446049250313e-16
1721,4.440892098500626e-16
1722,6.661338147750939e-16
1723,4.440892098500626e-16
1724,2.498001805406602e-16
1725,4.440892098500626e-16
1726,2.220446049250313e-16
1727,4.440892098500626e-16
1728,4.440892098500626e-16
1729,4.440892098500626e-16
1730,6.661338147750939e-16
1731,3.885780586188048e-16
1732,2.220446049250313e-16
1733,6.106226635438361e-16
1734,2.220446049250313e-16
1735,2.220446049250313e-16
1736,2.220446049250313e-16
1737,5.551115123125783e-16
1738,4.440892098500626e-16
1739,1.1102230246251565e-16
1740,5.724587470723463e-16
1741,2.220446049250313e-16
1742,4.440892098500626e-16
1743,2.706168622523819e-16
1744,2.220446049250313e-16
1745,4.440892098500626e-16
1746,2.220446049250313e-16
1747,2.220446049250313e-16
1748,3.3306690738754696e-16
1749,2.220446049250313e-16
1750,3.3306690738754696e-16
1751,8.881784197001252e-16
1752,2.220446049250313e-16
1753,2.220446049250313e-16
1754,6.661338147750939e-16
1755,4.440892098500626e-16
1756,1.1102230246251565e-16
1757,6.661338147750939e-16
1758,6.661338147750939e-16
1759,2.220446049250313e-16
1760,8.881784197001252e-16
1761,2.220446049250313e-16
1762,1.1102230246251565e-15
1763,4.996003610813204e-16
1764,2.220446049250313e-16
1765,4.440892098500626e-16
1766,1.7763568394002505e-15
1767,4.440892098500626e-16
1768,4.440892098500626e-16
1769,2.220446049250313e-16
1770,2.220446049250313e-16
1771,2.220446049250313e-16
1772,2.220446049250313e-16
1773,4.440892098500626e-16
1774,2.220446049250313e-16
1775,4.440892098500626e-16
1776,2.220446049250313e-16
1777,2.220446049250313e-16
1778,6.661338147750939e-16
1779,2.220446049250313e-16
1780,2.220446049250313e-16
1781,4.440892098500626e-16
1782,2.220446049250313e-16
1783,4.440892098500626e-16
1784,2.220446049250313e-16
1785,4.440892098500626e-16
1786,2.220446049250313e-16
1787,2.220446049250313e-16
1788,4.440892098500626e-16
1789,4.440892098500626e-16
1790,4.440892098500626e-16
1791,2.220446049250313e-16
1792,2.220446049250313e-16
1793,4.440892098500626e-16
1794,8.326672684688674e-17
1795,2.220446049250313e-16
1796,2.220446049250313e-16
1797,2.220446049250313e-16
1798,2.220446049250313e-16
1799,2.220446049250313e-16
1800,2.220446049250313e-16
1801,1.2212453270876722e-15
1802,4.440892098500626e-16
1803,6.661338147750939e-16
1804,2.220446049250313e-16
1805,2.220446049250313e-16
1806,4.440892098500626e-16
1807,2.220446049250313e-16
1808,4.440892098500626e-16
1809,2.220446049250313e-16
1810,4.440892098500626e-16
1811,4.440892098500626e-16
1812,4.440892098500626e-16
1813,4.440892098500626e-16
1814,2.220446049250313e-16
1815,4.440892098500626e-16
1816,2.220446049250313e-16
1817,1.3877787807814457e-16
1818,2.220446049250313e-16
1819,2.220446049250313e-16
1820,8.881784197001252e-16
1821,3.885780586188048e-16
1822,2.220446049250313e-16
1823,1.1102230246251565e-16
1824,1.4988010832439613e-15
1825,2.220446049250313e-16
1826,4.440892098500626e-16
1827,3.3306690738754696e-16
1828,1.6653345369377348e-16
1829,2.220446049250313e-16
1830,2.220446049250313e-16
1831,2.220446049250313e-16
1832,6.661338147750939e-16
1833,2.220446049250313e-16
1834,6.661338147750939e-16
1835,2.220446049250313e-16
1836,2.220446049250313e-16
1837,4.440892098500626e-16
1838,2.220446049250313e-16
1839,5.551115123125783e-17
1840,4.440892098500626e-16
1841,6.661338147750939e-16
1842,2.498001805406602e-16
1843,2.220446049250313e-16
1844,8.881784197001252e-16
1845,2.220446049250313e-16
1846,3.3306690738754696e-16
1847,2.220446049250313e-16
1848,2.220446049250313e-16
1849,9.992007221626409e-16
1850,4.440892098500626e-16
1851,1.2212453270876722e-15
1852,4.440892098500626e-16
1853,2.220446049250313e-16
1854,2.220446049250313e-16
1855,3.885780586188048e-16
1856,2.220446049250313e-16
1857,2.220446049250313e-16
1858,2.220446049250313e-16
1859,6.661338147750939e-16
1860,2.220446049250313e-16
1861,4.440892098500626e-16
1862,2.220446049250313e-16
1863,4.440892098500626e-16
1864,2.220446049250313e-16
1865,4.440892098500626e-16
1866,3.3306690738754696e-16
1867,2.220446049250313e-16
1868,2.220446049250313e-16
1869,4.440892098500626e-16
1870,9.992007221626409e-16
1871,4.440892098500626e-16
1872,2.220446049250313e-16
1873,5.10702591327572e-15
1874,7.216449660063518e-16
1875,2.220446049250313e-16
1876,4.440892098500626e-16
1877,2.220446049250313e-16
1878,1.3877787807814457e-16
1879,4.440892098500626e-16
1880,4.440892098500626e-16
1881,2.220446049250313e-16
1882,2.220446049250313e-16
1883,6.661338147750939e-16
1884,2.220446049250313e-16
1885,1.1102230246251565e-16
1886,5.551115123125783e-16
1887,4.440892098500626e-16
1888,2.220446049250313e-16
1889,4.440892098500626e-16
1890,2.220446049250313e-16
1891,2.220446049250313e-16
1892,2.220446049250313e-16
1893,4.440892098500626e-16
1894,8.881784197001252e-16
1895,2.7755575615628914e-16
1896,2.220446049250313e-16
1897,2.220446049250313e-16
1898,4.440892098500626e-16
1899,4.440892098500626e-16
1900,1.1102230246251565e-16
1901,2.220446049250313e-16
1902,2.220446049250313e-16
1903,2.220446049250313e-16
1904,3.3306690738754696e-16
1905,4.440892098500626e-16
1906,2.220446049250313e-16
1907,1.9984014443252818e-15
1908,2.220446049250313e-16
1909,2.220446049250313e-16
1910,2.7755575615628914e-16
1911,2.220446049250313e-16
1912,2.220446049250313e-16
1913,2.220446049250313e-16
1914,4.440892098500626e-16
1915,2.220446049250313e-16
1916,2.220446049250313e-16
1917,8.881784197001252e-16
1918,2.220446049250313e-16
1919,2.220446049250313e-16
1920,3.3306690738754696e-16
1921,2.220446049250313e-16
1922,2.220446049250313e-16
1923,1.1102230246251565e-16
1924,7.771561172376096e-16
1925,2.220446049250313e-16
1926,2.220446049250313e-16
1927,1.1102230246251565e-16
1928,6.661338147750939e-16
1929,4.996003610813204e-16
1930,6.661338147750939e-16
1931,1.1102230246251565e-16
1932,4.440892098500626e-16
1933,2.220446049250313e-16
1934,4.440892098500626e-16
1935,2.220446049250313e-16
1936,4.440892098500626e-16
1937,2.220446049250313e-16
1938,2.220446049250313e-16
1939,3.885780586188048e-16
1940,3.3306690738754696e-16
1941,3.3306690738754696e-16
1942,1.1102230246251565e-16
1943,4.440892098500626e-16
1944,2.220446049250313e-16
1945,0.0
1946,2.220446049250313e-16
1947,2.220446049250313e-16
1948,9.159339953157541e-16
1949,1.1102230246251565e-16
1950,4.440892098500626e-16
1951,1.1102230246251565e-16
1952,8.881784197001252e-16
1953,4.440892098500626e-16
1954,1.1102230246251565e-15
1955,2.220446049250313e-16
1956,2.220446049250313e-16
1957,2.220446049250313e-16
1958,6.661338147750939e-16
1959,8.326672684688674e-17
1960,2.220446049250313e-16
1961,2.220446049250313e-16
1962,8.881784197001252e-16
1963,2.220446049250313e-16
1964,2.220446049250313e-16
1965,2.220446049250313e-16
1966,9.43689570931383e-16
1967,2.220446049250313e-16
1968,2.220446049250313e-16
1969,4.440892098500626e-16
1970,1.1102230246251565e-16
1971,7.771561172376096e-16
1972,2.220446049250313e-16
1973,2.220446049250313e-16
1974,1.6653345369377348e-16
1975,4.440892098500626e-16
1976,6.661338147750939e-16
1977,2.220446049250313e-16
1978,2.220446049250313e-16
1979,2.220446049250313e-16
1980,4.440892098500626e-16
1981,2.220446049250313e-16
1982,4.440892098500626e-16
1983,2.220446049250313e-16
1984,2.220446049250313e-16
1985,2.220446049250313e-16
1986,2.220446049250313e-16
1987,2.220446049250313e-16
1988,6.661338147750939e-16
1989,4.440892098500626e-16
1990,4.440892098500626e-16
1991,6.661338147750939e-16
1992,2.220446049250313e-16
1993,2.220446049250313e-16
1994,6.661338147750939e-16
1995,2.7755575615628914e-17
1996,2.220446049250313e-16
1997,3.3306690738754696e-16
1998,1.2212453270876722e-15
1999,2.220446049250313e-16
2000,2.220446049250313e-16
2001,2.220446049250313e-16
2002,2.220446049250313e-16
2003,4.440892098500626e-16
2004,2.220446049250313e-16
2005,2.220446049250313e-16
2006,2.220446049250313e-16
2007,2.220446049250313e-16
2008,1.942890293094024e-15
2009,2.220446049250313e-16
2010,2.220446049250313e-16
2011,2.220446049250313e-16
2012,2.220446049250313e-16
2013,2.220446049250313e-16
2014,4.440892098500626e-16
2015,4.440892098500626e-16
2016,6.661338147750939e-16
2017,6.661338147750939e-16
2018,2.220446049250313e-16
2019,2.220446049250313e-16
2020,3.3306690738754696e-16
2021,2.220446049250313e-16
2022,2.220446049250313e-16
2023,8.881784197001252e-16
2024,2.220446049250313e-16
2025,3.608224830031759e-16
2026,4.996003610813204e-16
2027,2.220446049250313e-16
2028,2.220446049250313e-16
2029,4.440892098500626e-16
2030,2.220446049250313e-16
2031,2.220446049250313e-16
2032,5.551115123125783e-16
2033,1.1102230246251565e-16
2034,4.440892098500626e-16
2035,4.440892098500626e-16
2036,4.440892098500626e-16
2037,2.220446049250313e-16
2038,1.1102230246251565e-16
2039,3.3306690738754696e-16
2040,2.220446049250313e-16
2041,2.220446049250313e-16
2042,4.440892098500626e-16
2043,1.1102230246251565e-16
2044,2.220446049250313e-16
