sample_index,lambda_first,lambda_second,total_variation
1349,1.0,2.0,0.32275426704260957
1350,0.5,1.0,0.17032655251043494
1350,0.5,2.0,0.3393822499099814
1350,1.0,2.0,0.19828342801052473
1351,0.5,1.0,0.18286948849867388
1351,0.5,2.0,0.39212014833229547
1351,1.0,2.0,0.23276211974086672
1352,0.5,1.0,0.20520632208446807
1352,0.5,2.0,0.5550487506378493
1352,1.0,2.0,0.34984242855338116
1353,0.5,1.0,0.17395832015836268
1353,0.5,2.0,0.4113562120296856
1353,1.0,2.0,0.2519671481152224
1354,0.5,1.0,0.2599312218444992
1354,0.5,2.0,0.5849358521204439
1354,1.0,2.0,0.3499422833706326
1355,0.5,1.0,0.200429832870905
1355,0.5,2.0,0.5162488045129477
1355,1.0,2.0,0.31993130531939123
1356,0.5,1.0,0.14024741834579235
1356,0.5,2.0,0.3198199156497799
1356,1.0,2.0,0.19355070340260006
1357,0.5,1.0,0.13326476609617965
1357,0.5,2.0,0.3271688115159963
1357,1.0,2.0,0.20128546396606878
1358,0.5,1.0,0.14692527740889297
1358,0.5,2.0,0.34816334582075453
1358,1.0,2.0,0.2070098504111909
1359,0.5,1.0,0.2275851313812439
1359,0.5,2.0,0.5201612964532359
1359,1.0,2.0,0.3204538102529575
1360,0.5,1.0,0.2332035454193694
1360,0.5,2.0,0.4870389061199289
1360,1.0,2.0,0.2766537139426447
1361,0.5,1.0,0.20465646271652166
1361,0.5,2.0,0.3821852385681155
1361,1.0,2.0,0.17752877585159385
1362,0.5,1.0,0.16241005024054084
1362,0.5,2.0,0.3953324886365369
1362,1.0,2.0,0.26004727919860005
1363,0.5,1.0,0.18455718894231862
1363,0.5,2.0,0.406154414776029
1363,1.0,2.0,0.2215972258337104
1364,0.5,1.0,0.20473899758353967
1364,0.5,2.0,0.5088327671217846
1364,1.0,2.0,0.30409376953824496
1365,0.5,1.0,0.18836877673798932
1365,0.5,2.0,0.39360555544283793
1365,1.0,2.0,0.21963022045529595
1366,0.5,1.0,0.21024922396749746
1366,0.5,2.0,0.5134455907954827
1366,1.0,2.0,0.3031963668279852
1367,0.5,1.0,0.21162692652927415
1367,0.5,2.0,0.3821411218194767
1367,1.0,2.0,0.17051419529020256
1368,0.5,1.0,0.1353093327368492
1368,0.5,2.0,0.31684585653836667
1368,1.0,2.0,0.19270116861794723
1369,0.5,1.0,0.17423440234689247
1369,0.5,2.0,0.45825943841537464
1369,1.0,2.0,0.2928324317989319
1370,0.5,1.0,0.11617158752963115
1370,0.5,2.0,0.26574708013989884
1370,1.0,2.0,0.1495754926102677
1371,0.5,1.0,0.14939492298642923
1371,0.5,2.0,0.25132281372592374
1371,1.0,2.0,0.10192789073949449
1372,0.5,1.0,0.1761713087539749
1372,0.5,2.0,0.39577955471146087
1372,1.0,2.0,0.219608245957486
1373,0.5,1.0,0.24625312512714703
1373,0.5,2.0,0.6026623526514003
1373,1.0,2.0,0.3564092275242533
1374,0.5,1.0,0.2731224190333155
1374,0.5,2.0,0.511546522116502
1374,1.0,2.0,0.2384241030831865
1375,0.5,1.0,0.20394831816653303
1375,0.5,2.0,0.4232814397029859
1375,1.0,2.0,0.2193331215364529
1376,0.5,1.0,0.17338005797452366
1376,0.5,2.0,0.3281570422995206
1376,1.0,2.0,0.15477698432499698
1377,0.5,1.0,0.13730139018778992
1377,0.5,2.0,0.27438963099668623
1377,1.0,2.0,0.1393107769069534
1378,0.5,1.0,0.1780622006734267
1378,0.5,2.0,0.32839603143809737
1378,1.0,2.0,0.16318828953775114
1379,0.5,1.0,0.20132429988529119
1379,0.5,2.0,0.42425486169091264
1379,1.0,2.0,0.22293056180562146
1380,0.5,1.0,0.21509857518799885
1380,0.5,2.0,0.510600863351886
1380,1.0,2.0,0.3220162926844583
1381,0.5,1.0,0.14326753687366955
1381,0.5,2.0,0.3020657935030057
1381,1.0,2.0,0.15879825662933622
1382,0.5,1.0,0.13441599583618558
1382,0.5,2.0,0.3331048995265538
1382,1.0,2.0,0.19868890369036823
1383,0.5,1.0,0.21363576063446924
1383,0.5,2.0,0.3817773573291665
1383,1.0,2.0,0.1681415966946973
1384,0.5,1.0,0.19132141186810886
1384,0.5,2.0,0.42080491780597923
1384,1.0,2.0,0.22948350593787037
1385,0.5,1.0,0.2223968058253346
1385,0.5,2.0,0.5577927926737729
1385,1.0,2.0,0.3353959868484383
1386,0.5,1.0,0.14101661495357284
1386,0.5,2.0,0.32255530054385106
1386,1.0,2.0,0.19617459923778335
1387,0.5,1.0,0.16152445869067394
1387,0.5,2.0,0.3700995682259796
1387,1.0,2.0,0.22257849577710526
1388,0.5,1.0,0.15690102960230454
1388,0.5,2.0,0.3796730500314727
1388,1.0,2.0,0.2364190299462687
1389,0.5,1.0,0.21375546062689127
1389,0.5,2.0,0.3817503479635859
1389,1.0,2.0,0.16799488733669465
1390,0.5,1.0,0.18408275304687832
1390,0.5,2.0,0.35509772728933775
1390,1.0,2.0,0.20011970739239007
1391,0.5,1.0,0.1572614071403049
1391,0.5,2.0,0.32881437642061
1391,1.0,2.0,0.18223784057258643
1392,0.5,1.0,0.1394312410694341
1392,0.5,2.0,0.2943626601648988
1392,1.0,2.0,0.17364359844771005
1393,0.5,1.0,0.14982287420309676
1393,0.5,2.0,0.27966254511811045
1393,1.0,2.0,0.14294472905780442
1394,0.5,1.0,0.16654822198395705
1394,0.5,2.0,0.4031323507621849
1394,1.0,2.0,0.24744265616552844
1395,0.5,1.0,0.1650343845838325
1395,0.5,2.0,0.4247151879306185
1395,1.0,2.0,0.28188400437501804
1396,0.5,1.0,0.21837979437050678
1396,0.5,2.0,0.4737328183154224
1396,1.0,2.0,0.2631560008761977
1397,0.5,1.0,0.2075887045461724
1397,0.5,2.0,0.500441407471103
1397,1.0,2.0,0.2928527029249306
1398,0.5,1.0,0.15928786559183608
1398,0.5,2.0,0.32449869472913495
1398,1.0,2.0,0.179037853607738
1399,0.5,1.0,0.2014146018470521
1399,0.5,2.0,0.5323776521903316
1399,1.0,2.0,0.33965616721567016
1400,0.5,1.0,0.24801608034959796
1400,0.5,2.0,0.5093939847814943
1400,1.0,2.0,0.26137790443189635
1401,0.5,1.0,0.2011568519558063
1401,0.5,2.0,0.5169696642654448
1401,1.0,2.0,0.3158128123096385
1402,0.5,1.0,0.21979140226381635
1402,0.5,2.0,0.510987153088218
1402,1.0,2.0,0.3251777274145174
1403,0.5,1.0,0.12011196865648557
1403,0.5,2.0,0.32263658440093324
1403,1.0,2.0,0.21146066403273156
1404,0.5,1.0,0.1334343433404136
1404,0.5,2.0,0.2512440707416098
1404,1.0,2.0,0.12696193110455445
1405,0.5,1.0,0.13949730199655241
1405,0.5,2.0,0.3856726847374017
1405,1.0,2.0,0.2554218647396805
1406,0.5,1.0,0.24050597320679692
1406,0.5,2.0,0.46262565127019395
1406,1.0,2.0,0.23983145334143446
1407,0.5,1.0,0.2728127638824123
1407,0.5,2.0,0.5112169848839084
1407,1.0,2.0,0.2384042210014961
1408,0.5,1.0,0.11860976061831664
1408,0.5,2.0,0.25065120493568305
1408,1.0,2.0,0.14845046949710314
1409,0.5,1.0,0.18682440793266913
1409,0.5,2.0,0.47606954719723765
1409,1.0,2.0,0.2892451392645685
1410,0.5,1.0,0.08449666353781812
1410,0.5,2.0,0.16893523053004844
1410,1.0,2.0,0.0939629644003225
1411,0.5,1.0,0.18382443767976242
1411,0.5,2.0,0.4299723009052707
1411,1.0,2.0,0.24658833359927393
1412,0.5,1.0,0.17622313712888696
1412,0.5,2.0,0.3869786710459352
1412,1.0,2.0,0.21401978198476715
1413,0.5,1.0,0.18929337761309784
1413,0.5,2.0,0.3765048653496461
1413,1.0,2.0,0.18721148773654825
1414,0.5,1.0,0.2726894685330484
1414,0.5,2.0,0.5457534432183332
1414,1.0,2.0,0.27306397468528465
1415,0.5,1.0,0.15681658589196468
1415,0.5,2.0,0.30154378275493743
1415,1.0,2.0,0.14972349554086792
1416,0.5,1.0,0.16582844920755133
1416,0.5,2.0,0.3282697211588902
1416,1.0,2.0,0.16244127195133884
1417,0.5,1.0,0.24911058107659415
1417,0.5,2.0,0.5785644814586554
1417,1.0,2.0,0.32945390038206124
1418,0.5,1.0,0.25584793729684135
1418,0.5,2.0,0.49969764664801275
1418,1.0,2.0,0.2898482253569659
1419,0.5,1.0,0.18199436595324528
1419,0.5,2.0,0.4227188117348456
1419,1.0,2.0,0.24116220421579834
1420,0.5,1.0,0.14184861055695228
1420,0.5,2.0,0.3089528383017944
1420,1.0,2.0,0.17675569655088585
1421,0.5,1.0,0.156923710246537
1421,0.5,2.0,0.3578423753611858
1421,1.0,2.0,0.2028721356880528
1422,0.5,1.0,0.12775983103353483
1422,0.5,2.0,0.35516560320997825
1422,1.0,2.0,0.2274057721764435
1423,0.5,1.0,0.1743205229273229
1423,0.5,2.0,0.3901770906870623
1423,1.0,2.0,0.21585656775973944
1424,0.5,1.0,0.1738426534237648
1424,0.5,2.0,0.37649627290959353
1424,1.0,2.0,0.20265361948582877
1425,0.5,1.0,0.3081635393024333
1425,0.5,2.0,0.6007079520032468
1425,1.0,2.0,0.2925444127008135
1426,0.5,1.0,0.15158074870784793
1426,0.5,2.0,0.40429788628823055
1426,1.0,2.0,0.2527171375803826
1427,0.5,1.0,0.21263357622515222
1427,0.5,2.0,0.49871222633781576
1427,1.0,2.0,0.3135969205720758
1428,0.5,1.0,0.13652199058008146
1428,0.5,2.0,0.3248634639149547
1428,1.0,2.0,0.2018095640474371
1429,0.5,1.0,0.1543842778793231
1429,0.5,2.0,0.3677203866825579
1429,1.0,2.0,0.21333610880323478
1430,0.5,1.0,0.22844349931933428
1430,0.5,2.0,0.49047484097156835
1430,1.0,2.0,0.26203134165223413
1431,0.5,1.0,0.15034176375779146
1431,0.5,2.0,0.35092705047004963
1431,1.0,2.0,0.20902073004101004
1432,0.5,1.0,0.17693688513902028
1432,0.5,2.0,0.3669178271868532
1432,1.0,2.0,0.1899809420478329
1433,0.5,1.0,0.17178632713206943
1433,0.5,2.0,0.42770191143515646
1433,1.0,2.0,0.285702506480065
1434,0.5,1.0,0.2316981941617249
1434,0.5,2.0,0.5426160932213785
1434,1.0,2.0,0.3109178990596536
1435,0.5,1.0,0.24088649175837681
1435,0.5,2.0,0.4602942565015801
1435,1.0,2.0,0.21940776474320334
1436,0.5,1.0,0.279047212401437
1436,0.5,2.0,0.5463379076849068
1436,1.0,2.0,0.26729069528346977
1437,0.5,1.0,0.15499773472288125
1437,0.5,2.0,0.34698763129655014
1437,1.0,2.0,0.1943259871300381
1438,0.5,1.0,0.14211022847178495
1438,0.5,2.0,0.3275083480662708
1438,1.0,2.0,0.1853981195944859
1439,0.5,1.0,0.1738094647773321
1439,0.5,2.0,0.43421913942725776
1439,1.0,2.0,0.2604096746499256
1440,0.5,1.0,0.15944763098359543
1440,0.5,2.0,0.3893347839885973
1440,1.0,2.0,0.2514601822432009
1441,0.5,1.0,0.14910347474148
1441,0.5,2.0,0.25248899497936267
1441,1.0,2.0,0.1247115356112416
1442,0.5,1.0,0.15298722578126026
1442,0.5,2.0,0.3499715138832711
1442,1.0,2.0,0.1969842881020108
1443,0.5,1.0,0.09125259381214132
1443,0.5,2.0,0.15790368547809563
1443,1.0,2.0,0.08283964938584487
1444,0.5,1.0,0.23246057587989838
1444,0.5,2.0,0.5578221369373966
1444,1.0,2.0,0.3253615610574982
1445,0.5,1.0,0.217026254390765
1445,0.5,2.0,0.45294183756235873
1445,1.0,2.0,0.23591558317159378
1446,0.5,1.0,0.17749572069504896
1446,0.5,2.0,0.4039516130600067
1446,1.0,2.0,0.25709702879814844
1447,0.5,1.0,0.1452947605518609
1447,0.5,2.0,0.35626593799652806
1447,1.0,2.0,0.21097117744466712
1448,0.5,1.0,0.13638543454195
1448,0.5,2.0,0.2980556168265092
1448,1.0,2.0,0.16167018228455915
1449,0.5,1.0,0.1614593311482524
1449,0.5,2.0,0.3939254931959861
1449,1.0,2.0,0.23246616204773368
1450,0.5,1.0,0.12875972832113913
1450,0.5,2.0,0.2692306585497204
1450,1.0,2.0,0.14335527877594126
1451,0.5,1.0,0.21481932595764813
1451,0.5,2.0,0.4960074871663995
1451,1.0,2.0,0.3128055226772759
1452,0.5,1.0,0.28105565994243886
1452,0.5,2.0,0.5788121292653103
1452,1.0,2.0,0.2977564693228714
1453,0.5,1.0,0.19893665557413334
1453,0.5,2.0,0.44208067503057163
1453,1.0,2.0,0.24314401945643832
1454,0.5,1.0,0.16543267714050636
1454,0.5,2.0,0.4086085947358893
1454,1.0,2.0,0.24317591759538293
1455,0.5,1.0,0.1254712362976493
1455,0.5,2.0,0.32715783960618694
1455,1.0,2.0,0.2016866033085377
1456,0.5,1.0,0.18405948501130254
1456,0.5,2.0,0.39126058380439344
1456,1.0,2.0,0.22235882541260488
1457,0.5,1.0,0.10793298908029987
1457,0.5,2.0,0.33012042619445475
1457,1.0,2.0,0.2221874371141549
1458,0.5,1.0,0.19782094539388298
1458,0.5,2.0,0.4682608216693126
1458,1.0,2.0,0.2984517659948999
1459,0.5,1.0,0.19774516554970317
1459,0.5,2.0,0.47776701550018313
1459,1.0,2.0,0.28002184995047996
1460,0.5,1.0,0.23743632407398646
1460,0.5,2.0,0.5615451232476568
1460,1.0,2.0,0.32410879917367036
1461,0.5,1.0,0.12451176784558114
1461,0.5,2.0,0.2342242561469467
1461,1.0,2.0,0.12879025629426596
1462,0.5,1.0,0.1438153693507184
1462,0.5,2.0,0.32201826548025125
1462,1.0,2.0,0.17820289612953288
1463,0.5,1.0,0.1743449471023473
1463,0.5,2.0,0.3870871147696945
1463,1.0,2.0,0.21274216766734722
1464,0.5,1.0,0.20665252694084657
1464,0.5,2.0,0.43789555327490665
1464,1.0,2.0,0.25128086563427926
1465,0.5,1.0,0.18854335495203442
1465,0.5,2.0,0.4770064215013402
1465,1.0,2.0,0.30852589100677275
1466,0.5,1.0,0.07324498980448242
1466,0.5,2.0,0.14955320771561068
1466,1.0,2.0,0.08031435842027235
1467,0.5,1.0,0.16739079175747196
1467,0.5,2.0,0.30938496971204105
1467,1.0,2.0,0.17621143625923857
1468,0.5,1.0,0.16642600990864392
1468,0.5,2.0,0.41507610872370837
1468,1.0,2.0,0.24865009881506445
1469,0.5,1.0,0.2152844105095136
1469,0.5,2.0,0.38154949752531037
1469,1.0,2.0,0.16626508701579676
1470,0.5,1.0,0.18974417008151007
1470,0.5,2.0,0.4111701231856611
1470,1.0,2.0,0.23765980668183476
1471,0.5,1.0,0.2131614508536356
1471,0.5,2.0,0.4647473880011273
1471,1.0,2.0,0.2515859371474917
1472,0.5,1.0,0.19750411159956716
1472,0.5,2.0,0.46804927773740757
1472,1.0,2.0,0.2705451661378404
1473,0.5,1.0,0.14713961860390717
1473,0.5,2.0,0.25301809731199304
1473,1.0,2.0,0.11278583833779543
1474,0.5,1.0,0.1989948355360862
1474,0.5,2.0,0.4906965385312343
1474,1.0,2.0,0.3179968775039653
1475,0.5,1.0,0.14242675091969798
1475,0.5,2.0,0.3759540175464979
1475,1.0,2.0,0.2335272666267999
1476,0.5,1.0,0.2136049413416889
1476,0.5,2.0,0.5149818552519099
1476,1.0,2.0,0.30516994572350875
1477,0.5,1.0,0.1492914691624234
1477,0.5,2.0,0.2513608781633531
1477,1.0,2.0,0.10206940900092973
1478,0.5,1.0,0.1981764283100712
1478,0.5,2.0,0.453027801419573
1478,1.0,2.0,0.2548513731095018
1479,0.5,1.0,0.15908770478085815
1479,0.5,2.0,0.3374932232854353
1479,1.0,2.0,0.19753171303954709
1480,0.5,1.0,0.24427228402811105
1480,0.5,2.0,0.4600219990418256
1480,1.0,2.0,0.21574971501371448
1481,0.5,1.0,0.24415653903591641
1481,0.5,2.0,0.5611437040742001
1481,1.0,2.0,0.31698716503828367
1482,0.5,1.0,0.11446271410582645
1482,0.5,2.0,0.2725460917217545
1482,1.0,2.0,0.16467114604316635
1483,0.5,1.0,0.17975138201690707
1483,0.5,2.0,0.37681204085682907
1483,1.0,2.0,0.22163529852662767
1484,0.5,1.0,0.11477800683010772
1484,0.5,2.0,0.23091024107234054
1484,1.0,2.0,0.12575552636973458
1485,0.5,1.0,0.1761202844570939
1485,0.5,2.0,0.44603926562174295
1485,1.0,2.0,0.2699189811646491
1486,0.5,1.0,0.3210415734115661
1486,0.5,2.0,0.6426655660209053
1486,1.0,2.0,0.3216239926093391
1487,0.5,1.0,0.11045552987492006
1487,0.5,2.0,0.21992571633735897
1487,1.0,2.0,0.12490367434476418
1488,0.5,1.0,0.1956001556554887
1488,0.5,2.0,0.37972588605556346
1488,1.0,2.0,0.18412573040007474
1489,0.5,1.0,0.23623922139436476
1489,0.5,2.0,0.5382374250908422
1489,1.0,2.0,0.3019982036964774
1490,0.5,1.0,0.12294291165535227
1490,0.5,2.0,0.2700326932822056
1490,1.0,2.0,0.16530173514996
1491,0.5,1.0,0.19438130226710626
1491,0.5,2.0,0.37919608997117527
1491,1.0,2.0,0.18481478770406895
1492,0.5,1.0,0.13586729612772128
1492,0.5,2.0,0.3219564539733676
1492,1.0,2.0,0.1898329131166151
1493,0.5,1.0,0.1640119668597522
1493,0.5,2.0,0.4596070304941629
1493,1.0,2.0,0.30675329078936087
1494,0.5,1.0,0.24610954485504483
1494,0.5,2.0,0.4583732924824806
1494,1.0,2.0,0.2122637476274357
1495,0.5,1.0,0.20085288199991713
1495,0.5,2.0,0.3817267127480305
1495,1.0,2.0,0.1808738307481133
1496,0.5,1.0,0.18170320103411342
1496,0.5,2.0,0.394141889001263
1496,1.0,2.0,0.24359665969869748
1497,0.5,1.0,0.12904300045672706
1497,0.5,2.0,0.2951662383305604
1497,1.0,2.0,0.16612323787383332
1498,0.5,1.0,0.2889076510824496
1498,0.5,2.0,0.6466191075406127
1498,1.0,2.0,0.35771145645816316
1499,0.5,1.0,0.11540495231681255
1499,0.5,2.0,0.263973168048467
1499,1.0,2.0,0.14856821573165443
1500,0.5,1.0,0.27610237155950107
1500,0.5,2.0,0.5112094454143945
1500,1.0,2.0,0.23510707385489335
1501,0.5,1.0,0.15048221032274717
1501,0.5,2.0,0.26120849671239543
1501,1.0,2.0,0.14094522224772008
1502,0.5,1.0,0.1661581706298912
1502,0.5,2.0,0.40497941926617503
1502,1.0,2.0,0.2388212486362838
1503,0.5,1.0,0.24904972993267466
1503,0.5,2.0,0.458484941288709
1503,1.0,2.0,0.20943521135603432
1504,0.5,1.0,0.15005016630341791
1504,0.5,2.0,0.2593798361425056
1504,1.0,2.0,0.1279667611750315
1505,0.5,1.0,0.09560359114842291
1505,0.5,2.0,0.21473168630133369
1505,1.0,2.0,0.11912809515291078
1506,0.5,1.0,0.1876466208972753
1506,0.5,2.0,0.43203796238516706
1506,1.0,2.0,0.24439134148789177
1507,0.5,1.0,0.1460975095353531
1507,0.5,2.0,0.3604176741074877
1507,1.0,2.0,0.21432016457213454
1508,0.5,1.0,0.18409389260027748
1508,0.5,2.0,0.3284496298906265
1508,1.0,2.0,0.16087214220795315
1509,0.5,1.0,0.16421719774253155
1509,0.5,2.0,0.3869973478324208
1509,1.0,2.0,0.24261554874222757
1510,0.5,1.0,0.09964523497361183
1510,0.5,2.0,0.20785628580559629
1510,1.0,2.0,0.10821105083198444
1511,0.5,1.0,0.25492363421994313
1511,0.5,2.0,0.5139052494265679
1511,1.0,2.0,0.25898161520662477
1512,0.5,1.0,0.26160672726938095
1512,0.5,2.0,0.5729355923293149
1512,1.0,2.0,0.3113288650599339
1513,0.5,1.0,0.2011965008034125
1513,0.5,2.0,0.47846475664863597
1513,1.0,2.0,0.27726825584522347
1514,0.5,1.0,0.19835269283623042
1514,0.5,2.0,0.38075349477268894
1514,1.0,2.0,0.18240080193645847
1515,0.5,1.0,0.16016271376611838
1515,0.5,2.0,0.3546568564671872
1515,1.0,2.0,0.19838906508818674
1516,0.5,1.0,0.13284553802888743
1516,0.5,2.0,0.30659826703869925
1516,1.0,2.0,0.17375272900981187
1517,0.5,1.0,0.12360505058337645
1517,0.5,2.0,0.3078688621800761
1517,1.0,2.0,0.19863828487922414
1518,0.5,1.0,0.21825141047787885
1518,0.5,2.0,0.5175490533975965
1518,1.0,2.0,0.32408898528384905
1519,0.5,1.0,0.0746069753946838
1519,0.5,2.0,0.1519834172354529
1519,1.0,2.0,0.07737644184076907
1520,0.5,1.0,0.1382942308125184
1520,0.5,2.0,0.2924250773955501
1520,1.0,2.0,0.15413084658303175
1521,0.5,1.0,0.09606127730999484
1521,0.5,2.0,0.21593829138609605
1521,1.0,2.0,0.11987701407610121
1522,0.5,1.0,0.16141796019432508
1522,0.5,2.0,0.4008321028885569
1522,1.0,2.0,0.2412696828780038
1523,0.5,1.0,0.16449422314651221
1523,0.5,2.0,0.3518767926380739
1523,1.0,2.0,0.190983815897382
1524,0.5,1.0,0.16632730379283192
1524,0.5,2.0,0.39741854312399494
1524,1.0,2.0,0.2445402187013071
1525,0.5,1.0,0.13989455636879977
1525,0.5,2.0,0.31546062525213325
1525,1.0,2.0,0.18129348944534215
1526,0.5,1.0,0.2138119201893634
1526,0.5,2.0,0.4347717161104482
1526,1.0,2.0,0.23868519732390733
1527,0.5,1.0,0.12102881678183561
1527,0.5,2.0,0.278919507312289
1527,1.0,2.0,0.15789069053045338
1528,0.5,1.0,0.11724185750157709
1528,0.5,2.0,0.2682057106048469
1528,1.0,2.0,0.15096385310326976
1529,0.5,1.0,0.18080202743815021
1529,0.5,2.0,0.3860311554943379
1529,1.0,2.0,0.2052291280561877
1530,0.5,1.0,0.19365092330155534
1530,0.5,2.0,0.37885701755403456
1530,1.0,2.0,0.18520609425247928
1531,0.5,1.0,0.11397207619030818
1531,0.5,2.0,0.26062931899167097
1531,1.0,2.0,0.14665724280136277
1532,0.5,1.0,0.1543359373561316
1532,0.5,2.0,0.3076300598136672
1532,1.0,2.0,0.15329412245753563
1533,0.5,1.0,0.2191287345186464
1533,0.5,2.0,0.5058340758696233
1533,1.0,2.0,0.29474058097743344
1534,0.5,1.0,0.15705225453405916
1534,0.5,2.0,0.4292564870175024
1534,1.0,2.0,0.2722042324834432
1535,0.5,1.0,0.2159495674994859
1535,0.5,2.0,0.5353671492442386
1535,1.0,2.0,0.33905037922700404
1536,0.5,1.0,0.17208418047885604
1536,0.5,2.0,0.33537635206228533
1536,1.0,2.0,0.17523558037916886
1537,0.5,1.0,0.23770875936901614
1537,0.5,2.0,0.5243174374889275
1537,1.0,2.0,0.28660867811991125
1538,0.5,1.0,0.2031231918067687
1538,0.5,2.0,0.4451952909958077
1538,1.0,2.0,0.24207209918903894
1539,0.5,1.0,0.15854992948341706
1539,0.5,2.0,0.3471351021095711
1539,1.0,2.0,0.20754723318158455
1540,0.5,1.0,0.22503313177577597
1540,0.5,2.0,0.4834270475435827
1540,1.0,2.0,0.29063488304519114
1541,0.5,1.0,0.10403421289184979
1541,0.5,2.0,0.25912780057064666
1541,1.0,2.0,0.15509358767879686
1542,0.5,1.0,0.16634753677667785
1542,0.5,2.0,0.3751368102114395
1542,1.0,2.0,0.2243308239175973
1543,0.5,1.0,0.15627139935826398
1543,0.5,2.0,0.380729293418428
1543,1.0,2.0,0.22445789406016406
1544,0.5,1.0,0.26171954555395816
1544,0.5,2.0,0.5708250265287622
1544,1.0,2.0,0.3091054809748041
1545,0.5,1.0,0.10979122535182925
1545,0.5,2.0,0.27043055256058607
1545,1.0,2.0,0.1663371567562498
1546,0.5,1.0,0.15065768869004992
1546,0.5,2.0,0.34907168879246114
1546,1.0,2.0,0.20894199993713797
1547,0.5,1.0,0.09767534766985174
1547,0.5,2.0,0.24362948955149316
1547,1.0,2.0,0.14964571948985966
1548,0.5,1.0,0.13798526540793393
1548,0.5,2.0,0.2855460628313148
1548,1.0,2.0,0.14970163306043743
1549,0.5,1.0,0.22313193671094994
1549,0.5,2.0,0.451988241209605
1549,1.0,2.0,0.2288563044986551
1550,0.5,1.0,0.22922362774391963
1550,0.5,2.0,0.49705161371449424
1550,1.0,2.0,0.26782798597057456
1551,0.5,1.0,0.18961985860128783
1551,0.5,2.0,0.4770111720801926
1551,1.0,2.0,0.2873913134789048
1552,0.5,1.0,0.21559656061846075
1552,0.5,2.0,0.5017553947543819
1552,1.0,2.0,0.28615883413592125
1553,0.5,1.0,0.1001437375516408
1553,0.5,2.0,0.27495412261511265
1553,1.0,2.0,0.18351282741291763
1554,0.5,1.0,0.12032108240864421
1554,0.5,2.0,0.2732857489793352
1554,1.0,2.0,0.15331678959922648
1555,0.5,1.0,0.1525449830890626
1555,0.5,2.0,0.3391984309039937
1555,1.0,2.0,0.18665344781493115
1556,0.5,1.0,0.1186697816524666
1556,0.5,2.0,0.33720413047397024
1556,1.0,2.0,0.2185343488215037
1557,0.5,1.0,0.1709417027324568
1557,0.5,2.0,0.3984552816718574
1557,1.0,2.0,0.23999688971523891
1558,0.5,1.0,0.22300931128718254
1558,0.5,2.0,0.4669321392814799
1558,1.0,2.0,0.2826004729966661
1559,0.5,1.0,0.14216365856753171
1559,0.5,2.0,0.33042634729430165
1559,1.0,2.0,0.1884262344846854
1560,0.5,1.0,0.14084477087815006
1560,0.5,2.0,0.31221367245415815
1560,1.0,2.0,0.1713689015760081
1561,0.5,1.0,0.1612256359183782
1561,0.5,2.0,0.3776168654255912
1561,1.0,2.0,0.21639122950721296
1562,0.5,1.0,0.23775462149490717
1562,0.5,2.0,0.5650205493217424
1562,1.0,2.0,0.32726592782683517
1563,0.5,1.0,0.1421906020308037
1563,0.5,2.0,0.2866205344030739
1563,1.0,2.0,0.17674861267552744
1564,0.5,1.0,0.16136175881075673
1564,0.5,2.0,0.3787749303259851
1564,1.0,2.0,0.21741317151522835
1565,0.5,1.0,0.19762900275995157
1565,0.5,2.0,0.4264499463061373
1565,1.0,2.0,0.24423440026858545
1566,0.5,1.0,0.2534080166800791
1566,0.5,2.0,0.45800821608662845
1566,1.0,2.0,0.20460019940654933
1567,0.5,1.0,0.13164611876221044
1567,0.5,2.0,0.29389840284955127
1567,1.0,2.0,0.17515697951600118
1568,0.5,1.0,0.16674305709696907
1568,0.5,2.0,0.3366647496726015
1568,1.0,2.0,0.183034394924772
1569,0.5,1.0,0.09103979924038394
1569,0.5,2.0,0.14047040148483567
1569,1.0,2.0,0.04943060224445173
1570,0.5,1.0,0.21102808999767264
1570,0.5,2.0,0.4812312147888943
1570,1.0,2.0,0.2702031247912216
1571,0.5,1.0,0.17412482688553182
1571,0.5,2.0,0.39226717196820937
1571,1.0,2.0,0.23090351257702904
1572,0.5,1.0,0.1466228491047023
1572,0.5,2.0,0.29734600697378494
1572,1.0,2.0,0.15465375617463822
1573,0.5,1.0,0.21584283574499052
1573,0.5,2.0,0.4265006706592377
1573,1.0,2.0,0.22125773774772417
1574,0.5,1.0,0.1250325283486734
1574,0.5,2.0,0.3183927731405439
1574,1.0,2.0,0.19336024479187053
1575,0.5,1.0,0.17179156212872626
1575,0.5,2.0,0.4229542834163675
1575,1.0,2.0,0.2511627212876413
1576,0.5,1.0,0.18714169486284066
1576,0.5,2.0,0.3795603162921593
1576,1.0,2.0,0.2139545827456275
1577,0.5,1.0,0.09103899568528774
1577,0.5,2.0,0.14046890793555017
1577,1.0,2.0,0.04942991225026241
1578,0.5,1.0,0.14990450718578138
1578,0.5,2.0,0.2513068841370492
1578,1.0,2.0,0.10140237695126783
1579,0.5,1.0,0.15727612101183702
1579,0.5,2.0,0.44872023751619866
1579,1.0,2.0,0.29144411650436164
1580,0.5,1.0,0.1273085041809461
1580,0.5,2.0,0.2881074851820141
1580,1.0,2.0,0.17501563233094694
1581,0.5,1.0,0.21569738830305518
1581,0.5,2.0,0.38122507094717817
1581,1.0,2.0,0.16552768264412301
1582,0.5,1.0,0.09141317988656417
1582,0.5,2.0,0.18271324328252075
1582,1.0,2.0,0.0988952748483264
