sample_index,function,relative_odds_error
1040,exp_1,0.0
1040,exp_2,1.2110162498539608e-16
1040,asinh,0.0
1040,logistic,0.0
1041,exp_0_5,0.0
1041,exp_1,0.0
1041,exp_2,0.0
1041,asinh,0.0
1041,logistic,0.0
1042,exp_0_5,1.1730069626456484e-16
1042,exp_1,1.2393413790708659e-16
1042,exp_2,0.0
1042,asinh,1.3691183976565852e-16
1042,logistic,0.0
1043,exp_0_5,1.5337432452071686e-16
1043,exp_1,0.0
1043,exp_2,2.0218548172826077e-16
1043,asinh,1.5761723967620676e-16
1043,logistic,0.0
1044,exp_0_5,0.0
1044,exp_1,0.0
1044,exp_2,1.8060986463964098e-16
1044,asinh,1.4663889611037347e-16
1044,logistic,1.854775783962955e-16
1045,exp_0_5,1.8609841278690242e-16
1045,exp_1,1.5597145111225427e-16
1045,exp_2,0.0
1045,asinh,1.2588891322443243e-16
1045,logistic,1.121137786574778e-16
1046,exp_0_5,1.1347014795508702e-16
1046,exp_1,2.3194392822642943e-16
1046,exp_2,0.0
1046,asinh,1.1575890205524937e-16
1046,logistic,0.0
1047,exp_0_5,0.0
1047,exp_1,1.56049195030451e-16
1047,exp_2,2.193374730079431e-16
1047,asinh,0.0
1047,logistic,0.0
1048,exp_0_5,1.2247204602444235e-16
1048,exp_1,1.3510260303309195e-16
1048,exp_2,0.0
1048,asinh,0.0
1048,logistic,1.5942098068631082e-16
1049,exp_0_5,0.0
1049,exp_1,0.0
1049,exp_2,1.469195079824882e-16
1049,asinh,1.8074351593549564e-16
1049,logistic,1.9967236568217498e-16
1050,exp_0_5,2.4422504365549765e-16
1050,exp_1,0.0
1050,exp_2,1.624838165377798e-16
1050,asinh,2.0512307599603065e-16
1050,logistic,0.0
1051,exp_0_5,0.0
1051,exp_1,1.1709155406090082e-16
1051,exp_2,0.0
1051,asinh,1.2983126625750318e-16
1051,logistic,1.7804042671232665e-16
1052,exp_0_5,1.5884792107929677e-16
1052,exp_1,0.0
1052,exp_2,0.0
1052,asinh,0.0
1052,logistic,1.3649461471147406e-16
1053,exp_0_5,2.0600520637747723e-16
1053,exp_1,1.9112441425431319e-16
1053,exp_2,0.0
1053,asinh,0.0
1053,logistic,1.3471308503211185e-16
1054,exp_0_5,0.0
1054,exp_1,0.0
1054,exp_2,0.0
1054,asinh,0.0
1054,logistic,1.6592845318317773e-16
1055,exp_0_5,2.3509734487304087e-16
1055,exp_1,0.0
1055,exp_2,0.0
1055,asinh,0.0
1055,logistic,0.0
1056,exp_0_5,0.0
1056,exp_1,0.0
1056,exp_2,0.0
1056,asinh,1.5550684725181234e-16
1056,logistic,1.5680947178148276e-16
1057,exp_0_5,2.7746220615310744e-16
1057,exp_1,0.0
1057,exp_2,1.3534264906586672e-16
1057,asinh,0.0
1057,logistic,0.0
1058,exp_0_5,1.274285940319129e-16
1058,exp_1,1.462593210263541e-16
1058,exp_2,0.0
1058,asinh,0.0
1058,logistic,0.0
1059,exp_0_5,1.5806471432811056e-16
1059,exp_1,1.1251997734447398e-16
1059,exp_2,0.0
1059,asinh,0.0
1059,logistic,0.0
1060,exp_0_5,1.146554036277267e-16
1060,exp_1,1.1840739463564402e-16
1060,exp_2,0.0
1060,asinh,0.0
1060,logistic,2.3176020032339975e-16
1061,exp_0_5,2.7528992289417944e-16
1061,exp_1,0.0
1061,exp_2,1.3115371262011952e-16
1061,asinh,0.0
1061,logistic,0.0
1062,exp_0_5,0.0
1062,exp_1,1.1332581074033255e-16
1062,exp_2,1.1567711257195153e-16
1062,asinh,2.0680620233368502e-16
1062,logistic,1.7439331439406764e-16
1063,exp_0_5,1.292921535793856e-16
1063,exp_1,0.0
1063,exp_2,0.0
1063,asinh,0.0
1063,logistic,0.0
1064,exp_0_5,0.0
1064,exp_1,1.3524416332838207e-16
1064,exp_2,1.6475053488076998e-16
1064,asinh,1.3182302934459238e-16
1064,logistic,1.2590966811604662e-16
1065,exp_0_5,1.1346864622980378e-16
1065,exp_1,0.0
1065,exp_2,1.2113588157048289e-16
1065,asinh,1.9422965931285944e-16
1065,logistic,0.0
1066,exp_0_5,0.0
1066,exp_1,0.0
1066,exp_2,0.0
1066,asinh,0.0
1066,logistic,0.0
1067,exp_0_5,1.669326133400374e-16
1067,exp_1,0.0
1067,exp_2,1.4186461657649497e-16
1067,asinh,0.0
1067,logistic,0.0
1068,exp_0_5,0.0
1068,exp_1,0.0
1068,exp_2,0.0
1068,asinh,2.0389289699945466e-16
1068,logistic,2.1470853433401834e-16
1069,exp_0_5,0.0
1069,exp_1,0.0
1069,exp_2,0.0
1069,asinh,1.943413177816334e-16
1069,logistic,0.0
1070,exp_0_5,1.4657171888900574e-16
1070,exp_1,1.9350408252730203e-16
1070,exp_2,0.0
1070,asinh,0.0
1070,logistic,1.5357095157735346e-16
1071,exp_0_5,1.5404332556495598e-16
1071,exp_1,2.137349489677782e-16
1071,exp_2,0.0
1071,asinh,1.5501566468890168e-16
1071,logistic,0.0
1072,exp_0_5,0.0
1072,exp_1,1.576117936582618e-16
1072,exp_2,1.1187606881311839e-16
1072,asinh,1.536662500142e-16
1072,logistic,0.0
1073,exp_0_5,1.4347656984020234e-16
1073,exp_1,1.854179352843157e-16
1073,exp_2,1.5483290277062267e-16
1073,asinh,0.0
1073,logistic,0.0
1074,exp_0_5,0.0
1074,exp_1,1.2142168784459826e-16
1074,exp_2,0.0
1074,asinh,1.2005606970530175e-16
1074,logistic,0.0
1075,exp_0_5,1.5466666040355192e-16
1075,exp_1,0.0
1075,exp_2,0.0
1075,asinh,0.0
1075,logistic,0.0
1076,exp_0_5,0.0
1076,exp_1,0.0
1076,exp_2,1.5546800826778624e-16
1076,asinh,0.0
1076,logistic,0.0
1077,exp_0_5,1.764325867295031e-16
1077,exp_1,2.8038022063696164e-16
1077,exp_2,0.0
1077,asinh,0.0
1077,logistic,0.0
1078,exp_0_5,1.341512278062328e-16
1078,exp_1,0.0
1078,exp_2,2.3667256524400157e-16
1078,asinh,0.0
1078,logistic,1.2940030318351875e-16
1079,exp_0_5,0.0
1079,exp_1,1.3180953790923003e-16
1079,exp_2,1.564888666374995e-16
1079,asinh,0.0
1079,logistic,0.0
1080,exp_0_5,0.0
1080,exp_1,1.1278980339271434e-16
1080,exp_2,1.1458544334965774e-16
1080,asinh,0.0
1080,logistic,0.0
1081,exp_0_5,0.0
1081,exp_1,1.5511831752172365e-16
1081,exp_2,2.167284581302411e-16
1081,asinh,0.0
1081,logistic,2.4776675643851835e-16
1082,exp_0_5,1.6540160177337304e-16
1082,exp_1,0.0
1082,exp_2,0.0
1082,asinh,0.0
1082,logistic,0.0
1083,exp_0_5,0.0
1083,exp_1,1.520481377368755e-16
1083,exp_2,0.0
1083,asinh,0.0
1083,logistic,2.1744282663868577e-16
1084,exp_0_5,0.0
1084,exp_1,2.264544226150107e-16
1084,exp_2,0.0
1084,asinh,1.1304715016162062e-16
1084,logistic,0.0
1085,exp_0_5,1.809137847792912e-16
1085,exp_1,1.4740190392924982e-16
1085,exp_2,0.0
1085,asinh,0.0
1085,logistic,1.2390661016324024e-16
1086,exp_0_5,0.0
1086,exp_1,0.0
1086,exp_2,0.0
1086,asinh,0.0
1086,logistic,1.5886957143764993e-16
1087,exp_0_5,0.0
1087,exp_1,1.633634241262648e-16
1087,exp_2,1.2019030298560237e-16
1087,asinh,0.0
1087,logistic,1.4288536246184197e-16
1088,exp_0_5,0.0
1088,exp_1,0.0
1088,exp_2,0.0
1088,asinh,0.0
1088,logistic,1.14491284497485e-16
1089,exp_0_5,0.0
1089,exp_1,1.3513700169891928e-16
1089,exp_2,1.644895559100794e-16
1089,asinh,1.363986306570826e-16
1089,logistic,2.0567941549831047e-16
1090,exp_0_5,1.4868156766097683e-16
1090,exp_1,0.0
1090,exp_2,1.7855328350806463e-16
1090,asinh,0.0
1090,logistic,0.0
1091,exp_0_5,0.0
1091,exp_1,0.0
1091,exp_2,0.0
1091,asinh,1.6276401153749693e-16
1091,logistic,1.9021007278339175e-16
1092,exp_0_5,0.0
1092,exp_1,2.1502435304142674e-16
1092,exp_2,2.082260562759207e-16
1092,asinh,0.0
1092,logistic,1.2110120217462085e-16
1093,exp_0_5,1.5756108999937716e-16
1093,exp_1,2.2360819881369004e-16
1093,exp_2,1.1259140160956481e-16
1093,asinh,1.6610523220353024e-16
1093,logistic,1.1724525984483655e-16
1094,exp_0_5,2.5117653247512707e-16
1094,exp_1,1.4206526316532092e-16
1094,exp_2,0.0
1094,asinh,1.5141944258981396e-16
1094,logistic,1.3133196250015434e-16
1095,exp_0_5,0.0
1095,exp_1,0.0
1095,exp_2,1.1868318291924802e-16
1095,asinh,2.0807860003518828e-16
1095,logistic,2.247585692390081e-16
1096,exp_0_5,0.0
1096,exp_1,2.1566504068301477e-16
1096,exp_2,0.0
1096,asinh,1.4388642797431402e-16
1096,logistic,0.0
1097,exp_0_5,1.7621502049916336e-16
1097,exp_1,1.3984457519246878e-16
1097,exp_2,0.0
1097,asinh,1.4851920219551472e-16
1097,logistic,0.0
1098,exp_0_5,0.0
1098,exp_1,0.0
1098,exp_2,1.5498873331391013e-16
1098,asinh,0.0
1098,logistic,0.0
1099,exp_0_5,0.0
1099,exp_1,1.2032585878118563e-16
1099,exp_2,2.6081808736254815e-16
1099,asinh,0.0
1099,logistic,1.7590922502926334e-16
1100,exp_0_5,1.9538067946128266e-16
1100,exp_1,1.7191865535143715e-16
1100,exp_2,0.0
1100,asinh,0.0
1100,logistic,0.0
1101,exp_0_5,0.0
1101,exp_1,0.0
1101,exp_2,0.0
1101,asinh,0.0
1101,logistic,0.0
1102,exp_0_5,1.8012334378703384e-16
1102,exp_1,0.0
1102,exp_2,0.0
1102,asinh,0.0
1102,logistic,1.8812581105492348e-16
1103,exp_0_5,1.493733018346795e-16
1103,exp_1,0.0
1103,exp_2,1.8189938842964826e-16
1103,asinh,0.0
1103,logistic,0.0
1104,exp_0_5,0.0
1104,exp_1,1.2713435949606534e-16
1104,exp_2,1.4558467088116748e-16
1104,asinh,0.0
1104,logistic,1.183610617417238e-16
1105,exp_0_5,1.8386109000756214e-16
1105,exp_1,1.5224373692926414e-16
1105,exp_2,2.0877026435308004e-16
1105,asinh,0.0
1105,logistic,0.0
1106,exp_0_5,0.0
1106,exp_1,1.7777044848818542e-16
1106,exp_2,0.0
1106,asinh,0.0
1106,logistic,2.0682862525177586e-16
1107,exp_0_5,1.697147683231579e-16
1107,exp_1,1.2971764207785154e-16
1107,exp_2,0.0
1107,asinh,0.0
1107,logistic,1.5421604116486879e-16
1108,exp_0_5,0.0
1108,exp_1,1.3731010454746722e-16
1108,exp_2,1.698223185130038e-16
1108,asinh,0.0
1108,logistic,0.0
1109,exp_0_5,1.9215861772564159e-16
1109,exp_1,0.0
1109,exp_2,2.4908569304931423e-16
1109,asinh,0.0
1109,logistic,0.0
1110,exp_0_5,0.0
1110,exp_1,0.0
1110,exp_2,1.9373639402119875e-16
1110,asinh,0.0
1110,logistic,1.6637163734726293e-16
1111,exp_0_5,0.0
1111,exp_1,1.5508308441847465e-16
1111,exp_2,2.1663001522480557e-16
1111,asinh,1.5563268327349248e-16
1111,logistic,0.0
1112,exp_0_5,1.1376849548604385e-16
1112,exp_1,1.16582616988402e-16
1112,exp_2,0.0
1112,asinh,0.0
1112,logistic,1.241868211145549e-16
1113,exp_0_5,0.0
1113,exp_1,0.0
1113,exp_2,2.1711458262936084e-16
1113,asinh,1.6601280556505088e-16
1113,logistic,0.0
1114,exp_0_5,1.670171956369826e-16
1114,exp_1,1.2562675705568349e-16
1114,exp_2,1.4215235802424658e-16
1114,asinh,0.0
1114,logistic,0.0
1115,exp_0_5,0.0
1115,exp_1,1.5154459063224902e-16
1115,exp_2,0.0
1115,asinh,1.20688029182176e-16
1115,logistic,2.1803597811859423e-16
1116,exp_0_5,0.0
1116,exp_1,0.0
1116,exp_2,0.0
1116,asinh,0.0
1116,logistic,0.0
1117,exp_0_5,0.0
1117,exp_1,1.4392159036485023e-16
1117,exp_2,0.0
1117,asinh,1.88880364147641e-16
1117,logistic,0.0
1118,exp_0_5,0.0
1118,exp_1,2.1408593429277531e-16
1118,exp_2,0.0
1118,asinh,0.0
1118,logistic,1.497136155809341e-16
1119,exp_0_5,1.3231008640412543e-16
1119,exp_1,1.576796605364733e-16
1119,exp_2,0.0
1119,asinh,1.1703564931396102e-16
1119,logistic,0.0
1120,exp_0_5,0.0
1120,exp_1,1.637586848547442e-16
1120,exp_2,1.2077261176604402e-16
1120,asinh,0.0
1120,logistic,0.0
1121,exp_0_5,1.4930918107611805e-16
1121,exp_1,2.0079957863554354e-16
1121,exp_2,1.81587257181165e-16
1121,asinh,1.9649709583248146e-16
1121,logistic,1.5440843098472798e-16
1122,exp_0_5,0.0
1122,exp_1,1.1639255204392772e-16
1122,exp_2,1.2202256547392682e-16
1122,asinh,1.1409041744845388e-16
1122,logistic,0.0
1123,exp_0_5,0.0
1123,exp_1,2.1757722363966043e-16
1123,exp_2,0.0
1123,asinh,0.0
1123,logistic,0.0
1124,exp_0_5,1.3392232989188848e-16
1124,exp_1,0.0
1124,exp_2,0.0
1124,asinh,0.0
1124,logistic,1.318647954847956e-16
1125,exp_0_5,1.634209369300101e-16
1125,exp_1,0.0
1125,exp_2,0.0
1125,asinh,0.0
1125,logistic,0.0
1126,exp_0_5,1.1292941094157319e-16
1126,exp_1,0.0
1126,exp_2,0.0
1126,asinh,0.0
1126,logistic,0.0
1127,exp_0_5,0.0
1127,exp_1,0.0
1127,exp_2,0.0
1127,asinh,0.0
1127,logistic,1.964697786081275e-16
1128,exp_0_5,1.8005015494432548e-16
1128,exp_1,1.4599795525957895e-16
1128,exp_2,1.9199208147547403e-16
1128,asinh,1.7558445480995672e-16
1128,logistic,0.0
1129,exp_0_5,0.0
1129,exp_1,1.1333087009267982e-16
1129,exp_2,1.1568744145168792e-16
1129,asinh,0.0
1129,logistic,1.587381955711549e-16
1130,exp_0_5,1.3770039487872925e-16
1130,exp_1,0.0
1130,exp_2,1.3136511719002336e-16
1130,asinh,0.0
1130,logistic,0.0
1131,exp_0_5,1.5212376472285e-16
1131,exp_1,0.0
1131,exp_2,0.0
1131,asinh,0.0
1131,logistic,1.39793142769487e-16
1132,exp_0_5,1.1588218608658586e-16
1132,exp_1,1.209548059655854e-16
1132,exp_2,1.3177591134098437e-16
1132,asinh,1.3972026838923688e-16
1132,logistic,0.0
1133,exp_0_5,0.0
1133,exp_1,1.468338480059057e-16
1133,exp_2,0.0
1133,asinh,0.0
1133,logistic,0.0
1134,exp_0_5,0.0
1134,exp_1,0.0
1134,exp_2,1.2066172755494585e-16
1134,asinh,1.2606363336995382e-16
1134,logistic,0.0
1135,exp_0_5,0.0
1135,exp_1,0.0
1135,exp_2,0.0
1135,asinh,0.0
1135,logistic,1.2902123809672158e-16
1136,exp_0_5,0.0
1136,exp_1,2.6727856063243895e-16
1136,exp_2,1.6086368997316511e-16
1136,asinh,0.0
1136,logistic,1.8955702795062812e-16
1137,exp_0_5,1.719603822246387e-16
1137,exp_1,0.0
1137,exp_2,0.0
1137,asinh,1.2181089121321156e-16
1137,logistic,0.0
1138,exp_0_5,0.0
1138,exp_1,0.0
1138,exp_2,0.0
1138,asinh,0.0
1138,logistic,1.8565914396079073e-16
1139,exp_0_5,0.0
1139,exp_1,1.317106653463542e-16
1139,exp_2,0.0
1139,asinh,0.0
1139,logistic,1.5005098885088719e-16
1140,exp_0_5,0.0
1140,exp_1,0.0
1140,exp_2,1.8780356588930253e-16
1140,asinh,1.5791258574868995e-16
1140,logistic,3.8750915336519337e-16
1141,exp_0_5,1.9039451876243107e-16
1141,exp_1,0.0
1141,exp_2,0.0
1141,asinh,0.0
1141,logistic,0.0
1142,exp_0_5,0.0
1142,exp_1,0.0
1142,exp_2,0.0
1142,asinh,0.0
1142,logistic,1.8820389613678122e-16
1143,exp_0_5,0.0
1143,exp_1,1.2861539842031984e-16
1143,exp_2,0.0
1143,asinh,1.1399185760917427e-16
1143,logistic,1.184796196897105e-16
1144,exp_0_5,0.0
1144,exp_1,0.0
1144,exp_2,0.0
1144,asinh,1.3533282360420527e-16
1144,logistic,0.0
1145,exp_0_5,1.1336940889116448e-16
1145,exp_1,1.1576613515713622e-16
1145,exp_2,1.2071266540112666e-16
1145,asinh,0.0
1145,logistic,0.0
1146,exp_0_5,1.6138431858709244e-16
1146,exp_1,2.345915884298442e-16
1146,exp_2,0.0
1146,asinh,2.46846573400362e-16
1146,logistic,1.5159154574446377e-16
1147,exp_0_5,1.7636133883817796e-16
1147,exp_1,0.0
1147,exp_2,0.0
1147,asinh,1.3500850877433485e-16
1147,logistic,1.708774681148521e-16
1148,exp_0_5,0.0
1148,exp_1,1.881864962050134e-16
1148,exp_2,1.5949118586275202e-16
1148,asinh,0.0
1148,logistic,2.113364575297284e-16
1149,exp_0_5,0.0
1149,exp_1,0.0
1149,exp_2,0.0
1149,asinh,1.2718621462246729e-16
1149,logistic,0.0
1150,exp_0_5,0.0
1150,exp_1,1.4864709167522333e-16
1150,exp_2,0.0
1150,asinh,1.5228558173077578e-16
1150,logistic,1.4554615129594094e-16
1151,exp_0_5,0.0
1151,exp_1,1.3545785381766696e-16
1151,exp_2,0.0
1151,asinh,0.0
1151,logistic,0.0
1152,exp_0_5,1.1642085646302306e-16
1152,exp_1,0.0
1152,exp_2,0.0
1152,asinh,0.0
1152,logistic,2.1645836629777055e-16
1153,exp_0_5,1.3746903748848553e-16
1153,exp_1,0.0
1153,exp_2,2.6096897401283683e-16
1153,asinh,0.0
1153,logistic,0.0
1154,exp_0_5,1.4227326100998658e-16
1154,exp_1,0.0
1154,exp_2,0.0
1154,asinh,1.6183560274775613e-16
1154,logistic,0.0
1155,exp_0_5,1.8200954450813562e-16
1155,exp_1,0.0
1155,exp_2,2.004868860653102e-16
1155,asinh,0.0
1155,logistic,0.0
1156,exp_0_5,1.1347133825621356e-16
1156,exp_1,0.0
1156,exp_2,2.422947554024174e-16
1156,asinh,0.0
1156,logistic,1.2838402047827744e-16
1157,exp_0_5,0.0
1157,exp_1,1.137933910708366e-16
1157,exp_2,0.0
1157,asinh,0.0
1157,logistic,0.0
1158,exp_0_5,0.0
1158,exp_1,0.0
1158,exp_2,0.0
1158,asinh,0.0
1158,logistic,0.0
1159,exp_0_5,1.5022185776350487e-16
1159,exp_1,0.0
1159,exp_2,0.0
1159,asinh,0.0
1159,logistic,0.0
1160,exp_0_5,1.9360785687958643e-16
1160,exp_1,3.3762587709043533e-16
1160,exp_2,0.0
1160,asinh,1.8314251087136424e-16
1160,logistic,0.0
1161,exp_0_5,0.0
1161,exp_1,1.4955260211544356e-16
1161,exp_2,0.0
1161,asinh,0.0
1161,logistic,1.2952833789488825e-16
1162,exp_0_5,1.421236295756107e-16
1162,exp_1,0.0
1162,exp_2,1.4907488227979991e-16
1162,asinh,1.875440707121369e-16
1162,logistic,1.391633700372872e-16
1163,exp_0_5,0.0
1163,exp_1,1.8645521773918992e-16
1163,exp_2,1.5657011001869007e-16
1163,asinh,1.8664186781946031e-16
1163,logistic,2.043207661916087e-16
1164,exp_0_5,1.9011044756701207e-16
1164,exp_1,1.6276901790220136e-16
1164,exp_2,0.0
1164,asinh,1.6417880058980932e-16
1164,logistic,1.8682379908140666e-16
1165,exp_0_5,0.0
1165,exp_1,0.0
1165,exp_2,1.414840618105429e-16
1165,asinh,1.631317100497128e-16
1165,logistic,0.0
1166,exp_0_5,0.0
1166,exp_1,1.1789179567861133e-16
1166,exp_2,0.0
1166,asinh,2.307011206576963e-16
1166,logistic,0.0
1167,exp_0_5,0.0
1167,exp_1,1.7837238547271414e-16
1167,exp_2,0.0
1167,asinh,0.0
1167,logistic,1.8417863265469276e-16
1168,exp_0_5,0.0
1168,exp_1,0.0
1168,exp_2,0.0
1168,asinh,1.7389107022125353e-16
1168,logistic,1.667387771985866e-16
1169,exp_0_5,2.6051895895898496e-16
1169,exp_1,1.5282994153356749e-16
1169,exp_2,2.1038107219078497e-16
1169,asinh,0.0
1169,logistic,1.2525414025185347e-16
1170,exp_0_5,1.8896505188189217e-16
1170,exp_1,0.0
1170,exp_2,0.0
1170,asinh,0.0
1170,logistic,0.0
1171,exp_0_5,2.2572111196218865e-16
1171,exp_1,1.1472924641120893e-16
1171,exp_2,0.0
1171,asinh,0.0
1171,logistic,1.6460309237436063e-16
1172,exp_0_5,0.0
1172,exp_1,0.0
1172,exp_2,2.131652770479936e-16
1172,asinh,2.175601847041373e-16
1172,logistic,0.0
1173,exp_0_5,0.0
1173,exp_1,0.0
1173,exp_2,0.0
1173,asinh,1.7082660374831803e-16
1173,logistic,0.0
1174,exp_0_5,1.5758646956264963e-16
1174,exp_1,1.1184012058119765e-16
1174,exp_2,1.1266396295320904e-16
1174,asinh,0.0
1174,logistic,1.3576478525193073e-16
1175,exp_0_5,0.0
1175,exp_1,0.0
1175,exp_2,1.2097904540822274e-16
1175,asinh,1.6334219081181805e-16
1175,logistic,1.3585347844653913e-16
1176,exp_0_5,0.0
1176,exp_1,0.0
1176,exp_2,0.0
1176,asinh,0.0
1176,logistic,0.0
1177,exp_0_5,1.6822504931038685e-16
1177,exp_1,2.549007414527083e-16
1177,exp_2,0.0
1177,asinh,1.4267196578551241e-16
1177,logistic,1.5220424177399113e-16
1178,exp_0_5,1.4696225877463035e-16
1178,exp_1,0.0
1178,exp_2,0.0
1178,asinh,0.0
1178,logistic,1.1251067033522238e-16
1179,exp_0_5,0.0
1179,exp_1,0.0
1179,exp_2,0.0
1179,asinh,1.9742021648113582e-16
1179,logistic,1.4373283619561916e-16
1180,exp_0_5,1.1470411274964131e-16
1180,exp_1,1.185080221708122e-16
1180,exp_2,1.2649846929250484e-16
1180,asinh,0.0
1180,logistic,1.9937552672272824e-16
1181,exp_0_5,0.0
1181,exp_1,0.0
1181,exp_2,1.692508119348535e-16
1181,asinh,1.2249641424766725e-16
1181,logistic,3.284415330903982e-16
1182,exp_0_5,0.0
1182,exp_1,1.6283847469401466e-16
1182,exp_2,1.1941910883007472e-16
1182,asinh,0.0
1182,logistic,1.905623932781645e-16
1183,exp_0_5,1.4653700664369534e-16
1183,exp_1,1.9341243912090864e-16
1183,exp_2,1.6847232842846757e-16
1183,asinh,1.9624300736227133e-16
1183,logistic,0.0
1184,exp_0_5,0.0
1184,exp_1,0.0
1184,exp_2,1.569535610243197e-16
1184,asinh,0.0
1184,logistic,1.4766150505902104e-16
1185,exp_0_5,0.0
1185,exp_1,0.0
1185,exp_2,1.1129771701563578e-16
1185,asinh,0.0
1185,logistic,1.1956554134359206e-16
1186,exp_0_5,0.0
1186,exp_1,0.0
1186,exp_2,0.0
1186,asinh,0.0
1186,logistic,2.185383769123692e-16
1187,exp_0_5,0.0
1187,exp_1,1.1204107896917642e-16
1187,exp_2,0.0
1187,asinh,1.1189629053395996e-16
1187,logistic,0.0
1188,exp_0_5,0.0
1188,exp_1,0.0
1188,exp_2,1.8145046207544185e-16
1188,asinh,0.0
1188,logistic,1.2817280179266263e-16
1189,exp_0_5,0.0
1189,exp_1,0.0
1189,exp_2,0.0
1189,asinh,1.215684421178174e-16
1189,logistic,2.1819588825753423e-16
1190,exp_0_5,0.0
1190,exp_1,0.0
1190,exp_2,1.1278311205614535e-16
1190,asinh,0.0
1190,logistic,0.0
1191,exp_0_5,0.0
1191,exp_1,0.0
1191,exp_2,1.3000398738270436e-16
1191,asinh,0.0
1191,logistic,1.1928637445110395e-16
1192,exp_0_5,0.0
1192,exp_1,0.0
1192,exp_2,1.7042707102514868e-16
1192,asinh,0.0
1192,logistic,2.923373786168779e-16
1193,exp_0_5,0.0
1193,exp_1,2.2395433868626574e-16
1193,exp_2,1.1294024872465732e-16
1193,asinh,1.1195789627990023e-16
1193,logistic,1.114502970011574e-16
1194,exp_0_5,1.2836840576191196e-16
1194,exp_1,1.4842466092268685e-16
1194,exp_2,1.9842751844794871e-16
1194,asinh,0.0
1194,logistic,0.0
1195,exp_0_5,0.0
1195,exp_1,2.1685782557996061e-16
1195,exp_2,0.0
1195,asinh,0.0
1195,logistic,1.3597274497720073e-16
1196,exp_0_5,0.0
1196,exp_1,2.074812342962759e-16
1196,exp_2,0.0
1196,asinh,0.0
1196,logistic,1.239240991415576e-16
1197,exp_0_5,0.0
1197,exp_1,1.3972960879292052e-16
1197,exp_2,0.0
1197,asinh,1.747930928708731e-16
1197,logistic,1.5048202748612427e-16
1198,exp_0_5,2.1773522522586957e-16
1198,exp_1,0.0
1198,exp_2,0.0
1198,asinh,1.8174903560704725e-16
1198,logistic,2.041172296555212e-16
1199,exp_0_5,0.0
1199,exp_1,0.0
1199,exp_2,1.3102121220772083e-16
1199,asinh,0.0
1199,logistic,0.0
1200,exp_0_5,0.0
1200,exp_1,0.0
1200,exp_2,1.3112465752974405e-16
1200,asinh,1.1686372342529416e-16
1200,logistic,1.5722345084609191e-16
1201,exp_0_5,0.0
1201,exp_1,1.3765621988728274e-16
1201,exp_2,0.0
1201,asinh,2.00814456515778e-16
1201,logistic,0.0
1202,exp_0_5,0.0
1202,exp_1,0.0
1202,exp_2,0.0
1202,asinh,2.1869295693556684e-16
1202,logistic,2.205063478658859e-16
1203,exp_0_5,2.1689235188423683e-16
1203,exp_1,0.0
1203,exp_2,2.0214186854660356e-16
1203,asinh,0.0
1203,logistic,2.4832792482467933e-16
1204,exp_0_5,1.9218379922643146e-16
1204,exp_1,1.6633870792571393e-16
1204,exp_2,1.2460814242137367e-16
1204,asinh,0.0
1204,logistic,1.833910055105618e-16
1205,exp_0_5,2.1001014506856597e-16
1205,exp_1,0.0
1205,exp_2,0.0
1205,asinh,0.0
1205,logistic,0.0
1206,exp_0_5,0.0
1206,exp_1,0.0
1206,exp_2,1.489956241767993e-16
1206,asinh,1.2624721717237876e-16
1206,logistic,1.2190200944848272e-16
1207,exp_0_5,0.0
1207,exp_1,0.0
1207,exp_2,1.553129791982226e-16
1207,asinh,0.0
1207,logistic,1.6633438361359538e-16
1208,exp_0_5,0.0
1208,exp_1,1.445284469093656e-16
1208,exp_2,1.8814662912513324e-16
1208,asinh,0.0
1208,logistic,1.9066315983999692e-16
1209,exp_0_5,0.0
1209,exp_1,1.6121679486818348e-16
1209,exp_2,1.1705240465691666e-16
1209,asinh,0.0
1209,logistic,1.3617335040810512e-16
1210,exp_0_5,1.216086560737897e-16
1210,exp_1,1.3320445445694437e-16
1210,exp_2,0.0
1210,asinh,0.0
1210,logistic,1.2088275472457457e-16
1211,exp_0_5,0.0
1211,exp_1,1.2523398912592825e-16
1211,exp_2,0.0
1211,asinh,0.0
1211,logistic,1.4640732074376793e-16
1212,exp_0_5,1.239258297180291e-16
1212,exp_1,1.3832906479747275e-16
1212,exp_2,0.0
1212,asinh,0.0
1212,logistic,1.2480146056763185e-16
1213,exp_0_5,1.460180458827565e-16
1213,exp_1,1.9204492476290932e-16
1213,exp_2,1.6609839784057666e-16
1213,asinh,0.0
1213,logistic,0.0
1214,exp_0_5,0.0
1214,exp_1,0.0
1214,exp_2,0.0
1214,asinh,0.0
1214,logistic,2.2168271312681841e-16
1215,exp_0_5,0.0
1215,exp_1,0.0
1215,exp_2,0.0
1215,asinh,0.0
1215,logistic,0.0
1216,exp_0_5,0.0
1216,exp_1,1.4136683799395832e-16
1216,exp_2,0.0
1216,asinh,1.3664672352691887e-16
1216,logistic,1.8092470365890888e-16
1217,exp_0_5,0.0
1217,exp_1,0.0
1217,exp_2,0.0
1217,asinh,2.01395478019419e-16
1217,logistic,0.0
1218,exp_0_5,0.0
1218,exp_1,0.0
1218,exp_2,1.2389539238124559e-16
1218,asinh,0.0
1218,logistic,0.0
1219,exp_0_5,0.0
1219,exp_1,0.0
1219,exp_2,1.7016879096720607e-16
1219,asinh,0.0
1219,logistic,0.0
