sample_index,function,relative_odds_error
392,asinh,1.3150517194216872e-16
392,logistic,1.4462239612652528e-16
393,exp_0_5,0.0
393,exp_1,0.0
393,exp_2,0.0
393,asinh,0.0
393,logistic,0.0
394,exp_0_5,0.0
394,exp_1,2.0977183410019921e-16
394,exp_2,1.9817739952122957e-16
394,asinh,1.2046109127508757e-16
394,logistic,0.0
395,exp_0_5,0.0
395,exp_1,2.1284530459814322e-16
395,exp_2,0.0
395,asinh,2.103657535956517e-16
395,logistic,1.5500888049111e-16
396,exp_0_5,0.0
396,exp_1,1.8792237217567998e-16
396,exp_2,1.590438010239343e-16
396,asinh,0.0
396,logistic,1.9065371466927633e-16
397,exp_0_5,0.0
397,exp_1,0.0
397,exp_2,1.2724190077832325e-16
397,asinh,0.0
397,logistic,1.53494830304544e-16
398,exp_0_5,1.7541022878499716e-16
398,exp_1,1.3857012365958397e-16
398,exp_2,0.0
398,asinh,1.3937878000874904e-16
398,logistic,0.0
399,exp_0_5,1.6799068543711504e-16
399,exp_1,0.0
399,exp_2,0.0
399,asinh,1.2885529673557583e-16
399,logistic,0.0
400,exp_0_5,2.0399260771408601e-16
400,exp_1,1.8740821924515004e-16
400,exp_2,0.0
400,asinh,0.0
400,logistic,0.0
401,exp_0_5,0.0
401,exp_1,1.241228261073595e-16
401,exp_2,0.0
401,asinh,0.0
401,logistic,0.0
402,exp_0_5,0.0
402,exp_1,0.0
402,exp_2,3.137273264898966e-16
402,asinh,0.0
402,logistic,0.0
403,exp_0_5,0.0
403,exp_1,1.2634729957575025e-16
403,exp_2,0.0
403,asinh,3.4102885774262206e-16
403,logistic,0.0
404,exp_0_5,0.0
404,exp_1,0.0
404,exp_2,0.0
404,asinh,0.0
404,logistic,1.1806735527787253e-16
405,exp_0_5,0.0
405,exp_1,1.3920241780470278e-16
405,exp_2,0.0
405,asinh,1.4326941281505802e-16
405,logistic,1.8455782608600152e-16
406,exp_0_5,0.0
406,exp_1,0.0
406,exp_2,0.0
406,asinh,1.411488085160253e-16
406,logistic,0.0
407,exp_0_5,1.7804692075230452e-16
407,exp_1,1.4276728768114166e-16
407,exp_2,1.8358922468493742e-16
407,asinh,0.0
407,logistic,1.7442816815776493e-16
408,exp_0_5,0.0
408,exp_1,0.0
408,exp_2,0.0
408,asinh,0.0
408,logistic,0.0
409,exp_0_5,0.0
409,exp_1,0.0
409,exp_2,0.0
409,asinh,0.0
409,logistic,0.0
410,exp_0_5,1.6752667638520012e-16
410,exp_1,0.0
410,exp_2,0.0
410,asinh,1.4171798323550911e-16
410,logistic,1.5135430800286377e-16
411,exp_0_5,2.0646618511910925e-16
411,exp_1,1.9198073113296687e-16
411,exp_2,1.6598737509876621e-16
411,asinh,0.0
411,logistic,1.5358058452928718e-16
412,exp_0_5,0.0
412,exp_1,1.6426372288416025e-16
412,exp_2,1.2151869515079765e-16
412,asinh,0.0
412,logistic,0.0
413,exp_0_5,0.0
413,exp_1,0.0
413,exp_2,0.0
413,asinh,0.0
413,logistic,2.423492172864627e-16
414,exp_0_5,0.0
414,exp_1,0.0
414,exp_2,0.0
414,asinh,0.0
414,logistic,0.0
415,exp_0_5,0.0
415,exp_1,0.0
415,exp_2,1.416650455755143e-16
415,asinh,0.0
415,logistic,0.0
416,exp_0_5,1.1335899521702093e-16
416,exp_1,2.3148973695535075e-16
416,exp_2,1.2066831872305604e-16
416,asinh,0.0
416,logistic,0.0
417,exp_0_5,1.5715070755998673e-16
417,exp_1,1.1122244962872514e-16
417,exp_2,1.1142295761332202e-16
417,asinh,1.3876465565877016e-16
417,logistic,0.0
418,exp_0_5,0.0
418,exp_1,0.0
418,exp_2,2.0826964012876103e-16
418,asinh,1.458729952835013e-16
418,logistic,0.0
419,exp_0_5,0.0
419,exp_1,2.0862893468161388e-16
419,exp_2,0.0
419,asinh,0.0
419,logistic,0.0
420,exp_0_5,0.0
420,exp_1,1.1611606482371475e-16
420,exp_2,1.2144353171469635e-16
420,asinh,1.1870956401704918e-16
420,logistic,1.6587821889282876e-16
421,exp_0_5,1.8392421135135637e-16
421,exp_1,3.046965769120107e-16
421,exp_2,0.0
421,asinh,1.547294319105476e-16
421,logistic,1.8879442147008455e-16
422,exp_0_5,1.1570401615071838e-16
422,exp_1,1.2058315362290093e-16
422,exp_2,0.0
422,asinh,0.0
422,logistic,0.0
423,exp_0_5,1.6508301413815407e-16
423,exp_1,0.0
423,exp_2,1.3568095080335506e-16
423,asinh,0.0
423,logistic,1.7605172261723497e-16
424,exp_0_5,1.1120915595341805e-16
424,exp_1,0.0
424,exp_2,1.1177160542052474e-16
424,asinh,0.0
424,logistic,0.0
425,exp_0_5,1.7861475673536732e-16
425,exp_1,0.0
425,exp_2,0.0
425,asinh,0.0
425,logistic,0.0
426,exp_0_5,1.224163655175814e-16
426,exp_1,1.3497978526966438e-16
426,exp_2,0.0
426,asinh,0.0
426,logistic,2.1516660197394566e-16
427,exp_0_5,0.0
427,exp_1,0.0
427,exp_2,1.4107677959664862e-16
427,asinh,0.0
427,logistic,0.0
428,exp_0_5,1.839475040390711e-16
428,exp_1,0.0
428,exp_2,0.0
428,asinh,0.0
428,logistic,0.0
429,exp_0_5,0.0
429,exp_1,1.3922482886687565e-16
429,exp_2,0.0
429,asinh,0.0
429,logistic,2.586565400028956e-16
430,exp_0_5,0.0
430,exp_1,0.0
430,exp_2,1.1127360936063984e-16
430,asinh,0.0
430,logistic,0.0
431,exp_0_5,0.0
431,exp_1,1.3339269540279503e-16
431,exp_2,1.6027060142110177e-16
431,asinh,0.0
431,logistic,0.0
432,exp_0_5,0.0
432,exp_1,1.1323902814081846e-16
432,exp_2,2.310000280998769e-16
432,asinh,0.0
432,logistic,0.0
433,exp_0_5,2.816752141145074e-16
433,exp_1,0.0
433,exp_2,1.4375198975309307e-16
433,asinh,0.0
433,logistic,0.0
434,exp_0_5,0.0
434,exp_1,0.0
434,exp_2,0.0
434,asinh,1.3705516452173452e-16
434,logistic,0.0
435,exp_0_5,2.4646306114184353e-16
435,exp_1,1.367834190970707e-16
435,exp_2,0.0
435,asinh,1.4732372352681142e-16
435,logistic,2.327280549524656e-16
436,exp_0_5,0.0
436,exp_1,0.0
436,exp_2,1.526312485289112e-16
436,asinh,2.482864426475215e-16
436,logistic,1.909880298041175e-16
437,exp_0_5,0.0
437,exp_1,0.0
437,exp_2,0.0
437,asinh,2.016838103314626e-16
437,logistic,0.0
438,exp_0_5,0.0
438,exp_1,0.0
438,exp_2,0.0
438,asinh,0.0
438,logistic,0.0
439,exp_0_5,2.0177390953514417e-16
439,exp_1,0.0
439,exp_2,1.5140470074178896e-16
439,asinh,1.4517390547877047e-16
439,logistic,0.0
440,exp_0_5,2.1136172393538713e-16
440,exp_1,0.0
440,exp_2,1.8229917099746058e-16
440,asinh,0.0
440,logistic,2.1379160535902667e-16
441,exp_0_5,1.9710385843411957e-16
441,exp_1,0.0
441,exp_2,1.3786684191004651e-16
441,asinh,1.8182337432965807e-16
441,logistic,0.0
442,exp_0_5,0.0
442,exp_1,2.0186575496997631e-16
442,exp_2,0.0
442,asinh,0.0
442,logistic,2.0936745642717732e-16
443,exp_0_5,1.1286768461837552e-16
443,exp_1,1.1474374020854212e-16
443,exp_2,0.0
443,asinh,0.0
443,logistic,0.0
444,exp_0_5,2.26759055144127e-16
444,exp_1,1.1578680127629758e-16
444,exp_2,0.0
444,asinh,1.2929579549799243e-16
444,logistic,2.0855603859661093e-16
445,exp_0_5,0.0
445,exp_1,0.0
445,exp_2,1.344855248854034e-16
445,asinh,1.4039801018306613e-16
445,logistic,0.0
446,exp_0_5,0.0
446,exp_1,0.0
446,exp_2,1.1586307642520614e-16
446,asinh,1.5898848712151787e-16
446,logistic,0.0
447,exp_0_5,0.0
447,exp_1,0.0
447,exp_2,1.9749382157679843e-16
447,asinh,0.0
447,logistic,1.1967753685764255e-16
448,exp_0_5,0.0
448,exp_1,1.3379412171049154e-16
448,exp_2,1.6123667594018483e-16
448,asinh,1.32511440664552e-16
448,logistic,0.0
449,exp_0_5,0.0
449,exp_1,0.0
449,exp_2,0.0
449,asinh,1.6364634630481074e-16
449,logistic,0.0
450,exp_0_5,0.0
450,exp_1,0.0
450,exp_2,1.9819216417806233e-16
450,asinh,0.0
450,logistic,2.117720209878129e-16
451,exp_0_5,2.1617421028993782e-16
451,exp_1,0.0
451,exp_2,0.0
451,asinh,1.8626590010984845e-16
451,logistic,0.0
452,exp_0_5,0.0
452,exp_1,0.0
452,exp_2,1.787181750299203e-16
452,asinh,1.1404870890040107e-16
452,logistic,1.927758380287486e-16
453,exp_0_5,1.311942778448689e-16
453,exp_1,1.5503135998326013e-16
453,exp_2,2.164855352948027e-16
453,asinh,0.0
453,logistic,0.0
454,exp_0_5,1.7116681409241135e-16
454,exp_1,0.0
454,exp_2,0.0
454,asinh,1.201272972500461e-16
454,logistic,0.0
455,exp_0_5,0.0
455,exp_1,2.0498783295556204e-16
455,exp_2,0.0
455,asinh,1.7136288715131592e-16
455,logistic,0.0
456,exp_0_5,0.0
456,exp_1,0.0
456,exp_2,1.5708928820912613e-16
456,asinh,0.0
456,logistic,0.0
457,exp_0_5,0.0
457,exp_1,1.2286989334306485e-16
457,exp_2,0.0
457,asinh,2.6796686117073414e-16
457,logistic,0.0
458,exp_0_5,0.0
458,exp_1,0.0
458,exp_2,2.082951216060051e-16
458,asinh,1.5719319624691113e-16
458,logistic,0.0
459,exp_0_5,1.275656809544365e-16
459,exp_1,1.4657418011001271e-16
459,exp_2,1.9351058119314421e-16
459,asinh,1.7171640018599934e-16
459,logistic,0.0
460,exp_0_5,0.0
460,exp_1,0.0
460,exp_2,1.572200120465759e-16
460,asinh,0.0
460,logistic,0.0
461,exp_0_5,2.025222172277287e-16
461,exp_1,0.0
461,exp_2,1.536632510445723e-16
461,asinh,0.0
461,logistic,0.0
462,exp_0_5,0.0
462,exp_1,0.0
462,exp_2,0.0
462,asinh,1.2078982101199277e-16
462,logistic,0.0
463,exp_0_5,1.8395174005320028e-16
463,exp_1,0.0
463,exp_2,0.0
463,asinh,1.527276465462945e-16
463,logistic,1.839333805857806e-16
464,exp_0_5,1.725813773680494e-16
464,exp_1,1.3413670566014937e-16
464,exp_2,3.2412687192165533e-16
464,asinh,2.320227930323729e-16
464,logistic,0.0
465,exp_0_5,0.0
465,exp_1,0.0
465,exp_2,1.2321934225073768e-16
465,asinh,1.772741441684411e-16
465,logistic,0.0
466,exp_0_5,0.0
466,exp_1,1.4632922364184426e-16
466,exp_2,0.0
466,asinh,1.3425439520929496e-16
466,logistic,1.6428451967215296e-16
467,exp_0_5,0.0
467,exp_1,0.0
467,exp_2,1.6927935982948483e-16
467,asinh,0.0
467,logistic,1.6596764400497012e-16
468,exp_0_5,1.6432691444083462e-16
468,exp_1,0.0
468,exp_2,0.0
468,asinh,0.0
468,logistic,1.1497460480860904e-16
469,exp_0_5,2.1672700340807262e-16
469,exp_1,2.1153674966388565e-16
469,exp_2,0.0
469,asinh,0.0
469,logistic,0.0
470,exp_0_5,2.697812919080265e-16
470,exp_1,1.6389037123450277e-16
470,exp_2,1.2096692820999578e-16
470,asinh,2.989038088651282e-16
470,logistic,0.0
471,exp_0_5,0.0
471,exp_1,0.0
471,exp_2,1.4502327394692324e-16
471,asinh,0.0
471,logistic,0.0
472,exp_0_5,0.0
472,exp_1,0.0
472,exp_2,0.0
472,asinh,1.9891722371194288e-16
472,logistic,0.0
473,exp_0_5,1.17429448012269e-16
473,exp_1,1.242063527291914e-16
473,exp_2,1.3895602699734123e-16
473,asinh,0.0
473,logistic,1.1797444391786325e-16
474,exp_0_5,1.1277061567596623e-16
474,exp_1,0.0
474,exp_2,1.1818248471826523e-16
474,asinh,0.0
474,logistic,1.3855562708092827e-16
475,exp_0_5,1.815681216758922e-16
475,exp_1,1.4847009149374375e-16
475,exp_2,1.9854900843551794e-16
475,asinh,1.6158237907423336e-16
475,logistic,0.0
476,exp_0_5,0.0
476,exp_1,1.288281053520083e-16
476,exp_2,0.0
476,asinh,0.0
476,logistic,0.0
477,exp_0_5,0.0
477,exp_1,0.0
477,exp_2,0.0
477,asinh,1.3383286101738868e-16
477,logistic,0.0
478,exp_0_5,0.0
478,exp_1,1.3396053572327194e-16
478,exp_2,1.6163801986834953e-16
478,asinh,0.0
478,logistic,0.0
479,exp_0_5,1.7409676595089227e-16
479,exp_1,1.3650268118332884e-16
479,exp_2,0.0
479,asinh,0.0
479,logistic,2.4243721749030644e-16
480,exp_0_5,0.0
480,exp_1,0.0
480,exp_2,1.9433409333196826e-16
480,asinh,1.141186613086993e-16
480,logistic,1.4923910992604096e-16
481,exp_0_5,0.0
481,exp_1,0.0
481,exp_2,1.4685957349809942e-16
481,asinh,0.0
481,logistic,1.380192777404974e-16
482,exp_0_5,0.0
482,exp_1,1.71520916998861e-16
482,exp_2,1.3249331132392527e-16
482,asinh,1.7835903010522456e-16
482,logistic,1.4244603225788474e-16
483,exp_0_5,0.0
483,exp_1,2.2170035639273308e-16
483,exp_2,2.2135664156875005e-16
483,asinh,0.0
483,logistic,0.0
484,exp_0_5,1.7242675593370609e-16
484,exp_1,1.3389645819973825e-16
484,exp_2,0.0
484,asinh,1.3644979778007724e-16
484,logistic,0.0
485,exp_0_5,0.0
485,exp_1,0.0
485,exp_2,0.0
485,asinh,0.0
485,logistic,2.0043989309354238e-16
486,exp_0_5,0.0
486,exp_1,0.0
486,exp_2,0.0
486,asinh,0.0
486,logistic,0.0
487,exp_0_5,1.3357106785757453e-16
487,exp_1,1.6069951507839154e-16
487,exp_2,0.0
487,asinh,0.0
487,logistic,0.0
488,exp_0_5,0.0
488,exp_1,1.5240143709218404e-16
488,exp_2,0.0
488,asinh,1.968271945406213e-16
488,logistic,0.0
489,exp_0_5,1.3735785302417778e-16
489,exp_1,1.6994044772023825e-16
489,exp_2,0.0
489,asinh,1.534849066580996e-16
489,logistic,1.2609010498458186e-16
490,exp_0_5,1.8839823702875334e-16
490,exp_1,1.5985029551844367e-16
490,exp_2,0.0
490,asinh,1.8703943018609515e-16
490,logistic,1.8644385674095897e-16
491,exp_0_5,1.7026685858721237e-16
491,exp_1,1.3056297018766074e-16
491,exp_2,1.5354292611594366e-16
491,asinh,1.513305662929195e-16
491,logistic,1.5127157870679128e-16
492,exp_0_5,1.648893394396863e-16
492,exp_1,2.4489218524391286e-16
492,exp_2,0.0
492,asinh,1.2401601122964827e-16
492,logistic,1.617925025489127e-16
493,exp_0_5,1.3859016222173902e-16
493,exp_1,1.730033753455334e-16
493,exp_2,0.0
493,asinh,0.0
493,logistic,1.5456250441366134e-16
494,exp_0_5,1.4470973611748457e-16
494,exp_1,0.0
494,exp_2,1.6022501510756437e-16
494,asinh,0.0
494,logistic,0.0
495,exp_0_5,2.046853780433992e-16
495,exp_1,1.8868327829408227e-16
495,exp_2,1.6033435948521318e-16
495,asinh,1.888363323028551e-16
495,logistic,2.0394800300255383e-16
496,exp_0_5,0.0
496,exp_1,0.0
496,exp_2,0.0
496,asinh,1.330274859797979e-16
496,logistic,1.7566644400140817e-16
497,exp_0_5,0.0
497,exp_1,1.2720447882477335e-16
497,exp_2,0.0
497,asinh,1.3399251753210287e-16
497,logistic,0.0
498,exp_0_5,0.0
498,exp_1,1.9325205053241261e-16
498,exp_2,0.0
498,asinh,1.9755057509943609e-16
498,logistic,0.0
499,exp_0_5,0.0
499,exp_1,0.0
499,exp_2,0.0
499,asinh,1.190041843557108e-16
499,logistic,0.0
500,exp_0_5,1.6385952630700723e-16
500,exp_1,0.0
500,exp_2,0.0
500,asinh,1.5558875222034657e-16
500,logistic,1.8101216069407832e-16
501,exp_0_5,0.0
501,exp_1,0.0
501,exp_2,0.0
501,asinh,1.2662456141376658e-16
501,logistic,1.5539451512041786e-16
502,exp_0_5,1.590552313086118e-16
502,exp_1,1.1393461514265363e-16
502,exp_2,1.1692332297006166e-16
502,asinh,0.0
502,logistic,1.8672028004348004e-16
503,exp_0_5,0.0
503,exp_1,0.0
503,exp_2,1.9466897572813112e-16
503,asinh,1.201540627001857e-16
503,logistic,0.0
504,exp_0_5,1.37227316589712e-16
504,exp_1,0.0
504,exp_2,2.59138293589509e-16
504,asinh,0.0
504,logistic,0.0
505,exp_0_5,0.0
505,exp_1,0.0
505,exp_2,0.0
505,asinh,0.0
505,logistic,1.426308651778395e-16
506,exp_0_5,0.0
506,exp_1,0.0
506,exp_2,0.0
506,asinh,0.0
506,logistic,1.5754234736299257e-16
507,exp_0_5,1.642518246359921e-16
507,exp_1,0.0
507,exp_2,0.0
507,asinh,0.0
507,logistic,0.0
508,exp_0_5,2.044693050945912e-16
508,exp_1,0.0
508,exp_2,1.5965841282399625e-16
508,asinh,1.73544832617431e-16
508,logistic,0.0
509,exp_0_5,0.0
509,exp_1,1.2278398469431412e-16
509,exp_2,1.3579169737092806e-16
509,asinh,1.2580703918914186e-16
509,logistic,3.1827862449815565e-16
510,exp_0_5,0.0
510,exp_1,0.0
510,exp_2,0.0
510,asinh,0.0
510,logistic,1.1914770246733514e-16
511,exp_0_5,0.0
511,exp_1,0.0
511,exp_2,0.0
511,asinh,0.0
511,logistic,0.0
512,exp_0_5,1.1205233996252528e-16
512,exp_1,0.0
512,exp_2,1.1520014653510917e-16
512,asinh,1.3441119553923108e-16
512,logistic,0.0
513,exp_0_5,0.0
513,exp_1,0.0
513,exp_2,1.1976495817768138e-16
513,asinh,1.559182936235742e-16
513,logistic,1.5985068296271642e-16
514,exp_0_5,1.767409159328286e-16
514,exp_1,0.0
514,exp_2,0.0
514,asinh,2.1486621225996826e-16
514,logistic,1.7586054964235363e-16
515,exp_0_5,0.0
515,exp_1,1.540473761093421e-16
515,exp_2,0.0
515,asinh,2.086989258170155e-16
515,logistic,0.0
516,exp_0_5,3.4066944743189687e-16
516,exp_1,0.0
516,exp_2,1.5378786966246276e-16
516,asinh,0.0
516,logistic,1.4657778874791098e-16
517,exp_0_5,0.0
517,exp_1,1.24103296636839e-16
517,exp_2,0.0
517,asinh,0.0
517,logistic,0.0
518,exp_0_5,0.0
518,exp_1,1.7105497387282205e-16
518,exp_2,1.3177444278148888e-16
518,asinh,0.0
518,logistic,0.0
519,exp_0_5,0.0
519,exp_1,0.0
519,exp_2,0.0
519,asinh,0.0
519,logistic,0.0
520,exp_0_5,0.0
520,exp_1,0.0
520,exp_2,0.0
520,asinh,1.9386385822423126e-16
520,logistic,0.0
521,exp_0_5,0.0
521,exp_1,2.0644723384795916e-16
521,exp_2,1.9194548941130026e-16
521,asinh,0.0
521,logistic,0.0
522,exp_0_5,0.0
522,exp_1,1.4659985678080294e-16
522,exp_2,1.9357838498627875e-16
522,asinh,0.0
522,logistic,0.0
523,exp_0_5,0.0
523,exp_1,0.0
523,exp_2,0.0
523,asinh,0.0
523,logistic,2.9530345167004477e-16
524,exp_0_5,0.0
524,exp_1,2.5686825862730766e-16
524,exp_2,1.4857668420383956e-16
524,asinh,1.9314816509601914e-16
524,logistic,3.2631265929439344e-16
525,exp_0_5,1.3113143710354726e-16
525,exp_1,1.5488287862384454e-16
525,exp_2,0.0
525,asinh,0.0
525,logistic,0.0
526,exp_0_5,0.0
526,exp_1,1.7781422035969568e-16
526,exp_2,1.4239434897687123e-16
526,asinh,1.6014054055343525e-16
526,logistic,0.0
527,exp_0_5,1.3375264183501927e-16
527,exp_1,0.0
527,exp_2,1.1693614975771539e-16
527,asinh,3.3499364764249306e-16
527,logistic,1.5393957783698264e-16
528,exp_0_5,1.7956259819510092e-16
528,exp_1,1.4520833181901154e-16
528,exp_2,0.0
528,asinh,0.0
528,logistic,1.650343923566016e-16
529,exp_0_5,0.0
529,exp_1,0.0
529,exp_2,1.30898476625862e-16
529,asinh,0.0
529,logistic,0.0
530,exp_0_5,0.0
530,exp_1,1.7218747046397498e-16
530,exp_2,0.0
530,asinh,1.7269079137761317e-16
530,logistic,0.0
531,exp_0_5,1.3414612360210823e-16
531,exp_1,0.0
531,exp_2,0.0
531,asinh,0.0
531,logistic,0.0
532,exp_0_5,0.0
532,exp_1,0.0
532,exp_2,0.0
532,asinh,2.3512138299048463e-16
532,logistic,0.0
533,exp_0_5,1.1334603598884657e-16
533,exp_1,0.0
533,exp_2,0.0
533,asinh,0.0
533,logistic,0.0
534,exp_0_5,0.0
534,exp_1,1.817461041581253e-16
534,exp_2,1.4876131031334254e-16
534,asinh,2.1112792604330937e-16
534,logistic,0.0
535,exp_0_5,0.0
535,exp_1,0.0
535,exp_2,0.0
535,asinh,0.0
535,logistic,1.141740919943795e-16
536,exp_0_5,1.4110193574561413e-16
536,exp_1,0.0
536,exp_2,1.4483422575047142e-16
536,asinh,1.595597369014135e-16
536,logistic,0.0
537,exp_0_5,1.8270613386934284e-16
537,exp_1,0.0
537,exp_2,0.0
537,asinh,1.6682115499689924e-16
537,logistic,1.6791164068788291e-16
538,exp_0_5,1.17768102548179e-16
538,exp_1,0.0
538,exp_2,0.0
538,asinh,1.1115812346983892e-16
538,logistic,0.0
539,exp_0_5,2.148703387286511e-16
539,exp_1,0.0
539,exp_2,1.9470862839753718e-16
539,asinh,1.7546558324280003e-16
539,logistic,0.0
540,exp_0_5,0.0
540,exp_1,1.5921400290577047e-16
540,exp_2,1.1416219155532865e-16
540,asinh,0.0
540,logistic,1.9760735421066785e-16
541,exp_0_5,1.5031105911843973e-16
541,exp_1,0.0
541,exp_2,0.0
541,asinh,1.366682659328894e-16
541,logistic,0.0
542,exp_0_5,0.0
542,exp_1,1.5020840972293703e-16
542,exp_2,0.0
542,asinh,2.1896571236474047e-16
542,logistic,1.943574298855744e-16
543,exp_0_5,1.6138078936234465e-16
543,exp_1,1.1729066411681823e-16
543,exp_2,0.0
543,asinh,1.1853766370433869e-16
543,logistic,1.6067469837300414e-16
544,exp_0_5,0.0
544,exp_1,0.0
544,exp_2,1.3173596100023905e-16
544,asinh,1.1711090001634446e-16
544,logistic,0.0
545,exp_0_5,1.271525724579175e-16
545,exp_1,0.0
545,exp_2,0.0
545,asinh,0.0
545,logistic,1.3058569478944043e-16
546,exp_0_5,3.835691463663341e-16
546,exp_1,0.0
546,exp_2,1.952805347835628e-16
546,asinh,0.0
546,logistic,1.226152998720874e-16
547,exp_0_5,1.141922789326838e-16
547,exp_1,1.1745276650376162e-16
547,exp_2,1.2425568605051035e-16
547,asinh,1.1683782317339007e-16
547,logistic,1.1346065194265713e-16
548,exp_0_5,0.0
548,exp_1,1.111051023351423e-16
548,exp_2,0.0
548,asinh,0.0
548,logistic,1.6306332769575455e-16
549,exp_0_5,1.9893718886555367e-16
549,exp_1,0.0
549,exp_2,1.430682386668572e-16
549,asinh,0.0
549,logistic,0.0
550,exp_0_5,0.0
550,exp_1,1.1542042974309944e-16
550,exp_2,0.0
550,asinh,0.0
550,logistic,0.0
551,exp_0_5,0.0
551,exp_1,0.0
551,exp_2,0.0
551,asinh,0.0
551,logistic,0.0
552,exp_0_5,0.0
552,exp_1,0.0
552,exp_2,0.0
552,asinh,1.4895637844796283e-16
552,logistic,1.4678215439497884e-16
553,exp_0_5,1.179253742918388e-16
553,exp_1,1.2525766078906058e-16
553,exp_2,0.0
553,asinh,0.0
553,logistic,1.5080027587394666e-16
554,exp_0_5,1.6360837363712303e-16
554,exp_1,0.0
554,exp_2,0.0
554,asinh,0.0
554,logistic,1.8995567512333172e-16
555,exp_0_5,0.0
555,exp_1,0.0
555,exp_2,0.0
555,asinh,0.0
555,logistic,0.0
556,exp_0_5,0.0
556,exp_1,1.6685469163022194e-16
556,exp_2,1.2538241191861527e-16
556,asinh,0.0
556,logistic,0.0
557,exp_0_5,0.0
557,exp_1,1.2837337866876916e-16
557,exp_2,0.0
557,asinh,1.6859214894120103e-16
557,logistic,1.5044798345942117e-16
558,exp_0_5,1.5728453126305596e-16
558,exp_1,1.1141195609319865e-16
558,exp_2,0.0
558,asinh,1.1516583279539524e-16
558,logistic,1.5028483685777765e-16
559,exp_0_5,1.4270600615713427e-16
559,exp_1,0.0
559,exp_2,1.5153338425216331e-16
559,asinh,0.0
559,logistic,1.7550835878065165e-16
560,exp_0_5,0.0
560,exp_1,1.2405526061490175e-16
560,exp_2,2.772363272042066e-16
560,asinh,0.0
560,logistic,1.9028589440000416e-16
561,exp_0_5,1.1888833385397512e-16
561,exp_1,0.0
561,exp_2,1.4599106390664738e-16
561,asinh,1.3884769699092178e-16
561,logistic,1.1148095158935565e-16
562,exp_0_5,0.0
562,exp_1,1.605821262476038e-16
562,exp_2,1.1613260893642368e-16
562,asinh,1.6371259095271173e-16
562,logistic,1.835648873889246e-16
563,exp_0_5,1.305431611428082e-16
563,exp_1,1.5349633851190304e-16
563,exp_2,0.0
563,asinh,1.4416407652446997e-16
563,logistic,0.0
564,exp_0_5,2.0665346626429648e-16
564,exp_1,0.0
564,exp_2,0.0
564,asinh,1.929049902074649e-16
564,logistic,2.0816405405052526e-16
565,exp_0_5,0.0
565,exp_1,0.0
565,exp_2,0.0
565,asinh,0.0
565,logistic,1.70576956125635e-16
566,exp_0_5,0.0
566,exp_1,0.0
566,exp_2,2.1805051719173605e-16
566,asinh,1.9918013334026566e-16
566,logistic,0.0
567,exp_0_5,0.0
567,exp_1,1.7601305990034756e-16
567,exp_2,1.3952420625551017e-16
567,asinh,1.528390452985531e-16
567,logistic,1.724167207508442e-16
568,exp_0_5,1.9062375959163234e-16
568,exp_1,1.636491809072191e-16
568,exp_2,0.0
568,asinh,1.519547856247529e-16
568,logistic,0.0
569,exp_0_5,0.0
569,exp_1,2.1056604777704337e-16
569,exp_2,0.0
569,asinh,0.0
569,logistic,0.0
570,exp_0_5,0.0
570,exp_1,0.0
570,exp_2,0.0
570,asinh,1.1944319027709439e-16
570,logistic,0.0
571,exp_0_5,0.0
571,exp_1,0.0
571,exp_2,2.0481486456429748e-16
571,asinh,1.1662536941709495e-16
571,logistic,0.0
572,exp_0_5,1.547304139494127e-16
572,exp_1,0.0
572,exp_2,0.0
572,asinh,1.9165195918167165e-16
572,logistic,1.3870599420508485e-16
573,exp_0_5,1.2292533404987187e-16
573,exp_1,0.0
573,exp_2,0.0
573,asinh,0.0
573,logistic,1.218182445463185e-16
574,exp_0_5,1.8558692054644182e-16
574,exp_1,0.0
574,exp_2,2.1671989492478605e-16
574,asinh,1.6588272538975822e-16
574,logistic,1.7451834845235755e-16
575,exp_0_5,1.7813937800568396e-16
575,exp_1,1.4291560025503051e-16
575,exp_2,3.679417259996333e-16
575,asinh,0.0
575,logistic,0.0
576,exp_0_5,0.0
576,exp_1,1.261420361288001e-16
576,exp_2,0.0
576,asinh,1.118120597244346e-16
576,logistic,1.2283001150031095e-16
577,exp_0_5,0.0
577,exp_1,0.0
577,exp_2,0.0
577,asinh,1.4850897200500103e-16
577,logistic,0.0
578,exp_0_5,0.0
578,exp_1,0.0
578,exp_2,1.923598232686549e-16
578,asinh,0.0
578,logistic,0.0
579,exp_0_5,0.0
579,exp_1,0.0
579,exp_2,0.0
579,asinh,1.4615973971308465e-16
579,logistic,0.0
580,exp_0_5,0.0
580,exp_1,1.7472037690204727e-16
580,exp_2,1.374823320526086e-16
580,asinh,0.0
580,logistic,0.0
581,exp_0_5,0.0
581,exp_1,0.0
581,exp_2,1.2533029288882878e-16
581,asinh,0.0
581,logistic,0.0
582,exp_0_5,2.1315772937029174e-16
582,exp_1,0.0
582,exp_2,1.8857480397524072e-16
582,asinh,1.1444688953755574e-16
582,logistic,0.0
583,exp_0_5,0.0
583,exp_1,1.1307871450300833e-16
583,exp_2,0.0
583,asinh,0.0
583,logistic,1.5172068090598474e-16
584,exp_0_5,1.5619875006547475e-16
584,exp_1,0.0
584,exp_2,2.1749512744380446e-16
584,asinh,0.0
584,logistic,0.0
585,exp_0_5,0.0
585,exp_1,1.7398960299327674e-16
585,exp_2,0.0
