sample_index,function,aggregation_error
493,exp_2,2.7755575615628914e-17
493,asinh,5.551115123125783e-17
493,logistic,1.1102230246251565e-16
494,exp_0_5,5.551115123125783e-17
494,exp_1,5.551115123125783e-17
494,exp_2,5.551115123125783e-17
494,asinh,0.0
494,logistic,0.0
495,exp_0_5,1.1102230246251565e-16
495,exp_1,0.0
495,exp_2,1.1102230246251565e-16
495,asinh,0.0
495,logistic,1.1102230246251565e-16
496,exp_0_5,5.551115123125783e-17
496,exp_1,1.1102230246251565e-16
496,exp_2,2.7755575615628914e-17
496,asinh,5.551115123125783e-17
496,logistic,0.0
497,exp_0_5,1.1102230246251565e-16
497,exp_1,0.0
497,exp_2,0.0
497,asinh,0.0
497,logistic,1.1102230246251565e-16
498,exp_0_5,1.1102230246251565e-16
498,exp_1,1.1102230246251565e-16
498,exp_2,2.220446049250313e-16
498,asinh,1.1102230246251565e-16
498,logistic,1.1102230246251565e-16
499,exp_0_5,1.1102230246251565e-16
499,exp_1,0.0
499,exp_2,1.1102230246251565e-16
499,asinh,0.0
499,logistic,1.1102230246251565e-16
500,exp_0_5,0.0
500,exp_1,5.551115123125783e-17
500,exp_2,0.0
500,asinh,0.0
500,logistic,5.551115123125783e-17
501,exp_0_5,1.1102230246251565e-16
501,exp_1,5.551115123125783e-17
501,exp_2,0.0
501,asinh,5.551115123125783e-17
501,logistic,5.551115123125783e-17
502,exp_0_5,1.1102230246251565e-16
502,exp_1,0.0
502,exp_2,2.7755575615628914e-17
502,asinh,5.551115123125783e-17
502,logistic,1.1102230246251565e-16
503,exp_0_5,2.7755575615628914e-17
503,exp_1,0.0
503,exp_2,0.0
503,asinh,0.0
503,logistic,0.0
504,exp_0_5,0.0
504,exp_1,0.0
504,exp_2,2.220446049250313e-16
504,asinh,3.3306690738754696e-16
504,logistic,0.0
505,exp_0_5,0.0
505,exp_1,0.0
505,exp_2,0.0
505,asinh,0.0
505,logistic,0.0
506,exp_0_5,1.1102230246251565e-16
506,exp_1,1.1102230246251565e-16
506,exp_2,1.1102230246251565e-16
506,asinh,1.1102230246251565e-16
506,logistic,0.0
507,exp_0_5,2.220446049250313e-16
507,exp_1,1.1102230246251565e-16
507,exp_2,0.0
507,asinh,1.1102230246251565e-16
507,logistic,1.1102230246251565e-16
508,exp_0_5,0.0
508,exp_1,0.0
508,exp_2,1.734723475976807e-18
508,asinh,0.0
508,logistic,1.3877787807814457e-17
509,exp_0_5,1.1102230246251565e-16
509,exp_1,5.551115123125783e-17
509,exp_2,0.0
509,asinh,0.0
509,logistic,0.0
510,exp_0_5,1.1102230246251565e-16
510,exp_1,1.1102230246251565e-16
510,exp_2,0.0
510,asinh,1.1102230246251565e-16
510,logistic,0.0
511,exp_0_5,1.1102230246251565e-16
511,exp_1,1.1102230246251565e-16
511,exp_2,1.1102230246251565e-16
511,asinh,1.1102230246251565e-16
511,logistic,1.1102230246251565e-16
512,exp_0_5,1.1102230246251565e-16
512,exp_1,1.1102230246251565e-16
512,exp_2,1.1102230246251565e-16
512,asinh,0.0
512,logistic,0.0
513,exp_0_5,5.551115123125783e-17
513,exp_1,5.551115123125783e-17
513,exp_2,2.7755575615628914e-17
513,asinh,5.551115123125783e-17
513,logistic,5.551115123125783e-17
514,exp_0_5,1.1102230246251565e-16
514,exp_1,1.1102230246251565e-16
514,exp_2,1.1102230246251565e-16
514,asinh,1.1102230246251565e-16
514,logistic,1.1102230246251565e-16
515,exp_0_5,0.0
515,exp_1,0.0
515,exp_2,2.7755575615628914e-17
515,asinh,0.0
515,logistic,5.551115123125783e-17
516,exp_0_5,5.551115123125783e-17
516,exp_1,0.0
516,exp_2,1.1102230246251565e-16
516,asinh,5.551115123125783e-17
516,logistic,0.0
517,exp_0_5,1.1102230246251565e-16
517,exp_1,1.1102230246251565e-16
517,exp_2,2.220446049250313e-16
517,asinh,0.0
517,logistic,1.1102230246251565e-16
518,exp_0_5,1.1102230246251565e-16
518,exp_1,0.0
518,exp_2,0.0
518,asinh,0.0
518,logistic,0.0
519,exp_0_5,1.1102230246251565e-16
519,exp_1,1.1102230246251565e-16
519,exp_2,0.0
519,asinh,1.1102230246251565e-16
519,logistic,0.0
520,exp_0_5,0.0
520,exp_1,0.0
520,exp_2,0.0
520,asinh,1.1102230246251565e-16
520,logistic,1.1102230246251565e-16
521,exp_0_5,5.551115123125783e-17
521,exp_1,0.0
521,exp_2,2.220446049250313e-16
521,asinh,1.1102230246251565e-16
521,logistic,5.551115123125783e-17
522,exp_0_5,1.1102230246251565e-16
522,exp_1,5.551115123125783e-17
522,exp_2,0.0
522,asinh,0.0
522,logistic,1.1102230246251565e-16
523,exp_0_5,5.551115123125783e-17
523,exp_1,0.0
523,exp_2,1.1102230246251565e-16
523,asinh,0.0
523,logistic,0.0
524,exp_0_5,2.220446049250313e-16
524,exp_1,0.0
524,exp_2,1.1102230246251565e-16
524,asinh,0.0
524,logistic,0.0
525,exp_0_5,0.0
525,exp_1,1.1102230246251565e-16
525,exp_2,1.1102230246251565e-16
525,asinh,0.0
525,logistic,0.0
526,exp_0_5,1.1102230246251565e-16
526,exp_1,1.1102230246251565e-16
526,exp_2,0.0
526,asinh,1.1102230246251565e-16
526,logistic,0.0
527,exp_0_5,0.0
527,exp_1,2.7755575615628914e-17
527,exp_2,0.0
527,asinh,0.0
527,logistic,0.0
528,exp_0_5,5.551115123125783e-17
528,exp_1,5.551115123125783e-17
528,exp_2,0.0
528,asinh,0.0
528,logistic,5.551115123125783e-17
529,exp_0_5,0.0
529,exp_1,1.3877787807814457e-17
529,exp_2,0.0
529,asinh,0.0
529,logistic,2.7755575615628914e-17
530,exp_0_5,2.220446049250313e-16
530,exp_1,2.220446049250313e-16
530,exp_2,1.1102230246251565e-16
530,asinh,0.0
530,logistic,1.1102230246251565e-16
531,exp_0_5,0.0
531,exp_1,0.0
531,exp_2,0.0
531,asinh,0.0
531,logistic,0.0
532,exp_0_5,1.6653345369377348e-16
532,exp_1,0.0
532,exp_2,0.0
532,asinh,1.1102230246251565e-16
532,logistic,5.551115123125783e-17
533,exp_0_5,0.0
533,exp_1,0.0
533,exp_2,1.3877787807814457e-17
533,asinh,5.551115123125783e-17
533,logistic,0.0
534,exp_0_5,5.551115123125783e-17
534,exp_1,0.0
534,exp_2,0.0
534,asinh,0.0
534,logistic,2.7755575615628914e-17
535,exp_0_5,0.0
535,exp_1,0.0
535,exp_2,0.0
535,asinh,0.0
535,logistic,1.1102230246251565e-16
536,exp_0_5,0.0
536,exp_1,1.1102230246251565e-16
536,exp_2,1.1102230246251565e-16
536,asinh,1.1102230246251565e-16
536,logistic,1.1102230246251565e-16
537,exp_0_5,0.0
537,exp_1,5.551115123125783e-17
537,exp_2,5.551115123125783e-17
537,asinh,0.0
537,logistic,5.551115123125783e-17
538,exp_0_5,1.1102230246251565e-16
538,exp_1,0.0
538,exp_2,1.1102230246251565e-16
538,asinh,0.0
538,logistic,0.0
539,exp_0_5,2.7755575615628914e-17
539,exp_1,0.0
539,exp_2,1.3877787807814457e-17
539,asinh,0.0
539,logistic,2.7755575615628914e-17
540,exp_0_5,0.0
540,exp_1,0.0
540,exp_2,1.1102230246251565e-16
540,asinh,1.1102230246251565e-16
540,logistic,1.1102230246251565e-16
541,exp_0_5,0.0
541,exp_1,0.0
541,exp_2,0.0
541,asinh,0.0
541,logistic,1.1102230246251565e-16
542,exp_0_5,0.0
542,exp_1,0.0
542,exp_2,2.7755575615628914e-17
542,asinh,0.0
542,logistic,0.0
543,exp_0_5,1.1102230246251565e-16
543,exp_1,5.551115123125783e-17
543,exp_2,1.1102230246251565e-16
543,asinh,0.0
543,logistic,5.551115123125783e-17
544,exp_0_5,1.1102230246251565e-16
544,exp_1,0.0
544,exp_2,0.0
544,asinh,0.0
544,logistic,1.1102230246251565e-16
545,exp_0_5,0.0
545,exp_1,0.0
545,exp_2,0.0
545,asinh,0.0
545,logistic,0.0
546,exp_0_5,2.7755575615628914e-17
546,exp_1,1.3877787807814457e-17
546,exp_2,0.0
546,asinh,2.7755575615628914e-17
546,logistic,0.0
547,exp_0_5,1.3877787807814457e-17
547,exp_1,0.0
547,exp_2,4.336808689942018e-19
547,asinh,6.938893903907228e-18
547,logistic,6.938893903907228e-18
548,exp_0_5,1.1102230246251565e-16
548,exp_1,1.1102230246251565e-16
548,exp_2,0.0
548,asinh,1.1102230246251565e-16
548,logistic,0.0
549,exp_0_5,2.7755575615628914e-17
549,exp_1,2.7755575615628914e-17
549,exp_2,1.3877787807814457e-17
549,asinh,0.0
549,logistic,2.7755575615628914e-17
550,exp_0_5,0.0
550,exp_1,1.1102230246251565e-16
550,exp_2,1.1102230246251565e-16
550,asinh,1.1102230246251565e-16
550,logistic,0.0
551,exp_0_5,0.0
551,exp_1,0.0
551,exp_2,0.0
551,asinh,0.0
551,logistic,1.3877787807814457e-17
552,exp_0_5,0.0
552,exp_1,1.1102230246251565e-16
552,exp_2,1.1102230246251565e-16
552,asinh,0.0
552,logistic,0.0
553,exp_0_5,0.0
553,exp_1,1.1102230246251565e-16
553,exp_2,0.0
553,asinh,1.1102230246251565e-16
553,logistic,1.1102230246251565e-16
554,exp_0_5,0.0
554,exp_1,0.0
554,exp_2,1.1102230246251565e-16
554,asinh,1.1102230246251565e-16
554,logistic,1.1102230246251565e-16
555,exp_0_5,5.551115123125783e-17
555,exp_1,0.0
555,exp_2,2.7755575615628914e-17
555,asinh,5.551115123125783e-17
555,logistic,1.1102230246251565e-16
556,exp_0_5,1.1102230246251565e-16
556,exp_1,5.551115123125783e-17
556,exp_2,0.0
556,asinh,1.1102230246251565e-16
556,logistic,0.0
557,exp_0_5,0.0
557,exp_1,1.1102230246251565e-16
557,exp_2,1.1102230246251565e-16
557,asinh,5.551115123125783e-17
557,logistic,1.1102230246251565e-16
558,exp_0_5,1.1102230246251565e-16
558,exp_1,1.1102230246251565e-16
558,exp_2,0.0
558,asinh,5.551115123125783e-17
558,logistic,1.1102230246251565e-16
559,exp_0_5,2.7755575615628914e-17
559,exp_1,0.0
559,exp_2,3.469446951953614e-18
559,asinh,0.0
559,logistic,5.551115123125783e-17
560,exp_0_5,0.0
560,exp_1,1.1102230246251565e-16
560,exp_2,1.1102230246251565e-16
560,asinh,1.1102230246251565e-16
560,logistic,1.1102230246251565e-16
561,exp_0_5,1.1102230246251565e-16
561,exp_1,0.0
561,exp_2,0.0
561,asinh,0.0
561,logistic,1.1102230246251565e-16
562,exp_0_5,5.551115123125783e-17
562,exp_1,2.7755575615628914e-17
562,exp_2,0.0
562,asinh,5.551115123125783e-17
562,logistic,5.551115123125783e-17
563,exp_0_5,1.1102230246251565e-16
563,exp_1,1.1102230246251565e-16
563,exp_2,1.1102230246251565e-16
563,asinh,1.1102230246251565e-16
563,logistic,1.1102230246251565e-16
564,exp_0_5,0.0
564,exp_1,5.551115123125783e-17
564,exp_2,0.0
564,asinh,5.551115123125783e-17
564,logistic,0.0
565,exp_0_5,5.551115123125783e-17
565,exp_1,1.1102230246251565e-16
565,exp_2,0.0
565,asinh,1.1102230246251565e-16
565,logistic,0.0
566,exp_0_5,0.0
566,exp_1,0.0
566,exp_2,0.0
566,asinh,5.551115123125783e-17
566,logistic,0.0
567,exp_0_5,1.1102230246251565e-16
567,exp_1,5.551115123125783e-17
567,exp_2,0.0
567,asinh,1.1102230246251565e-16
567,logistic,0.0
568,exp_0_5,5.551115123125783e-17
568,exp_1,0.0
568,exp_2,0.0
568,asinh,0.0
568,logistic,0.0
569,exp_0_5,0.0
569,exp_1,0.0
569,exp_2,0.0
569,asinh,0.0
569,logistic,5.551115123125783e-17
570,exp_0_5,0.0
570,exp_1,5.551115123125783e-17
570,exp_2,5.551115123125783e-17
570,asinh,1.1102230246251565e-16
570,logistic,0.0
571,exp_0_5,0.0
571,exp_1,0.0
571,exp_2,0.0
571,asinh,0.0
571,logistic,2.220446049250313e-16
572,exp_0_5,5.551115123125783e-17
572,exp_1,1.1102230246251565e-16
572,exp_2,1.1102230246251565e-16
572,asinh,0.0
572,logistic,5.551115123125783e-17
573,exp_0_5,0.0
573,exp_1,1.1102230246251565e-16
573,exp_2,1.1102230246251565e-16
573,asinh,0.0
573,logistic,1.1102230246251565e-16
574,exp_0_5,0.0
574,exp_1,0.0
574,exp_2,0.0
574,asinh,0.0
574,logistic,0.0
575,exp_0_5,0.0
575,exp_1,5.551115123125783e-17
575,exp_2,0.0
575,asinh,5.551115123125783e-17
575,logistic,0.0
576,exp_0_5,5.551115123125783e-17
576,exp_1,5.551115123125783e-17
576,exp_2,5.551115123125783e-17
576,asinh,0.0
576,logistic,0.0
577,exp_0_5,5.551115123125783e-17
577,exp_1,5.551115123125783e-17
577,exp_2,5.551115123125783e-17
577,asinh,5.551115123125783e-17
577,logistic,5.551115123125783e-17
578,exp_0_5,0.0
578,exp_1,5.551115123125783e-17
578,exp_2,2.7755575615628914e-17
578,asinh,1.1102230246251565e-16
578,logistic,1.1102230246251565e-16
579,exp_0_5,1.1102230246251565e-16
579,exp_1,0.0
579,exp_2,5.551115123125783e-17
579,asinh,0.0
579,logistic,0.0
580,exp_0_5,1.1102230246251565e-16
580,exp_1,1.1102230246251565e-16
580,exp_2,2.220446049250313e-16
580,asinh,1.1102230246251565e-16
580,logistic,0.0
581,exp_0_5,5.551115123125783e-17
581,exp_1,0.0
581,exp_2,5.551115123125783e-17
581,asinh,0.0
581,logistic,0.0
582,exp_0_5,1.1102230246251565e-16
582,exp_1,1.1102230246251565e-16
582,exp_2,0.0
582,asinh,0.0
582,logistic,0.0
583,exp_0_5,1.1102230246251565e-16
583,exp_1,2.220446049250313e-16
583,exp_2,3.3306690738754696e-16
583,asinh,1.1102230246251565e-16
583,logistic,0.0
584,exp_0_5,0.0
584,exp_1,2.7755575615628914e-17
584,exp_2,0.0
584,asinh,2.7755575615628914e-17
584,logistic,0.0
585,exp_0_5,2.7755575615628914e-17
585,exp_1,0.0
585,exp_2,0.0
585,asinh,2.7755575615628914e-17
585,logistic,2.7755575615628914e-17
586,exp_0_5,5.551115123125783e-17
586,exp_1,0.0
586,exp_2,6.938893903907228e-18
586,asinh,0.0
586,logistic,0.0
587,exp_0_5,1.1102230246251565e-16
587,exp_1,0.0
587,exp_2,0.0
587,asinh,1.1102230246251565e-16
587,logistic,0.0
588,exp_0_5,5.551115123125783e-17
588,exp_1,0.0
588,exp_2,1.1102230246251565e-16
588,asinh,5.551115123125783e-17
588,logistic,5.551115123125783e-17
589,exp_0_5,0.0
589,exp_1,0.0
589,exp_2,0.0
589,asinh,2.7755575615628914e-17
589,logistic,0.0
590,exp_0_5,2.7755575615628914e-17
590,exp_1,5.551115123125783e-17
590,exp_2,5.551115123125783e-17
590,asinh,5.551115123125783e-17
590,logistic,0.0
591,exp_0_5,2.7755575615628914e-17
591,exp_1,0.0
591,exp_2,0.0
591,asinh,0.0
591,logistic,5.551115123125783e-17
592,exp_0_5,1.1102230246251565e-16
592,exp_1,1.1102230246251565e-16
592,exp_2,0.0
592,asinh,1.1102230246251565e-16
592,logistic,0.0
593,exp_0_5,2.220446049250313e-16
593,exp_1,0.0
593,exp_2,0.0
593,asinh,2.220446049250313e-16
593,logistic,1.1102230246251565e-16
594,exp_0_5,0.0
594,exp_1,1.1102230246251565e-16
594,exp_2,0.0
594,asinh,1.1102230246251565e-16
594,logistic,0.0
595,exp_0_5,0.0
595,exp_1,0.0
595,exp_2,0.0
595,asinh,0.0
595,logistic,0.0
596,exp_0_5,5.551115123125783e-17
596,exp_1,0.0
596,exp_2,0.0
596,asinh,1.1102230246251565e-16
596,logistic,0.0
597,exp_0_5,0.0
597,exp_1,1.1102230246251565e-16
597,exp_2,1.1102230246251565e-16
597,asinh,0.0
597,logistic,0.0
598,exp_0_5,5.551115123125783e-17
598,exp_1,5.551115123125783e-17
598,exp_2,5.551115123125783e-17
598,asinh,5.551115123125783e-17
598,logistic,5.551115123125783e-17
599,exp_0_5,0.0
599,exp_1,0.0
599,exp_2,0.0
599,asinh,0.0
599,logistic,1.1102230246251565e-16
600,exp_0_5,5.551115123125783e-17
600,exp_1,2.7755575615628914e-17
600,exp_2,0.0
600,asinh,2.7755575615628914e-17
600,logistic,2.7755575615628914e-17
601,exp_0_5,0.0
601,exp_1,0.0
601,exp_2,2.7755575615628914e-17
601,asinh,1.1102230246251565e-16
601,logistic,0.0
602,exp_0_5,1.1102230246251565e-16
602,exp_1,1.1102230246251565e-16
602,exp_2,0.0
602,asinh,0.0
602,logistic,0.0
603,exp_0_5,1.1102230246251565e-16
603,exp_1,5.551115123125783e-17
603,exp_2,0.0
603,asinh,0.0
603,logistic,0.0
604,exp_0_5,0.0
604,exp_1,0.0
604,exp_2,5.551115123125783e-17
604,asinh,0.0
604,logistic,1.1102230246251565e-16
605,exp_0_5,0.0
605,exp_1,0.0
605,exp_2,1.1102230246251565e-16
605,asinh,0.0
605,logistic,0.0
606,exp_0_5,0.0
606,exp_1,0.0
606,exp_2,0.0
606,asinh,5.551115123125783e-17
606,logistic,0.0
607,exp_0_5,5.551115123125783e-17
607,exp_1,5.551115123125783e-17
607,exp_2,5.551115123125783e-17
607,asinh,0.0
607,logistic,5.551115123125783e-17
608,exp_0_5,0.0
608,exp_1,1.1102230246251565e-16
608,exp_2,5.551115123125783e-17
608,asinh,0.0
608,logistic,1.1102230246251565e-16
609,exp_0_5,0.0
609,exp_1,0.0
609,exp_2,1.1102230246251565e-16
609,asinh,1.1102230246251565e-16
609,logistic,0.0
610,exp_0_5,5.551115123125783e-17
610,exp_1,0.0
610,exp_2,5.551115123125783e-17
610,asinh,5.551115123125783e-17
610,logistic,5.551115123125783e-17
611,exp_0_5,0.0
611,exp_1,5.551115123125783e-17
611,exp_2,0.0
611,asinh,1.1102230246251565e-16
611,logistic,0.0
612,exp_0_5,5.551115123125783e-17
612,exp_1,0.0
612,exp_2,0.0
612,asinh,1.1102230246251565e-16
612,logistic,0.0
613,exp_0_5,1.1102230246251565e-16
613,exp_1,0.0
613,exp_2,1.1102230246251565e-16
613,asinh,0.0
613,logistic,0.0
614,exp_0_5,1.1102230246251565e-16
614,exp_1,5.551115123125783e-17
614,exp_2,0.0
614,asinh,1.1102230246251565e-16
614,logistic,1.1102230246251565e-16
615,exp_0_5,1.1102230246251565e-16
615,exp_1,0.0
615,exp_2,0.0
615,asinh,0.0
615,logistic,0.0
616,exp_0_5,0.0
616,exp_1,0.0
616,exp_2,1.1102230246251565e-16
616,asinh,1.1102230246251565e-16
616,logistic,1.1102230246251565e-16
617,exp_0_5,5.551115123125783e-17
617,exp_1,1.1102230246251565e-16
617,exp_2,1.1102230246251565e-16
617,asinh,0.0
617,logistic,1.1102230246251565e-16
618,exp_0_5,0.0
618,exp_1,1.1102230246251565e-16
618,exp_2,1.1102230246251565e-16
618,asinh,0.0
618,logistic,1.1102230246251565e-16
619,exp_0_5,0.0
619,exp_1,0.0
619,exp_2,0.0
619,asinh,0.0
619,logistic,0.0
620,exp_0_5,5.551115123125783e-17
620,exp_1,0.0
620,exp_2,0.0
620,asinh,5.551115123125783e-17
620,logistic,0.0
621,exp_0_5,1.1102230246251565e-16
621,exp_1,0.0
621,exp_2,1.1102230246251565e-16
621,asinh,0.0
621,logistic,3.3306690738754696e-16
622,exp_0_5,1.1102230246251565e-16
622,exp_1,5.551115123125783e-17
622,exp_2,5.551115123125783e-17
622,asinh,5.551115123125783e-17
622,logistic,0.0
623,exp_0_5,1.1102230246251565e-16
623,exp_1,0.0
623,exp_2,0.0
623,asinh,0.0
623,logistic,5.551115123125783e-17
624,exp_0_5,0.0
624,exp_1,0.0
624,exp_2,0.0
624,asinh,0.0
624,logistic,5.551115123125783e-17
625,exp_0_5,5.551115123125783e-17
625,exp_1,0.0
625,exp_2,0.0
625,asinh,0.0
625,logistic,5.551115123125783e-17
626,exp_0_5,0.0
626,exp_1,1.3877787807814457e-17
626,exp_2,1.734723475976807e-18
626,asinh,2.7755575615628914e-17
626,logistic,0.0
627,exp_0_5,0.0
627,exp_1,2.7755575615628914e-17
627,exp_2,2.0816681711721685e-17
627,asinh,0.0
627,logistic,5.551115123125783e-17
628,exp_0_5,5.551115123125783e-17
628,exp_1,0.0
628,exp_2,0.0
628,asinh,5.551115123125783e-17
628,logistic,0.0
629,exp_0_5,0.0
629,exp_1,0.0
629,exp_2,0.0
629,asinh,1.1102230246251565e-16
629,logistic,0.0
630,exp_0_5,2.7755575615628914e-17
630,exp_1,0.0
630,exp_2,0.0
630,asinh,2.7755575615628914e-17
630,logistic,0.0
631,exp_0_5,5.551115123125783e-17
631,exp_1,2.7755575615628914e-17
631,exp_2,1.3877787807814457e-17
631,asinh,0.0
631,logistic,0.0
632,exp_0_5,0.0
632,exp_1,0.0
632,exp_2,0.0
632,asinh,1.3877787807814457e-17
632,logistic,0.0
633,exp_0_5,1.1102230246251565e-16
633,exp_1,0.0
633,exp_2,1.1102230246251565e-16
633,asinh,0.0
633,logistic,1.1102230246251565e-16
634,exp_0_5,5.551115123125783e-17
634,exp_1,5.551115123125783e-17
634,exp_2,6.938893903907228e-18
634,asinh,2.7755575615628914e-17
634,logistic,5.551115123125783e-17
635,exp_0_5,0.0
635,exp_1,5.551115123125783e-17
635,exp_2,0.0
635,asinh,1.1102230246251565e-16
635,logistic,5.551115123125783e-17
636,exp_0_5,1.1102230246251565e-16
636,exp_1,1.1102230246251565e-16
636,exp_2,1.1102230246251565e-16
636,asinh,1.1102230246251565e-16
636,logistic,1.1102230246251565e-16
637,exp_0_5,0.0
637,exp_1,0.0
637,exp_2,1.1102230246251565e-16
637,asinh,0.0
637,logistic,1.1102230246251565e-16
638,exp_0_5,5.551115123125783e-17
638,exp_1,0.0
638,exp_2,0.0
638,asinh,5.551115123125783e-17
638,logistic,5.551115123125783e-17
639,exp_0_5,1.1102230246251565e-16
639,exp_1,1.1102230246251565e-16
639,exp_2,0.0
639,asinh,1.1102230246251565e-16
639,logistic,0.0
640,exp_0_5,5.551115123125783e-17
640,exp_1,5.551115123125783e-17
640,exp_2,5.551115123125783e-17
640,asinh,1.1102230246251565e-16
640,logistic,0.0
641,exp_0_5,0.0
641,exp_1,2.220446049250313e-16
641,exp_2,0.0
641,asinh,2.220446049250313e-16
641,logistic,5.551115123125783e-17
642,exp_0_5,0.0
642,exp_1,0.0
642,exp_2,1.1102230246251565e-16
642,asinh,0.0
642,logistic,0.0
643,exp_0_5,5.551115123125783e-17
643,exp_1,5.551115123125783e-17
643,exp_2,5.551115123125783e-17
643,asinh,5.551115123125783e-17
643,logistic,2.7755575615628914e-17
644,exp_0_5,0.0
644,exp_1,1.1102230246251565e-16
644,exp_2,1.1102230246251565e-16
644,asinh,1.1102230246251565e-16
644,logistic,1.1102230246251565e-16
645,exp_0_5,0.0
645,exp_1,0.0
645,exp_2,1.1102230246251565e-16
645,asinh,0.0
645,logistic,2.7755575615628914e-17
646,exp_0_5,1.1102230246251565e-16
646,exp_1,0.0
646,exp_2,0.0
646,asinh,1.1102230246251565e-16
646,logistic,0.0
647,exp_0_5,0.0
647,exp_1,1.1102230246251565e-16
647,exp_2,0.0
647,asinh,1.1102230246251565e-16
647,logistic,0.0
648,exp_0_5,5.551115123125783e-17
648,exp_1,5.551115123125783e-17
648,exp_2,5.551115123125783e-17
648,asinh,0.0
648,logistic,0.0
649,exp_0_5,1.1102230246251565e-16
649,exp_1,0.0
649,exp_2,0.0
649,asinh,0.0
649,logistic,1.1102230246251565e-16
650,exp_0_5,5.551115123125783e-17
650,exp_1,0.0
650,exp_2,0.0
650,asinh,1.1102230246251565e-16
650,logistic,0.0
651,exp_0_5,0.0
651,exp_1,2.7755575615628914e-17
651,exp_2,0.0
651,asinh,2.7755575615628914e-17
651,logistic,5.551115123125783e-17
652,exp_0_5,1.1102230246251565e-16
652,exp_1,0.0
652,exp_2,1.1102230246251565e-16
652,asinh,0.0
652,logistic,0.0
653,exp_0_5,1.1102230246251565e-16
653,exp_1,5.551115123125783e-17
653,exp_2,5.551115123125783e-17
653,asinh,0.0
653,logistic,1.1102230246251565e-16
654,exp_0_5,0.0
654,exp_1,5.551115123125783e-17
654,exp_2,0.0
654,asinh,5.551115123125783e-17
654,logistic,1.1102230246251565e-16
655,exp_0_5,8.326672684688674e-17
655,exp_1,5.551115123125783e-17
655,exp_2,0.0
655,asinh,2.7755575615628914e-17
655,logistic,2.7755575615628914e-17
656,exp_0_5,1.1102230246251565e-16
656,exp_1,0.0
656,exp_2,0.0
656,asinh,1.1102230246251565e-16
656,logistic,5.551115123125783e-17
657,exp_0_5,0.0
657,exp_1,0.0
657,exp_2,0.0
657,asinh,0.0
657,logistic,0.0
658,exp_0_5,5.551115123125783e-17
658,exp_1,2.7755575615628914e-17
658,exp_2,0.0
658,asinh,5.551115123125783e-17
658,logistic,5.551115123125783e-17
659,exp_0_5,0.0
659,exp_1,0.0
659,exp_2,1.1102230246251565e-16
659,asinh,0.0
659,logistic,0.0
660,exp_0_5,0.0
660,exp_1,5.551115123125783e-17
660,exp_2,2.7755575615628914e-17
660,asinh,0.0
660,logistic,5.551115123125783e-17
661,exp_0_5,0.0
661,exp_1,6.938893903907228e-18
661,exp_2,1.734723475976807e-18
661,asinh,2.0816681711721685e-17
661,logistic,2.7755575615628914e-17
662,exp_0_5,0.0
662,exp_1,5.551115123125783e-17
662,exp_2,5.551115123125783e-17
662,asinh,5.551115123125783e-17
662,logistic,0.0
663,exp_0_5,0.0
663,exp_1,0.0
663,exp_2,5.551115123125783e-17
663,asinh,0.0
663,logistic,0.0
664,exp_0_5,0.0
664,exp_1,0.0
664,exp_2,5.551115123125783e-17
664,asinh,0.0
664,logistic,0.0
665,exp_0_5,0.0
665,exp_1,5.551115123125783e-17
665,exp_2,1.3877787807814457e-17
665,asinh,2.7755575615628914e-17
665,logistic,0.0
666,exp_0_5,0.0
666,exp_1,5.551115123125783e-17
666,exp_2,5.551115123125783e-17
666,asinh,5.551115123125783e-17
666,logistic,0.0
667,exp_0_5,2.7755575615628914e-17
667,exp_1,1.3877787807814457e-17
667,exp_2,1.734723475976807e-18
667,asinh,2.7755575615628914e-17
667,logistic,0.0
668,exp_0_5,5.551115123125783e-17
668,exp_1,5.551115123125783e-17
668,exp_2,0.0
668,asinh,2.7755575615628914e-17
668,logistic,1.1102230246251565e-16
669,exp_0_5,0.0
669,exp_1,1.1102230246251565e-16
669,exp_2,0.0
669,asinh,0.0
669,logistic,0.0
670,exp_0_5,0.0
670,exp_1,1.1102230246251565e-16
670,exp_2,1.1102230246251565e-16
670,asinh,1.1102230246251565e-16
670,logistic,0.0
671,exp_0_5,1.1102230246251565e-16
671,exp_1,0.0
671,exp_2,0.0
671,asinh,0.0
671,logistic,1.1102230246251565e-16
672,exp_0_5,0.0
672,exp_1,2.7755575615628914e-17
672,exp_2,1.3877787807814457e-17
672,asinh,0.0
672,logistic,5.551115123125783e-17
673,exp_0_5,0.0
673,exp_1,0.0
673,exp_2,5.551115123125783e-17
673,asinh,0.0
673,logistic,1.1102230246251565e-16
674,exp_0_5,5.551115123125783e-17
674,exp_1,5.551115123125783e-17
674,exp_2,0.0
674,asinh,1.1102230246251565e-16
674,logistic,0.0
675,exp_0_5,5.551115123125783e-17
675,exp_1,2.7755575615628914e-17
675,exp_2,0.0
675,asinh,5.551115123125783e-17
675,logistic,5.551115123125783e-17
676,exp_0_5,0.0
676,exp_1,1.1102230246251565e-16
676,exp_2,0.0
676,asinh,0.0
676,logistic,1.1102230246251565e-16
677,exp_0_5,0.0
677,exp_1,0.0
677,exp_2,0.0
677,asinh,0.0
677,logistic,0.0
678,exp_0_5,5.551115123125783e-17
678,exp_1,0.0
678,exp_2,1.1102230246251565e-16
678,asinh,1.1102230246251565e-16
678,logistic,0.0
679,exp_0_5,0.0
679,exp_1,0.0
679,exp_2,0.0
