sample_index,function,aggregation_error
1636,logistic,0.0
1637,exp_0_5,0.0
1637,exp_1,1.1102230246251565e-16
1637,exp_2,0.0
1637,asinh,0.0
1637,logistic,1.1102230246251565e-16
1638,exp_0_5,0.0
1638,exp_1,5.551115123125783e-17
1638,exp_2,0.0
1638,asinh,0.0
1638,logistic,1.1102230246251565e-16
1639,exp_0_5,0.0
1639,exp_1,1.1102230246251565e-16
1639,exp_2,0.0
1639,asinh,5.551115123125783e-17
1639,logistic,1.1102230246251565e-16
1640,exp_0_5,5.551115123125783e-17
1640,exp_1,0.0
1640,exp_2,1.1102230246251565e-16
1640,asinh,0.0
1640,logistic,5.551115123125783e-17
1641,exp_0_5,5.551115123125783e-17
1641,exp_1,1.1102230246251565e-16
1641,exp_2,2.220446049250313e-16
1641,asinh,0.0
1641,logistic,0.0
1642,exp_0_5,5.551115123125783e-17
1642,exp_1,2.7755575615628914e-17
1642,exp_2,0.0
1642,asinh,2.7755575615628914e-17
1642,logistic,0.0
1643,exp_0_5,5.551115123125783e-17
1643,exp_1,2.7755575615628914e-17
1643,exp_2,0.0
1643,asinh,2.7755575615628914e-17
1643,logistic,0.0
1644,exp_0_5,0.0
1644,exp_1,5.551115123125783e-17
1644,exp_2,5.551115123125783e-17
1644,asinh,1.1102230246251565e-16
1644,logistic,1.1102230246251565e-16
1645,exp_0_5,5.551115123125783e-17
1645,exp_1,0.0
1645,exp_2,0.0
1645,asinh,0.0
1645,logistic,0.0
1646,exp_0_5,5.551115123125783e-17
1646,exp_1,5.551115123125783e-17
1646,exp_2,2.7755575615628914e-17
1646,asinh,5.551115123125783e-17
1646,logistic,5.551115123125783e-17
1647,exp_0_5,0.0
1647,exp_1,0.0
1647,exp_2,0.0
1647,asinh,0.0
1647,logistic,1.1102230246251565e-16
1648,exp_0_5,0.0
1648,exp_1,1.1102230246251565e-16
1648,exp_2,0.0
1648,asinh,1.1102230246251565e-16
1648,logistic,1.1102230246251565e-16
1649,exp_0_5,1.1102230246251565e-16
1649,exp_1,2.220446049250313e-16
1649,exp_2,1.1102230246251565e-16
1649,asinh,0.0
1649,logistic,2.220446049250313e-16
1650,exp_0_5,5.551115123125783e-17
1650,exp_1,0.0
1650,exp_2,2.220446049250313e-16
1650,asinh,0.0
1650,logistic,5.551115123125783e-17
1651,exp_0_5,5.551115123125783e-17
1651,exp_1,0.0
1651,exp_2,0.0
1651,asinh,0.0
1651,logistic,0.0
1652,exp_0_5,5.551115123125783e-17
1652,exp_1,5.551115123125783e-17
1652,exp_2,0.0
1652,asinh,5.551115123125783e-17
1652,logistic,1.1102230246251565e-16
1653,exp_0_5,1.1102230246251565e-16
1653,exp_1,1.1102230246251565e-16
1653,exp_2,2.220446049250313e-16
1653,asinh,0.0
1653,logistic,1.1102230246251565e-16
1654,exp_0_5,5.551115123125783e-17
1654,exp_1,1.1102230246251565e-16
1654,exp_2,0.0
1654,asinh,0.0
1654,logistic,5.551115123125783e-17
1655,exp_0_5,0.0
1655,exp_1,0.0
1655,exp_2,1.1102230246251565e-16
1655,asinh,5.551115123125783e-17
1655,logistic,0.0
1656,exp_0_5,5.551115123125783e-17
1656,exp_1,5.551115123125783e-17
1656,exp_2,1.1102230246251565e-16
1656,asinh,5.551115123125783e-17
1656,logistic,1.1102230246251565e-16
1657,exp_0_5,1.1102230246251565e-16
1657,exp_1,0.0
1657,exp_2,1.1102230246251565e-16
1657,asinh,1.1102230246251565e-16
1657,logistic,2.220446049250313e-16
1658,exp_0_5,5.551115123125783e-17
1658,exp_1,0.0
1658,exp_2,0.0
1658,asinh,0.0
1658,logistic,1.1102230246251565e-16
1659,exp_0_5,1.1102230246251565e-16
1659,exp_1,1.1102230246251565e-16
1659,exp_2,1.1102230246251565e-16
1659,asinh,0.0
1659,logistic,2.220446049250313e-16
1660,exp_0_5,1.1102230246251565e-16
1660,exp_1,0.0
1660,exp_2,0.0
1660,asinh,1.1102230246251565e-16
1660,logistic,1.1102230246251565e-16
1661,exp_0_5,5.551115123125783e-17
1661,exp_1,5.551115123125783e-17
1661,exp_2,0.0
1661,asinh,0.0
1661,logistic,5.551115123125783e-17
1662,exp_0_5,1.1102230246251565e-16
1662,exp_1,0.0
1662,exp_2,0.0
1662,asinh,1.1102230246251565e-16
1662,logistic,0.0
1663,exp_0_5,5.551115123125783e-17
1663,exp_1,0.0
1663,exp_2,6.938893903907228e-18
1663,asinh,0.0
1663,logistic,5.551115123125783e-17
1664,exp_0_5,2.220446049250313e-16
1664,exp_1,1.1102230246251565e-16
1664,exp_2,0.0
1664,asinh,0.0
1664,logistic,0.0
1665,exp_0_5,0.0
1665,exp_1,1.1102230246251565e-16
1665,exp_2,1.1102230246251565e-16
1665,asinh,1.1102230246251565e-16
1665,logistic,1.1102230246251565e-16
1666,exp_0_5,1.1102230246251565e-16
1666,exp_1,1.1102230246251565e-16
1666,exp_2,1.1102230246251565e-16
1666,asinh,2.220446049250313e-16
1666,logistic,1.1102230246251565e-16
1667,exp_0_5,0.0
1667,exp_1,0.0
1667,exp_2,0.0
1667,asinh,0.0
1667,logistic,6.938893903907228e-18
1668,exp_0_5,0.0
1668,exp_1,0.0
1668,exp_2,1.3877787807814457e-17
1668,asinh,0.0
1668,logistic,5.551115123125783e-17
1669,exp_0_5,0.0
1669,exp_1,0.0
1669,exp_2,2.7755575615628914e-17
1669,asinh,2.7755575615628914e-17
1669,logistic,5.551115123125783e-17
1670,exp_0_5,0.0
1670,exp_1,0.0
1670,exp_2,0.0
1670,asinh,0.0
1670,logistic,5.551115123125783e-17
1671,exp_0_5,1.1102230246251565e-16
1671,exp_1,1.1102230246251565e-16
1671,exp_2,0.0
1671,asinh,1.1102230246251565e-16
1671,logistic,1.1102230246251565e-16
1672,exp_0_5,2.7755575615628914e-17
1672,exp_1,2.7755575615628914e-17
1672,exp_2,0.0
1672,asinh,0.0
1672,logistic,0.0
1673,exp_0_5,0.0
1673,exp_1,5.551115123125783e-17
1673,exp_2,0.0
1673,asinh,0.0
1673,logistic,0.0
1674,exp_0_5,0.0
1674,exp_1,1.1102230246251565e-16
1674,exp_2,0.0
1674,asinh,0.0
1674,logistic,0.0
1675,exp_0_5,8.326672684688674e-17
1675,exp_1,2.7755575615628914e-17
1675,exp_2,1.3877787807814457e-17
1675,asinh,0.0
1675,logistic,0.0
1676,exp_0_5,5.551115123125783e-17
1676,exp_1,8.326672684688674e-17
1676,exp_2,0.0
1676,asinh,5.551115123125783e-17
1676,logistic,0.0
1677,exp_0_5,0.0
1677,exp_1,1.1102230246251565e-16
1677,exp_2,0.0
1677,asinh,1.1102230246251565e-16
1677,logistic,0.0
1678,exp_0_5,5.551115123125783e-17
1678,exp_1,5.551115123125783e-17
1678,exp_2,2.7755575615628914e-17
1678,asinh,0.0
1678,logistic,5.551115123125783e-17
1679,exp_0_5,0.0
1679,exp_1,1.1102230246251565e-16
1679,exp_2,0.0
1679,asinh,1.1102230246251565e-16
1679,logistic,0.0
1680,exp_0_5,2.7755575615628914e-17
1680,exp_1,3.469446951953614e-18
1680,exp_2,2.168404344971009e-19
1680,asinh,6.938893903907228e-18
1680,logistic,1.3877787807814457e-17
1681,exp_0_5,1.1102230246251565e-16
1681,exp_1,0.0
1681,exp_2,1.1102230246251565e-16
1681,asinh,1.1102230246251565e-16
1681,logistic,1.1102230246251565e-16
1682,exp_0_5,1.1102230246251565e-16
1682,exp_1,0.0
1682,exp_2,0.0
1682,asinh,0.0
1682,logistic,0.0
1683,exp_0_5,0.0
1683,exp_1,0.0
1683,exp_2,5.551115123125783e-17
1683,asinh,0.0
1683,logistic,0.0
1684,exp_0_5,1.1102230246251565e-16
1684,exp_1,1.1102230246251565e-16
1684,exp_2,1.1102230246251565e-16
1684,asinh,0.0
1684,logistic,1.1102230246251565e-16
1685,exp_0_5,1.1102230246251565e-16
1685,exp_1,0.0
1685,exp_2,0.0
1685,asinh,1.1102230246251565e-16
1685,logistic,0.0
1686,exp_0_5,0.0
1686,exp_1,0.0
1686,exp_2,0.0
1686,asinh,5.551115123125783e-17
1686,logistic,5.551115123125783e-17
1687,exp_0_5,2.7755575615628914e-17
1687,exp_1,2.7755575615628914e-17
1687,exp_2,2.7755575615628914e-17
1687,asinh,0.0
1687,logistic,2.7755575615628914e-17
1688,exp_0_5,5.551115123125783e-17
1688,exp_1,5.551115123125783e-17
1688,exp_2,5.551115123125783e-17
1688,asinh,5.551115123125783e-17
1688,logistic,5.551115123125783e-17
1689,exp_0_5,0.0
1689,exp_1,5.551115123125783e-17
1689,exp_2,0.0
1689,asinh,5.551115123125783e-17
1689,logistic,0.0
1690,exp_0_5,5.551115123125783e-17
1690,exp_1,1.6653345369377348e-16
1690,exp_2,0.0
1690,asinh,5.551115123125783e-17
1690,logistic,5.551115123125783e-17
1691,exp_0_5,5.551115123125783e-17
1691,exp_1,5.551115123125783e-17
1691,exp_2,1.1102230246251565e-16
1691,asinh,5.551115123125783e-17
1691,logistic,1.1102230246251565e-16
1692,exp_0_5,1.1102230246251565e-16
1692,exp_1,0.0
1692,exp_2,5.551115123125783e-17
1692,asinh,0.0
1692,logistic,1.1102230246251565e-16
1693,exp_0_5,0.0
1693,exp_1,1.1102230246251565e-16
1693,exp_2,1.1102230246251565e-16
1693,asinh,1.1102230246251565e-16
1693,logistic,1.1102230246251565e-16
1694,exp_0_5,0.0
1694,exp_1,0.0
1694,exp_2,0.0
1694,asinh,1.1102230246251565e-16
1694,logistic,1.1102230246251565e-16
1695,exp_0_5,1.1102230246251565e-16
1695,exp_1,0.0
1695,exp_2,0.0
1695,asinh,0.0
1695,logistic,0.0
1696,exp_0_5,0.0
1696,exp_1,5.551115123125783e-17
1696,exp_2,5.551115123125783e-17
1696,asinh,5.551115123125783e-17
1696,logistic,0.0
1697,exp_0_5,0.0
1697,exp_1,0.0
1697,exp_2,1.1102230246251565e-16
1697,asinh,0.0
1697,logistic,1.1102230246251565e-16
1698,exp_0_5,0.0
1698,exp_1,3.469446951953614e-18
1698,exp_2,0.0
1698,asinh,0.0
1698,logistic,1.3877787807814457e-17
1699,exp_0_5,5.551115123125783e-17
1699,exp_1,0.0
1699,exp_2,0.0
1699,asinh,1.6653345369377348e-16
1699,logistic,0.0
1700,exp_0_5,5.551115123125783e-17
1700,exp_1,0.0
1700,exp_2,0.0
1700,asinh,0.0
1700,logistic,0.0
1701,exp_0_5,5.551115123125783e-17
1701,exp_1,2.7755575615628914e-17
1701,exp_2,0.0
1701,asinh,5.551115123125783e-17
1701,logistic,5.551115123125783e-17
1702,exp_0_5,5.551115123125783e-17
1702,exp_1,5.551115123125783e-17
1702,exp_2,0.0
1702,asinh,5.551115123125783e-17
1702,logistic,1.1102230246251565e-16
1703,exp_0_5,0.0
1703,exp_1,0.0
1703,exp_2,0.0
1703,asinh,1.1102230246251565e-16
1703,logistic,0.0
1704,exp_0_5,5.551115123125783e-17
1704,exp_1,1.1102230246251565e-16
1704,exp_2,1.1102230246251565e-16
1704,asinh,0.0
1704,logistic,0.0
1705,exp_0_5,0.0
1705,exp_1,5.551115123125783e-17
1705,exp_2,2.7755575615628914e-17
1705,asinh,0.0
1705,logistic,0.0
1706,exp_0_5,5.551115123125783e-17
1706,exp_1,0.0
1706,exp_2,0.0
1706,asinh,0.0
1706,logistic,0.0
1707,exp_0_5,0.0
1707,exp_1,1.1102230246251565e-16
1707,exp_2,2.7755575615628914e-17
1707,asinh,5.551115123125783e-17
1707,logistic,5.551115123125783e-17
1708,exp_0_5,1.1102230246251565e-16
1708,exp_1,0.0
1708,exp_2,2.220446049250313e-16
1708,asinh,0.0
1708,logistic,0.0
1709,exp_0_5,0.0
1709,exp_1,0.0
1709,exp_2,1.1102230246251565e-16
1709,asinh,2.220446049250313e-16
1709,logistic,0.0
1710,exp_0_5,1.1102230246251565e-16
1710,exp_1,0.0
1710,exp_2,1.1102230246251565e-16
1710,asinh,1.1102230246251565e-16
1710,logistic,1.1102230246251565e-16
1711,exp_0_5,0.0
1711,exp_1,1.1102230246251565e-16
1711,exp_2,2.220446049250313e-16
1711,asinh,0.0
1711,logistic,1.1102230246251565e-16
1712,exp_0_5,0.0
1712,exp_1,0.0
1712,exp_2,1.1102230246251565e-16
1712,asinh,3.3306690738754696e-16
1712,logistic,1.1102230246251565e-16
1713,exp_0_5,1.3877787807814457e-17
1713,exp_1,1.3877787807814457e-17
1713,exp_2,0.0
1713,asinh,1.3877787807814457e-17
1713,logistic,2.7755575615628914e-17
1714,exp_0_5,0.0
1714,exp_1,1.1102230246251565e-16
1714,exp_2,0.0
1714,asinh,1.1102230246251565e-16
1714,logistic,1.1102230246251565e-16
1715,exp_0_5,0.0
1715,exp_1,0.0
1715,exp_2,0.0
1715,asinh,0.0
1715,logistic,1.1102230246251565e-16
1716,exp_0_5,0.0
1716,exp_1,5.551115123125783e-17
1716,exp_2,0.0
1716,asinh,2.7755575615628914e-17
1716,logistic,0.0
1717,exp_0_5,0.0
1717,exp_1,0.0
1717,exp_2,0.0
1717,asinh,0.0
1717,logistic,5.551115123125783e-17
1718,exp_0_5,1.1102230246251565e-16
1718,exp_1,5.551115123125783e-17
1718,exp_2,0.0
1718,asinh,0.0
1718,logistic,5.551115123125783e-17
1719,exp_0_5,1.1102230246251565e-16
1719,exp_1,1.1102230246251565e-16
1719,exp_2,1.1102230246251565e-16
1719,asinh,2.220446049250313e-16
1719,logistic,1.1102230246251565e-16
1720,exp_0_5,0.0
1720,exp_1,6.938893903907228e-18
1720,exp_2,0.0
1720,asinh,0.0
1720,logistic,0.0
1721,exp_0_5,1.1102230246251565e-16
1721,exp_1,1.6653345369377348e-16
1721,exp_2,5.551115123125783e-17
1721,asinh,1.1102230246251565e-16
1721,logistic,1.1102230246251565e-16
1722,exp_0_5,5.551115123125783e-17
1722,exp_1,0.0
1722,exp_2,2.7755575615628914e-17
1722,asinh,0.0
1722,logistic,5.551115123125783e-17
1723,exp_0_5,0.0
1723,exp_1,0.0
1723,exp_2,6.938893903907228e-18
1723,asinh,0.0
1723,logistic,0.0
1724,exp_0_5,5.551115123125783e-17
1724,exp_1,2.7755575615628914e-17
1724,exp_2,0.0
1724,asinh,0.0
1724,logistic,1.1102230246251565e-16
1725,exp_0_5,0.0
1725,exp_1,0.0
1725,exp_2,0.0
1725,asinh,0.0
1725,logistic,1.1102230246251565e-16
1726,exp_0_5,0.0
1726,exp_1,0.0
1726,exp_2,0.0
1726,asinh,5.551115123125783e-17
1726,logistic,5.551115123125783e-17
1727,exp_0_5,1.1102230246251565e-16
1727,exp_1,0.0
1727,exp_2,0.0
1727,asinh,0.0
1727,logistic,0.0
1728,exp_0_5,5.551115123125783e-17
1728,exp_1,5.551115123125783e-17
1728,exp_2,5.551115123125783e-17
1728,asinh,0.0
1728,logistic,0.0
1729,exp_0_5,5.551115123125783e-17
1729,exp_1,0.0
1729,exp_2,2.7755575615628914e-17
1729,asinh,0.0
1729,logistic,5.551115123125783e-17
1730,exp_0_5,5.551115123125783e-17
1730,exp_1,0.0
1730,exp_2,5.551115123125783e-17
1730,asinh,0.0
1730,logistic,0.0
1731,exp_0_5,5.551115123125783e-17
1731,exp_1,2.7755575615628914e-17
1731,exp_2,6.938893903907228e-18
1731,asinh,2.7755575615628914e-17
1731,logistic,2.7755575615628914e-17
1732,exp_0_5,1.1102230246251565e-16
1732,exp_1,2.220446049250313e-16
1732,exp_2,1.1102230246251565e-16
1732,asinh,2.220446049250313e-16
1732,logistic,0.0
1733,exp_0_5,0.0
1733,exp_1,0.0
1733,exp_2,0.0
1733,asinh,0.0
1733,logistic,0.0
1734,exp_0_5,0.0
1734,exp_1,1.1102230246251565e-16
1734,exp_2,1.1102230246251565e-16
1734,asinh,0.0
1734,logistic,1.1102230246251565e-16
1735,exp_0_5,1.1102230246251565e-16
1735,exp_1,1.1102230246251565e-16
1735,exp_2,1.1102230246251565e-16
1735,asinh,0.0
1735,logistic,0.0
1736,exp_0_5,0.0
1736,exp_1,0.0
1736,exp_2,1.3877787807814457e-17
1736,asinh,0.0
1736,logistic,0.0
1737,exp_0_5,5.551115123125783e-17
1737,exp_1,1.1102230246251565e-16
1737,exp_2,5.551115123125783e-17
1737,asinh,5.551115123125783e-17
1737,logistic,0.0
1738,exp_0_5,1.1102230246251565e-16
1738,exp_1,1.1102230246251565e-16
1738,exp_2,0.0
1738,asinh,1.1102230246251565e-16
1738,logistic,1.1102230246251565e-16
1739,exp_0_5,0.0
1739,exp_1,0.0
1739,exp_2,0.0
1739,asinh,5.551115123125783e-17
1739,logistic,0.0
1740,exp_0_5,8.326672684688674e-17
1740,exp_1,2.7755575615628914e-17
1740,exp_2,0.0
1740,asinh,0.0
1740,logistic,0.0
1741,exp_0_5,0.0
1741,exp_1,0.0
1741,exp_2,1.1102230246251565e-16
1741,asinh,0.0
1741,logistic,5.551115123125783e-17
1742,exp_0_5,5.551115123125783e-17
1742,exp_1,5.551115123125783e-17
1742,exp_2,0.0
1742,asinh,0.0
1742,logistic,0.0
1743,exp_0_5,0.0
1743,exp_1,1.1102230246251565e-16
1743,exp_2,1.1102230246251565e-16
1743,asinh,1.1102230246251565e-16
1743,logistic,0.0
1744,exp_0_5,2.7755575615628914e-17
1744,exp_1,0.0
1744,exp_2,2.168404344971009e-19
1744,asinh,1.3877787807814457e-17
1744,logistic,0.0
1745,exp_0_5,0.0
1745,exp_1,0.0
1745,exp_2,2.7755575615628914e-17
1745,asinh,2.7755575615628914e-17
1745,logistic,0.0
1746,exp_0_5,0.0
1746,exp_1,0.0
1746,exp_2,1.1102230246251565e-16
1746,asinh,0.0
1746,logistic,1.1102230246251565e-16
1747,exp_0_5,1.1102230246251565e-16
1747,exp_1,0.0
1747,exp_2,0.0
1747,asinh,1.1102230246251565e-16
1747,logistic,1.1102230246251565e-16
1748,exp_0_5,5.551115123125783e-17
1748,exp_1,5.551115123125783e-17
1748,exp_2,2.7755575615628914e-17
1748,asinh,0.0
1748,logistic,0.0
1749,exp_0_5,1.1102230246251565e-16
1749,exp_1,0.0
1749,exp_2,0.0
1749,asinh,0.0
1749,logistic,0.0
1750,exp_0_5,0.0
1750,exp_1,0.0
1750,exp_2,2.7755575615628914e-17
1750,asinh,0.0
1750,logistic,0.0
1751,exp_0_5,1.1102230246251565e-16
1751,exp_1,1.1102230246251565e-16
1751,exp_2,0.0
1751,asinh,0.0
1751,logistic,0.0
1752,exp_0_5,0.0
1752,exp_1,6.938893903907228e-18
1752,exp_2,0.0
1752,asinh,0.0
1752,logistic,0.0
1753,exp_0_5,0.0
1753,exp_1,0.0
1753,exp_2,0.0
1753,asinh,0.0
1753,logistic,0.0
1754,exp_0_5,0.0
1754,exp_1,5.551115123125783e-17
1754,exp_2,0.0
1754,asinh,0.0
1754,logistic,5.551115123125783e-17
1755,exp_0_5,0.0
1755,exp_1,2.220446049250313e-16
1755,exp_2,0.0
1755,asinh,1.1102230246251565e-16
1755,logistic,1.1102230246251565e-16
1756,exp_0_5,0.0
1756,exp_1,0.0
1756,exp_2,0.0
1756,asinh,0.0
1756,logistic,1.3877787807814457e-17
1757,exp_0_5,1.1102230246251565e-16
1757,exp_1,0.0
1757,exp_2,0.0
1757,asinh,0.0
1757,logistic,1.1102230246251565e-16
1758,exp_0_5,0.0
1758,exp_1,0.0
1758,exp_2,2.7755575615628914e-17
1758,asinh,0.0
1758,logistic,1.1102230246251565e-16
1759,exp_0_5,0.0
1759,exp_1,1.1102230246251565e-16
1759,exp_2,1.1102230246251565e-16
1759,asinh,0.0
1759,logistic,0.0
1760,exp_0_5,5.551115123125783e-17
1760,exp_1,5.551115123125783e-17
1760,exp_2,2.7755575615628914e-17
1760,asinh,0.0
1760,logistic,5.551115123125783e-17
1761,exp_0_5,5.551115123125783e-17
1761,exp_1,2.7755575615628914e-17
1761,exp_2,0.0
1761,asinh,0.0
1761,logistic,1.1102230246251565e-16
1762,exp_0_5,0.0
1762,exp_1,2.7755575615628914e-17
1762,exp_2,0.0
1762,asinh,0.0
1762,logistic,0.0
1763,exp_0_5,0.0
1763,exp_1,2.220446049250313e-16
1763,exp_2,0.0
1763,asinh,5.551115123125783e-17
1763,logistic,5.551115123125783e-17
1764,exp_0_5,5.551115123125783e-17
1764,exp_1,1.1102230246251565e-16
1764,exp_2,5.551115123125783e-17
1764,asinh,5.551115123125783e-17
1764,logistic,0.0
1765,exp_0_5,5.551115123125783e-17
1765,exp_1,2.7755575615628914e-17
1765,exp_2,1.3877787807814457e-17
1765,asinh,0.0
1765,logistic,0.0
1766,exp_0_5,0.0
1766,exp_1,0.0
1766,exp_2,0.0
1766,asinh,1.1102230246251565e-16
1766,logistic,0.0
1767,exp_0_5,1.1102230246251565e-16
1767,exp_1,0.0
1767,exp_2,0.0
1767,asinh,5.551115123125783e-17
1767,logistic,0.0
1768,exp_0_5,0.0
1768,exp_1,0.0
1768,exp_2,0.0
1768,asinh,2.220446049250313e-16
1768,logistic,0.0
1769,exp_0_5,5.551115123125783e-17
1769,exp_1,0.0
1769,exp_2,0.0
1769,asinh,5.551115123125783e-17
1769,logistic,5.551115123125783e-17
1770,exp_0_5,1.1102230246251565e-16
1770,exp_1,1.1102230246251565e-16
1770,exp_2,1.1102230246251565e-16
1770,asinh,0.0
1770,logistic,1.1102230246251565e-16
1771,exp_0_5,0.0
1771,exp_1,2.220446049250313e-16
1771,exp_2,0.0
1771,asinh,0.0
1771,logistic,0.0
1772,exp_0_5,0.0
1772,exp_1,1.1102230246251565e-16
1772,exp_2,0.0
1772,asinh,0.0
1772,logistic,1.1102230246251565e-16
1773,exp_0_5,5.551115123125783e-17
1773,exp_1,2.7755575615628914e-17
1773,exp_2,0.0
1773,asinh,5.551115123125783e-17
1773,logistic,5.551115123125783e-17
1774,exp_0_5,5.551115123125783e-17
1774,exp_1,0.0
1774,exp_2,2.7755575615628914e-17
1774,asinh,0.0
1774,logistic,0.0
1775,exp_0_5,0.0
1775,exp_1,0.0
1775,exp_2,0.0
1775,asinh,0.0
1775,logistic,0.0
1776,exp_0_5,0.0
1776,exp_1,1.1102230246251565e-16
1776,exp_2,2.220446049250313e-16
1776,asinh,1.1102230246251565e-16
1776,logistic,5.551115123125783e-17
1777,exp_0_5,5.551115123125783e-17
1777,exp_1,5.551115123125783e-17
1777,exp_2,1.1102230246251565e-16
1777,asinh,0.0
1777,logistic,0.0
1778,exp_0_5,2.7755575615628914e-17
1778,exp_1,1.3877787807814457e-17
1778,exp_2,0.0
1778,asinh,2.7755575615628914e-17
1778,logistic,0.0
1779,exp_0_5,0.0
1779,exp_1,0.0
1779,exp_2,5.551115123125783e-17
1779,asinh,0.0
1779,logistic,5.551115123125783e-17
1780,exp_0_5,0.0
1780,exp_1,5.551115123125783e-17
1780,exp_2,1.3877787807814457e-17
1780,asinh,5.551115123125783e-17
1780,logistic,0.0
1781,exp_0_5,0.0
1781,exp_1,2.220446049250313e-16
1781,exp_2,1.1102230246251565e-16
1781,asinh,1.1102230246251565e-16
1781,logistic,1.1102230246251565e-16
1782,exp_0_5,0.0
1782,exp_1,0.0
1782,exp_2,2.220446049250313e-16
1782,asinh,0.0
1782,logistic,1.1102230246251565e-16
1783,exp_0_5,5.551115123125783e-17
1783,exp_1,0.0
1783,exp_2,5.551115123125783e-17
1783,asinh,0.0
1783,logistic,5.551115123125783e-17
1784,exp_0_5,5.551115123125783e-17
1784,exp_1,5.551115123125783e-17
1784,exp_2,0.0
1784,asinh,0.0
1784,logistic,0.0
1785,exp_0_5,0.0
1785,exp_1,0.0
1785,exp_2,0.0
1785,asinh,1.3877787807814457e-17
1785,logistic,0.0
1786,exp_0_5,5.551115123125783e-17
1786,exp_1,5.551115123125783e-17
1786,exp_2,5.551115123125783e-17
1786,asinh,5.551115123125783e-17
1786,logistic,5.551115123125783e-17
1787,exp_0_5,0.0
1787,exp_1,5.551115123125783e-17
1787,exp_2,0.0
1787,asinh,0.0
1787,logistic,5.551115123125783e-17
1788,exp_0_5,5.551115123125783e-17
1788,exp_1,0.0
1788,exp_2,3.469446951953614e-18
1788,asinh,5.551115123125783e-17
1788,logistic,0.0
1789,exp_0_5,0.0
1789,exp_1,1.1102230246251565e-16
1789,exp_2,0.0
1789,asinh,1.1102230246251565e-16
1789,logistic,0.0
1790,exp_0_5,0.0
1790,exp_1,0.0
1790,exp_2,0.0
1790,asinh,0.0
1790,logistic,0.0
1791,exp_0_5,0.0
1791,exp_1,1.1102230246251565e-16
1791,exp_2,1.1102230246251565e-16
1791,asinh,1.1102230246251565e-16
1791,logistic,0.0
1792,exp_0_5,0.0
1792,exp_1,0.0
1792,exp_2,0.0
1792,asinh,1.1102230246251565e-16
1792,logistic,0.0
1793,exp_0_5,2.7755575615628914e-17
1793,exp_1,0.0
1793,exp_2,0.0
1793,asinh,0.0
1793,logistic,0.0
1794,exp_0_5,0.0
1794,exp_1,1.1102230246251565e-16
1794,exp_2,1.1102230246251565e-16
1794,asinh,0.0
1794,logistic,0.0
1795,exp_0_5,5.551115123125783e-17
1795,exp_1,0.0
1795,exp_2,0.0
1795,asinh,5.551115123125783e-17
1795,logistic,1.1102230246251565e-16
1796,exp_0_5,0.0
1796,exp_1,2.7755575615628914e-17
1796,exp_2,2.7755575615628914e-17
1796,asinh,0.0
1796,logistic,5.551115123125783e-17
1797,exp_0_5,1.1102230246251565e-16
1797,exp_1,0.0
1797,exp_2,0.0
1797,asinh,0.0
1797,logistic,5.551115123125783e-17
1798,exp_0_5,1.1102230246251565e-16
1798,exp_1,1.1102230246251565e-16
1798,exp_2,0.0
1798,asinh,2.220446049250313e-16
1798,logistic,1.1102230246251565e-16
1799,exp_0_5,2.7755575615628914e-17
1799,exp_1,0.0
1799,exp_2,0.0
1799,asinh,0.0
1799,logistic,0.0
1800,exp_0_5,0.0
1800,exp_1,2.220446049250313e-16
1800,exp_2,1.1102230246251565e-16
1800,asinh,1.1102230246251565e-16
1800,logistic,0.0
1801,exp_0_5,0.0
1801,exp_1,1.1102230246251565e-16
1801,exp_2,0.0
1801,asinh,1.1102230246251565e-16
1801,logistic,2.220446049250313e-16
1802,exp_0_5,0.0
1802,exp_1,2.7755575615628914e-17
1802,exp_2,1.3877787807814457e-17
1802,asinh,2.7755575615628914e-17
1802,logistic,0.0
1803,exp_0_5,0.0
1803,exp_1,5.551115123125783e-17
1803,exp_2,0.0
1803,asinh,0.0
1803,logistic,0.0
1804,exp_0_5,1.1102230246251565e-16
1804,exp_1,0.0
1804,exp_2,0.0
1804,asinh,0.0
1804,logistic,0.0
1805,exp_0_5,5.551115123125783e-17
1805,exp_1,0.0
1805,exp_2,5.551115123125783e-17
1805,asinh,5.551115123125783e-17
1805,logistic,0.0
1806,exp_0_5,0.0
1806,exp_1,5.551115123125783e-17
1806,exp_2,0.0
1806,asinh,0.0
1806,logistic,0.0
1807,exp_0_5,1.1102230246251565e-16
1807,exp_1,5.551115123125783e-17
1807,exp_2,2.220446049250313e-16
1807,asinh,0.0
1807,logistic,5.551115123125783e-17
1808,exp_0_5,0.0
1808,exp_1,0.0
1808,exp_2,0.0
1808,asinh,0.0
1808,logistic,0.0
1809,exp_0_5,1.1102230246251565e-16
1809,exp_1,0.0
1809,exp_2,0.0
1809,asinh,1.1102230246251565e-16
1809,logistic,0.0
1810,exp_0_5,0.0
1810,exp_1,5.551115123125783e-17
1810,exp_2,1.1102230246251565e-16
1810,asinh,0.0
1810,logistic,0.0
1811,exp_0_5,5.551115123125783e-17
1811,exp_1,5.551115123125783e-17
1811,exp_2,5.551115123125783e-17
1811,asinh,0.0
1811,logistic,5.551115123125783e-17
1812,exp_0_5,1.1102230246251565e-16
1812,exp_1,1.1102230246251565e-16
1812,exp_2,1.1102230246251565e-16
1812,asinh,2.220446049250313e-16
1812,logistic,1.1102230246251565e-16
1813,exp_0_5,2.220446049250313e-16
