copula,marginal,permutation_code,count,probability
independence,power_anisotropic,201,158,0.00158
independence,power_anisotropic,202,114,0.00114
independence,power_anisotropic,203,146,0.00146
independence,power_anisotropic,204,132,0.00132
independence,power_anisotropic,205,152,0.00152
independence,power_anisotropic,206,125,0.00125
independence,power_anisotropic,207,152,0.00152
independence,power_anisotropic,208,149,0.00149
independence,power_anisotropic,209,117,0.00117
independence,power_anisotropic,210,142,0.00142
independence,power_anisotropic,211,123,0.00123
independence,power_anisotropic,212,167,0.00167
independence,power_anisotropic,213,135,0.00135
independence,power_anisotropic,214,126,0.00126
independence,power_anisotropic,215,154,0.00154
independence,power_anisotropic,216,129,0.00129
independence,power_anisotropic,217,149,0.00149
independence,power_anisotropic,218,130,0.0013
independence,power_anisotropic,219,170,0.0017
independence,power_anisotropic,220,148,0.00148
independence,power_anisotropic,221,129,0.00129
independence,power_anisotropic,222,141,0.00141
independence,power_anisotropic,223,152,0.00152
independence,power_anisotropic,224,150,0.0015
independence,power_anisotropic,225,130,0.0013
independence,power_anisotropic,226,141,0.00141
independence,power_anisotropic,227,145,0.00145
independence,power_anisotropic,228,120,0.0012
independence,power_anisotropic,229,134,0.00134
independence,power_anisotropic,230,130,0.0013
independence,power_anisotropic,231,149,0.00149
independence,power_anisotropic,232,123,0.00123
independence,power_anisotropic,233,123,0.00123
independence,power_anisotropic,234,144,0.00144
independence,power_anisotropic,235,110,0.0011
independence,power_anisotropic,236,151,0.00151
independence,power_anisotropic,237,146,0.00146
independence,power_anisotropic,238,136,0.00136
independence,power_anisotropic,239,144,0.00144
independence,power_anisotropic,240,160,0.0016
independence,power_anisotropic,241,129,0.00129
independence,power_anisotropic,242,141,0.00141
independence,power_anisotropic,243,118,0.00118
independence,power_anisotropic,244,135,0.00135
independence,power_anisotropic,245,145,0.00145
independence,power_anisotropic,246,143,0.00143
independence,power_anisotropic,247,135,0.00135
independence,power_anisotropic,248,138,0.00138
independence,power_anisotropic,249,138,0.00138
independence,power_anisotropic,250,131,0.00131
independence,power_anisotropic,251,145,0.00145
independence,power_anisotropic,252,131,0.00131
independence,power_anisotropic,253,149,0.00149
independence,power_anisotropic,254,153,0.00153
independence,power_anisotropic,255,138,0.00138
independence,power_anisotropic,256,140,0.0014
independence,power_anisotropic,257,143,0.00143
independence,power_anisotropic,258,141,0.00141
independence,power_anisotropic,259,122,0.00122
independence,power_anisotropic,260,147,0.00147
independence,power_anisotropic,261,143,0.00143
independence,power_anisotropic,262,145,0.00145
independence,power_anisotropic,263,130,0.0013
independence,power_anisotropic,264,139,0.00139
independence,power_anisotropic,265,146,0.00146
independence,power_anisotropic,266,143,0.00143
independence,power_anisotropic,267,145,0.00145
independence,power_anisotropic,268,151,0.00151
independence,power_anisotropic,269,141,0.00141
independence,power_anisotropic,270,128,0.00128
independence,power_anisotropic,271,142,0.00142
independence,power_anisotropic,272,166,0.00166
independence,power_anisotropic,273,145,0.00145
independence,power_anisotropic,274,167,0.00167
independence,power_anisotropic,275,154,0.00154
independence,power_anisotropic,276,136,0.00136
independence,power_anisotropic,277,126,0.00126
independence,power_anisotropic,278,152,0.00152
independence,power_anisotropic,279,131,0.00131
independence,power_anisotropic,280,141,0.00141
independence,power_anisotropic,281,139,0.00139
independence,power_anisotropic,282,136,0.00136
independence,power_anisotropic,283,134,0.00134
independence,power_anisotropic,284,129,0.00129
independence,power_anisotropic,285,135,0.00135
independence,power_anisotropic,286,128,0.00128
independence,power_anisotropic,287,147,0.00147
independence,power_anisotropic,288,144,0.00144
independence,power_anisotropic,289,150,0.0015
independence,power_anisotropic,290,134,0.00134
independence,power_anisotropic,291,134,0.00134
independence,power_anisotropic,292,135,0.00135
independence,power_anisotropic,293,141,0.00141
independence,power_anisotropic,294,149,0.00149
independence,power_anisotropic,295,142,0.00142
independence,power_anisotropic,296,145,0.00145
independence,power_anisotropic,297,126,0.00126
independence,power_anisotropic,298,128,0.00128
independence,power_anisotropic,299,142,0.00142
independence,power_anisotropic,300,125,0.00125
independence,power_anisotropic,301,150,0.0015
independence,power_anisotropic,302,156,0.00156
independence,power_anisotropic,303,123,0.00123
independence,power_anisotropic,304,135,0.00135
independence,power_anisotropic,305,138,0.00138
independence,power_anisotropic,306,135,0.00135
independence,power_anisotropic,307,146,0.00146
independence,power_anisotropic,308,144,0.00144
independence,power_anisotropic,309,132,0.00132
independence,power_anisotropic,310,133,0.00133
independence,power_anisotropic,311,147,0.00147
independence,power_anisotropic,312,146,0.00146
independence,power_anisotropic,313,145,0.00145
independence,power_anisotropic,314,123,0.00123
independence,power_anisotropic,315,163,0.00163
independence,power_anisotropic,316,140,0.0014
independence,power_anisotropic,317,156,0.00156
independence,power_anisotropic,318,141,0.00141
independence,power_anisotropic,319,137,0.00137
independence,power_anisotropic,320,160,0.0016
independence,power_anisotropic,321,150,0.0015
independence,power_anisotropic,322,124,0.00124
independence,power_anisotropic,323,148,0.00148
independence,power_anisotropic,324,147,0.00147
independence,power_anisotropic,325,131,0.00131
independence,power_anisotropic,326,133,0.00133
independence,power_anisotropic,327,136,0.00136
independence,power_anisotropic,328,149,0.00149
independence,power_anisotropic,329,141,0.00141
independence,power_anisotropic,330,133,0.00133
independence,power_anisotropic,331,119,0.00119
independence,power_anisotropic,332,130,0.0013
independence,power_anisotropic,333,152,0.00152
independence,power_anisotropic,334,150,0.0015
independence,power_anisotropic,335,146,0.00146
independence,power_anisotropic,336,131,0.00131
independence,power_anisotropic,337,138,0.00138
independence,power_anisotropic,338,122,0.00122
independence,power_anisotropic,339,135,0.00135
independence,power_anisotropic,340,128,0.00128
independence,power_anisotropic,341,131,0.00131
independence,power_anisotropic,342,147,0.00147
independence,power_anisotropic,343,152,0.00152
independence,power_anisotropic,344,126,0.00126
independence,power_anisotropic,345,143,0.00143
independence,power_anisotropic,346,139,0.00139
independence,power_anisotropic,347,114,0.00114
independence,power_anisotropic,348,146,0.00146
independence,power_anisotropic,349,147,0.00147
independence,power_anisotropic,350,139,0.00139
independence,power_anisotropic,351,143,0.00143
independence,power_anisotropic,352,132,0.00132
independence,power_anisotropic,353,143,0.00143
independence,power_anisotropic,354,127,0.00127
independence,power_anisotropic,355,148,0.00148
independence,power_anisotropic,356,151,0.00151
independence,power_anisotropic,357,143,0.00143
independence,power_anisotropic,358,134,0.00134
independence,power_anisotropic,359,131,0.00131
independence,power_anisotropic,360,129,0.00129
independence,power_anisotropic,361,125,0.00125
independence,power_anisotropic,362,139,0.00139
independence,power_anisotropic,363,153,0.00153
independence,power_anisotropic,364,143,0.00143
independence,power_anisotropic,365,143,0.00143
independence,power_anisotropic,366,146,0.00146
independence,power_anisotropic,367,148,0.00148
independence,power_anisotropic,368,144,0.00144
independence,power_anisotropic,369,148,0.00148
independence,power_anisotropic,370,125,0.00125
independence,power_anisotropic,371,141,0.00141
independence,power_anisotropic,372,148,0.00148
independence,power_anisotropic,373,159,0.00159
independence,power_anisotropic,374,159,0.00159
independence,power_anisotropic,375,143,0.00143
independence,power_anisotropic,376,137,0.00137
independence,power_anisotropic,377,139,0.00139
independence,power_anisotropic,378,120,0.0012
independence,power_anisotropic,379,138,0.00138
independence,power_anisotropic,380,140,0.0014
independence,power_anisotropic,381,143,0.00143
independence,power_anisotropic,382,132,0.00132
independence,power_anisotropic,383,143,0.00143
independence,power_anisotropic,384,145,0.00145
independence,power_anisotropic,385,147,0.00147
independence,power_anisotropic,386,135,0.00135
independence,power_anisotropic,387,149,0.00149
independence,power_anisotropic,388,153,0.00153
independence,power_anisotropic,389,140,0.0014
independence,power_anisotropic,390,157,0.00157
independence,power_anisotropic,391,152,0.00152
independence,power_anisotropic,392,135,0.00135
independence,power_anisotropic,393,138,0.00138
independence,power_anisotropic,394,142,0.00142
independence,power_anisotropic,395,145,0.00145
independence,power_anisotropic,396,129,0.00129
independence,power_anisotropic,397,138,0.00138
independence,power_anisotropic,398,134,0.00134
independence,power_anisotropic,399,136,0.00136
independence,power_anisotropic,400,121,0.00121
independence,power_anisotropic,401,130,0.0013
independence,power_anisotropic,402,146,0.00146
independence,power_anisotropic,403,156,0.00156
independence,power_anisotropic,404,163,0.00163
independence,power_anisotropic,405,132,0.00132
independence,power_anisotropic,406,148,0.00148
independence,power_anisotropic,407,128,0.00128
independence,power_anisotropic,408,138,0.00138
independence,power_anisotropic,409,144,0.00144
independence,power_anisotropic,410,119,0.00119
independence,power_anisotropic,411,125,0.00125
independence,power_anisotropic,412,120,0.0012
independence,power_anisotropic,413,152,0.00152
independence,power_anisotropic,414,129,0.00129
independence,power_anisotropic,415,157,0.00157
independence,power_anisotropic,416,137,0.00137
independence,power_anisotropic,417,147,0.00147
independence,power_anisotropic,418,136,0.00136
independence,power_anisotropic,419,145,0.00145
independence,power_anisotropic,420,139,0.00139
independence,power_anisotropic,421,135,0.00135
independence,power_anisotropic,422,138,0.00138
independence,power_anisotropic,423,136,0.00136
independence,power_anisotropic,424,132,0.00132
independence,power_anisotropic,425,135,0.00135
independence,power_anisotropic,426,154,0.00154
independence,power_anisotropic,427,139,0.00139
independence,power_anisotropic,428,132,0.00132
independence,power_anisotropic,429,122,0.00122
independence,power_anisotropic,430,152,0.00152
independence,power_anisotropic,431,134,0.00134
independence,power_anisotropic,432,159,0.00159
independence,power_anisotropic,433,153,0.00153
independence,power_anisotropic,434,135,0.00135
independence,power_anisotropic,435,155,0.00155
independence,power_anisotropic,436,136,0.00136
independence,power_anisotropic,437,133,0.00133
independence,power_anisotropic,438,133,0.00133
independence,power_anisotropic,439,143,0.00143
independence,power_anisotropic,440,150,0.0015
independence,power_anisotropic,441,134,0.00134
independence,power_anisotropic,442,147,0.00147
independence,power_anisotropic,443,118,0.00118
independence,power_anisotropic,444,154,0.00154
independence,power_anisotropic,445,123,0.00123
independence,power_anisotropic,446,151,0.00151
independence,power_anisotropic,447,149,0.00149
independence,power_anisotropic,448,125,0.00125
independence,power_anisotropic,449,119,0.00119
independence,power_anisotropic,450,130,0.0013
independence,power_anisotropic,451,126,0.00126
independence,power_anisotropic,452,123,0.00123
independence,power_anisotropic,453,145,0.00145
independence,power_anisotropic,454,118,0.00118
independence,power_anisotropic,455,149,0.00149
independence,power_anisotropic,456,108,0.00108
independence,power_anisotropic,457,152,0.00152
independence,power_anisotropic,458,152,0.00152
independence,power_anisotropic,459,154,0.00154
independence,power_anisotropic,460,112,0.00112
independence,power_anisotropic,461,123,0.00123
independence,power_anisotropic,462,122,0.00122
independence,power_anisotropic,463,115,0.00115
independence,power_anisotropic,464,131,0.00131
independence,power_anisotropic,465,137,0.00137
independence,power_anisotropic,466,144,0.00144
independence,power_anisotropic,467,158,0.00158
independence,power_anisotropic,468,139,0.00139
independence,power_anisotropic,469,158,0.00158
independence,power_anisotropic,470,124,0.00124
independence,power_anisotropic,471,134,0.00134
independence,power_anisotropic,472,137,0.00137
independence,power_anisotropic,473,117,0.00117
independence,power_anisotropic,474,157,0.00157
independence,power_anisotropic,475,128,0.00128
independence,power_anisotropic,476,116,0.00116
independence,power_anisotropic,477,160,0.0016
independence,power_anisotropic,478,138,0.00138
independence,power_anisotropic,479,157,0.00157
independence,power_anisotropic,480,126,0.00126
independence,power_anisotropic,481,135,0.00135
independence,power_anisotropic,482,125,0.00125
independence,power_anisotropic,483,138,0.00138
independence,power_anisotropic,484,142,0.00142
independence,power_anisotropic,485,123,0.00123
independence,power_anisotropic,486,135,0.00135
independence,power_anisotropic,487,142,0.00142
independence,power_anisotropic,488,125,0.00125
independence,power_anisotropic,489,142,0.00142
independence,power_anisotropic,490,134,0.00134
independence,power_anisotropic,491,141,0.00141
independence,power_anisotropic,492,133,0.00133
independence,power_anisotropic,493,147,0.00147
independence,power_anisotropic,494,120,0.0012
independence,power_anisotropic,495,133,0.00133
independence,power_anisotropic,496,119,0.00119
independence,power_anisotropic,497,143,0.00143
independence,power_anisotropic,498,139,0.00139
independence,power_anisotropic,499,121,0.00121
independence,power_anisotropic,500,135,0.00135
independence,power_anisotropic,501,163,0.00163
independence,power_anisotropic,502,136,0.00136
independence,power_anisotropic,503,152,0.00152
independence,power_anisotropic,504,148,0.00148
independence,power_anisotropic,505,141,0.00141
independence,power_anisotropic,506,138,0.00138
independence,power_anisotropic,507,120,0.0012
independence,power_anisotropic,508,134,0.00134
independence,power_anisotropic,509,154,0.00154
independence,power_anisotropic,510,127,0.00127
independence,power_anisotropic,511,149,0.00149
independence,power_anisotropic,512,141,0.00141
independence,power_anisotropic,513,124,0.00124
independence,power_anisotropic,514,143,0.00143
independence,power_anisotropic,515,143,0.00143
independence,power_anisotropic,516,132,0.00132
independence,power_anisotropic,517,151,0.00151
independence,power_anisotropic,518,149,0.00149
independence,power_anisotropic,519,137,0.00137
independence,power_anisotropic,520,144,0.00144
independence,power_anisotropic,521,149,0.00149
independence,power_anisotropic,522,150,0.0015
independence,power_anisotropic,523,154,0.00154
independence,power_anisotropic,524,134,0.00134
independence,power_anisotropic,525,143,0.00143
independence,power_anisotropic,526,134,0.00134
independence,power_anisotropic,527,145,0.00145
independence,power_anisotropic,528,131,0.00131
independence,power_anisotropic,529,142,0.00142
independence,power_anisotropic,530,140,0.0014
independence,power_anisotropic,531,155,0.00155
independence,power_anisotropic,532,138,0.00138
independence,power_anisotropic,533,143,0.00143
independence,power_anisotropic,534,131,0.00131
independence,power_anisotropic,535,158,0.00158
independence,power_anisotropic,536,149,0.00149
independence,power_anisotropic,537,145,0.00145
independence,power_anisotropic,538,144,0.00144
independence,power_anisotropic,539,125,0.00125
independence,power_anisotropic,540,145,0.00145
independence,power_anisotropic,541,129,0.00129
independence,power_anisotropic,542,124,0.00124
independence,power_anisotropic,543,142,0.00142
independence,power_anisotropic,544,145,0.00145
independence,power_anisotropic,545,147,0.00147
independence,power_anisotropic,546,137,0.00137
independence,power_anisotropic,547,142,0.00142
independence,power_anisotropic,548,138,0.00138
independence,power_anisotropic,549,139,0.00139
independence,power_anisotropic,550,108,0.00108
independence,power_anisotropic,551,123,0.00123
independence,power_anisotropic,552,134,0.00134
independence,power_anisotropic,553,145,0.00145
independence,power_anisotropic,554,154,0.00154
independence,power_anisotropic,555,132,0.00132
independence,power_anisotropic,556,166,0.00166
independence,power_anisotropic,557,162,0.00162
independence,power_anisotropic,558,126,0.00126
independence,power_anisotropic,559,124,0.00124
independence,power_anisotropic,560,138,0.00138
independence,power_anisotropic,561,117,0.00117
independence,power_anisotropic,562,141,0.00141
independence,power_anisotropic,563,145,0.00145
independence,power_anisotropic,564,156,0.00156
independence,power_anisotropic,565,146,0.00146
independence,power_anisotropic,566,147,0.00147
independence,power_anisotropic,567,147,0.00147
independence,power_anisotropic,568,137,0.00137
independence,power_anisotropic,569,133,0.00133
independence,power_anisotropic,570,136,0.00136
independence,power_anisotropic,571,117,0.00117
independence,power_anisotropic,572,119,0.00119
independence,power_anisotropic,573,149,0.00149
independence,power_anisotropic,574,131,0.00131
independence,power_anisotropic,575,118,0.00118
independence,power_anisotropic,576,134,0.00134
independence,power_anisotropic,577,147,0.00147
independence,power_anisotropic,578,136,0.00136
independence,power_anisotropic,579,146,0.00146
independence,power_anisotropic,580,147,0.00147
independence,power_anisotropic,581,138,0.00138
independence,power_anisotropic,582,141,0.00141
independence,power_anisotropic,583,143,0.00143
independence,power_anisotropic,584,149,0.00149
independence,power_anisotropic,585,150,0.0015
independence,power_anisotropic,586,158,0.00158
independence,power_anisotropic,587,136,0.00136
independence,power_anisotropic,588,137,0.00137
independence,power_anisotropic,589,117,0.00117
independence,power_anisotropic,590,145,0.00145
independence,power_anisotropic,591,143,0.00143
independence,power_anisotropic,592,155,0.00155
independence,power_anisotropic,593,149,0.00149
independence,power_anisotropic,594,168,0.00168
independence,power_anisotropic,595,129,0.00129
independence,power_anisotropic,596,136,0.00136
independence,power_anisotropic,597,148,0.00148
independence,power_anisotropic,598,142,0.00142
independence,power_anisotropic,599,144,0.00144
independence,power_anisotropic,600,154,0.00154
independence,power_anisotropic,601,129,0.00129
independence,power_anisotropic,602,136,0.00136
independence,power_anisotropic,603,141,0.00141
independence,power_anisotropic,604,144,0.00144
independence,power_anisotropic,605,131,0.00131
independence,power_anisotropic,606,143,0.00143
independence,power_anisotropic,607,122,0.00122
independence,power_anisotropic,608,149,0.00149
independence,power_anisotropic,609,128,0.00128
independence,power_anisotropic,610,121,0.00121
independence,power_anisotropic,611,126,0.00126
independence,power_anisotropic,612,129,0.00129
independence,power_anisotropic,613,140,0.0014
independence,power_anisotropic,614,159,0.00159
independence,power_anisotropic,615,129,0.00129
independence,power_anisotropic,616,131,0.00131
independence,power_anisotropic,617,121,0.00121
independence,power_anisotropic,618,133,0.00133
independence,power_anisotropic,619,111,0.00111
independence,power_anisotropic,620,131,0.00131
independence,power_anisotropic,621,136,0.00136
independence,power_anisotropic,622,157,0.00157
independence,power_anisotropic,623,134,0.00134
independence,power_anisotropic,624,137,0.00137
independence,power_anisotropic,625,154,0.00154
independence,power_anisotropic,626,117,0.00117
independence,power_anisotropic,627,139,0.00139
independence,power_anisotropic,628,133,0.00133
independence,power_anisotropic,629,134,0.00134
independence,power_anisotropic,630,121,0.00121
independence,power_anisotropic,631,132,0.00132
independence,power_anisotropic,632,148,0.00148
independence,power_anisotropic,633,129,0.00129
independence,power_anisotropic,634,135,0.00135
independence,power_anisotropic,635,127,0.00127
independence,power_anisotropic,636,161,0.00161
independence,power_anisotropic,637,127,0.00127
independence,power_anisotropic,638,141,0.00141
independence,power_anisotropic,639,134,0.00134
independence,power_anisotropic,640,129,0.00129
independence,power_anisotropic,641,127,0.00127
independence,power_anisotropic,642,148,0.00148
independence,power_anisotropic,643,144,0.00144
independence,power_anisotropic,644,149,0.00149
independence,power_anisotropic,645,133,0.00133
independence,power_anisotropic,646,145,0.00145
independence,power_anisotropic,647,128,0.00128
independence,power_anisotropic,648,145,0.00145
independence,power_anisotropic,649,128,0.00128
independence,power_anisotropic,650,147,0.00147
independence,power_anisotropic,651,134,0.00134
independence,power_anisotropic,652,133,0.00133
independence,power_anisotropic,653,132,0.00132
independence,power_anisotropic,654,131,0.00131
independence,power_anisotropic,655,139,0.00139
independence,power_anisotropic,656,155,0.00155
independence,power_anisotropic,657,139,0.00139
independence,power_anisotropic,658,142,0.00142
independence,power_anisotropic,659,140,0.0014
independence,power_anisotropic,660,141,0.00141
independence,power_anisotropic,661,134,0.00134
independence,power_anisotropic,662,161,0.00161
independence,power_anisotropic,663,131,0.00131
independence,power_anisotropic,664,145,0.00145
independence,power_anisotropic,665,137,0.00137
independence,power_anisotropic,666,137,0.00137
independence,power_anisotropic,667,132,0.00132
independence,power_anisotropic,668,139,0.00139
independence,power_anisotropic,669,144,0.00144
independence,power_anisotropic,670,144,0.00144
independence,power_anisotropic,671,142,0.00142
independence,power_anisotropic,672,140,0.0014
independence,power_anisotropic,673,133,0.00133
independence,power_anisotropic,674,142,0.00142
independence,power_anisotropic,675,132,0.00132
independence,power_anisotropic,676,131,0.00131
independence,power_anisotropic,677,144,0.00144
independence,power_anisotropic,678,131,0.00131
independence,power_anisotropic,679,129,0.00129
independence,power_anisotropic,680,127,0.00127
independence,power_anisotropic,681,147,0.00147
independence,power_anisotropic,682,154,0.00154
independence,power_anisotropic,683,149,0.00149
independence,power_anisotropic,684,160,0.0016
independence,power_anisotropic,685,121,0.00121
independence,power_anisotropic,686,132,0.00132
independence,power_anisotropic,687,160,0.0016
independence,power_anisotropic,688,145,0.00145
independence,power_anisotropic,689,127,0.00127
independence,power_anisotropic,690,126,0.00126
independence,power_anisotropic,691,150,0.0015
independence,power_anisotropic,692,135,0.00135
independence,power_anisotropic,693,144,0.00144
independence,power_anisotropic,694,150,0.0015
independence,power_anisotropic,695,158,0.00158
independence,power_anisotropic,696,135,0.00135
independence,power_anisotropic,697,142,0.00142
independence,power_anisotropic,698,113,0.00113
independence,power_anisotropic,699,123,0.00123
independence,power_anisotropic,700,143,0.00143
independence,power_anisotropic,701,126,0.00126
independence,power_anisotropic,702,125,0.00125
independence,power_anisotropic,703,131,0.00131
independence,power_anisotropic,704,120,0.0012
independence,power_anisotropic,705,139,0.00139
independence,power_anisotropic,706,154,0.00154
independence,power_anisotropic,707,139,0.00139
independence,power_anisotropic,708,159,0.00159
independence,power_anisotropic,709,122,0.00122
independence,power_anisotropic,710,132,0.00132
independence,power_anisotropic,711,151,0.00151
independence,power_anisotropic,712,125,0.00125
independence,power_anisotropic,713,134,0.00134
independence,power_anisotropic,714,136,0.00136
independence,power_anisotropic,715,156,0.00156
independence,power_anisotropic,716,158,0.00158
independence,power_anisotropic,717,152,0.00152
independence,power_anisotropic,718,147,0.00147
independence,power_anisotropic,719,131,0.00131
gaussian_positive,uniform,0,1702,0.01702
gaussian_positive,uniform,1,1236,0.01236
gaussian_positive,uniform,2,1409,0.01409
gaussian_positive,uniform,3,798,0.00798
gaussian_positive,uniform,4,788,0.00788
gaussian_positive,uniform,5,600,0.006
gaussian_positive,uniform,6,1427,0.01427
gaussian_positive,uniform,7,948,0.00948
gaussian_positive,uniform,8,972,0.00972
gaussian_positive,uniform,9,459,0.00459
gaussian_positive,uniform,10,528,0.00528
gaussian_positive,uniform,11,339,0.00339
gaussian_positive,uniform,12,966,0.00966
gaussian_positive,uniform,13,521,0.00521
gaussian_positive,uniform,14,824,0.00824
gaussian_positive,uniform,15,381,0.00381
gaussian_positive,uniform,16,294,0.00294
gaussian_positive,uniform,17,284,0.00284
gaussian_positive,uniform,18,403,0.00403
gaussian_positive,uniform,19,360,0.0036
gaussian_positive,uniform,20,394,0.00394
gaussian_positive,uniform,21,243,0.00243
gaussian_positive,uniform,22,294,0.00294
gaussian_positive,uniform,23,234,0.00234
gaussian_positive,uniform,24,1436,0.01436
gaussian_positive,uniform,25,1009,0.01009
gaussian_positive,uniform,26,1139,0.01139
gaussian_positive,uniform,27,579,0.00579
gaussian_positive,uniform,28,596,0.00596
gaussian_positive,uniform,29,452,0.00452
gaussian_positive,uniform,30,1017,0.01017
gaussian_positive,uniform,31,643,0.00643
gaussian_positive,uniform,32,551,0.00551
gaussian_positive,uniform,33,234,0.00234
gaussian_positive,uniform,34,287,0.00287
gaussian_positive,uniform,35,185,0.00185
gaussian_positive,uniform,36,683,0.00683
gaussian_positive,uniform,37,324,0.00324
gaussian_positive,uniform,38,472,0.00472
gaussian_positive,uniform,39,184,0.00184
gaussian_positive,uniform,40,193,0.00193
gaussian_positive,uniform,41,134,0.00134
gaussian_positive,uniform,42,271,0.00271
gaussian_positive,uniform,43,271,0.00271
gaussian_positive,uniform,44,244,0.00244
gaussian_positive,uniform,45,121,0.00121
gaussian_positive,uniform,46,153,0.00153
gaussian_positive,uniform,47,114,0.00114
gaussian_positive,uniform,48,931,0.00931
gaussian_positive,uniform,49,678,0.00678
gaussian_positive,uniform,50,699,0.00699
gaussian_positive,uniform,51,316,0.00316
gaussian_positive,uniform,52,326,0.00326
gaussian_positive,uniform,53,248,0.00248
gaussian_positive,uniform,54,826,0.00826
gaussian_positive,uniform,55,519,0.00519
gaussian_positive,uniform,56,491,0.00491
gaussian_positive,uniform,57,189,0.00189
gaussian_positive,uniform,58,268,0.00268
gaussian_positive,uniform,59,165,0.00165
gaussian_positive,uniform,60,459,0.00459
gaussian_positive,uniform,61,201,0.00201
gaussian_positive,uniform,62,347,0.00347
gaussian_positive,uniform,63,139,0.00139
gaussian_positive,uniform,64,104,0.00104
gaussian_positive,uniform,65,97,0.00097
gaussian_positive,uniform,66,213,0.00213
gaussian_positive,uniform,67,129,0.00129
gaussian_positive,uniform,68,177,0.00177
gaussian_positive,uniform,69,100,0.001
gaussian_positive,uniform,70,113,0.00113
gaussian_positive,uniform,71,80,0.0008
gaussian_positive,uniform,72,590,0.0059
gaussian_positive,uniform,73,306,0.00306
gaussian_positive,uniform,74,483,0.00483
gaussian_positive,uniform,75,208,0.00208
gaussian_positive,uniform,76,208,0.00208
gaussian_positive,uniform,77,157,0.00157
gaussian_positive,uniform,78,471,0.00471
gaussian_positive,uniform,79,266,0.00266
gaussian_positive,uniform,80,391,0.00391
gaussian_positive,uniform,81,122,0.00122
gaussian_positive,uniform,82,143,0.00143
gaussian_positive,uniform,83,89,0.00089
gaussian_positive,uniform,84,380,0.0038
gaussian_positive,uniform,85,172,0.00172
gaussian_positive,uniform,86,328,0.00328
gaussian_positive,uniform,87,153,0.00153
gaussian_positive,uniform,88,100,0.001
gaussian_positive,uniform,89,100,0.001
gaussian_positive,uniform,90,112,0.00112
gaussian_positive,uniform,91,99,0.00099
gaussian_positive,uniform,92,109,0.00109
gaussian_positive,uniform,93,62,0.00062
gaussian_positive,uniform,94,80,0.0008
gaussian_positive,uniform,95,63,0.00063
gaussian_positive,uniform,96,235,0.00235
gaussian_positive,uniform,97,193,0.00193
gaussian_positive,uniform,98,164,0.00164
gaussian_positive,uniform,99,133,0.00133
gaussian_positive,uniform,100,145,0.00145
gaussian_positive,uniform,101,118,0.00118
gaussian_positive,uniform,102,175,0.00175
gaussian_positive,uniform,103,160,0.0016
gaussian_positive,uniform,104,166,0.00166
gaussian_positive,uniform,105,88,0.00088
gaussian_positive,uniform,106,95,0.00095
gaussian_positive,uniform,107,74,0.00074
gaussian_positive,uniform,108,155,0.00155
gaussian_positive,uniform,109,92,0.00092
gaussian_positive,uniform,110,131,0.00131
gaussian_positive,uniform,111,79,0.00079
gaussian_positive,uniform,112,66,0.00066
gaussian_positive,uniform,113,56,0.00056
gaussian_positive,uniform,114,95,0.00095
gaussian_positive,uniform,115,71,0.00071
gaussian_positive,uniform,116,91,0.00091
gaussian_positive,uniform,117,72,0.00072
gaussian_positive,uniform,118,76,0.00076
gaussian_positive,uniform,119,62,0.00062
gaussian_positive,uniform,120,1149,0.01149
gaussian_positive,uniform,121,818,0.00818
gaussian_positive,uniform,122,989,0.00989
gaussian_positive,uniform,123,515,0.00515
gaussian_positive,uniform,124,527,0.00527
gaussian_positive,uniform,125,428,0.00428
gaussian_positive,uniform,126,960,0.0096
gaussian_positive,uniform,127,633,0.00633
gaussian_positive,uniform,128,652,0.00652
gaussian_positive,uniform,129,293,0.00293
gaussian_positive,uniform,130,355,0.00355
gaussian_positive,uniform,131,236,0.00236
gaussian_positive,uniform,132,645,0.00645
gaussian_positive,uniform,133,370,0.0037
gaussian_positive,uniform,134,510,0.0051
gaussian_positive,uniform,135,266,0.00266
gaussian_positive,uniform,136,227,0.00227
gaussian_positive,uniform,137,164,0.00164
gaussian_positive,uniform,138,297,0.00297
gaussian_positive,uniform,139,237,0.00237
gaussian_positive,uniform,140,239,0.00239
gaussian_positive,uniform,141,181,0.00181
gaussian_positive,uniform,142,178,0.00178
gaussian_positive,uniform,143,139,0.00139
gaussian_positive,uniform,144,820,0.0082
gaussian_positive,uniform,145,474,0.00474
gaussian_positive,uniform,146,616,0.00616
gaussian_positive,uniform,147,355,0.00355
gaussian_positive,uniform,148,317,0.00317
gaussian_positive,uniform,149,240,0.0024
gaussian_positive,uniform,150,485,0.00485
gaussian_positive,uniform,151,294,0.00294
gaussian_positive,uniform,152,178,0.00178
gaussian_positive,uniform,153,69,0.00069
gaussian_positive,uniform,154,120,0.0012
gaussian_positive,uniform,155,63,0.00063
gaussian_positive,uniform,156,283,0.00283
gaussian_positive,uniform,157,154,0.00154
gaussian_positive,uniform,158,183,0.00183
gaussian_positive,uniform,159,62,0.00062
gaussian_positive,uniform,160,79,0.00079
gaussian_positive,uniform,161,48,0.00048
gaussian_positive,uniform,162,134,0.00134
gaussian_positive,uniform,163,108,0.00108
gaussian_positive,uniform,164,93,0.00093
gaussian_positive,uniform,165,43,0.00043
gaussian_positive,uniform,166,67,0.00067
gaussian_positive,uniform,167,41,0.00041
gaussian_positive,uniform,168,550,0.0055
gaussian_positive,uniform,169,378,0.00378
gaussian_positive,uniform,170,358,0.00358
