n,sample_index,order_derived_q_identical,silent_kernel_identical_for_distinct_q,global_gauge_probability_error,row_gauge_probability_error,relabel_equivariance_error,outside_locality_row_error,local_contrast_total_variation,local_log_odds_shift_error,beta_q_scale_degeneracy_error
32,71,True,True,1.6653345369377348e-16,1.6653345369377348e-16,1.1102230246251565e-16,0.0,0.280662723346208,0.0,1.1102230246251565e-16
32,72,True,True,1.6653345369377348e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.33368665221786464,0.0,1.1102230246251565e-16
32,73,True,True,1.1102230246251565e-16,2.220446049250313e-16,1.1102230246251565e-16,0.0,0.3580427291010742,0.0,2.220446049250313e-16
32,74,True,True,1.6653345369377348e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.342466608323416,4.440892098500626e-16,1.6653345369377348e-16
32,75,True,True,1.1102230246251565e-16,1.6653345369377348e-16,1.1102230246251565e-16,0.0,0.40119466470819365,4.440892098500626e-16,1.1102230246251565e-16
32,76,True,True,2.220446049250313e-16,2.220446049250313e-16,1.1102230246251565e-16,0.0,0.18750278870761927,0.0,2.220446049250313e-16
32,77,True,True,2.220446049250313e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.37748712052434624,0.0,1.1102230246251565e-16
32,78,True,True,1.6653345369377348e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.39001083143979476,0.0,1.1102230246251565e-16
32,79,True,True,1.1102230246251565e-16,1.6653345369377348e-16,2.220446049250313e-16,0.0,0.28538762423249087,0.0,1.1102230246251565e-16
64,0,True,True,1.6653345369377348e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.04947870093042797,0.0,2.220446049250313e-16
64,1,True,True,1.6653345369377348e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.3026413260039179,4.440892098500626e-16,1.1102230246251565e-16
64,2,True,True,1.6653345369377348e-16,1.6653345369377348e-16,5.551115123125783e-17,0.0,0.32734130396884187,4.440892098500626e-16,1.6653345369377348e-16
64,3,True,True,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.3783805076037095,4.440892098500626e-16,1.1102230246251565e-16
64,4,True,True,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.21355642142361042,4.440892098500626e-16,1.1102230246251565e-16
64,5,True,True,2.220446049250313e-16,1.6653345369377348e-16,1.1102230246251565e-16,0.0,0.17095563987571583,0.0,1.1102230246251565e-16
64,6,True,True,1.6653345369377348e-16,1.6653345369377348e-16,1.1102230246251565e-16,0.0,0.1438114689518371,4.440892098500626e-16,1.1102230246251565e-16
64,7,True,True,1.6653345369377348e-16,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.25681273085528067,0.0,2.220446049250313e-16
64,8,True,True,1.1102230246251565e-16,1.6653345369377348e-16,1.1102230246251565e-16,0.0,0.30767157243592314,0.0,1.1102230246251565e-16
