n,sample_index,transform,relation_identical,relation_hash_identical,u_rank_identical,v_rank_identical,same_cardinality,coordinate_js_divergence_bits,base_max_marginal_ks_from_uniform,transformed_max_marginal_ks_from_uniform,mean_marginal_wasserstein_shift
128,0,power_anisotropic,True,True,True,True,True,0.24462800880658286,0.09521020863608332,0.49440925346444886,0.24451313545819706
128,0,beta_skew_opposed,True,True,True,True,True,0.23838114785031791,0.09521020863608332,0.4288763120814062,0.23091442305351464
128,0,beta_extreme_edges,True,True,True,True,True,0.2579922315845109,0.09521020863608332,0.2629636036866665,0.14851302916435088
128,1,power_anisotropic,True,True,True,True,True,0.2375308594636395,0.08859778553675213,0.5186750927149313,0.23096367383073002
128,1,beta_skew_opposed,True,True,True,True,True,0.2154162741309733,0.08859778553675213,0.43004760137532216,0.2172829685105095
128,1,beta_extreme_edges,True,True,True,True,True,0.2483331542312892,0.08859778553675213,0.2934718424721568,0.14245019895792405
128,2,power_anisotropic,True,True,True,True,True,0.22908425867390145,0.11900292749894503,0.4467241792059843,0.23197203477038034
128,2,beta_skew_opposed,True,True,True,True,True,0.24414046013716198,0.11900292749894503,0.40202633665209636,0.23207296284974466
128,2,beta_extreme_edges,True,True,True,True,True,0.23488340250631154,0.11900292749894503,0.3199949779412853,0.14750121464006238
128,3,power_anisotropic,True,True,True,True,True,0.23581179253081375,0.07361937799251006,0.489883408163552,0.23804004060286804
128,3,beta_skew_opposed,True,True,True,True,True,0.21872170741478886,0.07361937799251006,0.46206232592652985,0.2145180727636834
128,3,beta_extreme_edges,True,True,True,True,True,0.2613072429992691,0.07361937799251006,0.28362262336716304,0.15096021842933277
128,4,power_anisotropic,True,True,True,True,True,0.24432870448823474,0.10483768316049635,0.4918926021828432,0.23459430303698978
128,4,beta_skew_opposed,True,True,True,True,True,0.23394903773151626,0.10483768316049635,0.44780163465741774,0.20576775894826685
128,4,beta_extreme_edges,True,True,True,True,True,0.2606365582748455,0.10483768316049635,0.31815763797181873,0.1570548491937607
128,5,power_anisotropic,True,True,True,True,True,0.25084833951365104,0.07858168624106487,0.4953412701445027,0.2328795089811223
128,5,beta_skew_opposed,True,True,True,True,True,0.2106334041060858,0.07858168624106487,0.432185528538658,0.21272693435032894
128,5,beta_extreme_edges,True,True,True,True,True,0.26007141404526934,0.07858168624106487,0.29827874034611124,0.15567931156282105
128,6,power_anisotropic,True,True,True,True,True,0.24349300305462476,0.07229466411920893,0.5230927969393201,0.23889143808475788
128,6,beta_skew_opposed,True,True,True,True,True,0.21200520354603056,0.07229466411920893,0.43237396299090414,0.21718102946259743
128,6,beta_extreme_edges,True,True,True,True,True,0.25595815835310065,0.07229466411920893,0.2674820311144539,0.15442032217580828
128,7,power_anisotropic,True,True,True,True,True,0.24802140234668277,0.06906049961210226,0.512153380589925,0.2277768713833359
128,7,beta_skew_opposed,True,True,True,True,True,0.20793891108940274,0.06906049961210226,0.4205206712097117,0.2050652308765171
128,7,beta_extreme_edges,True,True,True,True,True,0.2518198416216356,0.06906049961210226,0.2864694162686477,0.1463594970854781
128,8,power_anisotropic,True,True,True,True,True,0.22781524528082006,0.08064203337911346,0.45294509108904885,0.2251350080389612
128,8,beta_skew_opposed,True,True,True,True,True,0.2217160418462293,0.08064203337911346,0.44919957878705497,0.2195837982807885
128,8,beta_extreme_edges,True,True,True,True,True,0.24683986490060036,0.08064203337911346,0.3122947905001011,0.15155305612154815
128,9,power_anisotropic,True,True,True,True,True,0.22753993138810377,0.08117780315077039,0.5471386414536498,0.23551026567172345
128,9,beta_skew_opposed,True,True,True,True,True,0.2278755236727625,0.08117780315077039,0.4225610222884646,0.21178390470152542
128,9,beta_extreme_edges,True,True,True,True,True,0.24707690036037805,0.08117780315077039,0.3027155347408128,0.14648759112557336
128,10,power_anisotropic,True,True,True,True,True,0.2263475317449818,0.11452137842171439,0.4895712334410597,0.22330121028271308
128,10,beta_skew_opposed,True,True,True,True,True,0.22368988090053712,0.11452137842171439,0.44677474328818234,0.20040397083625877
128,10,beta_extreme_edges,True,True,True,True,True,0.2489115450636192,0.11452137842171439,0.32078736242672456,0.15012543558447425
128,11,power_anisotropic,True,True,True,True,True,0.24279911095958787,0.08131790083875223,0.45025427219565106,0.23493605066544015
128,11,beta_skew_opposed,True,True,True,True,True,0.24836068738506312,0.08131790083875223,0.3963030592078579,0.22284982637904122
128,11,beta_extreme_edges,True,True,True,True,True,0.25301360406023676,0.08131790083875223,0.2906521594079291,0.14816241895071064
128,12,power_anisotropic,True,True,True,True,True,0.25149154621284797,0.10216696497966737,0.5182784203042505,0.22323172514876416
128,12,beta_skew_opposed,True,True,True,True,True,0.2387906916813766,0.10216696497966737,0.43310686681676125,0.20595567515251412
128,12,beta_extreme_edges,True,True,True,True,True,0.26547104478934375,0.10216696497966737,0.29940403162724655,0.15172392249430328
128,13,power_anisotropic,True,True,True,True,True,0.2435053586648849,0.14344695436651478,0.4408571162953252,0.24741285367116778
128,13,beta_skew_opposed,True,True,True,True,True,0.23460907791337862,0.14344695436651478,0.41354903209396654,0.22944729584331086
128,13,beta_extreme_edges,True,True,True,True,True,0.2678890376987198,0.14344695436651478,0.3126400768289773,0.15572946648203256
128,14,power_anisotropic,True,True,True,True,True,0.233997084851814,0.09217783783751088,0.4737322819471492,0.23522322870038698
128,14,beta_skew_opposed,True,True,True,True,True,0.22911744408039506,0.09217783783751088,0.4165670313811626,0.2242448236265731
128,14,beta_extreme_edges,True,True,True,True,True,0.2519546015842589,0.09217783783751088,0.33146538609148213,0.1482234000366782
128,15,power_anisotropic,True,True,True,True,True,0.26340681485390793,0.11102101420773758,0.47855007959852836,0.2355817201788586
128,15,beta_skew_opposed,True,True,True,True,True,0.20959560081708933,0.11102101420773758,0.4430510378209144,0.21661105016219684
128,15,beta_extreme_edges,True,True,True,True,True,0.253692354986593,0.11102101420773758,0.3363548232163186,0.1531373684022498
