n,relation_hash_differs,interval_profile_hellinger_squared,uniform_ordering_fraction,control_ordering_fraction
128,True,0.022441560723200693,0.5716043307086615,0.484128937007874
256,True,0.03138571701285342,0.5563419117647059,0.5268688725490196
512,True,0.035897681109260726,0.4766083659491194,0.5192407656555773
