split,family,label_manifold,dimension_target,sample_index,null_probability,target_ordering_fraction,ordering_fraction_mismatch,n,ordering_fraction,d_mm,d_lc,r2_lc,d_mid,mad_mid,branch_excess,usable_reg_fraction,usable_mid_fraction,number_comparable_pairs,number_regression_intervals,number_midpoint_intervals,abs_d_lc_minus_d_mm,abs_d_mid_minus_d_mm
train,minkowski,1,2,10,,0.4990079365079365,0.0,64,0.4990079365079365,2.0026477456263585,1.9885443635622528,0.7534322389315267,2.0,0.1699250014423126,0.5833333333333334,0.40457256461232605,0.17196819085487078,1006,407,173,0.014103382064105663,0.0026477456263584997
train,minkowski,1,2,11,,0.4756944444444444,0.0,64,0.4756944444444444,2.066206420293415,2.264046340176398,0.7523869979217741,2.0,0.1577509128639646,0.5555555555555556,0.3733055265901981,0.145985401459854,959,358,140,0.19783991988298322,0.06620642029341495
train,minkowski,1,2,12,,0.5600198412698413,0.0,64,0.5600198412698413,1.8475159928579348,1.98856504751643,0.8871161562898284,1.84799690655495,0.16992500144231215,0.5333333333333333,0.45438441098317095,0.19840566873339238,1129,513,224,0.14104905465849527,0.00048091369701519504
train,minkowski,1,2,13,,0.5257936507936508,0.0,64,0.5257936507936508,1.932678748021776,1.8715654545256144,0.6433289406815511,1.7655347463629771,0.11345804978328378,0.5,0.42735849056603775,0.17075471698113207,1060,453,181,0.06111329349616157,0.16714400165879884
train,minkowski,1,2,14,,0.4742063492063492,0.0,64,0.4742063492063492,2.0703536676560392,2.0333848348147905,0.7483248466285115,1.8073549220576042,0.12928301694496636,0.5,0.3901673640167364,0.14435146443514643,956,373,138,0.036968832841248744,0.26299874559843506
train,minkowski,1,2,15,,0.4568452380952381,0.0,64,0.4568452380952381,2.1195893069641256,2.1617733239748427,0.7982250015204962,2.0588936890535687,0.1333228296930864,0.5,0.36264929424538545,0.13029315960912052,921,334,120,0.042184017010717056,0.06069561791055689
train,minkowski,1,2,16,,0.5228174603174603,0.0,64,0.5228174603174603,1.9403019512331958,1.8236157742368104,0.7067850630721787,1.84799690655495,0.16992500144231215,0.5333333333333333,0.4250474383301708,0.1793168880455408,1054,448,189,0.1166861769963854,0.09230504467824585
train,minkowski,1,2,17,,0.5158730158730159,0.0,64,0.5158730158730159,1.9582329982526163,1.7069072917946937,0.8190585775072796,1.6348490680574024,0.1323487275282189,0.5,0.43173076923076925,0.16538461538461538,1040,449,172,0.2513257064579226,0.32338393019521394
train,minkowski,1,2,18,,0.4806547619047619,0.0,64,0.4806547619047619,2.0524625953996765,2.035476833493725,0.7993627169393378,1.9541963103868754,0.13326653086346418,0.5384615384615384,0.38183694530443757,0.14963880288957687,969,370,145,0.016985761905951247,0.0982662850128011
train,minkowski,1,2,19,,0.5064484126984127,0.0,64,0.5064484126984127,1.9828980273685615,1.9873609473661016,0.7781989293847197,1.8837769569998146,0.11622304300018538,0.5384615384615384,0.38981390793339865,0.15083251714005877,1021,398,154,0.004462919997540116,0.09912107036874684
