n,m,expected_count,expected_profile
96,75,0.21009292441181754,9.214601947886734e-05
96,76,0.17918465194052763,7.858975962303844e-05
96,77,0.15169401446582007,6.65324624850088e-05
96,78,0.12736688015461567,5.5862666734480554e-05
96,79,0.10596087534681926,4.6474068134569854e-05
96,80,0.08724474395674438,3.826523857751946e-05
96,81,0.07099774836913862,3.113936331979764e-05
96,82,0.05700910869842537,2.500399504316902e-05
96,83,0.04507747754960457,1.977082348666867e-05
96,84,0.03501044766297538,1.535545950130499e-05
96,85,0.02662409004525377,1.1677232475988496e-05
96,86,0.019742520389228455,8.659000170714235e-06
96,87,0.014197491765012822,6.226970072374044e-06
96,88,0.00982801173013888,4.3105314605872274e-06
96,89,0.006479982154917643,2.8420974363673873e-06
96,90,0.004005860195177058,1.7569562259548499e-06
96,91,0.0022643389680372036,9.93131126332107e-07
96,92,0.0011200465989957735,4.912485083314796e-07
96,93,0.0004432624113475177,1.944133383103148e-07
96,94,0.00010964912280701755,4.809172052939366e-08
128,0,444.87597494400325,0.10946751351968581
128,1,322.3091220365924,0.0793083469578229
128,2,263.2422691291816,0.06477418039596002
128,3,225.17541622177075,0.05540733666874279
128,4,197.5252299810266,0.048603649109504564
128,5,176.07504374028244,0.043325552101447444
128,6,158.72485749953827,0.03905631336110685
128,7,144.279433163556,0.035501829026465544
128,8,131.99472311328805,0.03247901651409646
128,9,121.37667972968674,0.029866308988604016
128,10,112.08085856830766,0.027578951419367035
128,11,103.85776467965584,0.025555552332592477
128,12,96.52103442736768,0.023750254534293223
128,13,89.92789391866926,0.022127926653215856
128,14,83.96662154183895,0.02066107813529501
128,15,78.5482063078658,0.019327806670242562
128,16,73.60062440722598,0.018110389863982765
128,17,69.06480721246851,0.016994293113304255
128,18,64.89173511575025,0.015967454506828307
128,19,61.04030044593259,0.01501975896799522
128,20,57.47570788137808,0.014142644655850902
128,21,54.16825817396643,0.013328803684538981
128,22,51.09241019815651,0.01257195132828654
128,23,48.22604838835449,0.011866645764851004
128,24,45.54990396985682,0.011208145661874216
128,25,43.04709288469249,0.010592296477532598
128,26,40.702743337989695,0.010015438813481714
128,27,38.50369293658604,0.009474333891876484
128,28,36.438240418780275,0.00896610246525105
128,29,34.49594061033411,0.00848817436277906
128,30,32.667433905336225,0.008038246531824857
128,31,30.944303544424365,0.007614247919395758
128,32,29.318955441577017,0.007214309901962847
128,33,27.78451642963876,0.006836741247450481
128,34,26.33474764942956,0.006480006803501366
128,35,24.963970465859013,0.006142709268173969
128,36,23.66700280609799,0.005823573525122536
128,37,22.439104215406037,0.005521433123869594
128,38,21.27592824206828,0.005235218563501052
128,39,20.173481013669793,0.004963947099820322
128,40,19.12808506732259,0.004706713845305755
128,41,18.13634765756075,0.004462683970856483
128,42,17.195132895882537,0.004231085850364797
128,43,16.30153718182337,0.004011205015212443
128,44,15.452867471992535,0.0038023788070847765
128,45,14.646622004585941,0.0036039916349866973
128,46,13.880473155536835,0.003415470756775795
128,47,13.152252151076073,0.0032362825174891904
128,48,12.459935401934459,0.0030659289866964705
128,49,11.801632258235022,0.0029039449454318455
