graph_one_edges,graph_two_edges,graph_one_scc_partition,graph_two_scc_partition,same_minimum_representative_code,different_full_labeled_preorder_code,representative_code,graph_one_full_code,graph_two_full_code
"[(0, 2), (2, 3), (3, 4), (4, 0)]","[(0, 2), (2, 3), (3, 0), (1, 4), (4, 1)]","((0, 2, 3, 4), (1,))","((0, 2, 3), (1, 4))",True,True,100663296,31388765,19314253
