sample_index,epsilon,base_weighted_sd,total_variation,nonincreasing_from_previous
60,0.0001,1.2240268189117909,1.659885943804923e-05,True
60,1e-05,1.2240268189117909,1.6599121739968504e-06,True
60,1e-06,1.2240268189117909,1.6599147968544557e-07,True
61,0.1,1.1479253868499317,0.00520472609241201,True
61,0.01,1.1479253868499317,0.0005253514960794132,True
61,0.001,1.1479253868499317,5.258409423975956e-05,True
61,0.0001,1.1479253868499317,5.258899016413676e-06,True
61,1e-05,1.1479253868499317,5.258947977416538e-07,True
61,1e-06,1.1479253868499317,5.258952873881949e-08,True
62,0.1,1.1987150159879343,0.0036469617544688812,True
62,0.01,1.1987150159879343,0.0003671554701562569,True
62,0.001,1.1987150159879343,3.674029970345604e-05,True
62,0.0001,1.1987150159879343,3.674277657933775e-06,True
62,1e-05,1.1987150159879343,3.6743024287182733e-07,True
62,1e-06,1.1987150159879343,3.674304904240864e-08,True
63,0.1,1.0824068465488932,0.0022738250683199054,True
63,0.01,1.0824068465488932,0.00022752379067256603,True
63,0.001,1.0824068465488932,2.2753466652398422e-05,True
63,0.0001,1.0824068465488932,2.2753572073965852e-06,True
63,1e-05,1.0824068465488932,2.275358258145969e-07,True
63,1e-06,1.0824068465488932,2.275358364457773e-08,True
64,0.1,0.6511387289251804,0.00527993297688918,True
64,0.01,0.6511387289251804,0.0005316864237118611,True
64,0.001,0.6511387289251804,5.3204702604333045e-05,True
64,0.0001,0.6511387289251804,5.320829934443597e-06,True
64,1e-05,0.6511387289251804,5.320865892858889e-07,True
64,1e-06,0.6511387289251804,5.320869488513337e-08,True
65,0.1,0.7174678037104674,0.005195167342388234,True
65,0.01,0.7174678037104674,0.000534637547137506,True
65,0.001,0.7174678037104674,5.362012534586217e-05,True
65,0.0001,0.7174678037104674,5.363581602141514e-06,True
65,1e-05,0.7174678037104674,5.36373856182101e-07,True
65,1e-06,0.7174678037104674,5.3637542582314134e-08,True
66,0.1,1.4991186651150978,0.015128127038637314,True
66,0.01,1.4991186651150978,0.0015342702160955793,True
66,0.001,1.4991186651150978,0.00015364482731042528,True
66,0.0001,1.4991186651150978,1.5366664066021995e-05,True
66,1e-05,1.4991186651150978,1.5366882233184143e-06,True
66,1e-06,1.4991186651150978,1.5366904054271914e-07,True
67,0.1,1.0370623904207816,0.009985676944710725,True
67,0.01,1.0370623904207816,0.0010181453338724683,True
67,0.001,1.0370623904207816,0.00010201415551218554,True
67,0.0001,1.0370623904207816,1.0203415694502377e-05,True
67,1e-05,1.0370623904207816,1.0203615748667383e-06,True
67,1e-06,1.0370623904207816,1.0203635762461022e-07,True
68,0.1,0.7297205031087145,0.004315635726717835,True
68,0.01,0.7297205031087145,0.0004327665882295571,True
68,0.001,0.7297205031087145,4.328679851818798e-05,True
68,0.0001,0.7297205031087145,4.328779262405241e-06,True
68,1e-05,0.7297205031087145,4.328789182796895e-07,True
68,1e-06,0.7297205031087145,4.328790171205341e-08,True
69,0.1,0.9032328012720515,0.03667252869217791,True
