sample_index,old_count,observed_new_probability,asymptotic_new_probability,asymptotic_probability_error,old_pair_log_odds,expanded_pair_log_odds,pair_odds_collapsed_toward_one,absolute_expanded_pair_log_odds
158,6,0.00947575884570559,0.00947575884570558,1.0408340855860843e-17,-0.06314262181133434,-2.4278548090335554e-09,True,2.4278548090335554e-09
159,13,0.0015814179451694153,0.0015814179451694148,4.336808689942018e-19,-1.7313435156771841,-3.6971032474994746e-08,True,3.6971032474994746e-08
160,7,0.006897835113497355,0.006897835113497354,1.734723475976807e-18,0.86108866876039,1.2609820885677693e-08,True,1.2609820885677693e-08
161,3,0.0320459636914101,0.0320459636914101,0.0,-1.3218926675025324,-1.1661547906488786e-08,True,1.1661547906488786e-08
162,5,0.013483418194656803,0.013483418194656805,1.734723475976807e-18,-0.8635658755612815,-1.748210314027696e-08,True,1.748210314027696e-08
163,5,0.013483418194656803,0.013483418194656805,1.734723475976807e-18,-0.8407178618469285,-1.8247485133967208e-08,True,1.8247485133967208e-08
164,7,0.006897835113497356,0.006897835113497354,2.6020852139652106e-18,0.46986651810309743,6.0626885550157745e-09,True,6.0626885550157745e-09
165,6,0.009475758845705581,0.00947575884570558,1.734723475976807e-18,-2.029814194286231,-6.007558209273689e-08,True,6.007558209273689e-08
166,10,0.0030758588429540073,0.003075858842954005,2.168404344971009e-18,2.098603758785882,4.636269927077585e-08,True,4.636269927077585e-08
167,12,0.0019505656530105413,0.0019505656530105387,2.6020852139652106e-18,1.7682184957250435,6.47815355914161e-08,True,6.47815355914161e-08
168,12,0.00195056565301054,0.0019505656530105387,1.3010426069826053e-18,-3.3707019737462756,-8.113036150040359e-08,True,8.113036150040359e-08
169,13,0.0015814179451694157,0.0015814179451694148,8.673617379884035e-19,-2.4236745259809314,-3.5565912514718616e-08,True,3.5565912514718616e-08
170,9,0.003948127541290039,0.0039481275412900346,4.336808689942018e-18,3.863684682787012,1.341081224962358e-07,True,1.341081224962358e-07
171,9,0.00394812754129004,0.0039481275412900346,5.204170427930421e-18,-0.8311263300093583,-2.899365045670664e-08,True,2.899365045670664e-08
172,11,0.00243339526484294,0.002433395264842939,1.3010426069826053e-18,-0.09603581080217506,-2.825863547158249e-09,True,2.825863547158249e-09
173,5,0.013483418194656812,0.013483418194656805,6.938893903907228e-18,1.2146521695183492,1.6576047730261982e-08,True,1.6576047730261982e-08
174,11,0.0024333952648429415,0.002433395264842939,2.6020852139652106e-18,-3.7212430598833204,-1.3237502537646732e-07,True,1.3237502537646732e-07
175,12,0.0019505656530105391,0.0019505656530105387,4.336808689942018e-19,0.8254896451429077,1.761249419673745e-08,True,1.761249419673745e-08
176,12,0.00195056565301054,0.0019505656530105387,1.3010426069826053e-18,-0.3644946479311224,-1.2811459975025262e-08,True,1.2811459975025262e-08
