sample_index,mode,size,clone_count,target_index,macro_total_variation,maximum_macro_probability_error,refinement_consistent
20,unweighted_raw,10,3,5,0.05785978231007476,0.057859782310074805,False
20,unweighted_z,10,3,5,0.04508629083249763,0.04112084391993642,False
20,weighted_raw,10,3,5,3.469446951953614e-18,6.938893903907228e-18,True
20,weighted_z,10,3,5,1.214306433183765e-17,1.3877787807814457e-17,True
21,unweighted_raw,4,3,1,0.18563906809109396,0.18563906809109398,False
21,unweighted_z,4,3,1,0.16319630009808261,0.16319630009808261,False
21,weighted_raw,4,3,1,5.551115123125783e-17,1.1102230246251565e-16,True
21,weighted_z,4,3,1,5.551115123125783e-17,1.1102230246251565e-16,True
22,unweighted_raw,6,3,2,0.144745412223941,0.14474541222394113,False
22,unweighted_z,6,3,2,0.11309318351188583,0.11309318351188577,False
22,weighted_raw,6,3,2,6.938893903907228e-18,1.3877787807814457e-17,True
22,weighted_z,6,3,2,2.0816681711721685e-17,2.7755575615628914e-17,True
23,unweighted_raw,9,6,1,0.10779836236109416,0.1077983623610941,False
23,unweighted_z,9,6,1,0.08843543178197429,0.08371904583049114,False
23,weighted_raw,9,6,1,8.673617379884035e-17,5.551115123125783e-17,True
23,weighted_z,9,6,1,0.0,0.0,True
24,unweighted_raw,7,4,0,0.12504657277512699,0.12504657277512699,False
24,unweighted_z,7,4,0,0.07666393445619848,0.07666393445619848,False
24,weighted_raw,7,4,0,3.469446951953614e-18,6.938893903907228e-18,True
24,weighted_z,7,4,0,4.0332320816460765e-17,5.551115123125783e-17,True
25,unweighted_raw,6,6,0,0.15031949942107609,0.15031949942107617,False
25,unweighted_z,6,6,0,0.13216705788868682,0.13216705788868682,False
25,weighted_raw,6,6,0,1.734723475976807e-18,3.469446951953614e-18,True
25,weighted_z,6,6,0,0.0,0.0,True
26,unweighted_raw,9,2,8,0.08634436742947132,0.0863443674294713,False
26,unweighted_z,9,2,8,0.08059810973614609,0.08059810973614608,False
26,weighted_raw,9,2,8,1.3877787807814457e-17,2.7755575615628914e-17,True
26,weighted_z,9,2,8,7.39425881635114e-17,5.551115123125783e-17,True
27,unweighted_raw,7,3,6,0.2181431460085874,0.21814314600858736,False
27,unweighted_z,7,3,6,0.21791534511525695,0.217915345115257,False
27,weighted_raw,7,3,6,0.0,0.0,True
27,weighted_z,7,3,6,1.3877787807814457e-17,2.7755575615628914e-17,True
28,unweighted_raw,7,4,0,0.09652034320983853,0.09652034320983863,False
28,unweighted_z,7,4,0,0.08386071618088992,0.06935698138369144,False
28,weighted_raw,7,4,0,1.1796119636642288e-16,5.551115123125783e-17,True
