sample_index,shift_covariance_error,affine_rescaling_identity_error
770,8.881784197001252e-16,0.0
771,4.440892098500626e-16,4.440892098500626e-16
772,0.0,0.0
773,4.440892098500626e-16,4.440892098500626e-16
774,4.440892098500626e-16,0.0
775,0.0,8.881784197001252e-16
776,0.0,4.440892098500626e-16
777,4.440892098500626e-16,3.885780586188048e-16
778,0.0,0.0
779,0.0,4.440892098500626e-16
780,4.440892098500626e-16,4.440892098500626e-16
781,4.440892098500626e-16,0.0
782,2.220446049250313e-16,2.220446049250313e-16
783,0.0,4.440892098500626e-16
784,0.0,0.0
785,4.440892098500626e-16,0.0
786,2.220446049250313e-16,4.440892098500626e-16
787,0.0,0.0
788,4.440892098500626e-16,4.440892098500626e-16
789,2.220446049250313e-16,0.0
790,0.0,0.0
791,2.220446049250313e-16,4.440892098500626e-16
792,0.0,4.440892098500626e-16
793,0.0,0.0
794,0.0,4.440892098500626e-16
795,0.0,1.3010426069826053e-18
796,0.0,0.0
797,2.220446049250313e-16,4.440892098500626e-16
798,0.0,8.881784197001252e-16
799,2.220446049250313e-16,4.440892098500626e-16
800,1.8041124150158794e-16,0.0
801,4.440892098500626e-16,0.0
802,0.0,4.440892098500626e-16
803,1.1102230246251565e-16,2.220446049250313e-16
804,0.0,0.0
805,2.7755575615628914e-17,2.220446049250313e-16
806,0.0,0.0
807,0.0,0.0
808,0.0,3.885780586188048e-16
809,4.440892098500626e-16,4.440892098500626e-16
810,4.440892098500626e-16,8.881784197001252e-16
811,3.3306690738754696e-16,3.3306690738754696e-16
812,0.0,0.0
813,0.0,0.0
814,3.3306690738754696e-16,3.469446951953614e-17
815,0.0,0.0
816,0.0,2.220446049250313e-16
817,0.0,4.440892098500626e-16
818,4.440892098500626e-16,4.440892098500626e-16
819,2.7755575615628914e-17,1.6653345369377348e-16
820,4.440892098500626e-16,4.440892098500626e-16
821,4.440892098500626e-16,9.43689570931383e-16
822,0.0,1.6653345369377348e-16
823,2.220446049250313e-16,0.0
824,1.1102230246251565e-16,2.220446049250313e-16
825,0.0,0.0
826,0.0,8.326672684688674e-17
827,0.0,0.0
828,0.0,0.0
829,0.0,4.440892098500626e-16
830,0.0,0.0
831,1.1102230246251565e-16,4.440892098500626e-16
832,2.5673907444456745e-16,3.3306690738754696e-16
833,4.440892098500626e-16,4.440892098500626e-16
834,0.0,2.220446049250313e-16
835,1.942890293094024e-16,5.551115123125783e-17
836,5.551115123125783e-17,1.6653345369377348e-16
837,0.0,4.440892098500626e-16
838,4.440892098500626e-16,0.0
839,0.0,0.0
840,4.440892098500626e-16,4.440892098500626e-16
841,4.440892098500626e-16,0.0
842,0.0,4.440892098500626e-16
843,0.0,0.0
844,0.0,0.0
845,0.0,1.1102230246251565e-16
846,0.0,0.0
847,0.0,0.0
848,0.0,0.0
849,4.440892098500626e-16,0.0
850,2.220446049250313e-16,0.0
851,2.220446049250313e-16,0.0
852,1.1102230246251565e-16,0.0
853,2.220446049250313e-16,0.0
854,0.0,0.0
855,1.1102230246251565e-16,2.220446049250313e-16
856,1.1102230246251565e-16,4.440892098500626e-16
857,1.1102230246251565e-16,0.0
858,0.0,2.220446049250313e-16
859,0.0,4.440892098500626e-16
860,4.163336342344337e-17,0.0
861,0.0,0.0
862,4.440892098500626e-16,0.0
863,0.0,5.551115123125783e-17
864,0.0,0.0
865,0.0,8.881784197001252e-16
866,0.0,0.0
867,0.0,0.0
868,0.0,1.1102230246251565e-16
869,0.0,0.0
870,0.0,5.551115123125783e-17
871,2.220446049250313e-16,1.1102230246251565e-16
872,0.0,0.0
873,2.220446049250313e-16,2.220446049250313e-16
874,0.0,2.7755575615628914e-16
875,6.808789643208968e-17,4.440892098500626e-16
876,0.0,0.0
877,2.220446049250313e-16,2.220446049250313e-16
878,1.1102230246251565e-16,0.0
879,1.1102230246251565e-16,1.1102230246251565e-16
880,1.1102230246251565e-16,0.0
881,2.220446049250313e-16,2.220446049250313e-16
882,0.0,0.0
883,0.0,0.0
884,0.0,0.0
885,0.0,4.440892098500626e-16
886,0.0,0.0
887,0.0,0.0
888,4.440892098500626e-16,0.0
889,0.0,8.881784197001252e-16
890,0.0,0.0
891,0.0,0.0
892,0.0,0.0
893,1.1102230246251565e-16,0.0
894,2.220446049250313e-16,0.0
895,2.220446049250313e-16,4.440892098500626e-16
896,0.0,2.220446049250313e-16
897,0.0,2.220446049250313e-16
898,0.0,0.0
899,4.440892098500626e-16,0.0
900,0.0,4.440892098500626e-16
901,2.220446049250313e-16,0.0
902,0.0,2.220446049250313e-16
903,0.0,0.0
904,1.5265566588595902e-16,2.220446049250313e-16
905,0.0,0.0
906,2.220446049250313e-16,2.220446049250313e-16
907,0.0,8.881784197001252e-16
908,2.7755575615628914e-16,2.220446049250313e-16
909,1.5265566588595902e-16,2.220446049250313e-16
910,2.220446049250313e-16,2.220446049250313e-16
911,0.0,2.220446049250313e-16
912,2.220446049250313e-16,0.0
913,0.0,8.881784197001252e-16
914,0.0,2.220446049250313e-16
915,4.440892098500626e-16,0.0
916,8.881784197001252e-16,0.0
917,0.0,0.0
918,0.0,4.440892098500626e-16
919,2.220446049250313e-16,2.220446049250313e-16
920,0.0,1.1102230246251565e-16
921,2.220446049250313e-16,3.469446951953614e-17
922,0.0,0.0
923,0.0,4.440892098500626e-16
924,8.881784197001252e-16,4.440892098500626e-16
925,4.440892098500626e-16,2.220446049250313e-16
926,0.0,0.0
927,1.1102230246251565e-16,1.1102230246251565e-16
928,1.6653345369377348e-16,4.440892098500626e-16
929,0.0,4.440892098500626e-16
930,4.440892098500626e-16,4.440892098500626e-16
931,8.881784197001252e-16,8.881784197001252e-16
932,0.0,0.0
933,0.0,2.220446049250313e-16
934,0.0,0.0
935,0.0,7.771561172376096e-16
936,1.1102230246251565e-16,5.551115123125783e-17
937,0.0,0.0
938,4.440892098500626e-16,0.0
939,1.1102230246251565e-16,1.1102230246251565e-16
940,4.440892098500626e-16,0.0
941,0.0,1.1102230246251565e-16
942,2.220446049250313e-16,2.220446049250313e-16
943,0.0,0.0
944,0.0,4.440892098500626e-16
945,0.0,4.440892098500626e-16
946,1.0408340855860843e-16,2.220446049250313e-16
947,5.551115123125783e-17,1.1102230246251565e-16
948,0.0,2.220446049250313e-16
949,0.0,2.220446049250313e-16
950,0.0,5.551115123125783e-17
951,0.0,0.0
952,0.0,4.440892098500626e-16
953,0.0,4.440892098500626e-16
954,2.220446049250313e-16,0.0
955,8.881784197001252e-16,0.0
956,0.0,0.0
957,2.220446049250313e-16,0.0
958,4.440892098500626e-16,2.220446049250313e-16
959,0.0,4.440892098500626e-16
960,2.220446049250313e-16,0.0
961,0.0,2.220446049250313e-16
962,4.440892098500626e-16,8.881784197001252e-16
963,0.0,0.0
964,1.3877787807814457e-16,0.0
965,0.0,8.881784197001252e-16
966,4.440892098500626e-16,0.0
967,0.0,0.0
968,0.0,0.0
969,2.220446049250313e-16,1.1102230246251565e-16
970,0.0,0.0
971,0.0,0.0
972,5.551115123125783e-17,1.1102230246251565e-16
973,1.1102230246251565e-16,5.551115123125783e-17
974,5.551115123125783e-17,1.1102230246251565e-16
975,0.0,4.440892098500626e-16
976,0.0,8.881784197001252e-16
977,2.220446049250313e-16,0.0
978,4.440892098500626e-16,0.0
979,0.0,0.0
980,4.440892098500626e-16,0.0
981,4.440892098500626e-16,0.0
982,0.0,0.0
983,0.0,4.440892098500626e-16
984,4.440892098500626e-16,0.0
985,0.0,0.0
986,0.0,0.0
987,4.440892098500626e-16,2.220446049250313e-16
988,5.551115123125783e-17,4.440892098500626e-16
989,0.0,0.0
990,0.0,4.440892098500626e-16
991,0.0,2.220446049250313e-16
992,0.0,2.220446049250313e-16
993,8.881784197001252e-16,8.881784197001252e-16
994,0.0,0.0
995,4.440892098500626e-16,4.440892098500626e-16
996,4.440892098500626e-16,0.0
997,1.1102230246251565e-16,0.0
998,6.938893903907228e-17,0.0
999,0.0,0.0
1000,5.551115123125783e-17,3.3306690738754696e-16
1001,0.0,0.0
1002,0.0,8.881784197001252e-16
1003,1.457167719820518e-16,1.1102230246251565e-16
1004,0.0,1.1102230246251565e-16
1005,4.440892098500626e-16,0.0
1006,4.440892098500626e-16,2.220446049250313e-16
1007,4.440892098500626e-16,4.440892098500626e-16
1008,0.0,2.7755575615628914e-17
1009,1.942890293094024e-16,0.0
1010,2.220446049250313e-16,1.1102230246251565e-16
1011,0.0,0.0
1012,2.220446049250313e-16,0.0
1013,0.0,0.0
1014,0.0,4.440892098500626e-16
1015,0.0,4.440892098500626e-16
1016,0.0,0.0
1017,8.881784197001252e-16,0.0
1018,4.440892098500626e-16,0.0
1019,2.220446049250313e-16,0.0
1020,0.0,0.0
1021,8.326672684688674e-17,2.220446049250313e-16
1022,9.71445146547012e-17,2.220446049250313e-16
1023,0.0,0.0
1024,5.551115123125783e-17,1.1102230246251565e-16
1025,0.0,4.440892098500626e-16
1026,0.0,0.0
1027,1.249000902703301e-16,2.0816681711721685e-16
1028,0.0,1.3877787807814457e-17
1029,0.0,4.440892098500626e-16
1030,0.0,0.0
1031,4.440892098500626e-16,4.440892098500626e-16
1032,1.1102230246251565e-16,8.326672684688674e-17
1033,4.440892098500626e-16,0.0
1034,0.0,4.440892098500626e-16
1035,0.0,0.0
1036,4.440892098500626e-16,0.0
1037,0.0,0.0
1038,2.7755575615628914e-17,1.6653345369377348e-16
1039,2.220446049250313e-16,0.0
1040,0.0,2.220446049250313e-16
1041,0.0,0.0
1042,4.440892098500626e-16,8.881784197001252e-16
1043,4.440892098500626e-16,4.440892098500626e-16
1044,0.0,0.0
1045,0.0,0.0
1046,2.220446049250313e-16,0.0
1047,2.7755575615628914e-17,5.551115123125783e-17
1048,1.6653345369377348e-16,2.220446049250313e-16
1049,4.440892098500626e-16,4.440892098500626e-16
1050,0.0,2.220446049250313e-16
1051,0.0,0.0
1052,4.440892098500626e-16,4.440892098500626e-16
1053,0.0,0.0
1054,0.0,4.440892098500626e-16
1055,4.440892098500626e-16,0.0
1056,2.220446049250313e-16,4.440892098500626e-16
1057,2.220446049250313e-16,4.440892098500626e-16
1058,0.0,0.0
1059,0.0,8.881784197001252e-16
1060,1.1102230246251565e-16,0.0
1061,2.220446049250313e-16,0.0
1062,8.881784197001252e-16,0.0
1063,2.220446049250313e-16,0.0
1064,2.220446049250313e-16,2.220446049250313e-16
1065,2.220446049250313e-16,2.220446049250313e-16
1066,2.220446049250313e-16,0.0
1067,2.220446049250313e-16,0.0
1068,4.440892098500626e-16,4.440892098500626e-16
1069,1.1102230246251565e-16,8.326672684688674e-17
1070,2.220446049250313e-16,1.942890293094024e-16
1071,0.0,8.881784197001252e-16
1072,0.0,0.0
1073,0.0,8.881784197001252e-16
1074,0.0,0.0
1075,1.6653345369377348e-16,2.220446049250313e-16
1076,2.220446049250313e-16,2.220446049250313e-16
1077,2.220446049250313e-16,4.440892098500626e-16
1078,0.0,2.220446049250313e-16
1079,1.1102230246251565e-16,2.220446049250313e-16
1080,0.0,8.881784197001252e-16
1081,0.0,0.0
1082,1.249000902703301e-16,1.6653345369377348e-16
1083,4.440892098500626e-16,0.0
1084,0.0,4.440892098500626e-16
1085,0.0,0.0
1086,2.7755575615628914e-17,0.0
1087,1.1102230246251565e-16,5.551115123125783e-17
1088,8.881784197001252e-16,0.0
1089,0.0,1.1102230246251565e-16
1090,1.1102230246251565e-16,2.220446049250313e-16
1091,0.0,2.220446049250313e-16
1092,0.0,0.0
1093,1.6653345369377348e-16,4.440892098500626e-16
1094,8.881784197001252e-16,0.0
1095,0.0,0.0
1096,0.0,4.440892098500626e-16
1097,4.440892098500626e-16,0.0
1098,4.440892098500626e-16,4.440892098500626e-16
1099,0.0,8.881784197001252e-16
1100,2.220446049250313e-16,0.0
1101,4.440892098500626e-16,0.0
1102,2.7755575615628914e-17,0.0
1103,2.220446049250313e-16,2.220446049250313e-16
1104,1.1102230246251565e-16,2.220446049250313e-16
1105,2.7755575615628914e-17,2.220446049250313e-16
1106,0.0,2.220446049250313e-16
1107,2.220446049250313e-16,0.0
1108,4.440892098500626e-16,0.0
1109,9.020562075079397e-17,2.7755575615628914e-16
1110,8.881784197001252e-16,8.881784197001252e-16
1111,4.440892098500626e-16,0.0
1112,0.0,8.881784197001252e-16
1113,0.0,0.0
1114,8.881784197001252e-16,8.881784197001252e-16
1115,0.0,0.0
1116,0.0,4.440892098500626e-16
1117,0.0,0.0
1118,2.220446049250313e-16,2.220446049250313e-16
1119,8.881784197001252e-16,0.0
1120,3.191891195797325e-16,2.220446049250313e-16
1121,0.0,0.0
1122,5.551115123125783e-17,1.1102230246251565e-16
1123,0.0,0.0
1124,0.0,0.0
1125,2.220446049250313e-16,1.1102230246251565e-16
1126,0.0,1.1102230246251565e-16
1127,0.0,0.0
1128,0.0,0.0
1129,0.0,4.440892098500626e-16
1130,0.0,0.0
1131,0.0,1.1102230246251565e-16
1132,0.0,4.440892098500626e-16
1133,0.0,1.1102230246251565e-16
1134,2.220446049250313e-16,0.0
1135,4.440892098500626e-16,8.881784197001252e-16
1136,0.0,0.0
1137,2.7755575615628914e-17,4.440892098500626e-16
1138,0.0,0.0
1139,4.440892098500626e-16,0.0
1140,0.0,6.661338147750939e-16
1141,4.440892098500626e-16,0.0
1142,0.0,2.220446049250313e-16
1143,0.0,4.440892098500626e-16
1144,0.0,8.881784197001252e-16
1145,2.7755575615628914e-17,4.440892098500626e-16
1146,2.220446049250313e-16,0.0
1147,4.440892098500626e-16,6.661338147750939e-16
1148,0.0,2.220446049250313e-16
1149,8.881784197001252e-16,8.881784197001252e-16
1150,0.0,2.220446049250313e-16
1151,1.1102230246251565e-16,1.1102230246251565e-16
1152,0.0,0.0
1153,0.0,8.881784197001252e-16
1154,0.0,8.881784197001252e-16
1155,0.0,0.0
1156,0.0,5.967448757360216e-16
1157,1.1102230246251565e-16,0.0
1158,2.220446049250313e-16,4.440892098500626e-16
1159,0.0,0.0
1160,2.220446049250313e-16,0.0
1161,4.440892098500626e-16,0.0
1162,4.440892098500626e-16,4.440892098500626e-16
1163,0.0,0.0
1164,0.0,0.0
1165,1.6653345369377348e-16,2.220446049250313e-16
1166,4.440892098500626e-16,0.0
1167,0.0,0.0
1168,1.6653345369377348e-16,3.3306690738754696e-16
1169,5.551115123125783e-17,8.881784197001252e-16
1170,0.0,0.0
1171,0.0,8.881784197001252e-16
1172,0.0,4.440892098500626e-16
1173,5.551115123125783e-17,1.1102230246251565e-16
1174,0.0,0.0
1175,1.1102230246251565e-16,0.0
1176,0.0,1.1102230246251565e-16
1177,1.1102230246251565e-16,2.498001805406602e-16
1178,0.0,1.1102230246251565e-16
1179,2.220446049250313e-16,0.0
1180,4.440892098500626e-16,0.0
1181,2.220446049250313e-16,4.440892098500626e-16
1182,4.440892098500626e-16,0.0
1183,4.440892098500626e-16,0.0
1184,0.0,2.220446049250313e-16
1185,2.7755575615628914e-16,0.0
1186,4.440892098500626e-16,0.0
1187,0.0,0.0
1188,0.0,0.0
1189,4.440892098500626e-16,4.440892098500626e-16
1190,4.440892098500626e-16,2.220446049250313e-16
1191,0.0,4.440892098500626e-16
1192,8.881784197001252e-16,0.0
1193,0.0,0.0
1194,0.0,0.0
1195,0.0,0.0
1196,1.1102230246251565e-16,1.1102230246251565e-16
1197,1.1102230246251565e-16,1.1102230246251565e-16
1198,2.220446049250313e-16,5.551115123125783e-17
1199,2.220446049250313e-16,2.220446049250313e-16
1200,0.0,0.0
1201,4.440892098500626e-16,0.0
1202,0.0,1.6653345369377348e-16
1203,2.220446049250313e-16,0.0
1204,1.1102230246251565e-16,1.1102230246251565e-16
1205,0.0,8.326672684688674e-16
1206,0.0,0.0
1207,0.0,0.0
1208,2.220446049250313e-16,2.220446049250313e-16
1209,1.1102230246251565e-16,4.440892098500626e-16
1210,0.0,5.551115123125783e-17
1211,4.440892098500626e-16,8.881784197001252e-16
1212,0.0,4.440892098500626e-16
1213,4.440892098500626e-16,0.0
1214,2.220446049250313e-16,0.0
1215,0.0,0.0
1216,8.881784197001252e-16,0.0
1217,0.0,1.1102230246251565e-16
1218,2.220446049250313e-16,0.0
1219,0.0,2.7755575615628914e-17
1220,4.440892098500626e-16,2.220446049250313e-16
1221,0.0,4.440892098500626e-16
1222,4.440892098500626e-16,4.440892098500626e-16
1223,0.0,8.881784197001252e-16
1224,1.1102230246251565e-16,0.0
1225,0.0,1.1102230246251565e-16
1226,0.0,4.440892098500626e-16
1227,0.0,0.0
1228,4.440892098500626e-16,2.220446049250313e-16
1229,4.440892098500626e-16,4.440892098500626e-16
1230,2.220446049250313e-16,0.0
1231,4.440892098500626e-16,0.0
1232,0.0,0.0
1233,0.0,0.0
1234,5.551115123125783e-17,1.1102230246251565e-16
1235,0.0,4.440892098500626e-16
1236,4.440892098500626e-16,6.661338147750939e-16
1237,2.220446049250313e-16,3.3306690738754696e-16
1238,0.0,0.0
1239,0.0,2.220446049250313e-16
1240,2.220446049250313e-16,0.0
1241,1.1102230246251565e-16,0.0
1242,7.632783294297951e-17,1.1102230246251565e-16
1243,4.440892098500626e-16,0.0
1244,0.0,0.0
1245,0.0,3.3306690738754696e-16
1246,1.6653345369377348e-16,0.0
1247,0.0,0.0
1248,0.0,0.0
1249,2.220446049250313e-16,0.0
1250,2.220446049250313e-16,2.220446049250313e-16
1251,2.220446049250313e-16,0.0
1252,4.440892098500626e-16,0.0
1253,0.0,1.3877787807814457e-16
1254,4.440892098500626e-16,4.440892098500626e-16
1255,0.0,4.440892098500626e-16
1256,4.440892098500626e-16,0.0
1257,2.220446049250313e-16,4.440892098500626e-16
1258,0.0,4.440892098500626e-16
1259,0.0,0.0
1260,0.0,4.440892098500626e-16
1261,0.0,0.0
1262,5.551115123125783e-17,5.551115123125783e-17
1263,8.326672684688674e-17,0.0
1264,2.220446049250313e-16,1.1102230246251565e-16
1265,0.0,4.440892098500626e-16
1266,0.0,0.0
1267,0.0,2.220446049250313e-16
1268,0.0,8.881784197001252e-16
1269,1.1102230246251565e-16,2.220446049250313e-16
1270,0.0,0.0
1271,4.440892098500626e-16,0.0
1272,0.0,0.0
1273,0.0,8.881784197001252e-16
1274,0.0,4.440892098500626e-16
1275,0.0,2.220446049250313e-16
1276,4.440892098500626e-16,8.881784197001252e-16
1277,4.440892098500626e-16,2.220446049250313e-16
1278,0.0,8.881784197001252e-16
1279,0.0,0.0
1280,4.440892098500626e-16,4.440892098500626e-16
1281,1.1102230246251565e-16,0.0
1282,0.0,2.220446049250313e-16
1283,0.0,4.440892098500626e-16
1284,1.1102230246251565e-16,4.440892098500626e-16
1285,0.0,1.1102230246251565e-16
1286,0.0,0.0
1287,0.0,0.0
1288,4.440892098500626e-16,4.440892098500626e-16
1289,0.0,3.0531133177191805e-16
1290,8.881784197001252e-16,8.881784197001252e-16
1291,0.0,2.220446049250313e-16
1292,4.440892098500626e-16,8.881784197001252e-16
1293,5.551115123125783e-17,0.0
1294,4.440892098500626e-16,0.0
1295,0.0,8.881784197001252e-16
1296,0.0,8.881784197001252e-16
1297,0.0,0.0
1298,1.6653345369377348e-16,2.220446049250313e-16
1299,0.0,1.1102230246251565e-16
1300,4.440892098500626e-16,8.881784197001252e-16
1301,0.0,0.0
1302,4.440892098500626e-16,0.0
1303,0.0,0.0
1304,4.440892098500626e-16,0.0
1305,8.881784197001252e-16,8.881784197001252e-16
1306,0.0,0.0
1307,4.440892098500626e-16,0.0
1308,2.220446049250313e-16,4.440892098500626e-16
1309,0.0,1.1102230246251565e-16
1310,2.220446049250313e-16,0.0
1311,0.0,3.3306690738754696e-16
1312,0.0,4.440892098500626e-16
1313,0.0,2.7755575615628914e-17
1314,4.440892098500626e-16,1.6653345369377348e-16
1315,0.0,4.440892098500626e-16
1316,0.0,2.220446049250313e-16
1317,4.440892098500626e-16,0.0
1318,0.0,0.0
1319,4.440892098500626e-16,0.0
1320,0.0,0.0
1321,4.440892098500626e-16,3.3306690738754696e-16
1322,4.440892098500626e-16,4.440892098500626e-16
1323,4.440892098500626e-16,2.220446049250313e-16
1324,4.440892098500626e-16,0.0
1325,2.220446049250313e-16,0.0
1326,4.440892098500626e-16,6.661338147750939e-16
1327,0.0,0.0
1328,1.1102230246251565e-16,2.220446049250313e-16
1329,0.0,4.440892098500626e-16
1330,5.551115123125783e-17,2.220446049250313e-16
1331,0.0,4.440892098500626e-16
1332,0.0,0.0
1333,0.0,0.0
1334,1.1102230246251565e-16,1.8041124150158794e-16
1335,0.0,0.0
1336,4.440892098500626e-16,0.0
1337,1.1102230246251565e-16,0.0
1338,4.440892098500626e-16,0.0
1339,0.0,2.220446049250313e-16
1340,0.0,8.881784197001252e-16
1341,0.0,0.0
1342,4.440892098500626e-16,4.440892098500626e-16
1343,4.440892098500626e-16,0.0
1344,1.1102230246251565e-16,5.551115123125783e-17
1345,4.440892098500626e-16,3.3306690738754696e-16
1346,0.0,8.881784197001252e-16
1347,0.0,4.440892098500626e-16
1348,1.1102230246251565e-16,2.220446049250313e-16
1349,0.0,0.0
1350,4.440892098500626e-16,8.881784197001252e-16
1351,4.440892098500626e-16,0.0
1352,0.0,8.881784197001252e-16
1353,1.1102230246251565e-16,1.1102230246251565e-16
1354,1.734723475976807e-17,0.0
1355,0.0,5.551115123125783e-17
1356,0.0,2.220446049250313e-16
1357,0.0,4.440892098500626e-16
1358,0.0,0.0
1359,0.0,4.440892098500626e-16
1360,0.0,8.881784197001252e-16
1361,0.0,0.0
1362,0.0,4.440892098500626e-16
1363,0.0,2.220446049250313e-16
1364,2.220446049250313e-16,0.0
1365,0.0,1.942890293094024e-16
1366,2.220446049250313e-16,2.220446049250313e-16
1367,8.326672684688674e-17,0.0
1368,2.220446049250313e-16,0.0
1369,2.220446049250313e-16,0.0
1370,4.440892098500626e-16,0.0
1371,0.0,0.0
1372,2.220446049250313e-16,0.0
1373,0.0,0.0
1374,4.440892098500626e-16,8.881784197001252e-16
1375,0.0,0.0
1376,1.1102230246251565e-16,0.0
1377,0.0,0.0
1378,4.440892098500626e-16,0.0
1379,4.440892098500626e-16,4.440892098500626e-16
1380,2.220446049250313e-16,2.220446049250313e-16
1381,0.0,0.0
1382,0.0,0.0
1383,4.440892098500626e-16,0.0
1384,2.7755575615628914e-17,1.1102230246251565e-16
1385,4.440892098500626e-16,4.440892098500626e-16
1386,4.440892098500626e-16,4.440892098500626e-16
1387,1.7694179454963432e-16,0.0
1388,0.0,1.3183898417423734e-16
1389,1.942890293094024e-16,2.220446049250313e-16
1390,2.220446049250313e-16,2.220446049250313e-16
1391,0.0,0.0
1392,2.5673907444456745e-16,1.3322676295501878e-15
1393,4.440892098500626e-16,0.0
1394,0.0,2.220446049250313e-16
1395,0.0,0.0
1396,0.0,0.0
1397,0.0,4.440892098500626e-16
1398,2.220446049250313e-16,2.220446049250313e-16
1399,0.0,0.0
1400,0.0,0.0
1401,0.0,1.1102230246251565e-16
1402,4.440892098500626e-16,0.0
1403,4.440892098500626e-16,0.0
1404,5.551115123125783e-17,0.0
1405,0.0,0.0
1406,0.0,0.0
1407,4.440892098500626e-16,8.881784197001252e-16
1408,8.881784197001252e-16,0.0
1409,4.440892098500626e-16,8.881784197001252e-16
1410,2.220446049250313e-16,0.0
1411,0.0,0.0
1412,0.0,0.0
1413,6.765421556309548e-17,1.6653345369377348e-16
1414,1.1102230246251565e-16,2.220446049250313e-16
1415,6.591949208711867e-17,9.020562075079397e-17
1416,0.0,0.0
1417,2.220446049250313e-16,0.0
1418,0.0,2.220446049250313e-16
1419,0.0,4.440892098500626e-16
1420,6.418476861114186e-17,8.326672684688674e-17
1421,1.1102230246251565e-16,0.0
1422,0.0,4.440892098500626e-16
1423,4.440892098500626e-16,0.0
1424,0.0,0.0
1425,0.0,8.881784197001252e-16
1426,0.0,8.881784197001252e-16
1427,0.0,2.0816681711721685e-16
1428,0.0,1.1102230246251565e-16
1429,8.881784197001252e-16,8.881784197001252e-16
1430,0.0,2.220446049250313e-16
1431,0.0,0.0
1432,0.0,0.0
1433,0.0,8.881784197001252e-16
1434,1.6653345369377348e-16,5.551115123125783e-16
1435,2.220446049250313e-16,0.0
1436,6.938893903907228e-17,2.220446049250313e-16
1437,1.1102230246251565e-16,0.0
1438,0.0,2.7755575615628914e-16
1439,1.1102230246251565e-16,5.551115123125783e-17
1440,0.0,4.440892098500626e-16
1441,5.551115123125783e-17,0.0
1442,0.0,1.1102230246251565e-16
1443,1.1102230246251565e-16,0.0
1444,0.0,4.440892098500626e-16
1445,0.0,8.881784197001252e-16
1446,0.0,0.0
1447,4.440892098500626e-16,0.0
1448,0.0,0.0
1449,0.0,0.0
1450,0.0,4.440892098500626e-16
1451,0.0,0.0
1452,0.0,0.0
1453,1.1102230246251565e-16,2.220446049250313e-16
1454,0.0,2.220446049250313e-16
1455,0.0,0.0
1456,0.0,4.440892098500626e-16
1457,1.1102230246251565e-16,4.440892098500626e-16
1458,0.0,0.0
1459,1.8041124150158794e-16,0.0
1460,0.0,0.0
1461,1.6653345369377348e-16,8.881784197001252e-16
1462,4.440892098500626e-16,8.881784197001252e-16
1463,5.551115123125783e-17,2.220446049250313e-16
1464,0.0,0.0
1465,2.220446049250313e-16,1.1102230246251565e-16
1466,1.1102230246251565e-16,4.440892098500626e-16
1467,5.551115123125783e-17,5.551115123125783e-17
1468,4.440892098500626e-16,0.0
1469,2.220446049250313e-16,8.326672684688674e-17
1470,1.1102230246251565e-16,2.220446049250313e-16
1471,1.1102230246251565e-16,1.1102230246251565e-16
1472,0.0,0.0
1473,5.551115123125783e-17,1.1102230246251565e-16
1474,0.0,8.881784197001252e-16
1475,0.0,4.440892098500626e-16
1476,4.440892098500626e-16,4.440892098500626e-16
1477,0.0,2.220446049250313e-16
1478,0.0,4.440892098500626e-16
1479,4.440892098500626e-16,1.1102230246251565e-16
1480,1.6653345369377348e-16,1.1102230246251565e-16
1481,0.0,2.220446049250313e-16
1482,0.0,2.220446049250313e-16
1483,0.0,0.0
1484,0.0,8.881784197001252e-16
1485,0.0,4.440892098500626e-16
1486,0.0,0.0
1487,0.0,4.440892098500626e-16
1488,4.440892098500626e-16,0.0
1489,2.220446049250313e-16,0.0
1490,4.440892098500626e-16,0.0
1491,0.0,1.1102230246251565e-16
1492,0.0,1.1102230246251565e-16
1493,0.0,0.0
1494,2.220446049250313e-16,4.440892098500626e-16
1495,0.0,2.220446049250313e-16
1496,0.0,0.0
1497,8.881784197001252e-16,8.881784197001252e-16
1498,0.0,2.220446049250313e-16
1499,0.0,1.1102230246251565e-16
1500,4.440892098500626e-16,4.440892098500626e-16
1501,0.0,0.0
1502,4.440892098500626e-16,1.7763568394002505e-15
1503,1.6653345369377348e-16,0.0
1504,0.0,0.0
1505,0.0,0.0
1506,1.1102230246251565e-16,4.440892098500626e-16
1507,0.0,8.881784197001252e-16
1508,0.0,0.0
1509,0.0,2.220446049250313e-16
1510,4.440892098500626e-16,2.220446049250313e-16
1511,0.0,0.0
1512,0.0,4.440892098500626e-16
1513,4.440892098500626e-16,0.0
1514,1.1102230246251565e-16,0.0
1515,0.0,0.0
1516,4.440892098500626e-16,0.0
1517,0.0,0.0
1518,0.0,4.440892098500626e-16
1519,0.0,0.0
1520,0.0,0.0
1521,2.220446049250313e-16,2.220446049250313e-16
1522,8.881784197001252e-16,0.0
1523,2.220446049250313e-16,0.0
1524,0.0,0.0
1525,1.214306433183765e-16,0.0
1526,0.0,0.0
1527,2.220446049250313e-16,4.440892098500626e-16
1528,0.0,0.0
1529,2.220446049250313e-16,0.0
1530,2.220446049250313e-16,2.220446049250313e-16
1531,0.0,0.0
1532,0.0,0.0
1533,0.0,0.0
1534,0.0,1.1102230246251565e-16
1535,0.0,0.0
1536,0.0,4.440892098500626e-16
1537,0.0,0.0
1538,0.0,1.1102230246251565e-16
1539,0.0,0.0
