sample_index,lambda,second_order_error,third_order_error,fourth_order_error
1755,0.1,3.2142243967248074e-05,2.4266970486408468e-06,1.7612700853320007e-08
1755,0.2,0.00011873619702973404,1.953956703393267e-05,2.6689225174347797e-07
1756,0.025,2.8731496931708178e-05,4.071663878280063e-08,9.868877520746722e-10
1756,0.05,0.00011508056944013745,3.174482684220603e-07,1.6179943843064315e-08
1756,0.1,0.00046144997546929134,2.3974907824297897e-06,2.7153491570508503e-07
1756,0.2,0.0018528020154372354,1.6592076689816992e-05,4.760128895241189e-06
1757,0.025,5.855020328571214e-06,1.3472384353951927e-09,4.3962233159389186e-10
1757,0.05,2.341123674934331e-05,1.4233518683126611e-08,6.972589863124545e-09
1757,0.1,9.353421591958705e-05,1.6766515252217284e-07,1.0957772195001325e-07
1757,0.2,0.000372654275771888,2.153248516545414e-06,1.6885490719664026e-06
1758,0.025,1.6926237481063033e-05,7.695509381122623e-08,3.6914951651034755e-10
1758,0.05,6.800968291760523e-05,6.125533685980011e-07,6.0405779822581e-09
1758,0.1,0.00027443627281817373,4.8477546221448176e-06,1.009969505250119e-07
1758,0.2,0.0011161853664136967,3.783129362958104e-05,1.758718951694327e-06
1759,0.025,1.9146246085857688e-06,4.079094381714832e-08,1.805104607455199e-10
1759,0.05,7.820153267390495e-06,3.248186083090743e-07,2.9530259348931054e-09
1759,0.1,3.255419224089395e-05,2.572853604582148e-06,4.931946936959086e-08
1759,0.2,0.00014004793525630027,2.0122580711039173e-05,8.548038805573921e-07
1760,0.025,1.6416734078456008e-05,3.345751680705611e-07,1.903922963730764e-09
1760,0.05,6.698966228244063e-05,2.6610266408988448e-06,3.0806087375490065e-08
1760,0.1,0.00027834567993639814,2.10311373702865e-05,5.035244560191998e-07
1760,0.2,0.0011931629208671302,0.00016390475060265586,8.372544007706484e-06
1761,0.025,4.630743418804206e-05,3.2093849744452285e-08,3.533818904166708e-09
1761,0.05,0.00018532927159292667,2.2791023976398428e-07,5.711110934170094e-08
1761,0.1,0.0007417537286819598,1.3482832693090252e-06,9.318875235919677e-07
1761,0.2,0.0029643849169690706,2.7631353184398577e-06,1.547823102474033e-05
1762,0.025,2.390936810758859e-07,3.48757654422549e-08,2.7571667171599756e-11
1762,0.05,1.0960837774631749e-06,2.7921211492865083e-07,4.2656489451786683e-10
1762,0.1,5.504130775546567e-06,2.23664412535296e-06,6.359725135407501e-09
1762,0.2,3.099898060360262e-05,1.792903400277268e-05,8.675880092123833e-08
1763,0.025,6.1934260296991894e-06,2.7198804500305762e-08,3.967703526841504e-10
1763,0.05,2.4661726165581266e-05,2.2077317121671491e-07,6.356898049619808e-09
1763,0.1,9.771270952803335e-05,1.817287819158575e-06,1.0195763382181422e-07
1763,0.2,0.0003827598308326352,1.5360158556132486e-05,1.6375170734661548e-06
1764,0.025,6.303992971440353e-06,2.566954833971291e-07,7.255034628617096e-10
1764,0.05,2.4183672509697773e-05,2.0590813095966443e-06,1.1321470122505062e-08
1764,0.1,8.841707039522473e-05,1.6553944881980698e-05,1.718661662153398e-07
1764,0.2,0.00028638049468049376,0.0001335035664283557,2.446936702232838e-06
1765,0.025,3.402706732140437e-05,7.858589029519081e-08,1.585195530395822e-09
1765,0.05,0.0001364095822965622,6.156565721532337e-07,2.5712114451459378e-08
1765,0.1,0.0005478840135094143,4.7083106117784546e-06,4.2263888108684533e-07
1765,0.2,0.0022066247472515843,3.392193566104096e-05,7.125660281853685e-06
1766,0.025,8.115128672631089e-06,7.515159846926966e-07,1.8434385129495467e-09
1766,0.05,2.9441203017371853e-05,6.025375611895534e-06,2.7995242513068064e-08
1766,0.1,9.348776842066364e-05,4.837854609637815e-05,3.9950314137393583e-07
1766,0.2,0.00017880862627372984,0.0003886566317944373,4.824288154320344e-06
1767,0.025,1.0499716041223461e-05,1.2253000697404204e-09,3.7231880772869985e-10
1767,0.05,4.2000995819697906e-05,7.032855076083422e-09,5.748095957547328e-09
1767,0.1,0.0001679927617385807,1.6909880079518658e-08,8.533772820340513e-08
1767,0.2,0.0006715636477793996,3.397596545912096e-07,1.1577405208129665e-06
1768,0.025,1.0071510124054495e-05,1.7598139191721263e-07,9.17999364025146e-10
1768,0.05,4.0982475203871216e-05,1.4003602753220878e-06,1.4834854948631016e-08
1768,0.1,0.00016940809351931319,1.1079633805130551e-05,2.419272370629555e-07
1768,0.2,0.0007198781818979483,8.656434304121774e-05,4.008145296274801e-06
1769,0.025,1.5833677499688115e-07,8.888978747512155e-09,9.664241629181447e-12
1769,0.05,5.977155638769993e-07,7.118745111445168e-08,1.5293503963231814e-10
1769,0.1,2.1049439237336154e-06,5.70668136204433e-07,2.3920076058780992e-09
1769,0.2,6.119747557653543e-06,4.5827006820986504e-06,3.649165333796667e-08
1770,0.025,7.497690462932027e-08,2.985740932270886e-09,8.358869152402804e-13
1770,0.05,3.118568495386054e-07,2.3892194805918976e-08,1.2954415318233714e-11
1770,0.1,1.3430900401845136e-06,1.9123142122601244e-07,1.9749804569535456e-10
1770,0.2,6.138552660822638e-06,1.531118184960878e-06,2.84679954609679e-09
1771,0.025,2.902453712982922e-05,3.222403660574358e-08,1.6362639021494374e-09
1771,0.05,0.00011595646644474433,2.7057822105103213e-07,2.587603958881246e-08
1771,0.1,0.0004625462370122513,2.3619416509856883e-06,4.043241994544644e-07
1771,0.2,0.001837809342523422,2.1823372129525787e-05,6.162432517053951e-06
1772,0.025,2.0834709163530807e-05,5.911290834603733e-08,1.2896608225787531e-09
1772,0.05,8.356504940221221e-05,4.6266438141762123e-07,2.055617187579628e-08
1772,0.1,0.0003359489863155596,3.539446232436738e-06,3.2631819385509075e-07
1772,0.2,0.0013554300914178363,2.579193108542821e-05,5.13418432510071e-06
1773,0.025,1.3764456905859812e-05,1.679027984910486e-07,1.2325769363497052e-09
1773,0.05,5.5719501923685855e-05,1.3332854942038619e-06,1.9797509222263532e-08
1773,0.1,0.00022805047636030584,1.0505610642363994e-05,3.1905338504500946e-07
1773,0.2,0.0009516081879118038,8.14287250400364e-05,5.168587179249506e-06
1774,0.025,1.7298747154184668e-05,7.496636857118322e-08,1.1064045929431998e-09
1774,0.05,6.888625715115171e-05,6.085969398439417e-07,1.7717228045777134e-08
1774,0.1,0.0002729685250580649,5.010891305931575e-06,2.8385361157401423e-07
1774,0.2,0.0010695539911603769,4.236367429562293e-05,4.547372740720812e-06
1775,0.025,1.853322934503021e-05,1.7248431100069794e-07,1.5225783411842997e-09
1775,0.05,7.345516989520906e-05,1.367684728942331e-06,2.4370385820482454e-08
1775,0.1,0.0002885449959368902,1.0746422559743118e-05,3.900183583316341e-07
1775,0.2,0.0011143056524378636,8.286002154869743e-05,6.231505795789571e-06
1776,0.025,3.836813174352624e-05,3.2636135065908928e-06,1.279362296874656e-08
1776,0.05,0.00016641150580234965,2.5993432854608256e-05,2.1782418186885866e-07
1776,0.1,0.0007674667448751005,0.0002057944530841349,3.895603207682008e-06
1776,0.2,0.0038495042429771698,0.0016028150758133075,7.470537452120007e-05
1777,0.025,1.1295050514337213e-07,3.4925745795444385e-08,2.067696014407261e-11
1777,0.05,5.916563568797439e-07,2.7955731951578855e-07,3.167689166527765e-10
1777,0.1,3.4869400521164717e-06,2.23854390266065e-06,4.61949795083072e-09
1777,0.2,2.292445036275459e-05,1.7930865764986814e-05,5.94705272249918e-08
1778,0.025,8.223346066822679e-06,7.619025407107349e-08,5.568705913061578e-11
1778,0.05,3.319747342186291e-05,6.088501708703675e-07,1.117358164326454e-09
1778,0.1,0.00013520904626417724,4.854553260193184e-06,2.518697208436782e-08
1778,0.2,0.0005598149898939364,3.8397017878014084e-05,6.409039802340866e-07
1779,0.025,3.3589839372044628e-06,2.6799163541091353e-08,2.5337601461394854e-10
1779,0.05,1.3330776648945442e-05,2.1235575402289708e-07,4.06456243662312e-09
1779,0.1,5.2506501149254814e-05,1.6660284626185407e-06,6.533406907149875e-08
1779,0.2,0.0002038919693466701,1.279814910082333e-05,1.0527511527247402e-06
1780,0.025,7.914008653631122e-06,6.715667069667752e-08,4.0602102235887116e-10
1780,0.05,3.192138532343014e-05,5.339773917201196e-07,6.524142087682705e-09
1780,0.1,0.0001297684001113908,4.218768384522953e-06,1.052438859949767e-07
1780,0.2,0.0005350814539968329,3.288292708936158e-05,1.7091710747541011e-06
1781,0.025,1.0638694163400686e-05,5.035893368976474e-09,3.7005465358674883e-10
1781,0.05,4.25719851386841e-05,3.735205833521604e-08,5.895526067334345e-09
1781,0.1,0.0001703910061465752,2.5247382517967765e-07,9.350684981868085e-08
1781,0.2,0.0006818527449937717,1.2986157083005878e-06,1.469229692019347e-06
1782,0.025,1.3663492097915064e-05,2.3024397249882256e-07,1.102847202449908e-09
1782,0.05,5.3724205259897406e-05,1.850739021758141e-06,1.761001933164863e-08
1782,0.1,0.00020735420584921949,1.4945571277458214e-05,2.805392579352528e-07
1782,0.2,0.0007674354867627242,0.0001217636217440976,4.443365587802894e-06
1783,0.025,3.1931612877109106e-05,3.755877206745861e-07,1.8302270810011123e-09
1783,0.05,0.00012623892662247393,2.98987576867471e-06,2.946781335610993e-08
1783,0.1,0.00049323736470272,2.3677844861902386e-05,4.769037943719301e-07
1783,0.2,0.0018821983949841442,0.00018546244327434513,7.775545975807763e-06
1784,0.025,4.72175760512783e-05,5.419940869999529e-07,7.322137951515373e-09
1784,0.05,0.0001909792705910851,4.276942733943967e-06,1.1758706572329025e-07
1784,0.1,0.0007800719988379501,3.3262687409413294e-05,1.8935509879247636e-06
1784,0.2,0.003237907264868528,0.0002506700191544087,3.0579888024379054e-05
1785,0.025,1.1128028883367058e-06,3.4263964415748305e-08,1.0039885589563369e-11
1785,0.05,4.314089624951611e-06,2.741777860304495e-07,1.4638981693515518e-10
1785,0.1,1.615892856973722e-05,2.194141074191025e-06,1.889904427399003e-09
1785,0.2,5.585848093103696e-05,1.7553797644731528e-05,1.5788286567008925e-08
1786,0.025,1.2242375177495823e-07,3.2154463647238174e-08,1.73410730219814e-11
1786,0.05,3.612294085242329e-07,2.5708345313679715e-07,2.9098470855082326e-10
1786,0.1,4.1934259020770526e-07,2.0539088564086594e-06,5.0866463818799446e-09
1786,0.2,6.483892481812248e-06,1.6376898268305462e-05,9.506575410211937e-08
1787,0.025,7.949910265814264e-06,4.083419824496559e-09,3.6821679039178434e-10
1787,0.05,3.178039784640374e-05,3.5576896179057016e-08,5.855271822952091e-09
1787,0.1,0.0001269336109853969,3.3028798493428546e-07,9.251499000217933e-08
1787,0.2,0.0005057110734167092,3.3445224646155847e-06,1.442338505075469e-06
1788,0.025,1.7265426661375316e-05,2.012797325062765e-07,1.7893001247326623e-09
1788,0.05,6.985241695499356e-05,1.5958292394896434e-06,2.872302151679662e-08
1788,0.1,0.00028556043115718355,1.2534080295181771e-05,4.6233779291138255e-07
1788,0.2,0.0011886063835209043,9.65009800728972e-05,7.470364631799453e-06
1789,0.025,6.340435299134056e-06,8.831702167852451e-08,3.8878945896048123e-10
1789,0.05,2.571184860104825e-05,7.033754912191825e-07,6.270997891105745e-09
1789,0.1,0.00010560915225110365,5.575259811790856e-06,1.0191210108451143e-07
1789,0.2,0.0004438744760043717,4.3738906247113574e-05,1.6784690558963034e-06
1790,0.025,7.2681878870994865e-06,5.8193061674982616e-08,3.6476888176650846e-10
1790,0.05,2.8837085446764554e-05,4.6843834827781095e-07,5.812005876570936e-09
1790,0.1,0.00011342889838231174,3.793196797857723e-06,9.218605864780294e-08
1790,0.2,0.0004378329478156029,3.1055432905130465e-05,1.4473469913678372e-06
1791,0.025,2.951664704705509e-06,7.357703846536112e-08,8.019222716426633e-10
1791,0.05,1.1505967151909102e-05,5.949998207813167e-07,1.279889123850797e-08
1791,0.1,4.3542592728137985e-05,4.861275162609813e-06,2.0366772625346474e-07
1791,0.2,0.0001531377746277346,4.04776969352566e-05,3.21683744439194e-06
1792,0.025,2.6763235102644778e-05,4.046710111449414e-08,1.220414991287555e-09
1792,0.05,0.00010688154582272347,3.3326299236913215e-07,1.9289503327968305e-08
1792,0.1,0.00042604635692922166,2.812878331148738e-06,3.010904187639163e-07
1792,0.2,0.001690762683091318,2.4674257950163536e-05,4.5799546509184275e-06
1793,0.025,9.948019949246323e-06,2.178112440409663e-09,3.820009863986229e-10
1793,0.05,3.979776713933236e-05,1.439979210871023e-08,6.081115250244906e-09
1793,0.1,0.00015920100934727066,6.753995832053938e-08,9.63073005511017e-08
1793,0.2,0.0006363359593358764,1.979182198963425e-07,1.5086962908694712e-06
1794,0.025,1.9276190978995134e-05,3.3857938758208306e-08,1.219495393556258e-09
1794,0.05,7.695948669958486e-05,2.807089714285116e-07,1.9601424566806358e-08
1794,0.1,0.00030655552021935373,2.4052624646719867e-06,3.164020897228337e-07
1794,0.2,0.0012139864414393853,2.1856689296675946e-05,5.1458062970966e-06
1795,0.025,3.3538151257561655e-06,6.866645374525859e-08,4.874406434041134e-10
1795,0.05,1.3686029610132655e-05,5.454349220890276e-07,7.796233075785253e-09
1795,0.1,5.6863630536724274e-05,4.301251784494253e-06,1.245974567964936e-07
1795,0.2,0.0002436707691662876,3.342125415742303e-05,1.985539772791922e-06
1796,0.025,3.157523240537863e-06,7.351721797999033e-08,1.3726758618659574e-10
1796,0.05,1.2923020389743467e-05,5.869962994564659e-07,2.239585183971826e-09
1796,0.1,5.402077665334071e-05,4.676680292192703e-06,3.720678504182118e-08
1796,0.2,0.0002344490904749308,3.707270503044979e-05,6.383915873153789e-07
1797,0.025,5.391247564476287e-06,1.1336136331724367e-07,5.91047599751704e-10
1797,0.05,2.110685613262303e-05,9.115795785510916e-07,9.417052811155902e-09
1797,0.1,8.070711601619249e-05,7.366626828504003e-06,1.493266225845169e-07
1797,0.2,0.0002922150027467457,6.00799686320333e-05,2.3415669846826165e-06
1798,0.025,1.0118284786725384e-05,1.1655524711357002e-07,7.161227166818662e-10
1798,0.05,4.093356024843092e-05,9.266420899836647e-07,1.1528868637533662e-08
1798,0.1,0.00016734639309513855,7.318720461356454e-06,1.8664720761313314e-07
1798,0.2,0.0006971026740680147,5.699198353288637e-05,3.0509578188842035e-06
1799,0.025,5.428053209997202e-06,1.3385510438945758e-07,6.59099077399139e-10
1799,0.05,2.2242295795263725e-05,1.0655033728310115e-06,1.0610254897770732e-08
1799,0.1,9.314433761142132e-05,8.43716792169047e-06,1.7174110014239047e-07
1799,0.2,0.00040489468392181094,6.606600516288752e-05,2.8052670117753586e-06
1800,0.025,6.6661543741547424e-06,8.053043042133279e-08,3.061147030303246e-10
1800,0.05,2.6340085301966576e-05,6.466539163307861e-07,4.859390591305246e-09
1800,0.1,0.00010273610293413948,5.210853939063842e-06,7.649773313411767e-08
1800,0.2,0.00038953047245955663,4.225735503325667e-05,1.1825053858049994e-06
1801,0.025,1.3468145043382673e-06,1.89924966725874e-09,1.63305757805432e-11
1801,0.05,5.3947247363878015e-06,1.5063717703767132e-08,2.609242544249213e-10
1801,0.1,2.1637076796476862e-05,1.1843272174072439e-07,4.1644139039953565e-09
1801,0.2,8.698906830613418e-05,9.144920071826879e-07,6.628507796119232e-08
1802,0.025,1.2982095260294368e-05,1.7558345957735533e-08,4.47021933358549e-10
1802,0.05,5.1995060961984585e-05,1.369133046380533e-07,7.1296385045771515e-09
1802,0.1,0.0002084715992294317,1.0390086000455767e-06,1.1333494503995567e-07
1802,0.2,0.0008371602978538562,7.429935336311644e-06,1.7888130244281264e-06
1803,0.025,6.640319852868615e-07,7.528115086863352e-08,8.819522889780274e-11
1803,0.05,2.9565035140066698e-06,6.015001762782468e-07,1.4545924464925974e-09
1803,0.1,1.4218991306436113e-05,4.798977955411399e-06,2.4660194497538868e-08
1803,0.2,7.583086055523713e-05,3.815080715113828e-05,4.3829804802220096e-07
1804,0.025,4.1370116917877064e-06,1.056243141561719e-08,4.845371326389625e-11
1804,0.05,1.6505418336136557e-05,8.48781566697987e-08,7.66335071789026e-10
1804,0.1,6.56763174150532e-05,6.848685561583467e-07,1.197398339508604e-08
1804,0.2,0.00025987906756586715,5.565676318985968e-06,1.8251973687294365e-07
1805,0.025,1.294206617785676e-05,3.9498560944206673e-07,2.150739586426198e-09
1805,0.05,5.3330485539238026e-05,3.142163265801301e-06,3.492752653766473e-08
1805,0.1,0.00022559515236209027,2.4841863268232345e-05,5.748630702573365e-07
1805,0.2,0.0009966690926053179,0.0001936559362298862,9.677874478031256e-06
1806,0.025,6.238269147917919e-07,8.637331366800893e-08,4.34485780687055e-11
1806,0.05,2.8404066376164216e-06,6.905922330657788e-07,7.418650138646399e-10
1806,0.1,1.4116571776412457e-05,5.517314158154374e-06,1.3358626427262266e-08
1806,0.2,7.838146004723878e-05,4.3984429574317474e-05,2.609527024466374e-07
1807,0.025,2.46531053529897e-06,2.878840860143228e-09,7.78245523580523e-13
1807,0.05,9.87276204710702e-06,2.3035269358651078e-08,1.07684208772163e-11
1807,0.1,3.9583221017200354e-05,1.8431390620687882e-07,1.1789868387124258e-10
1807,0.2,0.00015906926904488833,1.4736406009144276e-06,7.254073036699893e-11
1808,0.025,1.7830519565442682e-05,1.8599264811625105e-07,1.6093947285966692e-09
1808,0.05,7.205307822777396e-05,1.4749705584127248e-06,2.5845784512590342e-08
1808,0.1,0.0002939025860662081,1.1590155388707668e-05,4.1637535480587573e-07
1808,0.2,0.0012185623455457928,8.931262283590202e-05,6.739623112039794e-06
1809,0.025,9.904060785867475e-06,3.4259817011106364e-08,1.1838525992846627e-10
1809,0.05,3.975418288634791e-05,2.7497901093631594e-07,1.8475568852593938e-09
1809,0.1,0.00016012988922192717,2.2130737202807893e-06,2.8022087858459166e-08
1809,0.2,0.0006495436211529787,1.7876359146414e-05,3.959460870076037e-07
1810,0.025,8.253710674421821e-06,3.8772985655466385e-08,4.003454789902605e-10
1810,0.05,3.285655209483984e-05,3.133825455248207e-07,6.4014242240340025e-09
1810,0.1,0.00013012162470571464,2.558113855688493e-06,1.0226488517117716e-07
1810,0.2,0.0005094427459929607,2.127620825259635e-05,1.6294164885688467e-06
1811,0.025,3.5005381487825116e-06,7.874362185911199e-08,2.4381191163214133e-10
1811,0.05,1.4315136283381269e-05,6.279581756842012e-07,3.941294488690739e-09
1811,0.1,5.9739579165690726e-05,4.990866734902455e-06,6.43290264945584e-08
1811,0.2,0.0002583680989457354,3.937324922258234e-05,1.0683168685798883e-06
1812,0.025,1.9785695174703855e-05,1.203909094915634e-07,1.674180793997948e-10
1812,0.05,7.962555921275927e-05,9.643421519101025e-07,2.5542206544271195e-09
1812,0.1,0.00032237592194110654,7.731053697696e-06,3.675024767835211e-08
1812,0.2,0.0013205812905785486,6.200181760490642e-05,4.4739000470972456e-07
1813,0.025,9.000231637162903e-06,3.6169191058865735e-08,2.1024779139899863e-10
1813,0.05,3.585452120227761e-05,2.9108211063721967e-07,3.410564469730204e-09
1813,0.1,0.00014222496252572214,2.357450725909427e-06,5.6078356597266676e-08
1813,0.2,0.0005589720369600093,1.9357616046489223e-05,9.466370920752087e-07
1814,0.025,3.941178513959358e-05,7.064065539186259e-07,7.618110619764251e-09
1814,0.05,0.00016041087489487849,5.589360552178679e-06,1.2283676412844224e-07
1814,0.1,0.0006629900880074924,4.3704030636700086e-05,1.9935478937430084e-06
1814,0.2,0.002810064643931548,0.00033292041444836495,3.266021379519368e-05
1815,0.025,1.0901728303203129e-05,8.948267693487111e-08,8.38340508124702e-10
1815,0.05,4.395810793489385e-05,7.09125429931845e-07,1.3442709390076857e-08
1815,0.1,0.00017856054401266253,5.564613992703471e-06,2.159311220939486e-07
1815,0.2,0.0007347514053757109,4.2767685295985736e-05,3.476675621949532e-06
1816,0.025,4.231456698736147e-05,4.128270111869448e-06,2.0535993516812567e-08
1816,0.05,0.0001855885202028673,3.284333270084372e-05,3.4711614230187315e-07
1816,0.1,0.0008703746850194372,0.0002593939350113428,6.129655733794204e-06
1816,0.2,0.004452943221549932,0.0020090202215175545,0.00011516850444348581
1817,0.025,1.8575103461815345e-05,5.505899869362452e-08,1.2843364149972558e-09
1817,0.05,7.406984506608261e-05,4.5080477617531756e-07,2.0607478168344073e-08
1817,0.1,0.00029430955063447506,3.773048734334594e-06,3.3147035072289555e-07
1817,0.2,0.0011594453862504572,3.28850112248924e-05,5.352384155776768e-06
1818,0.025,2.757729629043748e-06,6.168815824825202e-08,1.3430090373134362e-10
1818,0.05,1.127657235472368e-05,4.924064716527177e-07,2.1732016741715654e-09
1818,0.1,4.705775725866168e-05,3.921093726266811e-06,3.554366034830281e-08
1818,0.2,0.00020360693471571656,3.106028058619259e-05,5.928185068948544e-07
1819,0.025,3.807898863394943e-06,2.6183798518264467e-08,5.418867021766971e-10
1819,0.05,1.533200012193703e-05,2.0513986243031468e-07,8.665619166681182e-09
1819,0.1,6.207943003297411e-05,1.5719889948639931e-06,1.384548579952405e-07
1819,0.2,0.0002535070379837967,1.1477273831300705e-05,2.2062769916009195e-06
1820,0.025,1.982405627040662e-05,1.2800676420232637e-07,1.670334662251527e-09
1820,0.05,7.979489045813193e-05,1.0106924333286305e-06,2.672435754635938e-08
1820,0.1,0.0003230087551042843,7.871963005043336e-06,4.2737132192882665e-07
1820,0.2,0.0013201221545197442,5.957498612280121e-05,6.81968849300385e-06
1821,0.025,2.7641929167369905e-06,1.6181714581654794e-07,2.355535835829592e-10
1821,0.05,1.1702010752328434e-05,1.2925076686483988e-06,3.913926546576796e-09
1821,0.1,5.194215328550508e-05,1.0304140950786675e-05,6.723181077486484e-08
1821,0.2,0.0002483025401782517,8.175049083937805e-05,1.2204912531142698e-06
1822,0.025,2.5158811686049054e-06,1.711103673335268e-07,4.989192531335007e-10
1822,0.05,9.375203099307172e-06,1.3727630444604344e-06,7.871459872799136e-09
1822,0.1,3.195043089804228e-05,1.1041433677042023e-05,1.2230100032706304e-07
1822,0.2,8.277904073562825e-05,8.918841756469509e-05,1.835356150975409e-06
1823,0.025,1.9264976451410787e-05,1.7899049875591544e-07,3.003821635871873e-10
1823,0.05,7.7778128312056e-05,1.4341845014920196e-06,4.663568697882425e-09
1823,0.1,0.0003168818312094812,1.1506055967169804e-05,6.988850481670639e-08
1823,0.2,0.0013139482745769815,9.244517360776361e-05,9.558339089110746e-07
1824,0.025,5.928828611040382e-05,2.0766023334922723e-07,3.0677437742876457e-09
1824,0.05,0.00023629890187405744,1.6848835009686258e-06,4.814358434829247e-08
1824,0.1,0.0009381005056198696,1.3834635880224239e-05,7.407165472719801e-07
1824,0.2,0.0036920499723205324,0.00011569059367984476,1.0939239016218287e-05
1825,0.025,8.826830458275037e-06,4.5444756457957425e-08,4.946140719219727e-10
1825,0.05,3.5485168000615186e-05,3.596251933468686e-07,7.889770947677732e-09
1825,0.1,0.00014331684455617943,2.814673327050654e-06,1.2544638744449443e-07
1825,0.2,0.0005835493740741771,2.1540689157689696e-05,1.9802685583547586e-06
1826,0.025,1.2993769052227488e-05,1.1566800139917177e-07,1.0279442019811569e-09
1826,0.05,5.24294817622617e-05,9.170775589206759e-07,1.6490005888547543e-08
1826,0.1,0.00021325305586067378,7.20343904730969e-06,2.651014712196087e-07
1826,0.2,0.000879671942813659,5.547347556016102e-05,4.27484858804561e-06
1827,0.025,1.8046058762821726e-05,1.3737002388380937e-07,1.750725009408427e-09
1827,0.05,7.271969857834681e-05,1.0849436225812692e-06,2.802236859222873e-08
1827,0.1,0.0002949942737774172,8.455253954368913e-06,4.48473974970498e-07
1827,0.2,0.0012102203303235443,6.406425103135799e-05,7.165572403350362e-06
1828,0.025,4.563357032472126e-06,1.1037858843598869e-07,1.680242056600889e-10
1828,0.05,1.7810644039439882e-05,8.84298444137066e-07,2.6139304609706926e-09
1828,0.1,6.768686734354157e-05,7.092902590793981e-06,3.942648119092951e-08
1828,0.2,0.00024213767497280325,5.698140476451119e-05,5.53595887770042e-07
1829,0.025,3.569114787010941e-05,1.297144556211549e-07,3.2340231603811276e-09
1829,0.05,0.00014221971002337241,1.0637392796053469e-06,5.1895820030178896e-08
1829,0.1,0.0005642042498535393,8.929547358260681e-06,8.347996814372927e-07
1829,0.2,0.0022143031845138217,7.82320043333784e-05,1.3474022918957829e-05
1830,0.025,9.763764625095317e-06,1.4696805980540795e-08,2.373939794741986e-10
1830,0.05,3.899440260328457e-05,1.1944312099110288e-07,3.767824996447899e-09
1830,0.1,0.00015547067256294067,9.847103341897867e-07,5.9307966260302436e-08
1830,0.2,0.000617500417036565,8.321114551929076e-06,9.178956084654466e-07
1831,0.025,5.424663012218445e-06,6.797361932521506e-08,4.981095935024937e-10
1831,0.05,2.1430746869454537e-05,5.397996567218372e-07,7.974174624433839e-09
1831,0.1,8.362769549425525e-05,4.254490610446776e-06,1.2770004032686133e-07
1831,0.2,0.0003185161604171635,3.3012584001644585e-05,2.0449412045445148e-06
1832,0.025,1.4278014314209053e-05,4.2254157422982885e-08,4.806212372532315e-10
1832,0.05,5.7277245486486716e-05,3.3420485932855737e-07,7.673369939453778e-09
1832,0.1,0.00023038495402953607,2.6127915209311903e-06,1.2223431315738775e-07
1832,0.2,0.0009310308061056816,1.9942156071248163e-05,1.938050601502095e-06
1833,0.025,4.289711373867133e-06,4.204559145293274e-08,5.602253660974554e-10
1833,0.05,1.698614807307819e-05,3.408797882298309e-07,8.996859618415343e-09
1833,0.1,6.65080886469438e-05,2.8000227983160375e-06,1.4495936934144638e-07
1833,0.2,0.00025364416779091736,2.3588277990121975e-05,2.3477705583530017e-06
1834,0.025,7.4428928361902624e-06,1.835814919526335e-08,8.052344901976483e-11
1834,0.05,2.9697510158882556e-05,1.4749378265954682e-07,1.2727766340869806e-09
1834,0.1,0.00011819037345900396,1.1896423071644513e-06,1.9874258877505824e-08
1834,0.2,0.00046785929056669673,9.660772498004677e-06,3.026281115980911e-07
1835,0.025,1.0620128473720625e-05,2.6128264070390816e-07,5.556282933749657e-10
1835,0.05,4.143122508473707e-05,2.0944193729333094e-06,8.60327362128821e-09
1835,0.1,0.0001572876164791931,1.681496135150229e-05,1.2843255697836398e-07
1835,0.2,0.0005611599641610066,0.00013525034716174722,1.7581168056113317e-06
1836,0.025,2.2246511472867603e-05,1.4938057693592022e-08,1.2569814911156385e-09
1836,0.05,8.903587570317784e-05,1.095820425095484e-07,1.997827100974625e-08
1836,0.1,0.00035642630250781737,7.211278651164665e-07,3.153546430656462e-07
1836,0.2,0.0014262062286138355,3.3855300430873925e-06,4.9063300223695094e-06
1837,0.025,1.2316617584037792e-05,1.2529585396992005e-08,5.575651121358938e-10
1837,0.05,4.92118064311306e-05,1.0478224659465907e-07,9.006084301932393e-09
1837,0.1,0.0001963533315568755,9.130231540255274e-07,1.4681385568371397e-07
1837,0.2,0.0007805001812647566,8.565237578861407e-06,2.4355631921685328e-06
1838,0.025,2.6621986967914624e-05,6.450251945067098e-08,9.431937314507977e-10
1838,0.05,0.00010673820441800541,5.082666241357225e-07,1.529908134900726e-08
1838,0.1,0.0004288567812965327,3.937030121040075e-06,2.5149552283776355e-07
1838,0.2,0.001728945324208822,2.9266319506837668e-05,4.241885644226673e-06
1839,0.025,2.3293530386894745e-05,1.31943300410442e-07,2.0521155746910935e-09
1839,0.05,9.368548361722573e-05,1.0391352713023938e-06,3.28280566203043e-08
1839,0.1,0.0003786362827239431,8.050889340277534e-06,5.248172830485398e-07
1839,0.2,0.0015425788166414933,6.0237243106830984e-05,8.368409879833116e-06
1840,0.025,2.4203215928109145e-06,3.7935604102479203e-08,1.5645329476399183e-10
1840,0.05,9.83176609636871e-06,3.0222214142394677e-07,2.514317753998796e-09
1840,0.1,4.0515497276572e-05,2.397321456903967e-06,4.057021663061988e-08
1840,0.2,0.00017131653921709233,1.884383593864225e-05,6.592974491903547e-07
1841,0.025,2.0975697667575954e-05,1.0911319095474603e-07,1.8279706845425459e-09
1841,0.05,8.43246656036939e-05,8.583276972090603e-07,2.9201595877492714e-08
