sample_index,n,group_count,effective_score_error,partition_weight_error
1127,13,8,0.0,1.7763568394002505e-15
1128,80,3,0.0,4.440892098500626e-16
1129,40,3,0.0,4.440892098500626e-16
1130,44,2,0.0,2.6645352591003757e-15
1131,59,3,0.0,0.0
1132,66,6,1.1102230246251565e-16,4.440892098500626e-16
1133,75,6,4.440892098500626e-16,8.881784197001252e-16
1134,50,5,0.0,0.0
1135,63,7,2.220446049250313e-16,4.440892098500626e-16
1136,43,3,3.3306690738754696e-16,0.0
1137,32,4,0.0,0.0
1138,59,7,1.6653345369377348e-16,4.440892098500626e-16
1139,56,9,0.0,8.881784197001252e-16
1140,16,4,1.1102230246251565e-16,0.0
1141,25,9,0.0,8.881784197001252e-16
1142,23,9,1.1102230246251565e-16,4.440892098500626e-16
1143,29,6,0.0,3.552713678800501e-15
1144,19,5,0.0,0.0
1145,7,7,0.0,4.440892098500626e-16
1146,33,10,0.0,1.7763568394002505e-15
1147,78,7,0.0,2.220446049250313e-16
1148,69,9,0.0,4.440892098500626e-16
1149,14,8,2.220446049250313e-16,4.440892098500626e-16
1150,53,5,2.220446049250313e-16,4.440892098500626e-16
1151,27,9,0.0,0.0
1152,32,6,2.220446049250313e-16,4.440892098500626e-16
1153,18,4,0.0,0.0
1154,52,7,0.0,8.881784197001252e-16
1155,64,4,1.1102230246251565e-16,0.0
1156,77,4,1.1102230246251565e-16,4.440892098500626e-16
1157,9,7,0.0,4.440892098500626e-16
1158,13,10,5.273559366969494e-16,2.220446049250313e-16
1159,10,8,2.220446049250313e-16,4.440892098500626e-16
1160,80,7,1.1102230246251565e-16,0.0
1161,60,10,2.220446049250313e-16,1.3322676295501878e-15
1162,55,3,0.0,8.881784197001252e-16
1163,74,2,1.1102230246251565e-16,8.881784197001252e-16
1164,53,2,0.0,1.7763568394002505e-15
1165,17,6,0.0,1.7763568394002505e-15
1166,39,5,3.3306690738754696e-16,4.440892098500626e-16
1167,16,6,0.0,1.3322676295501878e-15
1168,35,8,0.0,0.0
1169,43,4,1.1102230246251565e-16,4.440892098500626e-16
1170,57,10,0.0,4.440892098500626e-16
1171,22,6,2.220446049250313e-16,4.440892098500626e-16
1172,59,5,0.0,0.0
1173,70,10,0.0,4.440892098500626e-16
1174,23,6,2.220446049250313e-16,4.440892098500626e-16
1175,9,6,4.440892098500626e-16,1.7763568394002505e-15
1176,57,9,3.3306690738754696e-16,4.440892098500626e-16
1177,5,5,0.0,0.0
1178,68,10,3.3306690738754696e-16,4.440892098500626e-16
1179,31,6,3.3306690738754696e-16,4.440892098500626e-16
1180,29,10,1.6653345369377348e-16,2.220446049250313e-16
1181,33,3,4.440892098500626e-16,2.6645352591003757e-15
1182,12,3,2.220446049250313e-16,0.0
1183,34,4,1.1102230246251565e-16,0.0
1184,11,6,2.220446049250313e-16,0.0
1185,48,9,0.0,0.0
1186,50,9,0.0,8.881784197001252e-16
1187,52,7,0.0,8.881784197001252e-16
1188,75,3,1.1102230246251565e-16,4.440892098500626e-16
1189,8,3,1.1102230246251565e-16,5.551115123125783e-17
1190,30,5,2.220446049250313e-16,4.440892098500626e-16
1191,31,3,1.1102230246251565e-16,0.0
1192,56,4,4.440892098500626e-16,1.7763568394002505e-15
1193,32,9,1.1102230246251565e-16,0.0
1194,78,8,0.0,8.881784197001252e-16
1195,54,8,4.440892098500626e-16,8.881784197001252e-16
1196,26,2,0.0,4.440892098500626e-16
1197,8,4,2.220446049250313e-16,4.440892098500626e-16
1198,64,2,0.0,0.0
1199,32,5,1.1102230246251565e-16,4.440892098500626e-16
1200,78,6,4.996003610813204e-16,2.220446049250313e-16
1201,20,3,3.3306690738754696e-16,4.440892098500626e-16
1202,13,8,2.220446049250313e-16,8.881784197001252e-16
1203,76,10,0.0,8.881784197001252e-16
1204,45,5,2.220446049250313e-16,8.881784197001252e-16
1205,66,9,0.0,0.0
1206,24,7,0.0,4.440892098500626e-16
1207,14,9,1.6653345369377348e-16,4.440892098500626e-16
1208,32,8,0.0,4.440892098500626e-16
1209,22,2,2.7755575615628914e-16,2.220446049250313e-16
1210,66,2,2.7755575615628914e-16,2.220446049250313e-16
1211,35,5,0.0,4.440892098500626e-16
1212,61,4,0.0,1.7763568394002505e-15
1213,59,8,1.1102230246251565e-16,4.440892098500626e-16
1214,49,8,1.1102230246251565e-16,4.440892098500626e-16
1215,77,2,1.6653345369377348e-16,4.440892098500626e-16
1216,59,7,0.0,8.881784197001252e-16
1217,9,6,0.0,0.0
1218,36,4,4.996003610813204e-16,2.220446049250313e-16
1219,27,9,0.0,4.440892098500626e-16
1220,49,4,0.0,1.7763568394002505e-15
1221,56,10,1.1102230246251565e-16,2.220446049250313e-16
1222,26,4,0.0,8.881784197001252e-16
1223,49,9,2.220446049250313e-16,8.881784197001252e-16
1224,29,3,8.881784197001252e-16,7.105427357601002e-14
1225,32,6,2.220446049250313e-16,0.0
1226,39,9,0.0,4.440892098500626e-16
1227,62,10,1.1102230246251565e-16,0.0
1228,65,2,3.3306690738754696e-16,4.440892098500626e-16
1229,65,5,1.6653345369377348e-16,4.440892098500626e-16
1230,48,8,1.6653345369377348e-16,2.220446049250313e-16
1231,74,9,0.0,8.881784197001252e-16
1232,76,8,0.0,4.440892098500626e-16
1233,24,3,2.220446049250313e-16,0.0
1234,65,10,0.0,4.440892098500626e-16
1235,70,10,0.0,8.881784197001252e-16
1236,20,10,1.1102230246251565e-16,4.440892098500626e-16
1237,67,3,3.3306690738754696e-16,4.440892098500626e-16
1238,53,7,3.3306690738754696e-16,4.440892098500626e-16
1239,19,10,2.220446049250313e-16,0.0
1240,41,2,0.0,1.3322676295501878e-15
1241,57,5,2.220446049250313e-16,4.440892098500626e-16
1242,8,3,0.0,0.0
1243,60,2,0.0,8.881784197001252e-16
1244,33,8,0.0,0.0
1245,40,7,1.1102230246251565e-16,2.220446049250313e-16
1246,61,7,1.1102230246251565e-16,0.0
1247,26,8,1.6653345369377348e-16,2.220446049250313e-16
1248,25,8,1.6653345369377348e-16,2.220446049250313e-16
1249,36,2,2.220446049250313e-16,4.440892098500626e-16
1250,20,8,2.220446049250313e-16,2.220446049250313e-16
1251,64,5,2.220446049250313e-16,0.0
1252,67,2,2.220446049250313e-16,8.881784197001252e-16
1253,12,8,1.1102230246251565e-16,0.0
1254,46,10,1.1102230246251565e-16,4.440892098500626e-16
1255,16,7,2.220446049250313e-16,1.7763568394002505e-15
1256,42,7,2.220446049250313e-16,8.881784197001252e-16
1257,24,9,4.440892098500626e-16,1.7763568394002505e-15
1258,30,10,1.1102230246251565e-16,0.0
1259,64,10,0.0,8.881784197001252e-16
1260,57,6,2.220446049250313e-16,4.440892098500626e-16
1261,32,9,4.440892098500626e-16,1.0658141036401503e-14
1262,43,6,2.220446049250313e-16,4.440892098500626e-16
1263,43,2,3.3306690738754696e-16,1.7763568394002505e-15
1264,25,7,0.0,4.440892098500626e-16
1265,16,10,1.1102230246251565e-16,0.0
1266,10,7,4.440892098500626e-16,0.0
1267,59,7,2.220446049250313e-16,4.440892098500626e-16
1268,55,10,0.0,4.440892098500626e-16
1269,47,7,3.3306690738754696e-16,4.440892098500626e-16
1270,11,8,0.0,4.440892098500626e-16
1271,44,8,0.0,4.440892098500626e-16
1272,68,4,0.0,0.0
1273,64,2,0.0,4.440892098500626e-16
1274,72,7,3.3306690738754696e-16,8.881784197001252e-16
1275,68,9,2.7755575615628914e-16,4.440892098500626e-16
1276,75,9,0.0,4.440892098500626e-16
1277,49,8,0.0,4.440892098500626e-16
1278,12,3,2.7755575615628914e-16,2.220446049250313e-16
1279,24,6,0.0,0.0
1280,5,4,4.440892098500626e-16,0.0
1281,53,10,0.0,8.881784197001252e-16
1282,45,3,2.220446049250313e-16,0.0
1283,72,7,0.0,0.0
1284,54,4,4.440892098500626e-16,4.440892098500626e-16
1285,13,7,2.220446049250313e-16,0.0
1286,5,5,0.0,0.0
1287,58,10,0.0,0.0
1288,12,4,0.0,0.0
1289,74,5,2.220446049250313e-16,8.881784197001252e-16
1290,46,10,2.220446049250313e-16,0.0
1291,28,3,2.7755575615628914e-16,4.440892098500626e-16
1292,53,3,0.0,0.0
1293,22,7,0.0,0.0
1294,53,3,0.0,4.440892098500626e-16
1295,33,7,2.220446049250313e-16,2.220446049250313e-16
1296,58,5,1.1102230246251565e-16,4.440892098500626e-16
1297,48,2,5.551115123125783e-17,0.0
1298,18,6,0.0,8.881784197001252e-16
1299,59,3,0.0,6.661338147750939e-16
1300,22,10,1.6653345369377348e-16,0.0
1301,20,4,4.440892098500626e-16,4.440892098500626e-16
1302,45,2,0.0,4.440892098500626e-16
1303,55,3,0.0,4.440892098500626e-16
1304,9,7,0.0,4.440892098500626e-16
1305,61,3,0.0,4.440892098500626e-16
1306,47,7,0.0,0.0
1307,59,8,0.0,1.7763568394002505e-15
1308,30,7,0.0,0.0
1309,12,4,2.220446049250313e-16,0.0
1310,17,5,0.0,1.7763568394002505e-15
1311,17,6,0.0,1.7763568394002505e-15
1312,75,6,3.3306690738754696e-16,4.440892098500626e-16
1313,17,8,2.220446049250313e-16,0.0
1314,62,6,4.440892098500626e-16,1.7763568394002505e-15
1315,34,4,1.6653345369377348e-16,2.220446049250313e-16
1316,56,7,2.220446049250313e-16,0.0
1317,39,2,2.220446049250313e-16,0.0
1318,15,6,2.7755575615628914e-16,0.0
1319,16,10,1.1102230246251565e-16,0.0
1320,25,8,1.1102230246251565e-16,0.0
1321,69,6,2.220446049250313e-16,4.440892098500626e-16
1322,42,7,1.1102230246251565e-16,4.440892098500626e-16
1323,69,9,2.220446049250313e-16,0.0
1324,46,5,2.220446049250313e-16,4.440892098500626e-16
1325,12,8,5.551115123125783e-17,2.220446049250313e-16
1326,38,7,3.3306690738754696e-16,0.0
1327,67,3,0.0,8.881784197001252e-16
1328,7,3,5.551115123125783e-16,4.440892098500626e-16
1329,5,2,1.6653345369377348e-16,2.220446049250313e-16
1330,16,7,0.0,0.0
1331,19,4,1.1102230246251565e-16,8.881784197001252e-16
1332,32,6,0.0,0.0
1333,21,9,1.1102230246251565e-16,4.440892098500626e-16
1334,12,2,2.220446049250313e-16,8.881784197001252e-16
1335,19,2,0.0,8.881784197001252e-16
1336,44,10,0.0,0.0
1337,72,10,2.220446049250313e-16,8.881784197001252e-16
1338,48,7,0.0,4.440892098500626e-16
1339,31,5,2.220446049250313e-16,0.0
1340,59,9,0.0,4.440892098500626e-16
1341,66,9,2.220446049250313e-16,4.440892098500626e-16
1342,32,6,1.1102230246251565e-16,4.440892098500626e-16
1343,50,4,2.220446049250313e-16,1.7763568394002505e-15
1344,25,9,1.1102230246251565e-16,0.0
1345,64,4,1.1102230246251565e-16,8.881784197001252e-16
1346,71,10,1.1102230246251565e-16,0.0
1347,17,7,0.0,8.881784197001252e-16
1348,37,8,2.220446049250313e-16,0.0
1349,55,2,4.440892098500626e-16,1.7763568394002505e-15
1350,45,8,0.0,2.220446049250313e-16
1351,38,4,1.1102230246251565e-16,0.0
1352,65,8,2.220446049250313e-16,0.0
1353,19,7,5.551115123125783e-17,0.0
1354,74,8,2.220446049250313e-16,0.0
1355,61,2,3.3306690738754696e-16,8.881784197001252e-16
1356,8,2,2.7755575615628914e-16,4.440892098500626e-16
1357,61,2,1.1102230246251565e-16,4.440892098500626e-16
1358,22,10,8.326672684688674e-17,4.440892098500626e-16
1359,47,7,0.0,4.440892098500626e-16
1360,58,8,0.0,3.552713678800501e-15
1361,68,2,0.0,2.220446049250313e-16
1362,19,5,1.1102230246251565e-16,4.440892098500626e-16
1363,37,8,1.6653345369377348e-16,0.0
1364,34,10,0.0,8.881784197001252e-16
1365,9,6,0.0,0.0
1366,11,2,0.0,2.220446049250313e-16
1367,18,4,0.0,2.220446049250313e-16
1368,16,8,2.220446049250313e-16,1.7763568394002505e-15
1369,42,5,2.220446049250313e-16,0.0
1370,73,8,0.0,0.0
1371,30,9,0.0,0.0
1372,44,8,2.220446049250313e-16,8.881784197001252e-16
1373,7,3,1.6653345369377348e-16,0.0
1374,70,7,0.0,0.0
1375,29,9,0.0,4.440892098500626e-16
1376,20,3,0.0,4.440892098500626e-16
1377,19,5,4.440892098500626e-16,7.105427357601002e-15
1378,53,4,2.220446049250313e-16,1.7763568394002505e-15
1379,77,3,0.0,0.0
1380,61,3,1.1102230246251565e-16,8.881784197001252e-16
1381,41,8,0.0,8.881784197001252e-16
1382,18,8,0.0,4.440892098500626e-16
1383,27,10,3.3306690738754696e-16,4.440892098500626e-16
1384,13,4,2.220446049250313e-16,8.881784197001252e-16
1385,58,10,3.3306690738754696e-16,0.0
1386,32,8,0.0,0.0
1387,61,10,0.0,4.440892098500626e-16
1388,45,10,1.6653345369377348e-16,2.220446049250313e-16
1389,58,4,1.1102230246251565e-16,8.881784197001252e-16
1390,5,5,0.0,0.0
1391,77,5,0.0,8.881784197001252e-16
1392,33,5,0.0,4.440892098500626e-16
1393,63,9,2.220446049250313e-16,4.440892098500626e-16
1394,48,5,0.0,0.0
1395,53,6,0.0,0.0
1396,62,3,1.1102230246251565e-16,1.3322676295501878e-15
1397,37,6,1.1102230246251565e-16,4.440892098500626e-16
1398,10,10,2.220446049250313e-16,0.0
1399,47,9,4.440892098500626e-16,5.329070518200751e-15
1400,57,9,2.220446049250313e-16,2.220446049250313e-16
1401,32,3,0.0,0.0
1402,66,9,0.0,8.881784197001252e-16
1403,7,5,0.0,0.0
1404,73,3,2.220446049250313e-16,0.0
1405,35,2,4.440892098500626e-16,0.0
1406,6,5,0.0,0.0
1407,75,6,2.220446049250313e-16,4.440892098500626e-15
1408,45,4,5.551115123125783e-16,4.440892098500626e-16
1409,30,8,8.326672684688674e-17,0.0
1410,56,8,0.0,2.220446049250313e-16
1411,47,5,2.220446049250313e-16,2.6645352591003757e-15
1412,69,2,3.3306690738754696e-16,8.881784197001252e-16
1413,62,6,0.0,0.0
1414,18,5,0.0,0.0
1415,37,10,0.0,5.329070518200751e-15
1416,7,4,2.220446049250313e-16,0.0
1417,45,10,2.220446049250313e-16,4.440892098500626e-16
1418,77,6,2.220446049250313e-16,8.881784197001252e-16
1419,77,3,2.220446049250313e-16,8.881784197001252e-16
1420,54,8,0.0,4.440892098500626e-16
1421,32,2,4.440892098500626e-16,5.329070518200751e-15
1422,32,2,1.6653345369377348e-16,2.220446049250313e-16
1423,27,8,4.440892098500626e-16,8.881784197001252e-16
1424,16,5,1.1102230246251565e-16,0.0
1425,10,8,8.326672684688674e-17,2.220446049250313e-16
1426,11,8,4.440892098500626e-16,0.0
1427,8,6,1.1102230246251565e-16,0.0
1428,26,5,0.0,4.440892098500626e-16
1429,16,2,4.440892098500626e-16,0.0
1430,39,3,3.3306690738754696e-16,4.440892098500626e-16
1431,16,5,0.0,4.440892098500626e-16
1432,20,9,2.220446049250313e-16,0.0
1433,40,10,2.220446049250313e-16,8.881784197001252e-16
1434,25,3,0.0,0.0
1435,71,8,1.1102230246251565e-16,0.0
1436,10,8,0.0,0.0
1437,28,10,1.1102230246251565e-16,2.220446049250313e-16
1438,14,2,0.0,4.440892098500626e-16
1439,23,7,3.3306690738754696e-16,0.0
1440,18,7,0.0,0.0
1441,65,9,2.220446049250313e-16,0.0
1442,16,6,0.0,0.0
1443,59,2,2.220446049250313e-16,4.440892098500626e-16
1444,57,6,0.0,0.0
1445,47,10,4.440892098500626e-16,8.881784197001252e-16
1446,5,2,5.551115123125783e-17,2.220446049250313e-16
1447,79,7,2.220446049250313e-16,2.6645352591003757e-15
1448,55,6,1.1102230246251565e-16,2.220446049250313e-16
1449,28,8,0.0,0.0
1450,61,2,0.0,4.440892098500626e-16
1451,69,10,1.1102230246251565e-16,0.0
1452,55,2,5.551115123125783e-17,0.0
1453,47,6,2.220446049250313e-16,8.881784197001252e-16
1454,40,2,0.0,0.0
1455,51,6,0.0,8.881784197001252e-16
1456,78,9,2.220446049250313e-16,4.440892098500626e-16
1457,11,4,1.1102230246251565e-16,4.440892098500626e-16
1458,49,9,5.551115123125783e-16,4.440892098500626e-16
1459,5,2,1.6653345369377348e-16,0.0
1460,7,5,2.220446049250313e-16,4.440892098500626e-16
1461,14,10,0.0,0.0
1462,8,3,1.6653345369377348e-16,2.220446049250313e-16
1463,52,5,2.220446049250313e-16,4.440892098500626e-16
1464,18,5,0.0,8.881784197001252e-16
1465,13,2,3.3306690738754696e-16,4.440892098500626e-16
1466,24,4,1.6653345369377348e-16,2.220446049250313e-16
1467,57,6,3.3306690738754696e-16,8.881784197001252e-16
1468,5,2,0.0,0.0
1469,64,8,1.1102230246251565e-16,4.440892098500626e-16
1470,55,6,1.1102230246251565e-16,4.440892098500626e-16
1471,76,7,2.220446049250313e-16,0.0
1472,14,7,0.0,4.440892098500626e-16
1473,77,10,0.0,1.7763568394002505e-15
1474,42,5,3.3306690738754696e-16,0.0
1475,80,3,0.0,1.7763568394002505e-15
1476,37,9,0.0,4.440892098500626e-16
1477,20,9,0.0,2.220446049250313e-16
1478,39,3,5.551115123125783e-17,4.440892098500626e-16
1479,62,3,1.1102230246251565e-16,0.0
1480,29,5,2.220446049250313e-16,2.220446049250313e-16
1481,64,10,0.0,4.440892098500626e-16
1482,57,2,1.1102230246251565e-16,4.440892098500626e-16
1483,26,7,2.7755575615628914e-17,2.220446049250313e-16
1484,56,10,2.220446049250313e-16,8.881784197001252e-16
1485,23,2,3.3306690738754696e-16,4.440892098500626e-16
1486,61,6,2.220446049250313e-16,8.881784197001252e-16
1487,62,9,1.6653345369377348e-16,0.0
1488,26,9,1.1102230246251565e-16,0.0
1489,45,9,1.1102230246251565e-16,4.440892098500626e-16
1490,59,10,0.0,0.0
1491,46,2,1.1102230246251565e-16,4.440892098500626e-16
1492,80,10,0.0,0.0
1493,41,9,0.0,0.0
1494,71,8,3.3306690738754696e-16,0.0
1495,19,3,0.0,4.440892098500626e-16
1496,32,10,1.1102230246251565e-16,0.0
1497,20,6,4.440892098500626e-16,8.881784197001252e-16
1498,11,2,0.0,1.7763568394002505e-15
1499,62,4,4.440892098500626e-16,4.440892098500626e-16
1500,19,10,0.0,4.440892098500626e-16
1501,50,2,0.0,4.440892098500626e-16
1502,67,2,3.3306690738754696e-16,4.440892098500626e-16
1503,5,4,0.0,4.440892098500626e-16
1504,7,5,0.0,4.440892098500626e-16
1505,49,10,0.0,8.881784197001252e-16
1506,43,7,1.1102230246251565e-16,4.440892098500626e-16
1507,50,10,0.0,4.440892098500626e-16
1508,43,2,3.3306690738754696e-16,8.881784197001252e-16
1509,25,9,3.3306690738754696e-16,4.440892098500626e-16
1510,9,7,1.6653345369377348e-16,0.0
1511,72,7,0.0,1.3322676295501878e-15
1512,52,9,0.0,0.0
1513,7,6,0.0,4.440892098500626e-16
1514,64,8,2.220446049250313e-16,0.0
1515,48,6,2.220446049250313e-16,0.0
1516,9,2,1.1102230246251565e-16,2.220446049250313e-16
1517,72,5,0.0,0.0
1518,61,10,0.0,1.7763568394002505e-15
1519,67,10,1.1102230246251565e-16,0.0
1520,76,4,0.0,0.0
1521,9,4,2.1510571102112408e-16,0.0
1522,23,6,1.1102230246251565e-16,0.0
1523,77,10,0.0,2.220446049250313e-16
1524,53,9,1.1102230246251565e-16,0.0
1525,53,7,1.1102230246251565e-16,4.440892098500626e-16
1526,59,3,0.0,4.440892098500626e-16
1527,40,8,2.220446049250313e-16,4.440892098500626e-16
1528,39,8,0.0,8.881784197001252e-16
1529,62,4,0.0,4.440892098500626e-16
1530,56,10,2.220446049250313e-16,4.440892098500626e-16
1531,74,2,0.0,4.440892098500626e-16
1532,29,8,2.220446049250313e-16,0.0
1533,30,8,1.1102230246251565e-16,4.440892098500626e-16
1534,76,5,1.1102230246251565e-16,4.440892098500626e-16
1535,36,4,1.1102230246251565e-16,0.0
1536,59,6,0.0,0.0
1537,37,8,2.220446049250313e-16,4.440892098500626e-16
1538,18,8,0.0,0.0
1539,19,7,1.1102230246251565e-16,0.0
1540,43,7,2.220446049250313e-16,8.881784197001252e-16
1541,33,8,0.0,0.0
1542,59,5,0.0,8.881784197001252e-16
1543,25,2,0.0,0.0
1544,68,3,0.0,0.0
1545,23,3,3.3306690738754696e-16,4.440892098500626e-16
1546,67,6,2.220446049250313e-16,8.881784197001252e-16
1547,71,2,0.0,2.220446049250313e-16
1548,19,4,0.0,0.0
1549,16,8,1.6653345369377348e-16,2.220446049250313e-16
1550,27,2,1.6653345369377348e-16,2.220446049250313e-16
1551,6,3,0.0,0.0
1552,14,7,4.440892098500626e-16,3.552713678800501e-15
1553,37,10,3.3306690738754696e-16,4.440892098500626e-16
1554,56,3,4.440892098500626e-16,0.0
1555,21,3,2.220446049250313e-16,4.440892098500626e-16
1556,9,4,0.0,4.440892098500626e-16
1557,52,5,1.1102230246251565e-16,8.881784197001252e-16
1558,24,5,2.220446049250313e-16,0.0
1559,21,10,0.0,8.881784197001252e-16
1560,56,7,0.0,4.440892098500626e-16
1561,74,9,0.0,1.7763568394002505e-15
1562,72,10,0.0,0.0
1563,42,5,0.0,0.0
1564,15,4,2.220446049250313e-16,8.881784197001252e-16
1565,20,3,1.1102230246251565e-16,0.0
1566,64,8,1.1102230246251565e-16,0.0
1567,48,2,0.0,8.881784197001252e-16
1568,5,2,3.3306690738754696e-16,0.0
1569,69,10,2.220446049250313e-16,0.0
1570,20,8,0.0,4.440892098500626e-16
1571,70,2,3.3306690738754696e-16,4.440892098500626e-16
1572,65,8,0.0,4.440892098500626e-16
1573,19,4,2.636779683484747e-16,2.220446049250313e-16
1574,78,10,0.0,4.440892098500626e-16
1575,71,10,2.220446049250313e-16,0.0
1576,52,4,0.0,0.0
1577,58,4,0.0,8.881784197001252e-16
1578,12,7,0.0,4.440892098500626e-16
1579,23,10,3.3306690738754696e-16,4.440892098500626e-16
1580,12,4,1.6653345369377348e-16,0.0
1581,56,9,1.6653345369377348e-16,2.220446049250313e-16
1582,28,2,2.220446049250313e-16,4.440892098500626e-16
1583,44,7,2.220446049250313e-16,0.0
1584,25,5,3.3306690738754696e-16,4.440892098500626e-16
1585,47,4,0.0,4.440892098500626e-16
1586,6,6,1.6653345369377348e-16,0.0
1587,54,10,2.7755575615628914e-16,2.220446049250313e-16
1588,51,8,0.0,1.7763568394002505e-15
1589,43,10,2.220446049250313e-16,4.440892098500626e-16
1590,41,9,0.0,4.440892098500626e-16
1591,19,5,1.1102230246251565e-16,0.0
1592,45,4,2.220446049250313e-16,4.440892098500626e-16
1593,70,10,2.220446049250313e-16,4.440892098500626e-16
1594,17,10,0.0,2.220446049250313e-16
1595,48,7,0.0,4.440892098500626e-16
1596,76,4,0.0,0.0
1597,77,3,0.0,4.440892098500626e-16
1598,14,4,0.0,8.881784197001252e-16
1599,70,7,0.0,1.3322676295501878e-15
1600,17,9,1.6653345369377348e-16,2.220446049250313e-16
1601,52,8,0.0,8.881784197001252e-16
1602,73,5,1.1102230246251565e-16,1.7763568394002505e-15
1603,32,10,0.0,0.0
1604,72,6,0.0,4.440892098500626e-16
1605,18,9,1.1102230246251565e-16,8.881784197001252e-16
1606,76,9,0.0,4.440892098500626e-16
1607,18,9,4.440892098500626e-16,1.7763568394002505e-15
1608,13,5,2.7755575615628914e-16,4.440892098500626e-16
1609,15,8,4.440892098500626e-16,0.0
1610,34,3,1.1102230246251565e-16,4.440892098500626e-16
1611,8,6,0.0,1.1102230246251565e-16
1612,13,8,2.220446049250313e-16,8.881784197001252e-16
1613,55,9,2.220446049250313e-16,0.0
1614,76,2,0.0,8.881784197001252e-16
1615,33,5,0.0,1.7763568394002505e-15
1616,13,7,1.1102230246251565e-16,0.0
1617,10,5,0.0,0.0
1618,65,4,2.220446049250313e-16,4.440892098500626e-16
1619,7,5,2.220446049250313e-16,4.440892098500626e-16
1620,46,9,2.220446049250313e-16,0.0
1621,29,9,2.220446049250313e-16,4.440892098500626e-16
1622,28,4,0.0,0.0
1623,59,5,0.0,1.7763568394002505e-15
1624,32,4,2.220446049250313e-16,0.0
1625,57,7,2.220446049250313e-16,0.0
1626,62,9,1.1102230246251565e-16,0.0
1627,79,4,0.0,4.440892098500626e-16
1628,54,4,0.0,0.0
1629,33,9,2.220446049250313e-16,1.3322676295501878e-15
1630,44,3,3.3306690738754696e-16,4.440892098500626e-16
1631,58,4,0.0,0.0
1632,78,8,0.0,2.6645352591003757e-15
1633,64,10,2.220446049250313e-16,4.440892098500626e-16
1634,36,8,2.220446049250313e-16,1.7763568394002505e-15
1635,25,10,5.551115123125783e-17,4.440892098500626e-16
1636,68,5,0.0,0.0
1637,12,8,0.0,4.440892098500626e-16
1638,63,2,2.220446049250313e-16,8.881784197001252e-16
1639,11,9,1.1102230246251565e-16,2.220446049250313e-16
1640,16,9,1.6653345369377348e-16,0.0
1641,46,7,4.440892098500626e-16,4.440892098500626e-16
1642,74,8,0.0,8.881784197001252e-16
1643,80,10,0.0,0.0
1644,22,6,1.6653345369377348e-16,2.220446049250313e-16
1645,65,9,3.3306690738754696e-16,0.0
1646,31,8,0.0,0.0
1647,10,4,1.1102230246251565e-16,4.440892098500626e-16
1648,16,4,3.3306690738754696e-16,4.440892098500626e-16
1649,7,4,0.0,2.220446049250313e-16
1650,8,3,0.0,0.0
1651,69,6,1.1102230246251565e-16,4.440892098500626e-16
1652,62,7,1.1102230246251565e-16,0.0
1653,38,3,4.440892098500626e-16,0.0
1654,80,4,2.220446049250313e-16,4.440892098500626e-16
1655,67,7,0.0,0.0
1656,25,7,1.1102230246251565e-16,4.440892098500626e-16
1657,49,8,3.3306690738754696e-16,8.881784197001252e-16
1658,53,8,0.0,0.0
1659,72,7,2.220446049250313e-16,8.881784197001252e-16
1660,53,6,0.0,4.440892098500626e-16
1661,54,6,2.220446049250313e-16,0.0
1662,53,3,1.1102230246251565e-16,4.440892098500626e-16
1663,42,8,3.3306690738754696e-16,4.440892098500626e-16
1664,11,7,0.0,8.881784197001252e-16
1665,32,10,2.220446049250313e-16,0.0
1666,62,5,3.3306690738754696e-16,8.881784197001252e-16
1667,24,8,1.6653345369377348e-16,4.440892098500626e-16
1668,62,6,0.0,0.0
1669,33,5,2.220446049250313e-16,4.440892098500626e-16
1670,28,5,0.0,2.220446049250313e-16
1671,57,4,3.3306690738754696e-16,0.0
1672,71,3,0.0,4.440892098500626e-16
1673,43,10,2.220446049250313e-16,4.440892098500626e-16
1674,40,6,0.0,0.0
1675,48,7,0.0,4.440892098500626e-16
1676,43,6,0.0,8.881784197001252e-16
1677,11,9,0.0,0.0
1678,16,3,0.0,0.0
1679,18,6,3.3306690738754696e-16,2.220446049250313e-16
1680,35,4,0.0,0.0
1681,73,10,2.220446049250313e-16,1.7763568394002505e-15
1682,12,9,0.0,0.0
1683,50,2,4.440892098500626e-16,4.440892098500626e-16
1684,8,7,5.551115123125783e-17,0.0
1685,37,6,2.220446049250313e-16,8.881784197001252e-16
1686,65,6,2.220446049250313e-16,0.0
1687,35,7,0.0,0.0
1688,19,7,2.220446049250313e-16,1.7763568394002505e-15
1689,38,10,0.0,1.7763568394002505e-15
1690,52,10,1.6653345369377348e-16,0.0
1691,11,4,0.0,8.881784197001252e-16
1692,52,4,3.3306690738754696e-16,4.440892098500626e-16
1693,54,7,1.1102230246251565e-16,4.440892098500626e-16
1694,16,4,0.0,4.440892098500626e-16
1695,61,2,0.0,4.440892098500626e-16
1696,77,6,0.0,4.440892098500626e-16
1697,59,9,4.440892098500626e-16,0.0
1698,7,2,1.3877787807814457e-16,0.0
1699,71,4,0.0,0.0
1700,67,10,1.1102230246251565e-16,4.440892098500626e-16
1701,26,2,1.1102230246251565e-16,0.0
1702,18,4,5.551115123125783e-17,1.1102230246251565e-16
1703,51,3,2.220446049250313e-16,8.881784197001252e-16
1704,63,8,1.1102230246251565e-16,0.0
1705,73,7,0.0,1.7763568394002505e-15
