n,transform,number_pairs,relation_identity_rate,rank_identity_rate,median_coordinate_js_divergence_bits,median_base_max_ks,median_transformed_max_ks,median_wasserstein_shift
128,beta_edge_concentrated,30,1.0,1.0,0.21420048347490156,0.0855957984459218,0.17028915167281555,0.06788906859333335
128,beta_skew_opposed,30,1.0,1.0,0.2267037677207611,0.0855957984459218,0.4158212240759912,0.21756080247646112
128,power_anisotropic,30,1.0,1.0,0.2399227472780758,0.0855957984459218,0.49679961997030203,0.23357851691143922
256,beta_edge_concentrated,30,1.0,1.0,0.2641881703656641,0.05835629880451104,0.14505968549661885,0.06895265360608115
256,beta_skew_opposed,30,1.0,1.0,0.28928582675729697,0.05835629880451104,0.41585876154884494,0.21491573893837015
256,power_anisotropic,30,1.0,1.0,0.31357733330947535,0.05835629880451104,0.49234021291753205,0.23353077586863386
512,beta_edge_concentrated,30,1.0,1.0,0.26442011482067884,0.04181320862923321,0.1308967910572631,0.06803293383889696
512,beta_skew_opposed,30,1.0,1.0,0.3289570157554909,0.04181320862923321,0.40634922711616617,0.2173445224481038
512,power_anisotropic,30,1.0,1.0,0.347434400296472,0.04181320862923321,0.4819305359344457,0.23309785074551703
