n,sample_index,transform,relation_identical,relation_hash_identical,u_rank_identical,v_rank_identical,same_cardinality,coordinate_js_divergence_bits,base_max_marginal_ks_from_uniform,transformed_max_marginal_ks_from_uniform,mean_marginal_wasserstein_shift
256,14,beta_edge_concentrated,True,True,True,True,True,0.26064847022122806,0.07380987647018811,0.14872754824797507,0.06629274725369119
256,15,power_anisotropic,True,True,True,True,True,0.31118354288055994,0.05691218576566437,0.4960041852039748,0.22888478836270987
256,15,beta_skew_opposed,True,True,True,True,True,0.27668590388647785,0.05691218576566437,0.4194520385610855,0.21325943828093952
256,15,beta_edge_concentrated,True,True,True,True,True,0.2604349671381147,0.05691218576566437,0.16187577704072245,0.06751838977605142
256,16,power_anisotropic,True,True,True,True,True,0.3100836994668311,0.04840809565137383,0.4851339113571386,0.23114569954989517
256,16,beta_skew_opposed,True,True,True,True,True,0.2862080917273282,0.04840809565137383,0.41757593168547436,0.21437070248130086
256,16,beta_edge_concentrated,True,True,True,True,True,0.26311240363336674,0.04840809565137383,0.14838260055895675,0.06992028199072846
256,17,power_anisotropic,True,True,True,True,True,0.3331895104948156,0.05688081376551246,0.5185599212535159,0.23138166947677372
256,17,beta_skew_opposed,True,True,True,True,True,0.2847007071011789,0.05688081376551246,0.4107192439301809,0.20804497165514635
256,17,beta_edge_concentrated,True,True,True,True,True,0.26871989819649,0.05688081376551246,0.1513318212831698,0.06944825729183246
256,18,power_anisotropic,True,True,True,True,True,0.31054118905728506,0.0829061828959674,0.5225477221896753,0.2229627683140773
256,18,beta_skew_opposed,True,True,True,True,True,0.26209983603705767,0.0829061828959674,0.40723963945486674,0.20190739256262666
256,18,beta_edge_concentrated,True,True,True,True,True,0.25519359520670304,0.0829061828959674,0.16505078509590498,0.0713588077759405
256,19,power_anisotropic,True,True,True,True,True,0.3168534375298141,0.05635109952749506,0.46542682073638353,0.2350620698273192
256,19,beta_skew_opposed,True,True,True,True,True,0.2706993301617314,0.05635109952749506,0.42317740426320793,0.21336094238571024
256,19,beta_edge_concentrated,True,True,True,True,True,0.2726294221415513,0.05635109952749506,0.16140053157758905,0.07133273389791156
256,20,power_anisotropic,True,True,True,True,True,0.32869563662920204,0.03938065486461495,0.5063465812638939,0.23989708675218824
256,20,beta_skew_opposed,True,True,True,True,True,0.2845013635705891,0.03938065486461495,0.4195090404688173,0.22175501294741157
256,20,beta_edge_concentrated,True,True,True,True,True,0.28164974363170286,0.03938065486461495,0.1392985483496254,0.06941560106019004
256,21,power_anisotropic,True,True,True,True,True,0.31883307982377235,0.07404601825233914,0.53334317646118,0.22890573189017077
