n,relation_hash_differs,interval_profile_hellinger_squared,uniform_ordering_fraction,control_ordering_fraction
128,True,0.03130941044920066,0.5203001968503937,0.47896161417322836
256,True,0.027757908152044597,0.5013480392156863,0.49666053921568626
512,True,0.023395731703182654,0.5006421232876712,0.4883576932485323
