sample_index,operator,offset,absolute_gauge_covariance_error
67,rms,1.0069641833679928,0.8006179387236383
68,weighted_arithmetic,0.94917523160158,2.220446049250313e-16
68,exponential_mean,0.94917523160158,2.220446049250313e-16
68,weighted_median,0.94917523160158,0.0
68,minimum,0.94917523160158,0.0
68,rms,0.94917523160158,0.24986185140978323
69,weighted_arithmetic,-3.324611592118833,0.0
69,exponential_mean,-3.324611592118833,0.0
69,weighted_median,-3.324611592118833,0.0
69,minimum,-3.324611592118833,4.440892098500626e-16
69,rms,-3.324611592118833,5.375531611024989
70,weighted_arithmetic,-0.7102886800523267,0.0
70,exponential_mean,-0.7102886800523267,1.1102230246251565e-16
70,weighted_median,-0.7102886800523267,0.0
70,minimum,-0.7102886800523267,0.0
70,rms,-0.7102886800523267,0.6292386483224988
71,weighted_arithmetic,1.8980280719875813,2.220446049250313e-16
71,exponential_mean,1.8980280719875813,0.0
71,weighted_median,1.8980280719875813,0.0
71,minimum,1.8980280719875813,0.0
71,rms,1.8980280719875813,0.84569768766446
72,weighted_arithmetic,1.5808176896676196,2.220446049250313e-16
72,exponential_mean,1.5808176896676196,0.0
72,weighted_median,1.5808176896676196,0.0
72,minimum,1.5808176896676196,0.0
72,rms,1.5808176896676196,0.5208946262571432
73,weighted_arithmetic,-0.1668510060107513,5.551115123125783e-17
73,exponential_mean,-0.1668510060107513,2.7755575615628914e-17
73,weighted_median,-0.1668510060107513,0.0
73,minimum,-0.1668510060107513,0.0
73,rms,-0.1668510060107513,0.15929837617066522
74,weighted_arithmetic,2.661921464111429,0.0
74,exponential_mean,2.661921464111429,0.0
74,weighted_median,2.661921464111429,0.0
74,minimum,2.661921464111429,0.0
74,rms,2.661921464111429,1.7145523355967311
75,weighted_arithmetic,-3.072321991376456,4.440892098500626e-16
75,exponential_mean,-3.072321991376456,0.0
75,weighted_median,-3.072321991376456,0.0
75,minimum,-3.072321991376456,0.0
75,rms,-3.072321991376456,5.442972013753213
76,weighted_arithmetic,2.8486146826833156,8.881784197001252e-16
76,exponential_mean,2.8486146826833156,0.0
76,weighted_median,2.8486146826833156,0.0
76,minimum,2.8486146826833156,0.0
76,rms,2.8486146826833156,1.3610357980522778
77,weighted_arithmetic,-3.0726472311051216,4.440892098500626e-16
77,exponential_mean,-3.0726472311051216,4.440892098500626e-16
77,weighted_median,-3.0726472311051216,0.0
77,minimum,-3.0726472311051216,0.0
77,rms,-3.0726472311051216,4.948543221452523
78,weighted_arithmetic,-3.7457486514984284,0.0
78,exponential_mean,-3.7457486514984284,0.0
78,weighted_median,-3.7457486514984284,0.0
78,minimum,-3.7457486514984284,0.0
78,rms,-3.7457486514984284,6.166543311324474
79,weighted_arithmetic,2.3548667715421168,4.440892098500626e-16
79,exponential_mean,2.3548667715421168,4.440892098500626e-16
79,weighted_median,2.3548667715421168,0.0
79,minimum,2.3548667715421168,0.0
79,rms,2.3548667715421168,0.3234309105229034
80,weighted_arithmetic,-2.3143285175820143,4.440892098500626e-16
80,exponential_mean,-2.3143285175820143,0.0
80,weighted_median,-2.3143285175820143,0.0
80,minimum,-2.3143285175820143,0.0
80,rms,-2.3143285175820143,3.4963051052289167
81,weighted_arithmetic,2.212869295434966,4.440892098500626e-16
81,exponential_mean,2.212869295434966,0.0
81,weighted_median,2.212869295434966,0.0
81,minimum,2.212869295434966,0.0
81,rms,2.212869295434966,0.34171808223709355
82,weighted_arithmetic,3.5771896799256675,4.440892098500626e-16
82,exponential_mean,3.5771896799256675,0.0
82,weighted_median,3.5771896799256675,0.0
82,minimum,3.5771896799256675,0.0
82,rms,3.5771896799256675,1.3630843067506464
83,weighted_arithmetic,-2.835744729449825,0.0
83,exponential_mean,-2.835744729449825,0.0
83,weighted_median,-2.835744729449825,0.0
83,minimum,-2.835744729449825,4.440892098500626e-16
83,rms,-2.835744729449825,5.0048123711587
84,weighted_arithmetic,-1.1644485180475108,0.0
84,exponential_mean,-1.1644485180475108,2.220446049250313e-16
84,weighted_median,-1.1644485180475108,0.0
84,minimum,-1.1644485180475108,0.0
84,rms,-1.1644485180475108,1.854034897690325
85,weighted_arithmetic,-2.145456699127876,4.440892098500626e-16
85,exponential_mean,-2.145456699127876,4.440892098500626e-16
85,weighted_median,-2.145456699127876,0.0
