sample_index,operator,group_count,macro_probability_tv,maximum_group_weight_relative_error
82,weighted_arithmetic,2,0.11418115945729587,0.5828443634364958
82,exponential_mean,2,1.1102230246251565e-16,2.2103544337060323e-16
82,weighted_median,2,0.03447002685117345,0.4475114142956085
82,minimum,2,0.29209279701221624,5.351724300017841
83,weighted_arithmetic,6,0.07416000280837379,0.5442790299667688
83,exponential_mean,6,1.465841337200402e-16,2.937334220588283e-16
83,weighted_median,6,0.09588636973938439,0.6720710294000886
83,minimum,6,0.27628235137635193,3.672974821368201
84,weighted_arithmetic,8,0.09239729928000245,0.5728053550960729
84,exponential_mean,8,6.461844948013606e-17,2.444304215495356e-16
84,weighted_median,8,0.26425485408607535,0.7183990012380007
84,minimum,8,0.11833759702352796,3.2239295182138745
85,weighted_arithmetic,2,0.008260168691455391,0.3041207337535846
85,exponential_mean,2,2.7755575615628914e-17,4.11550386705182e-16
85,weighted_median,2,0.12408937060973803,0.4996697557984078
85,minimum,2,0.04090590000482387,1.2149286928689889
86,weighted_arithmetic,5,0.15805376362191306,0.7343599265335023
86,exponential_mean,5,9.71445146547012e-17,2.1977113479199327e-16
86,weighted_median,5,0.20038263236883244,0.8239828445624584
86,minimum,5,0.10879197647974503,3.6920120215559487
87,weighted_arithmetic,2,0.2935454735468531,0.7972651704911486
87,exponential_mean,2,6.938893903907228e-17,1.8148192472545414e-16
87,weighted_median,2,0.34694591409199216,0.8472152471887314
87,minimum,2,0.1542184551299749,9.404204881714007
88,weighted_arithmetic,4,0.08150109900294977,0.4010129842628086
88,exponential_mean,4,8.326672684688674e-17,2.637601051777672e-16
88,weighted_median,4,0.10469637868027304,0.5946820438038849
88,minimum,4,0.07483554508573496,1.5672814336731233
89,weighted_arithmetic,8,0.13537578296613892,0.5462587892947899
89,exponential_mean,8,3.469446951953614e-17,1.919682567116553e-16
89,weighted_median,8,0.13852286637207545,0.632273774397261
89,minimum,8,0.23108414191575477,2.8109169468251376
90,weighted_arithmetic,2,0.028622847451266226,0.3927401727208615
90,exponential_mean,2,1.1102230246251565e-16,2.0991141702770164e-16
90,weighted_median,2,0.021518933602211077,0.1604412157339098
90,minimum,2,0.0498148337639753,1.2294576184791772
91,weighted_arithmetic,5,0.021307023143162275,0.493868564582108
91,exponential_mean,5,8.326672684688674e-17,1.9856908309424784e-16
91,weighted_median,5,0.10945936325790277,0.8548649665717298
91,minimum,5,0.16499123835257534,6.0076792374468955
92,weighted_arithmetic,3,0.028877775395093862,0.24959453455460887
92,exponential_mean,3,6.938893903907228e-17,2.0193503435365312e-16
92,weighted_median,3,0.026659598309082363,0.3485467819612536
92,minimum,3,0.02851835277251786,0.4789519934787708
93,weighted_arithmetic,8,0.0767191085209952,0.42990090989713886
93,exponential_mean,8,6.938893903907228e-17,1.3467884845883236e-16
93,weighted_median,8,0.16015088662119317,0.6325187578347533
93,minimum,8,0.21628660477460884,2.6899740479928327
94,weighted_arithmetic,6,1.0898850823760908e-05,9.142395796110585e-05
94,exponential_mean,6,0.0,0.0
94,weighted_median,6,0.001058266832703745,0.008866391840350766
94,minimum,6,0.0024707302365319685,0.02078534509690369
95,weighted_arithmetic,4,0.06526221220338568,0.5258568819303361
95,exponential_mean,4,8.326672684688674e-17,2.0177304745536883e-16
95,weighted_median,4,0.13667095421036984,0.4863540615102399
95,minimum,4,0.17888173860706627,5.798880670389411
96,weighted_arithmetic,5,0.06055625745240098,0.6753402969192855
96,exponential_mean,5,4.85722573273506e-17,3.1146860287851086e-16
96,weighted_median,5,0.1774399066672836,0.8534844146952874
96,minimum,5,0.08994954501061717,6.707230450876202
97,weighted_arithmetic,8,0.056345978536329534,0.35318452484420193
97,exponential_mean,8,1.3357370765021415e-16,2.0778331222975168e-16
97,weighted_median,8,0.10235002406462054,0.4805241379223812
97,minimum,8,0.14947279404526323,1.4001193525386388
98,weighted_arithmetic,5,0.20769474542815422,0.866615370826205
98,exponential_mean,5,1.0755285551056204e-16,3.877014661710594e-16
98,weighted_median,5,0.24106588629181858,0.8923227994653442
98,minimum,5,0.2371482562354469,4.987516582467954
99,weighted_arithmetic,7,0.07273344490555507,0.4772797032098798
99,exponential_mean,7,2.7755575615628914e-17,1.5492960965340058e-16
99,weighted_median,7,0.1833454203596962,0.7343010075991169
99,minimum,7,0.18761517106572448,2.9162855544405266
