sample_index,maximum_flow_aggregation_error,maximum_macro_row_sum_error
511,8.326672684688674e-17,2.220446049250313e-16
512,3.3306690738754696e-16,2.220446049250313e-16
513,2.220446049250313e-16,2.220446049250313e-16
514,5.551115123125783e-17,2.220446049250313e-16
515,3.3306690738754696e-16,4.440892098500626e-16
516,2.220446049250313e-16,2.220446049250313e-16
517,1.6653345369377348e-16,2.220446049250313e-16
518,1.1102230246251565e-16,0.0
519,8.326672684688674e-17,2.220446049250313e-16
520,2.220446049250313e-16,4.440892098500626e-16
521,1.6653345369377348e-16,2.220446049250313e-16
522,5.551115123125783e-17,3.3306690738754696e-16
523,2.220446049250313e-16,0.0
524,5.551115123125783e-17,2.220446049250313e-16
525,3.3306690738754696e-16,2.220446049250313e-16
526,2.220446049250313e-16,1.1102230246251565e-16
527,1.6653345369377348e-16,2.220446049250313e-16
528,2.220446049250313e-16,2.220446049250313e-16
529,1.1102230246251565e-16,2.220446049250313e-16
530,1.1102230246251565e-16,1.1102230246251565e-16
531,2.220446049250313e-16,2.220446049250313e-16
532,5.551115123125783e-16,4.440892098500626e-16
533,2.220446049250313e-16,0.0
534,3.3306690738754696e-16,3.3306690738754696e-16
535,1.1102230246251565e-16,2.220446049250313e-16
536,1.6653345369377348e-16,2.220446049250313e-16
537,1.1102230246251565e-16,2.220446049250313e-16
538,5.551115123125783e-17,0.0
539,1.1102230246251565e-16,2.220446049250313e-16
540,2.220446049250313e-16,2.220446049250313e-16
541,1.1102230246251565e-16,2.220446049250313e-16
542,2.220446049250313e-16,2.220446049250313e-16
543,1.1102230246251565e-16,2.220446049250313e-16
544,5.551115123125783e-17,1.1102230246251565e-16
545,5.551115123125783e-17,1.1102230246251565e-16
546,8.326672684688674e-17,2.220446049250313e-16
547,8.326672684688674e-17,1.1102230246251565e-16
548,1.1102230246251565e-16,2.220446049250313e-16
549,1.1102230246251565e-16,0.0
550,1.1102230246251565e-16,0.0
551,4.440892098500626e-16,4.440892098500626e-16
552,1.6653345369377348e-16,2.220446049250313e-16
553,1.1102230246251565e-16,2.220446049250313e-16
554,5.551115123125783e-17,1.1102230246251565e-16
555,1.6653345369377348e-16,2.220446049250313e-16
556,2.220446049250313e-16,2.220446049250313e-16
557,2.7755575615628914e-16,2.220446049250313e-16
558,1.1102230246251565e-16,0.0
559,2.220446049250313e-16,2.220446049250313e-16
560,1.1102230246251565e-16,4.440892098500626e-16
561,3.3306690738754696e-16,4.440892098500626e-16
562,1.1102230246251565e-16,2.220446049250313e-16
563,1.6653345369377348e-16,2.220446049250313e-16
564,3.3306690738754696e-16,4.440892098500626e-16
565,1.1102230246251565e-16,2.220446049250313e-16
566,5.551115123125783e-17,2.220446049250313e-16
567,1.1102230246251565e-16,2.220446049250313e-16
568,5.551115123125783e-16,3.3306690738754696e-16
569,1.1102230246251565e-16,2.220446049250313e-16
570,2.220446049250313e-16,2.220446049250313e-16
571,1.1102230246251565e-16,3.3306690738754696e-16
