sample_index,maximum_flow_aggregation_error,maximum_macro_row_sum_error
572,1.6653345369377348e-16,2.220446049250313e-16
573,1.1102230246251565e-16,1.1102230246251565e-16
574,1.1102230246251565e-16,3.3306690738754696e-16
575,4.440892098500626e-16,4.440892098500626e-16
576,1.6653345369377348e-16,1.1102230246251565e-16
577,3.3306690738754696e-16,0.0
578,1.1102230246251565e-16,2.220446049250313e-16
579,3.3306690738754696e-16,2.220446049250313e-16
580,1.1102230246251565e-16,2.220446049250313e-16
581,2.220446049250313e-16,2.220446049250313e-16
582,1.1102230246251565e-16,2.220446049250313e-16
583,1.1102230246251565e-16,4.440892098500626e-16
584,5.551115123125783e-17,0.0
585,3.3306690738754696e-16,3.3306690738754696e-16
586,1.1102230246251565e-16,3.3306690738754696e-16
587,1.6653345369377348e-16,2.220446049250313e-16
588,5.551115123125783e-17,2.220446049250313e-16
589,1.1102230246251565e-16,0.0
590,2.220446049250313e-16,2.220446049250313e-16
591,2.220446049250313e-16,4.440892098500626e-16
592,3.3306690738754696e-16,4.440892098500626e-16
593,5.551115123125783e-17,1.1102230246251565e-16
594,1.1102230246251565e-16,2.220446049250313e-16
595,2.220446049250313e-16,4.440892098500626e-16
596,2.220446049250313e-16,2.220446049250313e-16
597,1.1102230246251565e-16,2.220446049250313e-16
598,5.551115123125783e-16,4.440892098500626e-16
599,5.551115123125783e-17,2.220446049250313e-16
600,1.6653345369377348e-16,2.220446049250313e-16
601,1.1102230246251565e-16,1.1102230246251565e-16
602,3.3306690738754696e-16,6.661338147750939e-16
603,2.220446049250313e-16,2.220446049250313e-16
604,1.6653345369377348e-16,3.3306690738754696e-16
605,1.1102230246251565e-16,0.0
606,1.1102230246251565e-16,1.1102230246251565e-16
607,4.440892098500626e-16,6.661338147750939e-16
608,1.1102230246251565e-16,2.220446049250313e-16
609,8.326672684688674e-17,4.440892098500626e-16
610,1.6653345369377348e-16,2.220446049250313e-16
611,3.3306690738754696e-16,4.440892098500626e-16
612,2.220446049250313e-16,3.3306690738754696e-16
613,1.6653345369377348e-16,1.1102230246251565e-16
614,1.1102230246251565e-16,2.220446049250313e-16
615,5.551115123125783e-17,3.3306690738754696e-16
616,1.1102230246251565e-16,0.0
617,1.1102230246251565e-16,2.220446049250313e-16
618,2.220446049250313e-16,2.220446049250313e-16
619,1.1102230246251565e-16,2.220446049250313e-16
620,1.1102230246251565e-16,2.220446049250313e-16
621,3.885780586188048e-16,2.220446049250313e-16
622,2.220446049250313e-16,4.440892098500626e-16
623,3.3306690738754696e-16,4.440892098500626e-16
624,2.220446049250313e-16,3.3306690738754696e-16
625,1.6653345369377348e-16,4.440892098500626e-16
626,1.1102230246251565e-16,4.440892098500626e-16
627,1.1102230246251565e-16,2.220446049250313e-16
628,1.1102230246251565e-16,2.220446049250313e-16
629,2.220446049250313e-16,4.440892098500626e-16
630,1.6653345369377348e-16,4.440892098500626e-16
631,2.220446049250313e-16,1.1102230246251565e-16
632,1.1102230246251565e-16,1.1102230246251565e-16
633,1.1102230246251565e-16,2.220446049250313e-16
634,4.440892098500626e-16,3.3306690738754696e-16
635,1.1102230246251565e-16,2.220446049250313e-16
636,1.1102230246251565e-16,2.220446049250313e-16
637,1.1102230246251565e-16,2.220446049250313e-16
638,5.551115123125783e-17,2.220446049250313e-16
639,2.220446049250313e-16,2.220446049250313e-16
640,2.220446049250313e-16,4.440892098500626e-16
641,2.220446049250313e-16,2.220446049250313e-16
642,8.326672684688674e-17,2.220446049250313e-16
643,7.771561172376096e-16,6.661338147750939e-16
644,1.1102230246251565e-16,3.3306690738754696e-16
645,3.3306690738754696e-16,5.551115123125783e-16
646,5.551115123125783e-17,2.220446049250313e-16
647,1.1102230246251565e-16,1.1102230246251565e-16
648,2.220446049250313e-16,0.0
649,1.6653345369377348e-16,1.1102230246251565e-16
650,1.1102230246251565e-16,2.220446049250313e-16
651,1.1102230246251565e-16,1.1102230246251565e-16
652,2.220446049250313e-16,3.3306690738754696e-16
653,4.440892098500626e-16,4.440892098500626e-16
654,2.220446049250313e-16,2.220446049250313e-16
655,2.220446049250313e-16,2.220446049250313e-16
656,1.1102230246251565e-16,2.220446049250313e-16
657,1.6653345369377348e-16,3.3306690738754696e-16
658,1.1102230246251565e-16,2.220446049250313e-16
659,1.1102230246251565e-16,2.220446049250313e-16
660,2.220446049250313e-16,2.220446049250313e-16
661,2.220446049250313e-16,3.3306690738754696e-16
662,1.6653345369377348e-16,3.3306690738754696e-16
663,4.440892098500626e-16,4.440892098500626e-16
664,1.1102230246251565e-16,2.220446049250313e-16
665,5.551115123125783e-17,1.1102230246251565e-16
666,1.1102230246251565e-16,4.440892098500626e-16
667,5.551115123125783e-17,2.220446049250313e-16
668,2.220446049250313e-16,3.3306690738754696e-16
669,1.1102230246251565e-16,2.220446049250313e-16
670,2.220446049250313e-16,2.220446049250313e-16
671,2.220446049250313e-16,0.0
672,2.220446049250313e-16,2.220446049250313e-16
673,8.326672684688674e-17,2.220446049250313e-16
674,1.1102230246251565e-16,2.220446049250313e-16
675,1.1102230246251565e-16,1.1102230246251565e-16
676,5.551115123125783e-17,3.3306690738754696e-16
677,1.1102230246251565e-16,2.220446049250313e-16
678,1.6653345369377348e-16,4.440892098500626e-16
679,5.551115123125783e-17,2.220446049250313e-16
680,1.1102230246251565e-16,2.220446049250313e-16
681,2.220446049250313e-16,2.220446049250313e-16
682,1.1102230246251565e-16,2.220446049250313e-16
683,1.1102230246251565e-16,3.3306690738754696e-16
684,1.6653345369377348e-16,2.220446049250313e-16
685,1.1102230246251565e-16,2.220446049250313e-16
686,1.1102230246251565e-16,2.220446049250313e-16
687,1.1102230246251565e-16,0.0
688,2.220446049250313e-16,2.220446049250313e-16
689,8.326672684688674e-17,2.220446049250313e-16
690,3.885780586188048e-16,4.440892098500626e-16
691,1.6653345369377348e-16,2.220446049250313e-16
692,5.551115123125783e-16,4.440892098500626e-16
693,2.220446049250313e-16,4.440892098500626e-16
694,1.1102230246251565e-16,2.220446049250313e-16
695,1.1102230246251565e-16,2.220446049250313e-16
696,0.0,0.0
697,1.1102230246251565e-16,2.220446049250313e-16
698,1.6653345369377348e-16,4.440892098500626e-16
699,1.6653345369377348e-16,2.220446049250313e-16
700,1.1102230246251565e-16,2.220446049250313e-16
701,2.220446049250313e-16,2.220446049250313e-16
702,1.1102230246251565e-16,3.3306690738754696e-16
703,2.220446049250313e-16,2.220446049250313e-16
704,3.3306690738754696e-16,2.220446049250313e-16
705,4.440892098500626e-16,2.220446049250313e-16
706,2.220446049250313e-16,2.220446049250313e-16
707,1.6653345369377348e-16,2.220446049250313e-16
708,2.7755575615628914e-16,2.220446049250313e-16
709,5.551115123125783e-17,2.220446049250313e-16
710,2.220446049250313e-16,2.220446049250313e-16
711,5.551115123125783e-16,4.440892098500626e-16
712,2.220446049250313e-16,2.220446049250313e-16
713,1.1102230246251565e-16,2.220446049250313e-16
714,1.1102230246251565e-16,2.220446049250313e-16
715,1.1102230246251565e-16,4.440892098500626e-16
716,2.220446049250313e-16,1.1102230246251565e-16
717,1.1102230246251565e-16,2.220446049250313e-16
718,1.1102230246251565e-16,4.440892098500626e-16
719,5.551115123125783e-17,2.220446049250313e-16
720,1.1102230246251565e-16,2.220446049250313e-16
721,2.7755575615628914e-17,2.220446049250313e-16
722,1.1102230246251565e-16,2.220446049250313e-16
723,5.551115123125783e-17,1.1102230246251565e-16
724,1.1102230246251565e-16,2.220446049250313e-16
725,1.1102230246251565e-16,4.440892098500626e-16
726,1.1102230246251565e-16,2.220446049250313e-16
727,2.220446049250313e-16,2.220446049250313e-16
728,1.1102230246251565e-16,2.220446049250313e-16
729,5.551115123125783e-17,2.220446049250313e-16
730,1.1102230246251565e-16,2.220446049250313e-16
731,3.3306690738754696e-16,2.220446049250313e-16
732,1.1102230246251565e-16,0.0
733,2.220446049250313e-16,2.220446049250313e-16
734,3.3306690738754696e-16,4.440892098500626e-16
735,4.440892098500626e-16,2.220446049250313e-16
736,4.440892098500626e-16,4.440892098500626e-16
737,2.220446049250313e-16,0.0
738,5.551115123125783e-17,1.1102230246251565e-16
739,1.1102230246251565e-16,2.220446049250313e-16
740,1.1102230246251565e-16,1.1102230246251565e-16
741,2.220446049250313e-16,2.220446049250313e-16
742,2.220446049250313e-16,2.220446049250313e-16
743,1.6653345369377348e-16,1.1102230246251565e-16
744,1.3877787807814457e-16,1.1102230246251565e-16
745,1.6653345369377348e-16,4.440892098500626e-16
746,1.6653345369377348e-16,2.220446049250313e-16
747,5.551115123125783e-17,1.1102230246251565e-16
748,3.3306690738754696e-16,4.440892098500626e-16
749,1.1102230246251565e-16,2.220446049250313e-16
750,2.220446049250313e-16,0.0
751,1.1102230246251565e-16,2.220446049250313e-16
752,3.885780586188048e-16,2.220446049250313e-16
753,1.1102230246251565e-16,2.220446049250313e-16
754,1.1102230246251565e-16,2.220446049250313e-16
755,4.440892098500626e-16,2.220446049250313e-16
756,5.551115123125783e-17,2.220446049250313e-16
757,1.6653345369377348e-16,1.1102230246251565e-16
758,1.1102230246251565e-16,2.220446049250313e-16
759,2.220446049250313e-16,2.220446049250313e-16
760,1.1102230246251565e-16,2.220446049250313e-16
761,5.551115123125783e-17,2.220446049250313e-16
762,2.220446049250313e-16,2.220446049250313e-16
763,2.7755575615628914e-16,0.0
764,1.1102230246251565e-16,2.220446049250313e-16
765,1.6653345369377348e-16,2.220446049250313e-16
766,1.1102230246251565e-16,2.220446049250313e-16
767,3.885780586188048e-16,2.220446049250313e-16
768,3.3306690738754696e-16,2.220446049250313e-16
769,2.220446049250313e-16,2.220446049250313e-16
770,1.1102230246251565e-16,2.220446049250313e-16
771,5.551115123125783e-17,2.220446049250313e-16
772,5.551115123125783e-17,1.1102230246251565e-16
773,3.885780586188048e-16,2.220446049250313e-16
774,1.6653345369377348e-16,2.220446049250313e-16
775,1.1102230246251565e-16,2.220446049250313e-16
776,1.1102230246251565e-16,2.220446049250313e-16
777,2.220446049250313e-16,0.0
778,1.1102230246251565e-16,1.1102230246251565e-16
779,1.6653345369377348e-16,2.220446049250313e-16
780,1.1102230246251565e-16,2.220446049250313e-16
781,2.220446049250313e-16,3.3306690738754696e-16
782,2.7755575615628914e-16,4.440892098500626e-16
783,5.551115123125783e-17,2.220446049250313e-16
784,1.1102230246251565e-16,2.220446049250313e-16
785,1.1102230246251565e-16,1.1102230246251565e-16
786,2.220446049250313e-16,2.220446049250313e-16
787,1.1102230246251565e-16,2.220446049250313e-16
788,5.551115123125783e-17,1.1102230246251565e-16
789,5.551115123125783e-17,1.1102230246251565e-16
790,1.1102230246251565e-16,0.0
791,1.1102230246251565e-16,2.220446049250313e-16
792,8.326672684688674e-17,2.220446049250313e-16
793,5.551115123125783e-17,0.0
794,5.551115123125783e-17,3.3306690738754696e-16
795,1.1102230246251565e-16,1.1102230246251565e-16
796,2.7755575615628914e-16,2.220446049250313e-16
797,6.661338147750939e-16,6.661338147750939e-16
798,1.1102230246251565e-16,2.220446049250313e-16
799,1.6653345369377348e-16,2.220446049250313e-16
800,1.1102230246251565e-16,2.220446049250313e-16
801,5.551115123125783e-17,1.1102230246251565e-16
802,2.220446049250313e-16,4.440892098500626e-16
803,1.1102230246251565e-16,2.220446049250313e-16
804,1.1102230246251565e-16,2.220446049250313e-16
805,1.1102230246251565e-16,2.220446049250313e-16
806,1.6653345369377348e-16,2.220446049250313e-16
807,1.6653345369377348e-16,2.220446049250313e-16
808,1.1102230246251565e-16,0.0
809,1.6653345369377348e-16,1.1102230246251565e-16
810,1.6653345369377348e-16,3.3306690738754696e-16
811,1.1102230246251565e-16,2.220446049250313e-16
812,4.996003610813204e-16,6.661338147750939e-16
813,5.551115123125783e-17,2.220446049250313e-16
814,2.220446049250313e-16,2.220446049250313e-16
815,2.220446049250313e-16,2.220446049250313e-16
816,1.6653345369377348e-16,2.220446049250313e-16
817,2.7755575615628914e-16,2.220446049250313e-16
818,2.220446049250313e-16,0.0
819,1.6653345369377348e-16,2.220446049250313e-16
820,1.1102230246251565e-16,2.220446049250313e-16
821,1.1102230246251565e-16,2.220446049250313e-16
822,1.1102230246251565e-16,2.220446049250313e-16
823,4.440892098500626e-16,4.440892098500626e-16
824,2.220446049250313e-16,4.440892098500626e-16
825,2.220446049250313e-16,1.1102230246251565e-16
826,4.440892098500626e-16,2.220446049250313e-16
827,5.551115123125783e-17,2.220446049250313e-16
828,2.220446049250313e-16,4.440892098500626e-16
829,5.551115123125783e-17,2.220446049250313e-16
830,1.6653345369377348e-16,2.220446049250313e-16
831,2.220446049250313e-16,4.440892098500626e-16
832,1.6653345369377348e-16,1.1102230246251565e-16
833,2.220446049250313e-16,4.440892098500626e-16
834,5.551115123125783e-17,1.1102230246251565e-16
835,5.551115123125783e-17,2.220446049250313e-16
836,1.6653345369377348e-16,0.0
837,1.1102230246251565e-16,2.220446049250313e-16
838,3.3306690738754696e-16,2.220446049250313e-16
839,8.326672684688674e-17,3.3306690738754696e-16
840,3.3306690738754696e-16,5.551115123125783e-16
841,3.3306690738754696e-16,4.440892098500626e-16
842,1.6653345369377348e-16,2.220446049250313e-16
843,3.3306690738754696e-16,2.220446049250313e-16
844,1.1102230246251565e-16,2.220446049250313e-16
845,1.1102230246251565e-16,2.220446049250313e-16
846,1.6653345369377348e-16,2.220446049250313e-16
847,5.551115123125783e-17,2.220446049250313e-16
848,1.1102230246251565e-16,1.1102230246251565e-16
849,2.220446049250313e-16,4.440892098500626e-16
850,5.551115123125783e-17,2.220446049250313e-16
851,1.1102230246251565e-16,2.220446049250313e-16
852,3.3306690738754696e-16,2.220446049250313e-16
853,3.3306690738754696e-16,4.440892098500626e-16
854,1.1102230246251565e-16,2.220446049250313e-16
855,2.220446049250313e-16,1.1102230246251565e-16
856,5.551115123125783e-17,2.220446049250313e-16
857,2.7755575615628914e-16,4.440892098500626e-16
858,2.220446049250313e-16,4.440892098500626e-16
859,5.551115123125783e-17,2.220446049250313e-16
860,1.1102230246251565e-16,2.220446049250313e-16
861,2.220446049250313e-16,2.220446049250313e-16
862,1.6653345369377348e-16,2.220446049250313e-16
863,1.6653345369377348e-16,4.440892098500626e-16
864,1.1102230246251565e-16,3.3306690738754696e-16
865,1.1102230246251565e-16,2.220446049250313e-16
866,2.220446049250313e-16,2.220446049250313e-16
867,2.220446049250313e-16,1.1102230246251565e-16
868,2.220446049250313e-16,2.220446049250313e-16
869,5.551115123125783e-17,1.1102230246251565e-16
870,1.1102230246251565e-16,2.220446049250313e-16
871,1.1102230246251565e-16,2.220446049250313e-16
872,1.1102230246251565e-16,2.220446049250313e-16
873,5.551115123125783e-17,2.220446049250313e-16
874,1.1102230246251565e-16,0.0
875,5.551115123125783e-17,4.440892098500626e-16
876,5.551115123125783e-17,2.220446049250313e-16
877,1.1102230246251565e-16,2.220446049250313e-16
878,5.551115123125783e-17,2.220446049250313e-16
879,2.220446049250313e-16,2.220446049250313e-16
880,1.1102230246251565e-16,2.220446049250313e-16
881,5.551115123125783e-17,2.220446049250313e-16
882,2.220446049250313e-16,2.220446049250313e-16
883,1.1102230246251565e-16,2.220446049250313e-16
884,5.551115123125783e-17,2.220446049250313e-16
885,1.1102230246251565e-16,4.440892098500626e-16
886,2.220446049250313e-16,2.220446049250313e-16
887,1.6653345369377348e-16,1.1102230246251565e-16
888,1.1102230246251565e-16,4.440892098500626e-16
889,1.1102230246251565e-16,2.220446049250313e-16
890,1.1102230246251565e-16,0.0
891,5.551115123125783e-17,2.220446049250313e-16
892,1.1102230246251565e-16,2.220446049250313e-16
893,2.220446049250313e-16,2.220446049250313e-16
894,5.551115123125783e-17,2.220446049250313e-16
895,1.1102230246251565e-16,2.220446049250313e-16
896,1.6653345369377348e-16,2.220446049250313e-16
897,1.1102230246251565e-16,2.220446049250313e-16
898,1.1102230246251565e-16,0.0
899,5.551115123125783e-17,2.220446049250313e-16
900,5.551115123125783e-17,1.1102230246251565e-16
901,1.1102230246251565e-16,1.1102230246251565e-16
902,2.220446049250313e-16,3.3306690738754696e-16
903,3.3306690738754696e-16,4.440892098500626e-16
904,4.440892098500626e-16,4.440892098500626e-16
905,3.3306690738754696e-16,0.0
906,1.1102230246251565e-16,2.220446049250313e-16
907,1.1102230246251565e-16,2.220446049250313e-16
908,1.1102230246251565e-16,2.220446049250313e-16
909,1.1102230246251565e-16,2.220446049250313e-16
910,2.220446049250313e-16,2.220446049250313e-16
911,2.220446049250313e-16,4.440892098500626e-16
912,3.3306690738754696e-16,4.440892098500626e-16
913,3.3306690738754696e-16,2.220446049250313e-16
914,2.220446049250313e-16,4.440892098500626e-16
915,3.3306690738754696e-16,4.440892098500626e-16
916,1.1102230246251565e-16,1.1102230246251565e-16
917,2.7755575615628914e-16,2.220446049250313e-16
918,2.220446049250313e-16,4.440892098500626e-16
919,1.6653345369377348e-16,2.220446049250313e-16
920,1.1102230246251565e-16,2.220446049250313e-16
921,4.440892098500626e-16,4.440892098500626e-16
922,2.220446049250313e-16,0.0
923,2.220446049250313e-16,2.220446049250313e-16
924,1.1102230246251565e-16,2.220446049250313e-16
925,1.1102230246251565e-16,4.440892098500626e-16
926,8.326672684688674e-17,2.220446049250313e-16
927,3.885780586188048e-16,4.440892098500626e-16
928,1.1102230246251565e-16,2.220446049250313e-16
929,1.1102230246251565e-16,2.220446049250313e-16
930,1.1102230246251565e-16,4.440892098500626e-16
931,1.1102230246251565e-16,2.220446049250313e-16
932,1.6653345369377348e-16,1.1102230246251565e-16
933,1.1102230246251565e-16,2.220446049250313e-16
934,2.220446049250313e-16,2.220446049250313e-16
935,1.1102230246251565e-16,2.220446049250313e-16
936,1.1102230246251565e-16,2.220446049250313e-16
937,2.220446049250313e-16,0.0
938,1.6653345369377348e-16,2.220446049250313e-16
939,5.551115123125783e-17,0.0
940,1.1102230246251565e-16,2.220446049250313e-16
941,1.1102230246251565e-16,1.1102230246251565e-16
942,5.551115123125783e-17,2.220446049250313e-16
943,1.1102230246251565e-16,0.0
944,1.1102230246251565e-16,2.220446049250313e-16
945,3.3306690738754696e-16,4.440892098500626e-16
946,1.1102230246251565e-16,3.3306690738754696e-16
947,2.220446049250313e-16,2.220446049250313e-16
948,1.1102230246251565e-16,1.1102230246251565e-16
949,1.1102230246251565e-16,2.220446049250313e-16
950,1.1102230246251565e-16,2.220446049250313e-16
951,1.1102230246251565e-16,2.220446049250313e-16
952,1.1102230246251565e-16,2.220446049250313e-16
953,1.1102230246251565e-16,0.0
954,1.1102230246251565e-16,2.220446049250313e-16
955,1.6653345369377348e-16,0.0
956,3.3306690738754696e-16,4.440892098500626e-16
957,1.1102230246251565e-16,3.3306690738754696e-16
958,2.220446049250313e-16,2.220446049250313e-16
959,2.220446049250313e-16,2.220446049250313e-16
960,3.3306690738754696e-16,4.440892098500626e-16
961,3.3306690738754696e-16,2.220446049250313e-16
962,1.6653345369377348e-16,2.220446049250313e-16
963,1.1102230246251565e-16,2.220446049250313e-16
964,1.1102230246251565e-16,4.440892098500626e-16
965,3.3306690738754696e-16,2.220446049250313e-16
966,1.6653345369377348e-16,2.220446049250313e-16
967,2.220446049250313e-16,0.0
968,1.1102230246251565e-16,2.220446049250313e-16
969,5.551115123125783e-17,2.220446049250313e-16
970,5.551115123125783e-17,2.220446049250313e-16
971,1.6653345369377348e-16,2.220446049250313e-16
972,1.6653345369377348e-16,2.220446049250313e-16
973,1.1102230246251565e-16,3.3306690738754696e-16
974,2.220446049250313e-16,2.220446049250313e-16
975,1.1102230246251565e-16,2.220446049250313e-16
976,1.1102230246251565e-16,2.220446049250313e-16
977,2.220446049250313e-16,3.3306690738754696e-16
978,2.7755575615628914e-16,2.220446049250313e-16
979,2.220446049250313e-16,4.440892098500626e-16
980,1.1102230246251565e-16,3.3306690738754696e-16
981,1.1102230246251565e-16,2.220446049250313e-16
982,1.1102230246251565e-16,2.220446049250313e-16
983,1.1102230246251565e-16,2.220446049250313e-16
984,1.6653345369377348e-16,2.220446049250313e-16
985,1.1102230246251565e-16,1.1102230246251565e-16
986,1.6653345369377348e-16,2.220446049250313e-16
987,2.220446049250313e-16,2.220446049250313e-16
988,1.1102230246251565e-16,2.220446049250313e-16
989,2.220446049250313e-16,2.220446049250313e-16
990,1.6653345369377348e-16,2.220446049250313e-16
991,2.220446049250313e-16,4.440892098500626e-16
992,3.3306690738754696e-16,6.661338147750939e-16
993,3.3306690738754696e-16,3.3306690738754696e-16
994,5.551115123125783e-17,1.1102230246251565e-16
995,1.1102230246251565e-16,2.220446049250313e-16
996,2.220446049250313e-16,2.220446049250313e-16
997,1.1102230246251565e-16,3.3306690738754696e-16
998,1.6653345369377348e-16,2.220446049250313e-16
999,1.1102230246251565e-16,2.220446049250313e-16
1000,1.1102230246251565e-16,2.220446049250313e-16
1001,2.220446049250313e-16,3.3306690738754696e-16
1002,1.1102230246251565e-16,1.1102230246251565e-16
1003,8.326672684688674e-17,2.220446049250313e-16
1004,1.6653345369377348e-16,0.0
1005,5.551115123125783e-17,1.1102230246251565e-16
1006,5.551115123125783e-16,4.440892098500626e-16
1007,5.551115123125783e-17,2.220446049250313e-16
1008,3.3306690738754696e-16,4.440892098500626e-16
1009,1.1102230246251565e-16,2.220446049250313e-16
1010,1.1102230246251565e-16,1.1102230246251565e-16
1011,1.6653345369377348e-16,4.440892098500626e-16
1012,1.1102230246251565e-16,0.0
1013,5.551115123125783e-17,0.0
1014,1.6653345369377348e-16,4.440892098500626e-16
1015,1.1102230246251565e-16,2.220446049250313e-16
1016,3.3306690738754696e-16,2.220446049250313e-16
1017,1.6653345369377348e-16,2.220446049250313e-16
1018,5.551115123125783e-17,1.1102230246251565e-16
1019,1.1102230246251565e-16,2.220446049250313e-16
1020,2.220446049250313e-16,2.220446049250313e-16
1021,5.551115123125783e-17,2.220446049250313e-16
1022,1.1102230246251565e-16,2.220446049250313e-16
1023,2.220446049250313e-16,3.3306690738754696e-16
1024,1.6653345369377348e-16,2.220446049250313e-16
1025,1.1102230246251565e-16,2.220446049250313e-16
1026,1.1102230246251565e-16,0.0
1027,1.1102230246251565e-16,2.220446049250313e-16
1028,1.1102230246251565e-16,1.1102230246251565e-16
1029,3.885780586188048e-16,4.440892098500626e-16
1030,1.1102230246251565e-16,2.220446049250313e-16
1031,1.6653345369377348e-16,2.220446049250313e-16
1032,2.220446049250313e-16,2.220446049250313e-16
1033,1.1102230246251565e-16,2.220446049250313e-16
1034,5.551115123125783e-17,1.1102230246251565e-16
1035,5.551115123125783e-17,1.1102230246251565e-16
1036,2.220446049250313e-16,3.3306690738754696e-16
1037,1.6653345369377348e-16,2.220446049250313e-16
1038,1.1102230246251565e-16,2.220446049250313e-16
1039,3.3306690738754696e-16,0.0
1040,1.6653345369377348e-16,2.220446049250313e-16
1041,1.1102230246251565e-16,0.0
1042,1.1102230246251565e-16,1.1102230246251565e-16
1043,1.6653345369377348e-16,2.220446049250313e-16
1044,1.1102230246251565e-16,2.220446049250313e-16
1045,1.6653345369377348e-16,2.220446049250313e-16
1046,2.220446049250313e-16,2.220446049250313e-16
1047,5.551115123125783e-17,2.220446049250313e-16
1048,2.220446049250313e-16,2.220446049250313e-16
1049,2.220446049250313e-16,2.220446049250313e-16
1050,2.7755575615628914e-16,2.220446049250313e-16
1051,1.6653345369377348e-16,2.220446049250313e-16
1052,2.7755575615628914e-16,6.661338147750939e-16
1053,1.6653345369377348e-16,1.1102230246251565e-16
1054,2.220446049250313e-16,2.220446049250313e-16
1055,5.551115123125783e-17,3.3306690738754696e-16
1056,1.1102230246251565e-16,2.220446049250313e-16
1057,1.1102230246251565e-16,2.220446049250313e-16
1058,2.220446049250313e-16,0.0
1059,2.220446049250313e-16,2.220446049250313e-16
1060,5.551115123125783e-17,2.220446049250313e-16
1061,1.1102230246251565e-16,2.220446049250313e-16
1062,4.440892098500626e-16,4.440892098500626e-16
1063,2.220446049250313e-16,2.220446049250313e-16
1064,1.1102230246251565e-16,2.220446049250313e-16
1065,1.6653345369377348e-16,2.220446049250313e-16
1066,1.1102230246251565e-16,1.1102230246251565e-16
1067,1.1102230246251565e-16,0.0
1068,2.220446049250313e-16,2.220446049250313e-16
1069,2.220446049250313e-16,2.220446049250313e-16
1070,1.6653345369377348e-16,3.3306690738754696e-16
1071,5.551115123125783e-17,2.220446049250313e-16
1072,1.1102230246251565e-16,2.220446049250313e-16
1073,1.1102230246251565e-16,2.220446049250313e-16
1074,3.3306690738754696e-16,4.440892098500626e-16
1075,5.551115123125783e-17,2.220446049250313e-16
1076,3.3306690738754696e-16,2.220446049250313e-16
1077,3.3306690738754696e-16,2.220446049250313e-16
1078,5.551115123125783e-17,2.220446049250313e-16
1079,2.220446049250313e-16,1.1102230246251565e-16
1080,5.551115123125783e-17,1.1102230246251565e-16
1081,2.220446049250313e-16,0.0
1082,2.7755575615628914e-16,0.0
1083,2.220446049250313e-16,1.1102230246251565e-16
1084,1.1102230246251565e-16,4.440892098500626e-16
1085,1.1102230246251565e-16,1.1102230246251565e-16
1086,3.3306690738754696e-16,3.3306690738754696e-16
1087,2.7755575615628914e-16,3.3306690738754696e-16
1088,2.220446049250313e-16,2.220446049250313e-16
1089,1.1102230246251565e-16,2.220446049250313e-16
1090,1.1102230246251565e-16,2.220446049250313e-16
1091,5.551115123125783e-17,2.220446049250313e-16
1092,1.6653345369377348e-16,2.220446049250313e-16
1093,2.220446049250313e-16,2.220446049250313e-16
1094,5.551115123125783e-17,2.220446049250313e-16
1095,5.551115123125783e-17,2.220446049250313e-16
1096,1.6653345369377348e-16,2.220446049250313e-16
1097,5.551115123125783e-17,0.0
1098,1.1102230246251565e-16,2.220446049250313e-16
1099,1.6653345369377348e-16,2.220446049250313e-16
1100,1.1102230246251565e-16,1.1102230246251565e-16
1101,2.220446049250313e-16,0.0
1102,2.220446049250313e-16,2.220446049250313e-16
1103,4.440892098500626e-16,2.220446049250313e-16
1104,2.7755575615628914e-16,0.0
1105,5.551115123125783e-17,2.220446049250313e-16
1106,1.1102230246251565e-16,2.220446049250313e-16
1107,1.1102230246251565e-16,2.220446049250313e-16
1108,3.3306690738754696e-16,2.220446049250313e-16
1109,1.1102230246251565e-16,2.220446049250313e-16
1110,5.551115123125783e-17,2.220446049250313e-16
1111,1.1102230246251565e-16,2.220446049250313e-16
1112,1.1102230246251565e-16,2.220446049250313e-16
1113,1.6653345369377348e-16,2.220446049250313e-16
1114,1.1102230246251565e-16,4.440892098500626e-16
1115,1.1102230246251565e-16,2.220446049250313e-16
1116,1.6653345369377348e-16,0.0
1117,3.3306690738754696e-16,3.3306690738754696e-16
1118,1.1102230246251565e-16,1.1102230246251565e-16
1119,8.326672684688674e-17,2.220446049250313e-16
1120,5.551115123125783e-17,2.220446049250313e-16
1121,5.551115123125783e-17,2.220446049250313e-16
1122,1.6653345369377348e-16,2.220446049250313e-16
1123,3.3306690738754696e-16,6.661338147750939e-16
1124,1.1102230246251565e-16,2.220446049250313e-16
1125,1.6653345369377348e-16,2.220446049250313e-16
1126,1.6653345369377348e-16,2.220446049250313e-16
1127,3.3306690738754696e-16,4.440892098500626e-16
1128,2.220446049250313e-16,2.220446049250313e-16
1129,5.551115123125783e-17,1.1102230246251565e-16
1130,1.6653345369377348e-16,3.3306690738754696e-16
1131,3.3306690738754696e-16,4.440892098500626e-16
1132,1.1102230246251565e-16,2.220446049250313e-16
1133,2.220446049250313e-16,3.3306690738754696e-16
1134,1.1102230246251565e-16,2.220446049250313e-16
1135,1.6653345369377348e-16,2.220446049250313e-16
1136,5.551115123125783e-17,2.220446049250313e-16
1137,1.6653345369377348e-16,0.0
1138,1.1102230246251565e-16,4.440892098500626e-16
1139,2.7755575615628914e-16,2.220446049250313e-16
1140,1.1102230246251565e-16,2.220446049250313e-16
1141,2.220446049250313e-16,2.220446049250313e-16
