sample_index,operator,size,group_count,direct_score,hierarchical_score,absolute_associativity_error,associative_at_tolerance
2502,minimum,11,7,-2.095062720365121,-2.095062720365121,0.0,True
2503,weighted_arithmetic,33,5,0.11529296944944087,0.11529296944944083,4.163336342344337e-17,True
2503,exponential_mean,33,5,-0.6767554354343848,-0.6767554354343848,0.0,True
2503,weighted_median,33,5,0.4252522653395787,0.4613702629662757,0.036117997626696985,False
2503,minimum,33,5,-2.4659550237084327,-2.4659550237084327,0.0,True
2504,weighted_arithmetic,16,3,0.09491466144632597,0.09491466144632595,2.7755575615628914e-17,True
2504,exponential_mean,16,3,-0.39448652073100765,-0.3944865207310075,1.6653345369377348e-16,True
2504,weighted_median,16,3,0.10164836981132334,0.3293506796026562,0.22770230979133282,False
2504,minimum,16,3,-2.6584807342338967,-2.6584807342338967,0.0,True
2505,weighted_arithmetic,28,5,-0.263183490359875,-0.2631834903598749,5.551115123125783e-17,True
2505,exponential_mean,28,5,-0.8657015266635003,-0.8657015266635003,0.0,True
2505,weighted_median,28,5,-0.3460745313711544,-0.3460745313711544,0.0,True
2505,minimum,28,5,-3.0075208629504893,-3.0075208629504893,0.0,True
2506,weighted_arithmetic,9,2,0.24369790569000452,0.24369790569000457,5.551115123125783e-17,True
2506,exponential_mean,9,2,-0.14209020829119687,-0.14209020829119687,0.0,True
2506,weighted_median,9,2,-0.21899171928317052,-0.35000162188847933,0.13100990260530881,False
2506,minimum,9,2,-0.996146429762003,-0.996146429762003,0.0,True
2507,weighted_arithmetic,16,7,-0.5275881012987235,-0.5275881012987238,3.3306690738754696e-16,True
2507,exponential_mean,16,7,-0.8661619649533183,-0.8661619649533187,3.3306690738754696e-16,True
2507,weighted_median,16,7,-0.41319365466770114,-0.41319365466770114,0.0,True
2507,minimum,16,7,-1.4233163970051546,-1.4233163970051546,0.0,True
2508,weighted_arithmetic,32,6,0.23999369705877702,0.23999369705877693,8.326672684688674e-17,True
2508,exponential_mean,32,6,-0.4275195581018842,-0.4275195581018842,0.0,True
2508,weighted_median,32,6,-0.13068234740368526,-0.20140276639302054,0.07072041898933529,False
2508,minimum,32,6,-1.5122314336197624,-1.5122314336197624,0.0,True
2509,weighted_arithmetic,10,3,-0.9215377399611269,-0.9215377399611268,1.1102230246251565e-16,True
2509,exponential_mean,10,3,-1.5232979078239999,-1.5232979078239999,0.0,True
2509,weighted_median,10,3,-1.2989942044543081,0.03959092047944895,1.338585124933757,False
2509,minimum,10,3,-3.074037828974798,-3.074037828974798,0.0,True
2510,weighted_arithmetic,16,6,-0.06505650791676902,-0.065056507916769,2.7755575615628914e-17,True
2510,exponential_mean,16,6,-0.3886604614644732,-0.38866046146447314,5.551115123125783e-17,True
2510,weighted_median,16,6,-0.4651759669899167,-0.4651759669899167,0.0,True
2510,minimum,16,6,-1.3098295126746065,-1.3098295126746065,0.0,True
2511,weighted_arithmetic,14,6,-0.16068272537600536,-0.16068272537600536,0.0,True
2511,exponential_mean,14,6,-0.8768212912170302,-0.87682129121703,2.220446049250313e-16,True
2511,weighted_median,14,6,-0.0010437446881412507,-0.5203262921337042,0.5192825474455629,False
2511,minimum,14,6,-2.8763372950034465,-2.8763372950034465,0.0,True
2512,weighted_arithmetic,28,2,0.1883870676119716,0.18838706761197171,1.1102230246251565e-16,True
2512,exponential_mean,28,2,-0.17422996892508938,-0.1742299689250892,1.6653345369377348e-16,True
2512,weighted_median,28,2,0.03977791853110384,-0.14370739974477223,0.18348531827587605,False
2512,minimum,28,2,-1.4477494628860563,-1.4477494628860563,0.0,True
2513,weighted_arithmetic,33,6,-0.18589969270466716,-0.1858996927046671,5.551115123125783e-17,True
2513,exponential_mean,33,6,-0.8547784608336396,-0.8547784608336396,0.0,True
2513,weighted_median,33,6,-0.35810628539627093,-0.004229998351182762,0.35387628704508817,False
2513,minimum,33,6,-2.3380055515461593,-2.3380055515461593,0.0,True
2514,weighted_arithmetic,34,5,-0.12714624428033838,-0.12714624428033847,8.326672684688674e-17,True
2514,exponential_mean,34,5,-0.9879278149222529,-0.9879278149222529,0.0,True
2514,weighted_median,34,5,0.07714413303285696,-0.10875959284358476,0.18590372587644172,False
2514,minimum,34,5,-2.5716301024853876,-2.5716301024853876,0.0,True
2515,weighted_arithmetic,8,5,-0.4807915947247279,-0.4807915947247279,0.0,True
2515,exponential_mean,8,5,-0.6923491106347788,-0.6923491106347788,0.0,True
2515,weighted_median,8,5,-0.8727764589258684,-0.8727764589258684,0.0,True
2515,minimum,8,5,-1.9791372351385037,-1.9791372351385037,0.0,True
2516,weighted_arithmetic,9,7,0.15480376051692682,0.15480376051692682,0.0,True
2516,exponential_mean,9,7,-0.1630016106300589,-0.16300161063005855,3.608224830031759e-16,True
2516,weighted_median,9,7,0.19618030386909305,0.19618030386909305,0.0,True
2516,minimum,9,7,-1.6081569574083037,-1.6081569574083037,0.0,True
2517,weighted_arithmetic,26,2,0.3956404184177974,0.39564041841779735,5.551115123125783e-17,True
2517,exponential_mean,26,2,-0.4568283248234735,-0.45682832482347335,1.6653345369377348e-16,True
2517,weighted_median,26,2,0.1600645852116483,-0.5379212686453613,0.6979858538570096,False
2517,minimum,26,2,-1.796176551082974,-1.796176551082974,0.0,True
2518,weighted_arithmetic,17,3,-0.07582832802297106,-0.07582832802297108,2.7755575615628914e-17,True
2518,exponential_mean,17,3,-0.9920136252131732,-0.992013625213173,1.1102230246251565e-16,True
2518,weighted_median,17,3,-0.6070319610385421,-0.6070319610385421,0.0,True
2518,minimum,17,3,-2.0473099507426507,-2.0473099507426507,0.0,True
2519,weighted_arithmetic,16,5,0.35234691117189704,0.352346911171897,5.551115123125783e-17,True
2519,exponential_mean,16,5,-0.35314665177823307,-0.35314665177823323,1.6653345369377348e-16,True
2519,weighted_median,16,5,0.08359859587821265,-0.3732740826495386,0.45687267852775126,False
2519,minimum,16,5,-2.1027885965221818,-2.1027885965221818,0.0,True
2520,weighted_arithmetic,10,5,0.11159815658623651,0.11159815658623658,6.938893903907228e-17,True
2520,exponential_mean,10,5,-0.4898976382437136,-0.48989763824371374,1.6653345369377348e-16,True
2520,weighted_median,10,5,0.12373275201612159,-0.8805443530599754,1.004277105076097,False
2520,minimum,10,5,-1.1385554457277656,-1.1385554457277656,0.0,True
2521,weighted_arithmetic,6,5,-0.1540135179457557,-0.15401351794575568,2.7755575615628914e-17,True
2521,exponential_mean,6,5,-0.5555485737377144,-0.5555485737377145,1.1102230246251565e-16,True
2521,weighted_median,6,5,-0.42480193404521593,-0.9346043153711994,0.5098023813259834,False
2521,minimum,6,5,-0.9589466749364076,-0.9589466749364076,0.0,True
2522,weighted_arithmetic,32,4,-0.40932197636558665,-0.40932197636558654,1.1102230246251565e-16,True
2522,exponential_mean,32,4,-0.9710545400514388,-0.9710545400514382,5.551115123125783e-16,True
2522,weighted_median,32,4,-0.39248288754895627,-0.39248288754895627,0.0,True
2522,minimum,32,4,-2.9414282793492315,-2.9414282793492315,0.0,True
2523,weighted_arithmetic,18,6,0.015551076450739332,0.015551076450739335,3.469446951953614e-18,True
2523,exponential_mean,18,6,-0.30365800815964333,-0.30365800815964317,1.6653345369377348e-16,True
2523,weighted_median,18,6,-0.2359530439371041,-0.2359530439371041,0.0,True
2523,minimum,18,6,-1.4849891825028922,-1.4849891825028922,0.0,True
2524,weighted_arithmetic,12,3,0.263031546475279,0.26303154647527893,5.551115123125783e-17,True
2524,exponential_mean,12,3,-0.5285696376156116,-0.5285696376156117,1.1102230246251565e-16,True
2524,weighted_median,12,3,0.6922073802241195,-1.1209039687890336,1.8131113490131532,False
2524,minimum,12,3,-1.4146059084164648,-1.4146059084164648,0.0,True
2525,weighted_arithmetic,29,4,0.4566094694939519,0.4566094694939516,3.3306690738754696e-16,True
2525,exponential_mean,29,4,0.014424138870062286,0.014424138870062553,2.671474153004283e-16,True
2525,weighted_median,29,4,0.7447237270677832,0.7447237270677832,0.0,True
2525,minimum,29,4,-1.376811372137232,-1.376811372137232,0.0,True
2526,weighted_arithmetic,32,4,-0.32212954648286096,-0.322129546482861,5.551115123125783e-17,True
2526,exponential_mean,32,4,-0.8088248322150031,-0.8088248322150033,2.220446049250313e-16,True
2526,weighted_median,32,4,-0.5125066823135905,-0.3295770070219053,0.18292967529168525,False
2526,minimum,32,4,-1.8797898564490287,-1.8797898564490287,0.0,True
2527,weighted_arithmetic,5,3,-0.40633006593412235,-0.40633006593412235,0.0,True
2527,exponential_mean,5,3,-0.5405567510320578,-0.5405567510320577,1.1102230246251565e-16,True
2527,weighted_median,5,3,-0.19226132981088997,-0.19226132981088997,0.0,True
2527,minimum,5,3,-1.0338389484149273,-1.0338389484149273,0.0,True
2528,weighted_arithmetic,32,4,-0.5468106040495072,-0.5468106040495071,1.1102230246251565e-16,True
2528,exponential_mean,32,4,-1.3717696955853216,-1.3717696955853214,2.220446049250313e-16,True
2528,weighted_median,32,4,-0.37361467998172415,-0.37361467998172415,0.0,True
2528,minimum,32,4,-2.3278709431435978,-2.3278709431435978,0.0,True
2529,weighted_arithmetic,15,2,-0.4497883853454076,-0.4497883853454076,0.0,True
2529,exponential_mean,15,2,-1.3097858318333944,-1.3097858318333941,2.220446049250313e-16,True
2529,weighted_median,15,2,-0.7721055437057427,-1.2586085837249887,0.48650304001924605,False
2529,minimum,15,2,-3.007628801801839,-3.007628801801839,0.0,True
2530,weighted_arithmetic,28,2,-0.38703693531310684,-0.38703693531310684,0.0,True
2530,exponential_mean,28,2,-1.1615156525779795,-1.1615156525779797,2.220446049250313e-16,True
2530,weighted_median,28,2,-0.3343942714025842,0.03432713979199338,0.3687214111945776,False
2530,minimum,28,2,-2.8220284693064372,-2.8220284693064372,0.0,True
2531,weighted_arithmetic,17,4,0.4049164348178575,0.4049164348178574,1.1102230246251565e-16,True
2531,exponential_mean,17,4,-0.346887946886833,-0.34688794688683267,3.3306690738754696e-16,True
2531,weighted_median,17,4,0.7296831078120855,0.7296831078120855,0.0,True
2531,minimum,17,4,-2.1601129985920755,-2.1601129985920755,0.0,True
2532,weighted_arithmetic,21,3,0.24748053417951632,0.24748053417951632,0.0,True
2532,exponential_mean,21,3,-0.6666176438295952,-0.6666176438295952,0.0,True
2532,weighted_median,21,3,0.11597904268052567,0.11597904268052567,0.0,True
2532,minimum,21,3,-1.9964925413962682,-1.9964925413962682,0.0,True
2533,weighted_arithmetic,25,3,0.41535551227514933,0.41535551227514933,0.0,True
2533,exponential_mean,25,3,-0.23846444445683518,-0.23846444445683485,3.3306690738754696e-16,True
2533,weighted_median,25,3,0.3745498307558967,0.3745498307558967,0.0,True
2533,minimum,25,3,-1.435603223777639,-1.435603223777639,0.0,True
2534,weighted_arithmetic,26,7,-0.22555581910378628,-0.22555581910378628,0.0,True
2534,exponential_mean,26,7,-0.5797278471918356,-0.5797278471918355,1.1102230246251565e-16,True
2534,weighted_median,26,7,-0.3739228943864537,-0.5132858574248778,0.13936296303842405,False
2534,minimum,26,7,-1.9539969652645017,-1.9539969652645017,0.0,True
2535,weighted_arithmetic,6,2,0.2968272809861238,0.2968272809861239,5.551115123125783e-17,True
2535,exponential_mean,6,2,-0.26538866640798114,-0.26538866640798137,2.220446049250313e-16,True
2535,weighted_median,6,2,0.6036235075393135,0.775307578891409,0.1716840713520955,False
2535,minimum,6,2,-1.7731193989982892,-1.7731193989982892,0.0,True
2536,weighted_arithmetic,25,2,0.21070979370968176,0.21070979370968176,0.0,True
2536,exponential_mean,25,2,-0.42529640596081786,-0.42529640596081747,3.885780586188048e-16,True
2536,weighted_median,25,2,0.18074810840214692,0.18074810840214692,0.0,True
2536,minimum,25,2,-2.0000282960722986,-2.0000282960722986,0.0,True
2537,weighted_arithmetic,32,7,-0.4725491964826823,-0.4725491964826824,1.1102230246251565e-16,True
2537,exponential_mean,32,7,-1.2001678722491098,-1.20016787224911,2.220446049250313e-16,True
2537,weighted_median,32,7,-0.5307980059032518,-0.29546855469737077,0.235329451205881,False
2537,minimum,32,7,-2.7073849385440227,-2.7073849385440227,0.0,True
2538,weighted_arithmetic,12,6,-0.17998549137484843,-0.17998549137484846,2.7755575615628914e-17,True
2538,exponential_mean,12,6,-0.4355218934914323,-0.43552189349143244,1.6653345369377348e-16,True
2538,weighted_median,12,6,-0.18260303748287043,-0.46853914160571486,0.2859361041228444,False
