n,sample_index,first_kernel,second_kernel,mean_row_total_variation,maximum_row_total_variation
32,23,standardized_exponential,standardized_asinh,0.06439355604779703,0.1340176961683286
32,23,standardized_exponential,standardized_rank,0.22683767576905678,0.38569879457827777
32,23,standardized_asinh,standardized_rank,0.16983885630435971,0.2710000525005441
32,24,standardized_exponential,standardized_asinh,0.07499009385180219,0.13486447706097177
32,24,standardized_exponential,standardized_rank,0.25785456588783184,0.38226621633623326
32,24,standardized_asinh,standardized_rank,0.1922561629059098,0.2949451259459632
32,25,standardized_exponential,standardized_asinh,0.06372511124906335,0.14551478959471206
32,25,standardized_exponential,standardized_rank,0.2359355391151582,0.433077189997067
32,25,standardized_asinh,standardized_rank,0.18157632211208558,0.287562400402355
32,26,standardized_exponential,standardized_asinh,0.06339315511810945,0.1607666217602568
32,26,standardized_exponential,standardized_rank,0.22815587791490527,0.4234927222745405
32,26,standardized_asinh,standardized_rank,0.1721524509931558,0.2627261005142837
32,27,standardized_exponential,standardized_asinh,0.057573597439453214,0.11265569778631734
32,27,standardized_exponential,standardized_rank,0.21792182971302887,0.38194231821494473
32,27,standardized_asinh,standardized_rank,0.1696998121573054,0.2692866204286274
32,28,standardized_exponential,standardized_asinh,0.0630930985041157,0.15859826321660547
32,28,standardized_exponential,standardized_rank,0.22500918020563176,0.37178598889250536
32,28,standardized_asinh,standardized_rank,0.17049664713339863,0.261333103624843
32,29,standardized_exponential,standardized_asinh,0.0780888948711714,0.17485021102666545
32,29,standardized_exponential,standardized_rank,0.26352357694549167,0.44287709664994845
32,29,standardized_asinh,standardized_rank,0.19266691191666907,0.2743581656688391
32,30,standardized_exponential,standardized_asinh,0.07862185852882082,0.15873276812229536
32,30,standardized_exponential,standardized_rank,0.2631135786548173,0.40573468343053937
32,30,standardized_asinh,standardized_rank,0.19293181208957755,0.28872496666375624
32,31,standardized_exponential,standardized_asinh,0.07349412069341453,0.17276444036873684
32,31,standardized_exponential,standardized_rank,0.2489556163175416,0.42972316110221775
32,31,standardized_asinh,standardized_rank,0.18478650732188398,0.3095416864332808
32,32,standardized_exponential,standardized_asinh,0.07923967009375052,0.18029937537846327
32,32,standardized_exponential,standardized_rank,0.26977699562922675,0.43152330249798354
32,32,standardized_asinh,standardized_rank,0.20014148872338605,0.29376746882260385
32,33,standardized_exponential,standardized_asinh,0.07424086707110078,0.1725932489066333
32,33,standardized_exponential,standardized_rank,0.2606519929360641,0.4186314412808791
32,33,standardized_asinh,standardized_rank,0.19354166456372923,0.2766482869395423
32,34,standardized_exponential,standardized_asinh,0.06344136468786088,0.16339893976414105
32,34,standardized_exponential,standardized_rank,0.22793973725855377,0.38973855773711596
32,34,standardized_asinh,standardized_rank,0.1731359153580794,0.29475159045133825
32,35,standardized_exponential,standardized_asinh,0.06680110660800534,0.1859023653930332
32,35,standardized_exponential,standardized_rank,0.23206904985936894,0.40407685367741836
32,35,standardized_asinh,standardized_rank,0.17429375187151497,0.26509132493921717
32,36,standardized_exponential,standardized_asinh,0.07360555633165639,0.2148175220573053
32,36,standardized_exponential,standardized_rank,0.25866316105449794,0.48884211294172325
32,36,standardized_asinh,standardized_rank,0.18940919944332157,0.3089397455159318
32,37,standardized_exponential,standardized_asinh,0.07682568985321295,0.1809892169290815
32,37,standardized_exponential,standardized_rank,0.2660336637747096,0.44126346400746064
32,37,standardized_asinh,standardized_rank,0.19906540773228754,0.29103542736283045
32,38,standardized_exponential,standardized_asinh,0.06013600110451674,0.1429446677297928
32,38,standardized_exponential,standardized_rank,0.22743753393766086,0.4239233342205853
32,38,standardized_asinh,standardized_rank,0.17456780678176947,0.30422789547409296
32,39,standardized_exponential,standardized_asinh,0.08264470875601396,0.16882935940716046
32,39,standardized_exponential,standardized_rank,0.2568183952153278,0.3778369139032259
32,39,standardized_asinh,standardized_rank,0.18702077496980873,0.2574082864994806
32,40,standardized_exponential,standardized_asinh,0.07067336117786188,0.21119185487359127
32,40,standardized_exponential,standardized_rank,0.25605970647731385,0.44598946788300575
32,40,standardized_asinh,standardized_rank,0.19467613663075672,0.26710149994882937
32,41,standardized_exponential,standardized_asinh,0.06885985006782214,0.20156212345848182
32,41,standardized_exponential,standardized_rank,0.24321560434657374,0.4932368157914208
32,41,standardized_asinh,standardized_rank,0.18282118398758562,0.29167469233293897
32,42,standardized_exponential,standardized_asinh,0.06855620920337863,0.1524233316225959
32,42,standardized_exponential,standardized_rank,0.2399277317958088,0.38148063936868803
32,42,standardized_asinh,standardized_rank,0.18103891484250897,0.24883203053696393
32,43,standardized_exponential,standardized_asinh,0.06482679952453888,0.11624844310259488
32,43,standardized_exponential,standardized_rank,0.23464639036241564,0.40424044990808095
32,43,standardized_asinh,standardized_rank,0.17815536352767797,0.28799200680548603
32,44,standardized_exponential,standardized_asinh,0.07224628511371106,0.1597990710246828
32,44,standardized_exponential,standardized_rank,0.25919486215601384,0.41784955182824596
32,44,standardized_asinh,standardized_rank,0.19593083309154774,0.2867363950820594
32,45,standardized_exponential,standardized_asinh,0.07042681701289624,0.1453299549070571
32,45,standardized_exponential,standardized_rank,0.24658133435634955,0.43410273952486683
32,45,standardized_asinh,standardized_rank,0.18492419201609858,0.28877278461780975
32,46,standardized_exponential,standardized_asinh,0.06291721412303797,0.15045520250291128
32,46,standardized_exponential,standardized_rank,0.23210091665370303,0.35845104093174784
32,46,standardized_asinh,standardized_rank,0.17772587769838236,0.26154522560376037
32,47,standardized_exponential,standardized_asinh,0.08702127312624203,0.16221810874639447
32,47,standardized_exponential,standardized_rank,0.28105298679786894,0.45061793021544083
32,47,standardized_asinh,standardized_rank,0.2039458065925631,0.3012347444270951
32,48,standardized_exponential,standardized_asinh,0.055196532854646735,0.13779582864563888
32,48,standardized_exponential,standardized_rank,0.20818987087081062,0.4059999221186671
32,48,standardized_asinh,standardized_rank,0.16249806134981412,0.26820409347302826
32,49,standardized_exponential,standardized_asinh,0.0723407271764562,0.17745586183712392
32,49,standardized_exponential,standardized_rank,0.263847945282228,0.423470449735749
32,49,standardized_asinh,standardized_rank,0.19909223690483102,0.2710405652488101
32,50,standardized_exponential,standardized_asinh,0.07666184743613386,0.1491002360172484
32,50,standardized_exponential,standardized_rank,0.24902413887875885,0.45019166683749395
32,50,standardized_asinh,standardized_rank,0.181167790205751,0.30109143082024553
32,51,standardized_exponential,standardized_asinh,0.07394379617709183,0.1392575661912719
32,51,standardized_exponential,standardized_rank,0.24654489761312529,0.40298907136989104
32,51,standardized_asinh,standardized_rank,0.18336127382740214,0.2647326834853388
32,52,standardized_exponential,standardized_asinh,0.07366162130571367,0.16086305566912162
32,52,standardized_exponential,standardized_rank,0.2588920282003412,0.44172836543467975
32,52,standardized_asinh,standardized_rank,0.19132162909208197,0.2939452678609173
32,53,standardized_exponential,standardized_asinh,0.07320604433612635,0.16027010352755824
32,53,standardized_exponential,standardized_rank,0.2512237774155134,0.40935038245216543
32,53,standardized_asinh,standardized_rank,0.18617851632806245,0.29124346607484664
32,54,standardized_exponential,standardized_asinh,0.06983761590274609,0.12452047835630872
32,54,standardized_exponential,standardized_rank,0.2573453496671489,0.372949411392299
32,54,standardized_asinh,standardized_rank,0.19416416260148836,0.28754567984265544
32,55,standardized_exponential,standardized_asinh,0.06257968773925551,0.1794109844720262
32,55,standardized_exponential,standardized_rank,0.24345371362981,0.48792331934669725
32,55,standardized_asinh,standardized_rank,0.1891556510443959,0.30851233487467106
32,56,standardized_exponential,standardized_asinh,0.06561145900393302,0.1560706298763976
32,56,standardized_exponential,standardized_rank,0.2396049878902031,0.3570553948732894
32,56,standardized_asinh,standardized_rank,0.18371974050123024,0.25853350522103685
32,57,standardized_exponential,standardized_asinh,0.06784350316127195,0.11968411884965158
32,57,standardized_exponential,standardized_rank,0.24931249050510693,0.3559010356617061
32,57,standardized_asinh,standardized_rank,0.1893252976422513,0.2535277614698094
32,58,standardized_exponential,standardized_asinh,0.08175016977587334,0.20104875168286207
32,58,standardized_exponential,standardized_rank,0.2709483987490397,0.4923784347963384
32,58,standardized_asinh,standardized_rank,0.19466846063445697,0.31555565059023705
32,59,standardized_exponential,standardized_asinh,0.06875950304996437,0.14299839816682425
32,59,standardized_exponential,standardized_rank,0.23938462418748158,0.42077261220239137
32,59,standardized_asinh,standardized_rank,0.17959540927422862,0.2777742140355672
32,60,standardized_exponential,standardized_asinh,0.07574406736024492,0.21907783222626057
32,60,standardized_exponential,standardized_rank,0.25244030075612567,0.4591417497219694
32,60,standardized_asinh,standardized_rank,0.18585270595971987,0.26108636333464447
32,61,standardized_exponential,standardized_asinh,0.06989627228106325,0.16707677350040684
32,61,standardized_exponential,standardized_rank,0.25025183715205723,0.4409848338462824
32,61,standardized_asinh,standardized_rank,0.18886080975156974,0.27390806034587556
32,62,standardized_exponential,standardized_asinh,0.06608997882791029,0.14091774562408715
32,62,standardized_exponential,standardized_rank,0.24581326203617576,0.4205214517798045
32,62,standardized_asinh,standardized_rank,0.19009841446930104,0.27960370615571734
32,63,standardized_exponential,standardized_asinh,0.08284738090794724,0.1607917167481391
32,63,standardized_exponential,standardized_rank,0.26737936718202304,0.42607225481135225
32,63,standardized_asinh,standardized_rank,0.19813626934132786,0.2916588829270385
32,64,standardized_exponential,standardized_asinh,0.06940017416043195,0.16376219504108946
32,64,standardized_exponential,standardized_rank,0.2344330010938988,0.47487453732017715
32,64,standardized_asinh,standardized_rank,0.17556972021338582,0.3220218051915696
32,65,standardized_exponential,standardized_asinh,0.06067839787541074,0.1360836252184074
32,65,standardized_exponential,standardized_rank,0.2420223085581626,0.4304980503669324
32,65,standardized_asinh,standardized_rank,0.19155712611189668,0.31033161366374173
32,66,standardized_exponential,standardized_asinh,0.0699621277061502,0.12268591727600905
32,66,standardized_exponential,standardized_rank,0.2549102832834594,0.35645293000661565
32,66,standardized_asinh,standardized_rank,0.19333156755332978,0.25814836057929424
32,67,standardized_exponential,standardized_asinh,0.07137503900044494,0.21585529635657835
32,67,standardized_exponential,standardized_rank,0.25835563645324033,0.4842078342088788
32,67,standardized_asinh,standardized_rank,0.1960364991750412,0.2866722162369887
32,68,standardized_exponential,standardized_asinh,0.06890664024093643,0.17129615680819407
32,68,standardized_exponential,standardized_rank,0.2546986150437628,0.4531998083255351
32,68,standardized_asinh,standardized_rank,0.19072617285303284,0.28881743705632595
32,69,standardized_exponential,standardized_asinh,0.05757687650814351,0.11857155907566345
32,69,standardized_exponential,standardized_rank,0.22756802571476117,0.35115793013423746
32,69,standardized_asinh,standardized_rank,0.17874742699536345,0.24806592950526496
32,70,standardized_exponential,standardized_asinh,0.07396240275564435,0.14152223455088142
32,70,standardized_exponential,standardized_rank,0.26313442826481626,0.396965603482433
32,70,standardized_asinh,standardized_rank,0.1960403314524848,0.2871049062673638
32,71,standardized_exponential,standardized_asinh,0.0711717306314529,0.20387320717214796
32,71,standardized_exponential,standardized_rank,0.2540060460713933,0.4592266317883457
32,71,standardized_asinh,standardized_rank,0.18995551194159532,0.2863651224574759
32,72,standardized_exponential,standardized_asinh,0.06851006287331707,0.16998563768817437
32,72,standardized_exponential,standardized_rank,0.24788506782988862,0.4063439836459016
32,72,standardized_asinh,standardized_rank,0.18781647649427724,0.27427525914818995
32,73,standardized_exponential,standardized_asinh,0.06037793711343191,0.16350264214063967
32,73,standardized_exponential,standardized_rank,0.23519896560789944,0.3984923595137974
32,73,standardized_asinh,standardized_rank,0.18127220287509913,0.2816517504253789
32,74,standardized_exponential,standardized_asinh,0.06696662684083202,0.22054988263470887
32,74,standardized_exponential,standardized_rank,0.22776415335366723,0.4246326871389714
32,74,standardized_asinh,standardized_rank,0.16976847571171577,0.2374941831038832
32,75,standardized_exponential,standardized_asinh,0.07250932881079442,0.1974924470516357
32,75,standardized_exponential,standardized_rank,0.23856598382462996,0.48128499451538553
32,75,standardized_asinh,standardized_rank,0.17544032219604022,0.2837925474637498
32,76,standardized_exponential,standardized_asinh,0.06946377472280046,0.16970185799250131
32,76,standardized_exponential,standardized_rank,0.251918106494962,0.4478031855139104
32,76,standardized_asinh,standardized_rank,0.19530625887363728,0.2781013275214091
32,77,standardized_exponential,standardized_asinh,0.06081896780090051,0.1818672903663734
32,77,standardized_exponential,standardized_rank,0.2362978432177462,0.49903241098798345
32,77,standardized_asinh,standardized_rank,0.18511718253804224,0.31716512062161
32,78,standardized_exponential,standardized_asinh,0.07445463127936483,0.19752781987448886
32,78,standardized_exponential,standardized_rank,0.25230066228197656,0.4437940519398357
32,78,standardized_asinh,standardized_rank,0.184714995242781,0.26901726818129434
32,79,standardized_exponential,standardized_asinh,0.07462509898398346,0.17022964052112294
32,79,standardized_exponential,standardized_rank,0.25755971436141584,0.45220803713045077
32,79,standardized_asinh,standardized_rank,0.1910318967477343,0.28197839660932783
32,80,standardized_exponential,standardized_asinh,0.0702440983326387,0.16451238848421634
32,80,standardized_exponential,standardized_rank,0.24298958646155688,0.4333910228757252
32,80,standardized_asinh,standardized_rank,0.18084127838659034,0.2801782266273787
32,81,standardized_exponential,standardized_asinh,0.06129244529168051,0.1277545880581783
32,81,standardized_exponential,standardized_rank,0.22767092439380138,0.32989309793074545
32,81,standardized_asinh,standardized_rank,0.17432006048201226,0.2420945393559075
32,82,standardized_exponential,standardized_asinh,0.0706861238961012,0.17531934452476644
32,82,standardized_exponential,standardized_rank,0.25286475732468244,0.42324741384472286
32,82,standardized_asinh,standardized_rank,0.18963603569403426,0.2839387848475514
32,83,standardized_exponential,standardized_asinh,0.07007472439412404,0.2107362073229732
32,83,standardized_exponential,standardized_rank,0.24562653909171392,0.44987657520660357
32,83,standardized_asinh,standardized_rank,0.18387131281484806,0.2839946745442046
32,84,standardized_exponential,standardized_asinh,0.0771400056942304,0.1884219277353963
32,84,standardized_exponential,standardized_rank,0.25011466774508956,0.42199665386858237
32,84,standardized_asinh,standardized_rank,0.18374149156241482,0.2571820260366897
32,85,standardized_exponential,standardized_asinh,0.07018840535142469,0.16762893511306537
32,85,standardized_exponential,standardized_rank,0.2438108234018983,0.4020348694620745
32,85,standardized_asinh,standardized_rank,0.1872492100386221,0.27528551610530716
32,86,standardized_exponential,standardized_asinh,0.07021830095350674,0.1421507425095736
32,86,standardized_exponential,standardized_rank,0.2522527596490758,0.3966192061859689
32,86,standardized_asinh,standardized_rank,0.19493546312145188,0.28284875052749897
32,87,standardized_exponential,standardized_asinh,0.07047137446016155,0.1412094025538339
32,87,standardized_exponential,standardized_rank,0.2511150136562675,0.4210140296387177
32,87,standardized_asinh,standardized_rank,0.19183952421980055,0.30138774519984984
32,88,standardized_exponential,standardized_asinh,0.07255116495386134,0.2060399244106194
32,88,standardized_exponential,standardized_rank,0.25455188277777996,0.4380460060613891
32,88,standardized_asinh,standardized_rank,0.19190297825965505,0.2724624201958843
32,89,standardized_exponential,standardized_asinh,0.07270630398963834,0.1788493083701045
32,89,standardized_exponential,standardized_rank,0.2639363126585733,0.4752922969340566
32,89,standardized_asinh,standardized_rank,0.199705927619579,0.3223802552498677
32,90,standardized_exponential,standardized_asinh,0.07698216709492904,0.18930988222549272
32,90,standardized_exponential,standardized_rank,0.2674238845718575,0.4560470752357584
32,90,standardized_asinh,standardized_rank,0.2004155444406988,0.30003960986233524
32,91,standardized_exponential,standardized_asinh,0.0760856510393472,0.1785823439311194
32,91,standardized_exponential,standardized_rank,0.264094849085239,0.4037237327094323
32,91,standardized_asinh,standardized_rank,0.19674313975850144,0.29110311290734536
32,92,standardized_exponential,standardized_asinh,0.07772753910190308,0.13387630089848124
32,92,standardized_exponential,standardized_rank,0.2641740722847091,0.3830927713800678
32,92,standardized_asinh,standardized_rank,0.1936314775849224,0.25018208272046294
32,93,standardized_exponential,standardized_asinh,0.06931507505377224,0.15083701962263418
32,93,standardized_exponential,standardized_rank,0.24559610174863536,0.46045520268317497
32,93,standardized_asinh,standardized_rank,0.1838924407508249,0.3096181830605408
32,94,standardized_exponential,standardized_asinh,0.06991126575624586,0.15079071489264886
32,94,standardized_exponential,standardized_rank,0.24961781974055383,0.4041149988512838
32,94,standardized_asinh,standardized_rank,0.18903515677212437,0.2879021728769027
32,95,standardized_exponential,standardized_asinh,0.06908954066449141,0.20057376904777247
32,95,standardized_exponential,standardized_rank,0.2528515204977112,0.44917426048946196
32,95,standardized_asinh,standardized_rank,0.19173366969202205,0.27504800366141324
32,96,standardized_exponential,standardized_asinh,0.07973493471884749,0.16717751448160068
32,96,standardized_exponential,standardized_rank,0.2673659888049897,0.4406602689729131
32,96,standardized_asinh,standardized_rank,0.19738665741995048,0.27680144448607313
32,97,standardized_exponential,standardized_asinh,0.07006081267736709,0.1439103125452142
32,97,standardized_exponential,standardized_rank,0.24564957406196128,0.4072146820694283
32,97,standardized_asinh,standardized_rank,0.1834934314335475,0.28004413767869174
32,98,standardized_exponential,standardized_asinh,0.07741400262419296,0.18239934412466272
32,98,standardized_exponential,standardized_rank,0.26310835955925405,0.40552451382849286
32,98,standardized_asinh,standardized_rank,0.19611611892374448,0.29616697252339774
32,99,standardized_exponential,standardized_asinh,0.07205560360063017,0.13472994013020623
32,99,standardized_exponential,standardized_rank,0.2616988001758982,0.408656509211786
32,99,standardized_asinh,standardized_rank,0.19818517763826454,0.29158178304823684
64,0,standardized_exponential,standardized_asinh,0.08480258630890364,0.17380797293182926
64,0,standardized_exponential,standardized_rank,0.26375307947290916,0.3949234090463104
64,0,standardized_asinh,standardized_rank,0.19248710880223602,0.2760749564484616
64,1,standardized_exponential,standardized_asinh,0.08899978237182884,0.21464766485536685
64,1,standardized_exponential,standardized_rank,0.26236513172166825,0.4591339013933312
64,1,standardized_asinh,standardized_rank,0.18952995971636388,0.26872065278377405
64,2,standardized_exponential,standardized_asinh,0.08024200868311755,0.16336204954087438
64,2,standardized_exponential,standardized_rank,0.25806909381390913,0.41847476580867005
64,2,standardized_asinh,standardized_rank,0.19308924707692465,0.3149521120646618
64,3,standardized_exponential,standardized_asinh,0.08225972448511035,0.21692108412243588
64,3,standardized_exponential,standardized_rank,0.25987984922052276,0.45619700374960115
64,3,standardized_asinh,standardized_rank,0.19179105201620877,0.27492649023291954
64,4,standardized_exponential,standardized_asinh,0.09063689300218848,0.19156450182670232
64,4,standardized_exponential,standardized_rank,0.26747031564944457,0.40787000892485714
64,4,standardized_asinh,standardized_rank,0.19184098807868433,0.28222575833373575
64,5,standardized_exponential,standardized_asinh,0.08693713802984807,0.20356438982553496
64,5,standardized_exponential,standardized_rank,0.2689261211305146,0.4285148006947445
64,5,standardized_asinh,standardized_rank,0.19528575503727685,0.2962693289973426
64,6,standardized_exponential,standardized_asinh,0.09333698991809157,0.2361662438352104
64,6,standardized_exponential,standardized_rank,0.2739112941194799,0.4378496675105527
64,6,standardized_asinh,standardized_rank,0.1960984110831501,0.2861884140631209
64,7,standardized_exponential,standardized_asinh,0.08440911032355713,0.21847527031795
64,7,standardized_exponential,standardized_rank,0.26172934109442225,0.4909557443964764
64,7,standardized_asinh,standardized_rank,0.18927878960043915,0.29202972334078736
64,8,standardized_exponential,standardized_asinh,0.07650570849323932,0.1647677227004083
64,8,standardized_exponential,standardized_rank,0.2524323405548885,0.3933796548597883
64,8,standardized_asinh,standardized_rank,0.1899947993650613,0.285821347557251
64,9,standardized_exponential,standardized_asinh,0.0824231987392915,0.20282085107362421
64,9,standardized_exponential,standardized_rank,0.2661347973024478,0.4597464495469443
64,9,standardized_asinh,standardized_rank,0.19618508622432496,0.27912523273459955
64,10,standardized_exponential,standardized_asinh,0.08174053478427093,0.259240089907103
64,10,standardized_exponential,standardized_rank,0.2610978610616958,0.4986220625196014
64,10,standardized_asinh,standardized_rank,0.19256669888906086,0.2698072883544078
64,11,standardized_exponential,standardized_asinh,0.08575665494270375,0.2719844315732059
64,11,standardized_exponential,standardized_rank,0.2570395480599245,0.5286398870666756
64,11,standardized_asinh,standardized_rank,0.1860475103682377,0.2814397198199114
64,12,standardized_exponential,standardized_asinh,0.08362347144463006,0.22917553190325504
64,12,standardized_exponential,standardized_rank,0.25512304875822117,0.4494727396789334
64,12,standardized_asinh,standardized_rank,0.18572570795380947,0.3016077779683735
64,13,standardized_exponential,standardized_asinh,0.09143190205563617,0.2817372266470272
64,13,standardized_exponential,standardized_rank,0.27462102026430446,0.48994316121875175
64,13,standardized_asinh,standardized_rank,0.1980678527635516,0.2775058041929228
64,14,standardized_exponential,standardized_asinh,0.08277422861579817,0.23894238124109132
64,14,standardized_exponential,standardized_rank,0.2601278010785561,0.5343936773788415
64,14,standardized_asinh,standardized_rank,0.19309871697490943,0.3024719634102199
64,15,standardized_exponential,standardized_asinh,0.09309825961115543,0.24144792786505248
64,15,standardized_exponential,standardized_rank,0.2775313963396658,0.4828833242995666
64,15,standardized_asinh,standardized_rank,0.19553751433406802,0.2921966899477455
64,16,standardized_exponential,standardized_asinh,0.08903147521088918,0.20903902889488796
64,16,standardized_exponential,standardized_rank,0.2711094074024677,0.4675261669893567
64,16,standardized_asinh,standardized_rank,0.19592213375369305,0.2795955719193844
64,17,standardized_exponential,standardized_asinh,0.08919628690621517,0.21378958176676888
64,17,standardized_exponential,standardized_rank,0.2679673305742846,0.4605371123734738
64,17,standardized_asinh,standardized_rank,0.19270046782854222,0.285036121874103
64,18,standardized_exponential,standardized_asinh,0.07533376077814485,0.18237267166117901
64,18,standardized_exponential,standardized_rank,0.2483971322409059,0.4125090968934778
64,18,standardized_asinh,standardized_rank,0.18598087582217565,0.2857639280563838
64,19,standardized_exponential,standardized_asinh,0.08557113910763675,0.18823070657211066
64,19,standardized_exponential,standardized_rank,0.25580823187827817,0.44001796927993103
64,19,standardized_asinh,standardized_rank,0.1865237677710178,0.288170958386901
64,20,standardized_exponential,standardized_asinh,0.08111366174858073,0.19867312259091988
64,20,standardized_exponential,standardized_rank,0.26309793714205276,0.4458217840940059
64,20,standardized_asinh,standardized_rank,0.19645267721404502,0.2548882479460124
64,21,standardized_exponential,standardized_asinh,0.09523188451547743,0.2603622312723043
64,21,standardized_exponential,standardized_rank,0.272618255457979,0.4848759748325029
64,21,standardized_asinh,standardized_rank,0.19232471708047638,0.2705433603874461
64,22,standardized_exponential,standardized_asinh,0.09385822866577481,0.20991670030212745
64,22,standardized_exponential,standardized_rank,0.26957672029715907,0.4485982646775414
64,22,standardized_asinh,standardized_rank,0.19011559629183022,0.2714405249099925
64,23,standardized_exponential,standardized_asinh,0.08125971433333762,0.26120590073794403
64,23,standardized_exponential,standardized_rank,0.2534633140815775,0.4826249081677756
64,23,standardized_asinh,standardized_rank,0.18815533155665304,0.27145944591520005
64,24,standardized_exponential,standardized_asinh,0.07572547470838105,0.16997456623489535
64,24,standardized_exponential,standardized_rank,0.24606656806110147,0.388548340317982
64,24,standardized_asinh,standardized_rank,0.1846055729702302,0.2706001127956016
64,25,standardized_exponential,standardized_asinh,0.0840755176301933,0.19446643777521325
64,25,standardized_exponential,standardized_rank,0.26253156746194184,0.43746373915132286
64,25,standardized_asinh,standardized_rank,0.19162094344635983,0.26443851267443175
64,26,standardized_exponential,standardized_asinh,0.08353155997131419,0.2900024091034009
64,26,standardized_exponential,standardized_rank,0.2559267498914859,0.5204280053458319
64,26,standardized_asinh,standardized_rank,0.18691238661743279,0.26634296218165016
64,27,standardized_exponential,standardized_asinh,0.08256813293606748,0.2149451541583526
64,27,standardized_exponential,standardized_rank,0.26276696478380446,0.46547101865829793
64,27,standardized_asinh,standardized_rank,0.19269268467197456,0.27312175187229565
64,28,standardized_exponential,standardized_asinh,0.08319188495467977,0.26162147176670747
64,28,standardized_exponential,standardized_rank,0.2624402281088175,0.529714770520731
64,28,standardized_asinh,standardized_rank,0.19187277509411632,0.2742846248412399
64,29,standardized_exponential,standardized_asinh,0.08856917398599753,0.25836986714143684
64,29,standardized_exponential,standardized_rank,0.262815123168502,0.5582810951533224
64,29,standardized_asinh,standardized_rank,0.1898366228647836,0.30629718755491053
64,30,standardized_exponential,standardized_asinh,0.0872213430429289,0.2646140709321617
64,30,standardized_exponential,standardized_rank,0.2717536704073219,0.5070816476262965
64,30,standardized_asinh,standardized_rank,0.1971109962338489,0.29531266109612037
64,31,standardized_exponential,standardized_asinh,0.07894360442903856,0.19467315493627158
64,31,standardized_exponential,standardized_rank,0.25210964479738407,0.42827732679039876
64,31,standardized_asinh,standardized_rank,0.1856759779473358,0.3080277915777889
64,32,standardized_exponential,standardized_asinh,0.0856952109868548,0.21207459801595155
64,32,standardized_exponential,standardized_rank,0.25878596901435047,0.4617137718171216
64,32,standardized_asinh,standardized_rank,0.18748418869624484,0.2700425089459691
64,33,standardized_exponential,standardized_asinh,0.07811866973978639,0.17855405830542848
64,33,standardized_exponential,standardized_rank,0.2579919104710599,0.40452855188411097
64,33,standardized_asinh,standardized_rank,0.19231190034008466,0.2734617629873751
64,34,standardized_exponential,standardized_asinh,0.08216565002888346,0.17371855454620716
64,34,standardized_exponential,standardized_rank,0.2508630786108754,0.37046034232484865
64,34,standardized_asinh,standardized_rank,0.18161215992950996,0.23830117647253699
64,35,standardized_exponential,standardized_asinh,0.08454729602318878,0.18187150848351735
64,35,standardized_exponential,standardized_rank,0.26569932519005474,0.4049333036965155
64,35,standardized_asinh,standardized_rank,0.19522450344978645,0.2855996390195066
64,36,standardized_exponential,standardized_asinh,0.07962207080547502,0.2296632420771313
64,36,standardized_exponential,standardized_rank,0.252856971848078,0.4614608958005846
64,36,standardized_asinh,standardized_rank,0.1892160917524991,0.2709333074320255
64,37,standardized_exponential,standardized_asinh,0.08971225580115876,0.1969631798717488
64,37,standardized_exponential,standardized_rank,0.2716021418915739,0.4253347481452683
64,37,standardized_asinh,standardized_rank,0.19557103899972597,0.30548405040433957
64,38,standardized_exponential,standardized_asinh,0.0852342049899997,0.20676818399697616
64,38,standardized_exponential,standardized_rank,0.2690304170166133,0.4400274454459727
64,38,standardized_asinh,standardized_rank,0.19850993926657062,0.2716615664337188
64,39,standardized_exponential,standardized_asinh,0.08033511557713352,0.207725746264517
64,39,standardized_exponential,standardized_rank,0.2669382068490207,0.470345139890711
64,39,standardized_asinh,standardized_rank,0.1997709685990851,0.3126106436112339
64,40,standardized_exponential,standardized_asinh,0.08644362674105269,0.28353417823834764
64,40,standardized_exponential,standardized_rank,0.2646471253443443,0.546435201837332
64,40,standardized_asinh,standardized_rank,0.19143684163621788,0.29258747272312874
64,41,standardized_exponential,standardized_asinh,0.08805291585559828,0.2136408807708382
64,41,standardized_exponential,standardized_rank,0.258790563398847,0.4592369036239432
64,41,standardized_asinh,standardized_rank,0.18729215233193092,0.26887511494834954
64,42,standardized_exponential,standardized_asinh,0.08862161283861023,0.2288809788183363
64,42,standardized_exponential,standardized_rank,0.2704933361032628,0.4441255148994718
64,42,standardized_asinh,standardized_rank,0.19489130786707767,0.29268110119926105
64,43,standardized_exponential,standardized_asinh,0.08135797681342813,0.19485517374027816
64,43,standardized_exponential,standardized_rank,0.2584211479307204,0.47157152428998866
64,43,standardized_asinh,standardized_rank,0.18895254675352985,0.2830244791381026
64,44,standardized_exponential,standardized_asinh,0.08139841498021465,0.26795555764515344
64,44,standardized_exponential,standardized_rank,0.25670333017381086,0.4960114352371015
64,44,standardized_asinh,standardized_rank,0.18872613612080108,0.29938193339781893
64,45,standardized_exponential,standardized_asinh,0.08680334407975224,0.21824934781933725
64,45,standardized_exponential,standardized_rank,0.26636289961740744,0.4813818089824451
64,45,standardized_asinh,standardized_rank,0.19227221291193072,0.32765379687766194
64,46,standardized_exponential,standardized_asinh,0.0716555570288416,0.18961727984893262
64,46,standardized_exponential,standardized_rank,0.23976880064318548,0.40185695193515714
64,46,standardized_asinh,standardized_rank,0.18052301153091296,0.27191004951667136
64,47,standardized_exponential,standardized_asinh,0.07588225941690195,0.2388219530898049
64,47,standardized_exponential,standardized_rank,0.24580535454989674,0.46075853311155435
