n,sample_index,first_kernel,second_kernel,mean_row_total_variation,maximum_row_total_variation
16,19,standardized_asinh,standardized_rank,0.1760063347023285,0.28186671749454006
16,20,standardized_exponential,standardized_asinh,0.053648076573086595,0.1195057901347018
16,20,standardized_exponential,standardized_rank,0.2170340309638457,0.42261880139520536
16,20,standardized_asinh,standardized_rank,0.1657104313914201,0.3031130112605035
16,21,standardized_exponential,standardized_asinh,0.04536805621828939,0.08713000700637177
16,21,standardized_exponential,standardized_rank,0.21337452726850137,0.375950678487346
16,21,standardized_asinh,standardized_rank,0.17464853353021975,0.28882067148097423
16,22,standardized_exponential,standardized_asinh,0.05904454926459053,0.11582395917654115
16,22,standardized_exponential,standardized_rank,0.23791975019223027,0.39892252463455313
16,22,standardized_asinh,standardized_rank,0.18306024864848075,0.283098565458012
16,23,standardized_exponential,standardized_asinh,0.04952675861283326,0.11244107257245611
16,23,standardized_exponential,standardized_rank,0.21314701985455586,0.31671442873498346
16,23,standardized_asinh,standardized_rank,0.16937965022440665,0.24553636675721788
16,24,standardized_exponential,standardized_asinh,0.07002331419857302,0.13533476029376346
16,24,standardized_exponential,standardized_rank,0.2641882936781377,0.3921202457441051
16,24,standardized_asinh,standardized_rank,0.19961514461522262,0.28137738559489706
16,25,standardized_exponential,standardized_asinh,0.05991589172977568,0.08677501392680932
16,25,standardized_exponential,standardized_rank,0.24996252067199765,0.3685094470972219
16,25,standardized_asinh,standardized_rank,0.19631341640123756,0.2817344331704126
16,26,standardized_exponential,standardized_asinh,0.05274244076399966,0.10829112690149668
16,26,standardized_exponential,standardized_rank,0.22822843733686177,0.35576729895364684
16,26,standardized_asinh,standardized_rank,0.1807705456224517,0.2701215773074562
16,27,standardized_exponential,standardized_asinh,0.050616682228403334,0.11294061807356154
16,27,standardized_exponential,standardized_rank,0.23268249884327993,0.3781535289686364
16,27,standardized_asinh,standardized_rank,0.18694144704898397,0.2652129108950749
16,28,standardized_exponential,standardized_asinh,0.05468798653639658,0.1050277166500984
16,28,standardized_exponential,standardized_rank,0.21737705552852604,0.338577155121172
16,28,standardized_asinh,standardized_rank,0.17095183764917596,0.23354943847107357
16,29,standardized_exponential,standardized_asinh,0.05961442936002777,0.102050085471249
16,29,standardized_exponential,standardized_rank,0.2375084359656833,0.37051411164358133
16,29,standardized_asinh,standardized_rank,0.18191977489338518,0.28383939054287616
16,30,standardized_exponential,standardized_asinh,0.04619221357158862,0.08394395010343655
16,30,standardized_exponential,standardized_rank,0.20486013940765277,0.34425423757162626
16,30,standardized_asinh,standardized_rank,0.1625097003426957,0.2603102874681897
16,31,standardized_exponential,standardized_asinh,0.03880757507757671,0.11581227034100995
