n,sample_index,kernel,row_affine_invariance_error,global_scale_total_variation,relabel_equivariance_error,outside_locality_error,shape_perturbation_mean_tv,shape_perturbation_max_tv
64,10,raw_softmax,0.46678473481559063,0.2742284013624083,1.1102230246251565e-16,0.0,0.10397733359815878,0.2201225879551295
64,10,standardized_exponential,2.220446049250313e-16,5.740172876952943e-17,1.6653345369377348e-16,0.0,0.16191772270018867,0.4048685425193197
64,10,standardized_asinh,1.6653345369377348e-16,4.141652298894627e-17,1.1102230246251565e-16,0.0,0.12365464533608231,0.3172955800585357
64,10,standardized_rank,0.0,0.0,5.551115123125783e-17,0.0,0.05641877465394898,0.19597128614464446
64,11,raw_softmax,0.4038790030837406,0.3235655676115572,1.1102230246251565e-16,0.0,0.10142766126143077,0.23326629634798135
64,11,standardized_exponential,1.1102230246251565e-16,6.073903858171137e-17,1.6653345369377348e-16,0.0,0.16300058085950594,0.4090379414678424
64,11,standardized_asinh,1.1102230246251565e-16,4.971066960846038e-17,1.1102230246251565e-16,0.0,0.124248539974774,0.32536388085933377
64,11,standardized_rank,0.0,0.0,5.551115123125783e-17,0.0,0.05531054456565265,0.1639711914469455
64,12,raw_softmax,0.4644988276661839,0.30524833691082665,5.551115123125783e-17,0.0,0.09436589641741415,0.2132273926190485
64,12,standardized_exponential,2.220446049250313e-16,6.790832544727177e-17,1.1102230246251565e-16,0.0,0.15727211548588022,0.4081575474990853
64,12,standardized_asinh,1.1102230246251565e-16,4.6105697384946076e-17,1.1102230246251565e-16,0.0,0.12271597380556287,0.31371625562902
64,12,standardized_rank,0.0,0.0,5.551115123125783e-17,0.0,0.05623145951378124,0.13143276269616122
64,13,raw_softmax,0.4400576734390336,0.1801838198597741,5.551115123125783e-17,0.0,0.09959382166572595,0.25918588885151833
64,13,standardized_exponential,1.6653345369377348e-16,5.788284348356987e-17,2.220446049250313e-16,0.0,0.16638478184505878,0.530304612897959
64,13,standardized_asinh,1.6653345369377348e-16,3.766247296671521e-17,1.1102230246251565e-16,0.0,0.1300484708768396,0.3998993123101571
64,13,standardized_rank,0.0,0.0,5.551115123125783e-17,0.0,0.06057248155343289,0.32015666782980645
64,14,raw_softmax,0.43491943260797944,0.27947721819718363,1.1102230246251565e-16,0.0,0.09496821637062318,0.16551291132727483
64,14,standardized_exponential,1.3877787807814457e-16,6.304635633003208e-17,1.6653345369377348e-16,0.0,0.15622055042299482,0.41789988439177633
64,14,standardized_asinh,1.6653345369377348e-16,5.15267082473736e-17,1.1102230246251565e-16,0.0,0.12060442961162768,0.3208611621884869
64,14,standardized_rank,0.0,0.0,5.551115123125783e-17,0.0,0.053872247433719,0.14284329877888408
64,15,raw_softmax,0.4751510944705319,0.223500437051373,1.1102230246251565e-16,0.0,0.09613433708483082,0.19581058924984757
64,15,standardized_exponential,1.6653345369377348e-16,6.508939979880946e-17,1.1102230246251565e-16,0.0,0.17241137683619284,0.44514283220058687
64,15,standardized_asinh,1.6653345369377348e-16,4.7040821758714824e-17,1.1102230246251565e-16,0.0,0.12841153352395404,0.315565185293073
64,15,standardized_rank,0.0,0.0,8.326672684688674e-17,0.0,0.05539903279180379,0.12232632452476955
64,16,raw_softmax,0.49408622094170873,0.16460875492793303,5.551115123125783e-17,0.0,0.09000268041757933,0.18696706225561321
64,16,standardized_exponential,2.220446049250313e-16,4.977165598066269e-17,1.6653345369377348e-16,0.0,0.16416610575388985,0.4422097567496808
64,16,standardized_asinh,1.6653345369377348e-16,4.75287127363333e-17,1.1102230246251565e-16,0.0,0.12773682436507502,0.31620105731906784
64,16,standardized_rank,0.0,0.0,5.551115123125783e-17,0.0,0.05769893160683248,0.12605273621406676
64,17,raw_softmax,0.39358940968113393,0.31688996846531675,1.1102230246251565e-16,0.0,0.09434876817342874,0.17302789177769623
64,17,standardized_exponential,1.3877787807814457e-16,5.608035737181272e-17,1.6653345369377348e-16,0.0,0.16836959147355113,0.5541080047929192
64,17,standardized_asinh,1.1102230246251565e-16,4.272434185950691e-17,1.1102230246251565e-16,0.0,0.1277184822975036,0.3613584072933858
64,17,standardized_rank,0.0,0.0,5.551115123125783e-17,0.0,0.058489332461625965,0.12945825534653058
64,18,raw_softmax,0.3710409460363431,0.2406976547258312,5.551115123125783e-17,0.0,0.10038049416896169,0.1933837918221319
64,18,standardized_exponential,1.6653345369377348e-16,5.435918642299198e-17,1.6653345369377348e-16,0.0,0.16245903103016146,0.4209533717479002
64,18,standardized_asinh,1.1102230246251565e-16,4.4967285103836296e-17,1.1102230246251565e-16,0.0,0.1287961353610032,0.3806190704886759
64,18,standardized_rank,0.0,0.0,5.551115123125783e-17,0.0,0.05920635596818685,0.2433265752281319
64,19,raw_softmax,0.46081565556778514,0.17020538849476569,5.551115123125783e-17,0.0,0.09623026903976437,0.17373335344272017
64,19,standardized_exponential,1.6653345369377348e-16,6.42322024561881e-17,1.1102230246251565e-16,0.0,0.16286973145155711,0.442087914777873
64,19,standardized_asinh,1.1102230246251565e-16,4.801660371395178e-17,1.1102230246251565e-16,0.0,0.1237393453188823,0.3267030581265758
64,19,standardized_rank,0.0,0.0,5.551115123125783e-17,0.0,0.055456467818143916,0.1635779818076127
64,20,raw_softmax,0.41056310228553955,0.2061204190900668,1.1102230246251565e-16,0.0,0.09625175505185206,0.2136616824777636
64,20,standardized_exponential,1.6653345369377348e-16,5.70222580091595e-17,1.1102230246251565e-16,0.0,0.16192773333196073,0.440506696474627
64,20,standardized_asinh,1.1102230246251565e-16,3.9099040845258504e-17,1.1102230246251565e-16,0.0,0.12796711750163214,0.3583168693826737
64,20,standardized_rank,0.0,0.0,5.551115123125783e-17,0.0,0.05893853856587085,0.1439460712278145
64,21,raw_softmax,0.5414380663533842,0.27141910675126446,1.1102230246251565e-16,0.0,0.09353142643186746,0.15372503852277575
64,21,standardized_exponential,2.220446049250313e-16,6.465910706160427e-17,1.6653345369377348e-16,0.0,0.15498740579402426,0.3497339297198701
64,21,standardized_asinh,1.1102230246251565e-16,5.767955557622884e-17,1.1102230246251565e-16,0.0,0.1175839145845895,0.26264418190572925
64,21,standardized_rank,0.0,0.0,5.551115123125783e-17,0.0,0.05277025284514086,0.12016818923902578
64,22,raw_softmax,0.37877467791985675,0.3676786957368501,5.551115123125783e-17,0.0,0.09367622850785662,0.172734691929436
64,22,standardized_exponential,2.220446049250313e-16,5.807935512733287e-17,2.220446049250313e-16,0.0,0.16734196663523732,0.44731991942085647
64,22,standardized_asinh,1.6653345369377348e-16,4.0576266305270003e-17,1.1102230246251565e-16,0.0,0.1278485044248606,0.2745117647089288
64,22,standardized_rank,0.0,0.0,5.551115123125783e-17,0.0,0.05541261786498631,0.12335508618781069
64,23,raw_softmax,0.5171219657659347,0.27149071954397813,5.551115123125783e-17,0.0,0.10412671943736884,0.29045499877385095
64,23,standardized_exponential,2.220446049250313e-16,6.82505267579625e-17,1.6653345369377348e-16,0.0,0.1791235829915072,0.5591493987565582
64,23,standardized_asinh,1.1102230246251565e-16,4.5793989260356494e-17,1.1102230246251565e-16,0.0,0.13408001650805917,0.4931043138618079
64,23,standardized_rank,0.0,0.0,5.551115123125783e-17,0.0,0.058332759225612214,0.32015666782980645
64,24,raw_softmax,0.49500438446223105,0.16446444495099283,5.551115123125783e-17,0.0,0.09784067829828466,0.19826455085320902
64,24,standardized_exponential,2.220446049250313e-16,5.448793543097463e-17,1.6653345369377348e-16,0.0,0.1643314278874298,0.43915103931058097
64,24,standardized_asinh,1.6653345369377348e-16,4.506215279392878e-17,1.1102230246251565e-16,0.0,0.126777267334454,0.3733918803638627
64,24,standardized_rank,0.0,0.0,5.551115123125783e-17,0.0,0.05686659621313296,0.1543774600453944
