n,sample_index,measure,clone_count,macro_total_variation,refinement_consistent
10,120,relation_stationary,5,0.2565948773081253,False
10,120,q_stationary,5,0.04335527456611478,False
10,120,q_node_softmax,5,0.2697000850269034,False
10,121,uniform_count,6,0.29999999999999993,False
10,121,degree,6,0.2832919768403639,False
10,121,relation_stationary,6,0.3270462049175877,False
10,121,q_stationary,6,0.25451859631342394,False
10,121,q_node_softmax,6,0.34287035508380964,False
10,122,uniform_count,5,0.2571428571428572,False
10,122,degree,5,0.22093522093522094,False
10,122,relation_stationary,5,0.2828391305265501,False
10,122,q_stationary,5,0.28211646614783015,False
10,122,q_node_softmax,5,0.22011168611565401,False
10,123,uniform_count,4,0.20769230769230773,False
10,123,degree,4,0.18968253968253967,False
10,123,relation_stationary,4,0.1329876399057735,False
10,123,q_stationary,4,0.03042843561113151,False
10,123,q_node_softmax,4,0.21905826266720996,False
10,124,uniform_count,4,0.20769230769230773,False
10,124,degree,4,0.20735930735930735,False
10,124,relation_stationary,4,0.1317600317867561,False
10,124,q_stationary,4,0.0936051695939294,False
10,124,q_node_softmax,4,0.1678311186132756,False
10,125,uniform_count,4,0.20769230769230773,False
10,125,degree,4,0.20707070707070707,False
10,125,relation_stationary,4,0.10811591820170266,False
10,125,q_stationary,4,0.03791573430384212,False
10,125,q_node_softmax,4,0.25279782000950024,False
10,126,uniform_count,6,0.3,False
10,126,degree,6,0.29673165137614677,False
10,126,relation_stationary,6,0.21194539363092924,False
10,126,q_stationary,6,0.04232619105028228,False
10,126,q_node_softmax,6,0.2825865214322839,False
10,127,uniform_count,5,0.2571428571428572,False
10,127,degree,5,0.2513786764705882,False
10,127,relation_stationary,5,0.1286350246709338,False
10,127,q_stationary,5,0.1307761153813694,False
10,127,q_node_softmax,5,0.17403358667935875,False
10,128,uniform_count,4,0.20769230769230773,False
10,128,degree,4,0.2124223602484472,False
10,128,relation_stationary,4,0.21366884129574729,False
10,128,q_stationary,4,0.23290591239916458,False
10,128,q_node_softmax,4,0.18500910982996188,False
10,129,uniform_count,2,0.08181818181818183,False
10,129,degree,2,0.08692810457516341,False
10,129,relation_stationary,2,0.07832320661762146,False
10,129,q_stationary,2,0.03388833877083115,False
10,129,q_node_softmax,2,0.0720823891617669,False
10,130,uniform_count,6,0.29999999999999993,False
10,130,degree,6,0.26084223758642366,False
10,130,relation_stationary,6,0.10105590566315203,False
10,130,q_stationary,6,0.07089360168482992,False
10,130,q_node_softmax,6,0.292607017140401,False
10,131,uniform_count,4,0.2076923076923077,False
10,131,degree,4,0.2014575741801145,False
10,131,relation_stationary,4,0.1276853140072944,False
10,131,q_stationary,4,0.05354174130908691,False
10,131,q_node_softmax,4,0.19796659986326604,False
10,132,uniform_count,3,0.15000000000000002,False
10,132,degree,3,0.14838877338877343,False
10,132,relation_stationary,3,0.09998486129561895,False
10,132,q_stationary,3,0.08983408643337752,False
10,132,q_node_softmax,3,0.14565255167267874,False
10,133,uniform_count,3,0.15000000000000002,False
10,133,degree,3,0.13782051282051283,False
10,133,relation_stationary,3,0.21312938695157085,False
10,133,q_stationary,3,0.1670801743015256,False
10,133,q_node_softmax,3,0.13947584771999652,False
10,134,uniform_count,3,0.15000000000000002,False
10,134,degree,3,0.16007751937984493,False
10,134,relation_stationary,3,0.10846407583988657,False
10,134,q_stationary,3,0.04135237823989981,False
10,134,q_node_softmax,3,0.21605691892108148,False
10,135,uniform_count,5,0.2571428571428572,False
10,135,degree,5,0.25357142857142856,False
10,135,relation_stationary,5,0.09698296991113099,False
10,135,q_stationary,5,0.01924930560739874,False
10,135,q_node_softmax,5,0.22186925376736888,False
10,136,uniform_count,5,0.2571428571428572,False
10,136,degree,5,0.23479640401903756,False
10,136,relation_stationary,5,0.13540038864103068,False
10,136,q_stationary,5,0.10197182116757039,False
10,136,q_node_softmax,5,0.24734982260586263,False
10,137,uniform_count,2,0.08181818181818183,False
10,137,degree,2,0.07939089296274393,False
10,137,relation_stationary,2,0.08102625855478593,False
10,137,q_stationary,2,0.031942136909000815,False
10,137,q_node_softmax,2,0.09207379654423768,False
10,138,uniform_count,5,0.2571428571428572,False
10,138,degree,5,0.22479803301721113,False
10,138,relation_stationary,5,0.10790283790394709,False
10,138,q_stationary,5,0.1270489557550144,False
10,138,q_node_softmax,5,0.2644577891543015,False
10,139,uniform_count,4,0.20769230769230773,False
10,139,degree,4,0.22018847408481335,False
10,139,relation_stationary,4,0.23200771375883839,False
10,139,q_stationary,4,0.032793252404282776,False
10,139,q_node_softmax,4,0.22880829373277278,False
10,140,uniform_count,3,0.15000000000000002,False
10,140,degree,3,0.15000000000000002,False
10,140,relation_stationary,3,0.09887524161864718,False
10,140,q_stationary,3,0.04187544942217899,False
10,140,q_node_softmax,3,0.13241613729032556,False
10,141,uniform_count,6,0.29999999999999993,False
10,141,degree,6,0.23353890803555236,False
10,141,relation_stationary,6,0.1742447518463763,False
10,141,q_stationary,6,0.05639446954680753,False
10,141,q_node_softmax,6,0.3689389531895541,False
10,142,uniform_count,6,0.3,False
10,142,degree,6,0.26643990929705214,False
10,142,relation_stationary,6,0.058348874194292855,False
10,142,q_stationary,6,0.023809849018815117,False
10,142,q_node_softmax,6,0.3791149960730993,False
10,143,uniform_count,6,0.29999999999999993,False
10,143,degree,6,0.27243589743589747,False
10,143,relation_stationary,6,0.26287790702706754,False
10,143,q_stationary,6,0.2586068030466219,False
10,143,q_node_softmax,6,0.226825426607899,False
10,144,uniform_count,4,0.20769230769230773,False
10,144,degree,4,0.2057367501456028,False
10,144,relation_stationary,4,0.04515591501153836,False
10,144,q_stationary,4,0.009252190225192669,False
10,144,q_node_softmax,4,0.1551206698991937,False
10,145,uniform_count,4,0.20769230769230773,False
10,145,degree,4,0.2047987616099071,False
10,145,relation_stationary,4,0.14990560313040882,False
10,145,q_stationary,4,0.06409471947764817,False
10,145,q_node_softmax,4,0.22791770956292423,False
10,146,uniform_count,6,0.29999999999999993,False
10,146,degree,6,0.2962732919254658,False
10,146,relation_stationary,6,0.2512336747160213,False
10,146,q_stationary,6,0.10885451429300287,False
10,146,q_node_softmax,6,0.33920665525904714,False
10,147,uniform_count,6,0.29999999999999993,False
10,147,degree,6,0.2815638450502152,False
10,147,relation_stationary,6,0.33559647359184597,False
10,147,q_stationary,6,0.12487729436633094,False
10,147,q_node_softmax,6,0.325041523136395,False
10,148,uniform_count,5,0.2571428571428572,False
10,148,degree,5,0.23581932773109243,False
10,148,relation_stationary,5,0.09504055989108998,False
10,148,q_stationary,5,0.07949155523726342,False
10,148,q_node_softmax,5,0.20012495418598786,False
10,149,uniform_count,2,0.08181818181818183,False
10,149,degree,2,0.09080866106937695,False
10,149,relation_stationary,2,0.13897160334017422,False
10,149,q_stationary,2,0.07515160234611634,False
10,149,q_node_softmax,2,0.06567385536498624,False
10,150,uniform_count,3,0.15000000000000002,False
10,150,degree,3,0.15178571428571427,False
10,150,relation_stationary,3,0.14989209938977588,False
10,150,q_stationary,3,0.10526734946062416,False
10,150,q_node_softmax,3,0.15750012406049185,False
10,151,uniform_count,3,0.15000000000000002,False
10,151,degree,3,0.16050903119868637,False
10,151,relation_stationary,3,0.11923058734512929,False
10,151,q_stationary,3,0.03966603271189743,False
10,151,q_node_softmax,3,0.13179206510061073,False
10,152,uniform_count,5,0.2571428571428572,False
10,152,degree,5,0.23149671052631576,False
10,152,relation_stationary,5,0.10853457205618765,False
10,152,q_stationary,5,0.06463719823376163,False
10,152,q_node_softmax,5,0.21213014969361124,False
10,153,uniform_count,2,0.08181818181818183,False
10,153,degree,2,0.08106712564543891,False
10,153,relation_stationary,2,0.13501830196105635,False
10,153,q_stationary,2,0.11431264472371008,False
10,153,q_node_softmax,2,0.06687889815884365,False
10,154,uniform_count,4,0.20769230769230773,False
10,154,degree,4,0.22018847408481335,False
10,154,relation_stationary,4,0.2363365576913211,False
10,154,q_stationary,4,0.12281087497613818,False
10,154,q_node_softmax,4,0.21562012853526172,False
10,155,uniform_count,2,0.08181818181818183,False
10,155,degree,2,0.08623819898329703,False
10,155,relation_stationary,2,0.06274723197539159,False
10,155,q_stationary,2,0.059130419026513975,False
10,155,q_node_softmax,2,0.049580996381548816,False
10,156,uniform_count,5,0.2571428571428572,False
10,156,degree,5,0.22474747474747472,False
10,156,relation_stationary,5,0.3198286292594746,False
10,156,q_stationary,5,0.08481433340000728,False
10,156,q_node_softmax,5,0.27985343762696185,False
10,157,uniform_count,4,0.20769230769230773,False
10,157,degree,4,0.19614684466019416,False
10,157,relation_stationary,4,0.13646252889280613,False
10,157,q_stationary,4,0.1036007602399493,False
10,157,q_node_softmax,4,0.2014685451511311,False
10,158,uniform_count,4,0.20769230769230773,False
10,158,degree,4,0.19017094017094013,False
10,158,relation_stationary,4,0.13224619110058394,False
10,158,q_stationary,4,0.03445038792407332,False
10,158,q_node_softmax,4,0.28076051095069565,False
10,159,uniform_count,3,0.15000000000000005,False
10,159,degree,3,0.15945747800586507,False
10,159,relation_stationary,3,0.14199107832806515,False
10,159,q_stationary,3,0.06928200603922122,False
10,159,q_node_softmax,3,0.21786977792046888,False
10,160,uniform_count,2,0.08181818181818183,False
10,160,degree,2,0.07940446650124072,False
10,160,relation_stationary,2,0.058073761101342394,False
10,160,q_stationary,2,0.06519586876228933,False
10,160,q_node_softmax,2,0.06913006398279681,False
10,161,uniform_count,4,0.20769230769230773,False
10,161,degree,4,0.2189016990291262,False
10,161,relation_stationary,4,0.22496066523253844,False
10,161,q_stationary,4,0.0351055252537793,False
10,161,q_node_softmax,4,0.1714491086353347,False
10,162,uniform_count,5,0.2571428571428572,False
10,162,degree,5,0.2102272727272727,False
10,162,relation_stationary,5,0.29030057778312024,False
10,162,q_stationary,5,0.17063012739032232,False
10,162,q_node_softmax,5,0.23594853384216816,False
10,163,uniform_count,6,0.29999999999999993,False
10,163,degree,6,0.25862068965517243,False
10,163,relation_stationary,6,0.1396314260187005,False
10,163,q_stationary,6,0.09337741311292065,False
10,163,q_node_softmax,6,0.27701731293743803,False
10,164,uniform_count,3,0.15000000000000002,False
10,164,degree,3,0.13714285714285715,False
10,164,relation_stationary,3,0.10119716992965347,False
10,164,q_stationary,3,0.05704765816898988,False
10,164,q_node_softmax,3,0.117172770797942,False
10,165,uniform_count,3,0.15000000000000002,False
10,165,degree,3,0.1578341013824885,False
10,165,relation_stationary,3,0.12541387134854415,False
10,165,q_stationary,3,0.05018380102015889,False
10,165,q_node_softmax,3,0.14251009352700827,False
10,166,uniform_count,2,0.08181818181818183,False
10,166,degree,2,0.09495625321667528,False
10,166,relation_stationary,2,0.09889624724058875,False
10,166,q_stationary,2,0.03467806968337843,False
10,166,q_node_softmax,2,0.08547801239648459,False
10,167,uniform_count,3,0.15000000000000002,False
10,167,degree,3,0.14329954954954957,False
10,167,relation_stationary,3,0.061212278486071484,False
10,167,q_stationary,3,0.006807909694107751,False
10,167,q_node_softmax,3,0.12419189083153917,False
10,168,uniform_count,3,0.15000000000000002,False
10,168,degree,3,0.15082079343365254,False
10,168,relation_stationary,3,0.13242117223753036,False
10,168,q_stationary,3,0.19247234750322273,False
10,168,q_node_softmax,3,0.14514671087901518,False
10,169,uniform_count,5,0.2571428571428572,False
10,169,degree,5,0.24064171122994651,False
10,169,relation_stationary,5,0.24837632308545846,False
10,169,q_stationary,5,0.3679026752715079,False
10,169,q_node_softmax,5,0.24936816412939677,False
10,170,uniform_count,2,0.08181818181818183,False
10,170,degree,2,0.08363636363636362,False
10,170,relation_stationary,2,0.06690990774322633,False
10,170,q_stationary,2,0.023852134138257867,False
10,170,q_node_softmax,2,0.07338632362422359,False
10,171,uniform_count,4,0.20769230769230773,False
10,171,degree,4,0.1961038961038961,False
10,171,relation_stationary,4,0.27161863264855246,False
10,171,q_stationary,4,0.09879642289251186,False
10,171,q_node_softmax,4,0.2592065950740811,False
10,172,uniform_count,4,0.20769230769230773,False
10,172,degree,4,0.19514563106796118,False
10,172,relation_stationary,4,0.2749219703374664,False
10,172,q_stationary,4,0.16938189351269997,False
10,172,q_node_softmax,4,0.08569324531326719,False
10,173,uniform_count,2,0.08181818181818183,False
10,173,degree,2,0.09090909090909088,False
10,173,relation_stationary,2,0.1200441413142738,False
10,173,q_stationary,2,0.10418256762356168,False
10,173,q_node_softmax,2,0.11117466430638487,False
10,174,uniform_count,5,0.2571428571428572,False
10,174,degree,5,0.24345709068776628,False
10,174,relation_stationary,5,0.2740149342911562,False
10,174,q_stationary,5,0.06706581430637554,False
10,174,q_node_softmax,5,0.24647278079696813,False
10,175,uniform_count,3,0.15000000000000005,False
10,175,degree,3,0.15100472813238772,False
10,175,relation_stationary,3,0.07423881426255793,False
10,175,q_stationary,3,0.04910082613925836,False
10,175,q_node_softmax,3,0.13655998871975863,False
10,176,uniform_count,5,0.2571428571428572,False
10,176,degree,5,0.24884792626728108,False
10,176,relation_stationary,5,0.16252760093357668,False
10,176,q_stationary,5,0.04322658137582441,False
10,176,q_node_softmax,5,0.22491462677393947,False
10,177,uniform_count,2,0.08181818181818183,False
10,177,degree,2,0.09090909090909091,False
10,177,relation_stationary,2,0.10013376094530449,False
10,177,q_stationary,2,0.04841882801554713,False
10,177,q_node_softmax,2,0.07357509259020659,False
10,178,uniform_count,3,0.15000000000000002,False
10,178,degree,3,0.15178571428571427,False
10,178,relation_stationary,3,0.1345714423735798,False
10,178,q_stationary,3,0.034400689900228584,False
10,178,q_node_softmax,3,0.16402954161934274,False
10,179,uniform_count,5,0.2571428571428572,False
10,179,degree,5,0.22669789227166276,False
10,179,relation_stationary,5,0.11730417463375054,False
10,179,q_stationary,5,0.06196408456441817,False
10,179,q_node_softmax,5,0.3068047586495104,False
20,0,uniform_count,2,0.045238095238095286,False
20,0,degree,2,0.05881618381618382,False
20,0,relation_stationary,2,0.06443303616765605,False
20,0,q_stationary,2,0.040637427656995836,False
20,0,q_node_softmax,2,0.039379212200138944,False
20,1,uniform_count,4,0.12391304347826093,False
20,1,degree,4,0.1247086247086247,False
20,1,relation_stationary,4,0.09348484818047634,False
20,1,q_stationary,4,0.04571837037736647,False
20,1,q_node_softmax,4,0.11890845965578414,False
20,2,uniform_count,6,0.19000000000000003,False
20,2,degree,6,0.20382772179896783,False
20,2,relation_stationary,6,0.16810192081560327,False
20,2,q_stationary,6,0.24448784739950238,False
20,2,q_node_softmax,6,0.16934648059520874,False
20,3,uniform_count,6,0.19000000000000003,False
20,3,degree,6,0.1989700374531835,False
20,3,relation_stationary,6,0.15655023130184623,False
20,3,q_stationary,6,0.03696735995948286,False
20,3,q_node_softmax,6,0.14323331312559343,False
20,4,uniform_count,3,0.08636363636363636,False
20,4,degree,3,0.1011736740454613,False
20,4,relation_stationary,3,0.0528635029810758,False
20,4,q_stationary,3,0.021427860669118236,False
20,4,q_node_softmax,3,0.09483919250469754,False
20,5,uniform_count,4,0.1239130434782609,False
20,5,degree,4,0.1330375514403292,False
20,5,relation_stationary,4,0.056300818440199546,False
20,5,q_stationary,4,0.013306013776913334,False
20,5,q_node_softmax,4,0.08175246181655714,False
20,6,uniform_count,3,0.08636363636363636,False
20,6,degree,3,0.09332706766917294,False
20,6,relation_stationary,3,0.04001660220391921,False
20,6,q_stationary,3,0.03926725929525225,False
20,6,q_node_softmax,3,0.1386688498871013,False
20,7,uniform_count,2,0.045238095238095286,False
20,7,degree,2,0.04365079365079366,False
20,7,relation_stationary,2,0.09010814291599023,False
20,7,q_stationary,2,0.18625697953617257,False
20,7,q_node_softmax,2,0.05852699614199938,False
20,8,uniform_count,6,0.19000000000000003,False
20,8,degree,6,0.17887633140905762,False
20,8,relation_stationary,6,0.11076090389699841,False
20,8,q_stationary,6,0.058323155072620224,False
20,8,q_node_softmax,6,0.16808720043249661,False
20,9,uniform_count,2,0.045238095238095286,False
20,9,degree,2,0.05270633971291866,False
20,9,relation_stationary,2,0.07344312830297373,False
20,9,q_stationary,2,0.03195297502001581,False
20,9,q_node_softmax,2,0.04640423743619374,False
20,10,uniform_count,3,0.08636363636363636,False
20,10,degree,3,0.09983498349834982,False
20,10,relation_stationary,3,0.15758444404711983,False
20,10,q_stationary,3,0.19763814568487842,False
20,10,q_node_softmax,3,0.10716521116189819,False
20,11,uniform_count,2,0.045238095238095286,False
20,11,degree,2,0.04489983882109142,False
20,11,relation_stationary,2,0.05574750703359801,False
20,11,q_stationary,2,0.029159924645925525,False
20,11,q_node_softmax,2,0.04651594414659932,False
20,12,uniform_count,6,0.19000000000000003,False
20,12,degree,6,0.2091224747474747,False
20,12,relation_stationary,6,0.1352271212375743,False
20,12,q_stationary,6,0.10741193939056765,False
20,12,q_node_softmax,6,0.1899694198163337,False
20,13,uniform_count,5,0.15833333333333344,False
20,13,degree,5,0.17258204139450697,False
20,13,relation_stationary,5,0.0986062433180768,False
20,13,q_stationary,5,0.04519405468904295,False
20,13,q_node_softmax,5,0.12229427489471001,False
20,14,uniform_count,3,0.08636363636363636,False
20,14,degree,3,0.09303561935140882,False
20,14,relation_stationary,3,0.090302415062385,False
20,14,q_stationary,3,0.05157666341717081,False
20,14,q_node_softmax,3,0.07953712939729006,False
20,15,uniform_count,2,0.045238095238095286,False
20,15,degree,2,0.053985936970518456,False
20,15,relation_stationary,2,0.05237240480682537,False
20,15,q_stationary,2,0.03465201333161427,False
20,15,q_node_softmax,2,0.04551905986640366,False
20,16,uniform_count,2,0.045238095238095286,False
20,16,degree,2,0.047565816489483034,False
20,16,relation_stationary,2,0.05175749918138015,False
20,16,q_stationary,2,0.06013984182314436,False
20,16,q_node_softmax,2,0.040057570128722644,False
20,17,uniform_count,5,0.15833333333333344,False
20,17,degree,5,0.17470685448965137,False
20,17,relation_stationary,5,0.11776488925747475,False
20,17,q_stationary,5,0.10888190949081457,False
20,17,q_node_softmax,5,0.10539840432868264,False
20,18,uniform_count,5,0.15833333333333338,False
20,18,degree,5,0.16560428352881185,False
20,18,relation_stationary,5,0.057249456709654235,False
20,18,q_stationary,5,0.04330543199594939,False
20,18,q_node_softmax,5,0.17020476149561012,False
20,19,uniform_count,2,0.045238095238095286,False
20,19,degree,2,0.051040330228147496,False
20,19,relation_stationary,2,0.025110200689036313,False
20,19,q_stationary,2,0.018124949349900766,False
20,19,q_node_softmax,2,0.04340697671699831,False
20,20,uniform_count,5,0.15833333333333344,False
20,20,degree,5,0.16324376978650865,False
20,20,relation_stationary,5,0.36569456581549276,False
20,20,q_stationary,5,0.22694193326238765,False
20,20,q_node_softmax,5,0.15619020426942928,False
20,21,uniform_count,2,0.045238095238095286,False
20,21,degree,2,0.047304026177265625,False
20,21,relation_stationary,2,0.032729497821478215,False
20,21,q_stationary,2,0.02315665451943027,False
20,21,q_node_softmax,2,0.05471748869102852,False
20,22,uniform_count,6,0.19000000000000003,False
20,22,degree,6,0.1922264469792987,False
20,22,relation_stationary,6,0.07035916555826328,False
20,22,q_stationary,6,0.0029487526941532104,False
20,22,q_node_softmax,6,0.23700618789046884,False
20,23,uniform_count,2,0.045238095238095286,False
20,23,degree,2,0.04706327335602746,False
20,23,relation_stationary,2,0.03536775745928205,False
20,23,q_stationary,2,0.028044437601223826,False
20,23,q_node_softmax,2,0.042768520032221924,False
20,24,uniform_count,3,0.08636363636363638,False
20,24,degree,3,0.10058986814712004,False
20,24,relation_stationary,3,0.09809948953285606,False
20,24,q_stationary,3,0.09621494562319162,False
20,24,q_node_softmax,3,0.0834991004264563,False
20,25,uniform_count,2,0.045238095238095286,False
20,25,degree,2,0.05350660665021053,False
20,25,relation_stationary,2,0.03214431005828364,False
20,25,q_stationary,2,0.05354838394593496,False
20,25,q_node_softmax,2,0.06898702849237866,False
20,26,uniform_count,2,0.045238095238095286,False
20,26,degree,2,0.056249357590708184,False
20,26,relation_stationary,2,0.04289350841594359,False
20,26,q_stationary,2,0.05350233346186642,False
20,26,q_node_softmax,2,0.0558859722845415,False
20,27,uniform_count,2,0.045238095238095286,False
20,27,degree,2,0.045976585655008895,False
20,27,relation_stationary,2,0.05455027894412898,False
20,27,q_stationary,2,0.02417188455945608,False
20,27,q_node_softmax,2,0.04991186277179564,False
20,28,uniform_count,3,0.08636363636363636,False
20,28,degree,3,0.10952380952380954,False
20,28,relation_stationary,3,0.15151954514362728,False
20,28,q_stationary,3,0.21196415882590205,False
20,28,q_node_softmax,3,0.09260702848100674,False
20,29,uniform_count,2,0.045238095238095286,False
20,29,degree,2,0.047602773166682946,False
20,29,relation_stationary,2,0.04028532946437327,False
20,29,q_stationary,2,0.01685979407563279,False
20,29,q_node_softmax,2,0.04434362206764519,False
20,30,uniform_count,3,0.08636363636363636,False
20,30,degree,3,0.08790854357798167,False
20,30,relation_stationary,3,0.08328061582421384,False
20,30,q_stationary,3,0.0720815067449872,False
20,30,q_node_softmax,3,0.10706645371476727,False
20,31,uniform_count,6,0.19000000000000003,False
20,31,degree,6,0.19570230607966457,False
20,31,relation_stationary,6,0.3207508193442955,False
20,31,q_stationary,6,0.0628201155383648,False
20,31,q_node_softmax,6,0.21998042911704935,False
20,32,uniform_count,2,0.045238095238095286,False
20,32,degree,2,0.055130572408335535,False
20,32,relation_stationary,2,0.043729641653278216,False
20,32,q_stationary,2,0.043130795995776836,False
20,32,q_node_softmax,2,0.05641530531571212,False
20,33,uniform_count,6,0.19000000000000003,False
20,33,degree,6,0.21111111111111114,False
20,33,relation_stationary,6,0.1082577700445296,False
20,33,q_stationary,6,0.09586072573390907,False
20,33,q_node_softmax,6,0.17539675579726477,False
20,34,uniform_count,6,0.19000000000000003,False
20,34,degree,6,0.20841345126693156,False
20,34,relation_stationary,6,0.2134249178316217,False
20,34,q_stationary,6,0.10403656316279017,False
20,34,q_node_softmax,6,0.22283627581294826,False
20,35,uniform_count,4,0.12391304347826093,False
20,35,degree,4,0.13594037607824733,False
20,35,relation_stationary,4,0.2914775938587085,False
20,35,q_stationary,4,0.1204602035924232,False
20,35,q_node_softmax,4,0.17388106650094753,False
20,36,uniform_count,6,0.19000000000000003,False
20,36,degree,6,0.21685761047463173,False
20,36,relation_stationary,6,0.1002502802188324,False
20,36,q_stationary,6,0.053391762697287626,False
20,36,q_node_softmax,6,0.16906094625713158,False
20,37,uniform_count,5,0.15833333333333344,False
20,37,degree,5,0.15627383676582762,False
20,37,relation_stationary,5,0.28181595091415906,False
20,37,q_stationary,5,0.17631432088291735,False
20,37,q_node_softmax,5,0.14940231798808223,False
20,38,uniform_count,3,0.08636363636363636,False
20,38,degree,3,0.09500174155346569,False
20,38,relation_stationary,3,0.0764165568786965,False
20,38,q_stationary,3,0.04670534946870529,False
20,38,q_node_softmax,3,0.0746787675295705,False
20,39,uniform_count,5,0.15833333333333344,False
20,39,degree,5,0.16425366184065707,False
20,39,relation_stationary,5,0.10558327134383791,False
20,39,q_stationary,5,0.02883795003081479,False
20,39,q_node_softmax,5,0.12560597382910693,False
20,40,uniform_count,4,0.12391304347826093,False
20,40,degree,4,0.15003972307343091,False
20,40,relation_stationary,4,0.12233933670017148,False
20,40,q_stationary,4,0.13558183700219728,False
20,40,q_node_softmax,4,0.16286046593971953,False
20,41,uniform_count,4,0.1239130434782609,False
20,41,degree,4,0.13596114328413975,False
20,41,relation_stationary,4,0.05761611556920128,False
20,41,q_stationary,4,0.049359227581030264,False
20,41,q_node_softmax,4,0.15877921777224763,False
20,42,uniform_count,3,0.08636363636363636,False
20,42,degree,3,0.09897360703812318,False
20,42,relation_stationary,3,0.05517702652898776,False
20,42,q_stationary,3,0.015275105974953304,False
20,42,q_node_softmax,3,0.07604701771005276,False
20,43,uniform_count,6,0.19000000000000003,False
20,43,degree,6,0.1930143540669856,False
20,43,relation_stationary,6,0.07498977067630266,False
20,43,q_stationary,6,0.061599256889770804,False
20,43,q_node_softmax,6,0.15223138214995782,False
20,44,uniform_count,4,0.12391304347826093,False
20,44,degree,4,0.1582251082251082,False
20,44,relation_stationary,4,0.21979853249825468,False
20,44,q_stationary,4,0.08361402036731165,False
20,44,q_node_softmax,4,0.12686963374215965,False
20,45,uniform_count,2,0.045238095238095286,False
20,45,degree,2,0.055173232083531094,False
20,45,relation_stationary,2,0.0504778107929947,False
20,45,q_stationary,2,0.024337754223886517,False
20,45,q_node_softmax,2,0.04531133977073194,False
20,46,uniform_count,6,0.19000000000000003,False
20,46,degree,6,0.22875084099573895,False
20,46,relation_stationary,6,0.12227540954847829,False
20,46,q_stationary,6,0.0345582215975108,False
20,46,q_node_softmax,6,0.1798015281977989,False
20,47,uniform_count,5,0.15833333333333344,False
20,47,degree,5,0.1848370927318296,False
20,47,relation_stationary,5,0.10582754257455736,False
20,47,q_stationary,5,0.04013892369601292,False
20,47,q_node_softmax,5,0.18367995677092638,False
20,48,uniform_count,4,0.12391304347826093,False
20,48,degree,4,0.12466436517069429,False
20,48,relation_stationary,4,0.18282470209860552,False
20,48,q_stationary,4,0.10204726358967457,False
20,48,q_node_softmax,4,0.12280536425548275,False
20,49,uniform_count,6,0.19000000000000003,False
20,49,degree,6,0.19258038554401558,False
20,49,relation_stationary,6,0.09791195901070812,False
20,49,q_stationary,6,0.09172634375014319,False
20,49,q_node_softmax,6,0.16603946034969044,False
20,50,uniform_count,5,0.15833333333333344,False
20,50,degree,5,0.1726042701092354,False
20,50,relation_stationary,5,0.1552280085026341,False
20,50,q_stationary,5,0.08556579486529638,False
20,50,q_node_softmax,5,0.12126413790665368,False
20,51,uniform_count,5,0.15833333333333344,False
20,51,degree,5,0.16858270418668492,False
20,51,relation_stationary,5,0.17073167409343554,False
20,51,q_stationary,5,0.11053400363544058,False
20,51,q_node_softmax,5,0.1708863290319328,False
20,52,uniform_count,2,0.045238095238095286,False
20,52,degree,2,0.058193416380814836,False
20,52,relation_stationary,2,0.1364623566587385,False
20,52,q_stationary,2,0.16581399045522624,False
20,52,q_node_softmax,2,0.07086305779573214,False
20,53,uniform_count,3,0.08636363636363636,False
20,53,degree,3,0.11912128712871287,False
20,53,relation_stationary,3,0.09129196749564794,False
20,53,q_stationary,3,0.08383874296642777,False
20,53,q_node_softmax,3,0.08009370236687045,False
20,54,uniform_count,4,0.12391304347826093,False
20,54,degree,4,0.12384621898551952,False
20,54,relation_stationary,4,0.11595537513601063,False
20,54,q_stationary,4,0.06640615602838208,False
20,54,q_node_softmax,4,0.1359425311733717,False
20,55,uniform_count,3,0.08636363636363638,False
20,55,degree,3,0.09375819564647259,False
20,55,relation_stationary,3,0.12326861953647524,False
20,55,q_stationary,3,0.06305295182323614,False
20,55,q_node_softmax,3,0.09793171995982139,False
20,56,uniform_count,6,0.19000000000000003,False
20,56,degree,6,0.19772727272727272,False
20,56,relation_stationary,6,0.12350024072674408,False
20,56,q_stationary,6,0.1416356104912287,False
20,56,q_node_softmax,6,0.296392734812241,False
20,57,uniform_count,2,0.045238095238095286,False
20,57,degree,2,0.04850810624353226,False
20,57,relation_stationary,2,0.04443434981448265,False
20,57,q_stationary,2,0.06717955439986088,False
20,57,q_node_softmax,2,0.04729403572203386,False
20,58,uniform_count,6,0.19000000000000003,False
20,58,degree,6,0.20218447291424024,False
20,58,relation_stationary,6,0.12254319112487005,False
20,58,q_stationary,6,0.07167945728199825,False
20,58,q_node_softmax,6,0.19595921628330915,False
20,59,uniform_count,3,0.08636363636363636,False
20,59,degree,3,0.09296310755416747,False
20,59,relation_stationary,3,0.08239616871273156,False
20,59,q_stationary,3,0.06335156805806466,False
20,59,q_node_softmax,3,0.08609507254732707,False
20,60,uniform_count,5,0.15833333333333344,False
20,60,degree,5,0.17703710697762248,False
20,60,relation_stationary,5,0.1088205129655123,False
20,60,q_stationary,5,0.06172008386550093,False
20,60,q_node_softmax,5,0.21930072740638365,False
20,61,uniform_count,6,0.19000000000000003,False
20,61,degree,6,0.19814876399512252,False
20,61,relation_stationary,6,0.22102946867589773,False
20,61,q_stationary,6,0.12745084011533514,False
