n,sample_index,measure,same_relation_measure_tv
20,116,q_stationary,0.26282994526114695
20,116,q_node_softmax,0.17197805726547927
20,117,q_stationary,0.46100445352219205
20,117,q_node_softmax,0.1828409538135869
20,118,q_stationary,0.24245953762062147
20,118,q_node_softmax,0.18374721796538707
20,119,q_stationary,0.3897159155526216
20,119,q_node_softmax,0.1474623746088807
20,120,q_stationary,0.44907237102231845
20,120,q_node_softmax,0.18761487530522972
20,121,q_stationary,0.27291804337971237
20,121,q_node_softmax,0.16892067124905955
20,122,q_stationary,0.3550666806525523
20,122,q_node_softmax,0.14970961049792764
20,123,q_stationary,0.29185515317629057
20,123,q_node_softmax,0.1999006064446034
20,124,q_stationary,0.33649389545376035
20,124,q_node_softmax,0.1935853761127354
20,125,q_stationary,0.4262043170813983
20,125,q_node_softmax,0.22532458361005533
20,126,q_stationary,0.37852432229091687
20,126,q_node_softmax,0.18300683755100838
20,127,q_stationary,0.22994932876038773
20,127,q_node_softmax,0.20701884148941396
20,128,q_stationary,0.41952085043045434
20,128,q_node_softmax,0.1465642445293746
20,129,q_stationary,0.49178727241167564
20,129,q_node_softmax,0.17450040840589298
20,130,q_stationary,0.2632633945032432
20,130,q_node_softmax,0.15094507983890126
20,131,q_stationary,0.23033024384266326
20,131,q_node_softmax,0.15323760384564833
20,132,q_stationary,0.36743500974599025
20,132,q_node_softmax,0.13780968169455232
20,133,q_stationary,0.4033506259677356
20,133,q_node_softmax,0.20657608562851287
20,134,q_stationary,0.4005408936789517
20,134,q_node_softmax,0.19665626872647793
20,135,q_stationary,0.5080098773310608
20,135,q_node_softmax,0.11638655028358484
20,136,q_stationary,0.30280135028333344
20,136,q_node_softmax,0.16216194144570012
20,137,q_stationary,0.26601532192600996
20,137,q_node_softmax,0.1305262967133495
20,138,q_stationary,0.3693925041701236
20,138,q_node_softmax,0.17693019546070435
20,139,q_stationary,0.1998996240303162
20,139,q_node_softmax,0.2187937510339274
20,140,q_stationary,0.3953911510422835
20,140,q_node_softmax,0.2179953018608476
20,141,q_stationary,0.5872598418354547
20,141,q_node_softmax,0.1952261850237999
20,142,q_stationary,0.28039229661533716
20,142,q_node_softmax,0.15494699966165268
20,143,q_stationary,0.34410140824341373
20,143,q_node_softmax,0.17290874959965224
20,144,q_stationary,0.3477809803600139
20,144,q_node_softmax,0.1863358390448776
20,145,q_stationary,0.31877131666783043
20,145,q_node_softmax,0.15382725423499724
20,146,q_stationary,0.21209358522163926
20,146,q_node_softmax,0.15774364518795977
20,147,q_stationary,0.3445285080005315
20,147,q_node_softmax,0.19387919287306773
20,148,q_stationary,0.37506797608399417
20,148,q_node_softmax,0.14547491364345938
20,149,q_stationary,0.2777188844363484
20,149,q_node_softmax,0.19917385554560765
20,150,q_stationary,0.3184973107460296
20,150,q_node_softmax,0.1510746032197115
20,151,q_stationary,0.2449910924144668
20,151,q_node_softmax,0.1838445893775706
20,152,q_stationary,0.3918315630024743
20,152,q_node_softmax,0.175131755315587
20,153,q_stationary,0.16208869603644482
20,153,q_node_softmax,0.1599082468949496
20,154,q_stationary,0.4544967163587616
20,154,q_node_softmax,0.1675611604295954
20,155,q_stationary,0.18630709659825906
20,155,q_node_softmax,0.16338488975749343
20,156,q_stationary,0.5725095625245602
20,156,q_node_softmax,0.1282352980473507
20,157,q_stationary,0.4141082380675916
20,157,q_node_softmax,0.1901948398038425
20,158,q_stationary,0.2627766765119039
20,158,q_node_softmax,0.19508869020982075
20,159,q_stationary,0.4011759053728172
20,159,q_node_softmax,0.1668377961542965
20,160,q_stationary,0.23413768988689712
20,160,q_node_softmax,0.15063689055691212
20,161,q_stationary,0.35933942395375695
20,161,q_node_softmax,0.1695183132779367
20,162,q_stationary,0.3814532542163549
20,162,q_node_softmax,0.2368974286678764
20,163,q_stationary,0.3267433292652151
20,163,q_node_softmax,0.17283935219475705
20,164,q_stationary,0.4373572742771736
20,164,q_node_softmax,0.16410705936071338
20,165,q_stationary,0.36944420563432145
20,165,q_node_softmax,0.1298704740601616
20,166,q_stationary,0.2318436359179252
20,166,q_node_softmax,0.14151505413961046
20,167,q_stationary,0.2836338014353579
