n,sample_index,measure,same_relation_measure_tv
20,167,q_node_softmax,0.24774899560688393
20,168,q_stationary,0.24545663584716224
20,168,q_node_softmax,0.1179146191240441
20,169,q_stationary,0.3050389538063583
20,169,q_node_softmax,0.20025730864641625
20,170,q_stationary,0.1782227416680959
20,170,q_node_softmax,0.2279821430678788
20,171,q_stationary,0.4277118254916151
20,171,q_node_softmax,0.21954930732886613
20,172,q_stationary,0.291034391295188
20,172,q_node_softmax,0.19232041055728075
20,173,q_stationary,0.2437449317987625
20,173,q_node_softmax,0.20172927808529736
20,174,q_stationary,0.30743525953918044
20,174,q_node_softmax,0.12119145000043151
20,175,q_stationary,0.22409333756548355
20,175,q_node_softmax,0.18938424978909263
20,176,q_stationary,0.46531087797966475
20,176,q_node_softmax,0.18252180084807168
20,177,q_stationary,0.3534971017458157
20,177,q_node_softmax,0.17666956929629812
20,178,q_stationary,0.22997300861729209
20,178,q_node_softmax,0.16533134588330184
20,179,q_stationary,0.4127899266120028
20,179,q_node_softmax,0.20446565077631268
40,0,q_stationary,0.31013420323526864
40,0,q_node_softmax,0.13425359527622396
40,1,q_stationary,0.2190494816680552
40,1,q_node_softmax,0.1477345109595795
40,2,q_stationary,0.19505964535394632
40,2,q_node_softmax,0.12255906735377078
40,3,q_stationary,0.2676496522476218
40,3,q_node_softmax,0.14880195695741624
40,4,q_stationary,0.30659182646431626
40,4,q_node_softmax,0.1711706670270716
40,5,q_stationary,0.2929931035017148
40,5,q_node_softmax,0.12726940145001053
40,6,q_stationary,0.31063888939980344
40,6,q_node_softmax,0.17195755387268513
40,7,q_stationary,0.2609263970054153
40,7,q_node_softmax,0.1554553070216431
40,8,q_stationary,0.2249678669837139
40,8,q_node_softmax,0.146765573870311
40,9,q_stationary,0.21321452790178405
40,9,q_node_softmax,0.1524498075579106
40,10,q_stationary,0.3642541804021169
40,10,q_node_softmax,0.14456243198169322
40,11,q_stationary,0.19317526155305753
40,11,q_node_softmax,0.12668580966304807
40,12,q_stationary,0.3264235218596194
40,12,q_node_softmax,0.109452082664527
40,13,q_stationary,0.24267631132072703
40,13,q_node_softmax,0.13374012642936817
40,14,q_stationary,0.2638769572132889
40,14,q_node_softmax,0.1532111521654648
40,15,q_stationary,0.3418826439872328
40,15,q_node_softmax,0.16025944476511877
40,16,q_stationary,0.2033651334524979
40,16,q_node_softmax,0.12763536712309592
40,17,q_stationary,0.24738375425247092
40,17,q_node_softmax,0.1613873156089201
40,18,q_stationary,0.2914186018710408
40,18,q_node_softmax,0.1347874954358742
40,19,q_stationary,0.28379568286859147
40,19,q_node_softmax,0.16073660006340934
40,20,q_stationary,0.3035401912086676
40,20,q_node_softmax,0.1146811283971452
40,21,q_stationary,0.2619131465612146
40,21,q_node_softmax,0.14015873452301483
40,22,q_stationary,0.20747955994605966
40,22,q_node_softmax,0.14573376845942054
40,23,q_stationary,0.201795548752211
40,23,q_node_softmax,0.15294489850048062
40,24,q_stationary,0.2952160971810748
40,24,q_node_softmax,0.16465051654108542
40,25,q_stationary,0.2614226155367228
40,25,q_node_softmax,0.15871744030917162
40,26,q_stationary,0.19973500944053058
40,26,q_node_softmax,0.18347803775661714
40,27,q_stationary,0.20555117489001767
40,27,q_node_softmax,0.1488946048034837
40,28,q_stationary,0.2856860210428914
40,28,q_node_softmax,0.1611540698096434
40,29,q_stationary,0.2477670209117578
40,29,q_node_softmax,0.11472872803092184
40,30,q_stationary,0.28004412487164054
40,30,q_node_softmax,0.13233702777430015
40,31,q_stationary,0.25326115812177397
40,31,q_node_softmax,0.14507011189923447
40,32,q_stationary,0.2722218502447977
40,32,q_node_softmax,0.14616819451867527
40,33,q_stationary,0.20430839022894146
40,33,q_node_softmax,0.14553169924815773
40,34,q_stationary,0.25014731887412517
40,34,q_node_softmax,0.14560079426808178
40,35,q_stationary,0.24640750704799005
40,35,q_node_softmax,0.12751125675088887
40,36,q_stationary,0.20234214210819432
40,36,q_node_softmax,0.14304750535233124
40,37,q_stationary,0.22634736154585755
40,37,q_node_softmax,0.15510841909473533
40,38,q_stationary,0.24727199585080079
40,38,q_node_softmax,0.12855772327751216
40,39,q_stationary,0.26493014595916886
40,39,q_node_softmax,0.1210460536443718
40,40,q_stationary,0.29619175607599313
40,40,q_node_softmax,0.15654837828752255
40,41,q_stationary,0.24684513908526803
40,41,q_node_softmax,0.13262050059374064
40,42,q_stationary,0.28575779421136993
40,42,q_node_softmax,0.13799298869100624
40,43,q_stationary,0.2348748459562642
40,43,q_node_softmax,0.159811006016764
40,44,q_stationary,0.278208195818196
40,44,q_node_softmax,0.12212433606250313
40,45,q_stationary,0.19986966521012306
40,45,q_node_softmax,0.12956128608196077
40,46,q_stationary,0.2999535415827328
40,46,q_node_softmax,0.11998169671966966
40,47,q_stationary,0.22828251243584535
40,47,q_node_softmax,0.11949725388339097
40,48,q_stationary,0.2551733616103693
40,48,q_node_softmax,0.13997341297675905
40,49,q_stationary,0.24693662195700278
40,49,q_node_softmax,0.12306240660370082
40,50,q_stationary,0.30039093096917396
40,50,q_node_softmax,0.16575622300868392
40,51,q_stationary,0.2325154159991778
40,51,q_node_softmax,0.1370163914309343
40,52,q_stationary,0.23649856655943563
40,52,q_node_softmax,0.15923265766802586
40,53,q_stationary,0.2879436079994577
40,53,q_node_softmax,0.11676887972862893
40,54,q_stationary,0.3176551576157274
40,54,q_node_softmax,0.1464721570284859
40,55,q_stationary,0.25481686206411686
40,55,q_node_softmax,0.11479794454297931
40,56,q_stationary,0.2816985819955154
40,56,q_node_softmax,0.13096288164249997
40,57,q_stationary,0.235925140612311
40,57,q_node_softmax,0.16819370746335408
40,58,q_stationary,0.18889930401333577
40,58,q_node_softmax,0.11529780686494503
40,59,q_stationary,0.20369126008156938
40,59,q_node_softmax,0.13086980084630329
40,60,q_stationary,0.26128418515687085
40,60,q_node_softmax,0.1560265729640759
40,61,q_stationary,0.2403959264536185
40,61,q_node_softmax,0.14750550989772054
40,62,q_stationary,0.29414707756705266
40,62,q_node_softmax,0.15596259957621955
40,63,q_stationary,0.3148116056101752
40,63,q_node_softmax,0.13479530740587328
40,64,q_stationary,0.22492142313083016
40,64,q_node_softmax,0.1492747494247784
40,65,q_stationary,0.29272065450658735
40,65,q_node_softmax,0.1492861883444486
40,66,q_stationary,0.2866842418099117
40,66,q_node_softmax,0.10830897924133663
40,67,q_stationary,0.29777520875398206
40,67,q_node_softmax,0.15147423682240868
40,68,q_stationary,0.26507926753580946
40,68,q_node_softmax,0.14009625334469705
40,69,q_stationary,0.2759953642700896
40,69,q_node_softmax,0.13384677701880027
40,70,q_stationary,0.3074033544007463
40,70,q_node_softmax,0.12431192461519351
40,71,q_stationary,0.22080534920031492
40,71,q_node_softmax,0.10695451836566948
40,72,q_stationary,0.20091408554028528
40,72,q_node_softmax,0.15836022796934712
40,73,q_stationary,0.318033711240468
40,73,q_node_softmax,0.13044856676215338
40,74,q_stationary,0.22081267310009858
40,74,q_node_softmax,0.14967828996693433
40,75,q_stationary,0.2648941406950857
40,75,q_node_softmax,0.13725601630968481
40,76,q_stationary,0.2176856601235294
40,76,q_node_softmax,0.16600069139761936
40,77,q_stationary,0.21686006052949441
40,77,q_node_softmax,0.1300026700037688
40,78,q_stationary,0.2501539608978329
40,78,q_node_softmax,0.12989812539300702
40,79,q_stationary,0.18101420449640873
40,79,q_node_softmax,0.1332440508187808
40,80,q_stationary,0.27288930961527413
40,80,q_node_softmax,0.12097013021269176
40,81,q_stationary,0.23526824132410534
40,81,q_node_softmax,0.14803499705567585
40,82,q_stationary,0.2360580728713876
40,82,q_node_softmax,0.1168787876353483
40,83,q_stationary,0.20490934068650477
40,83,q_node_softmax,0.11962878943821476
40,84,q_stationary,0.251096641450127
40,84,q_node_softmax,0.1428565046949084
40,85,q_stationary,0.23272309384403844
40,85,q_node_softmax,0.12844105928473798
40,86,q_stationary,0.29411226261711637
40,86,q_node_softmax,0.14359638306862438
40,87,q_stationary,0.24233257168998945
40,87,q_node_softmax,0.10987313976200472
40,88,q_stationary,0.23312767177568927
40,88,q_node_softmax,0.16837966348704564
40,89,q_stationary,0.22541716187998034
40,89,q_node_softmax,0.15426303196101318
40,90,q_stationary,0.2583162629158335
40,90,q_node_softmax,0.13181958807397337
40,91,q_stationary,0.20988140526733468
40,91,q_node_softmax,0.13030899752836095
40,92,q_stationary,0.2855579883243338
40,92,q_node_softmax,0.11865757205822058
40,93,q_stationary,0.2757036557461749
40,93,q_node_softmax,0.1238319625239466
40,94,q_stationary,0.21364990532683906
40,94,q_node_softmax,0.14736942474402662
40,95,q_stationary,0.2868683480549933
40,95,q_node_softmax,0.16704150490318498
40,96,q_stationary,0.16770208158518352
40,96,q_node_softmax,0.15558712360661053
40,97,q_stationary,0.3195316441363335
40,97,q_node_softmax,0.13558369721838326
40,98,q_stationary,0.2221344960251867
40,98,q_node_softmax,0.15453110468558945
40,99,q_stationary,0.2188657097389596
40,99,q_node_softmax,0.0995397985948287
40,100,q_stationary,0.28901587210179414
40,100,q_node_softmax,0.13381715723862533
40,101,q_stationary,0.24706357925059386
40,101,q_node_softmax,0.11699289983613932
40,102,q_stationary,0.2012113630015324
40,102,q_node_softmax,0.14188264219418914
40,103,q_stationary,0.2797424746960482
40,103,q_node_softmax,0.12563431650170737
40,104,q_stationary,0.22547894590637227
40,104,q_node_softmax,0.11215402750438175
40,105,q_stationary,0.29143431763922556
40,105,q_node_softmax,0.13475436103992638
40,106,q_stationary,0.21976639791221608
40,106,q_node_softmax,0.14874058617827662
40,107,q_stationary,0.203135986138121
40,107,q_node_softmax,0.13173503505856934
40,108,q_stationary,0.2582357518516706
40,108,q_node_softmax,0.10523143277643784
40,109,q_stationary,0.181932435462332
40,109,q_node_softmax,0.1310338722353572
40,110,q_stationary,0.2241683431356567
40,110,q_node_softmax,0.14396849622915733
40,111,q_stationary,0.22981138255131783
40,111,q_node_softmax,0.11344377361321334
40,112,q_stationary,0.21505791269486685
40,112,q_node_softmax,0.12979307020131672
40,113,q_stationary,0.3106938271127938
40,113,q_node_softmax,0.13155208385704248
40,114,q_stationary,0.240618472537519
40,114,q_node_softmax,0.12659674577698593
40,115,q_stationary,0.2610084632218691
40,115,q_node_softmax,0.13872501752310354
40,116,q_stationary,0.22249151129722178
40,116,q_node_softmax,0.1630529752513051
40,117,q_stationary,0.24592251264376358
40,117,q_node_softmax,0.15412408583175569
40,118,q_stationary,0.2940463566984868
40,118,q_node_softmax,0.13631094840778413
40,119,q_stationary,0.2030690094633807
40,119,q_node_softmax,0.13198620888177007
40,120,q_stationary,0.24886804865085288
40,120,q_node_softmax,0.15504918178247723
40,121,q_stationary,0.22595481422188432
40,121,q_node_softmax,0.15579999047813103
40,122,q_stationary,0.2501727127951482
40,122,q_node_softmax,0.13177814802289212
40,123,q_stationary,0.245720894163369
40,123,q_node_softmax,0.12347230348762955
40,124,q_stationary,0.24782210199632915
40,124,q_node_softmax,0.13922512609532273
40,125,q_stationary,0.21050763329599623
40,125,q_node_softmax,0.1503537409095808
40,126,q_stationary,0.2569101838474151
40,126,q_node_softmax,0.1252415340514569
40,127,q_stationary,0.2715513032751659
40,127,q_node_softmax,0.11288366817876025
40,128,q_stationary,0.18724648948266687
40,128,q_node_softmax,0.156627125615831
40,129,q_stationary,0.2027712830518829
40,129,q_node_softmax,0.1513451553237325
40,130,q_stationary,0.21592639666203717
40,130,q_node_softmax,0.16513444329272686
40,131,q_stationary,0.2074440683744062
40,131,q_node_softmax,0.1305848023929161
40,132,q_stationary,0.23400933233897153
40,132,q_node_softmax,0.13917294973277855
40,133,q_stationary,0.239500159946254
40,133,q_node_softmax,0.16935261394500833
40,134,q_stationary,0.3144430475627764
40,134,q_node_softmax,0.16907239073172647
40,135,q_stationary,0.23955758759357443
40,135,q_node_softmax,0.11380788471489878
40,136,q_stationary,0.3129132690110631
40,136,q_node_softmax,0.15779326929532406
40,137,q_stationary,0.22655387991258125
40,137,q_node_softmax,0.1406994600764033
40,138,q_stationary,0.2327651690116777
40,138,q_node_softmax,0.12427169579323105
40,139,q_stationary,0.20525950785107483
40,139,q_node_softmax,0.17041005104491036
40,140,q_stationary,0.20505451207847658
40,140,q_node_softmax,0.11844883622881026
40,141,q_stationary,0.2653475165122372
40,141,q_node_softmax,0.15294445878907126
40,142,q_stationary,0.3063482093466506
40,142,q_node_softmax,0.13650373881833228
40,143,q_stationary,0.2635156476233107
40,143,q_node_softmax,0.12640990388464338
40,144,q_stationary,0.26519795577217437
40,144,q_node_softmax,0.15611736661610995
40,145,q_stationary,0.18608718850571615
40,145,q_node_softmax,0.1439312425294062
40,146,q_stationary,0.24931181759693616
40,146,q_node_softmax,0.1311928982671266
40,147,q_stationary,0.2632170255675121
40,147,q_node_softmax,0.14262330807316687
40,148,q_stationary,0.2614913025085355
40,148,q_node_softmax,0.14452687075601472
40,149,q_stationary,0.2101852585530508
40,149,q_node_softmax,0.14373356964368011
40,150,q_stationary,0.23942440663682543
40,150,q_node_softmax,0.13466518960642132
40,151,q_stationary,0.23421694229952578
40,151,q_node_softmax,0.12504635360619787
40,152,q_stationary,0.23596902068483913
40,152,q_node_softmax,0.14259607338496294
40,153,q_stationary,0.24083115548768158
40,153,q_node_softmax,0.13896946287632433
40,154,q_stationary,0.2060499162096841
40,154,q_node_softmax,0.15750986367851205
40,155,q_stationary,0.3037527436936249
40,155,q_node_softmax,0.15994146025864564
40,156,q_stationary,0.2678412975246397
40,156,q_node_softmax,0.17133224629862448
40,157,q_stationary,0.2016808659458505
40,157,q_node_softmax,0.11088310038848373
40,158,q_stationary,0.32032922938133923
40,158,q_node_softmax,0.14000421936639626
40,159,q_stationary,0.22939305934294457
40,159,q_node_softmax,0.1356583101157164
40,160,q_stationary,0.23089489733325752
40,160,q_node_softmax,0.13257441069024567
40,161,q_stationary,0.22696547420670637
40,161,q_node_softmax,0.1590187277910563
40,162,q_stationary,0.29111456180923023
40,162,q_node_softmax,0.16536182889420892
40,163,q_stationary,0.2429663287145934
40,163,q_node_softmax,0.13434030670510227
40,164,q_stationary,0.21460577970173217
40,164,q_node_softmax,0.12715410258795223
40,165,q_stationary,0.20614034415450622
40,165,q_node_softmax,0.14802907956548492
40,166,q_stationary,0.21491393555754218
40,166,q_node_softmax,0.13654846225347306
40,167,q_stationary,0.27829052362021456
40,167,q_node_softmax,0.14725022939998506
40,168,q_stationary,0.28733629164283214
40,168,q_node_softmax,0.16606590805850224
40,169,q_stationary,0.20091176666338487
40,169,q_node_softmax,0.12603588317956954
40,170,q_stationary,0.22198825018484009
40,170,q_node_softmax,0.15414717647996476
40,171,q_stationary,0.29888521194486994
40,171,q_node_softmax,0.14757982747011633
40,172,q_stationary,0.22124213310480295
40,172,q_node_softmax,0.1253228047079609
40,173,q_stationary,0.2905337072140044
40,173,q_node_softmax,0.14058279626795994
40,174,q_stationary,0.1856003464462025
40,174,q_node_softmax,0.12262975974765203
40,175,q_stationary,0.263713770997804
40,175,q_node_softmax,0.13347388877972324
40,176,q_stationary,0.32278716251960177
40,176,q_node_softmax,0.15932725301958975
40,177,q_stationary,0.2816085941369493
40,177,q_node_softmax,0.1314838318502854
40,178,q_stationary,0.2360961988776622
40,178,q_node_softmax,0.11817423236318811
40,179,q_stationary,0.22586902643782578
40,179,q_node_softmax,0.1220944421217986
