n,phase,candidate_index,gadget_count,gadget_vertex_fraction,core_n,prefix_size,suffix_size,target_ordering_fraction,ordering_fraction,ordering_fraction_mismatch,induced_s3_certificate,transitive,q_score,p_value,accepted_by_a14
96,discovery,22,1,0.0625,90,0,0,0.4723684210526316,0.4743421052631579,0.001973684210526294,True,True,43.82321474145612,0.3076923076923077,True
96,discovery,23,1,0.0625,90,21,43,0.5407894736842105,0.5410087719298246,0.00021929824561406353,True,True,78.84951263694944,0.00904977375565611,False
96,discovery,24,1,0.0625,90,15,22,0.4807017543859649,0.4807017543859649,0.0,True,True,94.3502246913927,0.004524886877828055,False
96,discovery,25,1,0.0625,90,15,27,0.5096491228070176,0.5096491228070176,0.0,True,True,36.472867442292724,0.5203619909502263,True
96,discovery,26,1,0.0625,90,14,28,0.5037280701754386,0.5037280701754386,0.0,True,True,72.74019398965333,0.01809954751131222,False
96,discovery,27,1,0.0625,90,0,0,0.4554824561403509,0.48530701754385963,0.029824561403508754,True,True,43.51815695800617,0.33031674208144796,True
96,discovery,28,1,0.0625,90,16,19,0.49100877192982456,0.49100877192982456,0.0,True,True,47.273377170897135,0.19004524886877827,True
96,discovery,29,1,0.0625,90,14,20,0.4635964912280702,0.4635964912280702,0.0,True,True,53.42775206407731,0.1085972850678733,True
96,discovery,30,1,0.0625,90,38,27,0.5614035087719298,0.5616228070175439,0.00021929824561406353,True,True,72.61166045463243,0.01809954751131222,False
96,discovery,31,1,0.0625,90,4,5,0.4708333333333333,0.4708333333333333,0.0,True,True,43.65550201484681,0.33031674208144796,True
96,discovery,32,1,0.0625,90,12,12,0.48223684210526313,0.48223684210526313,0.0,True,True,39.96133216999082,0.39819004524886875,True
96,discovery,33,1,0.0625,90,5,27,0.48969298245614035,0.48969298245614035,0.0,True,True,48.36540525179514,0.167420814479638,True
96,discovery,34,1,0.0625,90,29,24,0.5456140350877193,0.5456140350877193,0.0,True,True,34.94551966232781,0.5565610859728507,True
96,discovery,35,1,0.0625,90,10,11,0.48662280701754385,0.48640350877192984,0.00021929824561400801,True,True,54.97970759769382,0.09049773755656108,True
96,discovery,36,1,0.0625,90,0,0,0.41842105263157897,0.4850877192982456,0.06666666666666665,True,True,34.9303701334241,0.5565610859728507,True
96,discovery,37,1,0.0625,90,9,22,0.49078947368421055,0.4905701754385965,0.00021929824561406353,True,True,55.17839502827046,0.09049773755656108,True
96,discovery,38,1,0.0625,90,11,11,0.4469298245614035,0.44671052631578945,0.00021929824561406353,True,True,50.208039277744746,0.14027149321266968,True
96,discovery,39,1,0.0625,90,0,0,0.4267543859649123,0.44320175438596493,0.016447368421052655,True,True,39.082906126137964,0.4117647058823529,True
96,discovery,40,1,0.0625,90,21,28,0.4831140350877193,0.48333333333333334,0.00021929824561406353,True,True,45.271778664698324,0.2398190045248869,True
96,discovery,41,1,0.0625,90,12,45,0.5267543859649123,0.5267543859649123,0.0,True,True,70.29232409399896,0.01809954751131222,False
96,discovery,42,1,0.0625,90,26,29,0.47982456140350876,0.47982456140350876,0.0,True,True,69.35096531240046,0.02262443438914027,False
96,discovery,43,1,0.0625,90,31,24,0.5070175438596491,0.5070175438596491,0.0,True,True,67.02349682345186,0.03619909502262444,False
96,discovery,44,1,0.0625,90,9,10,0.4583333333333333,0.4583333333333333,0.0,True,True,49.860112803541845,0.14479638009049775,True
96,discovery,45,1,0.0625,90,25,25,0.4921052631578947,0.4921052631578947,0.0,True,True,89.64007973297319,0.004524886877828055,False
96,discovery,46,1,0.0625,90,19,21,0.5394736842105263,0.5394736842105263,0.0,True,True,30.365537632196812,0.7420814479638009,True
96,discovery,47,1,0.0625,90,24,12,0.4425438596491228,0.4425438596491228,0.0,True,True,106.38424556402713,0.004524886877828055,False
96,discovery,48,1,0.0625,90,17,32,0.5287280701754385,0.5287280701754385,0.0,True,True,83.03552809696993,0.00904977375565611,False
96,discovery,49,1,0.0625,90,7,7,0.4644736842105263,0.4646929824561403,0.00021929824561400801,True,True,43.18967488599394,0.334841628959276,True
96,discovery,50,1,0.0625,90,11,20,0.5230263157894737,0.5228070175438596,0.00021929824561406353,True,True,33.87606022085868,0.5927601809954751,True
96,discovery,51,1,0.0625,90,3,4,0.4743421052631579,0.4745614035087719,0.00021929824561400801,True,True,59.18499377173576,0.06787330316742081,True
96,discovery,52,1,0.0625,90,18,34,0.5274122807017544,0.5274122807017544,0.0,True,True,44.05185599206592,0.3031674208144796,True
96,discovery,53,1,0.0625,90,5,6,0.45263157894736844,0.4524122807017544,0.00021929824561406353,True,True,41.59141870248321,0.3665158371040724,True
96,discovery,54,1,0.0625,90,15,40,0.48004385964912283,0.48004385964912283,0.0,True,True,80.83295635490273,0.00904977375565611,False
96,discovery,55,1,0.0625,90,5,5,0.4493421052631579,0.4486842105263158,0.0006578947368420796,True,True,27.315778982086954,0.8235294117647058,True
96,discovery,56,1,0.0625,90,42,21,0.5282894736842105,0.5282894736842105,0.0,True,True,62.707689523369375,0.05429864253393665,True
96,discovery,57,1,0.0625,90,0,0,0.4168859649122807,0.4651315789473684,0.0482456140350877,True,True,38.40119641295336,0.45701357466063347,True
96,discovery,58,1,0.0625,90,18,32,0.47785087719298247,0.47785087719298247,0.0,True,True,98.9662127726511,0.004524886877828055,False
96,discovery,59,1,0.0625,90,34,25,0.5342105263157895,0.5342105263157895,0.0,True,True,77.2872777721569,0.00904977375565611,False
96,discovery,0,2,0.125,84,14,15,0.44627192982456143,0.4473684210526316,0.001096491228070151,True,True,184.3035652322003,0.004524886877828055,False
96,discovery,1,2,0.125,84,12,12,0.493640350877193,0.4934210526315789,0.00021929824561406353,True,True,59.93216297636404,0.058823529411764705,True
96,discovery,2,2,0.125,84,10,10,0.4791666666666667,0.48004385964912283,0.0008771929824561431,True,True,80.38802490667898,0.00904977375565611,False
96,discovery,3,2,0.125,84,20,36,0.5252192982456141,0.5252192982456141,0.0,True,True,205.19739431839812,0.004524886877828055,False
96,discovery,4,2,0.125,84,19,27,0.48333333333333334,0.48333333333333334,0.0,True,True,175.55901582196725,0.004524886877828055,False
96,discovery,5,2,0.125,84,15,16,0.49429824561403507,0.4953947368421053,0.0010964912280702066,True,True,67.58569773218757,0.03619909502262444,False
96,discovery,6,2,0.125,84,9,10,0.4618421052631579,0.4616228070175439,0.00021929824561400801,True,True,63.15529308905985,0.04524886877828054,False
96,discovery,7,2,0.125,84,22,20,0.5175438596491229,0.5175438596491229,0.0,True,True,137.71133982790408,0.004524886877828055,False
96,discovery,8,2,0.125,84,11,16,0.46074561403508774,0.46074561403508774,0.0,True,True,81.27201930677586,0.00904977375565611,False
96,discovery,9,2,0.125,84,12,21,0.4543859649122807,0.45394736842105265,0.00043859649122807154,True,True,102.92867141385729,0.004524886877828055,False
96,discovery,10,2,0.125,84,22,24,0.5035087719298246,0.5032894736842105,0.00021929824561406353,True,True,139.48452526689147,0.004524886877828055,False
96,discovery,11,2,0.125,84,13,36,0.5070175438596491,0.5070175438596491,0.0,True,True,286.09332721684933,0.004524886877828055,False
96,discovery,12,2,0.125,84,18,16,0.4951754385964912,0.4949561403508772,0.00021929824561400801,True,True,87.88088893429759,0.004524886877828055,False
96,discovery,13,2,0.125,84,17,25,0.5074561403508772,0.5074561403508772,0.0,True,True,156.27368907145313,0.004524886877828055,False
96,discovery,14,2,0.125,84,3,36,0.4923245614035088,0.4923245614035088,0.0,True,True,63.44840908089534,0.04524886877828054,False
96,discovery,15,2,0.125,84,42,9,0.5002192982456141,0.5002192982456141,0.0,True,True,201.8310659911332,0.004524886877828055,False
96,discovery,16,2,0.125,84,25,36,0.5756578947368421,0.5756578947368421,0.0,True,True,137.9615374157289,0.004524886877828055,False
96,discovery,17,2,0.125,84,19,18,0.47675438596491226,0.47675438596491226,0.0,True,True,159.58943684380543,0.004524886877828055,False
96,discovery,18,2,0.125,84,37,20,0.5535087719298246,0.5537280701754386,0.0002192982456139525,True,True,209.6756288571139,0.004524886877828055,False
96,discovery,19,2,0.125,84,10,27,0.5118421052631579,0.5120614035087719,0.00021929824561406353,True,True,111.92475975009405,0.004524886877828055,False
96,discovery,20,2,0.125,84,10,22,0.47675438596491226,0.47675438596491226,0.0,True,True,97.2822323253343,0.004524886877828055,False
96,discovery,21,2,0.125,84,15,15,0.4881578947368421,0.48903508771929827,0.0008771929824561431,True,True,138.8267308039179,0.004524886877828055,False
96,discovery,22,2,0.125,84,13,18,0.4723684210526316,0.4723684210526316,0.0,True,True,110.85402718497221,0.004524886877828055,False
96,discovery,23,2,0.125,84,15,40,0.5407894736842105,0.5407894736842105,0.0,True,True,90.0606207339467,0.004524886877828055,False
96,discovery,24,2,0.125,84,7,38,0.4807017543859649,0.4807017543859649,0.0,True,True,123.10131500417543,0.004524886877828055,False
96,discovery,25,2,0.125,84,20,13,0.5096491228070176,0.5092105263157894,0.00043859649122812705,True,True,125.97971680018759,0.004524886877828055,False
96,discovery,26,2,0.125,84,27,23,0.5037280701754386,0.5037280701754386,0.0,True,True,186.05117052700288,0.004524886877828055,False
96,discovery,27,2,0.125,84,18,23,0.4554824561403509,0.4554824561403509,0.0,True,True,249.77828424101224,0.004524886877828055,False
96,discovery,28,2,0.125,84,24,16,0.49100877192982456,0.49100877192982456,0.0,True,True,109.25411869581416,0.004524886877828055,False
96,discovery,29,2,0.125,84,24,12,0.4635964912280702,0.4635964912280702,0.0,True,True,175.02954701542455,0.004524886877828055,False
96,discovery,30,2,0.125,84,27,35,0.5614035087719298,0.5614035087719298,0.0,True,True,314.3395669622852,0.004524886877828055,False
