n,phase,candidate_index,gadget_count,gadget_vertex_fraction,core_n,prefix_size,suffix_size,target_ordering_fraction,ordering_fraction,ordering_fraction_mismatch,induced_s3_certificate,transitive,q_score,p_value,accepted_by_a14
96,discovery,31,2,0.125,84,17,19,0.4708333333333333,0.4708333333333333,0.0,True,True,160.7667783451679,0.004524886877828055,False
96,discovery,32,2,0.125,84,10,19,0.48223684210526313,0.48223684210526313,0.0,True,True,103.37458155733803,0.004524886877828055,False
96,discovery,33,2,0.125,84,16,16,0.48969298245614035,0.4901315789473684,0.00043859649122807154,True,True,63.19903426704836,0.04524886877828054,False
96,discovery,34,2,0.125,84,17,30,0.5456140350877193,0.5456140350877193,0.0,True,True,148.75000660060934,0.004524886877828055,False
96,discovery,35,2,0.125,84,32,7,0.48662280701754385,0.48662280701754385,0.0,True,True,82.80277471612578,0.00904977375565611,False
96,discovery,36,2,0.125,84,4,4,0.41842105263157897,0.41907894736842105,0.0006578947368420796,True,True,50.58092129625591,0.13122171945701358,True
96,discovery,37,2,0.125,84,11,17,0.49078947368421055,0.4903508771929825,0.00043859649122807154,True,True,79.16087762131374,0.00904977375565611,False
96,discovery,38,2,0.125,84,25,19,0.4469298245614035,0.4469298245614035,0.0,True,True,221.5578847995504,0.004524886877828055,False
96,discovery,39,2,0.125,84,0,0,0.4267543859649123,0.4504385964912281,0.023684210526315808,True,True,35.48912386059451,0.5384615384615384,True
96,discovery,40,2,0.125,84,25,18,0.4831140350877193,0.4831140350877193,0.0,True,True,156.27791895959982,0.004524886877828055,False
96,discovery,41,2,0.125,84,33,20,0.5267543859649123,0.5269736842105263,0.0002192982456139525,True,True,142.5907437761942,0.004524886877828055,False
96,discovery,42,2,0.125,84,22,21,0.47982456140350876,0.47982456140350876,0.0,True,True,175.18771488749,0.004524886877828055,False
96,discovery,43,2,0.125,84,29,22,0.5070175438596491,0.5070175438596491,0.0,True,True,270.4786957107992,0.004524886877828055,False
96,discovery,44,2,0.125,84,11,12,0.4583333333333333,0.4585526315789474,0.00021929824561406353,True,True,86.29760351941462,0.004524886877828055,False
96,discovery,45,2,0.125,84,23,20,0.4921052631578947,0.4921052631578947,0.0,True,True,215.6342690242054,0.004524886877828055,False
96,discovery,46,2,0.125,84,28,21,0.5394736842105263,0.5394736842105263,0.0,True,True,77.90454904543806,0.00904977375565611,False
96,discovery,47,2,0.125,84,2,3,0.4425438596491228,0.4418859649122807,0.0006578947368420796,True,True,87.00034797247261,0.004524886877828055,False
96,discovery,48,2,0.125,84,18,33,0.5287280701754385,0.5287280701754385,0.0,True,True,184.63593313164014,0.004524886877828055,False
96,discovery,49,2,0.125,84,16,10,0.4644736842105263,0.4644736842105263,0.0,True,True,65.1587930594886,0.04524886877828054,False
96,discovery,50,2,0.125,84,25,21,0.5230263157894737,0.5230263157894737,0.0,True,True,125.27382111622452,0.004524886877828055,False
96,discovery,51,2,0.125,84,13,13,0.4743421052631579,0.47543859649122805,0.001096491228070151,True,True,106.26345055328159,0.004524886877828055,False
96,discovery,52,2,0.125,84,27,27,0.5274122807017544,0.5274122807017544,0.0,True,True,321.11543185324587,0.004524886877828055,False
96,discovery,53,2,0.125,84,13,13,0.45263157894736844,0.45263157894736844,0.0,True,True,139.18798000768598,0.004524886877828055,False
96,discovery,54,2,0.125,84,26,8,0.48004385964912283,0.48004385964912283,0.0,True,True,88.12423161688928,0.004524886877828055,False
96,discovery,55,2,0.125,84,9,10,0.4493421052631579,0.4482456140350877,0.001096491228070151,True,True,42.71303669085101,0.3438914027149321,True
96,discovery,56,2,0.125,84,26,14,0.5282894736842105,0.5285087719298246,0.00021929824561406353,True,True,94.59924272366324,0.004524886877828055,False
96,discovery,57,2,0.125,84,6,7,0.4168859649122807,0.41600877192982455,0.0008771929824561431,True,True,82.86547946038193,0.00904977375565611,False
96,discovery,58,2,0.125,84,26,21,0.47785087719298247,0.47785087719298247,0.0,True,True,223.95231073622796,0.004524886877828055,False
96,discovery,59,2,0.125,84,26,27,0.5342105263157895,0.5342105263157895,0.0,True,True,384.96158787270923,0.004524886877828055,False
96,discovery,0,3,0.1875,78,16,16,0.44627192982456143,0.44671052631578945,0.00043859649122801603,True,True,233.50809960693817,0.004524886877828055,False
96,discovery,1,3,0.1875,78,10,25,0.493640350877193,0.493859649122807,0.00021929824561400801,True,True,155.55855737186596,0.004524886877828055,False
96,discovery,2,3,0.1875,78,21,21,0.4791666666666667,0.4791666666666667,0.0,True,True,375.8782837877219,0.004524886877828055,False
96,discovery,3,3,0.1875,78,39,11,0.5252192982456141,0.5252192982456141,0.0,True,True,303.9351809776136,0.004524886877828055,False
96,discovery,4,3,0.1875,78,12,26,0.48333333333333334,0.4831140350877193,0.00021929824561406353,True,True,250.85832266430475,0.004524886877828055,False
96,discovery,5,3,0.1875,78,14,14,0.49429824561403507,0.4934210526315789,0.0008771929824561431,True,True,176.7506702366586,0.004524886877828055,False
96,discovery,6,3,0.1875,78,16,17,0.4618421052631579,0.4614035087719298,0.00043859649122807154,True,True,271.1340137269668,0.004524886877828055,False
96,discovery,7,3,0.1875,78,18,32,0.5175438596491229,0.5175438596491229,0.0,True,True,476.3597707285372,0.004524886877828055,False
96,discovery,8,3,0.1875,78,26,13,0.46074561403508774,0.4605263157894737,0.00021929824561406353,True,True,421.92259880309274,0.004524886877828055,False
96,discovery,9,3,0.1875,78,10,10,0.4543859649122807,0.4550438596491228,0.0006578947368420796,True,True,90.53211736798868,0.004524886877828055,False
96,discovery,10,3,0.1875,78,33,14,0.5035087719298246,0.5035087719298246,0.0,True,True,461.1159822020197,0.004524886877828055,False
96,discovery,11,3,0.1875,78,24,20,0.5070175438596491,0.5070175438596491,0.0,True,True,325.8326357997071,0.004524886877828055,False
96,discovery,12,3,0.1875,78,10,24,0.4951754385964912,0.4949561403508772,0.00021929824561400801,True,True,170.35340472246327,0.004524886877828055,False
96,discovery,13,3,0.1875,78,36,12,0.5074561403508772,0.5074561403508772,0.0,True,True,333.0870133990924,0.004524886877828055,False
96,discovery,14,3,0.1875,78,19,19,0.4923245614035088,0.4923245614035088,0.0,True,True,198.603914574186,0.004524886877828055,False
96,discovery,15,3,0.1875,78,23,20,0.5002192982456141,0.5002192982456141,0.0,True,True,278.7204329091925,0.004524886877828055,False
96,discovery,16,3,0.1875,78,31,30,0.5756578947368421,0.5756578947368421,0.0,True,True,868.4951684645507,0.004524886877828055,False
96,discovery,17,3,0.1875,78,13,14,0.47675438596491226,0.47521929824561404,0.0015350877192982226,True,True,152.1683434994719,0.004524886877828055,False
96,discovery,18,3,0.1875,78,26,29,0.5535087719298246,0.5537280701754386,0.0002192982456139525,True,True,410.50892432146287,0.004524886877828055,False
96,discovery,19,3,0.1875,78,24,20,0.5118421052631579,0.5120614035087719,0.00021929824561406353,True,True,225.97136698313415,0.004524886877828055,False
96,discovery,20,3,0.1875,78,20,12,0.47675438596491226,0.47675438596491226,0.0,True,True,164.55983020242186,0.004524886877828055,False
96,discovery,21,3,0.1875,78,31,14,0.4881578947368421,0.4885964912280702,0.00043859649122807154,True,True,399.1521942802019,0.004524886877828055,False
96,discovery,22,3,0.1875,78,14,21,0.4723684210526316,0.4723684210526316,0.0,True,True,199.64303782262704,0.004524886877828055,False
96,discovery,23,3,0.1875,78,26,24,0.5407894736842105,0.5405701754385965,0.0002192982456139525,True,True,275.7279827669547,0.004524886877828055,False
96,discovery,24,3,0.1875,78,11,29,0.4807017543859649,0.4807017543859649,0.0,True,True,257.78558496683456,0.004524886877828055,False
96,discovery,25,3,0.1875,78,24,17,0.5096491228070176,0.5096491228070176,0.0,True,True,307.28341467346775,0.004524886877828055,False
96,discovery,26,3,0.1875,78,24,18,0.5037280701754386,0.5037280701754386,0.0,True,True,247.21159436402388,0.004524886877828055,False
96,discovery,27,3,0.1875,78,16,17,0.4554824561403509,0.4554824561403509,0.0,True,True,300.96189829850186,0.004524886877828055,False
96,discovery,28,3,0.1875,78,18,20,0.49100877192982456,0.49078947368421055,0.00021929824561400801,True,True,239.9121875131232,0.004524886877828055,False
96,discovery,29,3,0.1875,78,14,16,0.4635964912280702,0.46228070175438596,0.0013157894736842146,True,True,240.67976200265716,0.004524886877828055,False
96,discovery,30,3,0.1875,78,35,17,0.5614035087719298,0.5614035087719298,0.0,True,True,287.04311665844926,0.004524886877828055,False
96,discovery,31,3,0.1875,78,15,29,0.4708333333333333,0.4710526315789474,0.00021929824561406353,True,True,442.8081320359879,0.004524886877828055,False
96,discovery,32,3,0.1875,78,29,7,0.48223684210526313,0.48223684210526313,0.0,True,True,157.3047351130752,0.004524886877828055,False
96,discovery,33,3,0.1875,78,35,4,0.48969298245614035,0.48969298245614035,0.0,True,True,151.80296976057681,0.004524886877828055,False
96,discovery,34,3,0.1875,78,30,22,0.5456140350877193,0.5456140350877193,0.0,True,True,427.1161767728157,0.004524886877828055,False
96,discovery,35,3,0.1875,78,34,7,0.48662280701754385,0.48662280701754385,0.0,True,True,369.8690540688598,0.004524886877828055,False
96,discovery,36,3,0.1875,78,12,16,0.41842105263157897,0.41842105263157897,0.0,True,True,342.58405239991214,0.004524886877828055,False
96,discovery,37,3,0.1875,78,11,31,0.49078947368421055,0.49078947368421055,0.0,True,True,313.4217883503224,0.004524886877828055,False
96,discovery,38,3,0.1875,78,21,9,0.4469298245614035,0.4469298245614035,0.0,True,True,235.40010801243608,0.004524886877828055,False
96,discovery,39,3,0.1875,78,11,11,0.4267543859649123,0.4260964912280702,0.0006578947368420796,True,True,181.2451979078749,0.004524886877828055,False
96,discovery,40,3,0.1875,78,16,16,0.4831140350877193,0.48157894736842105,0.0015350877192982226,True,True,194.37469303932502,0.004524886877828055,False
96,discovery,41,3,0.1875,78,26,23,0.5267543859649123,0.5269736842105263,0.0002192982456139525,True,True,376.20773023095,0.004524886877828055,False
96,discovery,42,3,0.1875,78,18,17,0.47982456140350876,0.4807017543859649,0.0008771929824561431,True,True,249.04073220346723,0.004524886877828055,False
96,discovery,43,3,0.1875,78,16,17,0.5070175438596491,0.5070175438596491,0.0,True,True,253.5698825107605,0.004524886877828055,False
96,discovery,44,3,0.1875,78,18,22,0.4583333333333333,0.4583333333333333,0.0,True,True,555.5122452252334,0.004524886877828055,False
96,discovery,45,3,0.1875,78,17,31,0.4921052631578947,0.4921052631578947,0.0,True,True,476.5235059300435,0.004524886877828055,False
96,discovery,46,3,0.1875,78,26,19,0.5394736842105263,0.5394736842105263,0.0,True,True,329.01841780211663,0.004524886877828055,False
96,discovery,47,3,0.1875,78,11,12,0.4425438596491228,0.44166666666666665,0.0008771929824561431,True,True,164.9336381396293,0.004524886877828055,False
96,discovery,48,3,0.1875,78,19,18,0.5287280701754385,0.5298245614035088,0.0010964912280702066,True,True,218.77598419626594,0.004524886877828055,False
96,discovery,49,3,0.1875,78,22,11,0.4644736842105263,0.4644736842105263,0.0,True,True,172.01201321524434,0.004524886877828055,False
96,discovery,50,3,0.1875,78,35,17,0.5230263157894737,0.5230263157894737,0.0,True,True,563.7782225028398,0.004524886877828055,False
96,discovery,51,3,0.1875,78,17,22,0.4743421052631579,0.4743421052631579,0.0,True,True,486.898390040192,0.004524886877828055,False
96,discovery,52,3,0.1875,78,19,24,0.5274122807017544,0.5274122807017544,0.0,True,True,263.2448440646508,0.004524886877828055,False
96,discovery,53,3,0.1875,78,15,14,0.45263157894736844,0.45263157894736844,0.0,True,True,177.90061056200307,0.004524886877828055,False
96,discovery,54,3,0.1875,78,12,19,0.48004385964912283,0.4804824561403509,0.00043859649122807154,True,True,160.7251550903483,0.004524886877828055,False
96,discovery,55,3,0.1875,78,9,21,0.4493421052631579,0.44846491228070173,0.0008771929824561431,True,True,194.9746732428739,0.004524886877828055,False
96,discovery,56,3,0.1875,78,28,20,0.5282894736842105,0.5282894736842105,0.0,True,True,413.2704763025028,0.004524886877828055,False
96,discovery,57,3,0.1875,78,5,6,0.4168859649122807,0.4151315789473684,0.0017543859649122862,True,True,99.45039546883295,0.004524886877828055,False
96,discovery,58,3,0.1875,78,15,27,0.47785087719298247,0.47785087719298247,0.0,True,True,497.71179582047534,0.004524886877828055,False
96,discovery,59,3,0.1875,78,31,12,0.5342105263157895,0.5342105263157895,0.0,True,True,245.7787490637816,0.004524886877828055,False
128,discovery,0,1,0.046875,122,22,43,0.5253444881889764,0.5253444881889764,0.0,True,True,118.03683707449507,0.004524886877828055,False
128,discovery,1,1,0.046875,122,33,31,0.5216535433070866,0.5216535433070866,0.0,True,True,79.07496403688941,0.15384615384615385,True
128,discovery,2,1,0.046875,122,40,28,0.5065206692913385,0.5065206692913385,0.0,True,True,84.61904750214984,0.07239819004524888,True
128,discovery,3,1,0.046875,122,11,11,0.48326771653543305,0.48302165354330706,0.0002460629921259838,True,True,75.9214685962732,0.19004524886877827,True
128,discovery,4,1,0.046875,122,32,33,0.49606299212598426,0.49606299212598426,0.0,True,True,100.96027214318285,0.02262443438914027,False
128,discovery,5,1,0.046875,122,38,59,0.5671751968503937,0.5672982283464567,0.00012303149606296415,True,True,118.84924276263962,0.004524886877828055,False
128,discovery,6,1,0.046875,122,8,9,0.48683562992125984,0.4867125984251969,0.00012303149606296415,True,True,50.47964899712916,0.8054298642533937,True
128,discovery,7,1,0.046875,122,55,18,0.5279281496062992,0.5279281496062992,0.0,True,True,98.95821390372522,0.027149321266968326,False
128,discovery,8,1,0.046875,122,13,39,0.5068897637795275,0.5068897637795275,0.0,True,True,76.71012520181466,0.17647058823529413,True
128,discovery,9,1,0.046875,122,35,14,0.45410925196850394,0.45410925196850394,0.0,True,True,68.16743789633577,0.3665158371040724,True
128,discovery,10,1,0.046875,122,12,13,0.5050442913385826,0.5052903543307087,0.0002460629921260393,True,True,56.07052114349874,0.6606334841628959,True
128,discovery,11,1,0.046875,122,16,16,0.4816683070866142,0.48154527559055116,0.00012303149606301966,True,True,61.25459271953052,0.5248868778280543,True
128,discovery,12,1,0.046875,122,38,29,0.5140255905511811,0.5140255905511811,0.0,True,True,90.5027814293155,0.049773755656108594,False
