sample_index,epsilon,total_variation,nonincreasing_from_previous
251,0.0001,3.0619232296399734e-06,True
251,1e-05,3.0619312600549155e-07,True
251,1e-06,3.061932055413652e-08,True
252,0.1,0.007352120998992586,True
252,0.01,0.0007660910623529068,True
252,0.001,7.693347981069365e-05,True
252,0.0001,7.69660814979356e-06,True
252,1e-05,7.696934332051924e-07,True
252,1e-06,7.69696695314573e-08,True
253,0.1,0.024156342411159937,True
253,0.01,0.0024740498275262644,True
253,0.001,0.0002480062940208395,True
253,0.0001,2.480666020639247e-05,True
253,1e-05,2.480726346437249e-06,True
253,1e-06,2.480732379032935e-07,True
254,0.1,0.0249299298277076,True
254,0.01,0.0025504374731454135,True
254,0.001,0.0002556329065985647,True
254,0.0001,2.5569197344527857e-05,True
254,1e-05,2.5569788163529684e-06,True
254,1e-06,2.556984723887334e-07,True
255,0.1,0.023150006209917022,True
255,0.01,0.0023650260806918205,True
255,0.001,0.0002370152821080196,True
255,0.0001,2.3706667691795218e-05,True
255,1e-05,2.370718176807517e-06,True
255,1e-06,2.3707233173422995e-07,True
256,0.1,0.025906606563350094,True
256,0.01,0.002652779506976197,True
256,0.001,0.0002659159723669214,True
256,0.0001,2.6597994756790252e-05,True
256,1e-05,2.6598634681827658e-06,True
256,1e-06,2.659869867924278e-07,True
257,0.1,0.06776383281513515,True
257,0.01,0.007368999220377212,True
257,0.001,0.0007434793625622295,True
257,0.0001,7.441445880443036e-05,True
257,1e-05,7.4421118425166704e-06,True
257,1e-06,7.442178446343713e-07,True
258,0.1,0.003429178371284535,True
258,0.01,0.0003445826006106546,True
258,0.001,3.4474689052781707e-05,True
258,0.0001,3.447632966674912e-06,True
258,1e-05,3.44764937021854e-07,True
258,1e-06,3.4476510062051855e-08,True
259,0.1,0.0017019387195728953,True
259,0.01,0.0001705567051343316,True
259,0.001,1.7059252372713548e-05,True
259,0.0001,1.7059610084908093e-06,True
259,1e-05,1.7059645847965503e-07,True
259,1e-06,1.70596494231147e-08,True
260,0.1,0.03307372705827684,True
260,0.01,0.0034216715345014906,True
260,0.001,0.00034335910533023304,True
260,0.0001,3.434788125849377e-05,True
260,1e-05,3.434907884589209e-06,True
260,1e-06,3.4349198607891914e-07,True
261,0.1,0.044956524955332,True
261,0.01,0.004754678156515044,True
261,0.001,0.0004782449560011315,True
261,0.0001,4.78524678722241e-05,True
261,1e-05,4.785526712387868e-06,True
261,1e-06,4.785554708432069e-07,True
262,0.1,0.005465207444626455,True
262,0.01,0.0005503599871240633,True
262,0.001,5.507466714817245e-05,True
262,0.0001,5.507853677203533e-06,True
262,1e-05,5.507892376251499e-07,True
262,1e-06,5.5078962404369023e-08,True
263,0.1,0.02877557389564815,True
263,0.01,0.002967637674577997,True
263,0.001,0.0002976999917657742,True
263,0.0001,2.977939832625732e-05,True
263,1e-05,2.9780338610792992e-06,True
263,1e-06,2.978043262932402e-07,True
264,0.1,0.00585629832756562,True
264,0.01,0.0005934172866541791,True
264,0.001,5.9420574570072954e-05,True
264,0.0001,5.942846899619478e-06,True
264,1e-05,5.942925853504631e-07,True
264,1e-06,5.942933754451178e-08,True
265,0.1,0.017674783012481626,True
265,0.01,0.001799501799482147,True
265,0.001,0.00018027646403920148,True
265,0.0001,1.8030915404610615e-05,True
265,1e-05,1.8031242366717954e-06,True
265,1e-06,1.8031275066237672e-07,True
266,0.1,0.027635545859912954,True
266,0.01,0.0028319279657957152,True
266,0.001,0.0002838952805654433,True
266,0.0001,2.839657217420998e-05,True
266,1e-05,2.839727677878405e-06,True
266,1e-06,2.839734724721266e-07,True
267,0.1,0.003116972126679335,True
267,0.01,0.0003210835106391983,True
267,0.001,3.220592600216405e-05,True
267,0.0001,3.2215722209242453e-06,True
267,1e-05,3.2216702221726154e-07,True
267,1e-06,3.2216800291668787e-08,True
268,0.1,0.034965175345901336,True
268,0.01,0.004218113890727484,True
268,0.001,0.00043079385911171445,True
268,0.0001,4.317142122027323e-05,True
268,1e-05,4.318064741402843e-06,True
268,1e-06,4.318157026770878e-07,True
269,0.1,0.00860445746115341,True
269,0.01,0.0008703835694808921,True
269,0.001,8.713892543781636e-05,True
269,0.0001,8.714899433200487e-06,True
269,1e-05,8.715000133210409e-07,True
269,1e-06,8.715010194907562e-08,True
270,0.1,0.015997235269209605,True
270,0.01,0.0016234919320155384,True
270,0.001,0.00016259096957842704,True
270,0.0001,1.6261518888034576e-05,True
270,1e-05,1.6261761122943488e-06,True
270,1e-06,1.6261785352107149e-07,True
271,0.1,0.0416829275843401,True
271,0.01,0.004341404376876598,True
271,0.001,0.0004359591307445868,True
271,0.0001,4.361419234107336e-05,True
271,1e-05,4.361602119627669e-06,True
271,1e-06,4.361620408131226e-07,True
272,0.1,0.010843699473751564,True
272,0.01,0.0010953981487528222,True
272,0.001,0.00010965131206951353,True
272,0.0001,1.0966247407438655e-05,True
272,1e-05,1.0966359039555664e-06,True
272,1e-06,1.096637019993214e-07,True
273,0.1,0.03562800644990663,True
273,0.01,0.0036796584010368597,True
273,0.001,0.00036917769309773463,True
273,0.0001,3.6929932780768124e-05,True
273,1e-05,3.693114957887568e-06,True
273,1e-06,3.6931271265117453e-07,True
274,0.1,0.01246168254643131,True
274,0.01,0.001272214880709124,True
274,0.001,0.00012748766331571368,True
274,0.0001,1.2751433920099212e-05,True
274,1e-05,1.2751700737115605e-06,True
274,1e-06,1.2751727414777462e-07,True
275,0.1,0.011453515840631763,True
275,0.01,0.0012092567773892842,True
275,0.001,0.0001216084114793133,True
275,0.0001,1.216771524222194e-05,True
275,1e-05,1.216840312202321e-06,True
275,1e-06,1.2168471913751933e-07,True
276,0.1,0.008137068839339331,True
276,0.01,0.0008586309900672023,True
276,0.001,8.634799106802366e-05,True
276,0.0001,8.639686698232867e-06,True
276,1e-05,8.640175847866007e-07,True
276,1e-06,8.640224776337108e-08,True
277,0.1,0.020833263369674625,True
277,0.01,0.002123135726666711,True
277,0.001,0.0002127200403441304,True
277,0.0001,2.12760772607426e-05,True
277,1e-05,2.127648466983834e-06,True
277,1e-06,2.1276525418478866e-07,True
278,0.1,0.001811554920055908,True
278,0.01,0.00018253735112067022,True
278,0.001,1.8267829718791143e-05,True
278,0.0001,1.8269242029557847e-06,True
278,1e-05,1.8269383298879625e-07,True
278,1e-06,1.8269397403566575e-08,True
279,0.1,0.005471916647114937,True
279,0.01,0.0005527464159646841,True
279,0.001,5.5330616799323314e-05,True
279,0.0001,5.53362185928068e-06,True
279,1e-05,5.533677882196297e-07,True
279,1e-06,5.5336834833450464e-08,True
280,0.1,0.004071618378842798,True
280,0.01,0.0004163599584640828,True
280,0.001,4.173034841470702e-05,True
280,0.0001,4.173980812847922e-06,True
280,1e-05,4.174075434501411e-07,True
280,1e-06,4.1740848910725366e-08,True
281,0.1,0.008066425734307398,True
281,0.01,0.0008177932327249899,True
281,0.001,8.189242731797261e-05,True
281,0.0001,8.19037539291752e-06,True
281,1e-05,8.190488675216408e-07,True
281,1e-06,8.19049998923577e-08,True
282,0.1,0.0019401885915029992,True
282,0.01,0.0001943808336933052,True
282,0.001,1.9441616239510693e-05,True
282,0.0001,1.9441968638946948e-06,True
282,1e-05,1.9442003860203359e-07,True
282,1e-06,1.944200744161033e-08,True
283,0.1,0.04284133430047297,True
283,0.01,0.004512803284156519,True
283,0.001,0.00045372211443254215,True
283,0.0001,4.5396795432868915e-05,True
283,1e-05,4.539925550487714e-06,True
283,1e-06,4.5399501533146187e-07,True
284,0.1,0.018255570877816443,True
284,0.01,0.001972725144743434,True
284,0.001,0.000198884240136315,True
284,0.0001,1.9904694454424414e-05,True
284,1e-05,1.990632304503047e-06,True
284,1e-06,1.9906485922680412e-07,True
285,0.1,0.023544142204772286,True
285,0.01,0.00241245163032228,True
285,0.001,0.00024184090773050264,True
285,0.0001,2.4190063995943938e-05,True
285,1e-05,2.419066147671932e-06,True
285,1e-06,2.419072122784343e-07,True
286,0.1,0.007824705470177992,True
286,0.01,0.0007886716914579088,True
286,0.001,7.892969976648032e-05,True
286,0.0001,7.893595806281728e-06,True
286,1e-05,7.893658393566842e-07,True
286,1e-06,7.893664642617245e-08,True
287,0.1,0.00522139259054622,True
287,0.01,0.0005299940941746022,True
287,0.001,5.3078770855195453e-05,True
287,0.0001,5.3086715148301265e-06,True
287,1e-05,5.3087509654124e-07,True
287,1e-06,5.308758910003804e-08,True
288,0.1,0.027933479879727927,True
288,0.01,0.002866124117956756,True
288,0.001,0.0002873608694770063,True
288,0.0001,2.874359281248769e-05,True
288,1e-05,2.8744343611685862e-06,True
288,1e-06,2.874441870118866e-07,True
289,0.1,0.08787889656280846,True
289,0.01,0.009984731067169426,True
289,0.001,0.0010124836771283783,True
289,0.0001,0.00010139087361610166,True
289,1e-05,1.0140514862909125e-05,True
289,1e-06,1.0140657637480668e-06,True
290,0.1,0.01547753777199904,True
290,0.01,0.001569006251794121,True
290,0.001,0.00015711642477265385,True
290,0.0001,1.5713803800386098e-05,True
290,1e-05,1.5714019966194197e-06,True
290,1e-06,1.571404158998008e-07,True
291,0.1,0.009138843519810234,True
291,0.01,0.000929384141022172,True
291,0.001,9.309595240387515e-05,True
291,0.0001,9.311173205462898e-06,True
291,1e-05,9.311331027242494e-07,True
291,1e-06,9.311346809244303e-08,True
292,0.1,0.007061853843773657,True
292,0.01,0.0007131781273385677,True
292,0.001,7.138847325185103e-05,True
292,0.0001,7.139554671193559e-06,True
292,1e-05,7.13962541466808e-07,True
292,1e-06,7.139632495030823e-08,True
293,0.1,0.0036166404486696036,True
293,0.01,0.00036429372461403904,True
293,0.001,3.645578393660833e-05,True
293,0.0001,3.64584262223554e-06,True
293,1e-05,3.645869047513414e-07,True
293,1e-06,3.645871697932937e-08,True
294,0.1,0.008885705805965623,True
294,0.01,0.0009060904527072242,True
294,0.001,9.078751430750298e-05,True
294,0.0001,9.080539452660582e-06,True
294,1e-05,9.080718287533693e-07,True
294,1e-06,9.080736171735747e-08,True
295,0.1,0.03804651679797719,True
295,0.01,0.003984173615458853,True
295,0.001,0.00040031981047656683,True
295,0.0001,4.005111947449948e-05,True
295,1e-05,4.005303446410184e-06,True
295,1e-06,4.005322598197879e-07,True
296,0.1,0.006109855076713836,True
296,0.01,0.0006163533324327568,True
296,0.001,6.168949667413709e-05,True
296,0.0001,6.169491791291789e-06,True
296,1e-05,6.169546008600755e-07,True
296,1e-06,6.16955142913647e-08,True
297,0.1,0.024296026463702335,True
297,0.01,0.002757556999626924,True
297,0.001,0.0002795464803570817,True
297,0.0001,2.7993148356728853e-05,True
297,1e-05,2.79970044082718e-06,True
297,1e-06,2.7997390075736185e-07,True
298,0.1,0.007998643884940076,True
298,0.01,0.0008162259292476229,True
298,0.001,8.178925437198745e-05,True
298,0.0001,8.180595152857335e-06,True
298,1e-05,8.180762155334045e-07,True
298,1e-06,8.180778857620643e-08,True
299,0.1,0.006639641320276873,True
299,0.01,0.000670599681754988,True
299,0.001,6.712700287045155e-05,True
299,0.0001,6.713371320176612e-06,True
299,1e-05,6.713438430217769e-07,True
299,1e-06,6.713445134176566e-08,True
300,0.1,0.014272002640432494,True
300,0.01,0.0014456259828584533,True
300,0.001,0.000144749463562964,True
300,0.0001,1.4476817654701218e-05,True
300,1e-05,1.4477004811822297e-06,True
300,1e-06,1.4477023533600166e-07,True
301,0.1,0.004000694376730845,True
301,0.01,0.0004096053640419269,True
301,0.001,4.105967407894892e-05,True
301,0.0001,4.1069627411249095e-06,True
301,1e-05,4.1070623141926637e-07,True
301,1e-06,4.107072271462214e-08,True
302,0.1,0.008577366961124653,True
302,0.01,0.0008983281422997798,True
302,0.001,9.026029675486788e-05,True
302,0.0001,9.030327231971056e-06,True
302,1e-05,9.030757216550324e-07,True
302,1e-06,9.030800213187957e-08,True
303,0.1,0.019134917365868004,True
303,0.01,0.0019470458209638296,True
303,0.001,0.00019504684265136312,True
303,0.0001,1.9508113731156942e-05,True
303,1e-05,1.950845674685637e-06,True
303,1e-06,1.9508491054599928e-07,True
304,0.1,0.008198700940660095,True
304,0.01,0.0008298382712958338,True
304,0.001,8.308482980750267e-05,True
304,0.0001,8.309494346191767e-06,True
304,1e-05,8.30959549524769e-07,True
304,1e-06,8.309605604101861e-08,True
305,0.1,0.02502379184616836,True
305,0.01,0.002563862711996271,True
305,0.001,0.00025701931769686094,True
305,0.0001,2.5708281021732487e-05,True
305,1e-05,2.5708916135465736e-06,True
305,1e-06,2.5708979650368325e-07,True
306,0.1,0.0033657394127802618,True
306,0.01,0.0003393835820263572,True
306,0.001,3.3966619413198304e-05,True
306,0.0001,3.3969447183599325e-06,True
306,1e-05,3.396972997339346e-07,True
306,1e-06,3.396975822304132e-08,True
307,0.1,0.015042741445301773,True
307,0.01,0.001525538159932674,True
307,0.001,0.00015277003266604732,True
307,0.0001,1.5279169073940938e-05,True
307,1e-05,1.5279385691533543e-06,True
307,1e-06,1.5279407357228104e-07,True
308,0.1,0.003026155088866984,True
308,0.01,0.00030837419509623836,True
308,0.001,3.089649901602204e-05,True
308,0.0001,3.0902422350935316e-06,True
308,1e-05,3.090301483980969e-07,True
308,1e-06,3.090307403282439e-08,True
309,0.1,0.021987514478771265,True
309,0.01,0.0022428500590202407,True
309,0.001,0.00022473577736623177,True
309,0.0001,2.2478095458748196e-05,True
309,1e-05,2.2478547331082586e-06,True
309,1e-06,2.2478592511968965e-07,True
310,0.1,0.011058720801260554,True
310,0.01,0.001129157131155654,True
310,0.001,0.00011315319510478146,True
310,0.0001,1.1317699053421617e-05,True
310,1e-05,1.1317937054592027e-06,True
310,1e-06,1.1317960856084761e-07,True
311,0.1,0.009605901829984935,True
311,0.01,0.0009763023067437325,True
311,0.001,9.77900736011266e-05,True
311,0.0001,9.780608558792078e-06,True
311,1e-05,9.780768706722665e-07,True
311,1e-06,9.78078471742347e-08,True
312,0.1,0.006151593879465898,True
312,0.01,0.0006213692217131924,True
312,0.001,6.21996527900495e-05,True
312,0.0001,6.2205932238697985e-06,True
312,1e-05,6.220656024119626e-07,True
312,1e-06,6.220662308486328e-08,True
313,0.1,0.010107868392214087,True
313,0.01,0.001020853476046872,True
313,0.001,0.00010218709590472443,True
313,0.0001,1.0219728167017905e-05,True
313,1e-05,1.0219830035494808e-06,True
313,1e-06,1.0219840230619222e-07,True
314,0.1,0.025150839222901535,True
314,0.01,0.002574216874856202,True
314,0.001,0.0002580281800576799,True
314,0.0001,2.580889848509613e-05,True
314,1e-05,2.580950668868225e-06,True
314,1e-06,2.580956751234199e-07,True
315,0.1,0.03185867751304427,True
315,0.01,0.003279260827481717,True
315,0.001,0.00032889031025726994,True
315,0.0001,3.289870460315341e-05,True
315,1e-05,3.2899672274649394e-06,True
315,1e-06,3.289976904940146e-07,True
316,0.1,0.01924613522469089,True
316,0.01,0.002168300817049894,True
316,0.001,0.00021965593483254777,True
316,0.0001,2.1994306868353397e-05,True
316,1e-05,2.19971828324699e-06,True
316,1e-06,2.1997470473121177e-07,True
317,0.1,0.009346853636936731,True
317,0.01,0.0009494534002588627,True
317,0.001,9.509531131823422e-05,True
317,0.0001,9.51103316522239e-06,True
317,1e-05,9.511183390735122e-07,True
317,1e-06,9.511198411208332e-08,True
318,0.1,0.02931668947017016,True
318,0.01,0.0030125891968974996,True
318,0.001,0.00030209240862226505,True
318,0.0001,3.0217600771403734e-05,True
318,1e-05,3.0218437013944773e-06,True
318,1e-06,3.021852063580339e-07,True
319,0.1,0.007287894043079092,True
319,0.01,0.0007631211441011675,True
319,0.001,7.668193396936142e-05,True
319,0.0001,7.671920466739182e-06,True
319,1e-05,7.672293465025334e-07,True
319,1e-06,7.67233076635688e-08,True
320,0.1,0.13879665029949143,True
320,0.01,0.017292229380127866,True
320,0.001,0.0017738250324131491,True
320,0.0001,0.00017784228519975186,True
320,1e-05,1.7788840532162982e-05,True
320,1e-06,1.7789301876115599e-06,True
321,0.1,0.017897949215524914,True
321,0.01,0.0018197767175744568,True
321,0.001,0.00018228338755575652,True
321,0.0001,1.8231401934470494e-05,True
321,1e-05,1.8231708313078075e-06,True
321,1e-06,1.8231738945658497e-07,True
322,0.1,0.004326478221307808,True
322,0.01,0.0004366789457254446,True
322,0.001,4.370851539872227e-05,True
322,0.0001,4.371258059107702e-06,True
322,1e-05,4.3712987147091676e-07,True
322,1e-06,4.371302782809582e-08,True
323,0.1,0.017913363117650797,True
323,0.01,0.0018211457126808043,True
323,0.001,0.00018241848767316796,True
323,0.0001,1.8244893874601423e-05,True
323,1e-05,1.8245198445378622e-06,True
323,1e-06,1.8245228908844447e-07,True
324,0.1,0.008399565416641427,True
324,0.01,0.0008524100654492249,True
324,0.001,8.536735736055338e-05,True
324,0.0001,8.538001086354638e-06,True
324,1e-05,8.538127640425499e-07,True
324,1e-06,8.538140294190289e-08,True
325,0.1,0.025441981359428004,True
325,0.01,0.0026134077257014563,True
325,0.001,0.0002620562937857637,True
325,0.0001,2.6212808858277773e-05,True
325,1e-05,2.621352704893146e-06,True
325,1e-06,2.621359887153294e-07,True
326,0.1,0.016185457546653757,True
326,0.01,0.0016431107098671082,True
326,0.001,0.00016456113529827876,True
326,0.0001,1.6458618672315696e-05,True
326,1e-05,1.6458869231209195e-06,True
326,1e-06,1.6458894289222297e-07,True
327,0.1,0.003682850484849235,True
327,0.01,0.0003712189166773242,True
327,0.001,3.715124441165494e-05,True
327,0.0001,3.7154179767452323e-06,True
327,1e-05,3.71544733094266e-07,True
327,1e-06,3.715450260389079e-08,True
328,0.1,0.014049551379003749,True
328,0.01,0.0014227838088235437,True
328,0.001,0.00014245921340223918,True
328,0.0001,1.4247732248949763e-05,True
328,1e-05,1.4247913366451166e-06,True
328,1e-06,1.4247931480528067e-07,True
329,0.1,0.006180686127768612,True
329,0.01,0.000631903465139264,True
329,0.001,6.333122152757289e-05,True
329,0.0001,6.334533467448417e-06,True
329,1e-05,6.334674623993221e-07,True
329,1e-06,6.334688747969663e-08,True
330,0.1,0.0318915496335352,True
330,0.01,0.0032834273516617433,True
330,0.001,0.0003293161384493004,True
330,0.0001,3.294137956581646e-05,True
330,1e-05,3.294235645589177e-06,True
330,1e-06,3.2942454153460585e-07,True
331,0.1,0.0035100780411932778,True
331,0.01,0.0003535057404352427,True
331,0.001,3.5375679271525685e-05,True
331,0.0001,3.5378191051139246e-06,True
331,1e-05,3.537844224232695e-07,True
331,1e-06,3.537846746435332e-08,True
332,0.1,0.006105866026249838,True
332,0.01,0.0006167054427741524,True
332,0.001,6.173234351730569e-05,True
332,0.0001,6.173852961172027e-06,True
332,1e-05,6.173914828669443e-07,True
332,1e-06,6.173921021590292e-08,True
333,0.1,0.0056421929445085155,True
333,0.01,0.0005700019221678136,True
333,0.001,5.705862192421011e-05,True
333,0.0001,5.706447099252709e-06,True
333,1e-05,5.706505595915538e-07,True
333,1e-06,5.70651144705607e-08,True
334,0.1,0.0025592416448312286,True
334,0.01,0.00025689192876842705,True
334,0.001,2.5698731721611203e-05,True
334,0.0001,2.569968417175281e-06,True
334,1e-05,2.569977940817117e-07,True
334,1e-06,2.5699788816087022e-08,True
335,0.1,0.03811859844488757,True
335,0.01,0.003990792039813061,True
335,0.001,0.00040097516737353455,True
335,0.0001,4.01165896912356e-05,True
335,1e-05,4.011849812694878e-06,True
335,1e-06,4.011868898023239e-07,True
336,0.1,0.006421055808357676,True
336,0.01,0.0006498058934846646,True
336,0.001,6.505853507511373e-05,True
336,0.0001,6.506633919134802e-06,True
336,1e-05,6.506711970033171e-07,True
336,1e-06,6.506719782821783e-08,True
337,0.1,0.017271806653396338,True
337,0.01,0.001754563096536972,True
337,0.001,0.00017573514736498604,True
337,0.0001,1.7576308223748325e-05,True
337,1e-05,1.7576587623374285e-06,True
337,1e-06,1.7576615556945212e-07,True
338,0.1,0.021427995280002422,True
338,0.01,0.002189061956516793,True
338,0.001,0.00021938110591407356,True
338,0.0001,2.1942872330172538e-05,True
338,1e-05,2.19433486303095e-06,True
338,1e-06,2.1943396257290648e-07,True
339,0.1,0.03516157715671115,True
339,0.01,0.003648460617181412,True
339,0.001,0.0003662302928446338,True
339,0.0001,3.6636935772326346e-05,True
339,1e-05,3.663832706595413e-06,True
339,1e-06,3.6638466201513965e-07,True
340,0.1,0.004821746334622945,True
340,0.01,0.00048720519321465494,True
340,0.001,4.877118506349278e-05,True
340,0.0001,4.877625522744214e-06,True
340,1e-05,4.877676227633631e-07,True
340,1e-06,4.877681293319722e-08,True
341,0.1,0.00966223404502558,True
341,0.01,0.0009820878569647812,True
341,0.001,9.837018960445586e-05,True
341,0.0001,9.838635807567404e-06,True
341,1e-05,9.83879752163102e-07,True
341,1e-06,9.83881369694969e-08,True
342,0.1,0.0023500200845703,True
342,0.01,0.00023526879917765224,True
342,0.001,2.352926365525147e-05,True
342,0.0001,2.352949911329367e-06,True
342,1e-05,2.3529522624691523e-07,True
342,1e-06,2.3529525021702953e-08,True
343,0.1,0.020371076358494156,True
343,0.01,0.0022749507072974237,True
343,0.001,0.00023020681528516598,True
343,0.0001,2.304818083743904e-05,True
343,1e-05,2.305093464276838e-06,True
343,1e-06,2.3051210064325184e-07,True
344,0.1,0.030537970964056835,True
344,0.01,0.003150117686374288,True
344,0.001,0.000316011921421052,True
344,0.0001,3.1611232106812366e-05,True
344,1e-05,3.1612236488503776e-06,True
344,1e-06,3.161233692795971e-07,True
345,0.1,0.012194182154481283,True
345,0.01,0.0012330477484439922,True
345,0.001,0.00012344272981287151,True
345,0.0001,1.234565421094168e-05,True
345,1e-05,1.2345792351133707e-06,True
345,1e-06,1.2345806166582994e-07,True
346,0.1,0.008365354098375426,True
346,0.01,0.0008494828975244481,True
346,0.001,8.507968921997984e-05,True
346,0.0001,8.50928487022562e-06,True
346,1e-05,8.509416485805414e-07,True
346,1e-06,8.50942965142416e-08,True
347,0.1,0.05025441758830162,True
347,0.01,0.0052898846487220656,True
347,0.001,0.0005318024227292835,True
347,0.0001,5.320856282723586e-05,True
347,1e-05,5.321139670476076e-06,True
347,1e-06,5.321168011619752e-07,True
348,0.1,0.009314613649385114,True
348,0.01,0.0009417866075989888,True
348,0.001,9.428316359597004e-05,True
348,0.0001,9.429362653683238e-06,True
348,1e-05,9.42946729677265e-07,True
348,1e-06,9.429477768646078e-08,True
349,0.1,0.023554437986160293,True
349,0.01,0.0024131647764866464,True
349,0.001,0.00024190903074950543,True
349,0.0001,2.4196844357363755e-05,True
349,1e-05,2.419743864348031e-06,True
349,1e-06,2.4197498075571353e-07,True
350,0.1,0.0025887965583950598,True
350,0.01,0.00025967173424670375,True
350,0.001,2.59748869020746e-05,True
350,0.0001,2.597565611280356e-06,True
350,1e-05,2.59757330163956e-07,True
350,1e-06,2.597574070914645e-08,True
351,0.1,0.005759338004418836,True
351,0.01,0.0005812586263519964,True
351,0.001,5.8179620398674016e-05,True
351,0.0001,5.818500132025396e-06,True
351,1e-05,5.818553946881723e-07,True
351,1e-06,5.818559334270262e-08,True
352,0.1,0.005598283852928701,True
352,0.01,0.0005645093790678617,True
352,0.001,5.649817012363973e-05,True
352,0.0001,5.650289760707744e-06,True
352,1e-05,5.650337039729444e-07,True
352,1e-06,5.650341766425017e-08,True
353,0.1,0.004381337707410856,True
353,0.01,0.00044522159796263035,True
353,0.001,4.459427378624206e-05,True
353,0.0001,4.460149786447958e-06,True
353,1e-05,4.460222039708983e-07,True
353,1e-06,4.460229272593349e-08,True
354,0.1,0.007631114416764761,True
354,0.01,0.0007760711127109954,True
354,0.001,7.773796370039289e-05,True
354,0.0001,7.775106124628544e-06,True
354,1e-05,7.775237112741343e-07,True
354,1e-06,7.775250210770211e-08,True
355,0.1,0.0032023105157663583,True
355,0.01,0.0003225521452979496,True
355,0.001,3.227857517813569e-05,True
355,0.0001,3.228091274841906e-06,True
355,1e-05,3.2281146514493283e-07,True
355,1e-06,3.2281169860948455e-08,True
356,0.1,0.015845965066845026,True
356,0.01,0.0016069610984627526,True
356,0.001,0.00016092324712857286,True
356,0.0001,1.609459963281441e-05,True
356,1e-05,1.609482715984255e-06,True
356,1e-06,1.609484990833297e-07,True
357,0.1,0.023105277296487977,True
357,0.01,0.002362838694459404,True
357,0.001,0.00023682128610010944,True
357,0.0001,2.3687517501755992e-05,True
357,1e-05,2.3688056538323566e-06,True
357,1e-06,2.3688110445428497e-07,True
358,0.1,0.01687982803028648,True
358,0.01,0.0017140029387792488,True
358,0.001,0.00017166489183434718,True
358,0.0001,1.7169139633138715e-05,True
358,1e-05,1.71694047233736e-06,True
358,1e-06,1.716943123676664e-07,True
359,0.1,0.0040353383488158975,True
359,0.01,0.0004052028293544009,True
359,0.001,4.053599315640449e-05,True
359,0.0001,4.053755391642884e-06,True
359,1e-05,4.053770988996355e-07,True
359,1e-06,4.053772557379763e-08,True
360,0.1,0.11103600192976901,True
360,0.01,0.013080100348647646,True
360,0.001,0.0013322247767448042,True
360,0.0001,0.00013347010547680276,True
360,1e-05,1.3349492433216232e-05,True
360,1e-06,1.3349740678557264e-06,True
361,0.1,0.0069719032966022105,True
361,0.01,0.0007032791125126134,True
361,0.001,7.038936929488953e-05,True
361,0.0001,7.039552085478918e-06,True
361,1e-05,7.039613606143934e-07,True
361,1e-06,7.039619750012665e-08,True
362,0.1,0.0037913106290124884,True
362,0.01,0.00038168383768188193,True
362,0.001,3.8194088733852765e-05,True
362,0.0001,3.819666101397334e-06,True
362,1e-05,3.819691825859811e-07,True
362,1e-06,3.8196943843230126e-08,True
363,0.1,0.24402199733739766,True
363,0.01,0.03872180974329935,True
363,0.001,0.0041176760497535,True
363,0.0001,0.00041439877122250205,True
363,1e-05,4.146637773149903e-05,True
363,1e-06,4.146902969524406e-06,True
364,0.1,0.004021619503701985,True
364,0.01,0.00041084861400678813,True
364,0.001,4.1174380902306985e-05,True
364,0.0001,4.118336023787554e-06,True
364,1e-05,4.118425844676547e-07,True
364,1e-06,4.118434826180957e-08,True
365,0.1,0.0020278909653296652,True
365,0.01,0.00020335011788521546,True
365,0.001,2.03405683543492e-05,True
365,0.0001,2.0341123460593874e-06,True
365,1e-05,2.0341178954330395e-07,True
365,1e-06,2.0341184557982407e-08,True
366,0.1,0.17720438382801101,True
366,0.01,0.02403597949210253,True
366,0.001,0.002494286923944408,True
366,0.0001,0.00025037528597968053,True
366,1e-05,2.5047035992627206e-05,True
366,1e-06,2.504798714711724e-06,True
367,0.1,0.011737174422890044,True
367,0.01,0.001262714979329669,True
367,0.001,0.0001272475476737532,True
367,0.0001,1.2734610081226063e-05,True
367,1e-05,1.273559657081911e-06,True
367,1e-06,1.2735695230007561e-07,True
368,0.1,0.030321172617799742,True
368,0.01,0.003123981599826372,True
368,0.001,0.00031335097249148925,True
368,0.0001,3.134466090293671e-05,True
368,1e-05,3.134561762616116e-06,True
368,1e-06,3.1345713306802197e-07,True
369,0.1,0.009197314150965367,True
369,0.01,0.000930351012869439,True
369,0.001,9.314261589928426e-05,True
369,0.0001,9.315338071193349e-06,True
369,1e-05,9.315445732656509e-07,True
369,1e-06,9.315456499182703e-08,True
370,0.1,0.01559760690978779,True
370,0.01,0.0015819164253682153,True
370,0.001,0.00015841672773665027,True
370,0.0001,1.5843927211501782e-05,True
370,1e-05,1.584415269088416e-06,True
370,1e-06,1.5844175230750542e-07,True
371,0.1,0.007708651034681298,True
371,0.01,0.0007786098415190528,True
371,0.001,7.793925450418507e-05,True
371,0.0001,7.794708985555584e-06,True
371,1e-05,7.794787347413688e-07,True
371,1e-06,7.794795174135848e-08,True
372,0.1,0.009854413882738548,True
372,0.01,0.0009943809854295602,True
372,0.001,9.952837693693666e-05,True
372,0.0001,9.953741368757221e-06,True
372,1e-05,9.95383174448415e-07,True
372,1e-06,9.953840775990711e-08,True
373,0.1,0.005709650440849548,True
373,0.01,0.0005782483672450143,True
373,0.001,5.789851910733457e-05,True
