sample_index,epsilon,total_variation,nonincreasing_from_previous
40,1e-06,6.699943706581556e-08,True
41,0.1,0.0188294076823325,True
41,0.01,0.0019164565523339854,True
41,0.001,0.00019198729285919356,True
41,0.0001,1.9202152267638477e-05,True
41,1e-05,1.9202494631802734e-06,True
41,1e-06,1.920252886822106e-07,True
42,0.1,0.007988924248435,True
42,0.01,0.0008088145851070018,True
42,0.001,8.098201866848644e-05,True
42,0.0001,8.099208825331455e-06,True
42,1e-05,8.099309534412436e-07,True
42,1e-06,8.09931960139619e-08,True
43,0.1,0.0263475442464221,True
43,0.01,0.0026992338735089983,True
43,0.001,0.0002705853206207903,True
43,0.0001,2.7065168989977555e-05,True
43,1e-05,2.7065832860622186e-06,True
43,1e-06,2.7065899241856304e-07,True
44,0.1,0.0022549927081330664,True
44,0.01,0.00022562081125555004,True
44,0.001,2.256296385404098e-05,True
44,0.0001,2.256304871290209e-06,True
44,1e-05,2.2563057154072058e-07,True
44,1e-06,2.2563057929677174e-08,True
45,0.1,0.013759820554312555,True
45,0.01,0.001395217913628938,True
45,0.001,0.00013971701358300517,True
45,0.0001,1.3973656486451538e-05,True
45,1e-05,1.3973852028424808e-06,True
45,1e-06,1.3973871571378869e-07,True
46,0.1,0.25813817930134375,True
46,0.01,0.042305598046998766,True
46,0.001,0.0045225085214359445,True
46,0.0001,0.00045539629414582944,True
46,1e-05,4.557132738599841e-05,True
46,1e-06,4.557449963801334e-06,True
47,0.1,0.00633129219662624,True
47,0.01,0.000642423225510999,True
47,0.001,6.433637686449897e-05,True
47,0.0001,6.4345793519794135e-06,True
47,1e-05,6.434673530063719e-07,True
47,1e-06,6.434682947603571e-08,True
48,0.1,0.025104727057774286,True
48,0.01,0.0025712103005096918,True
48,0.001,0.0002577442993778225,True
48,0.0001,2.5780678940287794e-05,True
48,1e-05,2.5781304003314915e-06,True
48,1e-06,2.5781366504582296e-07,True
49,0.1,0.008861764557530525,True
49,0.01,0.0009304652019769738,True
49,0.001,9.351697094216855e-05,True
49,0.0001,9.356430940777649e-06,True
49,1e-05,9.356904620541351e-07,True
49,1e-06,9.356951991923294e-08,True
50,0.1,0.010520877333412178,True
50,0.01,0.001068936187041957,True
50,0.001,0.00010706493213849872,True
50,0.0001,1.07082092250452e-05,True
50,1e-05,1.0708380855081346e-06,True
50,1e-06,1.0708398026204975e-07,True
51,0.1,0.004689054369476744,True
51,0.01,0.0004868702417626965,True
51,0.001,4.888474343789443e-05,True
51,0.0001,4.8909654279526684e-06,True
51,1e-05,4.891214646198878e-07,True
51,1e-06,4.891239563386162e-08,True
52,0.1,0.025376953349926987,True
52,0.01,0.0026008931903974456,True
52,0.001,0.0002607404654625215,True
52,0.0001,2.608057780115817e-05,True
52,1e-05,2.608123112459413e-06,True
52,1e-06,2.6081296450569764e-07,True
53,0.1,0.030908921795702045,True
53,0.01,0.003194570924782,True
53,0.001,0.00032053755316573086,True
53,0.0001,3.206460556075419e-05,True
53,1e-05,3.206569104427404e-06,True
53,1e-06,3.2065799598306754e-07,True
54,0.1,0.007323623761965667,True
54,0.01,0.0007399387772867366,True
54,0.001,7.407050356721598e-05,True
54,0.0001,7.407817486994321e-06,True
54,1e-05,7.407894208058881e-07,True
54,1e-06,7.40790187210247e-08,True
55,0.1,0.0047339684387216665,True
55,0.01,0.0004771362877479183,True
55,0.001,4.775133355357446e-05,True
55,0.0001,4.775510715953485e-06,True
55,1e-05,4.775548455036391e-07,True
55,1e-06,4.775552224521295e-08,True
56,0.1,0.04399203606397277,True
56,0.01,0.004578085963999019,True
56,0.001,0.0004596797260515674,True
56,0.0001,4.5986770151085446e-05,True
56,1e-05,4.5988650771697975e-06,True
