sample_index,old_count,observed_new_probability,asymptotic_new_probability,asymptotic_probability_error,old_pair_log_odds,expanded_pair_log_odds,pair_odds_collapsed_toward_one,absolute_expanded_pair_log_odds
3078,5,0.013483418194656817,0.013483418194656805,1.214306433183765e-17,-1.0604272645831305,-3.0527335015072134e-08,True,3.0527335015072134e-08
3079,12,0.0019505656530105413,0.0019505656530105387,2.6020852139652106e-18,1.4990892151725002,5.670670727631018e-08,True,5.670670727631018e-08
3080,11,0.002433395264842946,0.002433395264842939,6.938893903907228e-18,0.296393688612955,1.4356982166641699e-08,True,1.4356982166641699e-08
3081,4,0.020108596134468117,0.020108596134468113,3.469446951953614e-18,-0.4450613404514782,-1.4346123614271846e-08,True,1.4346123614271846e-08
3082,13,0.0015814179451694175,0.0015814179451694148,2.6020852139652106e-18,1.883530825719993,6.65670876247306e-08,True,6.65670876247306e-08
3083,10,0.0030758588429540116,0.003075858842954005,6.5052130349130266e-18,-0.43683969908123277,-1.5393130444421144e-08,True,1.5393130444421144e-08
3084,8,0.005161146325458141,0.005161146325458139,1.734723475976807e-18,-0.5499869579354706,-9.303213021037485e-09,True,9.303213021037485e-09
3085,9,0.003948127541290039,0.0039481275412900346,4.336808689942018e-18,-2.6691119704626987,-8.2795195241167e-08,True,8.2795195241167e-08
3086,10,0.0030758588429540094,0.003075858842954005,4.336808689942018e-18,-2.2595246923257157,-7.328303255184562e-08,True,7.328303255184562e-08
3087,13,0.0015814179451694166,0.0015814179451694148,1.734723475976807e-18,3.3398843349234513,1.112755889915186e-07,True,1.112755889915186e-07
3088,4,0.020108596134468113,0.020108596134468113,0.0,-1.3821445754444661,-4.5429952832397795e-08,True,4.5429952832397795e-08
3089,8,0.005161146325458147,0.005161146325458139,7.806255641895632e-18,1.8594163285962648,6.582661954249221e-08,True,6.582661954249221e-08
3090,3,0.0320459636914101,0.0320459636914101,0.0,1.2202553434066494,8.732105000919484e-09,True,8.732105000919484e-09
3091,4,0.020108596134468117,0.020108596134468113,3.469446951953614e-18,2.2481660358859585,4.670066801913547e-08,True,4.670066801913547e-08
3092,4,0.020108596134468113,0.020108596134468113,0.0,-1.565648284252248,-3.6105266650970764e-08,True,3.6105266650970764e-08
3093,12,0.001950565653010543,0.0019505656530105387,4.336808689942018e-18,1.8509543828237767,7.44355023226847e-08,True,7.44355023226847e-08
3094,8,0.005161146325458153,0.005161146325458139,1.3877787807814457e-17,-0.0717926148916884,-3.4352822867620112e-09,True,3.4352822867620112e-09
3095,10,0.003075858842954007,0.003075858842954005,1.734723475976807e-18,0.9723212186055297,1.6423023028767474e-08,True,1.6423023028767474e-08
3096,5,0.013483418194656807,0.013483418194656805,1.734723475976807e-18,1.2177045444459085,2.643051387240093e-08,True,2.643051387240093e-08
3097,7,0.006897835113497361,0.006897835113497354,7.806255641895632e-18,3.247607672927781,9.248671400698329e-08,True,9.248671400698329e-08
3098,12,0.0019505656530105417,0.0019505656530105387,3.0357660829594124e-18,1.415478581240282,5.6805306843664836e-08,True,5.6805306843664836e-08
3099,11,0.0024333952648429424,0.002433395264842939,3.469446951953614e-18,-0.9637120753229236,-3.43840403176849e-08,True,3.43840403176849e-08
3100,6,0.009475758845705584,0.00947575884570558,5.204170427930421e-18,-1.875125136516575,-6.619253053811182e-08,True,6.619253053811182e-08
3101,7,0.006897835113497359,0.006897835113497354,5.204170427930421e-18,2.4332959440858395,7.467622507978413e-08,True,7.467622507978413e-08
3102,10,0.0030758588429540086,0.003075858842954005,3.469446951953614e-18,0.9448345115614885,2.4777384281544147e-08,True,2.4777384281544147e-08
3103,4,0.020108596134468113,0.020108596134468113,0.0,1.3598241525912749,1.702071002976775e-08,True,1.702071002976775e-08
3104,8,0.005161146325458145,0.005161146325458139,6.071532165918825e-18,0.7611052476860177,2.4209319144983272e-08,True,2.4209319144983272e-08
3105,6,0.009475758845705584,0.00947575884570558,5.204170427930421e-18,-2.490259631868057,-4.213217208386736e-08,True,4.213217208386736e-08
3106,5,0.0134834181946568,0.013483418194656805,5.204170427930421e-18,-0.8779820671478479,-1.0592371924611089e-08,True,1.0592371924611089e-08
3107,3,0.0320459636914101,0.0320459636914101,0.0,0.4478033495602014,9.584465397592993e-09,True,9.584465397592993e-09
3108,9,0.003948127541290042,0.0039481275412900346,7.806255641895632e-18,1.85240139762294,8.126815889751992e-08,True,8.126815889751992e-08
3109,10,0.0030758588429540077,0.003075858842954005,2.6020852139652106e-18,-1.7644308498941443,-4.4634691384306736e-08,True,4.4634691384306736e-08
3110,6,0.009475758845705584,0.00947575884570558,5.204170427930421e-18,0.0635614309139963,1.398313241995264e-09,True,1.398313241995264e-09
3111,13,0.0015814179451694175,0.0015814179451694148,2.6020852139652106e-18,-0.44804538206509936,-1.771964490849447e-08,True,1.771964490849447e-08
3112,10,0.0030758588429540094,0.003075858842954005,4.336808689942018e-18,-1.6080196294764582,-5.5909536009501294e-08,True,5.5909536009501294e-08
3113,10,0.003075858842954007,0.003075858842954005,1.734723475976807e-18,-1.9402812249610484,-5.1191512118409445e-08,True,5.1191512118409445e-08
3114,3,0.032045963691410106,0.0320459636914101,6.938893903907228e-18,0.0841969965028487,1.2667242802215169e-09,True,1.2667242802215169e-09
3115,5,0.013483418194656807,0.013483418194656805,1.734723475976807e-18,2.3535099237913735,2.6153688872317758e-08,True,2.6153688872317758e-08
3116,11,0.002433395264842941,0.002433395264842939,2.168404344971009e-18,-0.09530191961282435,-3.0181457378901886e-09,True,3.0181457378901886e-09
3117,10,0.0030758588429540125,0.003075858842954005,7.37257477290143e-18,0.42172198214706885,1.546904303787764e-08,True,1.546904303787764e-08
3118,10,0.00307585884295401,0.003075858842954005,4.7704895589362195e-18,-2.4142677006484186,-9.709064579572786e-08,True,9.709064579572786e-08
3119,12,0.0019505656530105404,0.0019505656530105387,1.734723475976807e-18,0.5924696055597104,1.7533571329883624e-08,True,1.7533571329883624e-08
3120,3,0.03204596369141009,0.0320459636914101,6.938893903907228e-18,0.2155151927406024,2.2137651687269505e-09,True,2.2137651687269505e-09
3121,7,0.0068978351134973605,0.006897835113497354,6.938893903907228e-18,-0.856673198498718,-2.769550316355452e-08,True,2.769550316355452e-08
3122,8,0.005161146325458144,0.005161146325458139,5.204170427930421e-18,-0.42569707098767173,-1.2335904707209491e-08,True,1.2335904707209491e-08
3123,13,0.0015814179451694166,0.0015814179451694148,1.734723475976807e-18,-1.9131230036590248,-5.52069547550389e-08,True,5.52069547550389e-08
3124,8,0.0051611463254581415,0.005161146325458139,2.6020852139652106e-18,-1.0686391672442945,-2.7027434322790463e-08,True,2.7027434322790463e-08
