sample_index,size,fine_count,coarse_count,maximum_nested_weight_error
714,22,9,8,1.4210854715202004e-14
715,32,5,4,3.410605131648481e-13
716,21,9,6,8.526512829121202e-14
717,26,9,6,2.842170943040401e-14
718,26,4,3,1.1368683772161603e-13
719,21,9,4,5.684341886080802e-14
720,18,7,6,2.842170943040401e-14
721,24,4,3,1.7053025658242404e-13
722,24,4,3,1.1368683772161603e-13
723,13,5,3,2.842170943040401e-14
724,27,5,4,1.1368683772161603e-13
725,26,7,2,1.7053025658242404e-13
726,18,6,3,2.842170943040401e-14
727,19,4,3,2.1316282072803006e-14
728,14,6,5,7.105427357601002e-15
729,21,6,2,1.1368683772161603e-13
730,32,7,2,4.547473508864641e-13
731,19,7,3,5.684341886080802e-14
732,17,4,2,5.684341886080802e-14
733,30,6,3,1.4210854715202004e-13
734,29,6,2,4.547473508864641e-13
735,31,6,2,6.821210263296962e-13
736,20,7,3,5.684341886080802e-14
737,18,7,5,2.842170943040401e-14
738,22,9,6,1.4210854715202004e-14
739,15,5,4,1.4210854715202004e-14
740,30,8,5,5.684341886080802e-14
741,21,7,4,5.684341886080802e-14
742,18,4,2,1.1368683772161603e-13
743,13,9,8,1.4210854715202004e-14
744,17,7,6,7.105427357601002e-15
745,12,6,4,3.552713678800501e-15
746,22,9,7,2.842170943040401e-14
747,16,7,2,2.842170943040401e-14
748,21,7,4,5.684341886080802e-14
749,30,6,4,8.526512829121202e-14
750,21,6,4,1.1368683772161603e-13
751,16,8,4,1.4210854715202004e-14
752,13,7,3,7.105427357601002e-15
753,32,7,3,3.410605131648481e-13
754,12,9,3,7.105427357601002e-15
755,29,4,2,3.410605131648481e-13
756,16,6,5,1.4210854715202004e-14
757,16,7,2,7.105427357601002e-14
758,27,9,8,4.263256414560601e-14
759,31,8,5,8.526512829121202e-14
760,18,5,4,2.842170943040401e-14
761,30,4,2,1.1368683772161603e-13
762,26,9,3,1.7053025658242404e-13
763,24,4,3,8.526512829121202e-14
764,14,4,3,0.0
765,16,5,4,2.842170943040401e-14
766,18,8,2,2.842170943040401e-14
767,28,6,2,2.2737367544323206e-13
768,25,7,4,8.526512829121202e-14
769,13,4,2,1.4210854715202004e-14
770,20,7,3,1.1368683772161603e-13
771,26,4,2,1.7053025658242404e-13
772,16,7,5,7.105427357601002e-15
773,31,7,6,1.1368683772161603e-13
774,23,5,3,1.1368683772161603e-13
775,17,6,3,2.842170943040401e-14
776,26,9,7,2.842170943040401e-14
777,26,7,6,4.263256414560601e-14
778,13,6,3,3.552713678800501e-15
779,18,5,2,1.1368683772161603e-13
780,14,5,3,2.842170943040401e-14
781,24,7,2,1.7053025658242404e-13
782,28,5,2,7.958078640513122e-13
783,13,9,6,3.552713678800501e-15
784,27,7,6,1.4210854715202004e-14
785,31,8,2,5.684341886080801e-13
786,30,7,6,2.842170943040401e-14
787,12,6,5,7.105427357601002e-15
788,13,4,2,2.842170943040401e-14
789,17,4,2,5.684341886080802e-14
790,25,4,2,1.1368683772161603e-13
791,29,5,2,2.8421709430404007e-13
792,29,4,2,2.8421709430404007e-13
793,18,7,3,2.842170943040401e-14
794,17,8,3,5.684341886080802e-14
795,21,4,3,1.1368683772161603e-13
796,18,4,3,2.842170943040401e-14
797,15,5,3,5.684341886080802e-14
798,17,6,5,1.4210854715202004e-14
799,31,6,5,8.526512829121202e-14
800,27,8,6,5.684341886080802e-14
801,23,9,8,2.842170943040401e-14
802,29,6,5,5.684341886080802e-14
803,12,9,5,3.552713678800501e-15
804,28,5,3,5.684341886080802e-14
805,22,6,4,5.684341886080802e-14
806,20,6,5,1.4210854715202004e-14
807,25,7,4,5.684341886080802e-14
808,26,8,2,2.2737367544323206e-13
809,23,6,5,2.842170943040401e-14
810,24,7,4,5.684341886080802e-14
811,15,7,5,1.4210854715202004e-14
812,18,8,4,2.842170943040401e-14
813,30,9,4,5.684341886080802e-14
814,12,7,2,8.526512829121202e-14
815,26,9,4,8.526512829121202e-14
816,25,9,5,2.842170943040401e-14
817,12,6,4,2.842170943040401e-14
818,19,6,2,8.526512829121202e-14
819,19,8,2,2.842170943040401e-14
820,15,4,3,1.4210854715202004e-14
821,23,9,8,1.4210854715202004e-14
822,13,5,3,7.105427357601002e-15
823,19,9,4,2.842170943040401e-14
824,23,9,6,1.4210854715202004e-14
825,14,4,2,5.684341886080802e-14
826,15,8,2,2.842170943040401e-14
827,17,5,2,1.7053025658242404e-13
828,23,4,3,1.1368683772161603e-13
829,12,7,2,1.4210854715202004e-14
830,14,5,4,2.842170943040401e-14
831,32,9,4,8.526512829121202e-14
832,18,6,2,5.684341886080802e-14
833,16,7,2,5.684341886080802e-14
834,23,7,2,2.2737367544323206e-13
835,22,8,2,1.7053025658242404e-13
836,26,9,6,2.842170943040401e-14
837,27,7,3,1.1368683772161603e-13
838,30,6,5,8.526512829121202e-14
839,30,8,4,1.1368683772161603e-13
840,29,4,2,2.2737367544323206e-13
841,12,4,3,1.4210854715202004e-14
842,24,7,2,1.1368683772161603e-13
843,22,4,2,2.842170943040401e-14
844,25,6,2,1.7053025658242404e-13
845,14,6,4,7.105427357601002e-15
846,13,6,4,1.4210854715202004e-14
847,16,8,3,5.684341886080802e-14
848,30,5,3,3.410605131648481e-13
849,24,7,4,2.842170943040401e-14
850,29,6,2,1.7053025658242404e-13
851,19,6,5,1.4210854715202004e-14
852,25,8,2,2.2737367544323206e-13
853,28,5,4,1.7053025658242404e-13
854,26,4,2,2.8421709430404007e-13
855,24,5,3,8.526512829121202e-14
856,28,7,4,1.1368683772161603e-13
857,26,9,7,5.684341886080802e-14
858,17,9,7,3.552713678800501e-15
859,19,6,3,2.842170943040401e-14
860,23,7,3,1.1368683772161603e-13
861,17,8,6,1.4210854715202004e-14
862,22,5,4,2.842170943040401e-14
863,32,5,4,3.410605131648481e-13
864,25,9,4,2.842170943040401e-14
865,13,7,5,7.105427357601002e-15
866,25,9,4,5.684341886080802e-14
867,18,6,5,1.4210854715202004e-14
868,20,4,2,2.2737367544323206e-13
869,31,8,4,8.526512829121202e-14
870,27,4,3,1.7053025658242404e-13
871,13,7,5,7.105427357601002e-15
872,23,9,5,2.842170943040401e-14
873,20,7,6,1.4210854715202004e-14
874,18,9,7,1.4210854715202004e-14
875,15,7,6,1.4210854715202004e-14
876,21,8,3,5.684341886080802e-14
877,20,7,3,8.526512829121202e-14
878,16,4,3,5.684341886080802e-14
879,30,9,7,5.684341886080802e-14
880,32,9,4,1.7053025658242404e-13
881,18,5,4,8.526512829121202e-14
882,28,4,3,1.1368683772161603e-13
883,12,7,6,3.552713678800501e-15
884,12,7,2,2.842170943040401e-14
885,12,5,2,4.263256414560601e-14
886,19,8,2,2.842170943040401e-14
887,26,8,5,5.684341886080802e-14
888,17,6,3,4.263256414560601e-14
889,15,7,6,5.684341886080802e-14
890,19,4,2,5.684341886080802e-14
891,26,8,6,8.526512829121202e-14
892,30,4,2,3.410605131648481e-13
893,13,6,3,1.4210854715202004e-14
894,29,6,3,1.1368683772161603e-13
895,29,8,4,5.684341886080802e-14
896,30,8,2,4.547473508864641e-13
897,27,8,6,8.526512829121202e-14
898,25,5,2,1.1368683772161603e-13
899,32,9,6,1.1368683772161603e-13
900,15,9,4,1.4210854715202004e-14
901,17,9,5,1.4210854715202004e-14
902,19,7,4,2.1316282072803006e-14
903,32,8,2,9.094947017729282e-13
904,21,6,4,5.684341886080802e-14
905,15,8,6,7.105427357601002e-15
906,12,7,2,2.842170943040401e-14
907,13,6,5,3.552713678800501e-15
908,19,5,2,8.526512829121202e-14
909,17,4,3,5.684341886080802e-14
910,32,9,8,1.4210854715202004e-14
911,29,8,3,3.410605131648481e-13
912,29,7,2,2.2737367544323206e-13
913,30,5,4,1.1368683772161603e-13
914,14,7,6,7.105427357601002e-15
915,28,9,7,2.842170943040401e-14
916,28,8,6,5.684341886080802e-14
917,14,7,2,4.263256414560601e-14
918,16,7,4,1.4210854715202004e-14
919,32,4,2,4.547473508864641e-13
920,23,6,3,1.1368683772161603e-13
921,22,9,2,3.410605131648481e-13
922,32,4,2,5.684341886080801e-13
923,27,7,3,5.684341886080802e-14
924,29,4,3,2.2737367544323206e-13
925,20,5,2,8.526512829121202e-14
926,17,7,2,5.684341886080802e-14
927,20,6,5,1.4210854715202004e-14
928,24,6,2,3.410605131648481e-13
929,26,6,4,5.684341886080802e-14
930,19,7,2,8.526512829121202e-14
931,27,7,4,8.526512829121202e-14
932,25,5,2,4.547473508864641e-13
933,13,6,5,2.842170943040401e-14
934,30,5,2,5.684341886080801e-13
935,32,4,2,6.821210263296962e-13
936,30,6,4,1.7053025658242404e-13
937,28,4,3,2.2737367544323206e-13
938,18,9,8,3.552713678800501e-15
939,21,8,7,1.4210854715202004e-14
940,14,6,5,1.7763568394002505e-15
941,19,5,3,8.526512829121202e-14
942,18,5,2,2.842170943040401e-14
943,24,5,4,1.9895196601282805e-13
944,19,7,6,2.842170943040401e-14
945,32,9,2,1.3642420526593924e-12
946,17,9,5,1.4210854715202004e-14
947,26,8,6,4.263256414560601e-14
948,15,7,5,7.105427357601002e-15
949,15,4,2,4.263256414560601e-14
950,16,8,3,1.4210854715202004e-14
951,30,7,5,5.684341886080802e-14
952,15,8,2,2.842170943040401e-14
953,24,4,3,8.526512829121202e-14
954,15,9,6,1.4210854715202004e-14
955,17,9,3,2.842170943040401e-14
956,24,5,3,5.684341886080802e-14
957,12,8,5,4.263256414560601e-14
958,31,6,3,1.7053025658242404e-13
959,12,5,3,7.105427357601002e-15
960,26,5,2,2.2737367544323206e-13
961,15,6,2,1.4210854715202004e-14
962,17,6,4,1.4210854715202004e-14
963,13,9,5,7.105427357601002e-15
964,30,4,2,2.2737367544323206e-13
965,26,7,6,5.684341886080802e-14
966,22,4,2,1.1368683772161603e-13
967,30,6,5,4.263256414560601e-14
968,15,8,2,8.526512829121202e-14
969,16,5,2,4.263256414560601e-14
970,31,5,2,7.958078640513122e-13
971,13,4,3,1.4210854715202004e-14
972,14,7,5,7.105427357601002e-15
973,29,6,2,5.684341886080801e-13
974,18,6,2,5.684341886080802e-14
975,26,7,6,1.4210854715202004e-14
976,19,4,2,1.1368683772161603e-13
977,15,7,4,1.4210854715202004e-14
978,13,7,4,3.552713678800501e-15
979,14,9,8,7.105427357601002e-15
980,19,6,5,1.4210854715202004e-14
981,30,4,2,3.410605131648481e-13
982,16,5,3,2.1316282072803006e-14
983,13,9,7,3.552713678800501e-15
984,17,4,2,1.1368683772161603e-13
985,20,5,4,5.684341886080802e-14
986,28,5,4,5.684341886080802e-14
987,14,6,3,7.105427357601002e-15
988,20,5,4,2.842170943040401e-14
989,20,6,2,1.4210854715202004e-13
990,22,7,6,2.842170943040401e-14
991,22,7,2,1.1368683772161603e-13
992,29,4,2,1.7053025658242404e-13
993,17,7,3,4.263256414560601e-14
994,32,6,5,1.1368683772161603e-13
995,13,8,4,7.105427357601002e-15
996,24,7,5,1.4210854715202004e-14
997,21,9,8,1.4210854715202004e-14
998,12,4,3,7.105427357601002e-15
999,27,6,2,3.979039320256561e-13
1000,17,6,4,1.4210854715202004e-14
1001,32,5,4,1.7053025658242404e-13
1002,31,6,3,1.7053025658242404e-13
1003,28,4,3,8.526512829121202e-14
1004,16,9,3,1.4210854715202004e-14
1005,18,4,3,1.7053025658242404e-13
1006,32,5,2,4.547473508864641e-13
1007,32,7,4,1.1368683772161603e-13
1008,17,5,4,2.842170943040401e-14
1009,22,8,2,1.7053025658242404e-13
1010,27,6,2,3.410605131648481e-13
1011,16,5,3,2.842170943040401e-14
1012,23,6,5,2.842170943040401e-14
1013,18,4,3,1.1368683772161603e-13
1014,16,4,3,5.684341886080802e-14
1015,25,5,4,8.526512829121202e-14
1016,18,9,3,1.1368683772161603e-13
1017,25,5,4,5.684341886080802e-14
1018,31,7,5,5.684341886080802e-14
1019,26,8,4,8.526512829121202e-14
1020,26,8,5,5.684341886080802e-14
1021,21,4,3,0.0
1022,28,7,3,3.410605131648481e-13
1023,32,8,4,5.684341886080802e-14
1024,17,7,6,3.552713678800501e-15
1025,30,4,3,2.8421709430404007e-13
1026,28,4,3,2.8421709430404007e-13
1027,19,5,4,1.4210854715202004e-14
1028,15,7,3,2.842170943040401e-14
1029,26,4,3,1.7053025658242404e-13
1030,26,7,4,5.684341886080802e-14
1031,17,6,2,1.7053025658242404e-13
1032,13,7,3,7.105427357601002e-15
1033,30,4,3,1.7053025658242404e-13
1034,12,7,6,1.7763568394002505e-15
1035,23,9,6,2.842170943040401e-14
1036,28,7,3,1.1368683772161603e-13
1037,25,9,2,2.2737367544323206e-13
1038,32,8,4,8.526512829121202e-14
1039,30,5,3,2.2737367544323206e-13
1040,23,7,2,1.7053025658242404e-13
1041,16,8,3,1.4210854715202004e-14
1042,32,4,3,3.979039320256561e-13
1043,29,7,5,5.684341886080802e-14
1044,22,9,3,4.263256414560601e-14
1045,21,9,4,2.842170943040401e-14
1046,21,4,3,2.842170943040401e-14
1047,16,8,5,7.105427357601002e-15
1048,24,6,3,5.684341886080802e-14
1049,26,4,3,2.2737367544323206e-13
1050,25,8,5,5.684341886080802e-14
1051,16,7,4,1.4210854715202004e-14
1052,12,8,4,7.105427357601002e-15
1053,24,5,4,5.684341886080802e-14
1054,21,7,4,2.842170943040401e-14
1055,17,4,2,8.526512829121202e-14
1056,27,7,2,4.547473508864641e-13
1057,20,6,2,8.526512829121202e-14
1058,17,9,6,1.4210854715202004e-14
1059,32,6,2,4.547473508864641e-13
1060,14,7,5,7.105427357601002e-15
1061,26,7,4,5.684341886080802e-14
1062,32,9,5,5.684341886080802e-14
1063,12,7,6,3.552713678800501e-15
1064,23,6,2,1.1368683772161603e-13
1065,18,8,2,1.1368683772161603e-13
1066,15,7,6,7.105427357601002e-15
1067,21,8,4,5.684341886080802e-14
1068,17,8,7,7.105427357601002e-15
1069,22,5,2,1.1368683772161603e-13
1070,22,7,4,1.1368683772161603e-13
1071,17,4,3,7.105427357601002e-15
1072,30,7,3,1.1368683772161603e-13
1073,31,6,5,5.684341886080802e-14
1074,25,4,2,3.410605131648481e-13
1075,31,6,5,5.684341886080802e-14
1076,29,9,5,5.684341886080802e-14
1077,17,6,2,2.842170943040401e-14
1078,12,8,2,2.842170943040401e-14
1079,15,9,7,7.105427357601002e-15
1080,19,6,2,1.1368683772161603e-13
1081,25,5,4,8.526512829121202e-14
1082,22,5,4,5.684341886080802e-14
1083,32,8,5,1.1368683772161603e-13
1084,30,9,6,2.842170943040401e-14
1085,23,8,3,5.684341886080802e-14
1086,21,9,5,1.4210854715202004e-14
1087,22,9,4,4.263256414560601e-14
1088,12,7,6,1.7763568394002505e-15
1089,16,4,2,5.684341886080802e-14
1090,12,5,3,1.4210854715202004e-14
1091,14,9,2,2.842170943040401e-14
1092,20,4,2,1.1368683772161603e-13
1093,18,8,4,2.842170943040401e-14
1094,18,5,4,1.4210854715202004e-14
1095,16,9,4,1.4210854715202004e-14
1096,20,4,2,1.1368683772161603e-13
1097,17,7,6,1.7763568394002505e-15
1098,25,5,3,1.1368683772161603e-13
1099,16,8,6,7.105427357601002e-15
1100,17,8,2,1.7053025658242404e-13
1101,21,9,4,2.842170943040401e-14
1102,13,4,3,7.105427357601002e-15
1103,13,5,2,1.4210854715202004e-14
1104,12,9,6,3.552713678800501e-15
1105,21,6,4,5.684341886080802e-14
1106,32,6,3,1.1368683772161603e-13
1107,27,9,6,2.842170943040401e-14
1108,14,4,2,7.105427357601002e-14
1109,12,8,3,7.105427357601002e-15
1110,18,8,6,7.105427357601002e-15
1111,18,7,5,7.105427357601002e-15
1112,17,5,3,1.4210854715202004e-14
1113,26,9,4,5.684341886080802e-14
1114,19,9,8,1.4210854715202004e-14
1115,12,8,5,7.105427357601002e-15
1116,18,6,4,2.842170943040401e-14
1117,21,8,5,2.842170943040401e-14
1118,25,6,4,1.1368683772161603e-13
1119,22,7,3,5.684341886080802e-14
1120,28,6,3,1.1368683772161603e-13
1121,12,6,4,2.842170943040401e-14
1122,32,8,6,5.684341886080802e-14
1123,21,8,6,2.842170943040401e-14
1124,16,4,2,8.526512829121202e-14
1125,18,5,4,1.1368683772161603e-13
1126,31,8,2,4.547473508864641e-13
1127,14,9,5,7.105427357601002e-15
1128,32,5,3,4.547473508864641e-13
1129,19,9,3,5.684341886080802e-14
1130,32,9,5,5.684341886080802e-14
1131,26,8,7,5.684341886080802e-14
1132,29,6,2,2.2737367544323206e-13
1133,26,8,3,8.526512829121202e-14
1134,22,5,4,5.684341886080802e-14
1135,28,7,4,5.684341886080802e-14
1136,23,6,3,5.684341886080802e-14
1137,15,9,3,1.4210854715202004e-14
1138,32,6,5,5.684341886080802e-14
1139,20,9,5,1.4210854715202004e-14
1140,24,5,4,5.684341886080802e-14
1141,24,5,3,1.1368683772161603e-13
1142,24,5,4,5.684341886080802e-14
1143,24,9,6,2.842170943040401e-14
1144,29,6,3,2.8421709430404007e-13
1145,24,7,2,1.7053025658242404e-13
1146,24,7,2,5.684341886080802e-14
1147,15,7,4,7.105427357601002e-15
1148,31,6,5,1.1368683772161603e-13
1149,25,8,6,2.842170943040401e-14
1150,19,9,6,2.842170943040401e-14
1151,14,7,5,1.4210854715202004e-14
1152,14,7,5,1.4210854715202004e-14
1153,17,8,2,2.842170943040401e-14
1154,19,4,3,5.684341886080802e-14
1155,14,7,2,2.842170943040401e-14
1156,20,4,2,1.1368683772161603e-13
1157,16,9,4,1.4210854715202004e-14
1158,22,5,3,8.526512829121202e-14
1159,27,7,6,2.842170943040401e-14
1160,24,4,2,1.7053025658242404e-13
1161,26,6,3,5.684341886080802e-14
1162,31,9,3,1.1368683772161603e-13
1163,18,4,2,8.526512829121202e-14
1164,17,7,6,3.552713678800501e-15
1165,32,7,5,1.1368683772161603e-13
1166,32,4,3,3.410605131648481e-13
1167,31,5,2,5.684341886080801e-13
1168,25,4,2,2.8421709430404007e-13
1169,18,6,5,1.4210854715202004e-14
1170,29,9,7,1.4210854715202004e-14
1171,24,8,6,2.842170943040401e-14
1172,29,9,6,5.684341886080802e-14
1173,16,7,4,1.4210854715202004e-14
1174,18,9,5,1.4210854715202004e-14
1175,30,4,3,2.2737367544323206e-13
1176,20,9,3,2.842170943040401e-14
1177,17,7,5,2.842170943040401e-14
1178,20,9,7,3.552713678800501e-15
1179,27,6,4,1.1368683772161603e-13
1180,14,7,4,1.4210854715202004e-14
1181,25,6,3,1.1368683772161603e-13
1182,30,6,4,1.1368683772161603e-13
1183,22,4,2,5.684341886080802e-14
1184,27,8,5,8.526512829121202e-14
1185,28,8,4,5.684341886080802e-14
1186,18,7,3,2.842170943040401e-14
1187,26,4,3,1.1368683772161603e-13
1188,25,5,3,3.410605131648481e-13
1189,15,6,2,2.842170943040401e-14
1190,19,8,4,2.842170943040401e-14
1191,27,9,7,2.842170943040401e-14
1192,15,4,3,2.842170943040401e-14
1193,20,4,3,2.842170943040401e-14
1194,18,4,2,1.7053025658242404e-13
1195,27,9,7,8.526512829121202e-14
1196,22,4,3,1.1368683772161603e-13
1197,17,6,4,7.105427357601002e-15
1198,30,4,2,1.1368683772161603e-13
1199,14,8,6,1.4210854715202004e-14
