sample_index,size,fine_count,coarse_count,maximum_nested_weight_error
179,16,7,2,5.684341886080802e-14
180,24,8,3,4.263256414560601e-14
181,13,9,4,3.552713678800501e-15
182,30,4,3,3.410605131648481e-13
183,13,4,3,1.4210854715202004e-14
184,12,6,2,2.842170943040401e-14
185,18,4,3,5.684341886080802e-14
186,16,5,2,5.684341886080802e-14
187,27,5,3,3.410605131648481e-13
188,16,6,2,2.842170943040401e-14
189,30,9,4,8.526512829121202e-14
190,16,4,3,5.684341886080802e-14
191,18,5,3,5.684341886080802e-14
192,30,9,6,8.526512829121202e-14
193,25,8,2,3.410605131648481e-13
194,14,9,6,7.105427357601002e-15
195,22,7,2,3.410605131648481e-13
196,19,9,3,5.684341886080802e-14
197,13,8,5,2.1316282072803006e-14
198,24,4,2,2.2737367544323206e-13
199,16,5,3,2.842170943040401e-14
200,21,6,5,1.4210854715202004e-14
201,31,8,7,2.842170943040401e-14
202,20,9,7,7.105427357601002e-15
203,19,8,5,1.4210854715202004e-14
204,16,6,4,1.4210854715202004e-14
205,13,9,5,1.4210854715202004e-14
206,20,7,3,2.842170943040401e-14
207,30,7,2,4.547473508864641e-13
208,28,8,5,5.684341886080802e-14
209,22,8,3,1.7053025658242404e-13
210,14,5,3,5.684341886080802e-14
211,19,6,3,2.842170943040401e-14
212,15,5,2,5.684341886080802e-14
213,30,4,2,1.7053025658242404e-13
214,25,5,4,1.4210854715202004e-14
215,29,9,6,2.842170943040401e-14
216,19,9,5,2.842170943040401e-14
217,27,4,3,5.684341886080802e-14
218,17,7,3,2.842170943040401e-14
219,19,9,7,7.105427357601002e-15
220,26,9,7,2.842170943040401e-14
221,19,7,5,5.684341886080802e-14
222,19,5,2,8.526512829121202e-14
223,18,8,5,3.552713678800501e-15
224,23,6,4,5.684341886080802e-14
225,27,5,2,2.8421709430404007e-13
226,13,9,2,2.842170943040401e-14
227,26,5,2,2.8421709430404007e-13
228,31,8,4,2.842170943040401e-14
229,17,9,4,1.4210854715202004e-14
230,17,6,5,7.105427357601002e-15
231,22,4,2,1.1368683772161603e-13
232,12,6,5,7.105427357601002e-15
233,27,5,4,3.410605131648481e-13
234,25,9,4,5.684341886080802e-14
235,20,4,2,1.1368683772161603e-13
236,31,9,6,5.684341886080802e-14
237,32,5,4,1.7053025658242404e-13
238,16,9,3,2.842170943040401e-14
239,13,8,5,1.4210854715202004e-14
240,14,4,3,2.842170943040401e-14
241,26,9,5,2.842170943040401e-14
242,14,9,2,1.7053025658242404e-13
243,14,8,5,1.4210854715202004e-14
244,15,6,5,2.842170943040401e-14
245,32,4,3,1.1368683772161603e-13
246,18,9,8,1.4210854715202004e-14
247,19,4,2,1.7053025658242404e-13
248,23,8,6,1.4210854715202004e-14
249,22,4,2,1.1368683772161603e-13
