sample_index,maximum_flow_aggregation_error,maximum_macro_row_sum_error
568,5.551115123125783e-17,2.220446049250313e-16
569,3.3306690738754696e-16,2.220446049250313e-16
570,2.220446049250313e-16,2.220446049250313e-16
571,1.3877787807814457e-16,2.220446049250313e-16
572,2.220446049250313e-16,2.220446049250313e-16
573,1.1102230246251565e-16,2.220446049250313e-16
574,1.1102230246251565e-16,2.220446049250313e-16
575,5.551115123125783e-17,1.1102230246251565e-16
576,5.551115123125783e-16,4.440892098500626e-16
577,1.1102230246251565e-16,2.220446049250313e-16
578,1.1102230246251565e-16,2.220446049250313e-16
579,1.1102230246251565e-16,0.0
580,1.1102230246251565e-16,2.220446049250313e-16
581,5.551115123125783e-16,6.661338147750939e-16
582,1.1102230246251565e-16,0.0
583,3.3306690738754696e-16,4.440892098500626e-16
584,1.1102230246251565e-16,1.1102230246251565e-16
585,8.326672684688674e-17,2.220446049250313e-16
586,1.6653345369377348e-16,2.220446049250313e-16
587,1.6653345369377348e-16,2.220446049250313e-16
588,1.1102230246251565e-16,2.220446049250313e-16
589,1.1102230246251565e-16,0.0
590,1.1102230246251565e-16,1.1102230246251565e-16
591,1.6653345369377348e-16,2.220446049250313e-16
592,1.1102230246251565e-16,0.0
593,1.1102230246251565e-16,2.220446049250313e-16
594,1.1102230246251565e-16,2.220446049250313e-16
595,2.220446049250313e-16,3.3306690738754696e-16
596,2.220446049250313e-16,2.220446049250313e-16
597,1.1102230246251565e-16,2.220446049250313e-16
598,1.1102230246251565e-16,2.220446049250313e-16
599,1.6653345369377348e-16,2.220446049250313e-16
600,1.1102230246251565e-16,0.0
601,5.551115123125783e-17,1.1102230246251565e-16
602,1.1102230246251565e-16,4.440892098500626e-16
603,5.551115123125783e-17,2.220446049250313e-16
604,2.220446049250313e-16,2.220446049250313e-16
605,4.440892098500626e-16,5.551115123125783e-16
606,3.3306690738754696e-16,2.220446049250313e-16
607,1.1102230246251565e-16,2.220446049250313e-16
608,3.3306690738754696e-16,4.440892098500626e-16
609,1.1102230246251565e-16,3.3306690738754696e-16
610,2.7755575615628914e-16,4.440892098500626e-16
611,1.1102230246251565e-16,2.220446049250313e-16
612,2.220446049250313e-16,4.440892098500626e-16
613,1.1102230246251565e-16,2.220446049250313e-16
614,2.220446049250313e-16,2.220446049250313e-16
615,1.1102230246251565e-16,1.1102230246251565e-16
616,6.106226635438361e-16,4.440892098500626e-16
617,3.3306690738754696e-16,4.440892098500626e-16
618,5.551115123125783e-17,4.440892098500626e-16
619,1.1102230246251565e-16,2.220446049250313e-16
620,1.1102230246251565e-16,2.220446049250313e-16
621,2.220446049250313e-16,2.220446049250313e-16
622,3.3306690738754696e-16,4.440892098500626e-16
623,1.1102230246251565e-16,0.0
624,5.551115123125783e-17,2.220446049250313e-16
625,1.1102230246251565e-16,2.220446049250313e-16
626,2.220446049250313e-16,2.220446049250313e-16
627,1.6653345369377348e-16,2.220446049250313e-16
628,1.1102230246251565e-16,2.220446049250313e-16
629,3.3306690738754696e-16,2.220446049250313e-16
630,1.1102230246251565e-16,2.220446049250313e-16
631,2.220446049250313e-16,2.220446049250313e-16
632,1.1102230246251565e-16,2.220446049250313e-16
633,1.1102230246251565e-16,2.220446049250313e-16
634,1.1102230246251565e-16,2.220446049250313e-16
635,5.551115123125783e-17,2.220446049250313e-16
636,1.1102230246251565e-16,0.0
637,2.7755575615628914e-16,3.3306690738754696e-16
638,2.220446049250313e-16,2.220446049250313e-16
639,2.220446049250313e-16,2.220446049250313e-16
640,1.1102230246251565e-16,1.1102230246251565e-16
641,1.1102230246251565e-16,2.220446049250313e-16
642,2.220446049250313e-16,2.220446049250313e-16
643,1.1102230246251565e-16,2.220446049250313e-16
644,1.1102230246251565e-16,2.220446049250313e-16
645,2.220446049250313e-16,3.3306690738754696e-16
646,1.1102230246251565e-16,2.220446049250313e-16
647,2.220446049250313e-16,2.220446049250313e-16
648,1.1102230246251565e-16,0.0
649,2.220446049250313e-16,2.220446049250313e-16
650,1.1102230246251565e-16,2.220446049250313e-16
651,1.1102230246251565e-16,2.220446049250313e-16
652,1.1102230246251565e-16,2.220446049250313e-16
653,1.1102230246251565e-16,2.220446049250313e-16
654,1.1102230246251565e-16,2.220446049250313e-16
655,5.551115123125783e-17,0.0
656,2.220446049250313e-16,3.3306690738754696e-16
657,2.7755575615628914e-16,2.220446049250313e-16
658,4.440892098500626e-16,4.440892098500626e-16
659,1.1102230246251565e-16,2.220446049250313e-16
660,1.1102230246251565e-16,2.220446049250313e-16
661,1.1102230246251565e-16,4.440892098500626e-16
662,1.1102230246251565e-16,2.220446049250313e-16
663,1.1102230246251565e-16,2.220446049250313e-16
664,1.1102230246251565e-16,3.3306690738754696e-16
665,1.1102230246251565e-16,0.0
666,1.6653345369377348e-16,2.220446049250313e-16
667,1.1102230246251565e-16,2.220446049250313e-16
668,5.551115123125783e-17,2.220446049250313e-16
669,1.6653345369377348e-16,2.220446049250313e-16
670,5.551115123125783e-17,0.0
671,1.6653345369377348e-16,3.3306690738754696e-16
672,5.551115123125783e-17,4.440892098500626e-16
673,3.3306690738754696e-16,4.440892098500626e-16
674,2.220446049250313e-16,0.0
675,2.220446049250313e-16,1.1102230246251565e-16
676,4.440892098500626e-16,4.440892098500626e-16
677,1.1102230246251565e-16,2.220446049250313e-16
678,1.6653345369377348e-16,1.1102230246251565e-16
679,5.551115123125783e-17,2.220446049250313e-16
680,1.1102230246251565e-16,3.3306690738754696e-16
681,2.220446049250313e-16,3.3306690738754696e-16
682,1.1102230246251565e-16,3.3306690738754696e-16
683,1.1102230246251565e-16,2.220446049250313e-16
684,2.7755575615628914e-16,4.440892098500626e-16
685,5.551115123125783e-17,2.220446049250313e-16
686,0.0,2.220446049250313e-16
687,3.3306690738754696e-16,2.220446049250313e-16
688,1.1102230246251565e-16,2.220446049250313e-16
689,1.1102230246251565e-16,2.220446049250313e-16
690,2.220446049250313e-16,2.220446049250313e-16
691,3.885780586188048e-16,4.440892098500626e-16
692,1.1102230246251565e-16,1.1102230246251565e-16
693,1.1102230246251565e-16,2.220446049250313e-16
694,1.1102230246251565e-16,2.220446049250313e-16
695,1.1102230246251565e-16,2.220446049250313e-16
696,8.326672684688674e-17,2.220446049250313e-16
697,1.1102230246251565e-16,2.220446049250313e-16
698,1.6653345369377348e-16,1.1102230246251565e-16
699,1.1102230246251565e-16,4.440892098500626e-16
700,1.6653345369377348e-16,4.440892098500626e-16
701,1.1102230246251565e-16,0.0
702,1.1102230246251565e-16,1.1102230246251565e-16
703,1.1102230246251565e-16,2.220446049250313e-16
704,1.1102230246251565e-16,2.220446049250313e-16
705,1.1102230246251565e-16,3.3306690738754696e-16
706,2.220446049250313e-16,4.440892098500626e-16
707,1.6653345369377348e-16,2.220446049250313e-16
708,2.220446049250313e-16,4.440892098500626e-16
709,2.220446049250313e-16,2.220446049250313e-16
710,3.3306690738754696e-16,2.220446049250313e-16
711,2.220446049250313e-16,4.440892098500626e-16
712,2.220446049250313e-16,3.3306690738754696e-16
713,1.1102230246251565e-16,2.220446049250313e-16
714,1.1102230246251565e-16,2.220446049250313e-16
715,1.1102230246251565e-16,2.220446049250313e-16
716,1.1102230246251565e-16,2.220446049250313e-16
717,1.1102230246251565e-16,2.220446049250313e-16
718,2.220446049250313e-16,2.220446049250313e-16
719,1.6653345369377348e-16,1.1102230246251565e-16
720,1.1102230246251565e-16,2.220446049250313e-16
721,1.1102230246251565e-16,0.0
722,2.7755575615628914e-16,1.1102230246251565e-16
723,1.1102230246251565e-16,2.220446049250313e-16
724,1.1102230246251565e-16,2.220446049250313e-16
725,2.220446049250313e-16,3.3306690738754696e-16
726,1.6653345369377348e-16,2.220446049250313e-16
727,1.6653345369377348e-16,0.0
728,1.1102230246251565e-16,2.220446049250313e-16
729,2.220446049250313e-16,2.220446049250313e-16
730,8.881784197001252e-16,1.1102230246251565e-15
731,2.220446049250313e-16,4.440892098500626e-16
732,2.220446049250313e-16,0.0
733,2.7755575615628914e-16,2.220446049250313e-16
734,2.220446049250313e-16,2.220446049250313e-16
735,1.1102230246251565e-16,4.440892098500626e-16
736,1.1102230246251565e-16,2.220446049250313e-16
737,1.6653345369377348e-16,2.220446049250313e-16
738,5.551115123125783e-17,3.3306690738754696e-16
739,1.1102230246251565e-16,2.220446049250313e-16
740,2.220446049250313e-16,2.220446049250313e-16
741,1.1102230246251565e-16,2.220446049250313e-16
742,1.1102230246251565e-16,2.220446049250313e-16
743,1.1102230246251565e-16,2.220446049250313e-16
744,1.1102230246251565e-16,1.1102230246251565e-16
745,1.1102230246251565e-16,2.220446049250313e-16
746,8.326672684688674e-17,1.1102230246251565e-16
747,1.1102230246251565e-16,2.220446049250313e-16
748,1.1102230246251565e-16,1.1102230246251565e-16
749,1.1102230246251565e-16,2.220446049250313e-16
750,2.220446049250313e-16,1.1102230246251565e-16
751,1.1102230246251565e-16,2.220446049250313e-16
752,2.220446049250313e-16,1.1102230246251565e-16
753,2.220446049250313e-16,1.1102230246251565e-16
754,2.220446049250313e-16,0.0
755,3.3306690738754696e-16,2.220446049250313e-16
756,1.1102230246251565e-16,2.220446049250313e-16
757,1.1102230246251565e-16,0.0
758,5.551115123125783e-17,3.3306690738754696e-16
759,1.1102230246251565e-16,3.3306690738754696e-16
760,1.1102230246251565e-16,2.220446049250313e-16
761,1.6653345369377348e-16,0.0
762,1.1102230246251565e-16,2.220446049250313e-16
763,1.6653345369377348e-16,0.0
764,2.220446049250313e-16,2.220446049250313e-16
765,5.551115123125783e-17,2.220446049250313e-16
766,1.1102230246251565e-16,2.220446049250313e-16
767,7.771561172376096e-16,4.440892098500626e-16
768,5.551115123125783e-17,0.0
769,1.1102230246251565e-16,1.1102230246251565e-16
770,2.220446049250313e-16,2.220446049250313e-16
771,2.220446049250313e-16,2.220446049250313e-16
772,1.1102230246251565e-16,2.220446049250313e-16
773,1.1102230246251565e-16,2.220446049250313e-16
774,1.6653345369377348e-16,2.220446049250313e-16
775,1.1102230246251565e-16,2.220446049250313e-16
776,1.6653345369377348e-16,2.220446049250313e-16
777,5.551115123125783e-17,2.220446049250313e-16
778,1.1102230246251565e-16,1.1102230246251565e-16
779,1.6653345369377348e-16,2.220446049250313e-16
780,2.220446049250313e-16,3.3306690738754696e-16
781,2.7755575615628914e-16,2.220446049250313e-16
782,3.3306690738754696e-16,2.220446049250313e-16
783,5.551115123125783e-17,1.1102230246251565e-16
784,3.3306690738754696e-16,4.440892098500626e-16
785,5.551115123125783e-16,6.661338147750939e-16
786,1.1102230246251565e-16,2.220446049250313e-16
787,1.1102230246251565e-16,2.220446049250313e-16
788,2.220446049250313e-16,2.220446049250313e-16
789,1.6653345369377348e-16,0.0
790,4.440892098500626e-16,4.440892098500626e-16
791,4.440892098500626e-16,2.220446049250313e-16
792,2.7755575615628914e-16,3.3306690738754696e-16
793,1.1102230246251565e-16,2.220446049250313e-16
794,2.220446049250313e-16,3.3306690738754696e-16
795,2.220446049250313e-16,2.220446049250313e-16
796,3.3306690738754696e-16,2.220446049250313e-16
797,2.220446049250313e-16,1.1102230246251565e-16
798,1.6653345369377348e-16,2.220446049250313e-16
799,1.6653345369377348e-16,2.220446049250313e-16
800,1.6653345369377348e-16,3.3306690738754696e-16
801,1.1102230246251565e-16,2.220446049250313e-16
802,8.326672684688674e-17,1.1102230246251565e-16
803,5.551115123125783e-17,2.220446049250313e-16
804,2.220446049250313e-16,2.220446049250313e-16
805,1.1102230246251565e-16,2.220446049250313e-16
806,1.1102230246251565e-16,2.220446049250313e-16
807,1.6653345369377348e-16,2.220446049250313e-16
808,6.661338147750939e-16,4.440892098500626e-16
809,1.1102230246251565e-16,2.220446049250313e-16
810,1.1102230246251565e-16,2.220446049250313e-16
811,5.551115123125783e-17,0.0
812,1.1102230246251565e-16,2.220446049250313e-16
813,1.1102230246251565e-16,4.440892098500626e-16
814,4.440892098500626e-16,4.440892098500626e-16
815,1.3877787807814457e-16,1.1102230246251565e-16
816,5.551115123125783e-17,2.220446049250313e-16
817,1.1102230246251565e-16,2.220446049250313e-16
818,3.3306690738754696e-16,4.440892098500626e-16
819,1.1102230246251565e-16,2.220446049250313e-16
820,1.1102230246251565e-16,1.1102230246251565e-16
821,8.326672684688674e-17,4.440892098500626e-16
822,5.551115123125783e-17,2.220446049250313e-16
823,5.551115123125783e-17,2.220446049250313e-16
824,1.6653345369377348e-16,2.220446049250313e-16
825,5.551115123125783e-16,4.440892098500626e-16
826,1.1102230246251565e-16,2.220446049250313e-16
827,1.1102230246251565e-16,1.1102230246251565e-16
828,3.3306690738754696e-16,4.440892098500626e-16
829,1.1102230246251565e-16,0.0
830,1.1102230246251565e-16,1.1102230246251565e-16
831,2.7755575615628914e-16,2.220446049250313e-16
832,2.220446049250313e-16,0.0
833,3.3306690738754696e-16,4.440892098500626e-16
834,5.551115123125783e-17,2.220446049250313e-16
835,3.3306690738754696e-16,4.440892098500626e-16
836,1.6653345369377348e-16,2.220446049250313e-16
837,1.6653345369377348e-16,4.440892098500626e-16
838,2.220446049250313e-16,3.3306690738754696e-16
839,1.1102230246251565e-16,3.3306690738754696e-16
840,3.3306690738754696e-16,1.1102230246251565e-16
841,1.1102230246251565e-16,0.0
842,5.551115123125783e-16,4.440892098500626e-16
843,2.220446049250313e-16,1.1102230246251565e-16
844,1.1102230246251565e-16,2.220446049250313e-16
845,1.1102230246251565e-16,2.220446049250313e-16
846,1.1102230246251565e-16,2.220446049250313e-16
847,2.220446049250313e-16,2.220446049250313e-16
848,2.220446049250313e-16,3.3306690738754696e-16
849,1.1102230246251565e-16,2.220446049250313e-16
850,2.220446049250313e-16,2.220446049250313e-16
851,5.551115123125783e-17,2.220446049250313e-16
852,4.440892098500626e-16,6.661338147750939e-16
853,1.6653345369377348e-16,2.220446049250313e-16
854,1.1102230246251565e-16,2.220446049250313e-16
855,1.1102230246251565e-16,2.220446049250313e-16
856,1.6653345369377348e-16,2.220446049250313e-16
857,1.1102230246251565e-16,2.220446049250313e-16
858,1.1102230246251565e-16,3.3306690738754696e-16
859,1.6653345369377348e-16,1.1102230246251565e-16
860,2.220446049250313e-16,4.440892098500626e-16
861,3.3306690738754696e-16,2.220446049250313e-16
862,1.1102230246251565e-16,2.220446049250313e-16
863,2.7755575615628914e-16,2.220446049250313e-16
864,1.1102230246251565e-16,2.220446049250313e-16
865,1.1102230246251565e-16,2.220446049250313e-16
866,2.220446049250313e-16,2.220446049250313e-16
867,1.1102230246251565e-16,2.220446049250313e-16
868,3.3306690738754696e-16,2.220446049250313e-16
869,1.1102230246251565e-16,3.3306690738754696e-16
870,2.220446049250313e-16,2.220446049250313e-16
871,1.1102230246251565e-16,2.220446049250313e-16
872,1.1102230246251565e-16,2.220446049250313e-16
873,1.1102230246251565e-16,2.220446049250313e-16
874,1.1102230246251565e-16,2.220446049250313e-16
875,1.1102230246251565e-16,2.220446049250313e-16
876,2.220446049250313e-16,2.220446049250313e-16
877,2.220446049250313e-16,2.220446049250313e-16
878,1.1102230246251565e-16,2.220446049250313e-16
879,5.551115123125783e-17,2.220446049250313e-16
880,2.7755575615628914e-16,2.220446049250313e-16
881,1.1102230246251565e-16,2.220446049250313e-16
882,2.220446049250313e-16,3.3306690738754696e-16
883,1.1102230246251565e-16,1.1102230246251565e-16
884,2.220446049250313e-16,1.1102230246251565e-16
885,1.1102230246251565e-16,0.0
886,2.220446049250313e-16,2.220446049250313e-16
887,1.6653345369377348e-16,2.220446049250313e-16
888,1.6653345369377348e-16,2.220446049250313e-16
889,2.220446049250313e-16,3.3306690738754696e-16
890,3.3306690738754696e-16,0.0
891,1.1102230246251565e-16,2.220446049250313e-16
892,2.220446049250313e-16,3.3306690738754696e-16
893,1.6653345369377348e-16,2.220446049250313e-16
894,3.3306690738754696e-16,2.220446049250313e-16
895,1.6653345369377348e-16,2.220446049250313e-16
896,2.220446049250313e-16,4.440892098500626e-16
897,2.220446049250313e-16,2.220446049250313e-16
898,4.440892098500626e-16,4.440892098500626e-16
899,1.1102230246251565e-16,2.220446049250313e-16
900,2.220446049250313e-16,1.1102230246251565e-16
901,5.551115123125783e-17,1.1102230246251565e-16
902,1.1102230246251565e-16,2.220446049250313e-16
903,4.440892098500626e-16,4.440892098500626e-16
904,2.220446049250313e-16,2.220446049250313e-16
905,1.1102230246251565e-16,2.220446049250313e-16
906,1.1102230246251565e-16,2.220446049250313e-16
907,1.6653345369377348e-16,2.220446049250313e-16
908,5.551115123125783e-16,4.440892098500626e-16
909,1.1102230246251565e-16,1.1102230246251565e-16
910,5.551115123125783e-17,2.220446049250313e-16
911,2.220446049250313e-16,2.220446049250313e-16
912,2.220446049250313e-16,2.220446049250313e-16
913,1.6653345369377348e-16,2.220446049250313e-16
914,1.1102230246251565e-16,2.220446049250313e-16
915,1.6653345369377348e-16,3.3306690738754696e-16
916,5.551115123125783e-17,2.220446049250313e-16
917,5.551115123125783e-17,2.220446049250313e-16
918,5.551115123125783e-17,2.220446049250313e-16
919,1.6653345369377348e-16,2.220446049250313e-16
920,2.220446049250313e-16,4.440892098500626e-16
921,3.3306690738754696e-16,2.220446049250313e-16
922,3.3306690738754696e-16,5.551115123125783e-16
923,1.1102230246251565e-16,4.440892098500626e-16
924,2.220446049250313e-16,4.440892098500626e-16
925,5.551115123125783e-16,4.440892098500626e-16
926,1.1102230246251565e-16,0.0
927,5.551115123125783e-17,2.220446049250313e-16
928,3.3306690738754696e-16,4.440892098500626e-16
929,1.1102230246251565e-16,2.220446049250313e-16
930,3.3306690738754696e-16,4.440892098500626e-16
931,1.1102230246251565e-16,0.0
932,3.3306690738754696e-16,4.440892098500626e-16
933,1.1102230246251565e-16,2.220446049250313e-16
934,1.1102230246251565e-16,2.220446049250313e-16
935,3.3306690738754696e-16,4.440892098500626e-16
936,1.6653345369377348e-16,2.220446049250313e-16
937,1.6653345369377348e-16,2.220446049250313e-16
938,1.1102230246251565e-16,2.220446049250313e-16
939,8.326672684688674e-17,3.3306690738754696e-16
940,5.551115123125783e-17,1.1102230246251565e-16
941,1.1102230246251565e-16,2.220446049250313e-16
942,4.440892098500626e-16,4.440892098500626e-16
943,1.1102230246251565e-16,2.220446049250313e-16
944,1.1102230246251565e-16,0.0
945,2.7755575615628914e-16,4.440892098500626e-16
946,1.1102230246251565e-16,2.220446049250313e-16
947,2.220446049250313e-16,2.220446049250313e-16
948,1.1102230246251565e-16,2.220446049250313e-16
949,2.220446049250313e-16,4.440892098500626e-16
950,1.1102230246251565e-16,0.0
951,2.220446049250313e-16,2.220446049250313e-16
952,1.1102230246251565e-16,0.0
953,1.6653345369377348e-16,2.220446049250313e-16
954,2.220446049250313e-16,2.220446049250313e-16
955,5.551115123125783e-17,0.0
956,1.1102230246251565e-16,2.220446049250313e-16
957,1.1102230246251565e-16,1.1102230246251565e-16
958,3.3306690738754696e-16,3.3306690738754696e-16
959,1.1102230246251565e-16,2.220446049250313e-16
960,3.3306690738754696e-16,4.440892098500626e-16
961,2.7755575615628914e-16,2.220446049250313e-16
962,1.1102230246251565e-16,2.220446049250313e-16
963,1.1102230246251565e-16,3.3306690738754696e-16
964,4.440892098500626e-16,2.220446049250313e-16
965,1.1102230246251565e-16,2.220446049250313e-16
966,2.220446049250313e-16,1.1102230246251565e-16
967,8.326672684688674e-17,2.220446049250313e-16
968,2.220446049250313e-16,4.440892098500626e-16
969,3.3306690738754696e-16,4.440892098500626e-16
970,7.771561172376096e-16,6.661338147750939e-16
971,3.3306690738754696e-16,3.3306690738754696e-16
972,5.551115123125783e-17,2.220446049250313e-16
973,1.1102230246251565e-16,2.220446049250313e-16
974,1.1102230246251565e-16,0.0
975,1.1102230246251565e-16,1.1102230246251565e-16
976,1.1102230246251565e-16,4.440892098500626e-16
977,1.6653345369377348e-16,2.220446049250313e-16
978,1.1102230246251565e-16,2.220446049250313e-16
979,5.551115123125783e-17,2.220446049250313e-16
980,5.551115123125783e-17,2.220446049250313e-16
981,4.440892098500626e-16,4.440892098500626e-16
982,1.1102230246251565e-16,2.220446049250313e-16
983,1.1102230246251565e-16,1.1102230246251565e-16
984,1.1102230246251565e-16,2.220446049250313e-16
985,2.220446049250313e-16,1.1102230246251565e-16
986,1.6653345369377348e-16,2.220446049250313e-16
987,1.1102230246251565e-16,2.220446049250313e-16
988,1.6653345369377348e-16,3.3306690738754696e-16
989,1.6653345369377348e-16,2.220446049250313e-16
990,1.1102230246251565e-16,2.220446049250313e-16
991,2.220446049250313e-16,0.0
992,3.3306690738754696e-16,2.220446049250313e-16
993,1.1102230246251565e-16,2.220446049250313e-16
994,2.220446049250313e-16,2.220446049250313e-16
995,2.220446049250313e-16,2.220446049250313e-16
996,1.1102230246251565e-16,2.220446049250313e-16
997,1.1102230246251565e-16,2.220446049250313e-16
998,1.1102230246251565e-16,2.220446049250313e-16
999,3.3306690738754696e-16,4.440892098500626e-16
1000,1.1102230246251565e-16,3.3306690738754696e-16
1001,8.326672684688674e-17,2.220446049250313e-16
1002,1.6653345369377348e-16,4.440892098500626e-16
1003,2.220446049250313e-16,0.0
1004,2.220446049250313e-16,0.0
1005,2.220446049250313e-16,1.1102230246251565e-16
1006,3.3306690738754696e-16,4.440892098500626e-16
1007,1.6653345369377348e-16,2.220446049250313e-16
1008,2.220446049250313e-16,0.0
1009,3.3306690738754696e-16,3.3306690738754696e-16
1010,3.3306690738754696e-16,4.440892098500626e-16
1011,1.1102230246251565e-16,1.1102230246251565e-16
1012,2.220446049250313e-16,2.220446049250313e-16
1013,1.1102230246251565e-16,2.220446049250313e-16
1014,1.1102230246251565e-16,1.1102230246251565e-16
1015,2.7755575615628914e-16,2.220446049250313e-16
1016,5.551115123125783e-17,2.220446049250313e-16
1017,3.3306690738754696e-16,3.3306690738754696e-16
1018,1.1102230246251565e-16,2.220446049250313e-16
1019,2.220446049250313e-16,3.3306690738754696e-16
1020,8.326672684688674e-17,2.220446049250313e-16
1021,1.1102230246251565e-16,2.220446049250313e-16
1022,2.7755575615628914e-16,2.220446049250313e-16
1023,1.6653345369377348e-16,2.220446049250313e-16
1024,5.551115123125783e-17,2.220446049250313e-16
1025,2.220446049250313e-16,2.220446049250313e-16
1026,1.1102230246251565e-16,0.0
1027,1.1102230246251565e-16,3.3306690738754696e-16
1028,8.326672684688674e-17,2.220446049250313e-16
1029,1.1102230246251565e-16,2.220446049250313e-16
1030,1.6653345369377348e-16,3.3306690738754696e-16
1031,1.1102230246251565e-16,2.220446049250313e-16
1032,1.1102230246251565e-16,2.220446049250313e-16
1033,2.220446049250313e-16,4.440892098500626e-16
1034,1.1102230246251565e-16,2.220446049250313e-16
1035,1.1102230246251565e-16,4.440892098500626e-16
1036,1.6653345369377348e-16,0.0
1037,2.220446049250313e-16,4.440892098500626e-16
1038,1.1102230246251565e-16,2.220446049250313e-16
1039,2.7755575615628914e-16,2.220446049250313e-16
1040,4.440892098500626e-16,5.551115123125783e-16
1041,1.1102230246251565e-16,1.1102230246251565e-16
1042,3.3306690738754696e-16,6.661338147750939e-16
1043,5.551115123125783e-17,0.0
1044,1.6653345369377348e-16,2.220446049250313e-16
1045,2.220446049250313e-16,2.220446049250313e-16
1046,2.220446049250313e-16,2.220446049250313e-16
1047,1.1102230246251565e-16,0.0
1048,1.6653345369377348e-16,2.220446049250313e-16
1049,5.551115123125783e-17,1.1102230246251565e-16
1050,1.1102230246251565e-16,2.220446049250313e-16
1051,1.6653345369377348e-16,1.1102230246251565e-16
1052,5.551115123125783e-17,2.220446049250313e-16
1053,2.220446049250313e-16,4.440892098500626e-16
1054,1.1102230246251565e-16,0.0
1055,3.3306690738754696e-16,4.440892098500626e-16
1056,4.440892098500626e-16,4.440892098500626e-16
1057,3.3306690738754696e-16,6.661338147750939e-16
1058,1.1102230246251565e-16,4.440892098500626e-16
1059,5.551115123125783e-16,4.440892098500626e-16
1060,1.1102230246251565e-16,2.220446049250313e-16
1061,1.1102230246251565e-16,0.0
1062,5.551115123125783e-17,2.220446049250313e-16
1063,5.551115123125783e-17,2.220446049250313e-16
1064,2.220446049250313e-16,2.220446049250313e-16
1065,3.3306690738754696e-16,2.220446049250313e-16
1066,1.1102230246251565e-16,2.220446049250313e-16
1067,5.551115123125783e-17,1.1102230246251565e-16
1068,8.326672684688674e-17,2.220446049250313e-16
1069,1.6653345369377348e-16,2.220446049250313e-16
1070,1.1102230246251565e-16,4.440892098500626e-16
1071,2.220446049250313e-16,2.220446049250313e-16
1072,4.440892098500626e-16,4.440892098500626e-16
1073,1.1102230246251565e-16,4.440892098500626e-16
1074,3.3306690738754696e-16,0.0
1075,1.1102230246251565e-16,2.220446049250313e-16
1076,1.1102230246251565e-16,2.220446049250313e-16
1077,1.1102230246251565e-16,0.0
1078,5.551115123125783e-17,1.1102230246251565e-16
1079,5.551115123125783e-17,2.220446049250313e-16
1080,2.7755575615628914e-16,4.440892098500626e-16
1081,1.6653345369377348e-16,2.220446049250313e-16
1082,1.6653345369377348e-16,3.3306690738754696e-16
1083,2.220446049250313e-16,2.220446049250313e-16
1084,1.6653345369377348e-16,2.220446049250313e-16
1085,3.3306690738754696e-16,4.440892098500626e-16
1086,5.551115123125783e-17,2.220446049250313e-16
1087,1.1102230246251565e-16,2.220446049250313e-16
1088,5.551115123125783e-17,2.220446049250313e-16
1089,1.1102230246251565e-16,1.1102230246251565e-16
1090,5.551115123125783e-17,2.220446049250313e-16
1091,1.1102230246251565e-16,2.220446049250313e-16
1092,1.6653345369377348e-16,1.1102230246251565e-16
1093,1.1102230246251565e-16,2.220446049250313e-16
1094,1.1102230246251565e-16,2.220446049250313e-16
1095,1.1102230246251565e-16,2.220446049250313e-16
1096,1.1102230246251565e-16,4.440892098500626e-16
1097,8.326672684688674e-17,0.0
1098,5.551115123125783e-16,2.220446049250313e-16
1099,5.551115123125783e-17,1.1102230246251565e-16
1100,1.1102230246251565e-16,2.220446049250313e-16
1101,2.220446049250313e-16,2.220446049250313e-16
1102,2.220446049250313e-16,6.661338147750939e-16
1103,3.3306690738754696e-16,4.440892098500626e-16
1104,1.1102230246251565e-16,2.220446049250313e-16
1105,1.1102230246251565e-16,2.220446049250313e-16
1106,1.6653345369377348e-16,4.440892098500626e-16
1107,1.3877787807814457e-16,2.220446049250313e-16
1108,1.1102230246251565e-16,2.220446049250313e-16
1109,1.1102230246251565e-16,2.220446049250313e-16
1110,5.551115123125783e-17,2.220446049250313e-16
1111,5.551115123125783e-17,1.1102230246251565e-16
1112,1.6653345369377348e-16,2.220446049250313e-16
1113,1.6653345369377348e-16,2.220446049250313e-16
1114,1.1102230246251565e-16,2.220446049250313e-16
1115,1.6653345369377348e-16,0.0
1116,2.220446049250313e-16,3.3306690738754696e-16
1117,1.1102230246251565e-16,2.220446049250313e-16
1118,3.3306690738754696e-16,2.220446049250313e-16
1119,2.7755575615628914e-16,3.3306690738754696e-16
1120,2.7755575615628914e-16,2.220446049250313e-16
1121,5.551115123125783e-17,2.220446049250313e-16
1122,1.1102230246251565e-16,4.440892098500626e-16
1123,1.1102230246251565e-16,1.1102230246251565e-16
1124,1.1102230246251565e-16,2.220446049250313e-16
1125,1.1102230246251565e-16,1.1102230246251565e-16
1126,3.3306690738754696e-16,8.881784197001252e-16
1127,5.551115123125783e-17,2.220446049250313e-16
1128,3.3306690738754696e-16,4.440892098500626e-16
1129,1.1102230246251565e-16,0.0
1130,1.1102230246251565e-16,2.220446049250313e-16
1131,1.1102230246251565e-16,3.3306690738754696e-16
1132,3.3306690738754696e-16,2.220446049250313e-16
1133,1.1102230246251565e-16,2.220446049250313e-16
1134,1.1102230246251565e-16,2.220446049250313e-16
1135,8.326672684688674e-17,3.3306690738754696e-16
1136,1.6653345369377348e-16,2.220446049250313e-16
1137,5.551115123125783e-17,2.220446049250313e-16
1138,1.1102230246251565e-16,3.3306690738754696e-16
