sample_index,maximum_flow_aggregation_error,maximum_macro_row_sum_error
301,1.6653345369377348e-16,2.220446049250313e-16
302,1.942890293094024e-16,2.220446049250313e-16
303,1.1102230246251565e-16,2.220446049250313e-16
304,5.551115123125783e-17,0.0
305,2.220446049250313e-16,1.1102230246251565e-16
306,4.440892098500626e-16,4.440892098500626e-16
307,3.3306690738754696e-16,4.440892098500626e-16
308,1.1102230246251565e-16,2.220446049250313e-16
309,3.3306690738754696e-16,4.440892098500626e-16
310,3.885780586188048e-16,3.3306690738754696e-16
311,1.1102230246251565e-16,1.1102230246251565e-16
312,1.1102230246251565e-16,1.1102230246251565e-16
313,1.1102230246251565e-16,2.220446049250313e-16
314,4.440892098500626e-16,4.440892098500626e-16
315,5.551115123125783e-17,2.220446049250313e-16
316,5.551115123125783e-17,2.220446049250313e-16
317,2.220446049250313e-16,2.220446049250313e-16
318,1.6653345369377348e-16,2.220446049250313e-16
319,3.3306690738754696e-16,5.551115123125783e-16
320,1.1102230246251565e-16,2.220446049250313e-16
321,8.326672684688674e-17,2.220446049250313e-16
322,2.220446049250313e-16,4.440892098500626e-16
323,1.1102230246251565e-16,2.220446049250313e-16
324,2.220446049250313e-16,2.220446049250313e-16
325,1.1102230246251565e-16,2.220446049250313e-16
326,1.6653345369377348e-16,4.440892098500626e-16
327,1.1102230246251565e-16,3.3306690738754696e-16
328,1.1102230246251565e-16,2.220446049250313e-16
329,1.1102230246251565e-16,2.220446049250313e-16
330,1.6653345369377348e-16,2.220446049250313e-16
331,1.1102230246251565e-16,0.0
332,2.220446049250313e-16,3.3306690738754696e-16
333,1.1102230246251565e-16,2.220446049250313e-16
334,2.220446049250313e-16,2.220446049250313e-16
335,1.1102230246251565e-16,2.220446049250313e-16
336,2.220446049250313e-16,0.0
337,1.1102230246251565e-16,2.220446049250313e-16
338,8.326672684688674e-17,2.220446049250313e-16
339,1.1102230246251565e-16,2.220446049250313e-16
340,5.551115123125783e-17,2.220446049250313e-16
341,1.1102230246251565e-16,2.220446049250313e-16
342,1.6653345369377348e-16,2.220446049250313e-16
343,2.220446049250313e-16,4.440892098500626e-16
344,1.1102230246251565e-16,2.220446049250313e-16
345,2.220446049250313e-16,2.220446049250313e-16
346,1.1102230246251565e-16,2.220446049250313e-16
347,2.220446049250313e-16,2.220446049250313e-16
348,5.551115123125783e-17,3.3306690738754696e-16
349,1.1102230246251565e-16,2.220446049250313e-16
350,2.220446049250313e-16,4.440892098500626e-16
351,2.220446049250313e-16,2.220446049250313e-16
