sample_index,maximum_count_measure_error
1037,5.551115123125783e-17
1038,2.7755575615628914e-17
1039,5.551115123125783e-17
1040,1.3877787807814457e-17
1041,0.0
1042,0.0
1043,5.551115123125783e-17
1044,6.938893903907228e-18
1045,1.3877787807814457e-17
1046,1.3877787807814457e-17
1047,5.551115123125783e-17
1048,2.7755575615628914e-17
1049,0.0
1050,2.7755575615628914e-17
1051,5.551115123125783e-17
1052,2.7755575615628914e-17
1053,1.3877787807814457e-17
1054,2.7755575615628914e-17
1055,2.7755575615628914e-17
1056,2.7755575615628914e-17
1057,1.3877787807814457e-17
1058,2.7755575615628914e-17
1059,2.7755575615628914e-17
1060,2.7755575615628914e-17
1061,2.7755575615628914e-17
1062,5.551115123125783e-17
1063,1.3877787807814457e-17
1064,2.7755575615628914e-17
1065,1.3877787807814457e-17
1066,1.3877787807814457e-17
1067,0.0
1068,5.551115123125783e-17
1069,2.7755575615628914e-17
1070,1.3877787807814457e-17
1071,1.1102230246251565e-16
1072,0.0
1073,2.7755575615628914e-17
1074,1.3877787807814457e-17
1075,5.551115123125783e-17
1076,2.7755575615628914e-17
1077,0.0
1078,0.0
1079,1.3877787807814457e-17
1080,2.7755575615628914e-17
1081,5.551115123125783e-17
1082,0.0
1083,0.0
1084,2.7755575615628914e-17
