sample_index,maximum_count_measure_error
1085,2.7755575615628914e-17
1086,5.551115123125783e-17
1087,5.551115123125783e-17
1088,2.7755575615628914e-17
1089,2.7755575615628914e-17
1090,1.3877787807814457e-17
1091,2.7755575615628914e-17
1092,2.7755575615628914e-17
1093,5.551115123125783e-17
1094,5.551115123125783e-17
1095,2.7755575615628914e-17
1096,0.0
1097,2.7755575615628914e-17
1098,2.7755575615628914e-17
1099,0.0
1100,5.551115123125783e-17
1101,1.3877787807814457e-17
1102,2.7755575615628914e-17
1103,2.7755575615628914e-17
1104,1.1102230246251565e-16
1105,1.3877787807814457e-17
1106,5.551115123125783e-17
1107,1.3877787807814457e-17
1108,2.7755575615628914e-17
1109,2.7755575615628914e-17
1110,2.7755575615628914e-17
1111,2.7755575615628914e-17
1112,1.3877787807814457e-17
1113,2.7755575615628914e-17
1114,1.3877787807814457e-17
1115,1.1102230246251565e-16
1116,0.0
1117,1.1102230246251565e-16
1118,2.7755575615628914e-17
1119,2.7755575615628914e-17
1120,2.7755575615628914e-17
1121,2.7755575615628914e-17
1122,2.7755575615628914e-17
1123,0.0
1124,5.551115123125783e-17
1125,2.7755575615628914e-17
1126,2.7755575615628914e-17
1127,0.0
1128,5.551115123125783e-17
1129,5.551115123125783e-17
1130,0.0
1131,0.0
1132,1.3877787807814457e-17
1133,2.7755575615628914e-17
1134,2.7755575615628914e-17
1135,1.3877787807814457e-17
1136,2.7755575615628914e-17
1137,1.3877787807814457e-17
1138,0.0
1139,2.7755575615628914e-17
1140,0.0
1141,5.551115123125783e-17
1142,1.3877787807814457e-17
1143,2.7755575615628914e-17
1144,1.3877787807814457e-17
1145,1.1102230246251565e-16
1146,2.7755575615628914e-17
1147,2.7755575615628914e-17
1148,1.3877787807814457e-17
1149,1.3877787807814457e-17
1150,5.551115123125783e-17
1151,2.7755575615628914e-17
1152,5.551115123125783e-17
1153,2.7755575615628914e-17
1154,2.7755575615628914e-17
1155,2.7755575615628914e-17
1156,2.7755575615628914e-17
1157,2.7755575615628914e-17
1158,5.551115123125783e-17
1159,2.7755575615628914e-17
1160,2.7755575615628914e-17
1161,5.551115123125783e-17
1162,2.7755575615628914e-17
1163,2.7755575615628914e-17
1164,5.551115123125783e-17
1165,1.3877787807814457e-17
1166,2.7755575615628914e-17
1167,1.3877787807814457e-17
1168,2.7755575615628914e-17
1169,5.551115123125783e-17
1170,5.551115123125783e-17
1171,5.551115123125783e-17
1172,2.7755575615628914e-17
1173,5.551115123125783e-17
1174,2.7755575615628914e-17
1175,6.938893903907228e-18
1176,0.0
1177,0.0
1178,2.7755575615628914e-17
1179,5.551115123125783e-17
1180,6.938893903907228e-18
1181,2.7755575615628914e-17
1182,0.0
1183,1.3877787807814457e-17
1184,5.551115123125783e-17
1185,5.551115123125783e-17
1186,5.551115123125783e-17
1187,0.0
1188,5.551115123125783e-17
1189,6.938893903907228e-18
1190,1.3877787807814457e-17
1191,0.0
1192,2.7755575615628914e-17
1193,5.551115123125783e-17
1194,1.3877787807814457e-17
1195,2.7755575615628914e-17
1196,2.7755575615628914e-17
1197,0.0
1198,2.7755575615628914e-17
1199,5.551115123125783e-17
1200,2.7755575615628914e-17
1201,2.7755575615628914e-17
1202,1.3877787807814457e-17
1203,5.551115123125783e-17
1204,1.3877787807814457e-17
1205,2.7755575615628914e-17
1206,0.0
1207,2.7755575615628914e-17
1208,1.3877787807814457e-17
1209,1.1102230246251565e-16
1210,6.938893903907228e-18
1211,2.7755575615628914e-17
1212,2.7755575615628914e-17
1213,5.551115123125783e-17
1214,2.7755575615628914e-17
1215,1.3877787807814457e-17
1216,1.3877787807814457e-17
1217,2.7755575615628914e-17
1218,2.7755575615628914e-17
1219,0.0
1220,2.7755575615628914e-17
1221,1.3877787807814457e-17
1222,5.551115123125783e-17
1223,2.7755575615628914e-17
1224,2.7755575615628914e-17
1225,5.551115123125783e-17
1226,2.7755575615628914e-17
1227,2.7755575615628914e-17
1228,2.7755575615628914e-17
1229,5.551115123125783e-17
1230,2.7755575615628914e-17
1231,0.0
1232,5.551115123125783e-17
1233,2.7755575615628914e-17
1234,2.7755575615628914e-17
1235,2.7755575615628914e-17
1236,5.551115123125783e-17
1237,0.0
1238,2.7755575615628914e-17
1239,5.551115123125783e-17
1240,2.7755575615628914e-17
1241,5.551115123125783e-17
1242,2.7755575615628914e-17
1243,1.3877787807814457e-17
1244,5.551115123125783e-17
1245,5.551115123125783e-17
1246,0.0
1247,5.551115123125783e-17
1248,2.7755575615628914e-17
1249,2.7755575615628914e-17
1250,1.3877787807814457e-17
1251,2.7755575615628914e-17
1252,2.7755575615628914e-17
1253,0.0
1254,5.551115123125783e-17
1255,5.551115123125783e-17
1256,0.0
1257,2.7755575615628914e-17
1258,2.7755575615628914e-17
1259,2.7755575615628914e-17
1260,5.551115123125783e-17
1261,4.163336342344337e-17
1262,0.0
1263,5.551115123125783e-17
1264,6.938893903907228e-18
1265,5.551115123125783e-17
1266,5.551115123125783e-17
1267,0.0
1268,2.7755575615628914e-17
1269,1.3877787807814457e-17
1270,2.7755575615628914e-17
1271,1.3877787807814457e-17
1272,2.7755575615628914e-17
1273,2.7755575615628914e-17
1274,5.551115123125783e-17
1275,2.7755575615628914e-17
1276,2.7755575615628914e-17
1277,6.938893903907228e-18
1278,2.7755575615628914e-17
1279,1.3877787807814457e-17
1280,2.7755575615628914e-17
1281,2.7755575615628914e-17
1282,5.551115123125783e-17
1283,0.0
1284,5.551115123125783e-17
1285,2.7755575615628914e-17
1286,5.551115123125783e-17
1287,2.7755575615628914e-17
1288,6.938893903907228e-18
1289,0.0
1290,2.7755575615628914e-17
1291,5.551115123125783e-17
1292,0.0
1293,1.3877787807814457e-17
1294,2.7755575615628914e-17
1295,2.7755575615628914e-17
1296,0.0
1297,1.3877787807814457e-17
1298,2.7755575615628914e-17
1299,1.3877787807814457e-17
1300,0.0
1301,2.7755575615628914e-17
1302,2.7755575615628914e-17
1303,5.551115123125783e-17
1304,1.3877787807814457e-17
1305,2.7755575615628914e-17
1306,2.7755575615628914e-17
1307,2.7755575615628914e-17
1308,2.7755575615628914e-17
1309,5.551115123125783e-17
1310,0.0
1311,5.551115123125783e-17
1312,2.7755575615628914e-17
1313,2.7755575615628914e-17
1314,5.551115123125783e-17
1315,1.3877787807814457e-17
1316,5.551115123125783e-17
1317,0.0
1318,1.3877787807814457e-17
1319,2.7755575615628914e-17
1320,0.0
1321,5.551115123125783e-17
1322,2.7755575615628914e-17
1323,0.0
1324,2.7755575615628914e-17
1325,2.7755575615628914e-17
1326,2.7755575615628914e-17
1327,2.7755575615628914e-17
1328,2.7755575615628914e-17
1329,2.7755575615628914e-17
1330,5.551115123125783e-17
1331,1.3877787807814457e-17
1332,0.0
1333,2.7755575615628914e-17
1334,5.551115123125783e-17
1335,1.3877787807814457e-17
1336,0.0
1337,5.551115123125783e-17
1338,2.7755575615628914e-17
1339,2.7755575615628914e-17
1340,1.3877787807814457e-17
1341,0.0
1342,0.0
1343,2.7755575615628914e-17
1344,5.551115123125783e-17
1345,2.7755575615628914e-17
1346,0.0
1347,1.3877787807814457e-17
1348,2.7755575615628914e-17
1349,0.0
1350,5.551115123125783e-17
1351,5.551115123125783e-17
1352,0.0
1353,1.3877787807814457e-17
1354,1.3877787807814457e-17
1355,5.551115123125783e-17
1356,1.3877787807814457e-17
1357,1.3877787807814457e-17
1358,1.3877787807814457e-17
1359,5.551115123125783e-17
1360,2.7755575615628914e-17
1361,0.0
1362,2.7755575615628914e-17
1363,2.7755575615628914e-17
1364,2.7755575615628914e-17
1365,5.551115123125783e-17
1366,1.3877787807814457e-17
1367,1.3877787807814457e-17
1368,2.7755575615628914e-17
1369,0.0
1370,2.7755575615628914e-17
1371,5.551115123125783e-17
1372,1.3877787807814457e-17
1373,0.0
1374,2.7755575615628914e-17
1375,5.551115123125783e-17
1376,2.7755575615628914e-17
1377,0.0
1378,5.551115123125783e-17
1379,1.3877787807814457e-17
1380,1.3877787807814457e-17
1381,2.7755575615628914e-17
1382,2.7755575615628914e-17
1383,1.3877787807814457e-17
1384,2.7755575615628914e-17
1385,1.3877787807814457e-17
1386,2.7755575615628914e-17
1387,2.7755575615628914e-17
1388,1.1102230246251565e-16
1389,1.3877787807814457e-17
1390,2.7755575615628914e-17
1391,2.7755575615628914e-17
1392,2.7755575615628914e-17
1393,2.7755575615628914e-17
1394,5.551115123125783e-17
1395,2.7755575615628914e-17
1396,2.7755575615628914e-17
1397,2.7755575615628914e-17
1398,2.7755575615628914e-17
1399,2.7755575615628914e-17
1400,5.551115123125783e-17
1401,2.7755575615628914e-17
1402,2.7755575615628914e-17
1403,2.7755575615628914e-17
1404,1.3877787807814457e-17
1405,2.7755575615628914e-17
1406,2.7755575615628914e-17
1407,2.7755575615628914e-17
1408,2.7755575615628914e-17
1409,1.3877787807814457e-17
1410,1.3877787807814457e-17
1411,5.551115123125783e-17
1412,0.0
1413,1.3877787807814457e-17
1414,5.551115123125783e-17
1415,1.3877787807814457e-17
1416,2.7755575615628914e-17
1417,2.7755575615628914e-17
1418,1.3877787807814457e-17
1419,0.0
1420,2.7755575615628914e-17
1421,2.7755575615628914e-17
1422,2.7755575615628914e-17
1423,2.7755575615628914e-17
1424,2.7755575615628914e-17
1425,5.551115123125783e-17
1426,1.3877787807814457e-17
1427,0.0
1428,2.7755575615628914e-17
1429,0.0
1430,2.7755575615628914e-17
1431,2.7755575615628914e-17
1432,2.7755575615628914e-17
1433,2.7755575615628914e-17
1434,2.7755575615628914e-17
1435,0.0
1436,2.7755575615628914e-17
1437,2.7755575615628914e-17
1438,5.551115123125783e-17
1439,2.7755575615628914e-17
1440,2.7755575615628914e-17
1441,2.7755575615628914e-17
1442,0.0
1443,1.3877787807814457e-17
1444,3.469446951953614e-18
1445,1.3877787807814457e-17
1446,1.3877787807814457e-17
1447,2.7755575615628914e-17
1448,5.551115123125783e-17
1449,5.551115123125783e-17
1450,0.0
1451,1.3877787807814457e-17
1452,5.551115123125783e-17
1453,2.7755575615628914e-17
1454,5.551115123125783e-17
1455,2.7755575615628914e-17
1456,2.7755575615628914e-17
1457,2.7755575615628914e-17
1458,5.551115123125783e-17
1459,5.551115123125783e-17
1460,1.3877787807814457e-17
1461,2.7755575615628914e-17
1462,1.3877787807814457e-17
1463,2.7755575615628914e-17
1464,5.551115123125783e-17
1465,1.3877787807814457e-17
1466,1.3877787807814457e-17
1467,2.7755575615628914e-17
1468,2.7755575615628914e-17
1469,1.3877787807814457e-17
1470,1.3877787807814457e-17
1471,0.0
1472,5.551115123125783e-17
1473,1.3877787807814457e-17
1474,5.551115123125783e-17
1475,0.0
1476,2.7755575615628914e-17
1477,2.7755575615628914e-17
1478,2.7755575615628914e-17
1479,2.7755575615628914e-17
1480,2.7755575615628914e-17
1481,5.551115123125783e-17
1482,1.3877787807814457e-17
1483,5.551115123125783e-17
1484,1.3877787807814457e-17
1485,1.3877787807814457e-17
1486,2.7755575615628914e-17
1487,2.7755575615628914e-17
1488,2.7755575615628914e-17
1489,5.551115123125783e-17
1490,1.3877787807814457e-17
1491,5.551115123125783e-17
1492,2.7755575615628914e-17
1493,3.469446951953614e-18
1494,1.3877787807814457e-17
1495,2.7755575615628914e-17
1496,1.3877787807814457e-17
1497,1.3877787807814457e-17
1498,0.0
1499,5.551115123125783e-17
1500,2.7755575615628914e-17
1501,1.3877787807814457e-17
1502,2.7755575615628914e-17
1503,0.0
1504,2.7755575615628914e-17
1505,1.3877787807814457e-17
1506,1.3877787807814457e-17
1507,1.3877787807814457e-17
1508,1.3877787807814457e-17
1509,5.551115123125783e-17
1510,0.0
1511,2.7755575615628914e-17
1512,2.7755575615628914e-17
1513,1.3877787807814457e-17
1514,4.163336342344337e-17
1515,0.0
1516,5.551115123125783e-17
1517,2.7755575615628914e-17
1518,2.7755575615628914e-17
1519,5.551115123125783e-17
1520,2.7755575615628914e-17
1521,6.938893903907228e-18
1522,0.0
1523,2.7755575615628914e-17
1524,5.551115123125783e-17
1525,6.938893903907228e-18
1526,2.7755575615628914e-17
1527,1.3877787807814457e-17
1528,1.3877787807814457e-17
1529,5.551115123125783e-17
1530,2.7755575615628914e-17
1531,2.7755575615628914e-17
1532,1.1102230246251565e-16
1533,0.0
1534,2.7755575615628914e-17
1535,2.7755575615628914e-17
1536,2.7755575615628914e-17
1537,0.0
1538,2.7755575615628914e-17
1539,2.7755575615628914e-17
1540,2.7755575615628914e-17
1541,5.551115123125783e-17
1542,0.0
1543,1.3877787807814457e-17
1544,0.0
1545,2.7755575615628914e-17
1546,2.7755575615628914e-17
1547,2.7755575615628914e-17
1548,5.551115123125783e-17
1549,2.7755575615628914e-17
1550,2.7755575615628914e-17
1551,5.551115123125783e-17
1552,2.7755575615628914e-17
1553,5.551115123125783e-17
1554,0.0
1555,5.551115123125783e-17
1556,1.1102230246251565e-16
1557,2.7755575615628914e-17
1558,2.7755575615628914e-17
1559,2.7755575615628914e-17
1560,2.7755575615628914e-17
1561,1.3877787807814457e-17
1562,2.7755575615628914e-17
1563,2.7755575615628914e-17
1564,2.7755575615628914e-17
1565,2.7755575615628914e-17
1566,1.3877787807814457e-17
1567,2.7755575615628914e-17
1568,2.7755575615628914e-17
1569,2.7755575615628914e-17
1570,0.0
1571,2.7755575615628914e-17
1572,2.7755575615628914e-17
1573,2.7755575615628914e-17
1574,2.7755575615628914e-17
1575,0.0
1576,2.7755575615628914e-17
1577,1.3877787807814457e-17
1578,1.3877787807814457e-17
1579,2.7755575615628914e-17
1580,5.551115123125783e-17
1581,0.0
1582,0.0
1583,2.7755575615628914e-17
1584,2.7755575615628914e-17
1585,2.7755575615628914e-17
1586,5.551115123125783e-17
1587,5.551115123125783e-17
1588,2.7755575615628914e-17
1589,2.7755575615628914e-17
1590,5.551115123125783e-17
1591,5.551115123125783e-17
1592,2.7755575615628914e-17
1593,2.7755575615628914e-17
1594,5.551115123125783e-17
1595,2.7755575615628914e-17
1596,0.0
1597,6.938893903907228e-18
1598,0.0
1599,2.7755575615628914e-17
1600,5.551115123125783e-17
1601,2.7755575615628914e-17
1602,5.551115123125783e-17
1603,2.7755575615628914e-17
1604,2.7755575615628914e-17
1605,1.3877787807814457e-17
1606,5.551115123125783e-17
1607,2.7755575615628914e-17
1608,1.3877787807814457e-17
1609,1.3877787807814457e-17
1610,0.0
1611,5.551115123125783e-17
1612,0.0
1613,2.7755575615628914e-17
1614,2.7755575615628914e-17
1615,2.7755575615628914e-17
1616,2.7755575615628914e-17
1617,1.3877787807814457e-17
1618,1.1102230246251565e-16
1619,5.551115123125783e-17
1620,5.551115123125783e-17
1621,2.7755575615628914e-17
1622,0.0
1623,0.0
1624,5.551115123125783e-17
1625,2.7755575615628914e-17
1626,0.0
1627,1.1102230246251565e-16
1628,2.7755575615628914e-17
1629,2.7755575615628914e-17
1630,1.3877787807814457e-17
1631,5.551115123125783e-17
1632,2.7755575615628914e-17
1633,2.7755575615628914e-17
1634,5.551115123125783e-17
1635,5.551115123125783e-17
1636,1.3877787807814457e-17
1637,5.551115123125783e-17
1638,0.0
1639,0.0
1640,5.551115123125783e-17
1641,1.3877787807814457e-17
1642,2.7755575615628914e-17
1643,0.0
1644,1.3877787807814457e-17
1645,1.3877787807814457e-17
1646,5.551115123125783e-17
1647,1.3877787807814457e-17
1648,2.7755575615628914e-17
1649,2.7755575615628914e-17
1650,5.551115123125783e-17
1651,2.7755575615628914e-17
1652,5.551115123125783e-17
1653,2.7755575615628914e-17
1654,1.3877787807814457e-17
1655,2.7755575615628914e-17
1656,5.551115123125783e-17
1657,2.7755575615628914e-17
1658,5.551115123125783e-17
1659,5.551115123125783e-17
1660,0.0
1661,5.551115123125783e-17
1662,0.0
1663,5.551115123125783e-17
1664,5.551115123125783e-17
1665,2.7755575615628914e-17
1666,1.3877787807814457e-17
1667,2.7755575615628914e-17
1668,2.7755575615628914e-17
1669,5.551115123125783e-17
1670,5.551115123125783e-17
1671,2.7755575615628914e-17
1672,2.7755575615628914e-17
1673,5.551115123125783e-17
1674,1.3877787807814457e-17
1675,3.469446951953614e-18
1676,2.7755575615628914e-17
1677,5.551115123125783e-17
1678,2.7755575615628914e-17
1679,2.7755575615628914e-17
1680,2.7755575615628914e-17
1681,2.7755575615628914e-17
1682,2.7755575615628914e-17
1683,2.7755575615628914e-17
1684,1.3877787807814457e-17
1685,0.0
1686,5.551115123125783e-17
1687,0.0
1688,0.0
1689,1.3877787807814457e-17
1690,2.7755575615628914e-17
1691,2.7755575615628914e-17
1692,2.7755575615628914e-17
1693,0.0
1694,2.7755575615628914e-17
1695,5.551115123125783e-17
1696,5.551115123125783e-17
1697,5.551115123125783e-17
1698,2.7755575615628914e-17
1699,0.0
1700,2.7755575615628914e-17
1701,2.7755575615628914e-17
1702,5.551115123125783e-17
1703,2.7755575615628914e-17
1704,0.0
1705,2.7755575615628914e-17
1706,2.7755575615628914e-17
1707,2.7755575615628914e-17
1708,1.3877787807814457e-17
1709,0.0
1710,5.551115123125783e-17
1711,2.7755575615628914e-17
1712,5.551115123125783e-17
1713,2.7755575615628914e-17
1714,2.7755575615628914e-17
1715,5.551115123125783e-17
1716,5.551115123125783e-17
1717,5.551115123125783e-17
1718,3.469446951953614e-18
1719,2.7755575615628914e-17
1720,5.551115123125783e-17
1721,2.7755575615628914e-17
1722,2.7755575615628914e-17
1723,2.7755575615628914e-17
1724,0.0
1725,5.551115123125783e-17
1726,5.551115123125783e-17
1727,2.7755575615628914e-17
1728,0.0
1729,0.0
1730,1.3877787807814457e-17
1731,0.0
1732,2.7755575615628914e-17
1733,2.7755575615628914e-17
1734,2.7755575615628914e-17
1735,5.551115123125783e-17
1736,2.7755575615628914e-17
1737,2.7755575615628914e-17
1738,2.7755575615628914e-17
1739,2.7755575615628914e-17
1740,1.3877787807814457e-17
1741,1.3877787807814457e-17
1742,5.551115123125783e-17
1743,0.0
1744,2.7755575615628914e-17
1745,1.3877787807814457e-17
1746,5.551115123125783e-17
1747,2.7755575615628914e-17
1748,2.7755575615628914e-17
1749,2.7755575615628914e-17
1750,1.3877787807814457e-17
1751,5.551115123125783e-17
1752,2.7755575615628914e-17
1753,1.3877787807814457e-17
1754,5.551115123125783e-17
1755,1.1102230246251565e-16
1756,5.551115123125783e-17
1757,1.3877787807814457e-17
1758,2.7755575615628914e-17
1759,2.7755575615628914e-17
1760,2.7755575615628914e-17
1761,2.7755575615628914e-17
1762,2.7755575615628914e-17
1763,1.3877787807814457e-17
1764,2.7755575615628914e-17
1765,5.551115123125783e-17
1766,5.551115123125783e-17
1767,0.0
1768,2.7755575615628914e-17
1769,2.7755575615628914e-17
1770,1.3877787807814457e-17
1771,0.0
1772,1.3877787807814457e-17
1773,2.7755575615628914e-17
1774,2.7755575615628914e-17
1775,0.0
1776,0.0
1777,2.7755575615628914e-17
1778,5.551115123125783e-17
1779,1.3877787807814457e-17
1780,2.7755575615628914e-17
1781,6.938893903907228e-18
1782,5.551115123125783e-17
1783,5.551115123125783e-17
1784,5.551115123125783e-17
1785,0.0
1786,2.7755575615628914e-17
1787,0.0
1788,5.551115123125783e-17
1789,2.7755575615628914e-17
1790,1.3877787807814457e-17
1791,2.7755575615628914e-17
1792,1.3877787807814457e-17
1793,1.3877787807814457e-17
1794,2.7755575615628914e-17
1795,1.3877787807814457e-17
1796,2.7755575615628914e-17
1797,1.3877787807814457e-17
1798,1.3877787807814457e-17
1799,1.3877787807814457e-17
1800,0.0
1801,5.551115123125783e-17
1802,5.551115123125783e-17
1803,1.3877787807814457e-17
1804,1.3877787807814457e-17
1805,1.734723475976807e-18
1806,5.551115123125783e-17
1807,2.7755575615628914e-17
1808,0.0
1809,0.0
1810,5.551115123125783e-17
1811,1.3877787807814457e-17
1812,0.0
1813,2.7755575615628914e-17
1814,1.1102230246251565e-16
1815,1.3877787807814457e-17
1816,0.0
1817,2.7755575615628914e-17
1818,2.7755575615628914e-17
1819,1.3877787807814457e-17
1820,6.938893903907228e-18
1821,2.7755575615628914e-17
1822,2.7755575615628914e-17
1823,0.0
1824,2.7755575615628914e-17
1825,2.7755575615628914e-17
1826,0.0
1827,2.7755575615628914e-17
1828,2.7755575615628914e-17
1829,5.551115123125783e-17
1830,5.551115123125783e-17
1831,6.938893903907228e-18
1832,0.0
1833,0.0
1834,2.7755575615628914e-17
1835,2.7755575615628914e-17
1836,2.7755575615628914e-17
1837,2.7755575615628914e-17
1838,5.551115123125783e-17
1839,1.1102230246251565e-16
1840,5.551115123125783e-17
1841,0.0
1842,2.7755575615628914e-17
1843,1.3877787807814457e-17
1844,2.7755575615628914e-17
1845,2.7755575615628914e-17
1846,5.551115123125783e-17
1847,2.7755575615628914e-17
1848,2.7755575615628914e-17
1849,0.0
1850,1.3877787807814457e-17
1851,1.3877787807814457e-17
1852,2.7755575615628914e-17
1853,2.7755575615628914e-17
1854,1.3877787807814457e-17
1855,2.7755575615628914e-17
1856,1.3877787807814457e-17
1857,2.7755575615628914e-17
1858,5.551115123125783e-17
1859,2.7755575615628914e-17
1860,1.3877787807814457e-17
1861,1.3877787807814457e-17
1862,2.7755575615628914e-17
1863,2.7755575615628914e-17
1864,2.7755575615628914e-17
1865,5.551115123125783e-17
1866,2.7755575615628914e-17
1867,0.0
1868,1.3877787807814457e-17
1869,5.551115123125783e-17
1870,0.0
1871,2.7755575615628914e-17
1872,6.938893903907228e-18
1873,2.7755575615628914e-17
1874,2.7755575615628914e-17
1875,5.551115123125783e-17
1876,2.7755575615628914e-17
1877,2.7755575615628914e-17
1878,5.551115123125783e-17
1879,0.0
1880,2.7755575615628914e-17
1881,2.7755575615628914e-17
1882,0.0
1883,2.7755575615628914e-17
1884,2.7755575615628914e-17
1885,1.3877787807814457e-17
1886,5.551115123125783e-17
1887,2.7755575615628914e-17
1888,2.7755575615628914e-17
1889,5.551115123125783e-17
1890,1.3877787807814457e-17
1891,2.7755575615628914e-17
1892,2.7755575615628914e-17
1893,5.551115123125783e-17
1894,2.7755575615628914e-17
1895,2.7755575615628914e-17
1896,5.551115123125783e-17
1897,0.0
1898,1.3877787807814457e-17
1899,1.3877787807814457e-17
1900,2.7755575615628914e-17
1901,2.7755575615628914e-17
1902,0.0
1903,2.7755575615628914e-17
1904,2.7755575615628914e-17
1905,2.7755575615628914e-17
1906,5.551115123125783e-17
1907,1.3877787807814457e-17
1908,2.7755575615628914e-17
1909,2.7755575615628914e-17
1910,5.551115123125783e-17
1911,2.7755575615628914e-17
1912,2.7755575615628914e-17
1913,2.7755575615628914e-17
1914,6.938893903907228e-18
1915,2.7755575615628914e-17
1916,1.1102230246251565e-16
1917,5.551115123125783e-17
1918,1.3877787807814457e-17
1919,5.551115123125783e-17
1920,2.7755575615628914e-17
1921,5.551115123125783e-17
1922,0.0
1923,2.7755575615628914e-17
1924,2.7755575615628914e-17
1925,1.3877787807814457e-17
1926,5.551115123125783e-17
1927,5.551115123125783e-17
1928,2.7755575615628914e-17
1929,2.7755575615628914e-17
1930,2.7755575615628914e-17
1931,2.7755575615628914e-17
1932,1.3877787807814457e-17
1933,2.7755575615628914e-17
1934,5.551115123125783e-17
1935,5.551115123125783e-17
1936,5.551115123125783e-17
1937,0.0
1938,5.551115123125783e-17
1939,2.7755575615628914e-17
1940,5.551115123125783e-17
1941,5.551115123125783e-17
1942,0.0
1943,0.0
1944,5.551115123125783e-17
1945,2.7755575615628914e-17
1946,0.0
1947,2.7755575615628914e-17
1948,1.3877787807814457e-17
1949,1.3877787807814457e-17
1950,1.3877787807814457e-17
1951,0.0
1952,0.0
1953,1.3877787807814457e-17
1954,3.469446951953614e-18
1955,0.0
1956,2.7755575615628914e-17
1957,5.551115123125783e-17
1958,2.7755575615628914e-17
1959,2.7755575615628914e-17
1960,2.7755575615628914e-17
1961,2.7755575615628914e-17
1962,1.1102230246251565e-16
1963,5.551115123125783e-17
1964,2.7755575615628914e-17
1965,2.7755575615628914e-17
1966,2.7755575615628914e-17
1967,5.551115123125783e-17
1968,5.551115123125783e-17
1969,5.551115123125783e-17
1970,2.7755575615628914e-17
1971,1.3877787807814457e-17
1972,2.7755575615628914e-17
1973,1.3877787807814457e-17
1974,5.551115123125783e-17
1975,5.551115123125783e-17
1976,2.7755575615628914e-17
1977,5.551115123125783e-17
1978,5.551115123125783e-17
1979,0.0
1980,5.551115123125783e-17
1981,5.551115123125783e-17
1982,0.0
1983,5.551115123125783e-17
1984,0.0
1985,6.938893903907228e-18
1986,2.7755575615628914e-17
1987,5.551115123125783e-17
1988,1.3877787807814457e-17
1989,1.3877787807814457e-17
1990,2.7755575615628914e-17
1991,5.551115123125783e-17
1992,0.0
1993,5.551115123125783e-17
1994,1.3877787807814457e-17
1995,2.7755575615628914e-17
1996,1.3877787807814457e-17
1997,2.7755575615628914e-17
1998,2.7755575615628914e-17
1999,1.3877787807814457e-17
