sample_index,macro_count,first_total_leaves,second_total_leaves,counting_measure_tv
109,17,214,183,0.2780246156988918
110,13,156,178,0.27261596081820805
111,13,182,119,0.4078862314156432
112,14,168,184,0.22541407867494825
113,7,75,106,0.40150943396226413
114,15,150,221,0.22205128205128205
115,3,35,11,0.22337662337662334
116,4,62,43,0.2835708927231808
117,7,97,106,0.2574401867340984
118,16,223,244,0.22800117621112992
119,14,137,177,0.3191471813270651
120,3,39,63,0.27228327228327226
121,4,45,77,0.30331890331890327
122,4,55,63,0.028860028860028877
123,15,216,192,0.29282407407407407
124,13,186,156,0.3325062034739454
125,9,132,116,0.3557993730407523
126,16,231,184,0.33403914925654055
127,6,69,67,0.290936621241618
128,10,121,133,0.3289629031255825
129,4,44,46,0.23023715415019763
130,10,125,111,0.26969369369369367
131,17,189,168,0.44510582010582006
132,12,132,161,0.3338509316770186
133,15,183,176,0.32945230998509684
134,9,129,101,0.3170619387520147
135,6,89,97,0.13274643808641262
136,13,186,156,0.22766749379652604
137,16,255,204,0.31470588235294117
138,3,17,53,0.3684794672586015
139,10,125,154,0.19345454545454543
140,15,153,183,0.3352619736419158
141,14,189,149,0.282695926991229
142,6,67,77,0.4260515603799186
143,6,75,112,0.40714285714285714
144,8,122,126,0.17967733541504033
145,9,100,116,0.11896551724137933
146,7,74,61,0.28998670801949494
147,3,44,34,0.23529411764705882
148,10,149,146,0.3825043670129631
149,4,48,27,0.2222222222222222
150,13,153,179,0.31883740460802573
151,16,162,229,0.35449350369292143
152,15,146,157,0.25194136637291686
153,12,136,108,0.24101307189542487
154,4,55,66,0.33333333333333337
155,8,91,102,0.3791208791208791
156,4,53,40,0.33726415094339623
157,6,57,77,0.30485304169514693
158,16,209,255,0.21816305469556244
159,16,204,176,0.35962566844919786
160,11,171,140,0.3197994987468671
161,4,31,60,0.32419354838709674
162,10,123,130,0.2800500312695435
163,13,152,173,0.21596440523273502
164,6,80,108,0.1509259259259259
165,6,96,91,0.21646062271062272
166,6,60,79,0.25696202531645573
167,7,90,78,0.34188034188034183
168,14,141,131,0.3035569270748741
169,11,172,152,0.2758567931456548
170,7,89,100,0.2555056179775281
171,9,125,130,0.29692307692307696
172,10,109,114,0.2658136166103332
173,13,205,188,0.3420342501297354
174,7,90,64,0.24652777777777773
175,10,131,115,0.3292399601725855
176,11,122,131,0.34188462019772237
177,12,88,123,0.31273096821877316
178,4,46,48,0.12771739130434784
179,8,91,108,0.3619251119251119
180,8,116,98,0.3921534130893737
181,4,63,79,0.1348201727948563
182,4,66,27,0.5774410774410774
183,12,128,128,0.3125
184,17,176,220,0.32840909090909093
185,5,65,43,0.40393559928443656
186,3,65,64,0.021153846153846162
187,5,67,58,0.2038085434894493
188,11,159,181,0.24302442753396575
189,13,212,120,0.3723270440251572
190,3,23,10,0.20434782608695654
191,6,100,62,0.23612903225806453
192,10,146,103,0.30974863678680675
193,7,86,111,0.3481039178713597
194,4,46,46,0.32608695652173914
195,11,142,122,0.24567074578619258
196,5,59,58,0.13120981881940383
197,11,142,166,0.3609367045647378
198,14,165,220,0.2909090909090909
199,9,111,124,0.25864574251671024
200,15,195,167,0.38697988638108394
201,7,64,74,0.29856418918918914
202,4,55,52,0.2776223776223776
203,13,158,153,0.25692893191031685
204,7,115,93,0.37699859747545583
205,4,74,23,0.1310223266745006
206,13,183,193,0.22305274781279194
207,5,79,94,0.1420684082951791
208,3,39,40,0.014102564102564115
209,3,30,34,0.13725490196078433
210,12,137,138,0.20697133185232203
211,12,129,153,0.326797385620915
212,9,114,141,0.2625979843225084
213,17,167,230,0.28091642801353817
214,6,64,84,0.35044642857142855
215,13,149,179,0.340294702110907
216,10,166,144,0.24774096385542166
217,7,74,133,0.19335500914448278
218,5,55,71,0.22663252240717033
219,16,206,220,0.27082965578111207
220,11,105,145,0.35467980295566504
221,6,58,62,0.5417130144605117
222,9,148,90,0.2573573573573573
223,3,45,39,0.4273504273504274
224,6,64,105,0.18169642857142856
225,3,53,33,0.01772441395082902
226,6,91,54,0.2798127798127798
227,17,253,227,0.30473089446466195
228,17,188,194,0.2751699934196095
229,8,96,96,0.45833333333333337
230,8,85,123,0.32166427546628407
231,5,61,53,0.2381688833900402
232,7,59,104,0.3396349413298566
233,13,140,149,0.23326941514860977
234,11,137,113,0.2675537755958917
235,10,57,133,0.42857142857142855
236,3,20,46,0.3695652173913043
237,17,221,244,0.30381648245679105
238,17,245,228,0.2955424274973147
239,11,155,163,0.20407678606768256
240,16,225,168,0.3588888888888889
241,6,62,54,0.2216248506571087
242,5,64,69,0.38881340579710144
243,15,173,179,0.41912358316918
244,3,48,40,0.35000000000000003
245,5,83,65,0.284708063021316
246,14,226,180,0.29660766961651913
247,8,105,88,0.22532467532467532
248,16,279,195,0.2806727322856355
249,8,100,123,0.2602439024390244
250,9,100,134,0.2797014925373134
251,17,202,206,0.3409112755935788
252,8,100,89,0.3392134831460674
253,8,92,126,0.39579020013802624
254,16,194,230,0.3069923800986105
255,14,132,184,0.20866271409749668
256,9,135,105,0.14708994708994708
257,16,179,298,0.3202167147838476
258,10,77,144,0.34325396825396826
259,13,115,145,0.32053973013493253
260,15,185,178,0.3641360461585181
261,7,91,94,0.20271218143558567
262,10,127,96,0.45054133858267714
263,9,106,122,0.3912774512836375
264,15,187,156,0.29007267242561363
265,3,29,49,0.3553835327234342
266,4,40,76,0.11710526315789475
267,15,189,148,0.4563134563134563
268,16,222,231,0.26406926406926406
269,16,226,223,0.225088297154649
270,13,132,152,0.34609250398724084
271,15,207,135,0.403220611916264
272,12,129,157,0.34903471090702615
273,15,202,199,0.22317030698044676
274,9,125,84,0.3252380952380952
275,3,56,44,0.288961038961039
276,4,53,37,0.07700152983171853
277,12,98,136,0.4185174069627851
278,4,69,54,0.18357487922705315
279,12,148,130,0.2933471933471934
280,7,74,100,0.27297297297297296
281,9,147,135,0.20846560846560847
282,9,107,113,0.407493176743032
