sample_index,macro_count,first_total_leaves,second_total_leaves,counting_measure_tv
1763,17,152,248,0.35505093378607816
1764,13,214,189,0.12681105671759876
1765,3,12,54,0.19444444444444442
1766,3,46,41,0.2857900318133616
1767,8,119,98,0.3043217286914766
1768,6,90,51,0.39019607843137255
1769,6,86,58,0.31234963913392144
1770,6,86,78,0.21765056648777578
1771,13,163,166,0.38872052627688675
1772,15,239,242,0.22013209308758944
1773,3,13,37,0.2785862785862786
1774,15,192,174,0.23617097701149425
1775,17,166,215,0.33477164471840853
1776,11,131,170,0.33547373147732373
1777,7,56,77,0.3051948051948052
1778,8,110,91,0.276023976023976
1779,11,163,131,0.4112302720929143
1780,4,73,32,0.23886986301369864
1781,6,78,99,0.4207459207459207
1782,14,155,161,0.3436986575836506
1783,14,192,167,0.34484156686626743
1784,6,81,103,0.1512645331415558
1785,5,71,77,0.21163343698554968
1786,3,26,32,0.0745192307692308
1787,10,102,114,0.5025799793601651
1788,11,169,139,0.2366438210378443
1789,11,147,90,0.36643990929705217
1790,6,67,71,0.26466260248055495
1791,13,145,144,0.27988505747126435
1792,4,65,59,0.17940026075619298
1793,10,100,127,0.3867716535433071
1794,12,158,146,0.2305358071787758
1795,12,128,130,0.1997596153846154
1796,10,137,137,0.3284671532846715
1797,14,144,163,0.3916155419222904
1798,12,152,156,0.23279352226720645
1799,9,120,138,0.33949275362318837
1800,5,42,53,0.35579514824797837
1801,7,97,91,0.3953778180582304
1802,8,108,133,0.2543859649122807
1803,5,41,44,0.3891352549889135
1804,14,200,168,0.3092857142857143
1805,4,66,69,0.1831357048748353
1806,12,174,134,0.44801852804940817
1807,17,173,201,0.38518390705432376
1808,7,71,70,0.3468812877263582
1809,16,186,196,0.2598749177090191
1810,12,131,121,0.31827644943536687
1811,14,157,134,0.3355356973096302
1812,11,140,131,0.33456924754634676
1813,5,50,60,0.33666666666666667
1814,12,132,165,0.393939393939394
1815,4,65,45,0.3811965811965812
1816,7,134,89,0.1669461680362234
1817,14,176,134,0.4018826322930801
1818,5,59,53,0.22161816437480014
1819,6,101,90,0.12211221122112209
1820,3,11,55,0.2545454545454545
1821,4,34,54,0.3246187363834423
1822,8,120,92,0.2260869565217391
1823,4,31,49,0.46675444371296904
1824,10,131,151,0.2768818563267782
1825,16,184,144,0.3626207729468599
1826,12,179,166,0.2384061385205627
1827,7,96,134,0.31825248756218905
1828,11,105,109,0.2845784185233727
1829,16,152,180,0.3796783625730994
1830,17,222,257,0.30867248571528727
1831,7,78,96,0.4487179487179487
1832,4,47,81,0.14998686629892305
1833,4,61,48,0.4672131147540984
1834,16,187,199,0.31811463735791257
1835,9,88,75,0.3593939393939393
1836,9,61,142,0.23758947125375202
1837,12,126,127,0.3843269591301087
1838,7,97,61,0.4231874260605036
1839,10,117,99,0.3962703962703963
1840,13,151,139,0.276954595264186
1841,8,116,100,0.26827586206896553
1842,14,156,145,0.35817860300618926
1843,15,157,238,0.31528662420382164
1844,6,53,71,0.21392505979271859
1845,15,199,204,0.25716819391073015
1846,5,63,33,0.30447330447330445
1847,13,157,128,0.30772292993630573
1848,13,178,153,0.31835205992509363
1849,11,109,160,0.2784977064220184
1850,13,157,172,0.2557398903866094
1851,8,93,78,0.5450785773366418
1852,15,121,161,0.43339664288280894
1853,12,88,124,0.45454545454545453
1854,10,135,122,0.28676381299332115
1855,9,147,123,0.23593827775012444
1856,5,73,72,0.048706240487062395
1857,11,83,110,0.4556407447973713
1858,14,173,150,0.3616955684007707
1859,9,142,111,0.21824641542951403
1860,5,64,68,0.12040441176470586
1861,15,216,194,0.23701794578083235
1862,15,212,162,0.3492313067784766
1863,17,181,175,0.36814522494080504
1864,14,154,153,0.23796791443850265
1865,7,71,80,0.48204225352112673
1866,16,191,138,0.27327566583200547
1867,6,98,122,0.15858146537303444
1868,3,58,56,0.13423645320197047
1869,14,203,130,0.300454717696097
1870,6,89,71,0.22709289444532363
1871,6,75,68,0.3298039215686275
1872,10,155,146,0.1681838267786125
1873,14,151,188,0.33179512470057776
1874,4,63,58,0.1893814997263273
1875,4,50,72,0.3127777777777777
1876,3,38,24,0.04385964912280699
1877,15,229,194,0.24573447980912075
1878,12,136,177,0.3115653040877368
1879,17,198,262,0.3466342817487856
1880,6,53,65,0.29608127721335264
1881,9,69,103,0.3956662445476291
1882,6,95,58,0.38076225045372053
1883,7,105,87,0.1619047619047619
1884,15,161,194,0.22907728757123647
1885,6,89,72,0.12531210986267166
1886,13,171,164,0.3467051775780916
1887,7,93,95,0.4474250141482739
1888,16,185,187,0.37196126607891317
1889,16,188,187,0.3019683695528501
1890,12,115,140,0.33850931677018636
1891,15,166,154,0.22852448756063212
1892,16,215,261,0.22364786598948588
1893,6,82,76,0.2509627727856226
1894,9,110,137,0.40418049104180487
1895,10,138,124,0.3652407667134175
1896,6,108,76,0.14619883040935672
1897,16,164,206,0.4160549372484016
1898,4,64,66,0.33712121212121215
1899,15,186,201,0.24458353394318733
1900,15,218,150,0.35608562691131496
1901,14,161,174,0.2984579139001927
1902,14,179,165,0.36698831894362616
1903,8,127,75,0.25175853018372707
1904,4,48,35,0.12202380952380952
1905,4,37,65,0.21829521829521828
1906,16,164,158,0.3328959555418339
1907,16,194,210,0.38237604320078544
1908,12,145,141,0.29562240156517483
1909,8,82,91,0.39359421066738143
1910,3,37,47,0.42955721679125936
1911,11,173,175,0.2521882741535921
1912,13,151,152,0.47202858138724296
1913,4,75,34,0.471764705882353
1914,6,50,84,0.43523809523809526
1915,4,59,52,0.5534550195567145
1916,16,125,203,0.3326896551724138
1917,10,119,117,0.2788192199956906
1918,14,185,207,0.2238673456064761
1919,12,141,159,0.3014853472501004
1920,12,168,129,0.33637873754152825
1921,14,123,180,0.39593495934959355
1922,5,51,53,0.0917499075101739
1923,10,153,127,0.2595851989089599
1924,8,110,131,0.15079805690492715
1925,7,105,92,0.29720496894409937
1926,17,236,203,0.2462219253569341
1927,3,17,39,0.47812971342383104
1928,5,72,36,0.25
1929,15,229,202,0.3469453932292793
1930,17,196,252,0.264172335600907
1931,7,143,77,0.27272727272727276
1932,16,221,184,0.3082333267755263
1933,5,62,83,0.35192382432957636
1934,16,250,185,0.325945945945946
1935,3,37,50,0.21891891891891893
1936,10,108,90,0.37962962962962965
1937,4,47,26,0.23731587561374795
1938,13,173,122,0.35809722353833034
1939,4,34,41,0.27690100430416065
1940,13,135,142,0.2700052164840897
1941,15,164,228,0.2811296534017972
1942,12,169,173,0.3566371378732428
1943,3,32,47,0.13098404255319146
1944,17,212,229,0.27243140809096156
1945,17,214,213,0.36334518011495764
1946,5,48,54,0.48611111111111116
1947,17,189,252,0.33465608465608465
1948,15,191,178,0.2800752985469734
1949,14,184,162,0.28596349973161567
1950,9,123,118,0.3385696568830095
1951,3,28,32,0.1830357142857143
1952,6,78,99,0.2680652680652681
1953,8,103,90,0.2518878101402373
1954,3,39,36,0.2435897435897436
1955,7,66,111,0.35176085176085176
1956,17,187,265,0.3052971445868227
1957,10,104,142,0.4247020585048754
1958,4,61,46,0.44868139700641485
1959,14,164,172,0.41633579126488934
1960,16,202,222,0.30211399518330206
1961,10,137,121,0.20751643843880074
1962,12,156,144,0.25053418803418803
1963,8,106,112,0.2575808625336927
1964,17,249,222,0.27830239878432655
1965,4,37,20,0.28243243243243243
1966,4,45,48,0.30972222222222223
1967,11,165,146,0.26965545869655455
1968,17,208,194,0.2953509119746234
1969,11,104,159,0.38933236574746005
1970,17,154,154,0.4935064935064935
1971,15,170,175,0.24252100840336133
1972,3,21,26,0.31135531135531136
1973,17,253,181,0.23529797130565805
1974,9,83,104,0.48957367933271545
1975,15,187,212,0.3385632125920694
1976,16,216,210,0.37037037037037035
1977,4,51,39,0.2322775263951735
1978,13,226,163,0.26404799391932243
1979,14,184,190,0.280720823798627
1980,10,135,109,0.3293917770981991
1981,15,203,178,0.33469862179664583
1982,8,106,105,0.5546271338724169
1983,9,130,132,0.24382284382284383
1984,5,73,85,0.25382755842062854
1985,13,192,151,0.34499172185430466
1986,11,125,139,0.4617553956834533
1987,6,91,61,0.2374346964510899
1988,14,146,173,0.37196135877741704
1989,14,132,187,0.4371657754010695
1990,5,53,62,0.24863055386488134
1991,9,130,92,0.3749163879598662
1992,4,16,41,0.5792682926829269
1993,13,148,127,0.36518408171951483
1994,3,36,60,0.21111111111111114
1995,8,80,65,0.5557692307692308
1996,3,25,54,0.1096296296296296
1997,10,129,146,0.3095996601890199
1998,5,73,64,0.339041095890411
1999,15,213,167,0.37086390599083524
2000,4,57,66,0.15948963317384368
2001,11,164,115,0.32269353128313893
2002,10,125,116,0.39179310344827584
2003,9,93,138,0.31510051425899954
2004,6,79,91,0.25566838225066074
2005,9,141,99,0.28798624543305396
2006,14,172,205,0.28919455473624506
2007,10,102,134,0.36069651741293535
2008,14,182,128,0.4842891483516484
2009,5,83,90,0.08099062918340028
2010,16,197,155,0.3118388734239397
2011,12,164,145,0.3166947014297729
2012,17,177,185,0.322430905481753
2013,3,26,19,0.08502024291497975
2014,12,125,191,0.27556020942408377
2015,4,44,57,0.25956937799043067
2016,16,197,194,0.21871892825370243
2017,11,131,138,0.33919681380683697
2018,9,109,103,0.3094326177963837
2019,6,38,69,0.11632341723874903
2020,13,98,169,0.29990339330998667
2021,14,205,144,0.3257791327913279
2022,14,167,141,0.24860916464942462
2023,9,103,93,0.24157010126317988
2024,8,96,111,0.24887387387387389
2025,10,144,136,0.23651960784313725
2026,6,51,63,0.4901960784313726
2027,9,127,110,0.3735146743020759
2028,9,82,142,0.45087598763311576
2029,15,194,215,0.24660752817070253
2030,15,161,201,0.25796483421402305
2031,9,132,87,0.3268025078369906
2032,8,127,116,0.29296768938365464
2033,6,69,106,0.20836751435602954
2034,13,162,182,0.22995522995522996
2035,15,148,190,0.4027027027027027
2036,14,205,192,0.31387195121951217
2037,3,26,24,0.21153846153846154
2038,8,147,101,0.24840035023910556
2039,8,83,111,0.3870617605557365
2040,11,141,119,0.25698790154359613
2041,7,78,110,0.2727272727272727
2042,4,28,36,0.15476190476190474
2043,17,241,203,0.3408826114506469
2044,15,264,200,0.22560606060606064
2045,12,129,175,0.27614617940199326
2046,12,165,202,0.2078907890789079
2047,14,143,192,0.35434877622377625
2048,13,188,142,0.27509739286784535
2049,4,55,29,0.3749216300940439
2050,8,87,97,0.3411541651854485
2051,6,79,69,0.24931205283434232
2052,15,208,199,0.3108330112098956
2053,14,200,170,0.2452941176470588
2054,12,110,133,0.2679425837320574
2055,9,137,113,0.40514178670628515
2056,15,192,208,0.23557692307692302
2057,6,87,63,0.4362342638204707
2058,9,115,99,0.42520860781730346
2059,11,142,95,0.3597479614529281
2060,14,193,181,0.3316634700712793
2061,6,82,80,0.29878048780487804
2062,13,199,139,0.2867936806333828
2063,10,156,117,0.3055555555555556
2064,4,44,29,0.21238244514106583
2065,5,50,44,0.45545454545454545
2066,4,26,48,0.5576923076923077
2067,5,80,40,0.6125
2068,13,180,150,0.32999999999999996
2069,10,129,128,0.29263565891472865
2070,6,61,81,0.3092491398502327
2071,4,37,23,0.3396004700352526
2072,5,87,45,0.4911877394636015
2073,9,132,121,0.4559228650137741
2074,3,29,28,0.7536945812807883
2075,4,26,52,0.07692307692307694
2076,3,29,37,0.1537744641192917
2077,16,258,207,0.3601280754971352
2078,6,85,54,0.10697167755991285
2079,15,204,176,0.3854723707664884
2080,3,28,38,0.23120300751879702
2081,8,56,96,0.46875
2082,15,195,168,0.3547619047619048
2083,7,104,77,0.16658341658341658
2084,5,52,72,0.3408119658119658
2085,11,162,101,0.31615939371714946
2086,12,164,177,0.25113683340223236
2087,8,100,107,0.44355140186915887
2088,14,186,195,0.26889991728701407
2089,10,121,150,0.28991735537190083
2090,12,170,130,0.30045248868778285
2091,17,215,158,0.3380629967618487
2092,6,53,58,0.4076122316200391
2093,16,177,210,0.36844229217110575
2094,13,171,169,0.2892141596595038
2095,16,162,223,0.26033881415047333
2096,4,39,38,0.1376518218623482
2097,15,167,157,0.4188184141271597
2098,8,110,87,0.3618599791013585
2099,5,73,60,0.3575342465753425
2100,8,113,113,0.30973451327433627
2101,5,39,74,0.42203742203742206
2102,7,102,102,0.15686274509803924
2103,3,48,35,0.33869047619047615
2104,16,181,237,0.33617735505979435
2105,7,74,76,0.26920341394025604
2106,8,69,93,0.46376811594202894
2107,7,68,81,0.48710965867828615
2108,17,234,169,0.3159105851413544
2109,17,246,181,0.2222970848493015
2110,17,219,182,0.3085955140749661
2111,5,57,99,0.18181818181818182
2112,8,112,92,0.3532608695652174
2113,3,29,39,0.4014146772767463
2114,7,96,59,0.4189618644067797
2115,7,88,82,0.291019955654102
2116,17,204,233,0.30253303037953383
2117,10,139,125,0.3284028776978418
2118,12,142,132,0.3772940674349125
2119,15,182,162,0.30280830280830284
2120,13,182,160,0.3035027472527473
2121,15,253,199,0.19786680437761928
2122,4,72,55,0.255050505050505
2123,14,127,233,0.39403872799161904
2124,13,185,171,0.3523628892049944
2125,11,119,133,0.3339230429013711
2126,5,36,81,0.30246913580246915
2127,12,178,160,0.31608146067415727
2128,15,198,190,0.32137161084529503
2129,16,225,230,0.271304347826087
2130,3,59,27,0.3308223477715003
2131,4,55,56,0.11720779220779218
2132,17,217,205,0.3299763965381589
2133,11,93,151,0.47454247667877236
2134,13,179,144,0.3509466170080695
2135,3,28,28,0.3571428571428572
2136,13,140,148,0.36370656370656373
2137,3,29,46,0.18440779610194902
2138,14,211,189,0.3100127886857744
2139,12,162,170,0.24226579520697164
2140,16,168,190,0.36190476190476195
2141,13,102,183,0.31902925104468016
2142,13,201,112,0.2897565742714997
2143,3,38,30,0.387719298245614
2144,7,69,82,0.3144220572640509
2145,16,230,179,0.21267913529268884
2146,11,154,100,0.37545454545454543
2147,5,71,69,0.2208614002857726
2148,5,73,32,0.31035958904109584
2149,9,103,121,0.2858059857177245
2150,16,218,186,0.31774686790963796
2151,8,107,123,0.2794620469569182
2152,8,82,110,0.33569844789356984
2153,9,102,144,0.2920751633986928
2154,9,126,129,0.33462532299741604
2155,3,31,40,0.2919354838709677
2156,10,153,122,0.4416050573234758
2157,13,176,143,0.3994755244755245
2158,16,151,235,0.3899394110187403
2159,3,36,30,0.0055555555555555775
2160,17,200,219,0.3436073059360731
2161,4,51,68,0.3186274509803922
2162,16,177,223,0.44199538901978663
2163,11,123,106,0.2467402975916551
2164,16,200,221,0.36088235294117643
2165,4,65,37,0.2182952182952183
2166,16,176,249,0.2968692953632713
2167,11,117,133,0.3805668016194332
2168,6,50,43,0.5906976744186047
2169,17,278,170,0.33499788404570463
2170,9,111,95,0.38416311047889995
2171,15,152,196,0.35633727175080565
2172,17,212,218,0.27284922970399866
2173,8,84,85,0.2763305322128851
2174,16,197,168,0.4298404641044235
2175,5,47,72,0.2751182033096926
2176,4,65,47,0.2572831423895254
2177,15,185,177,0.2519163231027638
2178,5,57,55,0.462200956937799
2179,12,183,130,0.27335014712063893
2180,4,61,45,0.2418943533697632
2181,4,26,49,0.39089481946624804
2182,7,116,101,0.1095937179924889
2183,9,97,120,0.18943298969072164
2184,15,169,220,0.2709521247982787
2185,9,91,119,0.23981900452488691
2186,3,30,12,0.29999999999999993
2187,9,65,117,0.2153846153846154
2188,10,150,131,0.22295165394402036
2189,5,38,57,0.6578947368421052
2190,17,211,260,0.36563981042654026
2191,6,89,88,0.29647599591419815
2192,4,20,46,0.23043478260869565
2193,15,167,134,0.5786933595495577
2194,9,94,103,0.28826688700681674
2195,9,79,131,0.48526427674171413
2196,13,167,171,0.3690863886262562
2197,16,221,170,0.34434389140271493
2198,4,54,59,0.21531701192718142
2199,12,154,183,0.35267191824568866
2200,11,155,158,0.2763576970191915
2201,7,113,88,0.19408688656476264
2202,8,102,96,0.32720588235294124
2203,13,137,183,0.3491683618523394
2204,4,65,42,0.2765567765567766
2205,6,68,81,0.4807552650689905
2206,10,112,80,0.4446428571428572
2207,16,219,204,0.3190303518667741
2208,15,213,170,0.24449047224523612
2209,12,180,159,0.2729559748427673
2210,12,113,147,0.4046114020829571
2211,16,196,157,0.3562329390354868
2212,4,64,57,0.1957236842105263
2213,6,91,85,0.2567550096961862
2214,3,36,35,0.1603174603174603
2215,4,45,48,0.5236111111111111
2216,7,94,81,0.3215130023640662
2217,3,51,48,0.14828431372549017
2218,5,29,60,0.32873563218390794
2219,7,101,103,0.22512736710564263
2220,15,178,239,0.3255606224437027
2221,7,106,123,0.20018407731247123
2222,10,128,158,0.13874604430379744
2223,13,182,140,0.41428571428571426
2224,16,236,253,0.22249949755476653
2225,3,40,19,0.5092105263157896
2226,8,94,133,0.2759558470644697
2227,8,63,97,0.378825069546719
2228,14,164,152,0.39714377406931967
2229,4,41,37,0.43704680290046144
2230,5,78,73,0.2787144362486828
2231,12,184,108,0.34057971014492755
2232,13,193,177,0.25309563537367175
2233,16,238,215,0.28471760797342194
2234,14,157,156,0.3161032173771027
2235,9,166,111,0.39189189189189194
2236,11,151,115,0.3103368845378635
2237,5,85,64,0.20091911764705883
2238,3,41,35,0.21533101045296166
2239,16,178,220,0.29846782431052093
2240,8,75,88,0.39878787878787875
2241,5,53,74,0.21953085160632332
2242,15,197,208,0.22181276844982428
2243,6,72,71,0.45402973395931134
2244,4,22,32,0.5085227272727273
2245,4,21,56,0.47619047619047616
2246,4,62,63,0.06221198156682029
2247,11,101,139,0.3764513141961678
2248,3,14,32,0.20982142857142858
2249,3,33,52,0.2791375291375291
2250,11,133,178,0.38109318239418777
2251,7,93,119,0.2636667570253908
2252,12,147,180,0.30136054421768704
2253,8,91,124,0.27729528535980147
2254,6,48,67,0.2431592039800995
2255,4,67,72,0.15526533996683248
2256,7,90,107,0.23727933541017654
2257,5,78,29,0.27144120247568526
2258,13,126,185,0.3244101244101244
2259,7,67,95,0.28389630793401416
2260,4,37,49,0.25923883066740216
2261,9,117,111,0.35366135366135365
2262,9,115,102,0.27791986359761295
2263,5,58,59,0.2635885447106955
2264,16,181,245,0.1877776524974631
2265,11,176,96,0.4128787878787879
2266,11,133,140,0.39624060150375934
2267,12,169,131,0.40128280410135964
2268,12,106,207,0.318521556831647
2269,11,154,147,0.2569573283858998
2270,13,204,199,0.20497093309685685
2271,4,56,37,0.2664092664092664
2272,9,143,90,0.3553224553224553
2273,6,83,67,0.33087574177306245
2274,12,198,112,0.39366883116883117
2275,8,69,78,0.46822742474916396
2276,14,185,202,0.24942467219694942
2277,11,163,159,0.29015703978083884
2278,13,190,171,0.3023391812865497
2279,17,207,200,0.32217391304347825
2280,17,199,171,0.3580475476799201
2281,11,116,89,0.3556760945370012
2282,8,111,96,0.370213963963964
2283,14,149,199,0.2490978381842096
2284,8,110,90,0.2656565656565657
2285,16,217,209,0.30439000727625515
2286,8,70,128,0.3203125
2287,14,192,220,0.2521780303030303
2288,13,170,175,0.2225210084033614
2289,3,23,6,0.28985507246376807
2290,9,95,112,0.36531954887218054
2291,16,199,185,0.2508216759473041
2292,14,176,189,0.19895382395382397
2293,14,164,206,0.4245204830689084
2294,15,180,194,0.3150057273768614
2295,12,120,132,0.38409090909090904
2296,5,51,69,0.289002557544757
2297,13,144,159,0.40317085953878407
2298,10,119,151,0.2950637208525795
2299,14,198,145,0.3738070358760014
2300,8,113,101,0.364584246035223
2301,17,194,223,0.2207942305025195
2302,7,86,108,0.16472868217054265
2303,4,35,32,0.3607142857142857
2304,7,47,82,0.32459782044628954
2305,10,171,99,0.1876661350345561
2306,13,161,124,0.363053496293328
2307,11,143,142,0.241948192652418
2308,10,144,99,0.3933080808080808
2309,16,170,177,0.32874709205716185
2310,15,172,138,0.3641725648803505
2311,7,82,75,0.3240650406504066
2312,5,81,61,0.36267961951022065
2313,4,50,60,0.33333333333333337
2314,16,180,217,0.4058371735791091
2315,4,45,46,0.21400966183574877
2316,15,143,126,0.3315573315573316
2317,17,248,232,0.24694104560622912
2318,7,71,93,0.31894593366651525
2319,16,211,216,0.23725206248902933
2320,8,83,96,0.27660642570281124
2321,4,39,48,0.23878205128205127
2322,15,182,167,0.3620451404882543
2323,17,168,205,0.4036585365853659
2324,7,94,124,0.2544612216884008
2325,15,253,179,0.19977035352308606
2326,6,90,81,0.31234567901234567
2327,7,86,95,0.27392900856793145
2328,8,81,107,0.4854044075227876
2329,9,96,124,0.2674731182795699
2330,4,66,50,0.42666666666666664
2331,16,220,239,0.29486496766831494
2332,9,104,161,0.28457955088389875
2333,17,230,273,0.28840579710144926
2334,6,49,63,0.36507936507936506
2335,15,174,165,0.40041797283176594
2336,8,99,95,0.2586921850079745
2337,9,152,133,0.21334586466165414
2338,5,72,92,0.18961352657004832
2339,3,25,28,0.08857142857142855
2340,3,36,72,0.2777777777777778
2341,14,141,185,0.41426106958021847
2342,14,200,177,0.34861581920903956
2343,13,110,217,0.44428152492668616
2344,16,190,225,0.3785964912280702
2345,13,166,130,0.27961075069508806
2346,13,97,179,0.3335829061798076
2347,11,141,130,0.26257501363884345
2348,3,31,14,0.2603686635944701
2349,8,91,116,0.38755210306934446
2350,17,211,240,0.3043443917851501
2351,9,141,83,0.13159019054943177
2352,10,95,157,0.23560174321153204
2353,15,153,183,0.3937640630022501
2354,9,52,89,0.14174589455488332
2355,12,172,135,0.24776055124892332
2356,3,35,21,0.14285714285714282
2357,10,140,114,0.21027568922305767
2358,14,155,152,0.44070458404074697
2359,15,198,193,0.30666771340346466
2360,8,114,79,0.2996890961581168
2361,5,49,74,0.321842250413679
2362,9,67,94,0.3931406795808194
2363,13,124,156,0.33147229114971055
2364,15,199,222,0.2232332835347911
2365,10,140,147,0.27891156462585037
2366,14,157,131,0.39913453590703546
2367,14,130,145,0.37453580901856764
2368,8,123,94,0.21925272444213803
2369,14,230,179,0.2480689822686422
2370,16,154,151,0.40431753676786786
2371,9,91,99,0.5188145188145188
2372,3,53,40,0.2028301886792453
2373,14,180,184,0.27367149758454107
2374,4,73,49,0.2781660609449259
2375,12,132,126,0.5212842712842713
2376,13,180,210,0.1587301587301587
2377,3,38,47,0.1461366181410974
2378,17,209,229,0.3617141305029147
2379,9,121,127,0.3024663239409124
2380,7,70,75,0.5238095238095237
2381,3,36,46,0.3611111111111111
2382,11,143,113,0.2940776038121171
2383,17,146,264,0.23899958488999584
2384,7,107,77,0.19820366549338514
2385,11,159,80,0.3226415094339623
2386,9,104,107,0.2580877066858375
2387,13,179,179,0.16759776536312848
2388,12,120,196,0.36904761904761907
2389,17,174,226,0.3245854948631879
2390,9,115,139,0.254426024397873
2391,14,215,217,0.24533276176186905
2392,15,175,233,0.2437032495401594
2393,4,68,50,0.24705882352941178
2394,12,189,123,0.2768099109562524
2395,14,230,153,0.2844558113100312
2396,12,154,135,0.26945646945646945
2397,16,182,182,0.456043956043956
2398,4,54,23,0.5289855072463768
2399,5,50,80,0.5475
2400,16,199,195,0.2948073701842546
2401,5,95,52,0.18238866396761133
2402,4,34,53,0.316315205327414
2403,15,184,195,0.3007803790412486
2404,13,160,133,0.2927161654135338
2405,6,73,68,0.43896051571313455
2406,12,160,157,0.22866242038216564
2407,16,271,223,0.221336025019443
2408,10,123,137,0.3280517476707614
2409,8,133,104,0.29641411220358593
2410,7,98,63,0.30952380952380953
2411,4,49,64,0.13998724489795916
2412,3,47,44,0.3544487427466151
2413,3,51,18,0.25816993464052285
2414,3,41,29,0.3052985702270817
2415,11,134,106,0.23739791607997746
2416,14,211,172,0.2724567397773614
2417,14,180,164,0.32289972899728997
2418,16,240,137,0.381021897810219
2419,15,181,173,0.30357998275476633
2420,16,229,197,0.3164498038259482
2421,11,133,128,0.3789356203007519
2422,15,175,213,0.2658350100603622
2423,10,144,102,0.3692810457516339
2424,4,41,75,0.15186991869918698
2425,13,165,185,0.29254709254709255
2426,3,43,23,0.02932254802831142
2427,3,36,70,0.1341269841269841
2428,3,24,17,0.5318627450980392
2429,5,31,81,0.37156511350059734
2430,14,182,207,0.3052503052503052
2431,3,43,38,0.3922888616891065
2432,14,202,175,0.3292503536067892
2433,12,150,181,0.260110497237569
2434,17,221,235,0.23660344661596225
2435,15,164,153,0.39139964929061055
2436,14,216,172,0.2883290267011197
2437,6,77,99,0.3015873015873015
2438,6,82,42,0.33914053426248547
2439,10,170,175,0.19428571428571428
2440,17,169,239,0.31950186922829343
2441,10,143,80,0.5082167832167832
2442,5,75,66,0.33939393939393947
2443,6,74,121,0.2956220683493411
2444,9,106,68,0.4123196448390677
2445,16,121,205,0.2921991533964926
2446,14,174,149,0.40002314279102064
2447,14,215,156,0.3239713774597496
2448,16,184,181,0.37656137400912804
2449,12,146,128,0.3449272260273973
2450,4,46,51,0.4428815004262575
2451,5,54,60,0.4185185185185185
2452,6,63,38,0.3350041771094402
2453,14,192,157,0.3326035031847134
2454,3,19,29,0.14882032667876588
2455,11,73,123,0.48680253925826933
2456,8,109,104,0.2312985179957657
2457,16,232,228,0.18421052631578946
2458,13,194,188,0.2510418951524457
2459,13,128,164,0.3904344512195122
2460,3,31,36,0.5188172043010753
2461,7,92,102,0.159846547314578
2462,9,104,137,0.2980067377877597
2463,7,90,80,0.48333333333333334
2464,15,177,221,0.2299767364572948
2465,10,117,125,0.36670085470085473
2466,8,98,90,0.2920634920634921
2467,13,203,210,0.2955665024630542
2468,15,186,223,0.2004194994937075
2469,13,208,140,0.2517857142857143
2470,14,163,132,0.3512269938650307
2471,17,198,217,0.3395475492249686
2472,5,73,75,0.348675799086758
2473,6,74,99,0.3114933114933115
2474,7,100,78,0.44948717948717953
2475,4,55,54,0.2245791245791246
2476,8,96,98,0.30633503401360546
2477,7,110,72,0.3613636363636364
2478,13,183,207,0.206303951849212
2479,5,82,77,0.15948685460880585
2480,12,102,191,0.351093316907915
2481,3,42,29,0.24055829228243025
2482,6,84,78,0.3791208791208791
2483,7,64,70,0.35133928571428574
2484,11,122,190,0.349525452976704
2485,12,149,117,0.4037170882808466
2486,11,148,141,0.13829787234042554
2487,8,133,105,0.23859649122807017
2488,9,76,85,0.2890092879256966
2489,16,222,160,0.2829954954954955
2490,7,74,68,0.29729729729729726
2491,7,52,102,0.17081447963800903
2492,8,86,65,0.43577817531305907
2493,12,134,154,0.24113200232603216
2494,14,146,136,0.2784045124899275
2495,12,141,176,0.3868471953578337
2496,11,158,108,0.3907641819034224
2497,12,146,141,0.31633148741863404
2498,12,150,134,0.34497512437810945
2499,8,87,113,0.29325602685382973
2500,10,128,110,0.41988636363636356
2501,8,78,115,0.21270903010033443
2502,9,127,123,0.3275718583957493
2503,8,91,92,0.37589584328714765
2504,5,90,59,0.3376647834274953
2505,13,169,97,0.27597145122918315
2506,11,145,124,0.40122358175750833
2507,16,204,232,0.23639283299526706
2508,7,85,101,0.26092020966802565
2509,9,97,125,0.265319587628866
2510,8,117,76,0.3081421502474134
2511,3,38,36,0.12719298245614039
2512,9,126,120,0.18968253968253967
2513,17,184,233,0.3634540026124277
2514,16,173,257,0.33645217156609164
2515,13,199,137,0.4311704507941164
2516,6,78,102,0.1726998491704374
2517,15,182,199,0.33867137887238397
2518,3,35,48,0.22440476190476188
2519,14,171,132,0.34356725146198824
2520,17,163,259,0.35305682544946354
2521,4,30,63,0.2523809523809524
2522,15,186,226,0.4072223808164431
2523,16,166,196,0.41535529874600446
2524,3,37,52,0.3284823284823285
2525,5,59,74,0.06550618415025197
2526,13,189,168,0.24603174603174602
2527,13,184,206,0.13824398480371466
2528,16,180,204,0.5003267973856209
2529,9,154,93,0.24584555229716515
2530,15,231,201,0.2732441687665568
2531,13,168,216,0.343915343915344
2532,12,146,167,0.3154786317775408
2533,10,149,172,0.2494147026689558
2534,10,106,145,0.3761223162003903
2535,16,207,182,0.33622657535701017
2536,14,187,131,0.4051516512225988
2537,12,150,131,0.2935877862595419
2538,16,154,124,0.3480310012568077
2539,14,173,157,0.3725930562203159
2540,17,213,189,0.2292272151427081
