sample_index,macro_count,clone_count,conservative_tv,ontic_branching_tv
736,4,8,0.0,0.47727272727272724
737,14,4,0.0,0.16386554621848742
738,3,4,0.0,0.3333333333333333
739,8,6,0.0,0.33653846153846156
740,7,6,0.0,0.35714285714285715
741,7,5,0.0,0.3116883116883117
742,7,5,0.0,0.3116883116883117
743,18,3,0.0,0.09444444444444439
744,12,5,0.0,0.2291666666666666
745,4,3,0.0,0.25000000000000006
746,8,2,0.0,0.09722222222222224
747,7,5,0.0,0.3116883116883117
748,13,4,0.0,0.1730769230769231
749,13,7,0.0,0.29149797570850206
750,5,5,0.0,0.3555555555555556
751,4,6,0.0,0.41666666666666663
752,5,2,0.0,0.13333333333333336
753,9,7,0.0,0.35555555555555557
754,9,3,0.0,0.1616161616161616
755,5,5,0.0,0.35555555555555557
756,4,4,0.0,0.3214285714285714
757,9,4,0.0,0.22222222222222224
758,11,6,0.0,0.2840909090909091
759,10,5,0.0,0.2571428571428572
760,16,3,0.0,0.10416666666666669
761,3,3,0.0,0.2666666666666666
762,8,4,0.0,0.23863636363636362
763,9,8,0.0,0.38888888888888884
764,19,8,0.0,0.25506072874493924
765,18,6,0.0,0.20531400966183572
766,4,6,0.0,0.41666666666666663
767,14,7,0.0,0.2785714285714286
768,11,2,0.0,0.07575757575757577
769,3,6,0.0,0.41666666666666663
770,18,2,0.0,0.049707602339181284
771,17,2,0.0,0.05228758169934642
772,19,3,0.0,0.09022556390977443
773,17,8,0.0,0.2745098039215686
774,18,4,0.0,0.13492063492063489
775,18,3,0.0,0.09444444444444439
776,4,2,0.0,0.15
777,18,7,0.0,0.23611111111111113
778,4,4,0.0,0.3214285714285714
779,11,6,0.0,0.2840909090909091
780,19,4,0.0,0.12918660287081335
781,10,4,0.0,0.20769230769230773
782,7,5,0.0,0.3116883116883117
783,4,5,0.0,0.375
784,8,7,0.0,0.37500000000000006
785,12,3,0.0,0.13095238095238096
786,16,7,0.0,0.2556818181818181
787,14,6,0.0,0.24436090225563917
788,8,5,0.0,0.29166666666666674
789,8,5,0.0,0.29166666666666674
790,7,2,0.0,0.10714285714285712
791,14,2,0.0,0.061904761904761886
792,12,3,0.0,0.13095238095238096
793,15,3,0.0,0.10980392156862745
794,5,6,0.0,0.39999999999999997
795,14,6,0.0,0.24436090225563917
796,19,8,0.0,0.25506072874493924
797,15,4,0.0,0.1555555555555556
798,15,2,0.0,0.05833333333333333
799,9,7,0.0,0.35555555555555557
800,19,4,0.0,0.12918660287081335
801,19,6,0.0,0.19736842105263155
802,4,8,0.0,0.47727272727272724
803,10,4,0.0,0.20769230769230773
804,19,7,0.0,0.22736842105263158
805,15,4,0.0,0.15555555555555559
806,4,4,0.0,0.3214285714285714
807,14,8,0.0,0.3095238095238096
808,18,3,0.0,0.09444444444444439
809,10,4,0.0,0.20769230769230773
810,19,8,0.0,0.25506072874493924
811,17,3,0.0,0.09907120743034056
812,18,6,0.0,0.20531400966183572
813,7,6,0.0,0.35714285714285715
814,17,3,0.0,0.09907120743034056
815,4,3,0.0,0.25000000000000006
816,17,7,0.0,0.24552429667519182
817,12,6,0.0,0.26960784313725494
818,18,7,0.0,0.23611111111111113
819,5,2,0.0,0.13333333333333336
820,15,8,0.0,0.29696969696969705
821,19,8,0.0,0.25506072874493924
822,5,7,0.0,0.4363636363636364
823,4,7,0.0,0.45
824,8,6,0.0,0.33653846153846156
825,13,2,0.0,0.06593406593406598
826,16,2,0.0,0.05514705882352942
827,18,5,0.0,0.1717171717171717
828,17,5,0.0,0.1792717086834734
829,15,6,0.0,0.2333333333333333
830,15,5,0.0,0.1964912280701754
831,16,3,0.0,0.10416666666666669
832,14,3,0.0,0.11607142857142855
833,14,3,0.0,0.11607142857142855
834,10,6,0.0,0.30000000000000004
835,10,8,0.0,0.37058823529411766
836,5,7,0.0,0.4363636363636364
837,6,3,0.0,0.20833333333333326
838,5,6,0.0,0.39999999999999997
839,3,7,0.0,0.4444444444444445
840,13,7,0.0,0.29149797570850206
841,12,4,0.0,0.18333333333333332
842,19,4,0.0,0.12918660287081335
843,16,3,0.0,0.10416666666666669
844,7,5,0.0,0.3116883116883117
845,4,5,0.0,0.375
846,9,2,0.0,0.08888888888888885
847,10,3,0.0,0.15000000000000002
848,19,6,0.0,0.19736842105263158
849,16,2,0.0,0.05514705882352942
850,4,7,0.0,0.45
851,18,2,0.0,0.049707602339181284
852,5,3,0.0,0.2285714285714286
853,6,4,0.0,0.2777777777777778
854,13,7,0.0,0.29149797570850206
855,5,8,0.0,0.4666666666666667
856,13,8,0.0,0.3230769230769231
857,3,8,0.0,0.4666666666666667
858,8,4,0.0,0.23863636363636362
859,8,7,0.0,0.37500000000000006
860,3,7,0.0,0.4444444444444445
861,18,8,0.0,0.2644444444444444
862,9,5,0.0,0.2735042735042735
863,8,6,0.0,0.33653846153846156
864,5,7,0.0,0.4363636363636364
865,13,7,0.0,0.29149797570850206
866,11,3,0.0,0.13986013986013984
867,16,4,0.0,0.1480263157894737
868,14,5,0.0,0.20634920634920634
869,3,3,0.0,0.2666666666666666
870,16,3,0.0,0.10416666666666669
871,5,4,0.0,0.30000000000000004
872,16,5,0.0,0.1875
873,16,8,0.0,0.28532608695652173
874,8,4,0.0,0.23863636363636362
875,19,5,0.0,0.16475972540045764
876,14,4,0.0,0.1638655462184874
877,7,8,0.0,0.4285714285714285
878,12,6,0.0,0.26960784313725494
879,13,8,0.0,0.3230769230769231
880,15,8,0.0,0.29696969696969705
881,10,7,0.0,0.3375
882,5,2,0.0,0.13333333333333336
883,16,3,0.0,0.10416666666666669
884,5,2,0.0,0.13333333333333336
885,10,3,0.0,0.15000000000000002
886,15,8,0.0,0.29696969696969705
887,15,5,0.0,0.1964912280701754
888,6,8,0.0,0.44871794871794873
889,12,7,0.0,0.3055555555555556
890,9,4,0.0,0.22222222222222224
891,9,5,0.0,0.2735042735042735
892,17,6,0.0,0.213903743315508
893,17,8,0.0,0.2745098039215686
894,11,4,0.0,0.19480519480519484
895,19,4,0.0,0.12918660287081335
896,8,7,0.0,0.37500000000000006
897,7,6,0.0,0.35714285714285715
898,5,5,0.0,0.3555555555555556
899,3,4,0.0,0.3333333333333333
900,8,8,0.0,0.4083333333333333
901,8,5,0.0,0.29166666666666674
902,18,2,0.0,0.049707602339181284
903,16,6,0.0,0.22321428571428573
904,9,4,0.0,0.22222222222222224
905,3,8,0.0,0.4666666666666667
906,10,6,0.0,0.30000000000000004
907,13,8,0.0,0.3230769230769231
908,17,3,0.0,0.09907120743034056
909,16,2,0.0,0.05514705882352942
910,5,8,0.0,0.4666666666666667
911,17,2,0.0,0.05228758169934642
912,3,5,0.0,0.38095238095238093
913,11,6,0.0,0.2840909090909091
914,13,4,0.0,0.1730769230769231
915,5,2,0.0,0.13333333333333336
916,12,3,0.0,0.13095238095238093
917,17,5,0.0,0.1792717086834734
918,5,4,0.0,0.30000000000000004
919,18,2,0.0,0.049707602339181284
920,6,6,0.0,0.3787878787878787
921,16,2,0.0,0.05514705882352942
922,11,7,0.0,0.32085561497326204
923,8,3,0.0,0.175
924,5,2,0.0,0.13333333333333336
925,9,5,0.0,0.2735042735042735
926,10,8,0.0,0.37058823529411766
927,13,5,0.0,0.2171945701357466
928,8,6,0.0,0.33653846153846156
929,12,8,0.0,0.337719298245614
930,19,5,0.0,0.16475972540045764
931,10,3,0.0,0.15000000000000005
932,3,2,0.0,0.16666666666666666
933,7,5,0.0,0.3116883116883117
934,17,4,0.0,0.14117647058823524
935,17,7,0.0,0.24552429667519182
936,9,2,0.0,0.08888888888888885
937,12,5,0.0,0.2291666666666666
938,7,8,0.0,0.4285714285714285
939,8,4,0.0,0.23863636363636362
940,5,6,0.0,0.39999999999999997
941,16,4,0.0,0.1480263157894737
942,3,3,0.0,0.2666666666666666
943,15,7,0.0,0.26666666666666666
944,19,8,0.0,0.25506072874493924
945,3,4,0.0,0.3333333333333333
946,14,2,0.0,0.061904761904761886
947,17,2,0.0,0.05228758169934642
948,14,6,0.0,0.24436090225563917
949,5,2,0.0,0.13333333333333336
950,14,2,0.0,0.061904761904761886
951,7,4,0.0,0.25714285714285706
952,13,7,0.0,0.29149797570850206
953,3,4,0.0,0.3333333333333333
954,7,8,0.0,0.4285714285714285
955,15,3,0.0,0.10980392156862746
956,11,8,0.0,0.35353535353535354
957,3,8,0.0,0.4666666666666667
958,15,7,0.0,0.26666666666666666
959,9,8,0.0,0.38888888888888884
960,13,6,0.0,0.2564102564102565
961,14,8,0.0,0.3095238095238096
962,16,4,0.0,0.1480263157894737
963,6,8,0.0,0.44871794871794873
964,17,6,0.0,0.213903743315508
965,10,5,0.0,0.2571428571428572
966,15,7,0.0,0.26666666666666666
967,18,7,0.0,0.23611111111111113
968,3,5,0.0,0.38095238095238093
969,4,3,0.0,0.25000000000000006
970,13,2,0.0,0.06593406593406598
971,16,3,0.0,0.10416666666666669
972,3,6,0.0,0.41666666666666663
973,6,4,0.0,0.2777777777777778
974,3,2,0.0,0.16666666666666666
975,18,4,0.0,0.13492063492063489
976,11,2,0.0,0.07575757575757577
977,10,3,0.0,0.15000000000000002
978,15,6,0.0,0.2333333333333333
979,19,4,0.0,0.12918660287081335
980,4,7,0.0,0.44999999999999996
981,6,3,0.0,0.20833333333333331
982,6,8,0.0,0.44871794871794873
983,9,7,0.0,0.35555555555555557
984,15,7,0.0,0.26666666666666666
985,17,6,0.0,0.213903743315508
986,13,8,0.0,0.32307692307692315
987,3,7,0.0,0.4444444444444445
988,19,7,0.0,0.22736842105263158
989,19,3,0.0,0.09022556390977443
990,16,3,0.0,0.10416666666666669
991,11,5,0.0,0.24242424242424243
992,11,6,0.0,0.2840909090909091
993,7,4,0.0,0.2571428571428571
994,8,4,0.0,0.23863636363636362
995,4,7,0.0,0.44999999999999996
996,5,7,0.0,0.4363636363636364
997,17,8,0.0,0.2745098039215686
998,9,7,0.0,0.35555555555555557
999,8,3,0.0,0.175
1000,10,7,0.0,0.3375
1001,8,5,0.0,0.29166666666666674
1002,17,2,0.0,0.05228758169934642
1003,18,4,0.0,0.13492063492063489
1004,5,3,0.0,0.2285714285714286
1005,18,4,0.0,0.13492063492063489
1006,9,4,0.0,0.22222222222222224
1007,5,6,0.0,0.39999999999999997
1008,8,8,0.0,0.4083333333333333
1009,10,2,0.0,0.08181818181818183
1010,10,3,0.0,0.15000000000000002
1011,8,8,0.0,0.4083333333333333
1012,14,7,0.0,0.2785714285714286
1013,17,2,0.0,0.05228758169934642
1014,6,5,0.0,0.3333333333333333
1015,7,7,0.0,0.39560439560439553
1016,7,6,0.0,0.35714285714285715
1017,6,3,0.0,0.20833333333333326
1018,6,7,0.0,0.4166666666666667
1019,16,3,0.0,0.10416666666666669
1020,14,5,0.0,0.20634920634920634
1021,14,3,0.0,0.11607142857142855
1022,12,6,0.0,0.26960784313725494
1023,7,8,0.0,0.4285714285714285
1024,13,8,0.0,0.32307692307692315
1025,15,7,0.0,0.2666666666666666
1026,10,3,0.0,0.15000000000000002
1027,4,8,0.0,0.47727272727272724
1028,7,3,0.0,0.19047619047619047
1029,10,4,0.0,0.20769230769230773
1030,11,5,0.0,0.24242424242424243
1031,10,3,0.0,0.15000000000000002
1032,11,7,0.0,0.32085561497326204
1033,9,8,0.0,0.38888888888888884
1034,5,2,0.0,0.13333333333333336
1035,4,2,0.0,0.15
1036,9,4,0.0,0.22222222222222224
1037,5,6,0.0,0.39999999999999997
1038,3,3,0.0,0.2666666666666666
1039,18,3,0.0,0.09444444444444439
1040,17,2,0.0,0.05228758169934642
1041,10,2,0.0,0.08181818181818183
1042,16,4,0.0,0.1480263157894737
1043,7,2,0.0,0.10714285714285712
1044,18,4,0.0,0.13492063492063489
1045,8,6,0.0,0.33653846153846156
1046,15,7,0.0,0.26666666666666666
1047,8,6,0.0,0.33653846153846156
1048,18,5,0.0,0.1717171717171717
1049,5,4,0.0,0.30000000000000004
1050,7,2,0.0,0.10714285714285712
1051,5,3,0.0,0.2285714285714286
1052,5,7,0.0,0.4363636363636364
1053,9,7,0.0,0.35555555555555557
1054,16,4,0.0,0.1480263157894737
1055,6,7,0.0,0.41666666666666674
1056,3,3,0.0,0.2666666666666666
1057,4,2,0.0,0.15
1058,6,3,0.0,0.20833333333333331
1059,12,5,0.0,0.22916666666666663
1060,19,8,0.0,0.25506072874493924
1061,17,7,0.0,0.24552429667519182
1062,4,8,0.0,0.4772727272727273
1063,11,6,0.0,0.2840909090909091
1064,10,5,0.0,0.2571428571428572
1065,18,3,0.0,0.09444444444444439
1066,9,2,0.0,0.08888888888888885
1067,15,8,0.0,0.296969696969697
1068,17,8,0.0,0.2745098039215686
1069,8,3,0.0,0.175
1070,5,4,0.0,0.30000000000000004
1071,8,4,0.0,0.23863636363636362
1072,14,5,0.0,0.20634920634920637
1073,8,4,0.0,0.23863636363636362
1074,10,8,0.0,0.37058823529411766
1075,7,2,0.0,0.10714285714285712
1076,13,8,0.0,0.3230769230769231
1077,5,6,0.0,0.39999999999999997
1078,8,4,0.0,0.23863636363636362
1079,9,6,0.0,0.3174603174603174
1080,7,6,0.0,0.35714285714285715
1081,19,7,0.0,0.22736842105263158
1082,4,8,0.0,0.47727272727272724
1083,17,5,0.0,0.1792717086834734
1084,4,6,0.0,0.41666666666666663
1085,9,5,0.0,0.2735042735042735
1086,3,2,0.0,0.16666666666666666
1087,18,4,0.0,0.13492063492063489
1088,9,6,0.0,0.3174603174603174
1089,6,8,0.0,0.44871794871794873
1090,17,6,0.0,0.213903743315508
1091,8,6,0.0,0.33653846153846156
1092,3,7,0.0,0.4444444444444445
1093,19,8,0.0,0.25506072874493924
1094,13,6,0.0,0.25641025641025644
1095,15,7,0.0,0.26666666666666666
1096,10,6,0.0,0.30000000000000004
1097,16,2,0.0,0.05514705882352942
1098,11,5,0.0,0.24242424242424243
1099,13,2,0.0,0.06593406593406598
1100,9,5,0.0,0.2735042735042735
1101,16,2,0.0,0.05514705882352942
1102,8,7,0.0,0.37500000000000006
1103,15,4,0.0,0.1555555555555556
1104,5,2,0.0,0.13333333333333336
1105,13,8,0.0,0.3230769230769231
1106,19,5,0.0,0.16475972540045764
1107,3,2,0.0,0.16666666666666666
1108,17,7,0.0,0.24552429667519182
1109,14,7,0.0,0.2785714285714286
1110,11,4,0.0,0.19480519480519484
1111,7,5,0.0,0.31168831168831174
1112,3,5,0.0,0.38095238095238093
1113,11,8,0.0,0.35353535353535354
1114,9,4,0.0,0.22222222222222224
1115,17,3,0.0,0.09907120743034056
1116,9,4,0.0,0.22222222222222224
1117,13,4,0.0,0.1730769230769231
1118,18,6,0.0,0.20531400966183572
1119,17,4,0.0,0.14117647058823526
1120,10,6,0.0,0.30000000000000004
1121,19,2,0.0,0.04736842105263153
1122,7,8,0.0,0.4285714285714285
1123,5,4,0.0,0.30000000000000004
1124,10,3,0.0,0.15000000000000002
1125,4,4,0.0,0.3214285714285714
1126,11,2,0.0,0.07575757575757577
1127,5,2,0.0,0.13333333333333336
1128,5,5,0.0,0.3555555555555556
1129,5,7,0.0,0.4363636363636364
1130,7,7,0.0,0.39560439560439553
1131,19,5,0.0,0.16475972540045764
1132,5,4,0.0,0.30000000000000004
1133,18,6,0.0,0.20531400966183572
1134,8,3,0.0,0.175
1135,3,3,0.0,0.2666666666666666
1136,12,5,0.0,0.22916666666666663
1137,15,7,0.0,0.26666666666666666
1138,16,2,0.0,0.05514705882352942
1139,13,5,0.0,0.2171945701357466
1140,14,3,0.0,0.11607142857142855
1141,12,7,0.0,0.3055555555555556
1142,9,4,0.0,0.22222222222222224
1143,12,7,0.0,0.3055555555555556
1144,15,3,0.0,0.10980392156862746
1145,10,4,0.0,0.20769230769230773
1146,10,2,0.0,0.08181818181818183
1147,6,2,0.0,0.11904761904761904
1148,10,3,0.0,0.15000000000000002
1149,15,3,0.0,0.10980392156862746
1150,13,4,0.0,0.1730769230769231
1151,10,7,0.0,0.3375
1152,8,3,0.0,0.175
1153,10,3,0.0,0.15000000000000002
1154,12,2,0.0,0.07051282051282046
1155,4,5,0.0,0.375
1156,9,6,0.0,0.3174603174603174
1157,7,2,0.0,0.10714285714285712
1158,12,6,0.0,0.26960784313725494
1159,12,2,0.0,0.07051282051282046
1160,18,3,0.0,0.09444444444444439
1161,17,4,0.0,0.14117647058823524
1162,11,4,0.0,0.19480519480519484
1163,7,4,0.0,0.2571428571428571
1164,5,5,0.0,0.35555555555555557
1165,8,2,0.0,0.09722222222222224
1166,8,5,0.0,0.29166666666666674
1167,16,7,0.0,0.2556818181818181
1168,9,2,0.0,0.08888888888888885
1169,7,6,0.0,0.35714285714285715
1170,11,6,0.0,0.2840909090909091
1171,4,2,0.0,0.15
1172,19,4,0.0,0.12918660287081335
1173,9,8,0.0,0.38888888888888884
1174,9,6,0.0,0.31746031746031744
1175,19,4,0.0,0.12918660287081335
1176,14,7,0.0,0.2785714285714286
1177,18,7,0.0,0.23611111111111113
1178,18,3,0.0,0.09444444444444439
1179,19,8,0.0,0.25506072874493924
1180,3,6,0.0,0.41666666666666663
1181,6,7,0.0,0.4166666666666667
1182,19,3,0.0,0.09022556390977443
1183,7,3,0.0,0.19047619047619047
1184,4,7,0.0,0.45
1185,8,6,0.0,0.33653846153846156
1186,16,4,0.0,0.1480263157894737
1187,16,3,0.0,0.10416666666666669
1188,10,3,0.0,0.15000000000000002
1189,3,5,0.0,0.38095238095238093
1190,18,8,0.0,0.2644444444444444
1191,10,5,0.0,0.2571428571428572
1192,13,6,0.0,0.25641025641025644
1193,18,7,0.0,0.23611111111111113
1194,5,4,0.0,0.30000000000000004
1195,6,8,0.0,0.44871794871794873
1196,4,2,0.0,0.15
1197,10,3,0.0,0.15000000000000002
1198,7,7,0.0,0.39560439560439553
1199,19,7,0.0,0.22736842105263158
1200,14,8,0.0,0.3095238095238096
1201,16,6,0.0,0.22321428571428573
1202,9,6,0.0,0.3174603174603174
1203,9,6,0.0,0.3174603174603174
1204,6,5,0.0,0.3333333333333333
1205,3,2,0.0,0.16666666666666666
1206,15,7,0.0,0.26666666666666666
1207,9,3,0.0,0.1616161616161616
1208,17,2,0.0,0.05228758169934642
1209,18,5,0.0,0.1717171717171717
1210,15,5,0.0,0.1964912280701754
1211,10,6,0.0,0.30000000000000004
1212,12,5,0.0,0.22916666666666663
1213,18,4,0.0,0.13492063492063489
1214,8,8,0.0,0.4083333333333333
1215,13,4,0.0,0.1730769230769231
1216,6,4,0.0,0.2777777777777778
1217,17,5,0.0,0.1792717086834734
1218,6,6,0.0,0.3787878787878787
1219,18,2,0.0,0.049707602339181284
1220,15,3,0.0,0.10980392156862746
1221,12,8,0.0,0.337719298245614
1222,8,5,0.0,0.29166666666666674
1223,12,3,0.0,0.13095238095238093
1224,19,6,0.0,0.19736842105263155
1225,7,6,0.0,0.35714285714285715
1226,4,2,0.0,0.15
1227,14,6,0.0,0.2443609022556391
1228,19,7,0.0,0.22736842105263158
1229,9,5,0.0,0.2735042735042735
1230,13,7,0.0,0.29149797570850206
1231,15,7,0.0,0.26666666666666666
1232,4,3,0.0,0.25000000000000006
1233,11,4,0.0,0.19480519480519484
1234,6,8,0.0,0.44871794871794873
1235,9,8,0.0,0.38888888888888884
1236,12,8,0.0,0.337719298245614
1237,16,6,0.0,0.22321428571428573
1238,16,2,0.0,0.05514705882352942
1239,6,5,0.0,0.3333333333333333
1240,17,4,0.0,0.14117647058823524
1241,4,8,0.0,0.47727272727272724
1242,12,7,0.0,0.3055555555555556
1243,17,5,0.0,0.1792717086834734
1244,12,2,0.0,0.07051282051282046
1245,4,7,0.0,0.45
1246,13,6,0.0,0.2564102564102565
1247,16,3,0.0,0.10416666666666669
1248,17,6,0.0,0.213903743315508
1249,4,7,0.0,0.44999999999999996
1250,14,7,0.0,0.2785714285714286
1251,17,8,0.0,0.2745098039215686
1252,8,3,0.0,0.175
1253,18,7,0.0,0.23611111111111113
1254,5,6,0.0,0.39999999999999997
1255,18,6,0.0,0.20531400966183572
1256,18,3,0.0,0.09444444444444439
1257,7,3,0.0,0.19047619047619047
1258,11,2,0.0,0.07575757575757577
1259,6,3,0.0,0.20833333333333326
1260,14,6,0.0,0.24436090225563917
1261,17,7,0.0,0.24552429667519182
1262,9,3,0.0,0.1616161616161616
1263,16,4,0.0,0.1480263157894737
1264,8,2,0.0,0.09722222222222224
1265,5,4,0.0,0.30000000000000004
1266,7,7,0.0,0.39560439560439553
1267,11,4,0.0,0.19480519480519481
1268,14,2,0.0,0.061904761904761886
1269,16,8,0.0,0.28532608695652173
1270,13,8,0.0,0.3230769230769231
1271,6,2,0.0,0.11904761904761904
1272,17,3,0.0,0.09907120743034056
1273,6,7,0.0,0.41666666666666674
1274,10,4,0.0,0.20769230769230773
1275,15,7,0.0,0.26666666666666666
1276,13,4,0.0,0.1730769230769231
1277,9,3,0.0,0.1616161616161616
1278,6,4,0.0,0.2777777777777778
1279,5,8,0.0,0.4666666666666667
1280,9,3,0.0,0.1616161616161616
1281,4,6,0.0,0.41666666666666663
1282,13,3,0.0,0.12307692307692314
1283,16,3,0.0,0.10416666666666669
1284,9,2,0.0,0.08888888888888885
1285,11,7,0.0,0.32085561497326204
1286,14,4,0.0,0.16386554621848742
1287,11,4,0.0,0.19480519480519484
1288,17,3,0.0,0.09907120743034056
1289,8,8,0.0,0.4083333333333333
1290,7,8,0.0,0.4285714285714285
1291,3,4,0.0,0.3333333333333333
1292,6,7,0.0,0.4166666666666667
1293,11,3,0.0,0.13986013986013984
1294,12,7,0.0,0.3055555555555556
1295,4,3,0.0,0.25
1296,16,2,0.0,0.05514705882352942
1297,16,5,0.0,0.1875
1298,5,3,0.0,0.2285714285714286
1299,8,7,0.0,0.37500000000000006
1300,12,7,0.0,0.3055555555555556
1301,4,6,0.0,0.41666666666666663
1302,5,4,0.0,0.30000000000000004
1303,7,5,0.0,0.3116883116883117
1304,3,6,0.0,0.41666666666666663
1305,3,4,0.0,0.3333333333333333
1306,17,7,0.0,0.24552429667519182
1307,19,7,0.0,0.22736842105263158
1308,4,5,0.0,0.375
1309,10,5,0.0,0.2571428571428572
1310,5,8,0.0,0.4666666666666667
1311,15,7,0.0,0.26666666666666666
1312,15,5,0.0,0.1964912280701754
1313,6,2,0.0,0.11904761904761904
1314,16,7,0.0,0.2556818181818181
1315,19,7,0.0,0.22736842105263158
1316,16,7,0.0,0.2556818181818181
1317,13,3,0.0,0.12307692307692314
1318,19,3,0.0,0.09022556390977443
1319,9,8,0.0,0.38888888888888884
1320,12,7,0.0,0.3055555555555556
1321,17,2,0.0,0.05228758169934642
1322,17,8,0.0,0.2745098039215686
1323,5,8,0.0,0.4666666666666667
1324,9,5,0.0,0.2735042735042735
1325,16,4,0.0,0.1480263157894737
1326,12,6,0.0,0.26960784313725494
1327,13,2,0.0,0.06593406593406598
1328,9,8,0.0,0.38888888888888884
1329,9,8,0.0,0.38888888888888884
1330,15,3,0.0,0.10980392156862746
1331,4,7,0.0,0.44999999999999996
1332,15,3,0.0,0.10980392156862746
1333,11,3,0.0,0.13986013986013984
1334,13,8,0.0,0.32307692307692315
1335,7,3,0.0,0.19047619047619047
1336,4,8,0.0,0.4772727272727273
1337,4,4,0.0,0.3214285714285714
1338,14,8,0.0,0.3095238095238096
1339,18,6,0.0,0.20531400966183572
1340,11,2,0.0,0.07575757575757577
1341,16,8,0.0,0.28532608695652173
1342,16,7,0.0,0.2556818181818181
1343,14,4,0.0,0.16386554621848742
1344,9,6,0.0,0.3174603174603174
1345,12,2,0.0,0.07051282051282046
1346,18,4,0.0,0.13492063492063489
1347,14,8,0.0,0.30952380952380953
1348,7,6,0.0,0.35714285714285715
1349,11,3,0.0,0.13986013986013984
1350,9,2,0.0,0.08888888888888885
1351,15,7,0.0,0.26666666666666666
1352,6,4,0.0,0.27777777777777785
1353,13,3,0.0,0.12307692307692314
1354,6,7,0.0,0.4166666666666667
1355,14,3,0.0,0.11607142857142855
1356,5,3,0.0,0.2285714285714286
1357,11,2,0.0,0.07575757575757577
1358,14,2,0.0,0.061904761904761886
1359,14,4,0.0,0.16386554621848737
1360,13,6,0.0,0.2564102564102565
1361,16,8,0.0,0.28532608695652173
1362,6,8,0.0,0.44871794871794873
1363,17,6,0.0,0.213903743315508
1364,3,5,0.0,0.38095238095238093
1365,15,7,0.0,0.26666666666666666
1366,5,2,0.0,0.13333333333333336
1367,17,6,0.0,0.213903743315508
1368,7,7,0.0,0.39560439560439553
1369,16,7,0.0,0.2556818181818181
1370,7,7,0.0,0.39560439560439553
1371,14,3,0.0,0.11607142857142855
1372,9,3,0.0,0.1616161616161616
1373,10,7,0.0,0.3375
1374,15,3,0.0,0.10980392156862746
1375,4,4,0.0,0.3214285714285714
1376,13,3,0.0,0.12307692307692314
1377,17,4,0.0,0.14117647058823524
1378,8,7,0.0,0.37500000000000006
1379,11,2,0.0,0.07575757575757577
1380,5,8,0.0,0.4666666666666667
1381,8,7,0.0,0.37500000000000006
1382,7,6,0.0,0.35714285714285715
1383,19,5,0.0,0.16475972540045764
1384,11,3,0.0,0.13986013986013984
1385,12,8,0.0,0.337719298245614
1386,15,5,0.0,0.1964912280701754
1387,19,2,0.0,0.04736842105263153
1388,13,3,0.0,0.12307692307692314
1389,6,3,0.0,0.20833333333333331
1390,15,7,0.0,0.26666666666666666
1391,19,3,0.0,0.09022556390977443
1392,5,6,0.0,0.39999999999999997
1393,13,7,0.0,0.29149797570850206
1394,18,3,0.0,0.09444444444444439
1395,13,3,0.0,0.12307692307692311
1396,10,6,0.0,0.30000000000000004
1397,9,5,0.0,0.2735042735042735
1398,6,8,0.0,0.44871794871794873
1399,17,7,0.0,0.24552429667519182
1400,11,4,0.0,0.19480519480519484
1401,18,6,0.0,0.20531400966183572
1402,3,8,0.0,0.4666666666666667
1403,19,7,0.0,0.22736842105263158
1404,12,4,0.0,0.18333333333333332
1405,6,7,0.0,0.4166666666666667
1406,6,4,0.0,0.2777777777777778
1407,6,6,0.0,0.3787878787878787
1408,5,2,0.0,0.13333333333333336
1409,13,3,0.0,0.12307692307692311
1410,12,6,0.0,0.26960784313725494
1411,3,3,0.0,0.2666666666666666
1412,11,2,0.0,0.07575757575757577
1413,8,8,0.0,0.4083333333333333
1414,8,5,0.0,0.29166666666666674
1415,3,6,0.0,0.41666666666666663
1416,12,2,0.0,0.07051282051282046
1417,8,5,0.0,0.29166666666666674
1418,12,5,0.0,0.2291666666666666
1419,3,8,0.0,0.4666666666666667
1420,6,3,0.0,0.20833333333333326
1421,18,2,0.0,0.049707602339181284
1422,5,7,0.0,0.4363636363636364
1423,16,6,0.0,0.22321428571428573
1424,9,5,0.0,0.2735042735042735
1425,7,8,0.0,0.4285714285714285
1426,7,6,0.0,0.35714285714285715
1427,5,5,0.0,0.3555555555555556
1428,6,3,0.0,0.20833333333333331
1429,17,7,0.0,0.24552429667519182
1430,10,6,0.0,0.30000000000000004
1431,12,8,0.0,0.337719298245614
1432,18,8,0.0,0.2644444444444444
1433,10,7,0.0,0.3375
1434,19,7,0.0,0.22736842105263155
1435,14,8,0.0,0.3095238095238096
1436,9,7,0.0,0.35555555555555557
1437,6,2,0.0,0.11904761904761904
1438,11,5,0.0,0.24242424242424243
1439,19,8,0.0,0.25506072874493924
1440,6,8,0.0,0.4487179487179488
1441,18,6,0.0,0.20531400966183572
1442,12,8,0.0,0.337719298245614
1443,15,6,0.0,0.2333333333333333
1444,3,2,0.0,0.16666666666666666
1445,16,4,0.0,0.1480263157894737
1446,13,7,0.0,0.29149797570850206
1447,18,5,0.0,0.1717171717171717
1448,8,4,0.0,0.23863636363636362
1449,12,6,0.0,0.26960784313725494
1450,14,2,0.0,0.061904761904761886
1451,4,3,0.0,0.25000000000000006
1452,10,3,0.0,0.15000000000000002
1453,5,4,0.0,0.30000000000000004
