sample_index,macro_count,clone_count,conservative_tv,ontic_branching_tv
263,5,4,0.0,0.30000000000000004
264,7,6,0.0,0.35714285714285715
265,8,6,0.0,0.33653846153846156
266,16,8,0.0,0.28532608695652173
267,5,6,0.0,0.39999999999999997
268,15,6,0.0,0.2333333333333333
269,17,4,0.0,0.14117647058823524
270,15,3,0.0,0.10980392156862745
271,6,2,0.0,0.11904761904761904
272,4,8,0.0,0.47727272727272724
273,18,5,0.0,0.1717171717171717
274,11,2,0.0,0.07575757575757577
275,18,4,0.0,0.13492063492063489
276,5,2,0.0,0.13333333333333336
277,8,8,0.0,0.4083333333333333
278,5,4,0.0,0.30000000000000004
279,12,2,0.0,0.07051282051282046
280,10,6,0.0,0.30000000000000004
281,3,2,0.0,0.16666666666666666
282,19,6,0.0,0.19736842105263155
283,10,4,0.0,0.20769230769230773
284,3,5,0.0,0.38095238095238093
285,17,7,0.0,0.24552429667519182
286,10,4,0.0,0.20769230769230773
287,16,3,0.0,0.10416666666666669
288,14,8,0.0,0.3095238095238096
289,3,6,0.0,0.41666666666666663
290,17,2,0.0,0.05228758169934642
291,14,4,0.0,0.16386554621848742
292,8,8,0.0,0.4083333333333333
293,15,7,0.0,0.26666666666666666
294,9,7,0.0,0.35555555555555557
295,5,6,0.0,0.39999999999999997
296,13,4,0.0,0.1730769230769231
297,10,5,0.0,0.2571428571428572
298,6,4,0.0,0.27777777777777785
299,14,4,0.0,0.16386554621848737
300,4,7,0.0,0.44999999999999996
301,5,5,0.0,0.3555555555555556
302,18,2,0.0,0.049707602339181284
303,11,8,0.0,0.35353535353535354
304,18,8,0.0,0.2644444444444444
305,8,5,0.0,0.29166666666666674
306,5,8,0.0,0.4666666666666667
307,4,4,0.0,0.3214285714285714
308,18,2,0.0,0.049707602339181284
309,5,5,0.0,0.3555555555555556
310,6,7,0.0,0.4166666666666668
311,8,6,0.0,0.33653846153846156
312,11,5,0.0,0.24242424242424243
313,9,2,0.0,0.08888888888888885
314,11,6,0.0,0.2840909090909091
315,7,5,0.0,0.3116883116883117
316,10,7,0.0,0.3375
317,11,7,0.0,0.32085561497326204
318,19,6,0.0,0.19736842105263155
319,19,3,0.0,0.09022556390977443
320,9,7,0.0,0.3555555555555555
321,15,8,0.0,0.29696969696969705
322,12,4,0.0,0.18333333333333332
323,13,4,0.0,0.1730769230769231
324,17,7,0.0,0.24552429667519182
325,4,6,0.0,0.41666666666666663
326,8,7,0.0,0.37500000000000006
327,12,4,0.0,0.18333333333333332
328,10,3,0.0,0.15000000000000002
329,13,6,0.0,0.2564102564102565
330,9,8,0.0,0.38888888888888884
331,8,8,0.0,0.4083333333333333
332,3,7,0.0,0.4444444444444445
333,18,7,0.0,0.23611111111111113
334,7,6,0.0,0.35714285714285715
335,17,7,0.0,0.24552429667519182
336,15,5,0.0,0.1964912280701754
337,14,2,0.0,0.061904761904761886
338,17,3,0.0,0.09907120743034056
339,3,5,0.0,0.38095238095238093
340,5,5,0.0,0.3555555555555556
341,15,8,0.0,0.296969696969697
342,9,5,0.0,0.2735042735042735
343,3,4,0.0,0.3333333333333333
344,19,4,0.0,0.12918660287081335
345,15,7,0.0,0.26666666666666666
346,12,5,0.0,0.2291666666666666
347,10,5,0.0,0.2571428571428572
348,7,6,0.0,0.35714285714285715
349,17,4,0.0,0.14117647058823524
350,15,4,0.0,0.1555555555555556
351,17,5,0.0,0.1792717086834734
352,10,5,0.0,0.2571428571428572
353,5,5,0.0,0.3555555555555556
354,8,2,0.0,0.09722222222222224
355,15,7,0.0,0.26666666666666666
356,19,2,0.0,0.04736842105263153
357,11,6,0.0,0.2840909090909091
358,7,2,0.0,0.10714285714285712
359,4,7,0.0,0.44999999999999996
360,7,4,0.0,0.2571428571428571
361,16,8,0.0,0.28532608695652173
362,17,2,0.0,0.05228758169934642
363,9,6,0.0,0.31746031746031744
364,5,3,0.0,0.2285714285714286
365,18,4,0.0,0.13492063492063489
366,7,3,0.0,0.19047619047619047
367,15,5,0.0,0.1964912280701754
368,8,6,0.0,0.33653846153846156
369,18,2,0.0,0.049707602339181284
370,7,2,0.0,0.10714285714285712
371,12,2,0.0,0.07051282051282046
372,8,4,0.0,0.23863636363636362
373,10,7,0.0,0.3375
374,3,7,0.0,0.4444444444444445
375,5,4,0.0,0.30000000000000004
376,11,4,0.0,0.19480519480519484
377,16,4,0.0,0.1480263157894737
