sample_index,leaf_count,maximum_additive_state_error,maximum_derived_observable_error
153,75,1.1368683772161603e-13,1.1368683772161603e-13
154,70,2.842170943040401e-14,2.842170943040401e-14
155,36,1.4210854715202004e-14,1.4210854715202004e-14
156,53,5.684341886080802e-14,5.684341886080802e-14
157,49,2.842170943040401e-14,1.4210854715202004e-14
158,16,7.105427357601002e-15,7.105427357601002e-15
159,36,7.105427357601002e-15,7.105427357601002e-15
160,71,7.105427357601002e-14,2.842170943040401e-14
161,33,2.1316282072803006e-14,1.4210854715202004e-14
162,26,7.105427357601002e-15,7.105427357601002e-15
163,67,2.842170943040401e-14,2.842170943040401e-14
164,30,7.105427357601002e-15,7.105427357601002e-15
165,79,5.684341886080802e-14,5.684341886080802e-14
166,63,2.842170943040401e-14,2.842170943040401e-14
167,38,5.684341886080802e-14,5.684341886080802e-14
168,77,4.263256414560601e-14,4.263256414560601e-14
169,22,7.105427357601002e-15,7.105427357601002e-15
170,30,1.4210854715202004e-14,1.4210854715202004e-14
171,47,5.684341886080802e-14,5.684341886080802e-14
172,78,5.684341886080802e-14,5.684341886080802e-14
173,49,2.842170943040401e-14,2.842170943040401e-14
174,28,1.4210854715202004e-14,1.4210854715202004e-14
175,61,2.842170943040401e-14,1.4210854715202004e-14
176,61,2.842170943040401e-14,2.842170943040401e-14
177,24,7.105427357601002e-15,7.105427357601002e-15
178,69,5.684341886080802e-14,5.684341886080802e-14
179,34,2.842170943040401e-14,2.842170943040401e-14
180,41,2.842170943040401e-14,2.842170943040401e-14
181,80,2.842170943040401e-14,2.842170943040401e-14
182,57,2.842170943040401e-14,2.842170943040401e-14
183,78,5.684341886080802e-14,5.684341886080802e-14
184,70,8.526512829121202e-14,8.526512829121202e-14
185,14,7.105427357601002e-15,7.105427357601002e-15
186,53,4.263256414560601e-14,2.842170943040401e-14
187,40,1.4210854715202004e-14,1.4210854715202004e-14
188,60,5.684341886080802e-14,5.684341886080802e-14
189,35,2.842170943040401e-14,2.842170943040401e-14
190,58,2.842170943040401e-14,2.842170943040401e-14
191,61,2.842170943040401e-14,2.842170943040401e-14
192,48,8.526512829121202e-14,8.526512829121202e-14
193,58,5.684341886080802e-14,5.684341886080802e-14
194,35,2.842170943040401e-14,2.842170943040401e-14
195,46,2.842170943040401e-14,2.842170943040401e-14
196,46,2.842170943040401e-14,2.842170943040401e-14
197,13,3.552713678800501e-15,3.552713678800501e-15
198,27,7.105427357601002e-15,7.105427357601002e-15
199,9,3.552713678800501e-15,3.552713678800501e-15
200,67,4.263256414560601e-14,4.263256414560601e-14
201,78,5.684341886080802e-14,5.684341886080802e-14
202,18,3.552713678800501e-15,3.552713678800501e-15
203,78,2.842170943040401e-14,2.842170943040401e-14
204,72,2.842170943040401e-14,2.842170943040401e-14
205,10,7.105427357601002e-15,7.105427357601002e-15
206,13,1.4210854715202004e-14,7.105427357601002e-15
207,80,1.7053025658242404e-13,1.7053025658242404e-13
208,69,1.4210854715202004e-14,1.4210854715202004e-14
209,50,4.263256414560601e-14,4.263256414560601e-14
210,18,7.105427357601002e-15,7.105427357601002e-15
211,69,2.842170943040401e-14,2.842170943040401e-14
212,73,2.842170943040401e-14,1.4210854715202004e-14
213,72,8.526512829121202e-14,8.526512829121202e-14
214,31,1.4210854715202004e-14,1.4210854715202004e-14
215,36,2.1316282072803006e-14,7.105427357601002e-15
216,8,1.7763568394002505e-15,1.7763568394002505e-15
217,74,4.263256414560601e-14,2.842170943040401e-14
218,21,7.105427357601002e-15,7.105427357601002e-15
219,14,7.105427357601002e-15,7.105427357601002e-15
220,9,1.7763568394002505e-15,1.7763568394002505e-15
221,40,1.4210854715202004e-14,1.4210854715202004e-14
222,34,2.842170943040401e-14,2.842170943040401e-14
223,41,2.1316282072803006e-14,2.1316282072803006e-14
224,54,4.263256414560601e-14,4.263256414560601e-14
225,59,4.263256414560601e-14,4.263256414560601e-14
226,45,4.263256414560601e-14,2.842170943040401e-14
227,78,8.526512829121202e-14,8.526512829121202e-14
228,76,2.842170943040401e-14,2.842170943040401e-14
229,26,1.4210854715202004e-14,1.4210854715202004e-14
230,64,2.842170943040401e-14,2.842170943040401e-14
231,33,2.842170943040401e-14,2.842170943040401e-14
232,69,2.842170943040401e-14,2.842170943040401e-14
233,33,7.105427357601002e-15,7.105427357601002e-15
234,72,5.684341886080802e-14,5.684341886080802e-14
235,9,3.552713678800501e-15,1.7763568394002505e-15
236,30,7.105427357601002e-15,7.105427357601002e-15
237,70,8.526512829121202e-14,8.526512829121202e-14
238,78,5.684341886080802e-14,5.684341886080802e-14
239,73,8.526512829121202e-14,8.526512829121202e-14
240,78,5.684341886080802e-14,5.684341886080802e-14
241,71,8.526512829121202e-14,8.526512829121202e-14
242,74,5.684341886080802e-14,5.684341886080802e-14
243,67,8.526512829121202e-14,8.526512829121202e-14
244,23,1.4210854715202004e-14,1.4210854715202004e-14
245,43,1.4210854715202004e-14,1.4210854715202004e-14
246,59,5.684341886080802e-14,5.684341886080802e-14
247,65,2.842170943040401e-14,2.842170943040401e-14
248,47,8.526512829121202e-14,8.526512829121202e-14
249,66,5.684341886080802e-14,5.684341886080802e-14
250,37,1.4210854715202004e-14,1.4210854715202004e-14
251,44,2.842170943040401e-14,2.842170943040401e-14
252,76,8.526512829121202e-14,8.526512829121202e-14
253,40,2.842170943040401e-14,2.842170943040401e-14
254,61,5.684341886080802e-14,5.684341886080802e-14
255,41,1.4210854715202004e-14,1.4210854715202004e-14
256,59,2.842170943040401e-14,2.842170943040401e-14
257,30,7.105427357601002e-15,2.220446049250313e-16
258,26,2.842170943040401e-14,2.842170943040401e-14
259,49,4.263256414560601e-14,4.263256414560601e-14
260,33,2.842170943040401e-14,2.1316282072803006e-14
261,22,1.4210854715202004e-14,1.4210854715202004e-14
262,79,5.684341886080802e-14,5.684341886080802e-14
263,48,2.1316282072803006e-14,1.4210854715202004e-14
264,20,7.105427357601002e-15,7.105427357601002e-15
265,24,1.4210854715202004e-14,1.4210854715202004e-14
266,24,7.105427357601002e-15,7.105427357601002e-15
267,42,1.4210854715202004e-14,1.4210854715202004e-14
268,77,5.684341886080802e-14,5.684341886080802e-14
269,41,2.1316282072803006e-14,2.1316282072803006e-14
270,65,5.684341886080802e-14,5.684341886080802e-14
271,8,1.7763568394002505e-15,1.7763568394002505e-15
272,23,7.105427357601002e-15,7.105427357601002e-15
273,22,1.4210854715202004e-14,1.4210854715202004e-14
274,16,2.842170943040401e-14,2.842170943040401e-14
275,12,3.552713678800501e-15,1.7763568394002505e-15
276,53,1.4210854715202004e-14,1.4210854715202004e-14
277,20,1.4210854715202004e-14,1.4210854715202004e-14
278,39,1.4210854715202004e-14,1.4210854715202004e-14
279,55,1.1368683772161603e-13,1.1368683772161603e-13
280,66,1.4210854715202004e-14,1.4210854715202004e-14
281,17,1.4210854715202004e-14,1.4210854715202004e-14
282,24,7.105427357601002e-15,7.105427357601002e-15
283,72,5.684341886080802e-14,5.684341886080802e-14
284,12,3.552713678800501e-15,3.552713678800501e-15
285,37,2.1316282072803006e-14,2.1316282072803006e-14
286,21,1.4210854715202004e-14,1.4210854715202004e-14
287,12,3.552713678800501e-15,3.552713678800501e-15
288,44,2.1316282072803006e-14,2.1316282072803006e-14
289,69,8.526512829121202e-14,2.842170943040401e-14
290,56,2.842170943040401e-14,2.842170943040401e-14
291,46,2.842170943040401e-14,2.842170943040401e-14
292,37,2.842170943040401e-14,2.842170943040401e-14
293,53,1.4210854715202004e-14,1.4210854715202004e-14
294,35,1.4210854715202004e-14,1.4210854715202004e-14
295,59,2.842170943040401e-14,2.842170943040401e-14
296,38,1.4210854715202004e-14,1.4210854715202004e-14
297,16,7.105427357601002e-15,7.105427357601002e-15
298,61,2.842170943040401e-14,2.842170943040401e-14
299,53,2.842170943040401e-14,2.842170943040401e-14
300,65,4.263256414560601e-14,2.842170943040401e-14
301,49,5.684341886080802e-14,5.684341886080802e-14
302,30,2.842170943040401e-14,2.842170943040401e-14
303,57,2.842170943040401e-14,2.842170943040401e-14
304,32,1.4210854715202004e-14,1.4210854715202004e-14
305,62,4.547473508864641e-13,4.547473508864641e-13
306,37,2.1316282072803006e-14,2.1316282072803006e-14
307,34,7.105427357601002e-15,7.105427357601002e-15
308,9,1.7763568394002505e-15,1.7763568394002505e-15
309,67,5.684341886080802e-14,5.684341886080802e-14
310,35,2.842170943040401e-14,2.842170943040401e-14
311,50,5.684341886080802e-14,5.684341886080802e-14
312,62,5.684341886080802e-14,5.684341886080802e-14
313,57,4.263256414560601e-14,4.263256414560601e-14
314,25,1.4210854715202004e-14,1.4210854715202004e-14
315,53,5.684341886080802e-14,5.684341886080802e-14
316,19,3.552713678800501e-15,3.552713678800501e-15
317,36,5.684341886080802e-14,5.684341886080802e-14
318,16,1.4210854715202004e-14,1.4210854715202004e-14
319,25,1.4210854715202004e-14,1.4210854715202004e-14
320,44,2.842170943040401e-14,2.842170943040401e-14
321,36,1.4210854715202004e-14,1.4210854715202004e-14
322,79,4.263256414560601e-14,4.263256414560601e-14
323,69,2.1316282072803006e-14,1.4210854715202004e-14
324,49,1.4210854715202004e-14,1.4210854715202004e-14
325,59,3.552713678800501e-14,3.552713678800501e-14
326,57,2.842170943040401e-14,1.4210854715202004e-14
327,73,1.4210854715202004e-13,1.4210854715202004e-13
328,60,1.4210854715202004e-14,1.4210854715202004e-14
329,9,1.7763568394002505e-15,1.7763568394002505e-15
330,53,2.842170943040401e-14,2.842170943040401e-14
331,13,7.105427357601002e-15,3.552713678800501e-15
332,25,3.552713678800501e-15,3.552713678800501e-15
333,50,2.1316282072803006e-14,2.1316282072803006e-14
334,37,1.4210854715202004e-14,1.4210854715202004e-14
335,53,5.684341886080802e-14,5.684341886080802e-14
336,42,2.842170943040401e-14,2.842170943040401e-14
337,58,5.684341886080802e-14,5.684341886080802e-14
338,62,2.842170943040401e-14,2.842170943040401e-14
339,78,5.684341886080802e-14,5.684341886080802e-14
340,30,2.842170943040401e-14,2.842170943040401e-14
341,25,1.4210854715202004e-14,1.4210854715202004e-14
342,17,2.1316282072803006e-14,2.1316282072803006e-14
343,80,5.684341886080802e-14,5.684341886080802e-14
344,77,8.526512829121202e-14,8.526512829121202e-14
345,17,1.4210854715202004e-14,1.4210854715202004e-14
346,16,3.552713678800501e-15,3.552713678800501e-15
347,51,5.684341886080802e-14,5.684341886080802e-14
348,67,5.684341886080802e-14,5.684341886080802e-14
349,28,7.105427357601002e-15,7.105427357601002e-15
350,65,4.263256414560601e-14,4.263256414560601e-14
351,33,2.842170943040401e-14,2.842170943040401e-14
352,65,5.684341886080802e-14,5.684341886080802e-14
353,16,7.105427357601002e-15,7.105427357601002e-15
354,27,1.4210854715202004e-14,1.4210854715202004e-14
355,12,7.105427357601002e-15,7.105427357601002e-15
356,60,2.842170943040401e-14,2.842170943040401e-14
357,52,2.842170943040401e-14,2.842170943040401e-14
358,31,2.842170943040401e-14,2.842170943040401e-14
359,25,4.263256414560601e-14,4.263256414560601e-14
360,70,5.684341886080802e-14,5.684341886080802e-14
361,49,2.842170943040401e-14,2.842170943040401e-14
362,52,1.4210854715202004e-14,1.4210854715202004e-14
363,72,5.684341886080802e-14,5.684341886080802e-14
364,11,1.0658141036401503e-14,1.0658141036401503e-14
365,69,5.684341886080802e-14,5.684341886080802e-14
366,55,2.842170943040401e-14,2.842170943040401e-14
367,41,5.684341886080802e-14,5.684341886080802e-14
368,50,1.4210854715202004e-14,1.4210854715202004e-14
369,19,7.105427357601002e-15,7.105427357601002e-15
370,35,4.263256414560601e-14,4.263256414560601e-14
371,22,1.4210854715202004e-14,1.4210854715202004e-14
372,73,4.263256414560601e-14,4.440892098500626e-16
373,71,2.842170943040401e-14,2.842170943040401e-14
374,79,2.842170943040401e-14,2.842170943040401e-14
375,62,5.684341886080802e-14,5.684341886080802e-14
376,12,3.552713678800501e-15,3.552713678800501e-15
377,70,5.684341886080802e-14,2.842170943040401e-14
378,51,5.684341886080802e-14,5.684341886080802e-14
379,18,3.552713678800501e-15,3.552713678800501e-15
380,47,5.684341886080802e-14,5.684341886080802e-14
381,74,8.526512829121202e-14,8.526512829121202e-14
382,19,7.105427357601002e-15,7.105427357601002e-15
383,27,2.842170943040401e-14,2.842170943040401e-14
384,49,3.552713678800501e-14,2.1316282072803006e-14
385,43,8.526512829121202e-14,8.526512829121202e-14
386,69,1.1368683772161603e-13,1.1368683772161603e-13
387,39,1.4210854715202004e-14,1.4210854715202004e-14
388,21,2.842170943040401e-14,2.842170943040401e-14
389,48,1.4210854715202004e-14,1.4210854715202004e-14
390,36,2.1316282072803006e-14,1.4210854715202004e-14
391,64,2.842170943040401e-14,2.842170943040401e-14
392,24,1.0658141036401503e-14,1.0658141036401503e-14
393,62,5.684341886080802e-14,5.684341886080802e-14
394,68,1.4210854715202004e-14,1.4210854715202004e-14
395,50,2.842170943040401e-14,2.842170943040401e-14
396,63,2.842170943040401e-14,2.842170943040401e-14
397,59,2.842170943040401e-14,2.842170943040401e-14
398,34,5.684341886080802e-14,5.684341886080802e-14
399,48,2.842170943040401e-14,2.842170943040401e-14
400,26,1.4210854715202004e-14,1.4210854715202004e-14
401,54,2.842170943040401e-14,2.842170943040401e-14
402,46,2.842170943040401e-14,2.842170943040401e-14
403,29,1.4210854715202004e-14,1.4210854715202004e-14
404,15,3.552713678800501e-15,3.552713678800501e-15
405,9,7.105427357601002e-15,7.105427357601002e-15
406,19,5.684341886080802e-14,5.684341886080802e-14
407,11,3.552713678800501e-15,3.552713678800501e-15
408,52,8.526512829121202e-14,8.526512829121202e-14
409,9,7.105427357601002e-15,7.105427357601002e-15
410,63,2.842170943040401e-14,2.842170943040401e-14
411,64,2.842170943040401e-14,2.842170943040401e-14
412,57,2.842170943040401e-14,2.842170943040401e-14
413,53,8.526512829121202e-14,8.526512829121202e-14
414,12,3.552713678800501e-15,3.552713678800501e-15
415,79,7.105427357601002e-14,5.684341886080802e-14
416,35,2.842170943040401e-14,2.842170943040401e-14
417,15,3.552713678800501e-15,3.552713678800501e-15
418,54,1.4210854715202004e-14,1.4210854715202004e-14
419,61,2.842170943040401e-14,2.842170943040401e-14
420,17,7.105427357601002e-15,7.105427357601002e-15
421,17,1.4210854715202004e-14,1.4210854715202004e-14
422,35,4.263256414560601e-14,4.263256414560601e-14
423,8,3.552713678800501e-15,3.552713678800501e-15
424,70,8.526512829121202e-14,8.526512829121202e-14
425,60,2.842170943040401e-14,2.842170943040401e-14
426,69,4.263256414560601e-14,4.263256414560601e-14
427,24,7.105427357601002e-15,7.105427357601002e-15
428,28,2.842170943040401e-14,2.842170943040401e-14
429,25,2.842170943040401e-14,2.842170943040401e-14
430,63,1.1368683772161603e-13,1.1368683772161603e-13
431,15,7.105427357601002e-15,7.105427357601002e-15
432,52,4.263256414560601e-14,4.263256414560601e-14
433,19,1.4210854715202004e-14,1.4210854715202004e-14
434,62,5.684341886080802e-14,5.684341886080802e-14
435,34,2.842170943040401e-14,2.842170943040401e-14
436,18,7.105427357601002e-15,7.105427357601002e-15
437,62,4.263256414560601e-14,4.263256414560601e-14
438,70,2.842170943040401e-14,2.842170943040401e-14
439,30,1.4210854715202004e-14,1.4210854715202004e-14
440,14,7.105427357601002e-15,7.105427357601002e-15
441,66,8.526512829121202e-14,8.526512829121202e-14
442,43,2.842170943040401e-14,2.842170943040401e-14
443,52,1.4210854715202004e-14,1.4210854715202004e-14
444,28,7.105427357601002e-15,7.105427357601002e-15
445,9,3.552713678800501e-15,3.552713678800501e-15
446,66,1.4210854715202004e-14,1.4210854715202004e-14
447,71,1.4210854715202004e-14,1.4210854715202004e-14
448,39,1.4210854715202004e-14,1.4210854715202004e-14
449,30,5.684341886080802e-14,5.684341886080802e-14
